Tamil,Telugu
பிரஞ்சு பீன்,ఫ్రెంచ్ బీన్
பிளே,ఫ్లీ
நரி,ఫాక్స్
பழ ஈ,ఫ్రూట్ ఫ్లై
பித்தப்பை (ஹார்ட்),పిత్తాశయం
கேமட்,గామేట్
தோட்டம்,తోట
அளவை (நீர்),గేజ్ (నీరు)
மரபணு வங்கி,జీన్ బ్యాంక్
மரபணு குறிச்சொல்,జన్యు ట్యాగింగ్
மரபணு,జన్యుశాస్త్రం
மரபணு வரைபடம்,జన్యు పటం
மரபியல்,జన్యుశాస్త్రం
மரபணு,జన్యువు
மரபணு நூலகம்,జెనోమిక్ లైబ్రరీ
மரபணு,జెనోమిక్స్
மரபணு வகை,జన్యురూపం
மரபணு வகை,జన్యురూపం
வகை,జాతి
வகை,జాతి
கிருமி,జెర్మ్
கிருமி கொல்லி,జెర్మిసైడ్
முளைப்பு,అంకురోత్పత్తి
ஜெர்ம்ப்ளாஸ்,జెర్మ్ప్లాజమ్
கிபெரெல்லிக் அமிலம்,గిబ్బెరెల్లిక్ ఆమ్లం
ஜின்னிங்,జిన్నింగ్
பளபளப்பு,గ్లూమ్
குளுட்டினஸ்,గ్లూటినస్
கிளைகோலிசிஸ்,గ్లైకోలిసిస్
கெய்ஸ்,గ్నిస్
தங்க புரட்சி,గోల్డెన్ రివల్యూషన్
தரப்படுத்தல்,గ్రేడింగ్
ஒட்டுதல் ஆலை,అంటు వేసిన మొక్క
ஒட்டு-இணக்கமானது,అంటుకట్టుట-అపజయం
கிரன்னா,గ్రన్నా
குருணையாக்கம்,గ్రాన్యులేషన్
பச்சை உரம்,ఆకుపచ్చ ఎరువు
பசுமை புரட்சி,హరిత విప్లవం
வளர்ச்சி மற்றும் வளர்ச்சி,పెరుగుదల మరియు అభివృద్ధి
கம்மோசிஸ்,గుమ్మోసిస్
கினோடியோசியஸ்,గైనోడియోసియస్
கால் நட்டு,పిత్తాశయ గింజ
பூண்டு,వెల్లుల్లి
ஜெர்பெரா,గెర్బెరా
கெர்கின்,గెర్కిన్
இஞ்சி,అల్లం
கிளாடியோலஸ்,గ్లాడియోలస్
ஆடு களை (ஏஜெரட்டம்),మేక కలుపు (అగెరాటమ్)
திராட்சைப்பழம்,ద్రాక్షపండు
திராட்சை,ద్రాక్ష
பச்சை கிராம்,ఆకుపచ్చ గ్రామ్
க்ரூவியா,గ్రెవియా
நிலக்கடலை,వేరుశనగ
கொய்யா,గువా
கினியா புல்,గినియా గడ్డి
பித்தப்பை மிட்ஜ்,పిత్తాశయ మిడ్జ్
புல் ஹாப்பர்,గడ్డి హాప్పర్
குந்தி பிழை,గుండీ బగ్
பழக்கம்,అలవాటు
ஆலங்கட்டி,వడగళ్ళు
ஹேரிவெட்ச்,హెయిరీ వెచ్
ஹாலோபைட்,హలోఫైట్
ஹாரோ,హారో
அறுவடை அட்டவணை,హార్వెస్ట్ ఇండెక్స్
அறுவடை,హార్వెస్ట్
அறுவடை,హార్వెస్టింగ్
ஹட்ச்,హాచ్
வைக்கோல்,హే
ஹேலேஜ்,హేలేజ్
வைக்கோல்,హేస్టాక్
மூடுபனி,పొగమంచు
மங்கலான,మబ్బుగా
தலை (வேளாண்),తల (అగ్రో)
தலை (சேனலின்),తల (ఛానెల్ యొక్క)
பின்னோக்கி செல்வது,వెనుకకు వెళుతుంది
ஹெட்ஜ்,హెడ్జ్
ஹெட்ஜிங்,హెడ్జింగ్
ஹெலிக்ஸ்,హెలిక్స్
ஹெமாடைட்,హెమటైట్
மூலிகை,హెర్బ్
ஹெர்பேரியம்,హెర్బేరియం
களைக்கொல்லி,హెర్బిసైడ్
பரம்பரை,వంశపారంపర్యత
ஹெர்டிலேஷன்,మతవిశ్వాశాల
ஹெர்மாஃப்ரோடைட்,హెర్మాఫ్రోడైట్
ஹீட்டோரோக்ரோமாடிக்,హెటెరోక్రోమటిక్
ஹீட்டோரோஃபெர்டைமயமாக்கல்,హెటెరోఫెర్టిలైజేషన్
ஹீட்டோரோசிஸ்,హెటెరోసిస్
ஹீட்டோரோசோம்,హెటెరోసోమ్
ஹீட்டோரோட்ஃப்,హెటెరోట్రోఫ్
ஹெக்ஸாபிளாய்டு,హెక్సాప్లాయిడ్
ஹைபர்னேட்,హైబర్నేట్
அதிக அடர்த்தி நடவு,అధిక సాంద్రతగల నాటడం
மலை (அரிசி),కొండ (బియ్యం)
ஹிஸ்டோகிராம்,హిస్టోగ్రాం
ஹிட்டெக் தோட்டக்கலை,హిటెక్ హార్టికల్చర్
ஹைவ்,అందులో నివశించే తేనెటీగలు
HOEING,హూయింగ్
வைத்திருத்தல்,పట్టుకొని
வீட்டு பண்ணை,హోమ్ ఫామ్
ஹோமியோஸ்டாஸிஸ்,హోమియోస్టాసిస్
ஹோம்ஸ்டெட்,హోమ్‌స్టెడ్
ஒருமைப்பாடு,సజాతీయత
ஒரே மாதிரியான,సజాతీయ
ஹோமோலாஜஸ்,హోమోలోగస్
ஹோமோசைகோட்,హోమోజైగోట్
ஹாப்பர்,హాప్పర్
அடிவானம்,హోరిజోన్
தோட்டக்கலை பயிர்கள்,ఉద్యాన పంటలు
தோட்டக்கலை,హార్టికల్చర్
ஹார்டி-சில்வி ஆயர் விவசாயம்,హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్
தொகுப்பாளர்,హోస్ట్
சூடான நீர் சுத்திகரிப்பு,వేడి నీటి చికిత్స
ஹல்,హల్
ஈரப்பதம்,తేమ
இயற்கையானது,హ్యూమస్
உமி,హస్క్
ஹஸ்கர்,హస్కర్
உமி,హస్కింగ్
கலப்பின,హైబ్రిడ్
கலப்பினமாக்கல்,హైబ్రిడైజేషన్
நீரேற்றம்,ఆర్ద్రీకరణ
நீர்நிலை,హైడ్రాలజీ
நீராற்பகுப்பு,జలవిశ్లేషణ
ஹைட்ரோமீட்டர்,హైడ్రోమీటర్
ஹைட்ரோபிலஸ்,హైడ్రోఫిలస్
ஹைட்ரோபோனிக்ஸ்,హైడ్రోపోనిక్స్
ஹைட்ரோஸ்பியர்,హైడ్రోస్పియర్
ஹைட்ரோஸ்கோபாரிட்டி,జలవిద్యుత్
ஹைபராசைட்,హైపర్‌పారాసైట్
ஹைப்பர் பிளேசியா,హైపర్‌ప్లాసియా
ஹைபா,హైఫా
ஹைபோகோடைல்,హైపోకోటైల్
கருதுகோள்,పరికల్పన
கருப்பை ஒடுக்கி,గర్భసంచి
ஹேசல் நட்டு,హాజెల్ గింజ
சணல்,జనపనార
ஹென்பேன்,హెన్‌బేన్
மருதாணி,హెన్నా
ஒளி வண்ண மலர்கள் கொண்ட ஒரு செடி,మందార
ஹாப்,హాప్
குதிரை கிராம்,ఉలవలు
குதிரை-கண்-பீன்,గుర్రం-కంటి-బీన్
தேனீ,తేనెటీగ
ஹாப்பர்,హాప్పర్
தோட்டக்கலை நிபுணர்,హార్టికల్చర్
நீர்நிலை நிபுணர்,హైడ్రాలజిస్ట్
சிட்டு ஒட்டுதலில்,సిటు అంటుకట్టుటలో
ஆய்வுக்கூட சோதனை முறையில்,విట్రోలో
உயிருள்ள,వివో లో
கண்மூடித்தனமான,విచక్షణారహితం
பூச்சி,పురుగు
பூச்சி பூச்சி,పురుగుల తెగులు
பூச்சி,పురుగు
பூச்சிக்கொல்லி,పురుగుమందు
பூச்சிக்கொல்லி,పురుగుమందు
இன்சோலேஷன்,ఇన్సోలేషన్
கரையாத,కరగని
இன்ஸ்டார் (பூச்சி),నాడులు
இன்சுலேட்டர்,ఇన్సులేటర్
ஒருங்கிணைந்த நோய் மேலாண்மை,ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్
ஒருங்கிணைந்த ஊட்டச்சத்து மேலாண்மை,ఇంటిగ్రేటెడ్ పోషక నిర్వహణ
ஒருங்கிணைந்த பூச்சி மேலாண்மை,ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్
தீவிரம்,తీవ్రత
தீவிர,ఇంటెన్సివ్
இடைக்கால,ఇంటర్‌క్రాప్
இடைக்கணிப்பு (இடைக்கால),(పరస్పర కల్చే
ஆர்வம்,వడ్డీ
இன்டர்னோட்,ఇంటర్నోడ్
இடைமுகம் (செல் பிரிவு),కణ విభజన
இடைக்கணிப்பு,ఇంటర్‌పోలేషన్
இடை-மாடி,ఇంటర్-స్టెరైల్
சரக்கு,జాబితా
தலைகீழ்,విలోమం
ஈடுபாடு,Insucre
அயன்,అయాన్
கதிர்வீச்சு,వికిరణం
நீர்ப்பாசனம்,నీటిపారుదల
ஐசோ அல்லீல்கள்,ISO యుగ్మ వికల్పాలు
ஐஎஸ்ஓ தயாரிப்பு வளைவு,ISO ఉత్పత్తి వక్రత
ஐசோபார்,ఐసోబార్
ஐசோகாமி,ఐసోగామి
தனிமைப்படுத்தும் தூரம்,ఐసోలేషన్ దూరం
ஐசோப்ளாய்டு,ఐసోప్లాయిడ్
ஐசோகண்ட்,ఐసోక్వాంట్
ஐசோடோப்,ఐసోటోప్
இந்திய பிர்ச்,ఇండియన్ బిర్చ్
இந்திய நீல பைன்,ఇండియన్ బ్లూ పైన్
இந்திய செர்ரி,భారతీయ చెర్రీ
இந்திய ஜூனிபர்,భారతీయ జునిపెర్
இந்திய கினோ மரம்,భారతీయ కినో చెట్టు
இந்திய லாரல் மரம்,భారతీయ లారల్ చెట్టు
இந்திய மேட்,భారతీయ పిచ్చి
இந்திய மேட்லர்,ఇండియన్ మాడ్లర్
இந்திய போடோ பைலம்,ఇండియన్ పోడో ఫైలం
இண்டிகோ,ఇండిగో
இத்தாலிய தினை,ఇటాలియన్ మిల్లెట్
தந்தம் மரம்,ఐవరీ ట్రీ
ஐவி சுரைக்காய்/சிறிய சுண்டைக்காய்,ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ
வெல்லம்,బెల్లం
ஜபோனிகா அரிசி,జపోనికా రైస్
ஜாசிட்,జాసిద్
ஜவானிகா ரைஸ்,జవానికా రైస్
கூச்சலிடுதல்,జెల్లింగ్
ஜம் சாகுபடி,H ుమ్ సాగు
ஜம்பிங் மரபணு,జంపింగ్ జన్యువు
குப்பை டி.என்.ஏ,జంక్ DNA
சிறார் கட்டம்,బాల్య దశ
ஜகரந்தா,జాకరంద
ஜாக்ஃப்ரூட்,జాక్‌ఫ్రూట్
ஜமுன்,జామున్
மல்லிகை,జాస్మిన్
ஜட்டி கட்டி,జట్టి ఖట్టి
ஜட்ரோஃபா,జాట్రోఫా
சணல்,జనపనార
ஜாசிட்ஸ்,జాసిడ్స్
கயோலின்,కయోలిన్
கயோலினைட்,KAOLINITE
கயோலினைட்,KAOLINITE
கரியென்சிமா,కారింగైమా
Karyodesma,కారియోడెస్మా
கரியோகாமி,కార్యోగామి
கரியோகிராம் (இடைஜியோகிராம்),కర్ణభ్యాసనము
காரியோகினேசிஸ்,కారియోకినిసిస్
கரியாலஜி,కార్యాలజీ
காரியோலிசிஸ்,కారియోలిసిస్
காரியோன்,కారియన్
காரியோடைப்,కార్యోటైప్
கெல்ப் (ஆல்கா),అల్గ
கெல்வின் சுழற்சி,కెల్విన్ సైకిల్
கெராடின்,కెరాటిన్
கர்னல்,కెర్నల్
கைரா நோய்,ఖైరా వ్యాధి
கரிப்,ఖరీఫ్
விளையாடினேன்,తమాషా
கினெடோகோர்,కైనెటోచోర్
சமையலறை தோட்டம்,వంటగది తోట
க்ளீன்ஃபில்டர் நோய்க்குறி,క్లీన్ఫిల్టర్ సిండ్రోమ్
க்ளெனோ துண்டு,Klenow భాగం
முடிச்சு,ముడి
கோச்சின் போஸ்டுலேட்,కోచ్ యొక్క పోస్టులేట్
கோபனின் வகைப்பாடு (காலநிலை),కొరిమి
கிரெப்ஸ் சுழற்சி,క్రెబ్స్ చక్రం
கர்டோசிஸ்,కుర్టోసిస్
கே.வி.கே (கிருஷி விஜியன் கேந்திரா),KVK
கதம்,కడమ్
காலே,కాలే
கன்ஸ் புல்,కాన్స్ గడ్డి
கரோண்டா,కరోండా
"சிறுநீரக பீன், ராஜ்மா","కిడ్నీ బీన్, రాజ్మా"
கிவிஃப்ரியட்,కివిఫ్రియుట్
KNOL கோல்,నోల్ ఖోల్
கோடம்புலி,కోడాంపులి
கோடோ தினை,కోడో మిల్లెట్
கோகம் வெண்ணெய் மரம் (மங்கோஸ்டீன்),కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్)
கப்ரா வண்டு,ఖాప్రా బీటిల్
L.D.50 (மரணம் டோஸ் 50),L.D.50 (ప్రాణాంతక మోతాదు 50)
தரையிறக்க ஆய்வகம்,ల్యాబ్ టు ల్యాండ్
லேபிள்,లేబుల్
தொழிலாளர்,శ్రమ
லாக் ஓபரான் மாதிரி,లాక్ ఒపెరాన్ మోడల్
பாலூட்டுதல்,చనుబాలివ్వడం
லாக்டோஜெனிக் ஹார்மோன் (புரோலாக்டின்),క్షీరసమూరం
லாக்டோஸ்,లాక్టోస్
பின்தங்கிய இழை,లాగింగ్ స్ట్రాండ్
லாம்ப்டா குளோனிங் திசையன்,లాంబ్డా క్లోనింగ్ వెక్టర్
லேமினார் காற்று ஓட்டம்,లామినార్ గాలి ప్రవాహం
விளக்கு தூரிகை குரோமோசோம்,దీపం బ్రష్ క్రోమోజోమ్
நில,భూమి
நில திறன் வகைப்பாடு,భూమి సామర్థ్య వర్గీకరణ
நில திறன் வரைபடம்,భూమి సామర్థ్య పటం
நில சீரழிவு,భూమి క్షీణత
நில சமமான விகிதம்,భూమి సమాన నిష్పత్తి
நில சமநிலை,ల్యాండ్ లెవలింగ్
நில மீட்பு,భూమి పునరుద్ధరణ
இயற்கையை ரசித்தல்,ల్యాండ్ స్కేపింగ్
நில பொருந்தக்கூடிய தன்மை,భూమి అనుకూలత
நில பயன்பாட்டு முறை,భూ వినియోగ విధానం
லாங்கர்ஹான்ஸ் செல்கள்,లాంగర్‌హాన్స్ కణాలు
குறைவு வீதம்,లోపం రేటు
லார்வா,లార్వా
தாமதம்,జాప్యం
உள்ளுறை,గుప్త
மறைந்திருக்கும் தொற்று,గుప్త సంక్రమణ
பக்கவாட்டு,పార్శ్వ
லேட்டரைட் மண்,లాటరైట్ నేలలు
லேடெக்ஸ்,రబ్బరు పాలు
லாடிரிசம்,లాథరిజం
லத்தீன் சதுர வடிவமைப்பு (எல்.எஸ்.டி),లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి)
நட்டு,లాటిస్
முக்கிய நன்மை சட்டம்,కంపన ప్రయోజనం యొక్క చట్టం
நிலையான வருமானத்தின் சட்டம்,స్థిరమైన రాబడి యొక్క చట్టం
வருவாயைக் குறைக்கும் சட்டம்,రాబడిని తగ్గించే చట్టం
மீண்டும் அதிகரிக்கும் சட்டம்,పెరుగుతున్న చట్టం
கட்டுப்படுத்தும் காரணிகளின் சட்டம்,కారకాలు పరిమితం చేసే చట్టం
குறைந்தபட்ச சட்டம்,కనీస చట్టం
மாற்று சட்டம்,ప్రత్యామ్నాయ చట్టం
மாறி விகிதாச்சாரத்தின் சட்டம்,వేరియబుల్ నిష్పత్తుల చట్టం
அடுக்கு,పొర
தளவமைப்பு,లేఅవుట్
லீகேட்,లీచేట్
கசிவு திறன்,లీచింగ్ సామర్థ్యం
வெளியேறும் தேவை,లీచింగ్ అవసరం
முன்னணி ஸ்ட்ராண்ட்,ప్రముఖ స్ట్రాండ్
இலை பரப்பளவு காலம்,ఆకు ప్రాంతం వ్యవధి
இலை பகுதி அட்டவணை,ఆకు ప్రాంత సూచిక
இலை பரப்பளவு விகிதம்,ఆకు ప్రాంత నిష్పత్తి
இலை சுரங்கத் தொழிலாளர்,ఆకు మైనర్
இலை சோதனை,ఆకు పరీక్ష
இலை,ఆకు
துண்டுப்பிரசுரம்,కరపత్రం
குத்தகை,లీజు
பருப்பு,చిక్కుళ్ళు
LEISA - (குறைந்த ஆற்றல் உள்ளீடு நிலையான விவசாயம்),లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం)
Lenticel,లెంటిసెల్
லென்டோ கேபிலரி புள்ளி,లెంటో క్యాపిల్లరీ పాయింట్
லெப்டோனெமா,లెప్టోనెమా
லெப்டோஸ்பிரோசிஸ்,లెప్టోస్పిరోసిస్
லீரோ-மோர்பிக்,లెరో-మార్ఫిక్
புண்,గాయం
மரணம் பிறழ்வு,ప్రాణాంతక మ్యుటేషన్
லுகோபிளாஸ்ட்,ల్యూకోప్లాస్ట్
நிலை மொட்டை மாடி,స్థాయి టెర్రేస్
சமநிலையாளர் (லெவியர்),లెవెలర్
சமன் செய்தல் (நிலத்தின்),స్థాయి స్థాయికిట
லே விவசாயம்,లే వ్యవసాయం
லிபிக்கின் குறைந்தபட்ச சட்டம்,లైబిగ్ యొక్క కనీస చట్టం
லிகேஷன்,లిగేషన్
ஒளி இழப்பீட்டு புள்ளி,తేలికపాటి పరిహారం పాయింట్
ஒளி செறிவு தீவிரம்,కాంతి సంతృప్త తీవ్రత
ஒளி பரிமாற்ற விகிதம்,కాంతి ప్రసార నిష్పత్తి
ஒளி பொறி,లైట్ ట్రాప్
லிமிங்,పరిమితి
வரம்பு,పరిమితి
கட்டுப்படுத்தும் காரணி,పరిమితం చేసే కారకం
லிமோனைட்,లిమోనైట్
வரி,లైన్
நேரியல் பதில்,సరళ ప్రతిస్పందన
இணைப்பு,అనుసంధానం
இணைப்புக் குழு,అనుసంధాన సమూహం
இணைப்பான்,లింకర్
லின்ட் இன்டெக்ஸ்,లింట్ ఇండెక్స్
லின்டர்ஸ்,Linters
கொழுமியம்,లిపిడ్
லிபோலிசிஸ்,లిపోలిసిస్
கலைப்பு,లిక్విడేషన్
லிஸ்டர்,లిస్టర్
லிஸ்டர்,లిస్టర్
பட்டியல்,జాబితా
லித்தோஸ்பியர்,లిథోస్పియర్
குப்பை,లిట్టర్
நேரடி தழைக்கூளம்,లైవ్ మల్చెస్
லிவர்வார்ட்,లివర్‌వోర్ట్
கால்நடைகள்,పశువులు
உள்ளூர் கட்டுப்பாடு,స్థానిక నియంత్రణ
இடம்,లోకస్
வெட்டுக்கிளி,మిడుత
தங்குமிடம் (பயிர் உறைவிடம்),బస (పంట బస)
லோடிகுல்,లోడిక్యూల్
Lodess,Wheess
மடக்கை மாற்றம்,లోగార్తిమిక్ పరివర్తన
நீண்ட - நாள் ஆலை,లాంగ్ - డే మొక్క
நீண்ட அலை கதிர்வீச்சு,లాంగ్ వేవ్ రేడియేషన్
லூப்,లూప్
லோப்பிங்,లాపింగ్
மரம் வெட்டுதல்,కలప
லக்ஸ்,లక్స్
ஆடம்பர நுகர்வு (ஊட்டச்சத்து),లగ్జరీ వినియోగం (పోషకం)
சொகுசு மரபணுக்கள்,లగ్జరీ జన్యువులు
லைகோபீன்,లైకోపీన్
நிணநீர்,శోషరస
லைசிமீட்டர்,లైసిమీటర్
கலத்தின் லிசிஸ்,సెల్ యొక్క లైసిస్
லைசோஜெனி,లైసోజెని
லைசோசோம்,లైసోజోమ్
லைசோசைம்,లైసోజైమ్
லாக் மரம்,లాక్ ట్రీ
லாக்,లక్ష
"லேடிஸ் விரல், ஓக்ரா","లేడీ ఫింగర్, ఓక్రా"
லேண்ட் கால்ட்ரோப்ஸ்,భూమి కాల్‌ట్రోప్‌లు
லந்தானா,లాంటానా
லாதிரஸ்,లాథైరస్
லீக்,లీక్
எலுமிச்சை புல்,నిమ్మ గడ్డి
எலுமிச்சை,నిమ్మకాయ
பயறு,కాయధాన్యం
லெக்வோர்ஸ்,లెక్వోరిస్
கீரை,పాలకూర
லில்லி,లిల్లీ
சுண்ணாம்பு,సున్నం
ஆளி விதை,లిన్సీడ్
லிச்சி,లిట్చి
சிறிய தினை,సామలు
நீண்ட முலாம்பழம்,పొడవైన పుచ్చకాయ
நீண்ட மிளகு,పొడవైన మిరియాలు
லோகாட்,లోక్వాట్
தாமரை,లోటస్
லுர்சர்ன்,లార్సెర్న్
லாக் பூச்சி,లాక్ క్రిమి
லேடி பேர்ட் வண்டு,లేడీ బర్డ్ బీటిల్
இலை சுரங்கத் தொழிலாளர்,ఆకు మైనర్
இலை ரோலர்,ఆకు రోలర్
இலை வெபர்,ఆకు వెబ్బర్
வெட்டுக்கிளி,మిడుత
மைக்ரோ பரிணாமம்,స్థూల పరిణామం
மேக்ரோக்ளைமேட்,మాక్రోక్లైమేట్
மேக்ரோமிகுலூல்,స్థూల కణాలు
மேக்ரோனேஷன்,స్థూల
மேக்ரோனூட்ரியண்ட்,మాక్రోన్యూట్రియంట్
மேக்ரோபோர்கள்,మాక్రోపోర్స్
மாகோட்,మాగ్గోట్
மாக்மா,మాగ్మా
மெக்னீசியா,మెగ్నీషియా
வெளிமம்,మెగ్నీషియం
காந்த அசை,మాగ్నెటిక్ స్టిరర్
அளவு,పరిమాణం
மஹுவா கேக்,మహువా కేక్
பராமரிப்பாளர் வரி,మెయింటెనర్ లైన్
பராமரிப்பு,నిర్వహణ
மக்காச்சோளம் ஷெல்லர்,మొక్కజొన్న షెల్లర్
ஆண் மலட்டு,మగ శుభ్రత
செயலிழப்பு,వైకల్యం
வீரியம்,ప్రాణాంతకత
ஊட்டச்சத்து குறைபாடு,పోషకాహార లోపం
முறைகேடு,దుర్వినియోగం
மால்டிங்,మాల్టింగ్
மேலாளர்,మాంగర్
சதுப்புநிலங்கள்,మడ అడవులు
மனோமீட்டர்,మనోమీటర్
மனோமீட்டர்,మనోమీటర్
மன்டிசா (மடக்கை),మాంటిస్సా (లోగారిథం యొక్క)
உரம்,ఎరువు
உரமாக்குதல்,ఎరువు
ஓரளவு,ఉపాంత
விளிம்பு செலவு,ఉపాంత వ్యయం
விளிம்பு நிலம்,ఉపాంత భూమి
விளிம்பு தயாரிப்பு,ఉపాంత ఉత్పత్తి
விளிம்பு வருவாய்,ఉపాంత రాబడి
மரைன்,మెరైన్
குறிப்பாக்கி (மரபணு),గుర్తు
சந்தை,సంత
சந்தைப்படுத்தக்கூடியது,విక్రయించదగినది
சந்தைப்படுத்தக்கூடிய உபரி,విక్రయించదగిన మిగులు
சந்தைப்படுத்தப்பட்ட உபரி,మార్కెట్ మిగులు
சந்தைப்படுத்தல்,మార్కెటింగ్
சதுப்பு நிலம்,మార్ష్
வெகுஜன ஓட்டம்,ద్రవ్యరాశి ప్రవాహం
வெகுஜன தேர்வு,సామూహిక ఎంపిక
வெகுஜன-ஸ்பெக்ட்ரோமீட்டர்,మాస్-స్పెక్ట్రోమీటర్
மாஸ்ட்,మాస్ట్
தாய்வழி பரம்பரை,తల్లి వారసత్వం
இனச்சேர்க்கை,సంభోగం
மெட்ரிக் ஆற்றல்,మెట్రిక్ సంభావ్యత
முதிர்வு,పరిపక్వత
முதிர்ச்சி (பயிர்),పరిపక్వత (పంట)
கிடைக்கும் அதிகபட்ச நீர்,గరిష్టంగా అందుబాటులో ఉన్న నీరు
அதிகபட்ச பயிர்,గరిష్ట పంట
அதிகபட்ச எச்ச வரம்பு,గరిష్ట అవశేష పరిమితి
அதிகபட்ச நிலையான மகசூல்,గరిష్ట స్థిరమైన దిగుబడి
அதிகபட்ச வெப்பமானி,గరిష్ట థర్మామీటర్
அதிகபட்ச நீர் வைத்திருக்கும் திறன்,గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం
புல்வெளி பழத்தோட்டம்,మేడో ఆర్చర్డింగ్
மீலி,మీలీ
சராசரி விலகல்,సగటు విచలనం
சராசரி வாழ்க்கை (அணு),సగటు జీవితం (అణు)
சராசரி கடல் மட்டம்,సముద్ర మట్టం సగటు
சராசரி சதுரம்,చదరపు అర్థం
அளவீடு,కొలత
அளவீட்டு,కొలత
இயந்திர,యాంత్రిక
இயந்திர பகுப்பாய்வு (மண்),యాంత్రిక విశ్లేషణ
இயந்திர தடுப்பு,యాంత్రిక ఇంపెడెన్స్
இயந்திரமயமாக்கப்பட்ட விவசாயம்,యాంత్రిక వ్యవసాయం
சராசரி,మధ్యస్థ
மருத்துவ ஆலை,Plant షధ మొక్క
மத்திய தரைக்கடல் காலநிலை,మధ్యధరా వాతావరణం
மெகாகமெடோஜெனெஸிஸ்,మెగాగామెటోజెనిసిస్
மெகாஸ்போரங்கியா,మెగాస్పోరంగియా
மெகாஸ்போர் (மேக்ரோஸ்போர்),మహశితుడు
மெகாஸ்போரோஜெனெஸிஸ்,మెగాస్పోరోజెనిసిస్
ஒடுக்கற்பிரிவு,మియోసిస్
மூத்த மண்,మెలో నేల
டி.என்.ஏ உருகுதல்,DNA యొక్క ద్రవీభవన
சவ்வு வடிகட்டி,మెంబ్రేన్ ఫిల్టర్
மெண்டிலியன் பரம்பரை,మెండెలియన్ వారసత్వం
மெண்டலிசம்,మెండెలిజం
மெண்டலின் பரம்பரை விதி,మెండెల్ యొక్క వారసత్వ చట్టం
பொருட்கள்,సరుకుల
புதன்,మెర్క్యురీ
மெரிஸ்டெம்,మెరిస్టెమ్
மீசோக்ளைமேட்,మెసోక్లిమేట్
மீசோடர்ர்,మీసోడెర్మ్
மெசோபில்,మెసోఫిల్
மெசோஃபைட்,మెసోఫైట్
மெசோ-போர்ஸ்,మీసో-పోర్స్
மீசோஸ்பியர்,మెసోస్పియర్
மெசஞ்சர் ஆர்.என்.ஏ (எம்-ஆர்.என்.ஏ),దూత
வளர்சிதை மாற்றம்,జీవక్రియ
வளர்சிதை மாற்றங்கள்,జీవక్రియలు
உலோக அணை,మెటల్ డ్యామ్
உருமாற்ற பாறைகள்,మెటామార్ఫిక్ రాళ్ళు
உருமாற்றம்,మెటామార్ఫోసిస్
மெட்டாஃபேஸ்,మెటాఫేస్
மெட்டாஸ்ட்ரஸ்,మెటాస్ట్రస్
மெட்டாக்சீனியா,మెటాక్సేనియా
வானிலை ஆய்வு,వాతావరణ శాస్త్రం
மெத்தமோகுளோபினீமியா,మెథెమోగ్లోబినేమియా
முறை ஆர்ப்பாட்டம்,పద్ధతి ప్రదర్శన
மைக்கா,మైకా
மைக்ரோ பேசின்,మైక్రో బేసిన్
மைக்ரோ விலங்கினங்கள்,మైక్రో జంతుజాలం
நுண்ணுயிர்,సూక్ష్మజీవి
நுண்ணுயிர் பயோமாஸ் கார்பன்,సూక్ష్మజీవుల బయోమాస్ కార్బన్
நுண்ணுயிர் சீரழிவு,సూక్ష్మజీవుల క్షీణత
நுண்ணுயிர் பூச்சிக்கொல்லி,సూక్ష్మజీవుల పురుగుమందు
நுண்ணுயிரியல்,మైక్రోబయాలజీ
மைக்ரோபயாடிக்,సూక్ష్మజీవి
மைக்ரோக்ளைமேட்,మైక్రోక్లైమేట్
நுண்ணிய சூழல்,సూక్ష్మ పర్యావరణం
மைக்ரோஃப்ளோரா,మైక్రోఫ్లోరా
மைக்ரோகாமெட்டோஜெனெஸிஸ்,మైక్రోగామెటోజెనిసిస్
நுண்ணிய நீரிழிவு,మైక్రోర్రిగేషన్
மைக்ரோமீட்டரியாலஜி,మైక్రోమెటొరాలజీ
நுண்ணூட்டச்சத்து,మైక్రోన్యూట్రియంట్
மைக்ரோ பிளாட்,మైక్రోప్లాట్
மைக்ரோபோர்,మైక్రోపోర్
மைக்ரோபைல்,మైక్రోపైల్
நுண்ணோக்கி,మైక్రోస్కోపీ
மைக்ரோஸ்போரங்கியம்,మైక్రోస్పోరింగియం
மைக்ரோஸ்போர் கலாச்சாரம்,మైక్రోస్పోర్ సంస్కృతి
மைக்ரோஸ்போர் தாய் செல்,మైక్రోస్పోర్ మదర్ సెల్
மைக்ரோஸ்போர்,మైక్రోస్పోర్
மைக்ரோடோம்,మైక్రోటోమ్
மைக்ரோடோபோகிராபி,మైక్రోటోపోగ్రఫీ
நடுப்பகுதி திருத்தம்,మిడ్-సీజన్ దిద్దుబాటు
இடம்பெயர்வு,వలస
பால் தானிய நிலை,పాలు ధాన్యం దశ
