Hindi,Tamil
"वर्णसूत्र, क्रोमोनीमा",குரோமோனிமா
वर्णमूलक,குரோமோபோர்
"वर्णलवक, क्रोमोप्लास्ट",குரோமோபிளாஸ்ட்
गुणसूत्री विपथन,குரோமோசோமால் மாறுபாடு
गुणसूत्री दोष,குரோமோசோமால் குறைபாடு
गुणसूत्र मानचित्रण,குரோமோசோம் மேப்பிங்
आनुवंशिकता का गुणसूत्र सिद्धांत,பரம்பரை குரோமோசோம் கோட்பாடு
वंशागति का गुणसूत्र सिद्धांत,பரம்பரை குரோமோசோம் கோட்பாடு
चिरकारी श्वसनीशोथ,நாட்பட்ட மூச்சுக்குழாய் அழற்சி
चिरकारी पेशिभ श्वेताणुरक्तता,நாள்பட்ட மயாய்டு லுகேமியா
इतिवृत्त,குரோனிக்கிள்
"कालानुक्रमिक रूप से, कालानुक्रमतः",காலவரிசைப்படி
क्राइसेन्थिमम सिनेरेरिफोलियम,கிரிஸான்தமம் சினீரரியல்ஃபோலியம்
क्राइसेन्थिमम इंडिकम (गुलदाउदी),கிரிஸான்தமம் இண்டிகம்
क्राइसेन्थिमम रोसियम,கிறைந்தேமை ரோஸம்
क्राइसोफाइटा,கிரிசோபிட்டா
क्राइसोफाइट,கிரிசோபைட்
काइलोमाइक्रोन,கைலோமிக்ரான்
काइम,சைம்
काइमोट्रिप्सिन,சைமோட்ரிப்சின்
साइकेडा,சிக்காடா
साइसर ऐरीटिनम (चना),சிசர் அரியெட்டினம்
"सिकलिड मीन, सिकलिड मछली",சிச்லிட் மீன்
सी-संस्तर,சி-ஹோரிசோன்
पक्ष्माभ,சிலியா
पक्ष्माभ पिंड,சிலியரி உடல்
पक्ष्माभ गुच्छिका,சிலியரி கேங்க்லியன்
पक्ष्माभी गति,சிலியரி இயக்கம்
पक्ष्माभी,குறுக்குவழி
पक्ष्माभी प्राणी,சிலியேட்
पक्ष्माभ,சிலிமம் (சிலியா)
सिनकोना,சின்சோனா
सायोना,சியோனா
सिप्रोफ्लॉक्सैसिन,சிப்ரோஃப்ளோக்சசின்
परिसंचरण,சுழற்சி
परिसंचरण तंत्र,சுற்றோட்ட அமைப்பு
परिग्रसिका संधायी,சுற்றறிக்கை கமிஷர்
प्रतानी,சிரோஸ்
सिरोसिस,சிரோசிஸ்
शिखी,சிரஸ்
कुंडिका,சிஸ்டெர்னா
"कार्येक, सिस्ट्रॉन",சிஸ்ட்ரான்
सिट्रूलीन,சிட்ரூலின்
सिट्रस फल,சிட்ரஸ் பழங்கள்
वंशशाखिकी,கிளாடிக்ஸ்
पर्णाभ पर्व,கிளாடோட்
क्लैडोफोरा,கிளாடோபோரா
क्लैरिअस गैरीपिनस,கிளாரியாஸ் கரிபினஸ்
"वर्ग, क्लास",வர்க்கம்
संवर्ग,வர்க்கம்
वर्गीकरण,வகைப்பாடு
क्लैविसेप्स,கிளாவிசெப்ஸ்
"जत्रुक, क्लेविकल",கிளாவிகல்
नखरहीन अंगुली,கிளாச்லெஸ் இலக்க
"मृत्तिका, चिकनी मिट्टी",களிமண்
विदलन खाँच,பிளத்தல்
अनुन्मील्यपरागणी,கிளீஸ்டோகமஸ்
क्लीमैटिस,க்ளிமேடிஸ்
जलवायु,காலநிலை
जलवायु क्षेत्र,காலநிலை மண்டலம்
"जलवायवी प्राचल, जलवायु पैरामीटर",காலநிலை அளவுரு
चरम समुदाय,க்ளைமாக்ஸ் சமூகம்
आरोही,ஏறுபவர்
"अरोहण, (वि.) आरोही",ஏறும்
रोगलक्षण काल,மருத்துவ காலம்
"पर्याणिक, क्लाइटेलमी",கிளிடெல்லர்
"पर्याणिका, क्लाइटेलम",கிளிடெல்லம்
क्लाइटोरिया,கிளிட்டோரியா
भगशेफ,கிளிட்டோரிஸ்
अवस्कर,க்ளோகா
क्लोनी मेंढक,குளோனல் தவளை
क्लोनी प्रवर्धन,குளோனல் பரப்புதல்
क्लोनी वरण,குளோனல் தேர்வு
क्लोन,குளோன்
क्लोनन,குளோனிங்
सगे-संबंधियों में विवाह,திருமணத்தை மூடு
संवृत तंत्र,மூடிய அமைப்பு
क्लॉस्ट्रिडियम,க்ளோஸ்ட்ரிடியம்
क्लॉस्ट्रीडियम ब्यूटिलिकम,க்ளோஸ்ட்ரிடியம் பியூட்டிலிசியம்
स्कंद विदारक,க்ளோட் பஸ்டர்
रुधिर स्कंदन,இரத்தம் உறைதல்
लौंग फली,க்ளோவர் பீன்
"त्रिपर्णी मॉडल, क्लोवर लीफ मॉडल",க்ளோவர்-இலை மாதிரி
क्लाउन मीन,கோமாளி மீன்
नाइडेरिया प्राणी,சினிடேரியன்ஸ்
दंशकोरक,Cnidoplast
"सहपुंज, सहपुंजित",Coacevate
स्थूल समायोजन घुंडी,கரடுமுரடான சரிசெய்தல் குமிழ்
मोटी रेत,சொரசொரப்பான மண்
तटीय टिब्बा,கடலோர மணல்
तटीय झींगा संवर्धन फार्म,கடலோர இறால் கலாச்சார பண்ணை
कोबाल्ट,கோபால்ட்
कोकेन,கோகோயின்
कॉक्सीडियता,கோசிடியோசிஸ்
"गोलाणु, कॉकस",கோகஸ்
अनुत्रिक,கோசிக்ஸ்
"कर्णावर्त, कॉक्लिया",கோக்லியா
फली कुंडल,கோக்லியா
"कोया, कोकून",COCOON
कोडित जीन कार्यक्रम,குறியிடப்பட்ட மரபணு திட்டம்
कोडीन,கோடீன்
संकेतन,குறியீட்டு முறை
कूटन (कूटलेखन),குறியீட்டு முறை
कोडन,குறியீட்டு முறை
"कूटन रज्जुक, कोडन रज्जुक",குறியீட்டு ஸ்ட்ராண்ட்
सहप्रभाविता,குறியீட்டு
"प्रकूट, कोडॉन",கோடான்
सीलेन्टरेट,கோலண்டரேட்
आंतरगुहा,கோலெண்டெரோன்
"उदर-गुहा, गुच्छिका",செலியாக் கேங்க்லியன்
"प्रगुही, सीलोमी",கோலோமேட்
"प्रगुहा, सीलोम",கோலோம்
प्रगुही उपकला,கோலமிக் எபிட்டிலியம்
प्रगुही तरल,கோலமிக் திரவம்
प्रगुहा कोश,கோலோமோ சாக்
संकोशिकी,கோனோசைடிக்
सीनोपोडिएसी,கோயனோபோடியாசே
सहएंजाइम,கோஎன்சைம்
सह-विकास,இணை பரிணாமம்
"सहविलोपन, सह-विलोप",இணை அழிவு
सह-कारक,இணை காரணி
संसंजन,ஒத்திசைவு
संसंजन बल,ஒத்திசைவு சக்தி
संसंजन सिद्धांत,ஒத்திசைவு கோட்பாடு
संसंजन-तनाव वाष्पोत्सर्जन,ஒத்திசைவு-பதற்றம்-தடுப்பு
कोहॉर्ट,கோஹார்ட்
सर्पिल या कुंडलित रूप से लिपटी/लपेटी गई,சுழல் அல்லது ஹெலிகலாக சுருண்டது
"कुंडलित, लपेटा गया",சுருண்ட
मैथुन,கோயிட்டஸ்
अंतरित मैथुन (निष्कासन),கோயிட்டஸ் குறுக்கீடு (திரும்பப் பெறுதல்)
कॉल्चिसिन,கொல்கிசின்
कोल्चिकम औटम्नेल,கொல்கிகம் இலையுதிர் காலம்
"असमतापी, अनियततापी",குளிர் இரத்தம்
शीत मरुस्थल,குளிர் பாலைவனம்
शीतग्राही,குளிர் ஏற்பி
वर्मपंखी,கோலியோப்டரன்
प्रांकुर चोल,கோலியோப்டைல்
मूलांकुर-चोल,கோலோஹிசா
कोलियस,கோலியஸ்
कोलैजन,கொலாஜன்
कोलैजन रेशा,கொலாஜன் ஃபைபர்
कॉलर,காலர்
संपार्श्विक ग्रंथि,இணை சுரப்பி
संग्राहक नलिका,குழாய் சேகரித்தல்
संग्राहक वाहिनी,சேகரிக்கும் குழாய்
कॉलेटोट्राइकम,கோலெட்டோட்ரிச்சம்
श्लेषकोरक कोशिका,கோலோபிளாஸ்ட் செல்
कोलॉइड,கூழ்
कोलॉइडी,கூழ்
अरबी,கொலோகாசியா
वृहदंत्र,பெருங்குடல்
निवह-जीव,காலனித்துவ வடிவம்
निवही नॉस्टॉक,காலனித்துவ நாஸ்டாக்
निवहभवन,காலனித்துவம்
निवह,காலனி
"नवस्तन्य, नवदुग्ध",கொலஸ்ட்ரம்
वर्णांधता,வண்ண குருட்டுத்தன்மை
स्तंभ वर्णलेखन,நெடுவரிசை நிறமூர்த்தம்
बर्टिनी स्तंभ,பெர்டினியின் நெடுவரிசை
स्तंभाकार उपकला,நெடுவரிசை எபிட்டிலியம்
कंकत पट्टिका,சீப்புத் தட்டு
संयुक्त प्रतिरक्षा न्यूनता संलक्षण,ஒருங்கிணைந்த நோயெதிர்ப்பு குறைபாடு நோய்க்குறி
संयुक्त भार,ஒருங்கிணைந்த எடை
"कॉम्ब जेली, कंकत जेली",சீப்பு-ஜெல்லி
दहन,எரிப்பு
दहन प्रक्रम,எரிப்பு செயல்முறை
कॉमा (रूप),கமா
सहभोजिता,துவக்கவாதம்
संधायी वाहिका,கமிஷரல் கப்பல்
साझा पूर्वज,பொதுவான மூதாதையர்
मूल ग्रीवा धमनी,பொதுவான கரோடிட் தமனி
सामान्य भारतीय भेक,பொது இந்திய தேரை
समुदाय विविधता,சமூக பன்முகத்தன்மை
समुदाय पारस्परिक क्रिया,சமூக தொடர்பு
संहनन,சுருக்கம்
सहचर कोशिका,தோழர் செல்
तुलनात्मक शारीर,ஒப்பீட்டு உடற்கூறியல்
तुलनात्मक आकारिकी,ஒப்பீட்டு உருவவியல்
"संसुगति, ससंगता",பொருந்தக்கூடிய தன்மை
निषेच्यता,பொருந்தக்கூடிய தன்மை
प्रतिकारी पुनस्र्द्भवन,ஈடுசெய்யும் மீளுருவாக்கம்
सक्षम कोशिका,திறமையான செல்
समर्थ परपोषी,திறமையான புரவலன்
"स्पर्धा, प्रतियोगिता",போட்டி
स्पर्धी संदमन,போட்டி தடுப்பு
स्पर्धी संदमक,போட்டி தடுப்பான்
पूरकता,நிரப்புத்தன்மை
पूरक फिल्टर,நிரப்பு வடிகட்டி
पूरक जीन,நிரப்பு மரபணு
पूरक युग्म,நிரப்பு ஜோடி
संपूर्ण पाचन पथ,முழுமையான செரிமான பாதை
पूर्ण सहलग्नता,முழுமையான இணைப்பு
पूर्ण उपचयन,முழுமையான ஆக்சிஜனேற்றம்
सम्मिश्र,சிக்கலான
जटिल,சிக்கலான
संकुल,சிக்கலான
जटिल ऊतक,சிக்கலான திசு
"संयुक्त, संग्रथित",கூட்டு
संयुक्त समशिख,CORRYMB கூட்டு
बहुस्तर उपकला,கலவை எபிட்டிலியம்
संयुक्त नेत्र,கூட்டு கண்கள்
संयुक्त पुष्पछत्र,கூட்டு அம்பல்
बाध्यकारी क्रिया,கட்டாய நடவடிக்கை
अभिकलन जैविकी,கணக்கீட்டு உயிரியல்
अभिकलित टोमोग्राफी,கணக்கிடப்பட்ட டோமோகிராபி
कंप्यूटर स्क्रीन,கணினி திரை
सांद्रित मूत्र,செறிவூட்டப்பட்ட சிறுநீர்
"सांद्रण, गाढ़ापन, सांद्रता",செறிவு
सांद्रण प्रवणता,செறிவு சாய்வு
गर्भधारण,கருத்து
संघनन,நெய்யுதல்
द्रवण,நெய்யுதல்
संघनन विसंघनन चक्र,மின்தேக்கி டிகண்டென்சேஷன் சுழற்சி
संघनित अवस्था,ஒடுக்கப்பட்ட நிலை
संग्राही लेन्स,மின்தேக்கி லென்ஸ்
सप्रतिबंध,நிபந்தனை
प्रानुकूलित,நிபந்தனை
तंत्रिका आवेग का चालन,நரம்பு தூண்டுதல் கடத்தல்
जल संवहन,நீர் கடத்தல்
चालक विद्युत् अपघट्य जेल,கடத்தும் எலக்ட்ரோலைட் ஜெல்
शंकु,கூம்பு
संरूपण,ஒத்துப்போகிறது
संरूपी,கன்ஃபார்மர்
जन्मजात,பிறவி
शंकुरूप जड़,கூம்பு வேர்
शंक्वाकार,கூம்பு
कोनिडिया,கொனிடியா
"शंकुवृक्ष, कोनिफर",கூம்பு
कोनीफेरी,கோனிஃபெரி
कोनिफेरोप्सिडा,கோனிஃபெரோப்சிடா
संयुक्त संवहनी बंडल,இணைக்கும் வாஸ்குலர் மூட்டை
संयुग्मी,இணைந்த
संयुग्मन,இணைவு
नेत्रश्लेष्मला,கான்ஜுன்டிவா
संयोजक ऊतक,ஒருங்கிணைந்த திசு
संयोजी ऊतक,இணைப்பு திசு
कॉनेल का प्रयोग,கோனலின் சோதனை
संरक्षण वानिकी,பாதுகாப்பு வனவியல்
संरक्षणात्मक जुताई,கன்சர்வேஷனல் உழவு
स्थिरता,நிலைத்தன்மை
"संघटक, रचक",தொகுதி
रचक एंजाइम,அமைப்புரீதியான நொதி
उपभोक्ता,நுகர்வோர்
संपर्क संदमन,தொடர்பு தடுப்பு
"संसर्गज रोग, छूत की बीमारी",தொற்று நோய்
संदूषित करना,மாசுபடுத்துங்கள்
संदूषण,மாசுபாடு
"समकालीन जीवविज्ञान, समकालीन जैविकी",தற்கால உயிரியல்
महाद्वीप,கண்டம்
समोच्चरेखीय जुताई,விளிம்பு உழுதல்
संकुंचलनशीलता,ஒப்பந்தம்
संकुंचनशील रेशा,சுருக்க ஃபைபர்
संकुंचनशील प्रोटीन,சுருக்க புரதம்
संकुंचनशील अनुक्रिया,சுருக்கமான பதில்
"संकुंचलनशील धानी, संकुंचलनशील रिक्तिका",சுருக்க வெற்றிடம்
विभेद कारक,மாறுபட்ட முகவர்
भेदन कारक,மாறுபட்ட முகவர்
विपर्यास कारक,மாறுபட்ட முகவர்
विपर्यासी विशेषक,மாறுபட்ட பண்பு
अपकेंद्री बल,மையவிலக்கு விசை
नियंत्रक कारक,கட்டுப்பாட்டு காரணி
नियंत्रित प्रयोग,கட்டுப்படுத்தப்பட்ட சோதனை
शंकुक,கோனஸ்
धमनी शंकु,கோனஸ் தமனி
"पारंपरिक जुताई, रूढ जुताई",வழக்கமான உழவு
"अभिसरित, अभिसारित",மாற்றப்பட்டது
अभिसारी,ஒருங்கிணைந்த
अभिसारी (विकास),குவிந்த (பரிணாமம்)
कॉन्वॉल्वुलेसी,Convolvulaceae
संवलित नलिका,சுருண்ட குழாய்
समन्वय,ஒருங்கிணைப்பு
सहबहुलक,கோபாலிமர்
"ताम्र, तांबा",தாமிரம்
मलगुटिका,காப்ரோலைட்
शमलरागी,கோப்ரோபிலஸ்
संयुग्मन करना,சமாளிக்கவும்
मैथुन,சமாளிப்பு
संयुग्मन,சமாளிப்பு
मैथुन तल्प,கோபூலேட்டரி பேட்
प्रवाल भित्ति समुदाय,பவளப்பாறை சமூகம்
"मूंगा, प्रवाल",பவளம்
हृदयाकार,கோர்டேட்
क्रोड क्षेत्र,மைய பகுதி
क्रोड क्षेत्र,மைய மண்டலம்
सहदमनकारी,கோர்ரெசர்
कोरीफॉस्फीन,கோரிபாஸ்பின்
"काग, कॉर्क",கார்க்
काग एधा,கார்க் காம்பியம்
"काग पेच, कार्क स्क्रू",கார்க் திருகு
"घनकंद, कॉर्म",கோர்ம்
मक्का-वेधक,சோளம் துளைப்பான்
"स्वच्छ मंडल, कॉर्निया",கார்னியா
कॉर्नियाजन कोशिका,கார்னீஜென் செல்
कॉर्निया लेन्स,கார்னியல் லென்ஸ்
दलपुंज,கொரோலா
"किरीट, कोरोना",கொரோனா
किरीट भेदक एंजाइम,கொரோனா ஊடுருவும் நொதி
अरीय किरीट,கொரோனா ரேடியாடா
कोरोनेरिई,கொரோனாரியா
हृद् धमनी,கரோனரி தமனி
हृद्धमनी उपमार्ग,கரோனரி தமனி பைபாஸ்
हृद्धमनी रोग,கரோனரி தமனி நோய்
हृद् परिखा,கரோனரி சல்கஸ்
"शिश्न का सगुह पिंड, शिश्न का कॉर्पोरा कैवर्नोसा",கார்போரா கேவர்னோசா (ஆண்குறியின்)
"पिंड चतुष्टि, कॉर्पोरा क्वाड्रीजेमिना",கார்போரா குவாட்ரிகெமினா
"पिंड, कॉर्पस",கார்பஸ்
कॉर्पस ऐल्बिकेन्स,கார்பஸ் அல்பிகான்ஸ்
"महासंयोजक पिंड, कॉर्पस कैलोसम",கார்பஸ் கால்சம்
"पीत पिंड, कॉर्पस ल्यूटियम",கார்பஸ் லியூடியம்
स्पंजी पिंड,கார்பஸ் ஸ்போங்கியோசம்
"रेखित पिंड, कॉर्पस स्ट्रिएटम",கார்பஸ் ஸ்ட்ரைட்டம்
संक्षारित करना,அரிப்பு
वल्कुट,கோர்டெக்ஸ்
वल्कुटी वृक्काणु,கார்டிகல் நெஃப்ரான்
कॉर्टिकोस्टेरोन,கார்டிகோஸ்டிரோன்
वल्कुट-प्रभावी,கார்டிகோட்ரோபிக்
कॉर्टिसॉल,கார்டிசோல்
कॉर्टिसोन,கார்டிசோன்
कॉर्वस,கோர்வஸ்
"समशिख, कोरिम्ब",கோரிம்ப்
ब्रह्मांडीय उत्पत्ति,அண்ட தோற்றம்
"अंतरिक्ष किरण, कॉस्मिक किरण",காஸ்மிக் ரே
कॉस्मिड,காஸ்மிட்
ब्रह्मांड-जीवोद्भव सिद्धांत,காஸ்மோசோவன் கோட்பாடு
कपास गोलक शलभ,பருத்தி போல் புழு
"परामर्श, परामर्शन",ஆலோசனை
प्रति प्रवाह तंत्र,எதிர்-நடப்பு அமைப்பு
कजन विवाह,உறவினர் திருமணம்
सहसंयोजी आबंध,சக பிணைப்பு
आवरण,கவர்
आवरण उपकला,எபிட்டிலியத்தை உள்ளடக்கியது
काउपर - ग्रंथि,கபரின் சுரப்பி
कक्षांग,காக்ஸா
श्रोणि,காக்ஸா
श्रोणि-अस्थि,காக்ஸல் எலும்பு
कक्षांग प्रवर्ध,கோக்ஸல் செயல்முறை
क्रैक,கிராக்
पटाखा स्फोटन,கிராக்கர் வெடிப்பு
कपाल अस्थि,கிரானியல் எலும்பு
कपाल तानिका,கிரானியல் மெனிங்க்கள்
कपाल तंत्रिका,கிரானியல் நரம்பு
कपालत्रिक बहिर्गम,கிரானியோசாக்ரல் வெளிச்செல்லும்
कपाल,கிரானியம்
क्रेस्यूलेसी अम्ल उपापचय,கிராசுலேசியன் அமில வளர்சிதை மாற்றம்
विचिंगट,நண்டு மீன்
क्रिएटिनिन,கிரியேட்டினின்
प्राणी,உயிரினம்
विसर्पी,க்ரீப்பர்
सूक्ष्मवलन,கிரெனுலேஷன்
सूक्ष्मदंतन,கிரெனுலேஷன்
क्रिटेशस कल्प,கிரெட்டேசியஸ் காலம்
"अवटुवामनता, क्रेटीनता",கிரெட்டினிசம்
क्रि-डू-चैट संलक्षण,CRI-DU-CHAT CINDROME
अंतः कटक,கிறிஸ்டே
क्रांतिक योजक जाति,சிக்கலான இணைப்பு இனங்கள்
क्रांतिक प्रक्रिया,சிக்கலான செயல்முறை
अति संकटापन्न जाति,ஆபத்தான ஆபத்தான உயிரினங்கள்
"सस्य, फसल",பயிர்
सस्य अभियांत्रिकी,பயிர் பொறியியல்
सस्य भूमि,பயிர்நிலம்
प्रसंकर,குறுக்கு
प्रसंकरण,கலப்பினம்
तिर्यक् सेतु,குறுக்கு-பாலம்
"क्रॉसबद्ध, तिर्यकबद्ध",குறுக்கு இணைக்கப்பட்டுள்ளது
पर-परागित,குறுக்கு மகரந்தச் சேர்க்கை
पर-परागण,குறுக்கு மகரந்தச் சேர்க்கை
जीन विनिमय,கடந்து
क्रोटालेरिया,க்ரோடலேரியா
क्रोटन,க்ரோட்டன்
क्राउन गॉल अर्बुद,கிரீடம் கால் கட்டி
शिखर कलमबंदी,கிரீடம் ஒட்டுதல்
"क्रॉसरूप, क्रॉसरूपी",சிலுவை
अशोधित जन्म दर,கச்சா பிறப்பு விகிதம்
अशोधित मृत्यु दर,கச்சா இறப்பு விகிதம்
क्रस्टेशियाई,ஓட்டப்பந்தயம்
क्राइ IA c,அழுகிறேன் ia c
क्राइ IIA b,க்ரை iia b
निम्नताप परिरक्षण,கிரையோபிரசர்வேஷன்
निम्नताप शल्यचिकित्सा,கிரையோசர்ஜரி
"गोपक, गुप्त",ரிப்டிக்
गुप्त प्रकटन,கிரிப்டிக் தோற்றம்
गोपक वर्ण,ரகசிய நிறம்
गोपकतः रंग-युक्त,இரகசியமாக - வண்ணம்
क्रिप्टोगैमी,கிரிப்டோகாமே
क्रिप्टोगैमिया,கிரிப்டோகாமியா
लीबरकुन प्रगुहिका,லிபர்குனின் கிரிப்ட்கள்
क्रिस्टल,படிக
क्रिस्टलीय,படிக
टेनोफोरा प्राणी,Ctenophorans
"कंकतधर, टेनोफोर",Ctenophore
टेनोप्लाना,Ctenoplana
"कुक्कू, कोकिल",கொக்கு
"कुकुम्बर (ककड़ी, खीरा)",வெள்ளரி
कुकरबिट,கிகர்பிட்
कुकरबिटा,கிகர்பிட்டா
कल्म,அடிம்
कृषिज उपजाति,சாகுபடி
कृष्ट सस्य,பயிரிடப்பட்ட பயிர்
कृष्ट पादप,பயிரிடப்பட்ட ஆலை
संवर्धनीय या त्वरित सुपोषण,கலாச்சார அல்லது துரிதப்படுத்தப்பட்ட யூட்ரோஃபிகேஷன்
"संवर्ध, संवर्धन",கலாச்சாரம்
अंडधर पुंज,குமுலஸ் ஓஃபோரஸ்
क्यूप्रेसस टोरूलोसा,கியூபிரெசஸ் டோருலோசா
क्यूपुला,குபுலா
प्यालिका,Fupule
करक्यूमिन,கர்குமின்
धावी,கர்சோரியல்
कर्वेम्ब्री,கர்வெம்ப்ரியா
वक्रभ्रूणी,வளைவு
"अमरबेल, आकाशबेल",கஸ்குட்டா
"निशिताग्र, वलनी",கஸ்பேட்
"उपत्वचा, उपचर्म",வெட்டு
कर्तन,கட்டிங்
कलम,கட்டிங்
"सुफेनक, कटलफिश",கட்ஃபிஷ்
सायनोजीवाणु,சயனோபாக்டீரியா
सायनोजीवाणु,சயனோபாக்டீரியம்
सायनोकोबालेमिन,சயனோகோபாலமின் (பி 12)
साइनोफाइसीय कणिका,சயனோஃபைசியன் கிரானுல்
साऐथियम,சியாதியம்
साइकैड,சைக்காட்
साइकैडेसी,சைக்காடேசி
साइकैडोप्सिडा,சைக்காடோப்சிடா
चक्रीय ग्वानोसीन मोनोफॉस्फेट,சுழற்சி குவானோசின் மோனோபாஸ்பேட்
चक्रीय प्रकाशफॉस्फोरिलन,சுழற்சி ஒளிச்சேர்க்கை
चक्रवाती पृथक्कारी,சூறாவளி பிரிப்பான்
साइक्लॉप्स,சைக்ளோப்ஸ்
साइक्लोस्पोरिन-A,சைக்ளோஸ்போரின் அ
साइक्लोस्टोमैटा,சைக்ளோஸ்டோமாட்டா
साइकस,சைகஸ்
ससीमाक्षी,சைமோஸ்
ससीमाक्ष प्रकार,சைமோஸ் வகை
साइप्रेस,சைப்ரஸ்
सिप्सेला,சிப்செலா
सिस्टीन,சிஸ்டைன்
"पुटीय तंतुमयता, पुटीय रेशमयता",சிஸ்டிக் ஃபைப்ரோஸிஸ்
कोशिका-द्रव्य विभाजन,சைட்டோகினேசிஸ்
साइटोक्रोम,சைட்டோக்ரோம்
साइटोकाइन अवरोध,சைட்டோகைன் தடை
साइटोकाइनिन,சைட்டோகினின்
कोशिकाविज्ञान,சைட்டாலஜி
तंत्रिकाय,சைட்டன்
कोशिका-द्रव्य,சைட்டோபிளாசம்
कोशिकाद्रव्यी सेतु,சைட்டோபிளாஸ்மிக் பாலம்
कोशिकाद्रव्यी गोलिका,சைட்டோபிளாஸ்மிக் குளோபுல்
साइटोसीन,சைட்டோசின்
कोशिका-पंजर,சைட்டோஸ்கெலட்டன்
"कोशिकाविलेय, साइटोसोल",சைட்டோசோல்
कोशिकावर्गिकी,சைட்டோடாக்சோனமி
निर्जलीकरण,நீரிழப்பு
डेरी प्रौद्योगिकी,பால் தொழில்நுட்பம்
डैफ्नेलीज,டாப்னல்ஸ்
डैफ्निया (जल पिस्सू),டாப்னியா
अदीप्त पृष्ठभूमि,இருண்ட பின் தரையில்
अदीप्त क्षेत्र सूक्ष्मदर्शिकी,இருண்ட புலம் நுண்ணோக்கி
अप्रकाशिक अभिक्रिया,இருண்ட எதிர்வினை
डार्विनवाद,டார்வினிசம்
"डार्विन कुलिंग (पक्षी), डार्विन फिंच",டார்வின் பிஞ்ச்
आँकड़े अपूर्ण,தரவு குறைபாடு
खजूर वृक्ष,தேதி பனை
डाटूरा स्ट्रेमोनियम (धतूरा),டதுரா ஸ்ட்ராமோனியம்
संतति कोशिका,மகள் செல்
दिवस-निरपेक्ष पादप,நாள் நடுநிலை ஆலை
दिन-अवधि,நாள் நீளம்
विवृद्धि,சிதைவு
मृत प्ररोह,இறந்த படப்பிடிப்பு
बधिरता,காது கேளாமை
दशतय,டிகேமர்
क्षयशील जैव पदार्थ,அழுகும் கரிமப் பொருட்கள்
डेसिबेल,டெசிபல்
पाती आधार,டெசிடுவா பாசலிஸ்
पाती संपुट,டெசிடுவா காப்ஸ்யூலரிஸ்
"पतनिका, पाती",Decidua
पर्णपाती,இலையுதிர்
अपघटित होना,சிதைவு
अपघटक,டிகம்போசர்
अपघटनी अपरद,டெட்ரிட்டஸை சிதைக்கும்
अपघटन दर,சிதைவு வீதம்
उत्शयान,டிகுமண்ட்
निर्विभेदित कोशिका,பிரிக்கப்பட்ட செல்
गभीर महासागर खाई,ஆழமான கடல் அகழி
गभीर जलाशय,ஆழமான நீர் உடல்
विरेशकीयन,டிஃபிபிரிலேஷன்
विरेशकित्र,டிஃபிபிரிலேட்டர்
"न्यूनता, हीनता, अपूर्णता, ह्रास",குறைபாடு
अपस्फीति,பணவாட்டம்
विक्षेप तरंग,விலகல் அலை
"वनोन्मूलन, निर्वनन",காடழிப்பு
"प्रकूट अपह्रासिता, कोडॉन अपह्रासिता",கோடனின் சீரழிவு
अपह्रासित,சிதைந்துவிடும்
अपह्रासित कूट,சிதைந்த குறியீடு
अपह्रासन,சிதைவு
अपह्रासी संधि,சீரழிவு கூட்டு
घासस्थल का निम्नीकरण,புல்வெளியின் சீரழிவு
अपवृद्धि,சிதைவு
स्फुटनशील फल,மதிப்புமிக்க பழம்
निर्जलीकरण,நீரிழப்பு
डिहाइड्रो-एपीऐन्ड्रोस्टेरॉन,டீஹைட்ரோ-எபியாண்ட்ரோஸ்டிரோன்
डिहाइड्रोजनेज,ஹைட்ரஜனேஸ்
"विलोपन, विलोप",நீக்குதல்
परिसीमन झिल्ली,சவ்வு வரையறுக்கும்
(वि) निरूपक,வரையறுக்கும்
डेल्फाइनस,டெல்பினஸ்
"तलमज्जी मीन, तलमज्जी मछली",டிமர்சல் மீன்
जनसांख्यिकीय संक्रमण,மக்கள்தொகை மாற்றம்
"विकृतन, विकृतीयन",குறைப்பு
"विकृतीयित, विकृतीकृत",மறுக்கப்பட்டது
"विकृतीकरण, विकृतियन",குறைப்பு
द्रुमाकृति,டென்ட்ரைட்
द्रुमिका,டென்ட்ரைட்
पार्श्वतंतु,டென்ட்ரைட்
डेन्ड्रोबेटीज,டென்ட்ரோபேட்ஸ்
द्रुमवर्ध,டென்ட்ரான்
डेंगू,டெங்கு
विनाइट्रीकरण,மறுப்பு
विनाइट्रीकरण प्रक्रम,மறுப்பு செயல்முறை
विनाइट्रीकारक,டென்ட்ரேட்டர்
विनाइट्रीकारी जीवाणु,பாக்டீரியாவை மறுக்கும்
सघन विलयन,அடர்த்தியான தீர்வு
घनत्व प्रवणता अपकेंद्रण,அடர்த்தி சாய்வு மையவிலக்கு
निलंबन का घनत्व,இடைநீக்கத்தின் அடர்த்தி
दंतुर,டென்டேட்
"दंतधातु, डेन्टीन",டென்டைன்
वि-ऑक्सीजनित रुधिर,டீஆக்ஸிஜனேற்றப்பட்ட இரத்தம்
डिऑक्सी राइबोन्यूक्लीक अम्ल,டியோக்ஸிரிபோநியூக்ளிக் அமிலம் (டி.என்.ஏ)
विवर्णकता,டெப்ளிக்மென்டேஷன்
मृदा उर्वरता ह्रास,மண் கருவுறுதல் குறைவு
विध्रुवण,டிபோலரைசேஷன்
वि-बहुलकन,டிபோலிமரைசேஷன்
