Assamese,Hindi
প্লাষ্টিকৰ সীমা কম কৰা,निम्न सुघट्यता सीमा
কম তাপত চিমেণ্ট,अल्प ऊष्मा सीमेंट
মেচিন মল্ডিং,यांत्रिक पथाई
বৃহৎ গঠন,स्थूल संरचना
মূল মূৰ নিয়ন্ত্ৰক,प्रमुख शीर्ष नियंत्रक
মূল বন্দৰ,मुख्य पत्तन
মেকআপ এয়াৰ,पुनःपूर्तिवायु
মানচাৰ্ড,मैनसई
মাৰ্শ্বেলিং গজ,मार्शलिंग यार्ड
শিলৰ কাম,चिनाई
পৰিপক্ক উষ্ণতা,परिपाक तापक्रम
মেজেনিন মজিয়া,मध्य तल
যান্ত্ৰিক বিশ্লেষণ,यांत्रिक विश्लेषण
যান্ত্ৰিক বায়ু চলাচল,यांत्रिक संवातन
মেট্ৰিক ব্যৱস্থা,मीटरी पद्धति
অণুগাঁথনি,सूक्ष्म संरचना
মিলি সমতুল্য,मिली तुल्यांक
প্ৰতি লিটাৰত মিলি সমতুল্য,मिली तुल्यांक प्रति लीटर
খনিজ পদাৰ্থ,खनिज
খনিজ মাটি,खनिज मृदा
সৰু বন্দৰ,लघु पत्तन
মাইট্ৰেড বন্ধ,कलमी डेली
চলন্ত মাটিৰ কলয়ড,जल मृदा कोलाइड
আৰ্দ্ৰতা,आर्द्रतांश
আৰ্দ্ৰতাৰ গ্ৰেডিয়েণ্ট,आर्द्रता प्रवणता
মনোলিথ,मोनोलिथ/एकाश्म
মনোৰেল,मोनोरेल
ৰাষ্ট্ৰীয় বন্দৰ পৰিষদ,राष्ट्रीय पोताश्रय परिषद
প্ৰাকৃতিক বিচনা,प्राकृतिक तल
প্ৰাকৃতিক ফিনিচিং,प्राकृतिक परिष्कृति
প্ৰাকৃতিক বন্দৰ,प्राकृतिक पोताश्रय
প্ৰাকৃতিক বায়ু চলাচল,प्राकृतिक संवातन
নৌসেনাৰ বন্দৰ,जल सेना पोताश्रय
নিউটন,न्यूटन
নন ইউনিফৰ্ম প্ৰবাহ,असम प्रवाह
পানীৰ হাৰ দখল কৰে,उपभोक्ता जल दर
তেলৰ ৰং,तेल रंगलेप
তেলৰ কুঁৱাৰ চিমেণ্ট,तेल कूप सीमेंट
মুকলি চেনেলৰ প্ৰবাহ,मुक्त पृष्ठ वाहिका प्रवाह
অনুকূল আৰ্দ্ৰতা,अनुकूलतम आर्द्रता
জৈৱিক মাটি,जैव मृदा
অভিবিন্যাস,अभिविन्यास
অৰ্থোগনেল,लाम्बिक
অৰ্টষ্টেইন,ओर्टस्टीन
বাহিৰৰ সংকেত,बाह्य सिगनल
অক্সিডেচন,ऑक्सीकरण
পেণ্ট্ৰি,रसोई भण्डार
পেৰাপেট,मुंडेेर
পেৰাপেটৰ দেৱাল,मुंडेर दीवार
অভিভাৱকৰ সামগ্ৰী,मूल सामग्री
শিলগুটি ঢালাই প্লাষ্টাৰ,बजरी प्लास्टर
পেডালফাৰ,पेडल्फर
পেড&#39;কেল,पेडोकल
পেড’জেনেছিছ,मृदा उत्पत्ति
পেড’লজি,मृदा रचना विज्ञान
পেড’স্ফিয়াৰ,मृदा मंडल
পেনেট্ৰ’মিটাৰ,वेधनमापी
পেণ্ট ছাদ,छज्जा छत
পেপটাইজিং এজেণ্ট,पाचक कर्मक
বিশ্লেষণৰ সময়ছোৱা,विश्लेषण अवधि
পাৰ্পেণ্ড,खड़ा जोड़
পাৰ্চৰ্পচন,आशोषण
ঘাট,प्रस्तम्भ
পিলাষ্টাৰ,भित्ति स्तम्भ
চূড়া,ढाल/प्रवणता
পিচড ছাদ,ढालू छत
সাধাৰণ কংক্ৰিট,अप्रबलित कंक्रीट
সমতল কোণ,समतल कोण
সাধাৰণ চোতাল,समतल यार्ड
প্লেনছল,प्लानसॉल
প্লাষ্টিকৰ স্থায়িত্ব,सुघट्यता संसक्ति
প্লাষ্টিচিটি,पराप्रत्यास्थता
প্লাষ্টিচিটি সূচকাংক,सुघट्यता सूचकांक
প্লাষ্টিচিটিৰ সীমা,सुघट्यता सीमा
প্লাষ্টিচিটিৰ পৰিসৰ,सुघट्यता पिरसर
প্লেটি গঠন,पटली संरचना
প্লিন্থ,कुरसी
হাল বোৱা মাটি,हल मृदा
প্লামৰ শিল,प्लम पत्थर
পডজোলে,पाडजोल
আঙুলিয়াই দি,टीप
বহুভুজীয়া বেৰ,बहुकोणी दीवार
ছিদ্ৰৰ স্থান,रंध्र अवकाश
বন্দৰ,पत्तन
পজিটিভ ভেন্টিলেচন,प्रभावी संवातन
প্ৰেয়ৰী মাটি,प्रशाद्वल मृदा
নিখুঁততা,परिशुद्धता
প্ৰাথমিক কণা,प्राथमिक कण
প্ৰিজমেটিক গঠন,प्रिज्मीय संरचना
উৎপাদনশীল কাম,उत्पादक कार्य
প্ৰকল্পৰ ন্যায্যতা,परियोजना औचित्य समर्थन
সুৰক্ষামূলক কাম,संरक्षक कार्य
ছ্যুড’-মাইচেলিয়াম,आभासी माइसीलियम
পুখুৰী,पडल
পাগিং,रौंदना
পিউমিচ,झाँवा
পাঞ্চিয়ন,थूनी
পুতলা,पपेट
পুটলগ,कड़ी
পুটলগ মৰাপাট,धारण पल्लियों का पाड़
পৰিমাণ জৰীপকাৰী,मात्रा सर्वेक्षक
শিলৰ ৰস,खदान रस
ঘাট,भित्ति घाट
কুইন বন্ধ,मादा डेली/क्वीन क्लोजर
কুইইন,कोनिया
ৰাফ্ট ফাউণ্ডেচন,रैफ्ट बेड़ा नींव
ৰেকাৰ,तिरछी टेक
ৰেকিং,रेकिंग
ৰেকিং বণ্ড,तिरछी चाल
ৰেকিং ফ্লেছিং,नति जलरोधी झिल्ली
দ্ৰুতগতিত পৰিৱৰ্তনশীল প্ৰবাহ,द्रुत परिवर्ती प्रवाह
আদায়যোগ্য পেমেণ্ট,वसूलीयोग्य भुगतान
ৰঙা মাটি,लाल मिट्टी
ৰঙা লোম,लाल दुमट
নিয়ন্ত্ৰক,नियंत्रक/रेगुलेटर
ৰেগুৰ বা ক’লা কপাহী মাটি,रेगर या काली कपासी मृदा
ৰিপেমেণ্ট চুক্তি,वापस भुगतान ठेका
অৱশিষ্ট সংকোচন,अवशिष्ट संकुचन
অৱশিষ্ট মাটি,अवशिष्ट मृदा
প্ৰকাশ কৰা,बाह्य पक्ष
পিন প্ৰকাশ কৰক,बाह्य पक्ष पिन
টাই প্ৰকাশ কৰক,बाह्य पक्ष बंधक
ৰিজ,कूट
ৰিজ কেপিং,कूट मुंडेरी
নদী,नदी
ৰোড ষ্টেড,पोताश्रेय द्रोणों
ৰুক্ষ প্লাষ্টাৰ,दानेदार प्लास्टर
ধ্বংসাৱশেষ,ढोंका
ধ্বংসাৱশেষৰ শিলৰ কাম,ढोका चिनाई
ধ্বংসাৱশেষৰ দেৱাল,ढोंका भित्ति
চলি থকা জোখ-মাখ,चालू मापन या मध्यवर्ती मापन
নিৰাপদ বহন ক্ষমতা,सुरक्षी धारण क्षमता/अनुमेय धारण क्षमता
নিমখৰ গ্লেজ,लवण परिष्कृति
নমুনাৰ আকাৰ,प्रतिदर्श आमाप
নমুনা বিতৰণ,प्रतिचयन वितरण
নমুনা সংগ্ৰহৰ ভুল,प्रतिचयन त्रुटि
বালি,बाल
বালিৰ ফিনিচিং,बलुई परिष्कृति
বালিৰ হাতৰ মল্ডিং,रेत हस्त पथाई
ছেণ্ডিং,बालू घर्षण
সংপৃক্ত মাটি,संतृप्त मृदा
সংপৃক্ত মাটিৰ পেষ্ট,संतृप्त मृदा लेई
চেচুৰেচন এক্সট্ৰেক্ট,संतृप्ति निष्कर्षण
চেচুৰেচন শতাংশ,संतृप्ति प्रतिशतता
চচৰ গম্বুজ,शराविका गुम्मद
মৰাপাট,पाड़
শ্বিষ্ট,शिस्ट
সাগৰীয় বন্দৰ,समुद्री अथवा महासागरीय पत्तन
গোপন নালা,गुप्त वाहिका
দ্বিতীয়,सेकन्ड
পলস বিশ্লেষণ,सादन विश्लेषण
অৰ্ধকৃত্ৰিম বন্দৰ,सामि कृत्रिम पोताश्रय
অৰ্ধ জোৱাৰ-ভাটাৰ ডক,अर्द्ध-ज्वारीय गोदी
চেনিল,जरावस्था
শ্বেল,शेल
শ্বীটৰ স্তূপ,चादरी पाइल
সংকোচনৰ সীমা,संकुचन सीमा
শ্বাটাৰিং,तख्ताबन्दी
চিয়ালিটিক মাটি,सियालिटिक मृदा
ছিয়েৰ’জেম,सीरोजेम
চিল,देहली या सिल
পলি,साद
একক ফ্লেমিছ তেজ,इकहरी फ्लेमिश चाल
একক দানাযুক্ত গঠন,एकल कणीय संरचना
কংকালৰ মাটি,अधकचरी मृदा
স্কাৰ্টিং,अंचल
স্লিপাৰ ৱাল,आधार भित्तियाँ
কাষৰ নালা,सर्पी वाहिका
স্লাইড নিয়ম,परिकलन पट्टिका
স্লিপ ডক,सर्पण गोदी
স্মোনিজা,स्मोनिटजा
তিয়াই থোৱা,समतापकरण
মাটিৰ সংঘ,मृदा समवाय
মাটিৰ শ্ৰেণী,मृदा वर्ग
মাটিৰ জটিলতা,मृदा सम्मिश्र
মাটিৰ স্থায়িত্ব,मृदा संसक्ति
মাটি পৰিয়াল,मृदा परिवार
মাটিৰ ফ্ৰেমৰ কাম,मृदा सार
মাটিৰ আৰ্দ্ৰতা,मृदा नमी
মাটিৰ আৰ্দ্ৰতা বৃদ্ধি,मृदा नमी अभिवृद्धि
মাটিৰ আৰ্দ্ৰতাৰ ঘাটি,मृदा नयी न्यूनता
মাটিৰ আকৃতিবিজ্ঞান,मृदाकारिकी
মাটিৰ কণা,मृदा कण
মাটিৰ পৰ্যায়,मृदा प्रावस्था
মাটিৰ প্ৰফাইল,मृदा परिच्छेदिका
মাটিৰ বিক্ৰিয়া,मृदा अभिक्रिया
মাটি পৃথক হয়,मृदा कणवर्ग
মাটিৰ শৃংখলা,मृदा श्रेणी
মাটিৰ দ্ৰৱ,मृदा घोल
মাটিৰ গঠন,मृदा संरचना
মাটিৰ টেক্সচাৰ,मृदा गठन
মাটিৰ প্ৰকাৰ,मृदा प्रकार
ছলুম,सोलम
শোষণ,शोषण
Spalls,कत्तर
নিৰ্দিষ্ট আয়ন প্ৰভাৱ,विशिष्ट आयन प्रभाव
বৰ্গক্ষেত্ৰৰ কোৰ্চযুক্ত ধ্বংসাৱশেষৰ শিলৰ কাম,चौकोर रद्देदार ढोका चिनाई
বৰ্গক্ষেত্ৰৰ নিয়মীয়া কোৰ্চযুক্ত ধ্বংসাৱশেষ শিলৰ কাম,नियमित चौकोर रद्देदार ढोका चिनाई
স্থিৰ প্ৰবাহ,अपरिवर्ती प्रवाह
ফিচফিচাই ষ্টেপ কৰিলে,सोपानी जलरोधी झिल्ली
আঠাযুক্ততা,चिपचिपापन
ষ্টিক পইণ্ট,चिपकन बिंदु
শিল,पत्थर
স্লপ হেণ্ড মল্ডিং,गीली हस्थ पथाई
ষ্ট্ৰেপ হিঞ্জ,पट्टक कब्जा
ষ্ট্ৰ’ বৰ্ড,गत्ता
নিজৰা,सरिता
চাপ,प्रतिबल
ষ্ট্ৰেচাৰ,पट्टी/स्ट्रैचर
ষ্ট্ৰেচাৰ বণ্ড,पट्टी/स्ट्रैचर चाल
ষ্ট্ৰেচাৰ কোৰ্চ,पट्टी रद्दा
তাঁৰ,स्ट्रिंग
ষ্ট্ৰিং কোৰ্চ,किंगरी रद्दा
গঠন কাৰক,संरचना गुणांक
গঠন সূচকাংক,संरचना सूचक अंक
ষ্টুকো,स्टुको
ষ্টড,स्टड
ষ্টাইলবেট,आधार पीठ
উপ মাটি,अवमृदा
উপ গঠন,अधः रचना
যোগফল বক্ৰ,संकलन वक्र
সূৰ্য্যৰ মাইকা,सनमाइका
চুপাৰ ষ্ট্ৰাকচাৰ,अधिरचना/ऊपरी ढाँचा
জৰীপকাৰী,सर्वेक्षक
S-মান,S-मान
লুট,प्रठप्पा
হাঁসৰ ডিঙি,हंस ग्रीवा
তম্বু,मंडप
টেবুল হেণ্ড মল্ডিং,मेज हस्त पथाई
টেংকিং,टैंकन
টেম্পিয়েট্টো,टैम्पीटो
টেম্পাৰিং,मृदुकरण
টেমপ্লেট,टैमप्लेट
টেমপ্লেট,आकार पट्ट
টেপিডাৰিয়াম,टेपीडेरियम
টেৰাকোটা,टैराकोटा
টেৰা ৰোজা,टैरारोसा
টেৰাজো,टैराजो
টেট্ৰা ষ্টাইল,चतुरभिकल्पना
থ্ৰেছহ&#39;ল্ড সীমা মান,प्रभाव सीमा मान
নেলু,कंठ
শিলৰ মাজেৰে,धुर पत्थर
জোৱাৰ-ভাটাৰ অৱবাহিকা,ज्वारीय बेसिन
টাই বাৰ,तान छड़
টাই বিম,बंधन धरन
টাই ৰড,तान दंड
তিৰছ,टिर्स
সহনশীলতা,उपेक्ष्य त्रुटि
দাঁত ওলোৱা,दाढ़ा
ওপৰৰ মাটি বা পৃষ্ঠৰ মাটি,पृष्ठ मृदा या ऊपरी मृदा
মুঠ ছিদ্ৰতা,कुल सरंध्रता
ট্ৰেচাৰী,अलंकरण
ট্ৰেইন ৰেজিষ্টেন্স,ट्रेन प्रतिरोध
ট্ৰেন্সেপ্ট,ट्रानसैप्ट
সংক্ৰমণকালীন মাটি,संक्रमणीय मृदा
ট্ৰেন্সম,अनुप्रस्थिका
পৰিবহণ মাটি,परिवाहित मृदा
ট্ৰিবিউটাৰী,उप नदी
ট্ৰাইফ’ৰিয়াম,गलियारा
ট্ৰিগ্লিফ,ट्रिगलिफ
ছেদ কৰা মাটি,रुंड मृदा
অশান্ত প্ৰবাহ,विक्षुब्ध प्रवाह
টাৰেট,टर्रेट
টিম্পাৰ num,डाट की भराई
চূড়ান্ত বহন ক্ষমতা,अंतिम धारण क्षमता
চূড়ান্ত ph,अंतिम ph
আনকোৰ্চড ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম,बेतरतीब बेरद्दा ढोंका चिनाई
আনকোৰ্চড বৰ্গক্ষেত্ৰৰ ধ্বংসাৱশেষৰ শিলৰ কাম,बेतरतीब चौकोर रद्देदार ढोका चिनाई
আণ্ডাৰক্ৰফ্ট,तहखाना
ভৰোৱা নোহোৱা ছিদ্ৰতা,अपूरित संरंध्रता
একেধৰণৰ প্ৰবাহ,सम्प्रवाह
ইউনিট ফ্ৰেম ধৰণৰ মৰাপাট,एकल ढाँचे की तरह का पाड़
অনুত্পাদনশীল কাম,अनउत्पादक कार्य
অসংপৃক্ত মাটি,असंतृप्त मृदा
অস্থিৰ প্ৰবাহ,अधीर प्रवाह
প্লাষ্টিকৰ ওপৰৰ সীমা,ऊपरी सुघट्यता सीमा
উপত্যকাৰ নালা,द्रोणी वाहिका
ভল্ট,चापछद
ভেটেৰিয়াম,सायबान
বায়ু চলাচল কৰা,संवाहन
ভেন্টিলেটৰ,रोशनदान
ভেৰামদহ,बरामदा
ভেষ্টিবুল,ड्योढ़ी
ভিলা,विला
