Marathi,Bengali
व्युत्पन्न संच,প্রাপ্ত সেট
उतरत्या,অবরোহী
उतरत्या क्रमाने,অবরোহী ক্রম
उतरत्या मालिका,অবরোহী সিরিজ
वर्णनात्मक भूमिती,বর্ণনামূলক জ্যামিতি
वर्णनात्मक मॉडेल,বর্ণনামূলক মডেল
वर्णनात्मक आकडेवारी,বর্ণনামূলক পরিসংখ্যান
डिझाइन,নকশা
प्रयोगाची रचना,পরীক্ষার নকশা
डेस्क कॅल्क्युलेटर,ডেস্ক ক্যালকুলেটর
शोध,সনাক্তকরণ
निर्धारक,নির্ধারক
निर्धारक रँक,নির্ধারক পদমর্যাদা
ठरवणे,নির্ধারণ
निर्धारक मॉडेल,নির্ধারক মডেল
निर्धारक समस्या,নির্ধারক সমস্যা
विचलन,বিচ্যুতি
विचलन गुणांक,বিচ্যুতি সহগ
डायडिक प्रणाली,ডায়াডিক সিস্টেম
कर्ण,তির্যক
मॅट्रिक्सचे विकर्णीकरण,একটি ম্যাট্রিক্সের তির্যককরণ
कर्ण मॅट्रिक्स,তির্যক ম্যাট্রিক্স
कर्ण समानता,তির্যক সাদৃশ্য
आकृती,চিত্র
रेखाचित्र पद्धत,ডায়াগ্রামেটিক পদ্ধতি
रेखाचित्रात्मक सादरीकरण,ডায়াগ্রামেটিক উপস্থাপনা
व्यास,ব্যাস
संचाचा व्यास,একটি সেটের ব্যাস
diametrically विरुद्ध,diametrically বিপরীত
फासे फेकणे,পাশা নিক্ষেপ
द्विभाजक वर्गीकरण,দ্বিমুখী শ্রেণীবিভাগ
द्विविभाजन,দ্বিধাবিভক্তি
शब्दकोश क्रम,অভিধান আদেশ
फरक कॅल्क्युलस,পার্থক্য ক্যালকুলাস
फरक समीकरण,পার্থক্য সমীকরণ
फरक सूत्र,পার্থক্য সূত্র
फरक पद्धत,পার্থক্য পদ্ধতি
संचांचा फरक,সেটের পার্থক্য
वेगळे करण्यायोग्य,পার্থক্যযোগ্য
भिन्नता वक्र,পার্থক্যযোগ্য বক্ররেখা
भिन्न कार्य,পার্থক্যযোগ্য ফাংশন
भिन्नता,ডিফারেনশিয়াল
विभेदक कॅल्क्युलस,অন্তরীকরণ ক্যালকুলাস
विभेदक गुणांक,ডিফারেনশিয়াল সহগ
विभेदक समीकरण,আঙ্গক
विभेदक फॉर्म,ডিফারেনশিয়াল ফর্ম
विभेदक सूत्र,ডিফারেনশিয়াল সূত্র
विभेदक कार्य,ডিফারেনশিয়াল ফাংশন
विभेदक भूमिती,ডিফারেনশিয়াল জ্যামিতি
उच्च ऑर्डरचा फरक,উচ্চ ক্রম ডিফারেনশিয়াল
विभेदक भागफल,ডিফারেনশিয়াল ভাগফল
वेगळे करणे,পার্থক্য করা
भिन्नता,পৃথকীকরণ
भिन्नता सूत्र,পার্থক্য সূত্র
वेक्टर भेद,ভেক্টরের পার্থক্য
प्रसार,বিস্তার
अंक,অঙ্ক
डिजिटल संगणक,ডিজিটাল কম্পিউটার
डिजिटल डेटा,ডিজিটাল তথ্য
परिमाण,মাত্রা
आयाम,মাত্রিকতা
आकारहीन,মাত্রাহীন
समीकरणाचे परिमाण,একটি সমীকরণের মাত্রা
डायफॅन्टाइन समीकरण,ডায়োফ্যান্টাইন সমীকরণ
बुडविणे कोन,ডুব কোণ
द्विध्रुवीय समन्वय,দ্বিপোলার স্থানাঙ্ক
द्विध्रुव,ডাইপোল
dipyramid (bipyramid),ডিপিরামিড (বাইপিরামিড)
डायरॅक डेल्टा फंक्शन,ডিরাক ডেল্টা ফাংশন
थेट सामान्य स्पर्शिका,সরাসরি সাধারণ স্পর্শক
निर्देशित कोन,নির্দেশিত কোণ
निर्देशित ओळ,নির্দেশিত লাইন
दिशात्मक व्युत्पन्न,নির্দেশমূলক ডেরিভেটিভ
दिशा कोसाइन,দিক কোসাইন
मॅक्सिमाची दिशा,ম্যাক্সিমা এর দিক
प्रक्षेपणाची दिशा,অভিক্ষেপের দিক
दिशा गुणोत्तर,দিক অনুপাত
संचालक मंडळ,পরিচালক চক্র
दिग्दर्शक क्षेत्र,পরিচালক ক্ষেত্র
थेट उत्पादन,সরাসরি পণ্য
थेट पुरावा,সরাসরি প্রমাণ
थेट प्रमाण,সরাসরি সমানুপাত
डायरेक्टिक्स,directrix
थेट बेरीज,সরাসরি যোগফল
डिस्कनेक्ट केलेले संच,সংযোগ বিচ্ছিন্ন সেট
अखंडता,বিরতি
डेरिव्हेटिव्हचे खंडन,ডেরিভেটিভের বিচ্ছিন্নতা
पहिल्या प्रकारची अखंडता,প্রথম ধরনের বিচ্ছিন্নতা
दुस-या प्रकारची अखंडता,দ্বিতীয় ধরনের বিচ্ছিন্নতা
अखंड वितरण,অবিচ্ছিন্ন বিতরণ
अखंड कार्य,অবিচ্ছিন্ন ফাংশন
अखंड भिन्नता,অবিচ্ছিন্ন বৈচিত্র্য
स्वतंत्र,বিযুক্ত
स्वतंत्र वितरण,বিচ্ছিন্ন বন্টন
स्वतंत्र संभाव्यता वितरण,বিচ্ছিন্ন সম্ভাব্যতা বন্টন
स्वतंत्र यादृच्छिक चल,বিচ্ছিন্ন এলোমেলো পরিবর্তনশীল
स्वतंत्र नमुना जागा,বিচ্ছিন্ন নমুনা স্থান
स्वतंत्र संच,বিযুক্ত সেট
स्वतंत्र जागा,পৃথক স্থান
स्वतंत्र टोपोलॉजी,বিচ্ছিন্ন টপোলজি
भिन्न भिन्नता,বিযুক্ত বৈচিত্র
भेदभाव करणारा,বৈষম্যমূলক
भेदभावपूर्ण विश्लेषण (=भेदभाव विश्लेषण),বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ)
तोडणे,বিচ্ছিন্ন করা
विसंगत घटना,বিচ্ছিন্ন ঘটনা
विभक्त संच,বিচ্ছিন্ন সেট
युनियन तोडणे,বিচ্ছিন্ন ইউনিয়ন
वियोग,বিচ্ছিন্নতা
फैलाव,বিচ্ছুরণ
फैलाव चार्ट,বিচ্ছুরণ চার্ট
फैलाव स्थिर,বিচ্ছুরণ ধ্রুবক
फैलाव आकृती,বিচ্ছুরণ চিত্র
फैलाव मॅट्रिक्स (=सहप्रसरण मॅट्रिक्स),বিচ্ছুরণ ম্যাট্রিক্স (=কোভারিয়েন্স ম্যাট্রিক্স)
विस्थापन,উত্পাটন
प्रदर्शन,প্রদর্শন
डिस्प्ले युनिट (=कन्सोल),প্রদর্শন ইউনিট (= কনসোল)
भिन्न,ভিন্ন
विघटनशील शक्ती,অপব্যয়কারী শক্তি
अंतर कार्य,দূরত্ব ফাংশন
अंतर मॉड्यूलस,দূরত্ব মডুলাস
वितरण-मुक्त पद्धत,বিতরণ-মুক্ত পদ্ধতি
वितरण कायदा,বন্টনমূলক আইন
वळवणे,বিচ্যুত
विचलन,বিচ্যুতি
भिन्नता प्रमेय,ভিন্নতা উপপাদ্য
भिन्न,divergent
भिन्न मालिका,ভিন্ন সিরিজ
विभाजित फरक,বিভক্ত পার্থক্য
विभाज्यता,বিভাজ্যতা
विभाज्य,বিভাজ্য
विभागणी,বিভাগ
विभाजन अल्गोरिदम,বিভাগ অ্যালগরিদম
विभागणी रिंग,বিভাগ রিং
डोडेकॅगॉन,ডোডেকাগন
dodecahedron,dodecahedron
डोमेन,ডোমেইন
फंक्शनचे डोमेन,একটি ফাংশনের ডোমেইন
व्याख्या डोमेन,সংজ্ঞার ডোমেইন
अस्तित्वाचे क्षेत्र,অস্তিত্বের ডোমেইন
प्रबळ धोरण,প্রভাবশালী কৌশল
डॉपलर प्रभाव,ডপলার এফেক্ট
डॉट उत्पादन,বিন্দু পণ্য
ठिपके असलेला वक्र,বিন্দুযুক্ত বক্ররেখা
दुहेरी फरक,ডবল পার্থক্য
दुहेरी घातांकीय वितरण,ডবল সূচকীয় বন্টন
दुहेरी हेलिक्स,ডবল হেলিক্স
दुहेरी अविभाज्य,ডবল অবিচ্ছেদ্য
दुहेरी एकत्रीकरण,ডবল ইন্টিগ্রেশন
दुहेरी मर्यादा,দ্বিগুণ সীমা
दुहेरी नमुना योजना,ডবল নমুনা পরিকল্পনা
दुहेरी क्रम,ডবল ক্রম
दुहेरी मालिका,ডবল সিরিজ
दुहेरी प्रत्यय नोटेशन,ডবল প্রত্যয় স্বরলিপি
दुहेरी बेरीज,ডবল সমষ্টি
अधोगामी प्रवेग,নিম্নগামী ত্বরণ
खालच्या दिशेने विस्थापन,নিম্নগামী স্থানচ্যুতি
खालची गती,নিম্নগামী গতি
खालचा वेग,নিম্নগামী বেগ
ड्रॅग,টানুন
ड्रॅग फोर्स,ড্র্যাগ বল
दुहेरी,দ্বৈত
दुहेरी आधार,দ্বৈত ভিত্তি
दुहेरी आतील उत्पादन,দ্বৈত অভ্যন্তরীণ পণ্য
दुहेरी रेखीय प्रोग्रामिंग समस्या,ডুয়েল লিনিয়ার প্রোগ্রামিং সমস্যা
दुहेरी ऑपरेशन,দ্বৈত অপারেশন
दुहेरी समस्या,দ্বৈত সমস্যা
ड्युअल सिम्प्लेक्स अल्गोरिदम,ডুয়াল সিমপ্লেক্স অ্যালগরিদম
ड्युअल सिम्प्लेक्स तंत्र,ডুয়াল সিমপ্লেক্স কৌশল
दुहेरी जागा,দ্বৈত স্থান
दुहेरी व्हेरिएबल,দ্বৈত পরিবর্তনশীল
दुहेरी वेक्टर जागा,দ্বৈত ভেক্টর স্থান
डमी निर्देशांक,ডামি সূচক
डमी सबस्क्रिप्ट,ডামি সাবস্ক্রিপ্ট
डमी प्रत्यय,ডামি প্রত্যয়
डमी व्हेरिएबल,ডামি পরিবর্তনশীল
डुप्लिकेट प्रक्रिया,সদৃশ প্রক্রিয়া
गतिमान,গতিশীল
गतिशील प्रणाली,গতিশীল সিস্টেম
डायनॅमिक मागणी कार्य,গতিশীল চাহিদা ফাংশন
डायनॅमिक मॉडेल,গতিশীল মডেল
डायनॅमिक प्रोग्रामिंग,গতিশীল প্রোগ্রামিং
डायनॅमिक प्रोग्रामिंग दृष्टीकोन,গতিশীল প্রোগ্রামিং পদ্ধতি
डायनॅमिक प्रोग्रामिंग तंत्र,গতিশীল প্রোগ্রামিং কৌশল
गतिशीलता,গতিবিদ্যা
कणाची गतिशीलता,একটি কণার গতিবিদ্যা
कठोर शरीराची गतिशीलता,অনমনীয় শরীরের গতিশীলতা
पृथ्वी,পৃথিবী
भूकंपाची तीव्रता,ভূমিকম্পের তীব্রতা
विलक्षणता,উদ্ভটতা
ग्रहण,গ্রহন
अर्थमितीय अंदाज,অর্থনৈতিক পূর্বাভাস
अर्थशास्त्री,অর্থনীতিবিদ
अर्थमिति,অর্থনীতি
अर्थशास्त्र,অর্থনীতি
धार,প্রান্ত
बहिर्वक्र संचाची किनार,একটি উত্তল সেটের প্রান্ত
कार्यक्षमता घटक,দক্ষতা ফ্যাক্টর
eigen घटक,eigen উপাদান
eigen फंक्शन,eigen ফাংশন
eigen मूल्य,eigen মান
eigen मूल्य समीकरण,eigen মান সমীকরণ
इजेन वेक्टर,eigen ভেক্টর
लवचिक,ইলাস্টিক
लवचिक स्थिरांक,ইলাস্টিক ধ্রুবক
लवचिक समतोल,ইলাস্টিক ভারসাম্য
लवचिकता,স্থিতিস্থাপকতা
लवचिकता पृष्ठभाग,স্থিতিস্থাপকতা পৃষ্ঠ
इलेक्ट्रॉनिक संगणक,ইলেকট্রনিক কম্পিউটার
घटक,উপাদান
प्राथमिक स्तंभ ऑपरेशन,প্রাথমিক কলাম অপারেশন
प्राथमिक घटना,প্রাথমিক ঘটনা
प्राथमिक कार्य,প্রাথমিক ফাংশন
प्राथमिक ऑपरेशन,প্রাথমিক অপারেশন
प्राथमिक परिणाम,প্রাথমিক ফলাফল
प्राथमिक संभाव्यता कायदा,প্রাথমিক সম্ভাব্যতা আইন
प्राथमिक पंक्ती ऑपरेशन,প্রাথমিক সারি অপারেশন
दूर करणे,নিষ্কাশন করা
निर्मूलन प्रक्रिया,নির্মূল পদ্ধতি
लंबवर्तुळ,উপবৃত্ত
लंबवर्तुळाकार,উপবৃত্তাকার
लंबवर्तुळाकार,উপবৃত্তাকার
लंबवर्तुळाकार पृष्ठभाग,উপবৃত্তাকার পৃষ্ঠ
लंबवर्तुळाकार शरीर,উপবৃত্তাকার শরীর
एम्बेडिंग,এমবেডিং
उत्सर्जन,নিঃসরণ
अनुभवजन्य डेटा,গবেষণামূলক তথ্য
प्रायोगिक सूत्र,গবেষণামূলক সূত্র
अनुभवजन्य संभाव्यता,অভিজ্ঞতামূলক সম্ভাবনা
अनुभवजन्य संबंध,অভিজ্ঞতামূলক সম্পর্ক
रिकामा संच,ফাঁকা সেট
बंद,ঘিরা
एन्कोडिंग,এনকোডিং
एंडोमॉर्फिझम,এন্ডোমরফিজম
शेवटचा बिंदू,শেষপ্রান্ত
वर्ग मध्यांतराचा शेवटचा बिंदू,ক্লাস ব্যবধানের শেষ বিন্দু
ऊर्जा,শক্তি
ऊर्जा गती घटक,শক্তি ভরবেগ উপাদান
व्हेरिएबल प्रविष्ट करणे,পরিবর্তনশীল প্রবেশ করান
असंख्य संच,গণনাযোগ্য সেট
गणना,গণনা
समान,সমান
समानता,সমতা
तितकीच शक्यता,সমান সম্ভাবনা
समान संभाव्यता निवड पद्धत (=epsem),সমান সম্ভাব্যতা নির্বাচন পদ্ধতি (=epsem)
समानता,সমান করা
समीकरण,সমীকরণ
प्रथम पदवीचे समीकरण,প্রথম ডিগ্রির সমীকরণ
द्वितीय पदवीचे समीकरण,দ্বিতীয় ডিগ্রির সমীকরণ
थर्ड डिग्रीचे समीकरण,তৃতীয় ডিগ্রির সমীকরণ
विषुववृत्त,বিষুবরেখা
समसमान,সমপরিমাণ
समभुज,সমবাহু
समतोल,ভারসাম্য
शक्तींचा समतोल,বাহিনীর ভারসাম্য
समतोल बिंदू,ভারসাম্য বিন্দু
समतुल्यता,সমতা
समतुल्य वर्ग,সমতা শ্রেণী
समतुल्य संबंध,সমতা সম্পর্ক
समतुल्य,সমতুল্য
समतुल्य मॅट्रिक्स,সমতুল্য ম্যাট্রিক্স
समतुल्य संच,সমতুল্য সেট
कामुकता,ergodicity
त्रुटी,ত্রুটি
त्रुटी विश्लेषण,ত্রুটি বিশ্লেষণ
त्रुटी कोड,ভুল সংকেত
त्रुटी गुणांक,ত্রুটি সহগ
सरासरी वर्गाची त्रुटी,গড় বর্গক্ষেত্রের ত্রুটি
पहिल्या प्रकारची त्रुटी,প্রথম ধরনের ত্রুটি
दुसऱ्या प्रकारची त्रुटी,দ্বিতীয় ধরনের ত্রুটি
सुटण्याची शक्यता,পালানোর সম্ভাবনা
सुटलेला वेग,মুক্তিবেগ
ई. श्मिटची ऑर्थोगोनालायझेशन प्रक्रिया,ই. শ্মিড্টের অর্থগোনালাইজেশন প্রক্রিয়া
वर्णित मंडळ,লিখিত বৃত্ত
आवश्यक,অপরিহার্য
मूलत: अद्वितीय,মূলত অনন্য
अंदाज,অনুমান
अंदाज पद्धत,অনুমান পদ্ধতি
युक्लिडियन समन्वय,ইউক্লিডীয় স্থানাঙ্ক
युक्लिडियन डोमेन,ইউক্লিডীয় ডোমেইন
युक्लिडियन भूमिती,ইউক্লিডীয় জ্যামিতি
युक्लिडियन एन-स्पेस,ইউক্লিডীয় এন-স্পেস
युक्लिडियन विमान,ইউক্লিডীয় সমতল
युलरचे प्रमेय,অয়লারের উপপাদ্য
मूल्यांकन करा,মূল্যায়ন
अगदी,এমন কি
अगदी वक्र,এমনকি বক্ররেখা
सम कार्य,এমনকি ফাংশন
अगदी एकाधिक,এমনকি একাধিক
सम संख्या,জোড় সংখ্যা
सम विषम सममिती,জোড় বিজোড় প্রতিসাম্য
अगदी क्रमपरिवर्तन,এমনকি স্থানান্তর
कार्यक्रम,ঘটনা
सम मुदत,এমনকি মেয়াদ
अचूक,সঠিক
अचूक ची-स्क्वेअर चाचणी,সঠিক চি-স্কয়ার পরীক্ষা
अचूक फरक,সঠিক পার্থক্য
अचूक समीकरण,সঠিক সমীকরণ
उदाहरण,উদাহরণ
देवाणघेवाण,বিনিময়
संपूर्ण कार्यक्रम,সম্পূর্ণ ঘটনা
अस्तित्व स्वयंसिद्ध,অস্তিত্ব স্বতঃসিদ্ধ
अस्तित्व संभाव्यता (= एक प्राथमिक संभाव्यता),অস্তিত্ব সম্ভাবনা (= একটি অগ্রাধিকার সম্ভাবনা)
अस्तित्व प्रमेय,অস্তিত্বের উপপাদ্য
एक्सोजेनस व्हेरिएबल,বহিরাগত পরিবর্তনশীল
विस्तार,সম্প্রসারণ
अपेक्षा कार्य,প্রত্যাশা ফাংশন
अपेक्षित वारंवारता,প্রত্যাশিত ফ্রিকোয়েন্সি
अपेक्षित मूल्य,প্রত্যাশিত মান
प्रयोग,পরীক্ষা
प्रायोगिक त्रुटी,পরীক্ষামূলক ত্রুটি
स्पष्टीकरण,ব্যাখ্যা
स्पष्ट समीकरण,সুস্পষ্ট সমীকরণ
स्पष्ट फॉर्म,স্পষ্ট ফর্ম
स्पष्ट कार्य,সুস্পষ্ট ফাংশন
स्पष्ट उपाय,সুস্পষ্ট সমাধান
घातांक,সূচক
घातांक वक्र,সূচকীয় বক্ররেখা
घातांकीय घनता कार्य,সূচকীয় ঘনত্ব ফাংশন
घातांकीय वितरण,সূচকীয় বিতরণ
घातांक समीकरण,সূচকীয় সমীকরণ
घातांकीय कार्य,ব্যাখ্যামূলক কাজ
घातांक वाढ,সূচক বৃদ্ধির
घातांक कायदा,সূচকীয় আইন
घातांक नकाशा,সূচকীয় মানচিত্র
घातांक मालिका,সূচকীয় সিরিজ
अभिव्यक्ती,অভিব্যক্তি
विस्तारित मध्यांतर,বর্ধিত ব্যবধান
विस्तारित वास्तविक ओळ,বর্ধিত বাস্তব লাইন
विस्तारित वास्तविक संख्या प्रणाली,বর্ধিত বাস্তব সংখ্যা সিস্টেম
मॅपिंगचा विस्तार,একটি ম্যাপিংয়ের এক্সটেনশন
बाह्य कोन,বাহ্যিক কোণ
बाह्य क्षेत्र,বাহ্যিক এলাকা
बाह्य बिंदू,বাহ্যিক বিন্দু
बाह्य,বহিরাগত
ट्रेंड व्हॅल्यूचे एक्स्ट्रापोलेशन,প্রবণতা মান এক্সট্রাপোলেশন
एक्सट्रापोलेशन तंत्र,এক্সট্রাপোলেশন কৌশল
अत्यंत मूल्य,চরম মান
अत्यंत,চরম
अत्यंत बिंदू,চরম বিন্দু
उत्तल संचाचा अत्यंत बिंदू,উত্তল সেটের চরম বিন্দু
फंक्शनचे टोक,একটি ফাংশন এর extremum
टोकाची मालमत्ता,চরম সম্পত্তি
चेहरा,মুখ
दर्शनी मूल्य,পরিচিতি
घटक,ফ্যাক্টর
घटक विश्लेषण,ফ্যাক্টর বিশ্লেষণ
घटक,ফ্যাক্টরড
तथ्यात्मक,ফ্যাক্টরিয়াল
फॅक्टोरियल डिझाइन,ফ্যাক্টরিয়াল ডিজাইন
फॅक्टरीकरण,ফ্যাক্টরাইজেশন
फॅक्टराइज,ফ্যাক্টরিজ
न्याय्य खेळ,নিরপেক্ষ খেলা
असत्य,মিথ্যা
कुटुंब,পরিবার
मंडळांचे कुटुंब,বৃত্তের পরিবার
कौटुंबिक वक्र,পারিবারিক বক্ররেখা
कार्यांचे कुटुंब,ফাংশন পরিবার
ओळींचे कुटुंब,লাইনের পরিবার
प्रतिकृती,প্রতিকৃতি
F-वितरण,F-বন্টন
व्यवहार्य मूलभूत उपाय,সম্ভাব্য মৌলিক সমাধান
व्यवहार्य उपाय,সম্ভাব্য সমাধান
परत फीड करा,ফিড ব্যাক
फर्मेट तत्त्व,ফার্মেট নীতি
फर्मेटचे प्रमेय,Fermat এর উপপাদ্য
फर्मी-डिरॅक आकडेवारी,ফার্মি-ডিরাক পরিসংখ্যান
फिबोनाची संख्या,ফিবোনাচি সংখ্যা
फिबोनाची मालिका,ফিবোনাচি সিরিজ
फील्ड,ক্ষেত্র
अंतिम वेग,চূড়ান্ত বেগ
मर्यादित,সসীম
मर्यादित आधार,সীমিত ভিত্তি
मर्यादित दशांश,সসীম দশমিক
मर्यादित फरक,সীমিত পার্থক্য
मर्यादित फरक पद्धत,সীমিত পার্থক্য পদ্ধতি
मर्यादित आयामी,সসীম মাত্রিক
मर्यादित मितीय वेक्टर जागा,সসীম মাত্রিক ভেক্টর স্থান
मर्यादित खेळ,সীমিত খেলা
मर्यादित भूमिती,সসীম জ্যামিতি
मर्यादित छेदनबिंदू,সসীম ছেদ
मर्यादित अनेक,সীমিত অনেক
मर्यादित मार्कोव्ह साखळी,সীমাবদ্ধ মার্কভ চেইন
मर्यादितपणाचा पुरावा,সসীমতা প্রমাণ
मर्यादित संख्या,সসীম সংখ্যা
मर्यादित लोकसंख्या,সীমিত জনসংখ্যা
मर्यादित संभाव्यता,সীমিত সম্ভাবনা
मर्यादित मालिका,সসীম সিরিজ
मर्यादित संच,সসীম সেট
मर्यादित वेग,সীমিত বেগ
मर्यादित खंड,সীমিত আয়তন
फिटिंग,মানানসই
वक्र फिटिंग,বক্ররেখা ফিটিং
सरळ रेषेचे फिटिंग,সরলরেখার ফিটিং
स्थिर बिंदू प्रमेय,স্থির বিন্দু উপপাদ্য
निश्चित नमुना,স্থির নমুনা
उड्डाणाचा वेग,ফ্লাইটের বেগ
फ्लोटिंग पॉइंट अंकगणित,ফ্লোটিং পয়েন্ট পাটিগণিত
फ्लोटिंग पॉइंट सिस्टम,ভাসমান পয়েন্ট সিস্টেম
प्रवाह चार्ट,ফ্লো চার্ট
प्रवाह वेग,গতির প্রবাহ
द्रव गतिशीलता,তরল গতিবিদ্যা
फोकल,ফোকাল
फोकल जीवा,ফোকাল জ্যা
फोकल अंतर,ফোকাল দূরত্ব
केंद्रस्थ लांबी,ফোকাস দৈর্ঘ্য
लक्ष केंद्रित,ফোকাস
पाऊल,পা
लंबाचा पाय,লম্বের পাদদেশ
गुरुत्वाकर्षण शक्ती,মাধ্যাকর্ষণ বল
अंदाज,পূর্বাভাস
सुत्र,সূত্র
तयार करणे,প্রণয়ন
सूत्रीकरण,গঠন
पुढे फरक,এগিয়ে পার্থক্য
फॉरवर्ड इंटरपोलेशन,ফরোয়ার্ড ইন্টারপোলেশন
गणिताचा पाया,গণিতের ভিত্তি
फोरियरचे विश्लेषण,ফুরিয়ারের বিশ্লেষণ
फोरियरची मालिका,ফুরিয়ার সিরিজ
फोरियरचे परिवर्तन,ফুরিয়ারের রূপান্তর
अपूर्णांक,ভগ্নাংশ
अंशात्मक समन्वय,ভগ্নাংশ সমন্বয়
अपूर्णांक संख्या,ভগ্নাংশ সংখ্যা
फ्रॅक्शनल प्रोग्रामिंग,ভগ্নাংশ প্রোগ্রামিং
मुक्त मार्ग,মুক্ত পথ
मुक्त वेक्टर,বিনামূল্যে ভেক্টর
वारंवारता,ফ্রিকোয়েন্সি
वारंवारता स्तंभ,ফ্রিকোয়েন্সি কলাম
वारंवारता वक्र,ফ্রিকোয়েন্সি বক্ররেখা
वारंवारता वितरण,কম্পাংক বন্টন
वारंवारता हिस्टोग्राम,ফ্রিকোয়েন্সি হিস্টোগ্রাম
घटनेची वारंवारता,সংঘটনের ফ্রিকোয়েন্সি
वारंवारता बहुभुज,ফ্রিকোয়েন্সি বহুভুজ
वारंवारता सारणी,ফ্রিকোয়েন্সি টেবিল
फ्रस्टम,frustum
एक पिरॅमिड च्या frustum,একটি পিরামিড এর frustum
गोलाची कुंठित,একটি গোলকের frustum
पूर्ण विस्तार,সম্পূর্ণ সম্প্রসারণ
कार्य,ফাংশন
कार्यात्मक विश्लेषण,কার্যকরী বিশ্লেষণ
मूलभूत,মৌলিক
मूलभूत प्रमेय,মৌলিক উপপাদ্য
बीजगणिताचे मूलभूत प्रमेय,বীজগণিতের মৌলিক উপপাদ্য
आकाशगंगा,ছায়াপথ
गॅलोइस फील्ड,গ্যালোইস ক্ষেত্র
गॅलोईस गट,গ্যালোস গ্রুপ
जुगाराचा नाश,জুয়াড়ির ধ্বংস
खेळ आणि हलवा,খেলা এবং সরানো
संधीचा खेळ,সুযোগের খেলা
फासे चा खेळ,পাশা খেলা
खेळ सिद्धांत,গেম তত্ত্ব
परिपूर्ण आठवणीसह खेळ,নিখুঁত প্রত্যাহার সঙ্গে গেম
खेळ मूल्य,খেলার মান
गॅमा फंक्शन,গামা ফাংশন
गॉस-आर्गंड विमान,গাউস-আর্গ্যান্ড প্লেন
गॉसियन वक्र,গাউসিয়ান বক্ররেখা
गौसियन निर्मूलन,গাউসিয়ান নির্মূল
गॉसियन विमान,গাউসিয়ান প্লেন
गॉस-जॉर्डन कपात,গাউস-জর্ডান হ্রাস
सामान्य केस,সাধারণ ক্ষেত্রে
सामान्य अभिसरण प्रमेय,সাধারণ অভিসারী উপপাদ্য
सामान्य समीकरण,সাধারণ সমীকরণ
सामान्य घटक,সাধারণ ফ্যাক্টর
सामान्य फॉर्म,সাধারণ ফর্ম
सामान्य सूत्र,সাধারণ সূত্র
सामान्य खेळ,সাধারণ খেলা
सामान्य अनुमान,সাধারণ অনুমান
सामान्य अविभाज्य,সাধারণ অবিচ্ছেদ্য
सामान्यीकरण,সাধারণীকরণ
सामान्यीकृत सहयोगी कायदा,সাধারণীকৃত সহযোগী আইন
सामान्यीकृत सातत्य गृहीतक,সাধারণীকৃত ধারাবাহিক অনুমান
सामान्यीकृत बहिर्वक्र कार्य,সাধারণীকৃত উত্তল ফাংশন
सामान्यीकृत समन्वय,সাধারণীকৃত স্থানাঙ্ক
सामान्यीकृत eigen मूल्य समस्या,সাধারণীকৃত eigen মান সমস্যা
सामान्य अभिसरण प्रमेय,সাধারণ অভিসারী উপপাদ্য
सामान्य समीकरण,সাধারণ সমীকরণ
सामान्य घटक,সাধারণ ফ্যাক্টর
सामान्य फॉर्म,সাধারণ ফর্ম
सामान्य सूत्र,সাধারণ সূত্র
सामान्य खेळ,সাধারণ খেলা
सामान्य अनुमान,সাধারণ অনুমান
सामान्य अविभाज्य,সাধারণ অবিচ্ছেদ্য
सामान्यीकरण,সাধারণীকরণ
सामान्यीकृत सहयोगी कायदा,সাধারণীকৃত সহযোগী আইন
सामान्यीकृत सातत्य गृहीतक,সাধারণীকৃত ধারাবাহিক অনুমান
सामान्यीकृत बहिर्वक्र कार्य,সাধারণীকৃত উত্তল ফাংশন
सामान्यीकृत समन्वय,সাধারণীকৃত স্থানাঙ্ক
सामान्यीकृत eigen मूल्य समस्या,সাধারণীকৃত eigen মান সমস্যা
सामान्य नाव,জেনেরিক নাম
पृष्ठभागाची प्रजाती,পৃষ্ঠের বংশ
जिओडेसिक,জিওডেসিক
भौमितिक,জ্যামিতিক
भौमितिक बांधकाम,জ্যামিতিক নির্মাণ
भौमितिक सरासरी,জ্যামিতিক গড়
भौमितिक गुणाकार,জ্যামিতিক বহুগুণ
भूमितीय संभाव्यता,জ্যামিতিক সম্ভাবনা
भौमितिक प्रगती,জ্যামিতিক অগ্রগতি
भौमितिक मालिका,জ্যামিতিক সিরিজ
भौमितिक आकार,জ্যামিতিক আকৃতি
भौमितिक अंकगणित मालिका,জ্যামিতিক পাটিগণিত সিরিজ
भूमिती,জ্যামিতি
जागतिक कमाल,বিশ্বব্যাপী সর্বোচ্চ
जागतिक मालमत्ता,বৈশ্বিক সম্পত্তি
जागतिक किमान,বিশ্বব্যাপী সর্বনিম্ন
जागतिक इष्टतम,বিশ্বব্যাপী সর্বোত্তম
जागतिक मालमत्ता,বৈশ্বিক সম্পত্তি
ग्लोबल सॅडल पॉइंट,গ্লোবাল স্যাডল পয়েন্ট
तंदुरुस्तपणा,ফিট ভালো
ग्रेड सहसंबंध,গ্রেড পারস্পরিক সম্পর্ক
श्रेणीबद्ध डेटा,গ্রেডেড ডেটা
प्रवण,গ্রেডিয়েন্ট
