Marathi,Odiya
व्यत्यय वेळ,ବାଧା ସମୟ
आउटपुट इलेक्ट्रोड,ଆଉଟପୁଟ୍ ଇଲେକ୍ଟ୍ରୋଡ୍
अनुगामी आउटपुट इलेक्ट्रोड,ଟ୍ରେଲିଂ ଆଉଟପୁଟ୍ ଇଲେକ୍ଟ୍ରୋଡ୍ |
d राम,d ram
d राम,d ram
रनऑफ सेल,ରନ୍ ଅଫ୍ ସେଲ୍ |
प्रवाह प्रवाह,ରନ୍ ଅଫ୍ ଷ୍ଟ୍ରିମ୍ |
प्रवाह वेग,ରନ୍ ଅଫ୍ ବେଗ |
छिद्र पाडणे टेप,ପର୍ଫୋରେସନ୍ ଟେପ୍ |
ऑपरेटर बस,ଅପରେଟର ବସ୍
ऑपरेटिंग स्टेज,ଅପରେଟିଂ ପର୍ଯ୍ୟାୟ
अधर्म,ଅଧର୍ମ
कोरडा सेल,ଶୁଖିଲା କକ୍ଷ |
कोरडे कोरीव काम,ଶୁଖିଲା ଇଞ୍ଚିଙ୍ଗ୍ |
कोरडा चित्रपट,ଶୁଖିଲା ଚଳଚ୍ଚିତ୍ର |
कोरडे स्विचिंग,ଶୁଖିଲା ସୁଇଚ୍
ड्रायस्टास आर्ट डिस्प्लेसर,ଡ୍ରିଷ୍ଟାସ୍ ଆର୍ଟ ଡିସପ୍ଲେସର୍ |
डी.टी.ई.,dte
dtl (डायोड ट्रान्झिस्टर लॉजिक),dtl (ଡାୟୋଡ୍ ଟ୍ରାନଜିଷ୍ଟର ତର୍କ)
"ड्वेगेट फेट, ड्वेगेट एफ. ई.टी.","Dwyget Fate, Dwyget F। E.T."
दुहेरी जुळणी,ଡୁଆଲ୍ ମେଳକ |
जोडप्याचे प्रसारण,ଦମ୍ପତି ସଂକ୍ରମଣ
दुहेरी वाचन समन्वयक,ଦୁଇଥର ପଠନ ସଂଯୋଜକ |
"ड्युअल-डिफरन्स अॅनालॉग, डिजिटल कनवर्टर","ଡୁଆଲ୍-ଡିଫେରେନ୍ସ ଆନାଗଲ୍, ଡିଜିଟାଲ୍ କନଭର୍ଟର |"
द्विध्रुवीय बदल,ଡିପୋଲ୍ ପରିବର୍ତ୍ତନ |
डबल फॉलो व्होल्टेज कंट्रोलर,ଦୁଇଥର ଅନୁସରଣ ଭୋଲଟେଜ୍ ନିୟନ୍ତ୍ରକ |
द्वैत,ଦ୍ୱିପାକ୍ଷିକତା |
दुहेरी पंक्ती,ଦୁଇ ଧାଡି
मूक अँटेना,ନୀରବ ଆଣ୍ଟେନା |
डुप्लेक्स ट्रान्समिशन,ଡୁପ୍ଲେକ୍ସ ଟ୍ରାନ୍ସମିସନ୍ |
उपयुक्तता प्रमाण,ଉପଯୋଗିତା ଅନୁପାତ
उपयुक्तता गुणोत्तर मॉड्यूलेशन,ଉପଯୋଗୀତା ଅନୁପାତ ମଡ୍ୟୁଲେସନ୍ |
dB-25 कनेक्टर,dB-25 ସଂଯୋଜକ |
निवासस्थान,ଆବାସ
डायनॅमिक वैशिष्ट्ये,ଗତିଶୀଳ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ
डायनॅमिक वैशिष्ट्ये,ଗତିଶୀଳ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ
डायनॅमिक प्रवाह,ଗତିଶୀଳ କରେଣ୍ଟ |
डायनॅमिक प्रतिबाधा,ଗତିଶୀଳ ପ୍ରତିବନ୍ଧକ |
"डायनॅमिक लोड लाइन, लोड लाइन","ଡାଇନାମିକ୍ ଲୋଡ୍ ଲାଇନ୍, ଲୋଡ୍ ଲାଇନ୍ |"
डायनॅमिक मेमरी,ଗତିଶୀଳ ସ୍ମୃତି
व्हेरिएबल मेमरी सेल,ଭେରିଏବଲ୍ ମେମୋରୀ ସେଲ୍ |
डायनॅमिक मेमरी रिफ्रेशर,ଗତିଶୀଳ ସ୍ମୃତି ସତେଜ
डायनॅमिक माउस उलथापालथ,ଗତିଶୀଳ ମାଉସ୍ ଓଲଟା |
डायनॅमिक रॅम डायनॅमिक रॅम,ଡାଇନାମିକ୍ RAM ଡାଇନାମିକ୍ RAM |
डायनॅमिक श्रेणी,ଗତିଶୀଳ ପରିସର |
डायनॅमिक प्रतिकार,ଗତିଶୀଳ ପ୍ରତିରୋଧ |
डायनॅमिक विस्थापन रजिस्टर,ଗତିଶୀଳ ବିସ୍ଥାପନ ରେଜିଷ୍ଟର |
डायनॅमिक चाचणी,ଗତିଶୀଳ ପରୀକ୍ଷା |
डायनॅमिक व्हिडिओ रँडम ऍक्सेस मेमरी (DVRAM),ଡାଇନାମିକ୍ ଭିଡିଓ ରାଣ୍ଡମ୍ ଆକ୍ସେସ୍ ମେମୋରୀ (DVRAM)
डायनॅमो,ଡାଇନାମୋ |
डायनामोमीटर,ଡାଇନାମୋମିଟର
डायनिट्रॉन ऑसिलेटर,ଡାଇନିଟ୍ରନ୍ ଓସିଲେଟର |
"लवकर परिणाम, लवकर परिणाम","ପ୍ରାରମ୍ଭିକ ପ୍ରଭାବ, ପ୍ରାରମ୍ଭିକ ପ୍ରଭାବ"
ई रोम,e a rom
पृथ्वी कनेक्टिव्हिटी,ପୃଥିବୀ ସଂଯୋଗ
ग्राउंड स्टेशन,ଗ୍ରାଉଣ୍ଡ ଷ୍ଟେସନ୍ |
एबर्स-मॉल-समीकरण,ଏବର୍ସ-ମଲ୍-ସମୀକରଣ |
एबर्स-मॉल-मॉडेल,ଏବର୍ସ-ମାଉଲ୍-ମଡେଲ୍ |
प्रतिध्वनी,ଇକୋ
विरोधी प्रतिध्वनी,ଆଣ୍ଟି ଇକୋ |
एडी वर्तमान,ଏଡି କରେଣ୍ଟ୍ |
स्ट्रँड कनेक्टर,ଷ୍ଟ୍ରାଣ୍ଡ ସଂଯୋଜକ |
कोर डिटेक्टर,କୋର ଡିଟେକ୍ଟର |
कोर ट्रिगर फ्लिप फ्लॉप,କୋର୍ ଟ୍ରିଗର ଫ୍ଲିପ୍ ଫ୍ଲପ୍ |
कोर ट्रिगर कुंडी,କୋର୍ ଟ୍ରିଗର ଲ୍ୟାଚ୍ |
एडिसन प्रभाव,ଏଡିସନ୍ ପ୍ରଭାବ
संपादक,ସମ୍ପାଦକ
प्रभावी क्षेत्र,ପ୍ରଭାବଶାଳୀ କ୍ଷେତ୍ର |
प्रभावी प्रवाह,ପ୍ରଭାବଶାଳୀ କରେଣ୍ଟ୍ |
प्रभावी ग्राउंड त्रिज्या,ପ୍ରଭାବଶାଳୀ ଭୂମି ବ୍ୟାସାର୍ଦ୍ଧ |
प्रभावी उंची,ପ୍ରଭାବଶାଳୀ ଉଚ୍ଚତା |
प्रभावी लांबी,ପ୍ରଭାବଶାଳୀ ଲମ୍ବ |
प्रभावी वस्तुमान,ପ୍ରଭାବଶାଳୀ ଜନତା |
प्रभावी विकिरण शक्ती,ପ୍ରଭାବଶାଳୀ ବିକିରଣ ଶକ୍ତି |
प्रभावी व्होल्टेज,ପ୍ରଭାବଶାଳୀ ଭୋଲଟେଜ୍ |
कार्यक्षमता,ଦକ୍ଷତା
E.E.P. रॉम,E.E.P. ଆର.ଓ. ଏମ
आयकॉनल समीकरण,ଆଇକନ୍ ସମୀକରଣ |
व्यस्त क्षमता,ଓଲଟା କ୍ୟାପିଟାନ୍ସ |
ई-स्तर,ଇ-ସ୍ତର |
विद्युतप्रवाह,ବିଦ୍ୟୁତ ପ୍ରବାହ
विद्युत क्षेत्र,ବ electric ଦ୍ୟୁତିକ କ୍ଷେତ୍ର
विद्युत क्षेत्राची तीव्रता,ବ electric ଦୁତିକ କ୍ଷେତ୍ରର ତୀବ୍ରତା |
विद्युत प्रवाह ओळी,ବ electric ଦୁତିକ କରେଣ୍ଟ ଲାଇନଗୁଡିକ |
विद्युत क्षमता,ବ electric ଦୁତିକ ସମ୍ଭାବନା |
विद्युत शॉक,ବିଦ୍ୟୁତ୍ ସଂଯୋଗ
इलेक्ट्रो-सोल्डर,ଇଲେକ୍ଟ୍ରୋ-ସୋଲ୍ଡର୍ |
विद्युत लहर,ବ electric ଦୁତିକ ତରଙ୍ଗ |
विद्युत लांबी,ବ electrical ଦୁତିକ ଦ length ର୍ଘ୍ୟ |
विद्युत शक्ती,ବିଦ୍ୟୁତ୍ ଶକ୍ତି
वीज,ବିଦ୍ୟୁତ୍
ईसीजी,ECG
इलेक्ट्रिक डायनॅमो मीटर,ଇଲେକ୍ଟ୍ରିକ୍ ଡାଇନାମୋ ମିଟର |
इलेक्ट्रोड,ଇଲେକ୍ଟ୍ରୋଡ୍ |
इलेक्ट्रोड प्रवाह,ଇଲେକ୍ଟ୍ରୋଡ୍ କରେଣ୍ଟ୍ |
इलेक्ट्रोल्युमिनेसन्स,ଇଲେକ୍ଟ୍ରୋଲୁମାଇନ୍ସେନ୍ସ |
इलेक्ट्रोल्युमिनेसेंट डिस्प्ले,ଇଲେକ୍ଟ୍ରୋଲୁମାଇନ୍ସେଣ୍ଟ୍ ପ୍ରଦର୍ଶନ |
गॅल्व्हनिक अलगाव,ଗାଲଭାନିକ୍ ବିଚ୍ଛିନ୍ନତା |
इलेक्ट्रोलाइट,ଇଲେକ୍ଟ୍ରୋଲାଇଟ୍ |
इलेक्ट्रोलाइटिक कॅपेसिटर,ଇଲେକ୍ଟ୍ରୋଲାଇଟିକ୍ କ୍ୟାପେସିଟର୍ |
इलेक्ट्रोलाइटिक कॅपेसिटर,ଇଲେକ୍ଟ୍ରୋଲାଇଟିକ୍ କ୍ୟାପେସିଟର୍ |
इलेक्ट्रोमॅग्नेट,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକ
इलेक्ट्रोमॅग्नेटिक ऊर्जा,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ଶକ୍ତି |
इलेक्ट्रोमॅग्नेटिक प्रेरण,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ଅନୁକରଣ |
"इलेक्ट्रोमॅग्नेटिक हस्तक्षेप, EMI","ବ Elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ହସ୍ତକ୍ଷେପ, EMI |"
इलेक्ट्रोमॅग्नेटिक स्पेक्ट्रम,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ସ୍ପେକ୍ଟ୍ରମ |
इलेक्ट्रोमॅग्नेटिक लहर,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ତରଙ୍ଗ |
विद्युत चुंबकत्व,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟତା |
इलेक्ट्रो मेकॅनिकल फिल्टर,ଇଲେକ୍ଟ୍ରୋ ମେକାନିକାଲ୍ ଫିଲ୍ଟର୍ |
इलेक्ट्रोमीटर,ଇଲେକ୍ଟ୍ରୋମିଟର
विद्युतचुंबकिय बल,ବ elect ଦ୍ୟୁତିକ ଶକ୍ତି
इलेक्ट्रॉन,ଇଲେକ୍ଟ୍ରନ୍
इलेक्ट्रॉन बीम,ଇଲେକ୍ଟ୍ରନ୍ ବିମ୍ |
इलेक्ट्रॉन चार्ज,ଇଲେକ୍ଟ୍ରନ୍ ଚାର୍ଜ |
इलेक्ट्रॉन उत्सर्जन,ଇଲେକ୍ଟ୍ରନ୍ ନିର୍ଗମନ |
इलेक्ट्रॉन प्रवाह,ଇଲେକ୍ଟ୍ରନ୍ ପ୍ରବାହ |
इलेक्ट्रॉन वायू,ଇଲେକ୍ଟ୍ରନ୍ ଗ୍ୟାସ୍ |
इलेक्ट्रॉन उपकरण,ଇଲେକ୍ଟ୍ରନ୍ ଉପକରଣ |
इलेक्ट्रॉन भोक जोडी,ଇଲେକ୍ଟ୍ରନ୍ ଗାତ ଯୋଡି |
इलेक्ट्रॉन मायक्रोस्कोप,ଇଲେକ୍ଟ୍ରନ୍ ମାଇକ୍ରୋସ୍କୋପ୍ |
इलेक्ट्रॉन कक्षा,ଇଲେକ୍ଟ୍ରନ୍ କକ୍ଷପଥ |
इलेक्ट्रॉन शेल,ଇଲେକ୍ଟ୍ରନ୍ ସେଲ୍ |
इलेक्ट्रॉन व्होल्ट,ଇଲେକ୍ଟ୍ରନ୍ ଭୋଲ୍ଟ |
इलेक्ट्रॉन वेव्ह ट्यूब,ଇଲେକ୍ଟ୍ରନ୍ ତରଙ୍ଗ ଟ୍ୟୁବ୍ |
इलेक्ट्रॉनिक चार्ज,ଇଲେକ୍ଟ୍ରୋନିକ୍ ଚାର୍ଜ |
इलेक्ट्रॉनिक डेटा ताण,ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ଚାପ
इलेक्ट्रॉनिक डेटा प्रोसेसिंग,ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
इलेक्ट्रॉनिक की,ଇଲେକ୍ଟ୍ରୋନିକ୍ ଚାବି |
इलेक्ट्रॉनिक मेल (ई-मेल),ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲ୍ (ଇ-ମେଲ୍)
इलेक्ट्रॉनिक वस्तुमान,ଇଲେକ୍ଟ୍ରୋନିକ୍ ମାସ
इलेक्ट्रॉनिक अंकीय,ବ electronic ଦ୍ୟୁତିକ ସଂଖ୍ୟା
इलेक्ट्रॉनिक स्विचिंग,ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍
इलेक्ट्रॉनिक व्होल्टमीटर,ଇଲେକ୍ଟ୍ରୋନିକ୍ ଭୋଲ୍ଟମିଟର |
इलेक्ट्रॉनिक ट्यून केलेला रिसीव्हर,ଇଲେକ୍ଟ୍ରୋନିକ୍ ଟ୍ୟୁନ୍ ହୋଇଥିବା ରିସିଭର୍ |
इलेक्ट्रॉनिक्स उद्योग संघटना,ଇଲେକ୍ଟ୍ରୋନିକ୍ସ ଶିଳ୍ପ ସଙ୍ଗଠନ |
इलेक्ट्रोप्लेटिंग,ଇଲେକ୍ଟ୍ରୋପ୍ଲେଟିଂ
इलेक्ट्रोस्कोप,ଇଲେକ୍ଟ୍ରୋସ୍କୋପ୍ |
विद्युत चुंबकत्व,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟତା |
इलेक्ट्रोस्टॅटिक प्रवाह,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଫ୍ଲକ୍ସ |
इलेक्ट्रोस्टॅटिक संरक्षक,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ସଂରକ୍ଷଣକାରୀ |
घटक,ଉପାଦାନ
श्रेणीसुधारित करा,ଉନ୍ନୟନ
प्रगती कोन,ଉନ୍ନତି କୋଣ
लंबवर्तुळाकार परावर्तक,ଏଲିପସଏଡାଲ୍ ପ୍ରତିଫଳକ |
लंबवर्तुळाकार फिल्टर,ଏଲିପସଏଡାଲ୍ ଫିଲ୍ଟର୍ |
लंबवर्तुळाकार ध्रुव,ଏଲିପସାଇଡ୍ ପୋଲ |
एम्बेडेड प्रणाली,ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |
abssidic कोड,ଅବସିଡିକ୍ କୋଡ୍ |
उत्सर्जक,ନିର୍ଗତ
एमिटर ओरिएंटेशन कॉन्फिगरेशन,ନିର୍ଗତକାରୀ ବିନ୍ୟାସକରଣ
एमिटर बायपास कॅपेसिटर,ନିର୍ଗତ ବାଇପାସ୍ କ୍ୟାପେସିଟର୍ |
उत्सर्जित वैशिष्ट्ये,ନିର୍ଗତ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ
एमिटर जोडलेले अॅम्प्लीफायर,ଏମିଟର ଯୋଡି ଆମ୍ପ୍ଲିଫାୟର୍ |
उत्सर्जक प्रसार,ନିର୍ଗତ ବିସ୍ତାର
उत्सर्जक अनुगामी,ଏମିଟର ଟ୍ରେଲିଂ |
उत्सर्जक प्रतिरोधक,ନିର୍ଗତ ପ୍ରତିରୋଧକ |
emitter स्थिर अभिमुखता कॉन्फिगरेशन,ନିର୍ଗତ ସ୍ଥିର ଆଭିମୁଖ୍ୟ ବିନ୍ୟାସ
एमिटर बेस जंक्शन,ଏମିଟର ବେସ୍ ଜଙ୍କସନ |
"emitter कपल्ड लॉजिक, ECL","ନିର୍ଗତ ଯୁକ୍ତ ତର୍କ, ECL |"
यंत्रीकृत,ଯାନ୍ତ୍ରିକ
सक्षम करा,ସକ୍ଷମ କରନ୍ତୁ |
encapsulation,ଏନକାପସୁଲେସନ୍ |
कोडित्रा,Koditra
एनक्रिप्शन,ଏନକ୍ରିପସନ୍
वर्तुळाकार लाभ,ବୃତ୍ତାକାର ଲାଭ |
रूपांतरण,ରୂପାନ୍ତର
पद्धतशीर,ପ୍ରଣାଳୀ
गोलाकार विस्थापन,ବୃତ୍ତାକାର ବିସ୍ଥାପନ |
रेखांशाचा अँटेना,ଦ୍ରାଘିମା ଆଣ୍ଟେନା |
अनुदैर्ध्य अॅरे,ଦ୍ରାଘିମା ଆରେ |
ऊर्जा,ଶକ୍ତି
ऊर्जा बार,ଶକ୍ତି ଦଣ୍ଡ
बँड अंतर,ବ୍ୟାଣ୍ଡ ଫାଙ୍କ |
ऊर्जा पातळी,ଶକ୍ତି ସ୍ତର
ऊर्जा पातळी आकृती,ଶକ୍ତି ସ୍ତରର ଚିତ୍ର
वर्धित विस्तारित वस्तुमान तपशील,ବର୍ଦ୍ଧିତ ମାସ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
वाढवलेला लेख निबंधक,ବର୍ଦ୍ଧିତ ଆର୍ଟିକିଲ୍ ରେଜିଷ୍ଟ୍ରାର୍ |
वाढ,ଅଭିବୃଦ୍ଧି |
वाढ नमुना,ଅଭିବୃଦ୍ଧି pattern ାଞ୍ଚା
वर्धित Mosfet,ବର୍ଦ୍ଧିତ ମୋସଫେଟ୍ |
एन्ट्रॉपी,ଏଣ୍ଟ୍ରପି
लिफाफा डिमॉड्युलेटर,ଏନଭଲପ୍ ଡେମୋଡ୍ୟୁଲେଟର |
वातावरण,ପରିବେଶ
"एपिटॅक्सी वाढ, चढत्या वाढ","epitaxy ଅଭିବୃଦ୍ଧି, ବୃଦ୍ଧି ବୃଦ୍ଧି |"
"epitracheal स्तर, चढत्या थर","epitracheal ସ୍ତର, ଆରୋହଣ ସ୍ତର |"
"epitaxy, overriding","epitaxy, overriding |"
इपॉक्सी-फायबर ग्लास पातळी,ଇପୋକ୍ସି-ଫାଇବର ଗ୍ଲାସ୍ ସ୍ତର |
EP-ROM,EP-ROM |
एप्सिलॉन,ଏପସିଲନ୍ |
समानीकरण,ସମାନତା
समानीकरण सर्किट,ସମାନତା ସର୍କିଟ |
समानता,ସମାନତା |
समीकरण,ସମୀକରଣ
तुल्यकारक फिल्टर,ସମାନତା ଫିଲ୍ଟର୍ |
समीकरण,ସମୀକରଣ
विषुववृत्त विमान,ସମୀକରଣ ବିମାନ |
isopotential लाइन,isopotential ରେଖା |
समतुल्य पृष्ठ,ସମାନ୍ତରାଳ ପୃଷ୍ଠା |
समतुल्य सर्किट,ସମାନ ସର୍କିଟ |
समतुल्य इनपुट आवाज जनरेटर,ସମାନ ଇନପୁଟ୍ ଶବ୍ଦ ଜେନେରେଟର |
समतुल्य इनपुट आवाज प्रतिकार,ସମାନ ଇନପୁଟ୍ ଶବ୍ଦ ପ୍ରତିରୋଧ |
समतुल्य समस्थानिक विकिरण शक्ती,ସମାନ ଆଇସୋଟୋପିକ୍ ବିକିରଣ ଶକ୍ତି |
हटवा,ଡିଲିଟ୍ କରନ୍ତୁ |
ऊर्जा प्रक्रिया,ଶକ୍ତି ପ୍ରକ୍ରିୟା
त्रुटी नियंत्रण कोडिंग,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ କୋଡିଂ |
त्रुटी सुधारणे कोड,ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍ |
त्रुटी शोध कोड,ତ୍ରୁଟି ଚିହ୍ନଟ କୋଡ୍
त्रुटी हाताळणी,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ
त्रुटी दर,ତ୍ରୁଟି ହାର
त्रुटी व्होल्टेज,ତ୍ରୁଟି ଭୋଲଟେଜ୍ |
एरर एम्पलीफायर,ତ୍ରୁଟି ଏମ୍ପ୍ଲିଫାୟର୍ |
इसाकी डायोड,ଇସାକି ଡାୟୋଡ୍ |
नक्षीकाम,ଇଚିଂ
इथरनेट,ଇଥରନେଟ୍ |
युलरचे प्रमेय,ଇଉଲର୍ଙ୍କ ତତ୍ତ୍। |
परिमाण कमी करणारा मोड,ପ୍ରଶସ୍ତତା ହ୍ରାସ ମୋଡ୍ |
बाष्पीभवन प्रक्रिया,ବାଷ୍ପୀକରଣ ପ୍ରକ୍ରିୟା |
ई-वेक्टर,ଇ-ଭେକ୍ଟର୍ |
समता,ସମାନତା
अपवाद हाताळणी,ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |
अतिरिक्त आवाज प्रमाण,ଅତିରିକ୍ତ ଶବ୍ଦ ଅନୁପାତ |
तिहेरी कोड,ଟ୍ରିପଲ୍ କୋଡ୍
उत्तेजना सारणी,ଉତ୍ସାହ ସାରଣୀ |
इको XOR गेट,ଇକୋ XOR ଗେଟ୍ |
अंमलबजावणी सॉफ्टवेअर,ନିଷ୍ପାଦନ ସଫ୍ଟୱେର୍
अंमलबजावणी हलवा,ନିଷ୍ପାଦନ ପଦକ୍ଷେପ
अंमलबजावणी वेळ,ନିଷ୍ପାଦନ ସମୟ
अनन्य नॉर गेट,ଏକ୍ସକ୍ଲୁସିଭ୍ ନୋର ଗେଟ୍ |
प्रसारक,ପ୍ରସାରଣକାରୀ
घातांकीय क्षय,କ୍ଷୟକ୍ଷତି କ୍ଷୟ |
घातांक डायोड,ସୂକ୍ଷ୍ମ ଡାୟୋଡ୍ |
एक्सपोनेन्शियल फूरियर मालिका,ଏକ୍ସପେନ୍ସେନାଲ୍ ଫୁରିଅର୍ ସିରିଜ୍ |
घातांकीय कार्य,ସୂକ୍ଷ୍ମ କାର୍ଯ୍ୟ
बाह्य वारंवारता प्रतिकार,ବାହ୍ୟ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିରୋଧ |
खूप उच्च वारंवारता,ବହୁତ ଉଚ୍ଚ ଫ୍ରିକ୍ୱେନ୍ସି |
उच्च क्षमता,ଉଚ୍ଚ ସମ୍ଭାବନା |
खूप लहान वारंवारता,ବହୁତ ଛୋଟ ଫ୍ରିକ୍ୱେନ୍ସି |
अभेद्य सेमीकंडक्टर,ଅପ୍ରାକୃତିକ ସେମିକଣ୍ଡକ୍ଟର |
फाईल उघडा,ଫାଇଲ୍ ଖୋଲ |
सेमीकंडक्टर फॅब्रिकेशन,ସେମିକଣ୍ଡକ୍ଟର ଗଠନ
फॅब्रि पेरो रेझोनेटर,ଫାବ୍ରି ପେରୋ ରିଜୋନେଟର |
पटल,ପ୍ୟାନେଲ୍ |
गुणक,ଗୁଣକ
तथ्यात्मक,ଫ୍ୟାକ୍ଟୋରିଆଲ୍ |
कमतरता,ଲାକୁନା
क्षीणन,ଆଘାତ
क्षीणन,ଆଘାତ
फही एकतर्फी पारगम्यता मापक,ଫାହି ଏକପାଖିଆ ଅନୁମତି ମାପକାରୀ |
अपयश,ବିଫଳତା
अयशस्वी मोड,ବିଫଳ ମୋଡ୍ |
अपयशाचा दर,ବିଫଳତା ହାର
फेअर चाइल्ड सेमीकंडक्टर,ମେଳା ଶିଶୁ ସେମିକଣ୍ଡକ୍ଟର |
गडी बाद होण्याचा क्रम,ପତନ ଅବଧି
पाटी कलाड कोर,ପାଟି କାଲାଡ୍ କୋର |
पॅट कोर,ପ୍ୟାଟ୍ କୋର୍ |
कोसळणे,ଭୁଶୁଡ଼ିବା |
खोटे,ମିଥ୍ୟା
दुमडलेला कागद,ଫୋଲଡ୍ କାଗଜ |
इनपुट,ଇନପୁଟ୍
अंक क्रमांक,ସଂଖ୍ୟା ସଂଖ୍ୟା
फरद,farad
फॅराडे प्रभाव,ଦୂର ପ୍ରଭାବ
फॅराडे रोटेशन,ଫାରାଡେ ଘୂର୍ଣ୍ଣନ |
फॅराडे स्क्रीन,ଦୂର ପରଦା |
फॅराडे स्थिरांक,ଫାରାଡେ ସ୍ଥିର |
फॅरेडेचा कायदा,ଫାରାଡେଙ୍କ ନିୟମ |
प्रतिकृती,ପ୍ରତିକୃତି
प्रतिकृती प्राप्तकर्ता,ପ୍ରତିକୃତି ରସିଭର୍ |
प्रतिकृती कम्युनिकेटर,ପ୍ରତିକୃତି ଯୋଗାଯୋଗକାରୀ |
प्रतिकृती,ପ୍ରତିକୃତି
प्रतिकृती सिग्नल,ନକଲ ସଙ୍କେତ
तीक्ष्ण कोर,ତୀକ୍ଷ୍ଣ ମୂଳ |
द्रुत फोरियर ट्रान्सफॉर्म,ଶୀଘ୍ର ଫୁରିଅର୍ ଟ୍ରାନ୍ସଫର୍ମ |
जहाजाची पावती दिनकरी,ଜାହାଜ ରସିଦ ଡିଙ୍କାରୀ |
फाइल वाटप वेळापत्रक,ଫାଇଲ୍ ଆବଣ୍ଟନ କାର୍ଯ୍ୟସୂଚୀ |
गंभीर त्रुटी,ସାଂଘାତିକ ତ୍ରୁଟି |
मूळ फाइल,ପ୍ୟାରେଣ୍ଟ୍ ଫାଇଲ୍ |
इनपुट,ଇନପୁଟ୍
"दोष, दोष","ଦୋଷ, ଦୋଷ"
दोष विश्लेषण,ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |
दोष रेटिंग,ତ୍ରୁଟି ମୂଲ୍ୟାୟନ
दोष स्थानिकीकरण,ତ୍ରୁଟି ଲୋକାଲାଇଜେସନ୍ |
दोष स्थानिक पूल,ତ୍ରୁଟି ସ୍ଥାନୀୟ ସେତୁ |
फॉल्ट फिल्टर टॉगल,ତ୍ରୁଟି ଫିଲ୍ଟର ଟୋଗଲ୍ |
पडणे सहिष्णुता,ସହନଶୀଳତା
फॅनोचे अल्गोरिदम,ଫାନୋର ଆଲଗୋରିଦମ |
अंक क्रमांक,ସଂଖ୍ୟା ସଂଖ୍ୟା
अंक क्रमांक वृक्ष,ସଂଖ୍ୟା ଗଛ ଦିଅ |
फॅक्स,ଫ୍ୟାକ୍ସ
फाइल संयोजन,ଫାଇଲ୍ ମିଶ୍ରଣ |
F कनेक्टर,F ସଂଯୋଜକ |
वारंवारता विभाग मल्टीप्लेक्सर,ଫ୍ରିକ୍ୱେନ୍ସି ଡିଭିଜନ୍ ମଲ୍ଟିପ୍ଲେକ୍ସର୍ |
FEC कोड,FEC କୋଡ୍
फेडरल कम्युनिकेशन्स कमिशन,ଫେଡେରାଲ୍ ଯୋଗାଯୋଗ ଆୟୋଗ |
पुनर्गुंतवणूक लूप लाभ,ପୁନ rein ନିବେଶ ଲୁପ୍ ଲାଭ |
कमी झालेले चुंबकीय पदार्थ,ଆଘାତପ୍ରାପ୍ତ ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |
इनपुट,ଇନପୁଟ୍
पुनर्गुंतवणूक उत्पन्न,ପୁନ vest ନିବେଶ ଅମଳ |
निर्वाह नुकसान,ରୋଜଗାର କ୍ଷତି
पुनर्गुंतवणूक,ପୁନ vest ନିବେଶ
पुनर्गुंतवणूक अॅम्प्लिफायर,ପୁନ rein ନିବେଶ ଏମ୍ପ୍ଲିଫାୟର୍ |
पुन्हा परिचय विकृती,ପୁନ tr ଉତ୍ପାଦନ ବିକୃତି |
पुनर्गुंतवणूक ब्लॉक आकृती,ପୁନ rein ନିବେଶ ବ୍ଲକ ଚିତ୍ର |
पुनर्गुंतवणूक प्रवाह आकृती,ପୁନ rein ନିବେଶ ଷ୍ଟ୍ରିମ୍ ଚିତ୍ର |
