Gujarati,Tamil
કિલોગ્રામ ફોર્સ મીટર,கிலோகிராம் விசை மீட்டர்
કિલોવોટ કલાક,கிலோவாட் மணி
રાજા બંધ,கிங் மூடல்
રસોડું,சமையலறை
લેસ્ડ કૉલમ,லேஸ்டு நெடுவரிசை
લેગીંગ,பின்னடைவு
લેમેલા મૂળ,லமெல்லா வேர்
લેમિનર પ્રવાહ,லேமினார் ஓட்டம்
દીવો છિદ્ર,விளக்கு துளை
જમીન સંવર્ધન,நிலப் பெருக்கம்
લેન્ડ સ્લાઇડિંગ,நில சறுக்கல்
લેટેરાઇટ,லேட்டரைட்
લેટેરાઇટ માટી,லேட்டரைட் மண்
મોટી સંખ્યાનો કાયદો,பெரிய எண்களின் சட்டம்
લેઆઉટ યોજના,தளவமைப்பு திட்டம்
ખાતાવહી,பேரேடு
ચૂનો પાન,சுண்ணாம்பு பான்
લિંટેલ,லிண்டல்
પ્રવાહી મર્યાદા,திரவ வரம்பு
લાઈવ લોડ,நேரடி சுமை
લોમ,களிமண்
સ્થાનિક એક્ઝોસ્ટ વેન્ટિલેશન,உள்ளூர் வெளியேற்ற காற்றோட்டம்
લોકો યાર્ડ,லோகோ முற்றம்
લોસ,லூஸ்
ઓછી પ્લાસ્ટિક મર્યાદા,குறைந்த பிளாஸ்டிக் வரம்பு
ઓછી ગરમી સિમેન્ટ,குறைந்த வெப்ப சிமெண்ட்
મશીન મોલ્ડિંગ,இயந்திர மோல்டிங்
મેક્રોસ્ટ્રક્ચર,மேக்ரோஸ்ட்ரக்சர்
મુખ્ય હેડ રેગ્યુલેટર,முக்கிய தலைமை சீராக்கி
મુખ્ય બંદર,முக்கிய துறைமுகம்
મેકઅપ એર,ஒப்பனை காற்று
મૅનસાર્ડ,மான்சார்ட்
માર્શલિંગ યાર્ડ,மார்ஷலிங் முற்றம்
ચણતર,கொத்து
પરિપક્વતા તાપમાન,முதிர்ச்சியடைந்த வெப்பநிலை
મેઝેનાઇન ફ્લોર,இடைமட்ட மாடி
યાંત્રિક વિશ્લેષણ,இயந்திர பகுப்பாய்வு
યાંત્રિક વેન્ટિલેશન,இயந்திர காற்றோட்டம்
મેટ્રિક સિસ્ટમ,மெட்ரிக் அமைப்பு
માઇક્રોસ્ટ્રક્ચર,நுண் கட்டமைப்பு
મિલી સમકક્ષ,மில்லிக்கு சமம்
મિલી સમકક્ષ પ્રતિ લિટર,ஒரு லிட்டருக்கு மில்லி சமம்
ખનિજ,கனிம
ખનિજ માટી,கனிம மண்
નાના બંદર,சிறிய துறைமுகம்
Mitred બંધ,மிட்ரெட் மூடல்
મોબાઇલ સોઇલ કોલોઇડ,நடமாடும் மண் கொலாய்டு
ભેજનું પ્રમાણ,ஈரப்பதம்
ભેજ ઢાળ,ஈரப்பதம் சாய்வு
મોનોલિથ,ஒற்றைக்கல்
મોનોરેલ,மோனோரயில்
નેશનલ હાર્બર કાઉન્સિલ,தேசிய துறைமுக சபை
કુદરતી પથારી,இயற்கை படுக்கை
કુદરતી પૂર્ણાહુતિ,இயற்கையான பூச்சு
કુદરતી બંદર,இயற்கை துறைமுகம்
કુદરતી વેન્ટિલેશન,இயற்கை காற்றோட்டம்
નેવલ બંદર,கடற்படை துறைமுகம்
ન્યુટન,நியூட்டன்
બિન-સમાન પ્રવાહ,சீரற்ற ஓட்டம்
પાણીનો દર રોકે છે,நீர் வீதத்தை ஆக்கிரமித்துள்ளது
ઓઇલ પેઇન્ટ,எண்ணெய் வண்ணப்பூச்சு
તેલનો કૂવો સિમેન્ટ,எண்ணெய் கிணறு சிமெண்ட்
ચેનલ ફ્લો ખોલો,திறந்த சேனல் ஓட்டம்
મહત્તમ ભેજ,உகந்த ஈரப்பதம்
ઓર્ગેનિક માટી,கரிம மண்
ઓરિએન્ટેશન,நோக்குநிலை
ઓર્થોગોનલ,ஆர்த்தோகனல்
ઓર્ટસ્ટેઇન,ஆர்ட்ஸ்டீன்
બાહ્ય સંકેત,வெளிப்புற சமிக்ஞை
ઓક્સિડેશન,ஆக்சிஜனேற்றம்
પેન્ટ્રી,சரக்கறை
પેરાપેટ,பாரபெட்
પેરાપેટ દિવાલ,பாரபெட் சுவர்
પિતૃ સામગ્રી,பெற்றோர் பொருள்
પેબલ કાસ્ટ પ્લાસ્ટર,கூழாங்கல் வார்ப்பு பிளாஸ்டர்
પેડલફર,பெடல்பர்
પેડોકલ,பெடோகல்
પેડોજેનેસિસ,பெடோஜெனெசிஸ்
પેડોલોજી,பெடாலஜி
પીડોસ્ફિયર,பெடோஸ்பியர்
પેનેટ્રોમીટર,பெனெட்ரோமீட்டர்
પેન્ટ છત,பென்ட் கூரை
પેપ્ટાઇઝિંગ એજન્ટ,பெப்டிசிங் முகவர்
વિશ્લેષણનો સમયગાળો,பகுப்பாய்வு காலம்
પેપેન્ડ,பெர்பென்ட்
શોષણ,பெர்ஸர்ப்ஷன்
પિયર,பையர்
પિલાસ્ટર,பிலாஸ்டர்
પીચ,பிட்ச்
ખાડાવાળી છત,பிட்ச் கூரை
સાદો કોંક્રિટ,வெற்று கான்கிரீட்
પ્લેન કોણ,விமான கோணம்
સાદો યાર્ડ,சமவெளி முற்றம்
પ્લાન્સોલ,பிளான்சோல்
પ્લાસ્ટિક સુસંગતતા,பிளாஸ்டிக் நிலைத்தன்மை
પ્લાસ્ટીસીટી,பிளாஸ்டிசிட்டி
પ્લાસ્ટિસિટી ઇન્ડેક્સ,பிளாஸ்டிசிட்டி இன்டெக்ஸ்
પ્લાસ્ટિસિટી મર્યાદા,பிளாஸ்டிசிட்டி வரம்பு
પ્લાસ્ટિસિટી શ્રેણી,பிளாஸ்டிசிட்டி வரம்பு
પ્લેટી માળખું,பிளாட்டி அமைப்பு
પ્લિન્થ,பீடம்
ખેડાણની માટી,உழவு மண்
આલુ પથ્થર,பிளம் கல்
પોડઝોલ,போட்ஸோல்
નિર્દેશ,சுட்டி
બહુકોણીય દિવાલ,பலகோண சுவர்
છિદ્ર જગ્યા,துளை இடம்
બંદર,துறைமுகம்
હકારાત્મક વેન્ટિલેશન,நேர்மறை காற்றோட்டம்
પ્રેરી માટી,புல்வெளி மண்
ચોકસાઇ,துல்லியம்
પ્રાથમિક કણ,முதன்மை துகள்
પ્રિઝમેટિક માળખું,பிரிஸ்மாடிக் அமைப்பு
ઉત્પાદક કાર્ય,உற்பத்தி வேலை
પ્રોજેક્ટનું સમર્થન,திட்ட நியாயப்படுத்தல்
રક્ષણાત્મક કાર્ય,பாதுகாப்பு வேலை
સ્યુડો-માયસેલિયમ,போலி-மைசீலியம்
ખાબોચિયું,குட்டை
પગીંગ,புக்கிங்
પ્યુમિસ,பியூமிஸ்
પંચોન,குத்து
કઠપૂતળી,பொம்மை
પુટલોગ,புட்லாக்
પુટલોગ સ્કેફોલ્ડ,புட்லாக் சாரக்கட்டு
જથ્થો સર્વેયર,அளவு சர்வேயர்
ખાણનો રસ,குவாரி சாறு
ક્વે,குவே
રાણી બંધ,ராணி மூடல்
ક્વોઈન,குவோயின்
રાફ્ટ ફાઉન્ડેશન,ராஃப்ட் அடித்தளம்
રેકર,ரேக்கர்
રેકિંગ,ரேக்கிங்
રેકિંગ બોન્ડ,ரேக்கிங் பத்திரம்
Raking ફ્લેશિંગ,ரேக்கிங் ஒளிரும்
ઝડપથી બદલાતો પ્રવાહ,வேகமாக மாறுபடும் ஓட்டம்
વસૂલપાત્ર ચુકવણી,திரும்பப் பெறக்கூடிய கட்டணம்
લાલ પૃથ્વી,சிவப்பு பூமி
લાલ લોમ,சிவப்பு களிமண்
રેગ્યુલેટર,சீராக்கி
રેગુર અથવા કાળી કપાસની માટી,ரெகர் அல்லது கருப்பு பருத்தி மண்
ચુકવણી કરાર,திருப்பிச் செலுத்தும் ஒப்பந்தம்
શેષ સંકોચન,எஞ்சிய சுருக்கம்
શેષ માટી,எஞ்சிய மண்
ઉઘાડી,வெளிப்படுத்து
પીન જણાવો,பின்னை வெளிப்படுத்து
ટાઈ જાહેર કરો,டை வெளிப்படுத்து
રિજ,ரிட்ஜ்
રિજ કેપિંગ,ரிட்ஜ் கேப்பிங்
નદી,நதி
રોડ સ્ટેડ,சாலை நிலை
રફ પ્લાસ્ટર,கரடுமுரடான பிளாஸ்டர்
રોડાં,இடிபாடுகள்
રોડાં ચણતર,இடிந்த கொத்து
રોડાંની દિવાલ,இடிந்த சுவர்
ચાલી રહેલ માપન,இயங்கும் அளவீடு
સલામત બેરિંગ ક્ષમતા,பாதுகாப்பான தாங்கும் திறன்
મીઠું ગ્લેઝ,உப்பு படிந்து
નમૂનાનું કદ,மாதிரி அளவு
નમૂના વિતરણ,மாதிரி விநியோகம்
સેમ્પલિંગ ભૂલ,மாதிரி பிழை
રેતી,மணல்
રેતી પૂર્ણાહુતિ,மணல் பூச்சு
રેતી હાથ મોલ્ડિંગ,மணல் கை மோல்டிங்
સેન્ડિંગ,மணல் அள்ளுதல்
સંતૃપ્ત માટી,நிறைவுற்ற மண்
સંતૃપ્ત માટી પેસ્ટ,நிறைவுற்ற மண் பேஸ்ட்
સંતૃપ્તિ અર્ક,செறிவூட்டல் சாறு
સંતૃપ્તિ ટકાવારી,செறிவூட்டல் சதவீதம்
રકાબી ગુંબજ,சாசர் குவிமாடம்
પાલખ,சாரக்கட்டு
શિસ્ટ,ஷிஸ்ட்
સમુદ્ર બંદર,கடல் துறைமுகம்
ગુપ્ત ગટર,ரகசிய சாக்கடை
બીજું,இரண்டாவது
સેડિમેન્ટેશન વિશ્લેષણ,வண்டல் பகுப்பாய்வு
અર્ધ-કૃત્રિમ બંદર,அரை செயற்கை துறைமுகம்
અર્ધ ભરતી ડોક,அரை அலை கப்பல்
સેનાઇલ,முதுமை
શેલ,ஷேல்
શીટનો ખૂંટો,தாள் குவியல்
સંકોચન મર્યાદા,சுருக்க வரம்பு
શટરીંગ,ஷட்டரிங்
સિઆલિટિક માટી,சியாலிடிக் மண்
સિરોઝેમ,சிரோஜெம்
સીલ,சில்லு
કાંપ,வண்டல் மண்
સિંગલ ફ્લેમિશ લોહી,ஒற்றை சதை இரத்தம்
એક દાણાદાર માળખું,ஒற்றை தானிய அமைப்பு
હાડપિંજરની માટી,எலும்பு மண்
સ્કર્ટિંગ,பாவாடை
સ્લીપર દિવાલ,ஸ்லீப்பர் சுவர்
બાજુની ગટર,பக்கவாட்டு சாக்கடை
સ્લાઇડ નિયમ,ஸ்லைடு விதி
સ્લિપ ડોક,ஸ்லிப் டாக்
સ્મોનીઝા,ஸ்மோனிசா
પલાળીને,ஊறவைத்தல்
માટીનું જોડાણ,மண் சங்கம்
માટી વર્ગ,மண் வகுப்பு
માટી સંકુલ,மண் வளாகம்
જમીનની સુસંગતતા,மண் நிலைத்தன்மை
માટી કુટુંબ,மண் குடும்பம்
માટી ફ્રેમ વર્ક,மண் சட்ட வேலை
જમીનની ભેજ,மண்ணின் ஈரப்பதம்
જમીનમાં ભેજનું સંવર્ધન,மண்ணின் ஈரப்பதம் பெருக்கம்
જમીનમાં ભેજની ઉણપ,மண்ணின் ஈரப்பதம் குறைபாடு
માટી મોર્ફોલોજી,மண் உருவவியல்
માટીનો કણ,மண் துகள்
માટીનો તબક્કો,மண் கட்டம்
માટી પ્રોફાઇલ,மண் விவரக்குறிப்பு
માટીની પ્રતિક્રિયા,மண் எதிர்வினை
માટી અલગ પડે છે,மண் பிரிகிறது
માટી શ્રેણી,மண் தொடர்
માટી ઉકેલ,மண் தீர்வு
માટીનું માળખું,மண் அமைப்பு
માટીની રચના,மண் அமைப்பு
માટીનો પ્રકાર,மண் வகை
સોલમ,சோலம்
સોર્પ્શન,சோர்ப்ஷன்
spalls,ஸ்பால்கள்
ચોક્કસ આયન અસર,குறிப்பிட்ட அயனி விளைவு
ચોરસ કોર્સ્ડ રોડાં ચણતર,சதுர வடிவ இடிபாடுகள்
ચોરસ નિયમિત કોર્સ્ડ રોડાં ચણતર,ஸ்கொயர் ரெகுலர் கோர்ஸ்டு இடிந்த கல் கொத்து
સ્થિર પ્રવાહ,நிலையான ஓட்டம்
સ્ટેપ્ડ ફ્લેશિંગ,மிளிரும் படி
સ્ટીકીનેસ,ஒட்டும் தன்மை
સ્ટિકિંગ પોઈન્ટ,ஒட்டும் புள்ளி
પથ્થર,கல்
સ્લોપ હેન્ડ મોલ્ડિંગ,ஸ்லோப் கை மோல்டிங்
પટ્ટા મિજાગરું,பட்டா கீல்
સ્ટ્રો બોર્ડ,வைக்கோல் பலகை
પ્રવાહ,ஸ்ட்ரீம்
તણાવ,மன அழுத்தம்
સ્ટ્રેચર,நீட்டுபவர்
સ્ટ્રેચર બોન્ડ,ஸ்ட்ரெச்சர் பிணைப்பு
સ્ટ્રેચર કોર્સ,ஸ்ட்ரெச்சர் படிப்பு
તાર,லேசான கயிறு
શબ્દમાળા કોર્સ,சரம் பாடநெறி
માળખું પરિબળ,கட்டமைப்பு காரணி
સ્ટ્રક્ચર ઇન્ડેક્સ,கட்டமைப்பு குறியீடு
સાગોળ,ஸ்டக்கோ
સંવર્ધન,வீரியமான
સ્ટાયલોબેટ,ஸ்டைலோபேட்
સબ માટી,துணை மண்
પેટા માળખું,துணை அமைப்பு
સમીકરણ વળાંક,கூட்டுத்தொகை வளைவு
સૂર્ય અભ્રક,சன் மைக்கா
સુપર સ્ટ્રક્ચર,சூப்பர் கட்டமைப்பு
સર્વેયર,நிலமளப்போர்
એસ-મૂલ્ય,எஸ்-மதிப்பு
સ્વેગ,அங்கும் இங்கும் அசை
હંસની ગરદન,ஸ்வான் கழுத்து
ટેબરનેકલ,கூடாரம்
ટેબલ હેન્ડ મોલ્ડિંગ,மேஜை கை மோல்டிங்
ટેન્કીંગ,டேங்கிங்
ટેમ્પીએટ્ટો,டெம்பீட்டோ
ટેમ્પરિંગ,வெப்பநிலை மாற்றம்
ઢાંચો,டெம்ப்ளேட்
ઢાંચો,டெம்ப்ளேட்
ટેપિડેરિયમ,டெபிடேரியம்
ટેરાકોટા,டெரகோட்டா
ટેરા રોઝા,டெர்ரா ரோசா
ટેરાઝો,டெர்ராஸோ
ટેટ્રા શૈલી,டெட்ரா பாணி
થ્રેશોલ્ડ મર્યાદા મૂલ્ય,வரம்பு வரம்பு மதிப்பு
ગળું,தொண்டை
પથ્થર દ્વારા,கல் மூலம்
ભરતી બેસિન,டைடல் பேசின்
ટાઈ બાર,டை பார்
ટાઈ બીમ,கற்றை கட்டவும்
સળિયો બાંધો,டை ராட்
તિર્સ,Tirs
સહનશીલતા,சகிப்புத்தன்மை
ટૂથિંગ,பல்வலி
ટોચની માટી અથવા સપાટીની માટી,மேல் மண் அல்லது மேற்பரப்பு மண்
કુલ છિદ્રાળુતા,மொத்த போரோசிட்டி
ટ્રેસરી,டிரேசரி
ટ્રેન પ્રતિકાર,ரயில் எதிர்ப்பு
ટ્રાન્સેપ્ટ,இடமாற்றம்
ટ્રાન્ઝિશનલ માટી,இடைநிலை மண்
ટ્રાન્સમ,டிரான்ஸ்சம்
પરિવહન માટી,போக்குவரத்து மண்
ઉપનદી,துணை நதி
ટ્રાઇફોરિયમ,டிரிஃபோரியம்
ટ્રાઇગ્લિફ,ட்ரைகிளிஃப்
કાપેલી માટી,துண்டிக்கப்பட்ட மண்
તોફાની પ્રવાહ,கொந்தளிப்பான ஓட்டம்
સંઘાડો,சிறு கோபுரம்
ટાઇમ્પર નંબર,டைம்பார் எண்
અંતિમ બેરિંગ ક્ષમતા,இறுதி தாங்கும் திறன்
અલ્ટીમેટ પીએચ,அல்டிமேட் பிஎச்
અનકોર્સ્ડ રેન્ડમ રોડાં ચણતર,ஒழுங்கற்ற சீரற்ற இடிந்த கொத்து
અનકોર્સ્ડ ચોરસ રોડાં ચણતર,கட்டமைக்கப்படாத சதுர இடிபாடுகள்
અન્ડરક્રોફ્ટ,அண்டர்கிராஃப்ட்
અપૂર્ણ છિદ્રાળુતા,நிரப்பப்படாத போரோசிட்டி
સમાન પ્રવાહ,சீரான ஓட்டம்
એકમ ફ્રેમ પ્રકાર પાલખ,அலகு சட்ட வகை சாரக்கட்டு
બિનઉત્પાદક કાર્ય,பயனற்ற வேலை
અસંતૃપ્ત માટી,நிறைவுறா மண்
અસ્થિર પ્રવાહ,நிலையற்ற ஓட்டம்
ઉચ્ચ પ્લાસ્ટિક મર્યાદા,மேல் பிளாஸ்டிக் வரம்பு
ખીણ ગટર,பள்ளத்தாக்கு சாக்கடை
વૉલ્ટ,வால்ட்
વેટેરિયમ,வெட்டாரியம்
વેન્ટિલેશન,காற்றோட்டம்
વેન્ટિલેટર,மறுபடியும்
વેરામદાહ,வெரம்தா
વેસ્ટિબ્યુલ,வேஸ்டிபுல்
વિલા,வில்லா
