English,Gujarati
direct conversion,સીધું રૂપાંતર
direct coupling,સીધું જોડાણ
direct memory access (DMA),ડાયરેક્ટ મેમરી એક્સેસ (DMA)
direct memory acess (DMA),ડાયરેક્ટ મેમરી એક્સેસ (DMA)
direct method,સીધી પદ્ધતિ
directive,નિર્દેશ
directory,ડિરેક્ટરી
directory server,ડિરેક્ટરી સર્વર
directory service,ડિરેક્ટરી સેવા
disable,નિષ્ક્રિય
disabling signal,નિષ્ક્રિય સંકેત
disconnect,ડિસ્કનેક્ટ
discrete,અલગ
disk,ડિસ્ક
disk address,ડિસ્ક સરનામું
disk array,ડિસ્ક એરે
disk capacity,ડિસ્ક ક્ષમતા
disk drive,ડિસ્ક ડ્રાઇવ
disk file,ડિસ્ક ફાઇલ
disk memory,ડિસ્ક મેમરી
disk operating system (DOS),ડિસ્ક ઓપરેટિંગ સિસ્ટમ (DOS)
disk pack,ડિસ્ક પેક
disk server,ડિસ્ક સર્વર
disk storage,ડિસ્ક સંગ્રહ
diskette,ડિસ્કેટ
display file,ડિસ્પ્લે ફાઇલ
display image,પ્રદર્શિત છબી
disposal,નિકાલ
distance,અંતર
distance function,અંતર કાર્ય
distortion,વિકૃતિ
distributed,વિતરિત
distributed data,વિતરિત ડેટા
distributed server,વિતરિત સર્વર
distributed system,વિતરણ સિસ્ટમ
distributive,વિતરણકારી
document,દસ્તાવેજ
document retrieved,દસ્તાવેજ પુનઃપ્રાપ્ત
document window,દસ્તાવેજ વિન્ડો
documentation,દસ્તાવેજીકરણ
domain,ડોમેન
domain name,ડોમેન નામ
dot matrix printer,ડોટ મેટ્રિક્સ પ્રિન્ટર
down,નીચે
down link,ડાઉન લિંક
down loading,ડાઉન લોડિંગ
down time,ડાઉન સમય
dragging,ખેંચીને
DRAM (dynamic RAM),DRAM (ડાયનેમિક રેમ)
drift,ડ્રિફ્ટ
driver,ડ્રાઈવર
drop,ડ્રોપ
drop down list box,ડ્રોપ ડાઉન સૂચિ બોક્સ
drum drive,ડ્રમ ડ્રાઇવ
drum printer,ડ્રમ પ્રિન્ટર
drum unit,ડ્રમ યુનિટ
dual,દ્વિ
dual density,બેવડી ઘનતા
dummy address,બનાવટી સરનામું
dump,ડમ્પ
duplex circuit,ડુપ્લેક્સ સર્કિટ
duplexing,દ્વિગુણિત
duplicate,ડુપ્લિકેટ
DVD R/W,ડીવીડી આર/ડબલ્યુ
DVD ROM,ડીવીડી રોમ
dynamic instruction,ગતિશીલ સૂચના
dynamic memory,ગતિશીલ મેમરી
dynamics,ગતિશીલતા
EBCDIC,EBCDIC
e-business,ઈ-વ્યવસાય
echo,પડઘો
e-commerce,ઈ-કોમર્સ
edit,ફેરફાર કરો
editor,સંપાદક
educational technology,શૈક્ષણિક ટેકનોલોજી
EEP rom,EEP રોમ
effective address (floating address),અસરકારક સરનામું (ફ્લોટિંગ સરનામું)
effective operand address,અસરકારક ઓપરેન્ડ સરનામું
effective procedure,અસરકારક પ્રક્રિયા
effective UID (user identification),અસરકારક UID (વપરાશકર્તા ઓળખ)
efffective transmission operand,અસરકારક ટ્રાન્સમિશન ઓપરેન્ડ
eight-bit byte,આઠ-બીટ બાઈટ
e-learning,ઈ-લર્નિંગ
election-algirthm,ચૂંટણી-અલગર્થમ
electric mailing (e-mail),ઇલેક્ટ્રિક મેઇલિંગ (ઇ-મેલ)
electric printer,ઇલેક્ટ્રિક પ્રિન્ટર
electrical accounting machine,ઇલેક્ટ્રિકલ એકાઉન્ટિંગ મશીન
electronic,ઇલેક્ટ્રોનિક
electronic clearance system (ECS),ઇલેક્ટ્રોનિક ક્લિયરન્સ સિસ્ટમ (ECS)
electronic data interchange (EDI),ઇલેક્ટ્રોનિક ડેટા ઇન્ટરચેન્જ (EDI)
electronic data processing,ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ
electronic filing,ઇલેક્ટ્રોનિક ફાઇલિંગ
electronic funds transfer System (EFTS),ઇલેક્ટ્રોનિક ફંડ ટ્રાન્સફર સિસ્ટમ (EFTS)
electronic journals,ઇલેક્ટ્રોનિક જર્નલ્સ
electronic publishing,ઇલેક્ટ્રોનિક પ્રકાશન
electronic switch,ઇલેક્ટ્રોનિક સ્વીચ
element,તત્વ
e-mail,ઈ-મેલ
e-mail address,ઈ - મેઈલ સરનામું
embedded system,એમ્બેડેડ સિસ્ટમ
embedding,એમ્બેડિંગ
emitter couple logic (ECL),એમિટર કપલ લોજિક (ECL)
empty stack,ખાલી સ્ટેક
empty string,ખાલી શબ્દમાળા
emulation,અનુકરણ
encapsulation,એન્કેપ્સ્યુલેશન
encipher,સંકેતલિપી
encode,એન્કોડ
encoder,એન્કોડર
encrepted data,એન્ક્રિપ્ટેડ ડેટા
encripting file system,એન્ક્રિપ્ટીંગ ફાઇલ સિસ્ટમ
encryption,એન્ક્રિપ્શન
end of block,બ્લોકનો અંત
end of file (EOF),ફાઇલનો અંત (EOF)
end-user,અંતિમ વપરાશકર્તા
enter,દાખલ કરો
enter-key,એન્ટર-કી
enterprise server,એન્ટરપ્રાઇઝ સર્વર
enterprise system,એન્ટરપ્રાઇઝ સિસ્ટમ
entity,એન્ટિટી
entity-relationship,અસ્તિત્વ-સંબંધ
entry time,પ્રવેશ સમય
entry variable,પ્રવેશ ચલ
enumerable,ગણી શકાય તેવું
environment,પર્યાવરણ
epoch,યુગ
EPROM,EPROM
epsilon closure,એપ્સીલોન બંધ
equalizer,બરાબરી
equipment,સાધનસામગ્રી
equivalence class,સમાનતા વર્ગ
equivalence relation,સમાનતા સંબંધ
erase,ભુસવું
error correcting code,કોડ સુધારવામાં ભૂલ
error correction,ભૂલ સુધારણા
error detection,ભૂલ શોધ
error handling,ભૂલ હેન્ડલિંગ
error message,ક્ષતી સંદેશ
error rate,ભૂલ દર
error recovery,ભૂલ પુનઃપ્રાપ્તિ
error routine,ભૂલ નિયમિત
escape character,એસ્કેપ પાત્ર
ethernet,ઈથરનેટ
event,ઘટના
event chain,ઘટના સાંકળ
event control,ઘટના નિયંત્રણ
event counter,ઇવેન્ટ કાઉન્ટર
exception handling,અપવાદ હેન્ડલિંગ
exchangeable disk storage,વિનિમયક્ષમ ડિસ્ક સંગ્રહ
exclusion,બાકાત
exclusive Or (XOR),વિશિષ્ટ અથવા (XOR)
executable program,એક્ઝિક્યુટેબલ પ્રોગ્રામ
executive statement,એક્ઝિક્યુટિવ નિવેદન
exhaustive search,સંપૂર્ણ શોધ
exist,અસ્તિત્વમાં છે
exit,બહાર નીકળો
expert system,નિષ્ણાત સિસ્ટમ
expression,અભિવ્યક્તિ
extended graphic array (XGA),વિસ્તૃત ગ્રાફિક એરે (XGA)
extended industry standard (EIS),વિસ્તૃત ઉદ્યોગ ધોરણ (EIS)
extended machine,વિસ્તૃત મશીન
extended memory,વિસ્તૃત મેમરી
extended precision,વિસ્તૃત ચોકસાઇ
extended sorting,વિસ્તૃત વર્ગીકરણ
external call,બાહ્ય કૉલ
external error,બાહ્ય ભૂલ
external function,બાહ્ય કાર્ય
external interrupt,બાહ્ય વિક્ષેપ
external memory,બાહ્ય મેમરી
external memory,બાહ્ય મેમરી
external modem,બાહ્ય મોડેમ
external reference,બાહ્ય સંદર્ભ
external searching,બાહ્ય શોધ
external storage device,બાહ્ય સંગ્રહ ઉપકરણ
extraction,નિષ્કર્ષણ
extrapolation,એક્સ્ટ્રાપોલેશન
face-character printer,ફેસ કેરેક્ટર પ્રિન્ટર
fail-safe operation,નિષ્ફળ-સલામત કામગીરી
failure rate,નિષ્ફળતા દર
failure recovery,નિષ્ફળતા પુનઃપ્રાપ્તિ
false code,ખોટો કોડ
false error,ખોટી ભૂલ
fan-in,ફેન-ઇન
fan-out,ફેન-આઉટ
fascimile I/O device,ફેસિમિલ I/O ઉપકરણ
fast fourier transform (FFT),ફાસ્ટ ફોરિયર ટ્રાન્સફોર્મ (FFT)
fatal error,જીવલેણ ભૂલ
fault detection,ખામી શોધ
fault diagnosis,ખામી નિદાન
fault tolerance,સહનશીલતા દોષ
fax,ફેક્સ
fax message,ફેક્સ સંદેશ
FDC,FDC
feature detection,લક્ષણ શોધ
feed cycle,ફીડ ચક્ર
feedback,પ્રતિસાદ
feeder,ફીડર
fetch,મેળવો
fibonacci search,ફિબોનાકી શોધ
fibonacci sequence,ફિબોનાકી ક્રમ
fibonacci series,ફિબોનાકી શ્રેણી
fibre optics,ફાઇબર ઓપ્ટિક્સ
fido net,ફિડો નેટ
field,ક્ષેત્ર
fifth generation computers,પાંચમી પેઢીના કમ્પ્યુટર્સ
file,ફાઇલ
file access method,ફાઇલ એક્સેસ પદ્ધતિ
file allocation table,ફાઈલ ફાળવણી ટેબલ
file compression,ફાઇલ કમ્પ્રેશન
file copying,ફાઇલ નકલ
file layout,ફાઇલ લેઆઉટ
file merge,ફાઇલ મર્જ
file recovery,ફાઇલ પુનઃપ્રાપ્તિ
file storage,ફાઇલ સંગ્રહ
file structure,ફાઇલ માળખું
file system,ફાઇલ સિસ્ટમ
file transfer,ફાઇલ ટ્રાન્સફર
file transfer protocol (FTP),ફાઇલ ટ્રાન્સફર પ્રોટોકોલ (FTP)
filter,ફિલ્ટર
final state,અંતિમ સ્થિતિ
find,શોધો
finite state machine,મર્યાદિત રાજ્ય મશીન
fire wall,આગ દિવાલ
firmware,ફર્મવેર
first come first serve,વહેલા તે પહેલાં
first generation computer,પ્રથમ પેઢીના કમ્પ્યુટર
first in first out (FIFO),ફર્સ્ટ ઇન ફર્સ્ટ આઉટ (FIFO)
first order logic,પ્રથમ ઓર્ડર તર્ક
first order theory,પ્રથમ ઓર્ડર સિદ્ધાંત
fixed partition,નિશ્ચિત પાર્ટીશન
flag,ધ્વજ
flexible disk,લવચીક ડિસ્ક
floppy disk,ફ્લોપી ડિસ્ક
flopy disk drive (Fdd),ફ્લોપી ડિસ્ક ડ્રાઇવ (Fdd)
flow chart,ફ્લો ચાર્ટ
flow of control,નિયંત્રણનો પ્રવાહ
flush,ફ્લશ
folder,ફોલ્ડર
font,ફોન્ટ
font family,ફોન્ટ કુટુંબ
foreign key,બહાર ની ચાવી
form,ફોર્મ
formal language,ઔપચારિક ભાષા
formal system,ઔપચારિક સિસ્ટમ
format,ફોર્મેટ
formatting,ફોર્મેટિંગ
fortran,ફોરટ્રાન
fortran programming,ફોરટ્રાન પ્રોગ્રામિંગ
forward slash,ફોરવર્ડ સ્લેશ
fourth generation computer,ચોથી પેઢીના કમ્પ્યુટર
fragment,ટુકડો
frame,ફ્રેમ
free net,મફત નેટ
free software foundation,મફત સોફ્ટવેર ફાઉન્ડેશન
free storage,મફત સંગ્રહ
freeware,ફ્રીવેર
front end,આગળનો છેડો
front panel,ફ્રન્ટ પેનલ
function,કાર્ય
function key,કાર્ય કી
function reference,કાર્ય સંદર્ભ
functional dependency,કાર્યાત્મક નિર્ભરતા
functional testing,કાર્યાત્મક પરીક્ષણ
fuzzy logic,અસ્પષ્ટ તર્ક
fuzzy set,અસ્પષ્ટ સમૂહ
gain,લાભ
game tree,રમત વૃક્ષ
gap character,ગેપ પાત્ર
garbage,કચરો
garbage collection,કચરો સંગ્રહ
garbage collection,કચરો સંગ્રહ
garbage in garbage out (GIGO),ગાર્બેજ ઇન ગાર્બેજ આઉટ (GIGO)
gate,દરવાજો
gateway,પ્રવેશદ્વાર
general program,સામાન્ય કાર્યક્રમ
general program,સામાન્ય કાર્યક્રમ
general purpose computer,સામાન્ય હેતુ કમ્પ્યુટર
general purpose computer,સામાન્ય હેતુ કમ્પ્યુટર
general register,સામાન્ય રજીસ્ટર
generalization,સામાન્યીકરણ
generalization,સામાન્યીકરણ
general-purpose language,સામાન્ય હેતુની ભાષા
general-purpose operating sysem,સામાન્ય હેતુ ઓપરેટિંગ સિસ્ટમ
general-purpose regisgter,સામાન્ય હેતુ રજીસ્ટર
generated error,જનરેટ કરેલ ભૂલ
generating function,જનરેટીંગ ફંક્શન
generic class,સામાન્ય વર્ગ
generic function,સામાન્ય કાર્ય
generic name,સામાન્ય નામ
gigo,ગીગો
global,વૈશ્વિક
global code,વૈશ્વિક કોડ
global lock,વૈશ્વિક લોક
global network,વૈશ્વિક નેટવર્ક
global network,વૈશ્વિક નેટવર્ક
global user,વૈશ્વિક વપરાશકર્તા
global variable,વૈશ્વિક ચલ
globalisation,વૈશ્વિકરણ
gopher,ગોફર
gopher client,ગોફર ક્લાયંટ
gopher server,ગોફર સર્વર
gopher site,ગોફર સાઇટ
gopher space,ગોફર જગ્યા
graceful degradation,આકર્ષક અધોગતિ
grammar checker,વ્યાકરણ તપાસનાર
grammar graceful exit,વ્યાકરણ આકર્ષક બહાર નીકળો
grand total,કુલ
graph,ગ્રાફ
graph plotting,ગ્રાફ પ્લોટિંગ
graphic character,ગ્રાફિક પાત્ર
graphic controller,ગ્રાફિક નિયંત્રક
graphic data structure,ગ્રાફિક ડેટા માળખું
graphic display program,ગ્રાફિક ડિસ્પ્લે પ્રોગ્રામ
graphic display resolution,ગ્રાફિક ડિસ્પ્લે રીઝોલ્યુશન
graphic language,ગ્રાફિક ભાષા
graphic language,ગ્રાફિક ભાષા
graphic panel,ગ્રાફિક પેનલ
graphical animation,ગ્રાફિકલ એનિમેશન
graphical interface format (GIF),ગ્રાફિકલ ઇન્ટરફેસ ફોર્મેટ (GIF)
graphical user interface (GUI),ગ્રાફિકલ યુઝર ઈન્ટરફેસ (GUI)
graphics,ગ્રાફિક્સ
graphics application,ગ્રાફિક્સ એપ્લિકેશન
graphics cursor,ગ્રાફિક્સ કર્સર
graphics mode,ગ્રાફિક્સ મોડ
graphics package,ગ્રાફિક્સ પેકેજ
graphics software,ગ્રાફિક્સ સોફ્ટવેર
graphics software,ગ્રાફિક્સ સોફ્ટવેર
graphics software package,ગ્રાફિક્સ સોફ્ટવેર પેકેજ
gray scale,ગ્રે સ્કેલ
greedy method,લોભી પદ્ધતિ
grep,grep
grid,ગ્રીડ
grid chart,ગ્રીડ ચાર્ટ
grid computing,ગ્રીડ કમ્પ્યુટિંગ
grid modulation,ગ્રીડ મોડ્યુલેશન
ground wave,જમીન તરંગ
group,જૂથ
group address,જૂથ સરનામું
group code,જૂથ કોડ
group communication,જૂથ સંચાર
group communication,જૂથ સંચાર
group identification,જૂથ ઓળખ
group name,જૂથનું નામ
groupware,ગ્રુપવેર
growth,વૃદ્ધિ
guard,રક્ષક
guided media,માર્ગદર્શિત મીડિયા
gunzip,ગનઝિપ
hack,હેક
hacker,હેકર
hacker's dictionary,હેકરનો શબ્દકોશ
half adder,અડધા ઉમેરનાર
half bridge,અડધો પુલ
half duplex,અડધા ડુપ્લેક્સ
half duplex line,હાફ ડુપ્લેક્સ લાઇન
half duplex mode,હાફ ડુપ્લેક્સ મોડ
half intensity,અડધી તીવ્રતા
half router,અડધા રાઉટર
half subtracter,અડધા બાદબાકી કરનાર
half toning,અડધા ટોનિંગ
half word,અડધો શબ્દ
hamiltonious cycle,હેમિલટોનિયસ ચક્ર
hamming code,હેમિંગ કોડ
hand,હાથ
hand copy,હાથ નકલ
handle,હેન્ડલ
handling,હેન્ડલિંગ
hang,અટકવું
happy net,ખુશ ચોખ્ખી
hard copy device,હાર્ડ કોપી ઉપકરણ
hard disk,હાર્ડ ડિસ્ક
hard disk crash,હાર્ડ ડિસ્ક ક્રેશ
hard error,સખત ભૂલ
hardware flow control,હાર્ડવેર પ્રવાહ નિયંત્રણ
harmonic,હાર્મોનિક
harmonic mean,હાર્મોનિક સરેરાશ
hash,હેશ
hash diagram,હેશ ડાયાગ્રામ
hash table,હેશ ટેબલ
hashing technique,હેશિંગ તકનીક
header,હેડર
heap,ઢગલો
heap sort,ઢગલો સૉર્ટ
help,મદદ
help screen,મદદ સ્ક્રીન
helpnet,હેલ્પનેટ
hertz,હર્ટ્ઝ
heuristic,સંશોધનાત્મક
heuristic method,હ્યુરિસ્ટિક પદ્ધતિ
hexadecimal numbers,હેક્સાડેસિમલ સંખ્યાઓ
hidden line,છુપાયેલ રેખા
hierarchical data base,અધિક્રમિક ડેટા બેઝ
hierarchical file system,અધિક્રમિક ફાઇલ સિસ્ટમ
hierarchical topography,વંશવેલો ટોપોગ્રાફી
high level language,ઉચ્ચ સ્તરની ભાષા
high memory area,ઉચ્ચ મેમરી વિસ્તાર
high performance,સારો પ્રદ્સન
hit,ફટકો
hit rate,હિટ રેટ
hit ratio,હિટ રેશિયો
hole,છિદ્ર
home directory,હોમ ડિરેક્ટરી
home page,હોમ પેજ
homogeneous coordinate,સજાતીય સંકલન
hop,હોપ
hop count,હોપ ગણતરી
horn,હોર્ન
host computer,હોસ્ટ કમ્પ્યુટર
host computer,હોસ્ટ કમ્પ્યુટર
host language,યજમાન ભાષા
hot key,ગરમ કી
hyper text markup language (HTML),હાઇપર ટેક્સ્ટ માર્કઅપ લેંગ્વેજ (HTML)
hypothesis,પૂર્વધારણા
I pod,હું પોડ
I/O buffer,I/O બફર
I/O port,I/O પોર્ટ
I/O unit,I/O એકમ
identifier,ઓળખકર્તા
identity,ઓળખ
image,છબી
image sensor,ઇમેજ સેન્સર
impact printer,અસર પ્રિન્ટર
impedence,અવરોધ
imperative programme language,અનિવાર્ય પ્રોગ્રામ ભાષા
imperative statement,અનિવાર્ય નિવેદન
implicit address,ગર્ભિત સરનામું
impossible event,અશક્ય ઘટના
inactive node,નિષ્ક્રિય નોડ
inconsistency,અસંગતતા
increment,વધારો
index,અનુક્રમણિકા
index data item,ઇન્ડેક્સ ડેટા આઇટમ
index file,ઇન્ડેક્સ ફાઇલ
index register,ઇન્ડેક્સ રજિસ્ટર
index sequential,અનુક્રમણિકા
indexed addressing,અનુક્રમિત સંબોધન
indexed language,અનુક્રમિત ભાષા
indexed sequence file,અનુક્રમિત ક્રમ ફાઇલ
indexed sequential sccess method (ISAM),અનુક્રમિત અનુક્રમિક સ્કેસ પદ્ધતિ (ISAM)
indirect addressing,પરોક્ષ સંબોધન
Informatics,ઇન્ફોર્મેટિક્સ
Information,માહિતી
information bit,માહિતી બીટ
information management,માહિતી વ્યવસ્થાપન
information management system (IMS),માહિતી વ્યવસ્થાપન સિસ્ટમ (IMS)
information retrieval,માહિતી પુનઃપ્રાપ્તિ
information system,ઇન્ફર્મેશન સિસ્ટમ
information technology (IT),માહિતી ટેકનોલોજી (IT)
infrastructure management,ઈન્ફ્રાસ્ટ્રક્ચર મેનેજમેન્ટ
Inheritance,વારસો
inherited error,વારસાગત ભૂલ
Initial,પ્રારંભિક
initial address,પ્રારંભિક સરનામું
initial state,પ્રારંભિક સ્થિતિ
Initialization,આરંભ
ink jet printer,શાહી જેટ પ્રિન્ટર
Innumerable,અસંખ્ય
i-node table,i-નોડ ટેબલ
inoperable time,બિનકાર્યક્ષમ સમય
input buffer register,ઇનપુટ બફર રજિસ્ટર
input output processor (I/O processor),ઇનપુટ આઉટપુટ પ્રોસેસર (I/O પ્રોસેસર)
input output register (I/O register),ઇનપુટ આઉટપુટ રજિસ્ટર (I/O રજિસ્ટર)
input output statement (I/O statement),ઇનપુટ આઉટપુટ સ્ટેટમેન્ટ (I/O સ્ટેટમેન્ટ)
input/output (I/O),ઇનપુટ/આઉટપુટ (I/O)
input/output buffer (I/O buffer),ઇનપુટ/આઉટપુટ બફર (I/O બફર)
input/output device (I/O device),ઇનપુટ/આઉટપુટ ઉપકરણ (I/O ઉપકરણ)
Insert,દાખલ કરો
insertion sort,નિવેશ સૉર્ટ
installation time,સ્થાપન સમય
Instance,દાખલો
Instruction,સૂચના
instruction counter,સૂચના કાઉન્ટર
instruction cycle,સૂચના ચક્ર
instruction set,સૂચના સમૂહ
integer programming,પૂર્ણાંક પ્રોગ્રામિંગ
integer variable,પૂર્ણાંક ચલ
integrated modem,સંકલિત મોડેમ
integrated services digital network (ISDN),સંકલિત સેવાઓ ડિજિટલ નેટવર્ક (ISDN)
Integrity,અખંડિતતા
intelligent controller,બુદ્ધિશાળી નિયંત્રક
intelligent terminal,બુદ્ધિશાળી ટર્મિનલ
inter block,આંતર બ્લોક
inter block gap,આંતર બ્લોક ગેપ
inter communication system,આંતર સંદેશાવ્યવહાર સિસ્ટમ
Interaction,ક્રિયાપ્રતિક્રિયા
interactive graphics,ઇન્ટરેક્ટિવ ગ્રાફિક્સ
interactive keyboard printer,ઇન્ટરેક્ટિવ કીબોર્ડ પ્રિન્ટર
intercom service,ઇન્ટરકોમ સેવા
Interface,ઈન્ટરફેસ
Interleaving,ઇન્ટરલીવિંગ
intermediate buffer,મધ્યવર્તી બફર
internal block,આંતરિક બ્લોક
internal communication,આંતરિક સંચાર
internal fragmentation,આંતરિક વિભાજન
internal memory,આંતરિક મેમરી
internal sort,આંતરિક પ્રકાર
internal timer,આંતરિક ટાઈમર
international organization for standardization (ISO),માનકીકરણ માટે આંતરરાષ્ટ્રીય સંસ્થા (ISO)
international technical support organization,આંતરરાષ્ટ્રીય તકનીકી સપોર્ટ સંસ્થા
Internet,ઈન્ટરનેટ
internet engineering task force (IETF),ઇન્ટરનેટ એન્જિનિયરિંગ ટાસ્ક ફોર્સ (IETF)
internet explorer,ઇન્ટરનેટ એક્સપ્લોરર
internet hunt,ઇન્ટરનેટ શિકાર
internet monthly report,ઇન્ટરનેટ માસિક અહેવાલ
internet packet exchange,ઇન્ટરનેટ પેકેટ વિનિમય
internet protocol (IP),ઇન્ટરનેટ પ્રોટોકોલ (IP)
internet protocol remove (IP),ઇન્ટરનેટ પ્રોટોકોલ દૂર (IP)
internet relay chat (IRC),ઇન્ટરનેટ રિલે ચેટ (IRC)
internet service provider,ઇન્ટરનેટ સેવા પ્રદાતા
internet services list,ઇન્ટરનેટ સેવાઓની સૂચિ
internet society,ઇન્ટરનેટ સોસાયટી
internet tools,ઇન્ટરનેટ સાધનો
internet working,ઇન્ટરનેટ કામ કરે છે
internet working,ઇન્ટરનેટ કામ કરે છે
Interpolation,ઇન્ટરપોલેશન
Interpret,અર્થઘટન કરો
Interpreter,દુભાષિયા
interprocess communication,આંતરપ્રક્રિયા સંચાર
Interrupt,વિક્ષેપ
interrupt handler,વિક્ષેપ હેન્ડલર
interrupt mask,વિક્ષેપિત માસ્ક
interrupt signal,વિક્ષેપ સંકેત
interrupt vector,વિક્ષેપ વેક્ટર
Interruption,વિક્ષેપ
Intersect,છેદાય છે
Intranet,ઇન્ટ્રાનેટ
Invariant,અપરિવર્તનશીલ
inventory master file,ઇન્વેન્ટરી માસ્ટર ફાઇલ
inverse multiplexer,વ્યસ્ત મલ્ટિપ્લેક્સર
inverse scanning,વ્યસ્ત સ્કેનિંગ
inverted file,ઊંધી ફાઇલ
inverted list file,ઊંધી યાદી ફાઇલ
inverted page table,ઊંધું પૃષ્ઠ ટેબલ
Inverter,ઇન્વર્ટર
internet working,ઇન્ટરનેટ કામ કરે છે
Interpolation,ઇન્ટરપોલેશન
Interpret,અર્થઘટન કરો
Interpreter,દુભાષિયા
interprocess communication,આંતરપ્રક્રિયા સંચાર
Interrupt,વિક્ષેપ
interrupt handler,વિક્ષેપ હેન્ડલર
interrupt mask,વિક્ષેપિત માસ્ક
interrupt signal,વિક્ષેપ સંકેત
interrupt vector,વિક્ષેપ વેક્ટર
Interruption,વિક્ષેપ
Intersect,છેદાય છે
Intranet,ઇન્ટ્રાનેટ
Invariant,અપરિવર્તનશીલ
inventory master file,ઇન્વેન્ટરી માસ્ટર ફાઇલ
inverse multiplexer,વ્યસ્ત મલ્ટિપ્લેક્સર
inverse scanning,વ્યસ્ત સ્કેનિંગ
inverted file,ઊંધી ફાઇલ
inverted list file,ઊંધી યાદી ફાઇલ
inverted page table,ઊંધું પૃષ્ઠ ટેબલ
Inverter,ઇન્વર્ટર
job management,જોબ મેનેજમેન્ટ
job oriented language,નોકરી લક્ષી ભાષા
job priority,નોકરીની અગ્રતા
job scheduling,નોકરીનું સમયપત્રક
job sequencing,જોબ સિક્વન્સિંગ
job table,જોબ ટેબલ
join (JOIN),જોડાઓ (જોડો)
joint photographic group (jpg),સંયુક્ત ફોટોગ્રાફિક જૂથ (jpg)
Journal,જર્નલ
joy stick,આનંદની લાકડી
Judgement,જજમેન્ટ
Jump,કૂદી
jump instruction,કૂદવાની સૂચના
Jumper,જમ્પર
Junction,જંકશન
Junk,જંક
Justification,વાજબીપણું
k bytes,k બાઇટ્સ
karnaugh map,karnaugh નકશો
karnaugh map,karnaugh નકશો
KB (Kilo Byte),KB (કિલો બાઈટ)
Kernel,કર્નલ
kernel mode,કર્નલ મોડ
Kerning,કેર્નિંગ
Key,કી
key board,કી બોર્ડ
key bounce,કી બાઉન્સ
key click,કી ક્લિક કરો
key compression,કી કમ્પ્રેશન
key disk,કી ડિસ્ક
key encryption,કી એન્ક્રિપ્શન
key field,કી ક્ષેત્ર
key file,કી ફાઇલ
key frame,કી ફ્રેમ
key management,કી મેનેજમેન્ટ
key pad,કી પેડ
key pad,કી પેડ
key phrase,મુખ્ય શબ્દસમૂહ
key pulse,કી પલ્સ
key punch,કી પંચ
key sorting,કી વર્ગીકરણ
key stroke,કી સ્ટ્રોક
key to address transformation,એડ્રેસ ટ્રાન્સફોર્મેશનની ચાવી
key to disk,ડિસ્કની ચાવી
key to floppy,ફ્લોપી માટે કી
key to tape,ટેપની ચાવી
key word,મુખ્ય શબ્દ
Kick,લાત
Kill,મારી નાખો
Kilobit,કિલોબિટ
Knots,ગાંઠ
knowledge based information services,જ્ઞાન આધારિત માહિતી સેવાઓ
knowledge discovery,જ્ઞાન શોધ
knowledge discovery database (KDD),જ્ઞાન શોધ ડેટાબેઝ (KDD)
knowledge engineering,જ્ઞાન ઇજનેરી
knowledge management,જ્ઞાન વ્યવસ્થાપન
knowledge worker,જ્ઞાન કાર્યકર
Lan adapter,લેન એડેપ્ટર
Lan server,લેન સર્વર
LAN workplace,LAN કાર્યસ્થળ
Landscape,લેન્ડસ્કેપ
Landscape,લેન્ડસ્કેપ
Language,ભાષા
language interpreter,ભાષા દુભાષિયા
language processor,ભાષા પ્રોસેસર
language translator,ભાષા અનુવાદક
Laptop,લેપટોપ
large scale integration (lsi),મોટા પાયે એકીકરણ (lsi)
large scale integration (LSI),મોટા પાયે એકીકરણ (LSI)
Laser,લેસર
laser printer,લેસર પ્રિન્ટર
last in first out (LIFO),લાસ્ટ ઇન ફર્સ્ટ આઉટ (LIFO)
Layer,સ્તર
Layout,લેઆઉટ
Leaf,પર્ણ
leaf node,લીફ નોડ
leaf site,પર્ણ સાઇટ
Lease,લીઝ
leased channel,લીઝ્ડ ચેનલ
leased line,લીઝ્ડ લાઇન
least significant bit (lsb),ઓછામાં ઓછું નોંધપાત્ર બીટ (lsb)
least significant digit,ઓછામાં ઓછો નોંધપાત્ર અંક
legacy system,વારસો સિસ્ટમ
Lemma ,લેમ્મા
letter quality (LQ),અક્ષર ગુણવત્તા (LQ)
Lexeme,લેક્સેમ
Lexicography,લેક્સિકોગ્રાફી
Library,પુસ્તકાલય
library program,પુસ્તકાલય કાર્યક્રમ
library sub-routine,પુસ્તકાલય પેટા-નિયમિત
licence agrement,લાઇસન્સ કરાર
light emitter diode (LED),પ્રકાશ ઉત્સર્જક ડાયોડ (LED)
light gun,હળવી બંદૂક
light pen,હળવી પેન
line adapter,રેખા એડેપ્ટર
line editing,રેખા સંપાદન
line printer,રેખા પ્રિન્ટર
Linear,રેખીય
lines per minute (LPM),લાઇન્સ પ્રતિ મિનિટ (LPM)
Link,લિંક
linked list,લિંક કરેલ સૂચિ
LINUX,લિનક્સ
liquid crystal display (LCD),લિક્વિડ ક્રિસ્ટલ ડિસ્પ્લે (LCD)
list processing,યાદી પ્રક્રિયા
Literal,શાબ્દિક
Live,જીવંત
live node,જીવંત નોડ
Load,લોડ
load module,લોડ મોડ્યુલ
Local,સ્થાનિક
local access,સ્થાનિક ઍક્સેસ
