Hindi,Marathi
"सिराहीन फीता, पाश फीता","हेडलेस लेस, लूप लेस"
ऊर्जा-शोषी प्रक्रम,ऊर्जा कार्यक्षम प्रक्रिया
"अंतर्नली, अंतःसाइफन","अंतर्गत, इंटरसिफोन"
अंतःप्रचक्रण,संचलनात
"ऊष्माशोषी, आंतरोष्मी","एंडोथर्मिक, एंडोथर्मिक"
ऊष्माशोषी प्रक्रम,एंडोथर्मिक प्रक्रिया
ऊष्माशोषी अभिक्रिया,एंडोथर्मिक प्रतिक्रिया
ऊष्माशोषी पदार्थ,एंडोथर्मिक सामग्री
ऊष्मा शोषकता,उष्णता शोषकता
सहन-गुणक,सहिष्णुता घटक
सहन-सीमा,सहनशीलता मर्यादा
व्यवह्त लाइन,व्यस्त ओळ
निम्नतम ऊर्जा विन्यास,सर्वात कमी ऊर्जा कॉन्फिगरेशन
ऊर्जित करना,उत्साही करणे
ऊर्जायन,उत्साहवर्धक
ऊर्जा,ऊर्जा
ऊर्जा-संतुलन,ऊर्जा संतुलन
"ऊर्जा-पट्टिका, ऊर्जा-बैंड","एनर्जी बँड, एनर्जी बँड"
ऊर्जा-बैंड संरचना,ऊर्जा-बँड रचना
ऊर्जा-रोधिका,ऊर्जा अडथळा
ऊर्जा-वर्धनांक,ऊर्जा निर्देशांक
ऊर्जा-वाहक,ऊर्जा वाहक
ऊर्जा-प्रतिबंध,ऊर्जा प्रतिबंध
ऊर्जा-संरक्षण,ऊर्जा संवर्धन
अन्तर्निहित ऊर्जा,अंतर्निहित ऊर्जा
ऊर्जा-युग्मन,ऊर्जा जोडणी
ऊर्जा-न्यूनता,ऊर्जा तूट
ऊर्जा-निम्नीकरण,ऊर्जा कमी होणे
ऊर्जा-घनत्व,ऊर्जा घनता
ऊर्जा-निर्भरता,ऊर्जा अवलंबित्व
ऊर्जा-विक्षेपण,ऊर्जा विक्षेपण
ऊर्जा-वितरण,वीज वितरण
ऊर्जा-दक्षता,ऊर्जा कार्यक्षमता
ऊर्जा-अभिलक्षणिक मान,ऊर्जा-वैशिष्ट्यपूर्ण मूल्य
ऊर्जा-तत्व,ऊर्जा घटक
ऊर्जा-समीकरण,शक्ती कार्य
ऊर्जा-संतुलन,ऊर्जा संतुलन
ऊर्जा-व्यय,ऊर्जा खर्च
ऊर्जा-अंतराल,बँड अंतर
ऊर्जाक,ऊर्जा देणारा
ऊर्जा-समाकल,ऊर्जा-अविभाज्य
ऊर्जा-समाकल-समीकरण,ऊर्जा-अभिन्न-समीकरण
ऊर्जा का विनिमय,ऊर्जेची देवाणघेवाण
ऊर्जा-स्तर,ऊर्जा पातळी
ऊर्जा-स्तर-आरेख,ऊर्जा पातळी आकृती
ऊर्जा-संवेग घनत्व,ऊर्जा-वेग घनता
ऊर्जा-संवेग घटक,ऊर्जा-गती घटक
ऊर्जा-संवेग प्रदिश,ऊर्जा-वेग स्पेक्ट्रम
ऊर्जा-संवेग सदिश,ऊर्जा-वेग वेक्टर
सक्रियण ऊर्जा,सक्रियता ऊर्जा
संवृत निकाय की ऊर्जा,बंद प्रणाली ऊर्जा
संरचना-ऊर्जा,संरचनात्मक ऊर्जा
निर्गमन-ऊर्जा,ऊर्जा सोडा
लग्रांजियन की ऊर्जा,Lagrangian ची ऊर्जा
दोलन-ऊर्जा,दोलन ऊर्जा
घूर्णन-ऊर्जा,रोटेशनल ऊर्जा
ऊर्जा संकारक,पॉवर ऑपरेटर
ऊर्जा-उत्पादन-समीकरण,ऊर्जा-उत्पादन-समीकरण
ऊर्जा विरोधाभास,ऊर्जा विरोधाभास
ऊर्जा प्राचल,ऊर्जा पॅरामीटर
ऊर्जा-परिच्छेदिका,ऊर्जा पट्टा
ऊर्जा-क्वांटम,ऊर्जा-क्वांटम
ऊर्जा वरणकारी,ऊर्जा निवडक
ऊर्जा-सुग्राही,ऊर्जा संवेदनशील
स्थैतिक सुग्राहिता,स्थिर संवेदनशीलता
ऊर्जा स्पेक्ट्रम,ऊर्जा स्पेक्ट्रम
ऊर्जा पृष्ठ,ऊर्जा पृष्ठ
ऊर्जा परीक्षण,ऊर्जा चाचणी
ऊर्जा स्थानान्तरण प्रक्रम,ऊर्जा हस्तांतरण प्रक्रिया
ऊर्जा-वेग,ऊर्जा वेग
ऊर्जा-प्रसर,ऊर्जा प्रसार
ऊर्जा-संवेग नियम,ऊर्जा-गती कायदा
ऊर्जा-संवेग नियम,ऊर्जा-गती कायदा
"ऊर्जा-टेन्सर, ऊर्जा-प्रदिश","ऊर्जा-टेन्सर, ऊर्जा-क्षेत्र"
प्रमोदित द्विध्रुवी विकिरण,वाढलेले द्विध्रुवीय विकिरण
इंजन,इंजिन
"अभियान्त्रिकी, इन्जीनियरी","अभियांत्रिकी, अभियांत्रिकी"
इंजीनियरी-अभिकल्पना,अभियांत्रिकी डिझाइन
इंजीनियरी-परियोजना,अभियांत्रिकी प्रकल्प
इंजीनियरी सह्यता,अभियांत्रिकी मदत
इंग्लिश परिसज्जा,इंग्रजी सजावट
शोधित वाहक विमॉडुलन,दुरुस्त वाहक मॉड्यूलेशन
आयनिक रेखा,आयनिक रेषा
आयनिक श्रेणी,आयनिक मालिका
संवृद्धि,वाढ
समृद्ध समस्थानिक,समृद्ध समस्थानिक
संवर्दित रिऐक्टर,संवर्धित अणुभट्टी
समृद्धिकरण,समृद्धी
समृद्धिकरण दक्षता,संवर्धन कार्यक्षमता
समृद्धि,समृद्धी
समृद्धि गुणांक,समृद्धी गुणांक
"समृद्धि गुणांक, समृद्धि गुणक","समृद्धी गुणांक, समृद्धी गुणक"
"समुच्चय, समुदाय","सेट, समुदाय"
"एन्थैल्पी, पूर्ण ऊष्मा","एन्थाल्पी, परिपूर्ण उष्णता"
पूर्णोष्म प्रवणता,परिपूर्ण ग्रेडियंट
सत्ता,शक्ती
"प्रवेश चैनल स्पिन, प्रवेश प्रणाली प्रचक्रण","इनलेट चॅनेल स्पिन, इनलेट सिस्टम स्पिन"
"प्रवेश द्वारक बिंदु, प्रवेश कनीनिका बिंदु",प्रवेश बिंदू
प्रवेश-गवाक्ष,प्रवेशद्वार
एन्ट्रॉपी,एन्ट्रॉपी
एन्ट्रॉपी निधान,एन्ट्रॉपी राखीव
एन्ट्रॉपी घनत्व,एन्ट्रॉपी घनता
एन्ट्रॉपी विधा,एन्ट्रॉपी मोड
एन्ट्रॉपी सदिश,एन्ट्रॉपी वेक्टर
प्रविष्ट,प्रविष्ट करा
"गणन, गिनना","मोजणे, मोजणे"
गणन आँकड़े,गणनेची आकडेवारी
"अन्वालोप, एनवेलप, आवरण (स.) आवृत करना (क्रि.)","लिफाफा, लिफाफा, आवरण (c.) ते लिफाफा (v.)"
अन्वालोप विलंब,विलंब अनलॉक करा
अन्वालोप विलम्ब विरूपण,कालबाह्यता विलंब विकृती
अन्वालोप विमॉडुलक,लिफाफा डिमॉड्युलेटर
पृष्ठ-अन्वालोप,पृष्ठांकन
अन्वालोप गुण,कव्हर गुणधर्म
पारिस्थितिकी,पर्यावरणशास्त्र
दत्तान्त,दंत
घूर्णी चुंबकीय क्षेत्र,रोटेशनल चुंबकीय क्षेत्र
पार्थक्य वेग,पृथक्करण वेग
पंचांग,पंचांग
पंचांगीय दिन,कॅलेंडर दिवस
पंचांगीय घंटा,क्षणिक तास
पंचांगीय मिनट,क्षणिक मिनिटे
पंचांगीय सेकेंड,क्षणिक दुसरा
पंचांगीय समय,कॅलेंडर वेळ
अधिकैडमियम न्यूट्रान,एकॅडमियम न्यूट्रॉन
अधिकेन्द्री,केंद्रबिंदू
"पारापारचित्रदर्शी, एपीडायास्कोप","पॅराग्राफोस्कोप, एपिडियास्कोप"
अन्तध्रुव,शेवटचा खांब
"अपारचित्रदर्शी, एपीस्कोप","अपारदर्शक, एपिस्कोप"
"अधिरोही संधि, एपीटैक्सीय संधि","चढत्या जंक्शन, एपिटॅक्सी जंक्शन"
एपीटैक्सीय परत,एपिटॅक्सी लेयर
"एपीटैक्सीय ट्रांजिस्टर, अधिरोहण ट्रांजिस्टर","एपिटॅक्सी ट्रान्झिस्टर, ओव्हरराइड ट्रान्झिस्टर"
"एपीटैक्सी, अधिरोहण","apitaxi, ascension"
"अल्पतापीय, अधितापीय","हायपोथर्मल, एपिथर्मल"
अधितापीय ऊर्जा,बाह्य ऊर्जा
अधितापीय न्यूट्रान,एपिथर्मल न्यूट्रॉन्स
अधितापीय अभिक्रिया,एपिथर्मल प्रतिक्रिया
"निर्देशक्षण, आदिकोण कालावधि","मार्गदर्शन, कालावधी"
प्रणोद विचलन कोण,थ्रस्ट विचलन कोन
घटना-दर गणित्र,घटना दर कॅल्क्युलेटर
घटना-दूरमापी,कार्यक्रम टेलिमीटर
"समान, बराबर, सम, तुल्य","समान, समान, समान, समान"
समटोनी संस्कार,समतोनि संस्कार
समऊर्जा उद्गम,ऊर्जेचा स्रोत
समोर्ज श्वेत,समोर्ग पांढरा
समान बल,समान शक्ती
सम रवीयता कन्टूर,अगदी शांतता समोच्च
समसंकेत श्वेत,एकसंध पांढरा
समकारक,तुल्यकारक
समकारी परिपथ,समानीकरण सर्किट
तुल्यकारी मान,समानीकरण मूल्य
समकारी स्पंद,समीकरण नाडी
"समता, समिका","समानता, समानता"
सम संस्कारित स्वरग्राम,सुसंस्कृत स्वरग्राम
"समीकरण, समीकार","समीकरण, समीकरण"
केन्द्र समीकार,मध्य विषुववृत्त
सुसंगति समीकरण,सुसंगतता समीकरण
सांतत्य-समीकरण,सातत्य समीकरण
प्रत्यास्था-समीकरण,लवचिक समीकरण
संतुलन-समीकरण,समतोल समीकरण
एकघात समीकरण,चतुर्भुज समीकरण
गति-समीकरण,गती समीकरण
उदासीन संतुलन समीकरण,तटस्थ समतोल समीकरण
पीजोट्रॉपी का समीकरण,पायझोट्रॉपी समीकरण
ग्रह-कक्षा-समीकरण,ग्रह-कक्षा-समीकरण
द्विघात समीकरण,चतुर्भुज समीकरण
अवस्था-समीकरण,स्थिती समीकरण
त्रिघात समीकरण,चतुर्भुज समीकरण
समय-समीकार,वेळ स्केल
रूपांतरण-समीकरण,परिवर्तन समीकरण
"विषुवतीय, भूमध्यरेखीय, मध्यवर्ती, निरक्षीय","विषुववृत्त, मध्यवर्ती, विषुववृत्त"
पृथ्वी की विषुवतीय त्रिज्या,पृथ्वीची विषुववृत्त त्रिज्या
विषुवतीय उपग्रह,विषुववृत्तीय उपग्रह
विषुवतीय तंत्र,विषुववृत्त प्रणाली
"विषुवत् वृत, भूमध्यरेखा, इक्वेटर, मध्यरेखा","विषुववृत्त, विषुववृत्त, विषुववृत्त, मध्यरेषा"
विषुवत् विद्युत प्रधार,विषुववृत्त प्रवाह
विषुवतीय लंबन,विषुववृत्त लंबन
निरक्षीय समतल,अंतराळ विमान
अनुक्रमिक प्रतिचयन,अनुक्रमिक नमुना
समानकोणिक सर्पिल,समकोणीय सर्पिल
समानकोणिक सर्पिल एन्टेना,कोनीय सर्पिल अँटेना
समावतल,अवतल
समसांद्रण वक्र,एकाग्रता वक्र
समोत्तल,अवतल
समविमीय,सममितीय
"समदूरस्थ, समान्तराली","समांतर, समांतर"
"साम्यावस्था, साम्य, संतुलन","समतोल, समतोल, समतोल"
साम्य पेटिका,समतोल बॉक्स
संतुलन विन्यास,शिल्लक कॉन्फिगरेशन
"साम्य स्थिरांक, संतुलन स्थिरांक","समतोल स्थिरांक, समतोल स्थिरांक"
साम्यावस्था आरेख,समतोल आकृती
साम्य दूरी,समतोल अंतर
संतुलन ऊर्जा,उर्जा संतुलित करा
साम्य रेखा,समतोल रेखा
बल-संतुलन,बल संतुलन
प्रतिबल-संतुलन,तणाव संतुलन
संतुलन बिन्दु,शिल्लक बिंदू
"साम्य दाब, संतुलन दाब","समतोल दाब, समतोल दाब"
संतुलन अनुपात,समतोल गुणोत्तर
साम्यावस्था काल,समतोल कालावधी
समविभाजन,समविभाजन
समविभाजन नियम,समतुल्यता नियम
ऊर्जा-समविभाजन,ऊर्जा सामायिकरण
समविभाजन समय,विलग करण्याची वेळ
समकला क्षेत्र,synchla झोन
समकला पृष्ठ,सिंक्रोनाइझिंग पृष्ठ
समकला जोन,समकला झोन
उपस्कर,उपकरणे
उपस्करण सुसंगति,डिव्हाइस सुसंगतता
उपस्कर विफलता,उपकरणे अपयश
समबिन्दु संयोजन,बिंदू संयोजन
समविभव,इक्विपटेन्शिअल
समविभव वक्र,समद्विभुज वक्र
समविभव रेखा,isopotential लाइन
समविभव अवस्था,समतुल्य स्थिती
समविभव पृष्ठ,समानार्थी पृष्ठ
"समविभवता, समक्षमता","समानता, क्षमता"
समदाब,isobars
समसंकेती पथ,सिंक्रोनाइझिंग मार्ग
समसंकेत लाइन,सिग्नल लाइन
समसंकेती स्थान निर्धारक,आयसोमेट्रिक पोझिशनर
समसंकेत रेडियो परास बीकन,सॅमसिंक रेडिओ रेंज बीकन
समसंकेत प्रदेश,अंतराळ
"समसंकेत ज़ोन, द्विसंकेत ज़ोन","सिग्नल झोन, द्वि-सिग्नल झोन"
तुल्यता,समतुल्यता
विस्थापन-तुल्यता,विस्थापन समतुल्यता
ऊर्जा और द्रव्यमान की तुल्यता,ऊर्जा आणि वस्तुमानाची समानता
गुरूत्वाकर्षण और त्वरण की तुल्यता,गुरुत्वाकर्षण आणि प्रवेग समतुल्य
तुल्यता बिन्दु,समतुल्यता बिंदू
तुल्यता अनुपात,समतुल्य प्रमाण
तुल्यता-संबंध,समतुल्य संबंध
तुल्यता-प्रमेय,समतुल्य प्रमेय
"तुल्य, तुल्यमान (वि.), तुल्यांक (सं.)","समतुल्य, समतुल्य (v.), समतुल्य (सं.)"
तुल्य अवशोषण,समतुल्य शोषण
"तुल्य-बैंड-चौड़ाई, तुल्य पट्टी दैर्घ्य","समतुल्य-बँड-रुंदी, समतुल्य पट्टी लांबी"
तुल्य दाबघनत्नवीय निदर्श,समतुल्य दाब घनता मॉडेल
तुल्य परिपथ,समतुल्य सर्किट
"तुल्यांकी चालकता, तुल्यांकी कंडक्टेन्स","समतुल्य चालकता, समतुल्य आचरण"
तुल्यांकी चालकता,आयसोमेट्रिक चालकता
तुल्यमान धारा,समतुल्य प्रवाह
तुल्य डायोड,समतुल्य डायोड
तुल्य डायोड वोल्टता,समतुल्य डायोड व्होल्टेज
तुल्य मंडलक,समतुल्य वर्तुळ
तुल्य मात्रा,समतुल्य प्रमाण
तुल्यांकी विद्युत् चालकता,समतुल्य विद्युत चालकता
तुल्य इलेक्ट्रॉन,समतुल्य इलेक्ट्रॉन
तुल्य निर्गम वेग,समतुल्य आउटपुट वेग
तुल्यचित्री फोकस-दूरी,आयसोमेट्रिक फोकस-अंतर
तुल्य मुक्त उत्संधि,समतुल्य मुक्त उत्पन्न
तुल्य फलन,समतुल्य कार्य
तुल्यमान ऊंचाई,समतुल्य उंची
तुल्यमानी प्रेरकत्व,आयसोमेट्रिक इंडक्टन्स
तुल्य जालक,समतुल्य जाळी
तुल्य लम्बाई,समतुल्य लांबी
तुल्यचित्री लेन्स,आयसोमेट्रिक लेन्स
तुल्य रव प्रतिरोध,समतुल्य आवाज प्रतिकार
तुल्य रव प्रतिरोधक,समतुल्य आवाज प्रतिरोधक
तुल्य प्रेक्षक,समतुल्य निरीक्षक
तुल्य संक्रिया,समतुल्य ऑपरेशन
तुल्य पथ,समतुल्य मार्ग
तुल्य परावैद्युतांक,समतुल्य डायलेक्ट्रिक
तुल्य स्थिति,समतुल्य स्थिती
तुल्यांकी समानुपात,सममितीय गुणोत्तर
तुल्य छद्म संक्रिया,समतुल्य छद्म ऑपरेशन
तुल्य दृढ़ गोले का व्यास,समतुल्य कठोर गोलाचा व्यास
तुल्यकाली सरल लोलक,समकालिक साधा पेंडुलम
तुल्य स्टोक्स व्यास,समतुल्य स्टोक्स व्यास
तुल्य पृष्ठ बल,समतुल्य पृष्ठभाग बल
तुल्य ताप,समतुल्य तापमान
तुल्य निकाय,समतुल्य शरीर
तुल्य प्रमेय,समतुल्य प्रमेय
तुल्य संचरण लाइन,समतुल्य ट्रान्समिशन लाइन
तुल्य त्रिकोण पथ,समभुज त्रिकोण मार्ग
तुल्य वाल्व,समतुल्य झडप
तुल्य श्यान अवमंदन,समतुल्य चिपचिपा ओलसर
तुल्य चौड़ाई,समतुल्य रुंदी
"मिटाना, विलेखन करना","पुसून टाका, लिहा"
विलेखक जनित्र,लेखक जनरेटर
विलेखक दोलित्र,लेखक ऑसिलेटर
निर्लेखन शीर्ष,लेखन प्रमुख
"ऊर्ध्व शीर्ष प्रतिबंब, सीधा प्रतिबंब","अनुलंब प्रतिमा, सरळ प्रतिमा"
ऊर्ध्वशीर्षकारी लेन्स,उभ्या लेन्स
ऊर्ध्वकर,उभ्या
अर्ग,erg
"ऊर्जापथी परिकल्पना, अभ्यतिप्रायता परिकल्पना","ऊर्जा गृहीतक, प्रवृत्ती गृहीते"
तंतुमापी,फायब्रोमीटर
एरॉस,इरॉस
भ्रांत त्रुटि,चुकीची चूक
भ्रांत अस्तर,भ्रामक अस्तर
"त्रुटि, भूल, गलती, अशुद्धि","चूक, चूक, चूक, अयोग्यता"
त्रुटि संचयन,त्रुटी काढणी
त्रुटि-विश्लेषण,त्रुटी विश्लेषण
त्रुटि परिसर,त्रुटी श्रेणी
त्रुटि कोड,त्रुटी कोड
त्रुटि गुणांक,त्रुटी गुणांक
त्रुटि संशोधन संकेत,त्रुटी सुधारण्याची सूचना
त्रुटि अभिज्ञान,त्रुटी शोधणे
त्रुटि अभिज्ञान संकेत,त्रुटी शोध सिग्नल
त्रुटि संसूचन नेमका,त्रुटी शोध दिनचर्या
त्रुटि बंटन,त्रुटी वितरण
स्मरण संबंधी त्रुटि,मेमरी त्रुटी
त्रुटि-आकल,त्रुटी अंदाजक
त्रुटि-गुणक,त्रुटी घटक
त्रुटि-फलन,त्रुटी कार्य
त्रुटि-फलन-विभव,त्रुटी कार्य क्षमता
त्रुटि-आलेख,त्रुटी पट्ट्या
त्रुटि-समाकल,त्रुटी-अविभाज्य
त्रुटि संदेश,त्रुटी संदेश
त्रुटिमापी,त्रुटी मोजण्याचे यंत्र
प्रेक्षण त्रुटि,निरीक्षण त्रुटी
प्रथम प्रकार की त्रुटि,प्रथम प्रकारची त्रुटी
द्वितीय प्रकार की त्रुटि,दुसऱ्या प्रकारची त्रुटी
"त्रुटि सिग्नल, त्रुटि संकेत",त्रुटी सिग्नल त्रुटी सिग्नल
त्रुटि-स्विच,त्रुटी-स्विच
त्रुटि-पद,त्रुटी संज्ञा
त्रुटि प्रसरण,त्रुटी भिन्नता
सुरंग डायोड,बोगदा डायोड
"पलायन, निकास (सं.), पलायन करना, बाहर निकलना (क्रि.)","सुटणे, बाहेर पडणे (विशेषणे), सुटणे, बाहेर पडणे (वर.)"
निकास-प्रणाल,एक्झॉस्ट सिस्टम
पलायन दक्षता,सुटका कार्यक्षमता
निर्गामी इलेक्ट्रॉन,आउटगोइंग इलेक्ट्रॉन
"पलायन अंश, पलायन प्रभाज","एस्केप फ्रॅक्शन, एस्केप फ्रॅक्शन"
पलायन कौशल,सुटका कौशल्य
निस्तार विधि,विल्हेवाट पद्धत
पलायन वेग,सुटलेला वेग
मोचन पहिया,विमोचन चाक
उत्कीर्णनीयता,उत्कीर्णता
अनिवार्य घटक,आवश्यक घटक
"अनिवार्य तत्व, आवश्यक तत्व",आवश्यक घटक आवश्यक घटक
सारभूत सूचना,मुलभूत माहिती
अनिवार्य स्वर,अनिवार्य स्वर
ऐस्टियाट्रॉन,asiatron
एटालॉन,etalon
ईथर,ईथर
ईथर तरंग,इथर लाट
यूक्लिडीय निर्देशांक,युक्लिडियन समन्वय
यूक्लिडीय डोमेन,युक्लिडियन डोमेन
यूक्लिडीय तंत्र,युक्लिडियन प्रणाली
यूक्लिडीय ज्यामिति,युक्लिडियन भूमिती
"यूक्लिडीय फील्ड, यूक्लिडीय क्षेत्र","युक्लिडियन फील्ड, युक्लिडियन फील्ड"
यूक्लिडीय समतल,युक्लिडियन विमान
गैस आयतनमापी,गॅस व्हॉल्यूममीटर
गैस आयतनमापी नली,गॅस व्हॉल्यूमेट्रिक ट्यूब
गैस आयतनमापी विधि,गॅस व्हॉल्यूमेट्रिक पद्धत
गैस आयतनमिति,गॅस व्हॉल्यूमेट्रिक
ऑयलर-कोण,युलर-कोन
ऑयलरी दोलिका,तेलकट ऑसिलेटर
यूरेका रेडार तंत्र,युरेका रडार प्रणाली
"यूरेका ज्वालक, यूरेका बर्नर","युरेका बर्नर, युरेका बर्नर"
"गलनक्रांतिक, यूटेक्टिक","eutectic, eutectic"
यूटेक्टिक मिश्रातु,eutectic मिश्र धातु
गलनक्रांतिक मिश्रण,eutectic मिश्रण
गलनक्रांतिक बिंदु,eutectic बिंदू
गलनक्रांतिक अनुपात,eutectic प्रमाण
गलनक्रांतिक ताप,eutectic तापमान
इ.वी.,ईव्ही
"रिक्त करना, निर्वात करना","रिकामे करणे, रिकामे करणे"
"निर्वातित, रिक्तीकृत","बाहेर काढले, बाहेर काढले"
निर्वातित अवकाश,निर्वासित रजा
"निर्वातन, रिक्तीकरण","व्हॅक्यूम, रिकामे करणे"
"मानांकन, मूल्यांकन","मूल्यांकन, मूल्यांकन"
यथार्थता मूल्यांकन,अचूकता मूल्यांकन
आयाम-ह्रासी विधा,मोठेपणा-कमी करणारा मोड
वाष्पलेखी प्रक्रम,छायाचित्र प्रक्रिया
वाष्पित,बाष्पीभवन
"वाष्पन, वाष्पीकरण, वाष्पीभवन","बाष्पीभवन, बाष्पीभवन, बाष्पीभवन"
वाष्पन मॉडल,बाष्पीभवन मॉडेल
वाष्पित्र,वाष्पीकरण करणारा
उत्सरण गुणांक,उत्सर्जन गुणांक
सम,अगदी
सम इलेक्ट्रॉनिक अवस्था,अगदी इलेक्ट्रॉनिक स्थिती
सम फलन,सम कार्य
सम लोड,अगदी भार
सम संख्या,सम संख्या
"सम पैरिटी, सम समता","सम समता, सम समता"
सम समता जाँच,समता तपासणी
सम समता संकेत,सम समता सिग्नल
सम संख्याक आंशिक,अगदी अपूर्णांक
समपैरिटी अवस्था,समानता स्थिती
समपद,सममितीय
सम-सम न्युक्लाइड,अगदी nuclides
सम विकीर्ण,अगदी विकिरण
"घटना, अनुवृत्त","घटना, भाग"
घटना अभिलेखित्र,कार्यक्रम रेकॉर्डर
"सदानिरापद, सदासुरक्षित","शाश्वत, सदैव सुरक्षित"
बहिष्केन्द्र,एक्सोसेंटर
"यथातथ, यथार्थ, बिल्कुल ठीक","अगदी अचूक, अगदी अचूकपणे"
यथातथ समीकरण,अचूक समीकरण
यथार्थ अनुनाद,खरा अनुनाद
परिशुद्ध विज्ञान,अचूक विज्ञान
यथातथ परीक्षण,अचूक चाचणी
याथातथ्य,वस्तुस्थिती
प्रवर्धित वाहक तरंग,प्रवर्धित वाहक लहर
उत्केन्द्र,केंद्रबिंदू
उत्केन्द्रीय,केंद्राभिमुख
उत्केन्द्रता,विलक्षणता
अपवाद,अपवाद
अपवाद द्वार,अपवाद गेट
अपवाद नियम पद्धति,अपवाद नियम पद्धत
अतिरिक्त इलेक्ट्रॉन,अतिरिक्त इलेक्ट्रॉन
"बाहुल्य गुणक, आधिक्य गुणक","गुणक गुणक, जादा गुणक"
आधिक्य प्रवाह कपाट,ओव्हरफ्लो झडप
अतिरिक्त प्रकीर्ण,अतिरिक्त विखुरलेले
अति अनुरणन,जास्त फॉलो करणे
विनिमय,देवाणघेवाण
भंवर गुणांक,व्होर्टेक्स गुणांक
विनिमय युग्मन,एक्सचेंज कपलिंग
विनिमय अपभ्रष्टता,देवाणघेवाण भ्रष्टाचार
विनिमय ऊर्जा,ऊर्जा विनिमय
"विनिमय क्षेत्र, आण्वीय क्षेत्र","एक्सचेंज झोन, अणु क्षेत्र"
विनिमय बल,विनिमय शक्ती
विनिमयी अन्योन्य क्रिया,अदलाबदल करण्यायोग्य परस्परसंवाद
विनिमय लाइन,एक्सचेंज लाइन
विनिमय प्रकृति,देवाणघेवाण निसर्ग
विनिमय युग्मन,एक्सचेंज कपलिंग
विनिमायक,एक्सचेंजर
विनिमय दर,विनिमय दर
विनिमयी अभिक्रिया,विनिमय प्रतिक्रिया
विनिमयी प्रकीर्णन,अदलाबदल करण्यायोग्य विखुरणे
विनिमयी अभिलक्षण,अदलाबदल करण्यायोग्य वैशिष्ट्ये
विनिमय गुणधर्म,मालमत्ता विनिमय
विनिमय पद,एक्सचेंज पोस्ट
"उत्तेजन, ऊर्जन","उत्तेजना, उत्तेजना"
उत्तेजन बैंड,उत्तेजना बँड
उत्तेजन वक्र,उत्तेजना वक्र
उत्तेजन ऊर्जा,उत्तेजना ऊर्जा
उत्तेजन आवृत्ति,उत्तेजित वारंवारता
उत्तेजन फलन,उत्तेजित कार्य
उत्तेजन फलन वक्र,उत्तेजित कार्य वक्र
उत्तेजन संख्या,उत्तेजक संख्या
उत्तेजन विभव,उत्तेजन क्षमता
उत्तेजन प्रायिकता,उत्तेजक संभाव्यता
उत्तेजन शुद्धता गुणांक,उत्तेजित अचूकता गुणांक
उत्तेजन अवस्था,उत्तेजित अवस्था
उत्तेजन ताप,उत्तेजित उष्णता
उत्तेजन स्थानान्तरण,प्रेरणा हस्तांतरण
उत्तेजन सदिश,उत्तेजना वेक्टर
उत्तेजन तरंग,उत्तेजित लाट
उत्तेजक क्रियाविधि,उत्तेजक यंत्रणा
"उत्तेजित करना, ऊर्जित करना","उत्तेजित करणे, उत्साही करणे"
उत्तेजित परमाणु,उत्तेजित अणू
उत्तेजित परमाणु घनत्व,उत्तेजित आण्विक घनता
उत्तेजित इलेक्ट्रॉन,उत्तेजित इलेक्ट्रॉन
उत्तेजित क्षेत्र लाउडस्पीकर,उत्तेजित फील्ड लाउडस्पीकर
उत्तेजित आयन,उत्तेजित आयन
उत्तेजित अणु,उत्तेजित रेणू
उत्तेजित अवस्था,भावनिक स्थिती
उत्तेजित कंपन अवस्था,उत्तेजित कंपन स्थिती
उत्तेजक क्रियाविधि,उत्तेजक यंत्रणा
"ध्वनि उत्पादक, ध्वनि स्रोत","ध्वनी निर्माता, ध्वनी स्रोत"
उत्तेजक संघट्ट,उत्तेजक प्रभाव
उत्तेजक धारा,रोमांचक प्रवाह
ऐक्साइटॉन,उत्तेजित होणे
ऐक्साइटॉन बैंड,एक्सिटॉन बँड
ऐक्साइट्रान,excitron
अपवर्जन नियम,अपवर्जन नियम
विशिष्ट,विशिष्ट
एकनिष्ठ परिपथ,एकल सर्किट
निष्पादन काल,अंमलबजावणी वेळ
नियंत्रक नेमका,नियंत्रक दिनचर्या
प्रचालन पद्धति,ऑपरेटिंग सिस्टम
निष्कास वाल्व,एक्झॉस्ट वाल्व
निष्कासक पंखा,बाहेर हवा फेकणारा पंखा
"निर्वातक पंप, रेचक पंप","व्हॅक्यूम पंप, रेचक पंप"
"रेचक चरण, रेचन स्ट्रोक, निष्कास चरण","रेचक टप्पा, कॅथारिसिस स्ट्रोक, उच्छवास टप्पा"
रेचक नलिका,रेचक ट्यूब
रेचन वेग,कॅथार्सिस वेग
"निर्वातन, रेचन, बाहर निकालना, समापन","निर्वासन, कॅथारिसिस, बाहेर काढणे, निर्मूलन"
निर्गम,समस्या
निर्गम कोण,आउटपुट कोन
निर्गम द्वारक,आउटपुट आउटलेट
"निर्गम चैनल प्रचक्रण, निर्गम प्रणाल प्रचक्रण","आउटपुट चॅनेल स्पिन, आउटपुट चॅनेल स्पिन"
निर्गम द्वारक,आउटपुट आउटलेट
"निर्गम द्वारक बिंदु, निर्गम कनीनिका बिंदु","निर्गमन बिंदू, निर्गमन बिंदू"
निर्गम गवाक्ष,आउटपुट विंडो
ऊर्जा उन्मोची प्रक्रम,ऊर्जा कार्यक्षम प्रक्रिया
बहिर्मडल,exosphere
