Kannada,English
ಡೈಆಕ್ಸಿಲ್ಗ್ಲಿಸೆರಾಲ್ (ಡಿಜಿ),Dioxylglycerol (DG)
ಡಿಬಾಸಿಕ್ ಫಾಸ್ಫೇಟ್,Dibasic phosphate
ಪಾಕಶಯಾದ,Dichanthium
ಡಿಕ್ಲೋರೊ ಡಿಫೆನಿಲ್ ಟ್ರೈಕ್ಲೋರೊಥೇನ್ (ಡಿಡಿಟಿ),Dichloro diphenyl trichloroethane (DDT)
ದ್ವಂದ್ವ,Dichotomous
ಡಿಕಾಂಡಿಲಿಕ್ ತಲೆಬುರುಡೆ,Dicondylic skull
ಡಿಕೋಟೈಲೆಡಾನ್,Dicotyledon
ಡಿಕ್ಟಿಯೋಸೋಮ್,Dictyosome
ಡಿಕ್ಟಿಯೊಟ,Dictyota
ಡೈನ್ಸ್ಫಾಲ,Diencephalon
ಆಹಾರ,Dietary
ಭೇದಾತ್ಮಕ ಕೊಡುಗೆ,Differential contribution
ಡಿಫರೆನ್ಷಿಯಲ್ ಹಸ್ತಕ್ಷೇಪ ಕಾಂಟ್ರಾಸ್ಟ್ ಮೈಕ್ರೋಸ್ಕೋಪ್,Differential interference contrast microscope
ಭೇದ -ಸಂತಾನೋತ್ಪತ್ತಿ,Differential reproduction
ವಿಭಿನ್ನ ಜೀವಕೋಶ,Differentiated cell
ಭಿನ್ನತೆ,Differentiation
ವಿವರ್ಟ್ಡ್ ತರಂಗ,Diffracted wave
ಪ್ರಸಾರ,Diffuse
ಹರಡುವ ಸಾಮರ್ಥ್ಯ,Diffusing capacity
ಜೀರ್ಣುವುದು,Digestion
ಜೀರ್ಣಕಾರಿ ರಸ,Digestive juice
ಜೀರ್ಣಾಂಗ ವ್ಯವಸ್ಥೆ,Digestive system
ಜೀರ್ಣಾಂಗವ್ಯೂಹ,Digestive tract
ಅಂಕ,Digit
ಡಿಜಿಟಲ್ ವ್ಯವಕಲನ ಆಂಜಿಯೋಗ್ರಫಿ,Digital subtraction angiography
ಪ್ರತಿಷ್ಠೆಯಂತೆ,Digitally
ಡಿಜಿಟಿಫಾರ್ಮ್ ಗ್ರಂಥಿ,Digitiform gland
ಡಿಕೆರಿಯಾನ್,Dikaryon
ಡಿಕೆರಿಯೋಫೇಸ್,Dikaryophase
ಮಧುರ,Dimer
ಪ್ರಾಬಲ್ಯದ ಮಾರಕ ಆಲೀಲ್,Dominant lethal allele
ದ್ವಿವರ್ಗಣ,Dimorphism
ಇಳಿಜಾರು,Dinitrogen
ರಾತ್ರಿಯ ದಿನ,Dinoflagellate
ದೈವಭಕ್ತ,Dioecious
ಡಯೋಸ್ಪೈರೋಸ್ ಮೆಲನಾಕ್ಸಿಲಾನ್,Diospyros melanoxylon
ಪಾಯಿಜಾಲ,Dipeptide
ದೀಪದೋಂಟ್,Diphyodont
ದಾಯವಾಷ್ಠಿಕ,Diplobacillus
ರಾಯಭಾರಿಗಳ,Diploblastic
ಡಿಪ್ಲೊಕೊಕಸ್ ನ್ಯುಮೋನಿಯಾ,Diplococcus pneumoniae
ಡಿಪ್ಜೋಟಿ,Diploid stage
ರಾಜಗೀತೆ,Diplonema
ರಾಸಾಯನಿಕ,Diplontic
ರಾಯಭಾರ,Diplosome
ದಾಯ್ಯಿತ,Diplostome
ರಾಜತಕಾಯ,Diplotene stage
ದೀಕ್ಷಿ,Diptera
ದೀಕ್ಷಿ,Dipteran
ಡಿಪ್ಟೆರೊಕಾರ್ಪಸ್ ಹೋಪಿಯ,Dipterocarpus hopea
ಹೊರನೋಟ,Dipthteria
ದಿಕ್ಕಿನ ಆಯ್ಕೆ,Directional selection
ಡೈಸ್ಯಾಮರೈಡ್ ಹೈಲುರಾನಿಕ್ ಆಮ್ಲ,Disaccharide hyaluronic acid
ನಿಷ್ಕ್ರಿಯಗೊಳಿಸು,Disaccharide
ಗತಿ,Disc
ಡಿಸ್ಕ್,Disc floret
ಪರಾಗವನ್ನು ಹೊರಹಾಕುವುದು,Discharge of pollen
ನಿರಂತರ ವ್ಯತ್ಯಾಸ,Discontinuous variation
ಪ್ರತ್ಯೇಕ ರೂಪಾಂತರ,Discrete mutation
ರೋಗ,Disease
ಅಸಂಗತ ಪ್ರಕ್ರಿಯೆ,Disharmonising process
ಸೋಂಕುಗಳೆತ,Disinfectant
ಸೋಂಕುರಹಿತ,Disinfected
ಮೂಳೆಯ ಅಸ್ವಸ್ಥತೆಗಳು,Disorders of bone
ಪ್ರಸಾರ,Dissemination
ದೂರದ,Distal
ದೂರ ಸುರುಳಿಯಾಗಿ,Distal convoluted
ಡಿಸ್ಟಲ್ ನೆಫ್ರಾನ್,Distal nephron
ದೂರದೃಷ್ಟಿ,Distal phalanx
ದೂರದ ವರ್ಣದ್ರವ್ಯ,Distal pigment
ದೈವಿಕ,Diurnal
ದಿವಲನ ಕ್ಯಾಷನ್,Divalent cation
ಕೆಳಮಟ್ಟದ,Divalent
ಬೇರೆಡು,Diverge
ಅಡ್ಡಲಾಗಿರುವುದು,Divergence
ವೈವಿಧ್ಯ,Diversity
ಕಾರ್ಮಿಕರ ವಿಭಾಗ,Division of labour
ವಿಭಾಗ,Division
ವಿಭಾಗ,Division
ಡಿಎನ್‌ಎ ಅವಲಂಬಿತ ಆರ್‌ಎನ್‌ಎ ಪಾಲಿಮರೇಸ್,DNA dependent RNA polymerase
ಡಿಎನ್‌ಎ ಬ್ಲಾಟಿಂಗ್,DNA blotting
ಡಿಎನ್‌ಎ ಸೀಳು,DNA cleavage
ಡಿಎನ್‌ಎ ಕ್ಲೋಯಿನಿಂಗ್,DNA cloining
ಡಿಎನ್‌ಎ ಚಾಲಿತ ಹೈಬ್ರಿಡೈಸೇಶನ್,DNA driven hybridization
ಡಿಎನ್‌ಎ ಬೆರಳಚ್ಚು,DNA fingerprinting
ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ,DNA library
ಡಿಎನ್‌ಎ ಕರಗುವಿಕೆ,DNA melting
ಡಿಎನ್‌ಎ ಮೆತಿಲೀಕರಣ,DNA methylation
ಡಿಎನ್‌ಎ ಪಾಲಿಮರ,DNA polymerase
ಡಿಎನ್‌ಎ ತನಿಖೆ,DNA probe
ಡಿಎನ್‌ಎ ದುರಸ್ತಿ,DNA repair
ಡಿಎನ್‌ಎ ಪುನರಾವರ್ತನೆ,DNA replicate
ಡಿಎನ್‌ಎ ಪುನರಾವರ್ತನೆ,DNA replication
ಡಿಎನ್‌ಎ ಅನುಕ್ರಮ,DNA sequence
ಡಿಎನ್‌ಎ ಸ್ಪ್ಲೈಸಿಂಗ್,DNA splicing
ಡಿಎನ್‌ಎ ಸೂಪರ್ ಕಾಯಿಲಿಂಗ್,DNA super coiling
ಡಿಎನ್‌ಎ ಪ್ರತಿಲೇಖನ,DNA transcription
ಡಿಎನ್‌ಎ ವೆಕ್ಟರ್,DNA vector
ಡಾಬ್ಸನ್ ಘಟಕ,Dobson unit
ಶ್ವಾನ ಮೀನು,Dogfish
ಗಲಾಟೆ,Doliolum
ಡಾಲ್ಫಿನ್ (ಸಸ್ತನಿ),Dolphin (mammal)
ಸಾಕು ಪ್ರಾಣಿ,Domestic animal
ಸಾಕು ಪ್ರಾಣಿಗಳ,Domesticated animal
ಸಾಕುಪ್ರಾಣಿ,Domesticated plant
ಸಾಕಾಣಿಕೆ,Domestication
ಸಾಕಾಣಿಕೆ,Domestication
ಪ್ರಬಲ ಜೀನ್,Dominant gene
ಪ್ರಬಲ ಘಟಕ ಅಂಶ,Dominant unit factor
ದಾನನ್ ಸಮತೋಲನ,Donnan equilibrium
ದಾನಿ ಕೋಶ,Donor cell
ಡಾಪ್ಲರ್ ಪರಿಣಾಮ,Doppler effect
ಡಾರ್ಸಲ್ ಆಂತರಿಕ ಮೇಲ್ಮೈ,Dorsal inner surface
ಡಾರ್ಸಲ್ ನರ ಬಂಡಿ,Dorsal nerve cord
ಸುಸ್ತಾಗುವಿಕೆ,Dormancy
ಡಾರ್ಸಲ್ ರೆಕ್ಕೆ,Dorsal fin
ಡಾರ್ಸಲ್ ಟೊಳ್ಳಾದ ನರಮಂಡಲ,Dorsal hollow nervous system
ಡಾರ್ಸಲ್ ಮೂಗಿನ ಹೊಳ್ಳೆ,Dorsal nostril
ಡಾರ್ಸಲ್ ರೂಟ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್,Dorsal root ganglion
ಡಾರ್ಸಲ್ ಮೇಲ್ಮೈ,Dorsal surface
ಡಾರ್ಸಲ್ ಒಳಾಂಗಗಳ ಗೂಡು,Dorsal visceral hump
ಡಾರ್ಸಿವೆಂಟ್ರಲ್ ಎಲೆ,Dorsiventral leaf
ಎರಡು ಬಂಡಿ,Double bond
ಎರಡು ತೆಂಗಿನಕಾಯಿ,Double coconut
ಡಬಲ್ ಹೆಲಿಕ್ಸ್,Double helix
ಡಬಲ್ ಸ್ಟ್ರಾಂಡೆಡ್ ರಚನೆ,Double stranded structure
ಕೆಳಗಡೆ,Downstream
ಕೆಳಮಟ್ಟದ ಸಂಸ್ಕರಣೆ,Downstream processing
ಕೆಳಕಡಿ ಸಿಂಡ್ರೋಮ್,Down syndrome
ದಾಸ,Dracaena
ದಾಸ,Draco
ಡ್ರ್ಯಾಗನ್ ನೊಣ,Dragon fly
ಹಳಿ,Droplet
ಡ್ರಾಪ್ಸಿ,Dropsy
ಡ್ರೊಸೊಫಿಲಾ ಮೆಲನೊಗಾಸ್ಟರ್,Drosophila melanogaster
ಬರಗಾಲ,Drought
ಬರ ನಿರೋಧಕ ಹುಲ್ಲು,Drought resistant grass
Drugಷಧ,Drug
Drugಷಧ,Drug
ಮಾದಕ ವ್ಯಸನ,Drug abuse
ಡ್ರಮ್ ಕೋಲು,Drum stick
ಬಿದ್ದ,Drupe
ಶುಷ್ಕ ಜೀವರಾಶಿ,Dry biomass
ಒಣ ಶೇಖರಣೆ,Dry deposition
ಒಣ ಆಪಿಥೆಕಸ್,Dryopithecus
ಹಳ್ಳ,Dryopteris
ನಾಳದ ಎಫೆರೆಂಟ್,Ductule efferent
ದಾಳದ ಅಪಧಮನಿ,Ductus arteriosus
ಕಸಚಾಲೆ,Ductus epididymus
ಕುಡಿನಮ್,Duodenum
ನಕಲು ಮಾಡುವುದು,Duplication
ಡುರಾಮಾಟರ್,Duramater
ಡ್ರಾಮೆನ್,Duramen
ಡರ್ಟಾ,Duranta
ಧೂಳು ಮಾಲಿನ್ಯ,Dust pollution
ಕುಬ್ಜ,Dwarf
ಕುಬ್ಜತನ,Dwarfness
ಕುಬ್ಜ-ಕಾಂಡದ ಸಸ್ಯ,Dwarf-stem plant
ದೈನೈನ್,Dynein
ಅಂಕ,Digit
ಹದ್ದು,Eagle
ಕಬ್ಬಿಣದ,Ear ossicle
ಕಿವಿಗುದಾಯಿ,Earcockle
ಮುಂಚಿನ ಜೀವನ,Earliest life
ಆರಂಭಿಕ ಮರ,Early wood
ಕಿವಿಗೆ,Earmuff
ಭೂಪ್ರದೇಶ,Earth summit
ತಿನ್ನುವುದು ಮತ್ತು ತಿನ್ನುವುದು,Eating and being eaten
ಭೂಮಿ,Earth
ಭೂಮಿ,Earth
ಸ್ರಾವ,Ebenales
ಇಬ್ರಾಕ್ಟೇಟ್ ಗೀತೆ,Ebracteate
ಒಂದು ಬಗೆಯ ಶವ,Echeneis
ದಿಟುಕೋಯು,Echinococcus
ಪ್ರತಿಧ್ವನಿ,Echolocation
ಗ್ರಹಣ,Eclipta alba
ಪರಿಸರ ವಿಜ್ಞಾನದ ರೂಪ,Ecological adaptation
ಪರಿಸರ ವಿಜ್ಞಾನ,Ecological efficiency
ಪರಿಸರಶಾಸ್ತ್ರೀಯ ಪರಸ್ಪರ ಅವಲಂಬನೆ,Ecological interdependence
ಪರಿಸರ ವಿಜ್ಞಾನದ ಪಿರಮಿ,Ecological pyramid
ಪರಿಸರ ವಿಜ್ಞಾನದ,Ecological sanitation
ಪರಿಸರ ಅನುಕ್ರಮ,Ecological succession
ಪರಿಸರ ವಿಜ್ಞಾನದ,Ecological sustainability
ಪರಿಸರ ವಿಜ್ಞಾನಿ,Ecologist
ಪರಿಸರ ವಿಜ್ಞಾನ,Ecology
ಪರಿಸರ ವಿಜ್ಞಾನ ಮತ್ತು ಪರಿಸರ,Ecology and environment
ಪರಿಸರ ಶೌಚಾಲಯ,Ecosan toilet
ಪರಿಸರ ವ್ಯವಸ್ಥೆ,Ecosystem
ಪರಿಸರ ವ್ಯವಸ್ಥೆಯ ವೈವಿಧ್ಯತೆ,Ecosystem diversity
ಪರಿಸರ ವ್ಯವಸ್ಥೆಯ ಪ್ರಕ್ರಿಯೆ,Ecosystem process
ಪರಿಸರ ವ್ಯವಸ್ಥೆಯ ಸೇವೆ,Ecosystem service
ಜೀವಕಣ,Ecotone
ವಲಸೆಗಾರ,Ecotourism
ಜೀವರ ರೂಪ,Ecotype
ಇಸಿಪಿ ಗ್ರೇಡಿಯಂಟ್,ECP gradient
ಉಚ್ಚೆಕಾಯಿ,Ectocarpus
ಬಾಹ್ಯರೇಖೆ,Ectoderm
ಎಕ್ಟೊಮೈಕೊರಿ iz ೆ,Ectomycorrhizae
ಮೇಲ್ನೋಟದ,Ectoparasite
ಅಪಸ್ಥಾನೀಯ ಗರ್ಭಧಾರಣೆಯ,Ectopic pregnancy
ಪ್ರಾಚೀನ ರೂಪ,Ectotherm
ಬಹಿರ್ಮಾಣದ,Ectothermic
ಅಂಚಿನ ಪರಿಣಾಮ,Edge effect
ಅಂಚಿನ ಪ್ರಭೇದ,Edge species
ಪರಿಣಾಮಕಾರಿ ಹೊಡೆತ,Effective stroke
ಪರಿಣಾಮಕಾರಿ,Effector
ಪರಿಣಾಮಕಾರಿ,Effector
ಬೇಸರಪಡಿಸುವ,Efferent
ಎಫೆರೆಂಟ್ ಅಪಧಮನಿಯ,Efferent arteriole
ದಕ್ಷತೆಯ ಸೂಚ್ಯಂಕ,Efficiency index
ಹೊರಸೂಸುವ,Effluent
ಹೊರಸೂಸುವ ಚಿಕಿತ್ಸಾ ಘಟಕ (ಇಟಿಪಿ),Effluent treatment plant (ETP)
ಇತ್ತ,Efflux
ಉದ್ಧಟ,Egested
ಮೊಟ್ಟೆ,Egg
ಮೊಟ್ಟೆಪಟ್ಟೆ,Egg apparatus
ಅಹಂ ಕೇಂದ್ರೀಕರಣ,Ego centrism
ಐಕ್ಚಾರ್ನಿಯಾ ಕ್ರಾಸ್ಸಿಪ್ಸ್,Eicchornia crassipes
ಸ್ಖಲನ ನಾಳ,Ejaculatory duct
ಎಲ್ ನಿನೊ ಪರಿಣಾಮ,El nino effect
Eonoiplast,Elaioplast
ಜರಿಗೋಳ,Elasmobranch
ಸ್ಥಿತಿಸ್ಥಾಪಕ,Elastic fibre
ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,Elastic force
ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,Elasticity
ಎಲಾಸ್ಟಿನ್,Elastin
ಹಾಯದವನು,Elater
ವಿದ್ಯುತ್ ಕ್ಷೇತ್ರ,Electric field
ವಿದ್ಯುತ್ ಪ್ರಕಾಶಕ,Electric illuminator
ವಿದ್ಯುತ್ ಅಂಗ,Electric organ
ವಿದ್ಯುತ್ ವಿಸರ್ಜನೆ,Electrical discharge
ವಿದ್ಯುತ್ ಸಂಭಾವ್ಯ ವ್ಯತ್ಯಾಸ,Electrical potential difference
ವಿದ್ಯುತ್ ಸಂಪೇ,Electrical synapse
ಎಲೆಕ್ಟ್ರೋಕಾರ್ಡಿಯೋಗ್ರಾಮ್ (ಇಸಿಜಿ),Electrocardiogram (ECG)
ವಿದ್ಯುದರ್ಚಿ,Electrocardiograph
ವಿದ್ಯುತ್ಕಂಪನ ಚಿಕಿತ್ಸೆ,Electrocardiography
ಎಲೆಕ್ಟ್ರೋಕೆಮಿಕಲ್ ಪ್ರೋಟಾನ್ ಗ್ರೇಡಿಯಂಟ್,Electrochemical proton gradiant
ವಿದ್ಯುತ್ತುತನ,Electroencephalogram
ವಿದ್ಯುದ್ವವತೆ,Electroencephalography
ವಿದ್ಯುದ್ವಿಭಜಿತ,Electrogenic
ವಿದ್ಯುತ್ಕಾಂತೀಯ ಮಸೂರ,Electromagnetic lense
ವಿದ್ಯುತ್ಕಾಂತೀಯ ವಿಕಿರಣ,Electromagnetic radiation
ವಿದ್ಯುತ್ಕಾಂತೀಯ ಸಿದ್ಧಾಂತ,Electromagnetic theory
ವಿದ್ಯುದನಿ,Electron acceptor
ವಿದ್ಯುತ್ತು ಬಾಂಬು,Electron bombardment
ಎಲೆಕ್ಟ್ರಾನ್ ಕೊರತೆ,Electron deficient
ಕಾಲ್ಚೀಲ,Electron donor
ವಿದ್ಯುದನಿ,Electron microscope
ವಿದ್ಯುತ್ತುರ ಪಾರದರ್ಶಕತೆ,Electron transparency
ಎಲೆಕೋಸು ಸರಪಳಿ,Electron transport chain
ವಿದ್ಯುತ್ತುರ ಸಾರಿಗೆ ವ್ಯವಸ್ಥೆ,Electron transport system
ವಿದ್ಯುದ್ವಿಭಜಿತ,Electronegative
ವಿದ್ಯುದಿವಂಗ್ಯಾಮ,Electronegative atom
ವಿದ್ಯುನ್ಮಾನಿನ ತ್ಯಾಜ್ಯ,Electronic waste
ವಿದ್ಯುನ್ಮವತೆ,Electrophoresis
ವಿದ್ಯುಚ್ಚಲನವಾಸ,Electroporation
ಸ್ಥಾಯೀ ಚುಚ್ಚುವ ವ್ಯಕ್ತಿ,Electrostatic precipitator
ಅಂಶ,Element
ಅಂಶ,Element
ಆನೆಫರು,Elephas
ದೀರ್ಘವೃತ್ತ ಪಟ್ಟಿ,Ellipsoid strip
ದೀರ್ಘವೃತ್ತ,Ellipsoidal joint
ಉದ್ದವಾದ ಹೃದಯ,Elongated heart
ಉದ್ದನೆಯ ಅಂಶ,Elongation factor
ಎಲ್ಫಿಡಿಯಂ,Elphidium
ಉದಾತ್ತನೆ,Elution
ತಿಕ್ಕಲು,Emarginate
ಇಂಚರು,Emasculation
ಭ್ರೂಣ ಸಂಸ್ಕೃತಿ,Embryo culture
ಭ್ರೂಣ ಅಭಿವೃದ್ಧಿ,Embryo development
ಭ್ರೂಣ ರಕ್ಷಣೆ,Embryo rescue
ಭ್ರೂಣ,Embryo
ಭ್ರೂಣದ ಚೀಲ,Embryo sac
ಭ್ರೂಣಶಾಸ್ತ್ರದ ಸಂಶೋಧನೆ,Embryological research
ಭ್ರೂಣಶಾಸ್ತ್ರ,Embryology
ಭ್ರೂಣದ ಬ್ಲಾಸ್ಟೋಪೋರ್,Embryonic blastopore
ಭ್ರೂಣದ ಅಭಿವೃದ್ಧಿ,Embryonic development
ಭ್ರೂಣದ ಮರಣ,Embryonic mortality
ಜಲೀಯ,Emergent hydrophyte
ವಲಸೆ,Emigration
ಎಮಿಲಿಯಾ ಸೋಂಚಿಫೋಲಿಯಾ,Emilia sonchifolia
ಭಾವಾತ್ಮಕ ಪ್ರಕ್ಷುಬ್ಧತೆ,Emotional turbulence
ಸ ೦ ಗಲಗಂಜ,Empetraceae
ಮಧುರ,Emphysema
ಪ್ರಾಯೋಗಿಕ ಸೂತ್ರ,Empirical formula
ಬಾಯಿ,Emu
ಎಮದಿ ಮಾಡುವಿಕೆ,Emulsifying
ಪತಂಗ,Enaima
ದಂತಕೇಂದ್ರ,Enamel
ಎನ್‌ಕೋಡ್ ಮಾಡಲಾದ ಕಿಣ್ವ,Encoded enzyme
ಸುತ್ತಳತೆ,Encystation
ಅಂತ್ಯದ ಗೋಡೆ,End wall
ತರುವ,Endangered
ಸ್ಥಳೀಯ,Endemic
ಅಂತ್ಯ,Endemism
ಎಂಡರ್ಗೋನಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,Endergonic reaction
ಎಂಡೊಕಾರ್ಜ,Endocarp
ಅಂತಃಸ್ರಾವಕ ವ್ಯವಸ್ಥೆಯ,Endocrine system
ಎಂಡೊಸೈಟೋಸುಗಳು,Endocytosis
ಎಂಡುಡರ್ಮ್,Endoderm
ಎಂಡೊಲಾಪು,Endolymph
ಎಂಡೊಮೆಟ್ರಿಯಂ,Endometrium
ಎಂಡೊಮೈಕೊರಿ iz ೆ,Endomycorrhizae
ಎಂಡೋನ್ಯೂಕ್ಲೀಸ್ ಗುರುತಿಸುವಿಕೆ ತಾಣ,Endonuclease recognition site
ಎಂಡೊಪ್ಲಾಸ್ಮಿಕ್ ರೆಟಿಕ್ಯುಲಮ್,Endoplasmic reticulum
ಎಪೋಲು,Endoscope
ಎಂಡೋಸ್ಕೋಪಿ,Endoscopy
ಎಂಡೊಸ್ಕೆಲಿಟನ,Endoskeleton
ಎಂಡೋಸಮ್,Endosome
ಎಂಡೋಸ್ಪರೆ,Endosperm
ಎಂಡೋಸ್ಪರ್ಮ,Endospermic
ಎಂಡೋಥೆಲಿಯಲ್ ಲೈನಿಂಗ್,Endothelial lining
ಎಂಡೂಥೀಲಿಯಂ,Endothelium
ಎಂಡೋಥೆರ್ಮ್ (eomoiotherm),Endotherm (eomoiotherm)
ಎಂಡೋಥರ್ಮಿಟ್ ಮಾಡಿದ,Endothermic
ಎಂಡೋಥರ್ಮಿಟ್ ಮಾಡಿದ,Endothermic
ಏಕಕಂಡ,Endotoxin
ಅಂತ್ಯ ಚೀಲ,End sac
ಎಂಡೋಪ್ಲಾಸಮದ,Endoplasmic
ಎಂಡ್ರೆಕ್ರೈನ್ ವ್ಯವಸ್ಥೆಯ,Endrocrine system
ಶಕ್ತಿಯನ್ನು ಒಟ್ಟುಗೂಡಿಸಲಾಗಿದೆ,Energy assimilated
ಶಕ್ತಿ ಹರಿವು,Energy flow model
ಶಕ್ತಿ ತೋಟ,Energy plantation
ಶಕ್ತಿ ತೋಟ,Energy plantation
ಶಕ್ತಿಯ ಮೂಲ,Energy source
ಎಂಜಿನಿಯರಿಂಗ್,Engineering
ಎಂಟಾಮೀಬಾ ಹಿಸ್ಟೊಲಿಟಿಕಾ,Entamoeba histolytica
ಎಂಟರೋಬಿಯಸ್,Enterobius
ಎಂಟೊಡೆಟ್,Enterocyte
ಎಂಟೆನ್,Enteron
ಸುಲಿಗೆ,Enthalpy
ತಳಮಳವಿಲ್ಲದ,Entomophilous
ಬುದ್ಧಿ,Entomophily
ಎಳೆಯ,Entropy
ವಾತಾವರಣ,Environment
ಪರಿಸರ ಸ್ಥಿತಿ,Environmental condition
ಪರಿಸರ ನೀತಿಶಾಸ್ತ್ರ,Environmental ethics
ಪರಿಸರ ಅಂಶ,Environmental factor
ಪರಿಸರ ಪ್ರಭಾವ,Environmental influence
ಪರಿಸರ ನಿರ್ವಹಣೆ,Environmental management
ಪರಿಸರ ಯೋಜನೆ ಮತ್ತು ಸಮನ್ವಯ,Environmental planning and coordination
ಪರಿಸರ ಪ್ರತಿರೋಧ,Environmental resistance
ಕಿಣ್ವಕತ್ವ,Enzymatic content
ಕಿಣ್ವ,Enzyme
ಕಿಣ್ವ ವ್ಯವಸ್ಥೆ,Enzyme system
ಕಿಣ್ವ-ಸಂಯೋಜಿತ,Enzyme-linked
ಜೀವಿಗೀನ್,Eocene
ಈಸೈನಿಲ್,Eosinophil
ಮಚ್ಚೆ,Ephedra
ಅಲ್ಪಕಾಲಿಕ ವಾರ್ಷಿಕ ಮೂಲಿಕೆ,Ephemeral annual herb
ಪೆಟ್ಟಿಗೆ,Ephemeral
ಮಹಾಕಾವ್ಯಕ್ಸ್,Epicalyx
ಹೊರಗಿನ,Epicarp
ಎಪಿಡರ್ಮಲ್ ಕೋಶ,Epidermal cell
ಉಜ್ಜೆ,Epidermis
ಎಡ್ಡಿಮೊಫಿಟನ್,Epidermophyton
ಎಡ್ಡಿಡಿಮಿಗಳು,Epididymis
ಉಚ್ಚಾರಣಾ,Epigynae
ಮಧುರ,Epigynous
ಅಪಸ್ಮಾರ,Epilepsy
ಎಪಿಲಿಮ್ನನ,Epilimnion
ಉಭಯಾಕೃತಿ,Epimorphosis
ಎಪಿನ್ಫ್ರಿನ್,Epinephrine
ಎಪಿನ್ಯೂರಿಯಂ,Epineurium
ಮಧುರ,Epipetalous
ಸ ೦ ಗೀತ,Epiphysis
ವಿಪತ್ತಿನ,Epiphyte
ಎಪಿಸೋಡಿಕ್ ಖಿನ್ನತೆ,Episodic depression
ಪತ್ರ,Epistasis
ಪತ್ರ,Epistasis
ಎಪಿಥೇಲಿಯಲ್ ಅಂಗಾಂಶ,Epithelial tissue
ಯುಗ,Epoch
ಎಪ್ಯುಲೋಪ್ಸಿಯಮ್ ಫಿಶೆಸೋನಿ,Epulopscium fishesoni
ಸಮ ಸಮುಚ್ಚಯ,Equatorial plate
ಸಮತಟ್ಟಾದ,Equilibrium
ಸಮತೋಲನ,Equilibrium sedimentation
ಇಕ್ವಿಷತ್ತು,Equisetum
ಸಮೋಡು,Equus
ಯುಗ,Era
ಎರ್ಗೋಸ್ಟರಿ,Ergosterol
ಬಿಲ್ಲೆ,Ericales
ಸವೆನ,Erosion
ಸೋಗು ಆಮ್ಲ,Erucic acid
ಅಪರಿಚಿತ,Erythrina
ಎರಿಥ್ರೋಸೈಟ್ (ಆರ್ಬಿಸಿ),Erythrocyte (RBC)
ಅಪರಿತ್ರೀಯ,Erythrocytic
ಸರಿಥ್ರೋಪೂಟಿಕ್ ಅಂಶದ,Erythropoietic factor
ಅಪೇಕ್ಷೆ,Erythropoietin
ಎರಸಿಥ್ರೋಕ್ಸಿಲಮ್ ಕೋಕ,Erythroxylum coca
ಎಸ್ಚೆರಿಚಿಯಾ ಕೋಲಿ,Escherichia coli
ಸಾರಭೂತ ತೈಲ,Essential oil
ಈಟಿ,Ester bond
ಹುರಿ ಜನಕ,Estrogen
ಈಸ್ಟ್ರೊಜೆನ್ ಬದಲಿ ಚಿಕಿತ್ಸೆ,Estrogen replacement therapy
ತಪಣ,Estuary
ಮರಿ,Etaerio
ಎಥೆನಾಲ್,Ethanol
ಈಥರ್,Ether
ಎಥಿಡಿಯಂ ಬ್ರೋಮೈಡ್,Ethidium bromide
ಶೃಂಗಶಾಸ್ತ್ರ,Ethology
ಶೃಂಗಶಾಸ್ತ್ರ,Ethology
ಈಪಲೀನ್,Ethylene
ಈತತ್ವ ಸಲ್ಫೋನೇಟ್,Ethylmethane sulphonate
ವಿವರ್ಣೀಕರಣ,Etiolation
ಯುಬ್ಯಾಕ್ಟರತೆ,Eubacteria
ಯುಬ್ಯಾಕ್ಟರಿ ಕೋಶ,Eubacteria cell
ಯುಕ್ರೊಮಾಟಿನ್,Euchromatin
ಯುಗದ,Euglena
ಯುಗ್ಗು,Euglenoid
ಯುಕ್ಯಾರಿಯೋಟ್ (ಯುಕ್ಯಾರಿಯೋಟ್),Eukaryote (eucaryote)
ಯುಕಾರ್ಯಾಟಿಕ್ ಕೋಶ,Eukaryotic cell
ಯುಕಾರ್ಯೋಟಿಕ್ ಪ್ರಭೇದಗಳು,Eukaryotic species
ಉಣ್ಣೆಯಂಥ,Eumetazoa
ಉಚ್ಚಾಟನೆ,Eumitosis
ನಪುಂಸನಕಾರಿತ್ವ,Eunuchoidism
ಉಪಗ್ರಹ,Eupagurus
ಸುಸಂಬದ್ಧ,Euphorbia
ಸುಸಂಬದ್ಧ,Euphorbiaceae
ಇಸ್ಲೆಕ್ಟೆಲ್ಲಾ,Euplectella
ಯೂರಿಹಲೈನ್,Euryhaline
ಯೂರಿಥರ್ಮಲ್,Eurythermal
ಉಸಿರು,Euspongia
ಯುಸ್ಟಾಚಿಯಾದ ಟ್ಯೂಬ್,Eustachian tube
ಯುಟ್ರೊಫಿಕ್ ನೀರಿನ ದೇಹ,Eutrophic water body
ಯುಟ್ರೊಫಿಕೇಶನ್,Eutrophication
ಯುಟ್ರೊಫಿಕೇಶನ್,Eutrophication
