Bengali,Marathi
1. ড্রিলিং 2. একটি ড্রিল দিয়ে বপন করা 3. একটি ড্রিল দিয়ে ঢালা,1. ड्रिलिंग 2. ड्रिलसह पेरणी 3. ड्रिलसह ओतणे
ড্রিপ সেচ,ठिबक सिंचन
শুকনো চাষ,कोरडी शेती
1.ধুলো 2.বুকনি,1.धूळ 2.बुकनी
1. ডাস্টার 2. বিক্ষিপ্তকারী,1. डस्टर 2. स्कॅटरर
ছিটানো,शिंपडणे
1. বামন 2. বামন,1. बटू 2. वामन
বামন পিরামিড,वामन पिरॅमिड
ভামিনী ভবন,वामिनी भवन
বাস্তুশাস্ত্র,पर्यावरणशास्त्र
অর্থনীতি,अर्थमिति
অর্থনৈতিক দক্ষতা,आर्थिक कार्यक्षमता
পরিস্থিতিগত প্রকার,परिस्थितीजन्य प्रकार
অতিরিক্ত স্তরিত,अतिरिक्त-स्तरीकृत
নরম,मऊ
মৃত্তিকা বিজ্ঞান,माती विज्ञान
1. ব্রিজিং 2. এজিং 3. স্ট্র্যান্ড ক্লোজার,1. ब्रिजिंग 2. एजिंग 3. स्ट्रँड क्लोजर
খাদ্য অংশ,अन्न भाग
চাহিদার স্থিতিস্থাপকতা,मागणीची लवचिकता
উত্পাদন স্থিতিস্থাপকতা,उत्पादन लवचिकता
তড়িৎ বিশ্লেষণ,इलेक्ट्रोलिसिस
ইলেক্ট্রোফোরেসিস,इलेक्ट्रोफोरेसीस
বাষ্পীভবন,बाष्पीभवन
1. শিরশ্ছেদ 2. বন্দী 3. শিরশ্ছেদ 4. জীবাণুমুক্ত,1. शिरच्छेद करणारा 2. निर्जंतुक करणारा 3. शिरच्छेद करणारा 4. निर्जंतुक करणारा
1. উইয়ার বান্দি 2. স্ট্রবান্ডি,1. विर बंदी 2. स्ट्रॉबंडी
ভ্রূণ,गर्भ
1. ভ্রূণবিদ্যা 2. পদার্থবিদ্যা,1. भ्रूणशास्त्र 2. भौतिकशास्त्र
1. প্রস্থান 2. প্রস্থান,1. बाहेर पडा 2. बाहेर पडा
ইমালসিফায়ার,emulsifier
অন্তঃসত্ত্বা,अंतर्जात
আন্তঃবিন্দু বিভাগ,आंतर-बिंदू विभागणी
অন্তঃপরজীবী,आंतर-परजीवी
এন্ডোস্পার্ম,एंडोस्पर्म
এন্টারপ্রাইজ,उपक्रम
কীটতত্ত্ব,कीटकशास्त्र
পরিবেশ,वातावरण
1. এনজাইম 2. এনজাইম,1. एन्झाइम 2. एन्झाइम
ক্লাস্টার গ্রাফটিং,क्लस्टर ग्राफ्टिंग
1. এপিফাইট 2. এপিফাইট,1. एपिफाइट 2. एपिफाइट
ইক্যুইটি,इक्विटी
নির্মূল,निर्मूलन
অত্যাবশ্যক পুষ্টি,आवश्यक पोषक
1. পরিমাপ 2. জাম্প 3. মূল্যায়ন,1. मापन 2. उडी 3. मूल्यांकन
সূক্ষ্মতা,चातुर्य
সুজনিক,सुजननिक
মূল্যায়ন,मूल्यमापन
বাষ্প গেজ,स्टीम गेज
বাষ্পীভবন,बाष्पीभवन
চিরন্তন বিপ্লব,शाश्वत क्रांती
1. চিরসবুজ 2. চিরসবুজ,1. सदाहरित 2. सदाहरित
উন্নয়ন,विकास
বিছিন্ন করা,कापला
পরিক্ষয় (উর্বরতা),परिक्षय (प्रजनन क्षमता)
শোষণ,शोषण
1. অন্বেষণ 2. অন্বেষণ,1. अन्वेषण 2. अन्वेषण
1. এক্সট্রুশন 2. নির্গমন,1. एक्सट्रूजन 2. उत्सर्जन
আই,डोळा
1. ফ্যাক্টর 2. কম্পোনেন্ট 3. ফ্যাক্টর 4. রিসোর্স,1. घटक 2. घटक 3. घटक 4. संसाधन
ফ্যাক্টর উত্পাদনশীলতা,घटक उत्पादकता
ব্যবসায়ীদের ডিসকাউন্ট,व्यापारी सवलत
ফ্যাক্টরিয়াল ব্লক ডিজাইন,फॅक्टोरियल ब्लॉक डिझाइन
বিকল্প,पर्यायी
1. পট্টি 2. পালিহার,1. पट्टी 2. पालिहार
স্থূল,स्थूल
ক্ষেত্রের মূল্যায়ন,फील्ड मूल्यांकन
খামার বাজেট,शेती बजेट
কৃষি ব্যবসা,कृषी व्यवसाय
ক্ষেত্রের পরিকল্পনা,क्षेत्र नियोजन
1. কৃষক 2. কৃষক,1. शेतकरी 2. शेतकरी
1. কৃষি 2. কৃষিকাজ,1. शेती 2. शेती
সংঘর্ষ,टक्कर
একাধিক প্রজনন,एकाधिक प्रजनन
গাঁজন,किण्वन
উর্বরতা,प्रजनन क्षमता
সার,खत
সার ব্যবহারের দক্ষতা,खत वापर कार्यक्षमता
তন্তুযুক্ত,तंतुमय
1. খামার 2. এলাকা 3. অবস্থান,1. शेत 2. क्षेत्रफळ 3. ठिकाण
মাটির জল ধরে রাখা,माती पाणी धारण
ক্ষেত্র প্রদর্শন,फील्ड प्रात्यक्षिक
1. ইমোবিলাইজেশন 2. ফিক্সেশন 3. ফিক্সেশন,1. स्थिरीकरण 2. फिक्सेशन 3. फिक्सेशन
1. প্লাবন 2. গর্ভধারণ,1. पूर 2. गर्भाधान
প্রবাহ চিত্র,प्रवाह चित्र
খাদ্য মূল্য,अन्न मूल्य
পশুখাদ্য,चारा
পূর্বাভাস,अंदाज
বন। জংগল,वन
বনায়ন,वनीकरण
1. তাদপার্ন 2. ফর্ম,1. तडपर्न 2. फॉर्म
হিম প্রতিরোধী,दंव प्रतिरोधक
1. পাল 2. ব্লাইট,1. पाला 2. अनिष्ट
1. হিমায়িত 2. হিমায়িত,1. गोठलेले 2. गोठलेले
ফাংশন,कार्य
1. ফল পতন 2. ফল পতন,1. फ्रुट फॉल 2. फ्रुट फॉल
ফল হত্তয়া,फळ बनणे
1. ফিউমিগেশন 2. ফিউমিগেশন,1. फ्युमिगेशन 2. फ्युमिगेशन
ছত্রাকনাশক,बुरशीनाशक
অ্যান্টিফাঙ্গাল,बुरशीविरोधी
ছত্রাক,बुरशी
1. খুদ 2. সীতা,1. खुद 2. सीता
1. ফিউশন 2. ফিউশন,1. फ्यूजन 2. फ्यूजन
সুতি পশম,कापूस लोकर
লোমশ,केसाळ
1. গাছের আলসার 2. পিটিকা,1. झाडाचा व्रण 2. पिटिका
1. গ্যামেট 2. গেমেট,1. गेमेट्स 2. गेमेट्स
1. বাগান 2. বাগান,1. बाग 2. बाग
1. পানসাল 2. হাইড্রোমিটার,1. पानसाल 2. हायड्रोमीटर
জিন সংগ্রহ,जनुक संग्रह
জিন ট্যাগন,जीन टॅगन
বংশতালিকা,वंशावळी
জিন মানচিত্র,जनुक नकाशा
জেনেটিক্স,अनुवांशिक
1. জিনোম 2. সংগেন,1. जीनोम 2. सांगेन
সঞ্জিনী কালেকশন,संजिनी कलेक्शन
জিনোমিক্স,जीनोमिक्स
জিনোটাইপ,जीनोटाइप
1. জিনের গঠন 2. জিনের ধরন,1. जीन स्ट्रक्चर 2. जीन प्रकार
লিনেজ,लिनेज
1. বংশ 2. বংশ,1. वंश 2. वंश
1. জীবাণু 2. জীবাণু,1. जंतू 2. जंतू
জীবাণু নাশক,जंतूनाशक
অঙ্কুরোদগম,उगवण
1. জার্মপ্লাজম 2. জার্মপ্লাজম,1. जर्मप्लाझम 2. जर्मप्लाझम
জিবেরেলিক অ্যাসিড,गिबेरेलिक ऍसिड
কুড়ানো,गोळा करणे
টুশ,तुष
1. গ্লুটেন 2. পেটুক,1. ग्लूटेन 2. खादाड
গ্লাইকোলাইসিস,ग्लायकोलिसिस
চমৎকার,छान
সোনালী বিপ্লব,सुवर्ण क्रांती
1. শ্রেণীবিভাগ 2. শ্রেণীবিভাগ 3. স্তরবিন্যাস,1. वर्गीकरण 2. वर्गीकरण 3. स्तरीकरण
1. কলমযুক্ত উদ্ভিদ 2. পেনম্ব্রাল উদ্ভিদ,1. कलमी वनस्पती 2. पेनम्ब्रल वनस्पती
কলম অসামঞ্জস্যপূর্ণ,पेन विसंगत
গ্রানা,ग्राना
দানাদার,दाणेदार
সবুজ সার,हिरवे खत
সবুজ বিপ্লব,हरित क्रांती
বৃদ্ধি এবং উন্নয়ন,वाढ आणि विकास
1. মাড়ির রোগ,1. हिरड्या रोग
বিষমকামী,विषमलिंगी
1. প্রকৃতি 2. প্রকৃতি 3. রূপগুণ 4. চেহারা,1. प्रकृति 2. निसर्ग 3. रूपगुण 4. रूप
1. ওলা 2. কারকাপাত 3. কারকা,1. ओला 2. कर्कपट 3. कर्का
রোমিলওয়াচ,रोमिलवॉच
লবণাক্ত সিস্ট,खारट गळू
হ্যারো,हॅरो
1. ফসল কাটার সূচক 2. ফসল কাটার সূচক,1. कापणी निर्देशांक 2. कापणी निर्देशांक
1. ফসল কাটা 2. কাটা ফসল 3. সমাপ্ত ফসল 4. ফলন,1. कापणी 2. काढणी केलेले पीक 3. पूर्ण झालेले पीक 4. उत्पन्न
1. প্লাকিং 2. ফসল তোলা 3. প্লাকিং,1. तोडणे 2. कापणी करणे 3. तोडणे
1. ডিম পাড়া 2. ডিম ফোর্স,1. अंडी घालणे 2. अंडी फोर्स
শুষ্ক ঘাস,सुकलेले गवत
শুকনো ফিড,कोरडे खाद्य
গেঞ্জি,गंजी
কুয়াশা,धुके
ঝাপসা,धुके
1. বালি 2. সিত্তা 3. মুন্ডক 4. শীর্ষ 5. মাথা 6. সিরা,1. बाली 2. सित्त 3. मुंडक 4. शीर्ष 5. डोके 6. सिरा
খাঁজ শেষ,खोबणीचा शेवट
শীর্ষ ছাঁটাই,शीर्ष रोपांची छाटणी
বেড়া,कुंपण
হেফাজত,ताब्यात
কুন্ডলিনী,कुंडलिनी
হেমাটাইট,हेमॅटाइट
1. ভেষজ 2. ভেষজ,1. औषधी वनस्पती 2. औषधी वनस्पती
1.বোটানিক্যাল কালেকশন 2.বোটানিক্যাল মিউজিয়াম,1.बॉटनिकल कलेक्शन 2.बॉटनिकल म्युझियम
হার্বিসাইড,तणनाशक
বংশগতি,आनुवंशिकता
বংশগতি,आनुवंशिकता
উভকামী,उभयलिंगी
heterochromatic,heterochromatic
heterofertilization,heterofertilization
1. হাইব্রিডোজ 2. হেটেরোসিস,1. हायब्रिडोज 2. हेटेरोसिस
সেক্সক্রোমোজোম,सेक्सक्रोमोसोम
লালনপালন,पालनपोषण
হেক্সাডেসিমেল,हेक्साडेसिमल
ঠান্ডা সুপ্ততা,थंड सुप्तता
উচ্চ ঘনত্ব রোপণ,उच्च घनता लागवड
1. পিন্ডলক 2. পাহাড় (ধান),1. पिंडलक 2. टेकडी (भात)
হিস্টোগ্রাম,हिस्टोग्राम
উচ্চ প্রযুক্তির উদ্যানপালন,उच्च तंत्रज्ञान फलोत्पादन
1. দই 2. মৌচাক,1. दही 2. पोळ्या
1. আগাছা 2. আগাছা,1. खुरपणी 2. खुरपणी
ধারণ,धारण
ব্যক্তিগত খামার,खाजगी शेत
হোমিওস্টেসিস,होमिओस्टॅसिस
স্বদেশ,जन्मभुमी
একজাতীয়তা,एकजिनसीपणा
1. সমজাতীয় 2. সমজাতীয়,1. एकसंध 2. एकसंध
সহানুভূতিশীল,सहानुभूती
সমজাতীয়,एकसंध
1. খুরিকা 2. খাদ্য পাত্র 3. হ্যাপার,1. खुर्लिका 2. अन्न कंटेनर 3. हापर
1. স্তর 2. দিগন্ত,1. थर 2. क्षितिज
উদ্যান ফসল,बागायती पिके
1. হর্টিকালচার 2. হর্টিকালচার 3. হর্টিকালচার 4. হর্টিকালচার,1. फलोत्पादन 2. फलोत्पादन 3. फलोत्पादन 4. फलोत्पादन
