Hindi,Malayalam
जलकृत मृदा,ഹൈഡ്രോമോർഫിക് മണ്ണ്
जलरागी कोलाइड,ഹൈഡ്രോഫിലിക് കൊളോയിഡ്
जलविरागी कोलाइड,ഹൈഡ്രോഫോബിക് കൊളോയിഡ്
स्थिरद्रवीय दाब अनुपात,ഹൈഡ്രോസ്റ്റാറ്റിക് മർദ്ദം അനുപാതം
आद्रताग्रही गुणांक,ഹൈഗ്രോസ്കാപ്റ്റിക് ഗുണകം
आद्रताग्राही नमी,ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം
आर्द्रताग्राहिता,ഹൈഡ്രോസ്കോപ്പിസിറ്റി
आर्द्रताग्राही नमी,ഹൈഗ്രോസ്കോപ്പിക് ഈർപ്പം
हाईपरबैरिक कक्ष,ഹൈപ്പർബാറിക് ചേംബർ
अपेक्षाधिक ढाँचा,ഹൈപ്പർസ്റ്റാറ്റിക് ഫ്രെയിം
जलक्वथनांकमापी,ഹൈപ്സോമീറ്റർ
प्रदीप्ति,പ്രകാശം
अंतःशोषणी आर्द्रता,ഇംബിബേഷൻ ഈർപ്പം
अपूर्ण परिणत मृदा,പാകമാകാത്ത മണ്ണ്
अवरुद्ध गोदी,പിടിച്ചെടുത്ത ഡോക്ക്
भू आय वृद्धि,ഭൂമിയുടെ വരുമാനം വർദ്ധിപ്പിക്കുക
स्वतंत्र पाड़,സ്വതന്ത്ര സ്കാർഫോൾഡ്
कठोरीकृत,ഇൻഡുറേറ്റഡ്
प्रारम्भिक पूर्व प्रतिबल,പ്രാരംഭ പ്രിസ്ട്രെസ്
प्रारम्भिक तनाव,പ്രാരംഭ ടെൻഷൻ
अन्तर्देशी जलमार्ग पत्तन,ഉൾനാടൻ ജലപാത തുറമുഖം
विसंवाहन पट्ट,ഇൻസുലേറ്റിംഗ് ബോർഡ്
मध्यवर्ती पत्तन,ഇന്റർമീഡിയറ്റ് പോർട്ട്
आन्तरिक धर्षण,ആന്തരിക ഘർഷണം
अंतः क्षेत्रीय मृदा,ഇൻട്രാസോണൽ മണ്ണ്
आयन,അയോൺ
आयन विनिमय,അയോൺ എക്സ്ചേഞ്ച്
लोह स्तर,ഇരുമ്പ് പാൻ
सिंचित भूमि,ജലസേചന ഭൂമി
सिंचाई,ജലസേചനം
सिंचाई उपकर,ജലസേചന സെസ്
पाखा,ജാംബ്
गुज्झी,ജോഗിൾ
संधि पिन,ജോഗിൾ പിൻ
जूल,ജൂൾ
जम्पर,ജമ്പർ
किलोग्राम,കിലോഗ്രാം
किलोग्राम बल,കിലോഗ്രാം ശക്തി
किलोग्राम बल मीटर,കിലോഗ്രാം ഫോഴ്സ് മീറ്റർ
किलोवाट घण्टा,കിലോവാട്ട് മണിക്കൂർ
नर डेली/किंग क्लोजर,രാജാവ് അടച്ചുപൂട്ടൽ
रसोई,അടുക്കള
लेसित स्तम्भ,ലേസ്ഡ് കോളം
वेष्ठन,ലാഗിംഗ്
लमेला छत,ലാമെല്ല റൂട്ട്
स्तरीय प्रवाह,ലാമിനാർ ഒഴുക്ക്
दीपछिद्र,വിളക്ക് ദ്വാരം
भूमि अभिवृद्धि,ഭൂമി ശേഖരിക്കൽ
भूस्खलन,ലാൻഡ് സ്ലൈഡിംഗ്
लैटेराइट,ലാറ്ററൈറ്റ്
लैटेराइट मृदा या लैटोसॉल,ലാറ്ററൈറ്റ് മണ്ണ്
बृहत संख्या सिद्धांत,വലിയ സംഖ്യകളുടെ നിയമം
अभिन्यास अनुविक्षप,ലേഔട്ട് പ്ലാൻ
पाड़-बेड़ा,ലെഡ്ജർ
चूना तल,നാരങ്ങ പാൻ
लिंटल,ലിന്റൽ
द्रव सीमा,ദ്രാവക പരിധി
चल भार,ലൈവ് ലോഡ്
टुमट,പശിമരാശി
स्थानीय निर्वात संवातन,പ്രാദേശിക എക്‌സ്‌ഹോസ്റ്റ് വെന്റിലേഷൻ
लोको यार्ड,ലോക്കോ യാർഡ്
लोएस,ലോസ്
निम्न सुघट्यता सीमा,കുറഞ്ഞ പ്ലാസ്റ്റിക് പരിധി
अल्प ऊष्मा सीमेंट,കുറഞ്ഞ ചൂട് സിമന്റ്
यांत्रिक पथाई,മെഷീൻ മോൾഡിംഗ്
स्थूल संरचना,മാക്രോസ്ട്രക്ചർ
प्रमुख शीर्ष नियंत्रक,പ്രധാന ഹെഡ് റെഗുലേറ്റർ
मुख्य पत्तन,പ്രധാന തുറമുഖം
पुनःपूर्तिवायु,മേക്കപ്പ് എയർ
मैनसई,മാൻസാർഡ്
मार्शलिंग यार्ड,മാർഷലിംഗ് യാർഡ്
चिनाई,കൊത്തുപണി
परिपाक तापक्रम,പക്വത താപനില
मध्य तल,മെസാനൈൻ തറ
यांत्रिक विश्लेषण,മെക്കാനിക്കൽ വിശകലനം
यांत्रिक संवातन,മെക്കാനിക്കൽ വെന്റിലേഷൻ
मीटरी पद्धति,മെട്രിക് സിസ്റ്റം
सूक्ष्म संरचना,മൈക്രോസ്ട്രക്ചർ
मिली तुल्यांक,മില്ലി തുല്യം
मिली तुल्यांक प्रति लीटर,ഒരു ലിറ്ററിന് തുല്യമായ മില്ലി
खनिज,ധാതു
खनिज मृदा,ധാതു മണ്ണ്
लघु पत्तन,ചെറിയ തുറമുഖം
कलमी डेली,മിട്രഡ് ക്ലോഷർ
जल मृदा कोलाइड,മൊബൈൽ മണ്ണ് കൊളോയിഡ്
आर्द्रतांश,ഈർപ്പത്തിന്റെ ഉള്ളടക്കം
आर्द्रता प्रवणता,ഈർപ്പം ഗ്രേഡിയന്റ്
मोनोलिथ/एकाश्म,മോണോലിത്ത്
मोनोरेल,മോണോറെയിൽ
राष्ट्रीय पोताश्रय परिषद,നാഷണൽ ഹാർബർ കൗൺസിൽ
प्राकृतिक तल,സ്വാഭാവിക കിടക്ക
प्राकृतिक परिष्कृति,സ്വാഭാവിക ഫിനിഷ്
प्राकृतिक पोताश्रय,സ്വാഭാവിക തുറമുഖം
प्राकृतिक संवातन,സ്വാഭാവിക വെന്റിലേഷൻ
जल सेना पोताश्रय,നാവിക തുറമുഖം
न्यूटन,ന്യൂട്ടൺ
असम प्रवाह,ഏകീകൃതമല്ലാത്ത ഒഴുക്ക്
उपभोक्ता जल दर,ജലനിരക്ക് ഉൾക്കൊള്ളുന്നു
तेल रंगलेप,ഓയിൽ പെയിന്റ്
तेल कूप सीमेंट,എണ്ണ കിണർ സിമന്റ്
मुक्त पृष्ठ वाहिका प्रवाह,ചാനൽ ഫ്ലോ തുറക്കുക
अनुकूलतम आर्द्रता,ഒപ്റ്റിമൽ ഈർപ്പം
जैव मृदा,ജൈവ മണ്ണ്
अभिविन्यास,ഓറിയന്റേഷൻ
लाम्बिक,ഓർത്തോഗണൽ
ओर्टस्टीन,ഒർട്ട്സ്റ്റീൻ
बाह्य सिगनल,ബാഹ്യ സിഗ്നൽ
ऑक्सीकरण,ഓക്സിഡേഷൻ
रसोई भण्डार,കലവറ
मुंडेेर,പാരപെറ്റ്
मुंडेर दीवार,പാരപെറ്റ് മതിൽ
मूल सामग्री,പാരന്റ് മെറ്റീരിയൽ
बजरी प्लास्टर,പെബിൾ കാസ്റ്റ് പ്ലാസ്റ്റർ
पेडल्फर,പെഡൽഫർ
पेडोकल,പെഡോക്കൽ
मृदा उत्पत्ति,പെഡോജെനിസിസ്
मृदा रचना विज्ञान,പെഡോളജി
मृदा मंडल,പെഡോസ്ഫിയർ
वेधनमापी,പെനെട്രോമീറ്റർ
छज्जा छत,പെന്റ് മേൽക്കൂര
पाचक कर्मक,പെപ്റ്റിസിംഗ് ഏജന്റ്
विश्लेषण अवधि,വിശകലന കാലയളവ്
खड़ा जोड़,പെർപെൻഡ്
आशोषण,പെർസോർപ്ഷൻ
प्रस्तम्भ,പിയർ
भित्ति स्तम्भ,പിലാസ്റ്റർ
ढाल/प्रवणता,പിച്ച്
ढालू छत,പിച്ചിട്ട മേൽക്കൂര
अप्रबलित कंक्रीट,പ്ലെയിൻ കോൺക്രീറ്റ്
समतल कोण,തലം ആംഗിൾ
समतल यार्ड,സമതല മുറ്റം
प्लानसॉल,പ്ലാൻസോൾ
सुघट्यता संसक्ति,പ്ലാസ്റ്റിക് സ്ഥിരത
पराप्रत्यास्थता,പ്ലാസ്റ്റിറ്റി
सुघट्यता सूचकांक,പ്ലാസ്റ്റിറ്റി സൂചിക
सुघट्यता सीमा,പ്ലാസ്റ്റിറ്റി പരിധി
सुघट्यता पिरसर,പ്ലാസ്റ്റിറ്റി ശ്രേണി
पटली संरचना,പ്ലാറ്റി ഘടന
कुरसी,സ്തംഭം
हल मृदा,ഉഴുതുമണ്ണ്
प्लम पत्थर,പ്ലം കല്ല്
पाडजोल,പോഡ്സോൾ
टीप,ചൂണ്ടിക്കാണിക്കുന്നു
बहुकोणी दीवार,ബഹുഭുജ മതിൽ
रंध्र अवकाश,പോർ സ്പേസ്
पत्तन,തുറമുഖം
प्रभावी संवातन,പോസിറ്റീവ് വെന്റിലേഷൻ
प्रशाद्वल मृदा,പുൽമേടുള്ള മണ്ണ്
परिशुद्धता,കൃത്യത
प्राथमिक कण,പ്രാഥമിക കണിക
प्रिज्मीय संरचना,പ്രിസ്മാറ്റിക് ഘടന
उत्पादक कार्य,ഉൽപ്പാദനപരമായ ജോലി
परियोजना औचित्य समर्थन,പദ്ധതിയുടെ ന്യായീകരണം
संरक्षक कार्य,സംരക്ഷണ പ്രവർത്തനം
आभासी माइसीलियम,കപട-മൈസീലിയം
पडल,പുഡിൽ
रौंदना,പഗ്ഗിംഗ്
झाँवा,പ്യൂമിസ്
थूनी,പഞ്ച്യോൺ
पपेट,പാവ
कड़ी,പുട്ട്ലോഗ്
धारण पल्लियों का पाड़,പുട്ട്ലോഗ് സ്കാർഫോൾഡ്
मात्रा सर्वेक्षक,അളവ് തൂക്ക നിരീക്ഷകൻ
खदान रस,ക്വാറി സ്രവം
भित्ति घाट,കടവ
मादा डेली/क्वीन क्लोजर,രാജ്ഞി അടച്ചുപൂട്ടൽ
कोनिया,ക്വോയിൻ
रैफ्ट बेड़ा नींव,റാഫ്റ്റ് അടിത്തറ
तिरछी टेक,റാക്കർ
रेकिंग,റാക്കിംഗ്
तिरछी चाल,റാക്കിംഗ് ബോണ്ട്
नति जलरोधी झिल्ली,റാക്കിംഗ് ഫ്ലാഷിംഗ്
द्रुत परिवर्ती प्रवाह,അതിവേഗം മാറിക്കൊണ്ടിരിക്കുന്ന ഒഴുക്ക്
वसूलीयोग्य भुगतान,വീണ്ടെടുക്കാവുന്ന പേയ്മെന്റ്
लाल मिट्टी,ചുവന്ന ഭൂമി
लाल दुमट,ചുവന്ന പശിമരാശി
नियंत्रक/रेगुलेटर,റെഗുലേറ്റർ
रेगर या काली कपासी मृदा,റെഗുർ അല്ലെങ്കിൽ കറുത്ത പരുത്തി മണ്ണ്
वापस भुगतान ठेका,തിരിച്ചടവ് കരാർ
अवशिष्ट संकुचन,ശേഷിക്കുന്ന ചുരുങ്ങൽ
अवशिष्ट मृदा,ശേഷിക്കുന്ന മണ്ണ്
बाह्य पक्ष,വെളിപ്പെടുത്തുക
बाह्य पक्ष पिन,പിൻ വെളിപ്പെടുത്തുക
बाह्य पक्ष बंधक,സമനില വെളിപ്പെടുത്തുക
कूट,റിഡ്ജ്
कूट मुंडेरी,റിഡ്ജ് ക്യാപ്പിംഗ്
नदी,നദി
पोताश्रेय द्रोणों,റോഡ് സ്റ്റെഡ്
दानेदार प्लास्टर,പരുക്കൻ പ്ലാസ്റ്റർ
ढोंका,അവശിഷ്ടങ്ങൾ
ढोका चिनाई,അവശിഷ്ടങ്ങൾ
ढोंका भित्ति,അവശിഷ്ടങ്ങൾ ചുവരുകൾ
चालू मापन या मध्यवर्ती मापन,റണ്ണിംഗ് മെഷർമെന്റ്
सुरक्षी धारण क्षमता/अनुमेय धारण क्षमता,സുരക്ഷിതമായ വഹിക്കാനുള്ള ശേഷി
लवण परिष्कृति,ഉപ്പ് ഗ്ലേസ്
प्रतिदर्श आमाप,സാമ്പിൾ വലിപ്പം
प्रतिचयन वितरण,സാമ്പിൾ വിതരണം
प्रतिचयन त्रुटि,സാമ്പിൾ പിശക്
बाल,മണല്
बलुई परिष्कृति,സാൻഡ് ഫിനിഷ്
रेत हस्त पथाई,മണൽ കൈ മോൾഡിംഗ്
बालू घर्षण,സാൻഡിംഗ്
संतृप्त मृदा,പൂരിത മണ്ണ്
संतृप्त मृदा लेई,പൂരിത മണ്ണ് പേസ്റ്റ്
संतृप्ति निष्कर्षण,സാച്ചുറേഷൻ എക്സ്ട്രാക്റ്റ്
संतृप्ति प्रतिशतता,സാച്ചുറേഷൻ ശതമാനം
शराविका गुम्मद,സോസർ ഡോം
पाड़,സ്കാർഫോൾഡ്
शिस्ट,ഷിസ്റ്റ്
समुद्री अथवा महासागरीय पत्तन,കടൽ തുറമുഖം
गुप्त वाहिका,രഹസ്യ ഗട്ടർ
सेकन्ड,രണ്ടാമത്
सादन विश्लेषण,സെഡിമെന്റേഷൻ വിശകലനം
सामि कृत्रिम पोताश्रय,അർദ്ധ കൃത്രിമ തുറമുഖം
अर्द्ध-ज्वारीय गोदी,സെമി ടൈഡൽ ഡോക്ക്
जरावस्था,സെനൈൽ
शेल,ഷെയ്ൽ
चादरी पाइल,ഷീറ്റ് കൂമ്പാരം
संकुचन सीमा,ചുരുങ്ങൽ പരിധി
तख्ताबन्दी,ഷട്ടറിംഗ്
सियालिटिक मृदा,സിയാലിറ്റിക് മണ്ണ്
सीरोजेम,സീറോസെം
देहली या सिल,സിൽ
साद,ചെളി
इकहरी फ्लेमिश चाल,ഏക മാംസ രക്തം
एकल कणीय संरचना,ഒറ്റ തരി ഘടന
अधकचरी मृदा,എല്ലിൻറെ മണ്ണ്
अंचल,സ്കിർട്ടിംഗ്
आधार भित्तियाँ,സ്ലീപ്പർ മതിൽ
सर्पी वाहिका,സൈഡ് ഗട്ടർ
परिकलन पट्टिका,സ്ലൈഡ് നിയമം
सर्पण गोदी,സ്ലിപ്പ് ഡോക്ക്
स्मोनिटजा,സ്മോനിസ
समतापकरण,കുതിർക്കുന്നു
मृदा समवाय,മണ്ണ് അസോസിയേഷൻ
मृदा वर्ग,മണ്ണ് ക്ലാസ്
मृदा सम्मिश्र,മണ്ണിന്റെ സമുച്ചയം
मृदा संसक्ति,മണ്ണിന്റെ സ്ഥിരത
मृदा परिवार,മണ്ണിന്റെ കുടുംബം
मृदा सार,മണ്ണ് ഫ്രെയിം വർക്ക്
मृदा नमी,മണ്ണിലെ ഈർപ്പം
मृदा नमी अभिवृद्धि,മണ്ണിലെ ഈർപ്പം ശേഖരിക്കൽ
मृदा नयी न्यूनता,മണ്ണിന്റെ ഈർപ്പം കുറവ്
मृदाकारिकी,മണ്ണിന്റെ രൂപഘടന
मृदा कण,മണ്ണിന്റെ കണിക
मृदा प्रावस्था,മണ്ണിന്റെ ഘട്ടം
मृदा परिच्छेदिका,മണ്ണിന്റെ പ്രൊഫൈൽ
मृदा अभिक्रिया,മണ്ണിന്റെ പ്രതികരണം
मृदा कणवर्ग,മണ്ണ് വേർതിരിക്കുന്നു
मृदा श्रेणी,മണ്ണ് പരമ്പര
मृदा घोल,മണ്ണ് പരിഹാരം
मृदा संरचना,മണ്ണിന്റെ ഘടന
मृदा गठन,മണ്ണിന്റെ ഘടന
मृदा प्रकार,മണ്ണിന്റെ തരം
सोलम,സോലം
शोषण,സോർപ്ഷൻ
कत्तर,സ്പാൾസ്
विशिष्ट आयन प्रभाव,പ്രത്യേക അയോൺ പ്രഭാവം
चौकोर रद्देदार ढोका चिनाई,ചതുരാകൃതിയിലുള്ള പാടശേഖരം
नियमित चौकोर रद्देदार ढोका चिनाई,ചതുരാകൃതിയിലുള്ള പതിവ് കോഴ്‌സ് ചെയ്ത അവശിഷ്ടങ്ങൾ
अपरिवर्ती प्रवाह,സ്ഥിരതയുള്ള ഒഴുക്ക്
सोपानी जलरोधी झिल्ली,സ്റ്റെപ്പ് ഫ്ലാഷിംഗ്
चिपचिपापन,ഒട്ടിപ്പിടിക്കുക
चिपकन बिंदु,സ്റ്റിക്കിംഗ് പോയിന്റ്
पत्थर,കല്ല്
गीली हस्थ पथाई,സ്ലോപ്പ് ഹാൻഡ് മോൾഡിംഗ്
पट्टक कब्जा,സ്ട്രാപ്പ് ഹിഞ്ച്
गत्ता,വൈക്കോൽ ബോർഡ്
सरिता,ധാര
प्रतिबल,സമ്മർദ്ദം
पट्टी/स्ट्रैचर,സ്ട്രെച്ചർ
पट्टी/स्ट्रैचर चाल,സ്ട്രെച്ചർ ബോണ്ട്
पट्टी रद्दा,സ്ട്രെച്ചർ കോഴ്സ്
स्ट्रिंग,സ്ട്രിംഗ്
किंगरी रद्दा,സ്ട്രിംഗ് കോഴ്സ്
संरचना गुणांक,ഘടന ഘടകം
संरचना सूचक अंक,ഘടനാ സൂചിക
स्टुको,സ്റ്റക്കോ
स्टड,സ്റ്റഡ്
आधार पीठ,സ്റ്റൈലോബേറ്റ്
अवमृदा,ഉപ മണ്ണ്
अधः रचना,ഉപ ഘടന
संकलन वक्र,സമ്മേഷൻ വക്രം
सनमाइका,സൺ മൈക്ക
अधिरचना/ऊपरी ढाँचा,സൂപ്പർ ഘടന
सर्वेक्षक,സർവേയർ
S-मान,എസ്-മൂല്യം
प्रठप्पा,കൊള്ളമുതൽ
हंस ग्रीवा,സ്വാൻ കഴുത്ത്
मंडप,കൂടാരം
मेज हस्त पथाई,ടേബിൾ ഹാൻഡ് മോൾഡിംഗ്
टैंकन,ടാങ്കിംഗ്
टैम्पीटो,ടെമ്പിയറ്റോ
मृदुकरण,ടെമ്പറിംഗ്
टैमप्लेट,ടെംപ്ലേറ്റ്
आकार पट्ट,ടെംപ്ലേറ്റ്
टेपीडेरियम,ടെപ്പിഡാരിയം
टैराकोटा,ടെറാക്കോട്ട
टैरारोसा,ടെറ റോസ
टैराजो,ടെറാസോ
चतुरभिकल्पना,ടെട്ര ശൈലി
प्रभाव सीमा मान,പരിധി പരിധി മൂല്യം
कंठ,തൊണ്ട
धुर पत्थर,കല്ലിലൂടെ
ज्वारीय बेसिन,ടൈഡൽ ബേസിൻ
तान छड़,ടൈ ബാർ
बंधन धरन,ബീം കെട്ടുക
तान दंड,വടി കെട്ടുക
टिर्स,ടയർ
उपेक्ष्य त्रुटि,സഹിഷ്ണുത
दाढ़ा,പല്ലുവേദന
पृष्ठ मृदा या ऊपरी मृदा,മുകളിലെ മണ്ണ് അല്ലെങ്കിൽ ഉപരിതല മണ്ണ്
कुल सरंध्रता,ആകെ പൊറോസിറ്റി
अलंकरण,ട്രേസറി
ट्रेन प्रतिरोध,ട്രെയിൻ പ്രതിരോധം
ट्रानसैप्ट,ട്രാൻസെപ്റ്റ്
संक्रमणीय मृदा,പരിവർത്തന മണ്ണ്
अनुप्रस्थिका,ട്രാൻസോം
परिवाहित मृदा,മണ്ണ് ഗതാഗതം
उप नदी,പോഷകനദി
गलियारा,ട്രിഫോറിയം
ट्रिगलिफ,ട്രൈഗ്ലിഫ്
रुंड मृदा,വെട്ടിച്ചുരുക്കിയ മണ്ണ്
विक्षुब्ध प्रवाह,പ്രക്ഷുബ്ധമായ ഒഴുക്ക്
टर्रेट,ടററ്റ്
डाट की भराई,ടൈംപാർ നമ്പർ
अंतिम धारण क्षमता,ആത്യന്തികമായി വഹിക്കാനുള്ള ശേഷി
अंतिम ph,ആത്യന്തിക പിഎച്ച്
बेतरतीब बेरद्दा ढोंका चिनाई,ക്രമരഹിതമായ റാൻഡം അവശിഷ്ടങ്ങൾ കൊത്തുപണികൾ
बेतरतीब चौकोर रद्देदार ढोका चिनाई,കോഴ്‌സ് ചെയ്യാത്ത ചതുരാകൃതിയിലുള്ള അവശിഷ്ടങ്ങൾ
तहखाना,അണ്ടർക്രോഫ്റ്റ്
अपूरित संरंध्रता,നിറയാത്ത സുഷിരം
सम्प्रवाह,ഏകീകൃത ഒഴുക്ക്
एकल ढाँचे की तरह का पाड़,യൂണിറ്റ് ഫ്രെയിം തരം സ്കാർഫോൾഡ്
अनउत्पादक कार्य,ഉൽപ്പാദനക്ഷമമല്ലാത്ത ജോലി
असंतृप्त मृदा,അപൂരിത മണ്ണ്
अधीर प्रवाह,അസ്ഥിരമായ ഒഴുക്ക്
ऊपरी सुघट्यता सीमा,മുകളിലെ പ്ലാസ്റ്റിക് പരിധി
द्रोणी वाहिका,താഴ്വര ഗട്ടർ
चापछद,നിലവറ
सायबान,വെറ്റേറിയം
संवाहन,വെന്റിലേഷൻ
रोशनदान,വെന്റിലേറ്റർ
बरामदा,വരംദഹ്
ड्योढ़ी,വെസ്റ്റിബ്യൂൾ
विला,വില്ല
