Punjabi,Bengali
ਕਨਵੈਨਸ਼ਨ ਸੰਸਦ,কনভেনশন সংসদ
ਕਾਪਰਹੈੱਡਸ (=ਪੀਸ ਡੈਮੋਕਰੇਟਸ),কপারহেডস (=শান্তি গণতন্ত্রী)
ਕਾਪੀਹੋਲਡ,কপিহোল্ড
ਘੇਰਾਬੰਦੀ,কর্ডনিং
ਕਰੋਨਾ,করোনা
ਤਾਜਪੋਸ਼ੀ,রাজ্যাভিষেক
ਤਾਜਪੋਸ਼ੀ ਪੱਥਰ,রাজ্যাভিষেক পাথর
ਕਾਰਪਸ,কর্পাস
Corsair,কর্সেয়ার
Corsair,কর্সেয়ার
ਕੋਰਸੇਟ (=ਕੋਰਸਲੇਟ),কাঁচুলি (= কর্সেলেট)
ਕੋਰਟੇਸ,কর্টেস
ਕੋਟਰ (=ਕੋਟੀਅਰ),কোটার (=কোটিয়ার)
ਕੋਟਰ (=ਕੋਟੀਅਰ),কোটার (=কোটিয়ার)
ਪੈਲੇਟਿਨੇਟ ਦੀ ਗਿਣਤੀ ਕਰੋ,কাউন্ট প্যালাটিনেট
ਦੇਸ਼ ਦਾ ਘਰ,দেশের বাড়ি
ਕਾਉਂਟੀ,কাউন্টি
ਕਾਉਂਟੀ ਬੋਰੋ,কাউন্টি বরো
ਕਾਉਂਟੀ ਅਦਾਲਤਾਂ,কাউন্টি আদালত
ਕਾਉਂਟੀ ਪੈਲਾਟਾਈਨ,কাউন্টি প্যালাটাইন
ਅਦਾਲਤ,আদালত
ਅਦਾਲਤ,আদালত
ਅਦਾਲਤੀ ਸਰਕੂਲਰ,আদালতের সার্কুলার
ਅਦਾਲਤੀ ਸ਼ਿਸ਼ਟਾਚਾਰ,আদালতের শিষ্টাচার
ਦਰਬਾਰੀ,দরবারী
ਕੇਸੇਸ਼ਨ ਦੀ ਅਦਾਲਤ,ক্যাসেশন আদালত
ਕੋਰਟ ਆਫ਼ ਡਾਇਰੈਕਟਰਜ਼ (EIC),কোর্ট অফ ডিরেক্টরস (EIC)
ਮਾਲਕਾਂ ਦੀ ਅਦਾਲਤ,মালিকদের আদালত
ਦਰਬਾਰੀ ਕਵੀ,দরবারের কবি
ਨੇਮਬੱਧ ਕੈਮਰੋਨੀਅਨ,চুক্তিবদ্ধ ক্যামেরোনিয়ান
ਤਾਜ,মুকুট
ਤਾਜ,মুকুট
ਤਾਜ,মুকুট
ਤਾਜ ਜ਼ਮੀਨ,মুকুট জমি
ਤਾਜ ਜ਼ਮੀਨ,মুকুট জমি
ਕ੍ਰਾਊਨ ਪ੍ਰਿੰਸ,ক্রাউন প্রিন্স
ਕਰੂਸੇਡ,ক্রুসেড
ਕਰੂਸੇਡਰ,ক্রুসেডার
ਕ੍ਰਿਪਟੋਗ੍ਰਾਮ,ক্রিপ্টোগ্রাম
ਕੁਇਰਾਸ,কুইরাস
ਕੁਇਰਾਸੀਅਰ,কুইরাসিয়ার
ਪੰਥ ਦੇਵਤਾ,কাল্ট দেবতা
ਕਰਿਆ,কুরিয়া
ਕਰਿਆ,কুরিয়া
ਜ਼ਾਰਵਾਦ,জারবাদ
ਹਨੇਰਾ ਮਹਾਂਦੀਪ,অন্ধকার মহাদেশ
ਨਿਰਣੇ ਦਾ ਦਿਨ,বিচারের দিন
ਨਿਰਣੇ ਦਾ ਦਿਨ,বিচারের দিন
ਡੀਨ,যাজক
ਦਹਾਕਾ,দশক
ਡੇਨਾਰੀਅਸ,ডেনারিয়াস
ਬਰਖਾਸਤ ਬਾਦਸ਼ਾਹ,ক্ষমতাচ্যুত রাজা
ਉਜਾੜ,নষ্ট করা
ਬਰਬਾਦੀ,বিলুপ্তি
Dethrone,ডিথ্রোন
ਡਾਇਡੇਮ,ডায়ডেম
ਡਾਇਡੇਮ,ডায়ডেম
ਡਾਇਡੇਮ,ডায়ডেম
ਡਾਇਸੀਆ,ডায়াসিয়া
ਡਿਕੈਸਟਰੀਅਮ,ডিকাস্টেরিয়াম
ਦਿਲੁਵੀਆਵਾਦੀ,ডিলুভিয়ালিস্ট
ਡਾਇਓਸਿਸ,ডায়োসিস
ਡਾਇਓਸਿਸ,ডায়োসিস
ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ),নির্দেশিকা (=নির্দেশনা)
ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ),নির্দেশিকা (=নির্দেশনা)
ਦਿਰਹਾਮ,দিরহাম
ਬੇਵਫ਼ਾ,অবিশ্বাসী
ਬੇਵਫ਼ਾ,অবিশ্বাসী
ਭੁੱਲ ਦਾ ਸਿਧਾਂਤ,ভুলের মতবাদ
ਦਸਤਾਵੇਜ਼,দলিল
ਦਸਤਾਵੇਜ਼ੀ ਸਬੂਤ,দালিলিক প্রমাণ
ਡੋਮੇਸਡੇ ਬੁੱਕ,গম্বুজের বই
Constantine ਦਾ ਦਾਨ,কনস্টানটাইনের দান
ਕਿਆਮਤ,নিয়তি
ਦਾਜ ਦੀ ਰਾਣੀ,ডাওগার রানী
ਡਰੈਗਨ,ড্রাগন
ਡਰੋਮੇਡੇਰੀਅਨ,ড্রোমেডারিয়ান
ਡਰੋਮੇਡਰੀ,ড্রোমেডারি
ਡਰੋਮੰਡ,ড্রমন্ড
ਦੋਹਰਾ,দ্বৈত
ਦੋਹਰਾ ਗਠਜੋੜ,দ্বৈত জোট
ਦੋਹਰੀ entente,ডুয়েল এন্টেন্টে
ਦੋਹਰੀ ਪ੍ਰਣਾਲੀ (= ਦੋਹਰੀ ਸਰਕਾਰ),দ্বৈত ব্যবস্থা (= দ্বৈত সরকার)
ਡਿਊਕ,ডিউক
ਡੂਮਾ,ডুমা
ਬੌਣਾ ਅਵਤਾਰ,বামন অবতার
ਰਾਜਵੰਸ਼,রাজবংশ
ਰਾਜਵੰਸ਼,রাজবংশ
ਇੱਲ,ঈগল
ਬਜ਼ੁਰਗ ਆਦਮੀ,বুড়ো মানুষ
ਅਰਲ,আর্ল
ਅਰਲਡਮ,প্রাচীনত্ব
ਸ਼ੁਰੂਆਤੀ ਗੁਪਤਾ,প্রারম্ভিক গুপ্ত
ਸ਼ੁਰੂਆਤੀ (ਇਤਿਹਾਸਕ) ਸਾਈਟਾਂ,প্রারম্ভিক (ঐতিহাসিক) সাইট
ਸ਼ੁਰੂਆਤੀ ਵੈਦਿਕ ਕਾਲ,প্রারম্ভিক বৈদিক যুগ
ਉਪਦੇਸ਼ਕ,ইক্লেসিয়া
ਬਹਾਲੀ ਦਾ ਹੁਕਮ,পুনরুদ্ধারের আদেশ
ਅੱਠ ਗੁਣਾ ਮਾਰਗ,আট ভাঁজ পথ
ਬਜ਼ੁਰਗ,প্রবীণ
ਬਜ਼ੁਰਗ ਰਾਜਨੇਤਾ (=ਜੀਨਰੋ),বয়স্ক রাষ্ট্রনায়ক (=জেনরো)
ਹਾਥੀ ਬੱਕਰਾ,হাতির ছাগু
ਗਿਆਰਾਂ ਸਾਲਾਂ ਦਾ ਜ਼ੁਲਮ,এগারো বছরের অত্যাচার
ਐਲੀਸੀ (=ਐਲੀਸੀ),Elysae (=Elysee)
ਘੇਰਾਬੰਦੀ ਅੰਦੋਲਨ,ঘের আন্দোলন
ਐਨਸਾਈਕਲਿਕ,এনসাইক্লিক্যাল
ਐਨਸਾਈਕਲੋਪੀਡਿਸਟ ਲਹਿਰ,বিশ্বকোষবাদী আন্দোলন
ਐਂਟੇਨਟੇ,Entente
ਏਨਟੇਂਟ ਕੋਰਡਿਆਲ,Entente cordiale
ਰਾਜਗੱਦੀ,সিংহাসন
ਦਲ,এনট্যুরেজ
ਏਫ਼ੋਦ,এফোদ
ਈਫੋਰ,ইফোর
ਮਹਾਂਕਾਵਿ ਯੁੱਗ,মহাকাব্য যুগ
ਮਹਾਂਕਾਵਿ ਹੀਰੋ,মহাকাব্যিক নায়ক
ਐਪੀਗ੍ਰਾਫ,এপিগ্রাফ
ਐਪੀਸਕੋਪੇਸੀ,এপিস্কোপ্যাসি
ਐਪੀਸਕੋਪੇਟ,এপিস্কোপেট
ਪ੍ਰਸੰਗ,পর্ব
ਯੁਗ,যুগ
ਯੁੱਗ ਬਣਾਉਣ ਵਾਲੀ ਘਟਨਾ,যুগ তৈরির ঘটনা
ਯੁਗ-ਰਚਨ ਵਾਲਾ ਮਨੁੱਖ,যুগ সৃষ্টিকারী মানুষ
ਉਪਨਾਮ,উপনাম
ਇਕਵੇਰੀ,ইকুয়েরি
ਇਕਵੇਰੀ,ইকুয়েরি
ਘੋੜਸਵਾਰ ਦੀ ਮੂਰਤੀ,অশ্বারোহী মূর্তি
ਯੁੱਗ,যুগ
ਅਰਗਸਟੁਲਮ,এরগাস্টুলাম
ਯੂਕੇਰਿਸਟ,ইউক্যারিস্ট
ਈਵੈਂਜਲਿਜ਼ਮ,ধর্মপ্রচার
ਖੁਸ਼ਖਬਰੀ ਦੀ ਲਹਿਰ,ধর্মপ্রচার আন্দোলন
ਪ੍ਰਚਾਰਕ,ধর্মপ্রচারক
Exarch,Exarch
Exilarch,এক্সিল্যার্ক
ਫਲੰਗਿਸਟ,ফালাঙ্গিস্ট
ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ,পিতার জমি
ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ,পিতার জমি
ਫੇਰੀਆ,ফেরিয়া
ਫੈਟਿਸ਼,ফেটিশ
ਜਾਗੀਰਦਾਰੀ,সামন্ত জোত
ਜਾਗੀਰਦਾਰੀ (=ਸਾਮੰਤੀ ਸਿਸਟਮ),সামন্ততন্ত্র (=সামন্ততন্ত্র)
ਜਗੀਰੂ ਸਿਸਟਮ,সামন্ততান্ত্রিক ব্যবস্থা
ਜਾਗੀਰਦਾਰ,সামন্ত
ਫਿਦੀ ਡਿਫੈਂਸਰ (= ਵਿਸ਼ਵਾਸ ਦਾ ਰਖਵਾਲਾ),ফিদেই রক্ষাকারী (=বিশ্বাসের রক্ষক)
Fief,ফিফ
ਫੀਲਡ ਸਿਸਟਮ,ক্ষেত্র ব্যবস্থা
ਪੰਦਰਵਾਂ ਟੈਕਸ,পঞ্চদশ কর
ਚਿੱਤਰ ਸਿਰ,ফিগার হেড
ਫਿਨ ਡੀ ਸੀਕਲ,ফিন ডি siecle
ਅੱਗ ਖਾਣ ਵਾਲਾ,আগুন ভক্ষক
ਪੰਜ ਮੀਲ ਐਕਟ,পাঁচ মাইল আইন
ਝੰਡਾ,পতাকা
ਫਲੇਮੇਨ ਡਾਇਲਿਸ,ফ্ল্যামেন ডায়ালিস
ਫਲੇਮੇਨ ਮਾਰਸ਼ਲਿਸ,ফ্ল্যামেন মার্শালিস
ਬਲਦੀ ਮਸ਼ਾਲ,জ্বলন্ত মশাল
ਫਲੈਂਕ,ফ্ল্যাঙ্ক
ਫਲੈਂਕਿੰਗ ਅੰਦੋਲਨ,ফ্ল্যাঙ্কিং আন্দোলন
ਵਧਦੀ ਹੋਈ ਸੱਭਿਅਤਾ,বিকশিত সভ্যতা
ਪ੍ਰਵਾਹਵਾਦੀ ਵਿਸ਼ਵਾਸ,fluvialistic বিশ্বাস
ਲੋਕ ਦੇਵਤਾ,লোকদেবতা
ਲੋਕ ਦੇਵੀ,লোকদেবী
ਲੋਕ ਯਾਦ,লোক স্মৃতি
ਲੋਕ-ਕਥਾ (=ਲੋਕ ਕਥਾ),লোককথা (=লোককাহিনী)
ਚਾਰਾ,চারণ
ਧੜਾਧੜ,অভিযান
ਪਹਿਲਾਂ ਤੋਂ,পূর্বাবস্থায়
ਪੂਰਵਜ,পূর্বপুরুষ
ਅਗਲਾ,অগ্রদূত
ਉਦਾਸ ਉਮੀਦ,অসহায় আশা
ਰਚਨਾਤਮਕ ਪੜਾਅ,গঠনমূলক পর্যায়
ਕਿਲਾ,দুর্গ
ਕਿਲਾਬੰਦੀ,দুর্গ
ਕਿਲਾਬੰਦ ਸ਼ਹਿਰ,সুরক্ষিত শহর
ਕਿਲ੍ਹਾ,দুর্গ
Fortuna,ফরচুনা
ਫੋਰਮ ਰੋਮਨਮ,ফোরাম রোমানাম
ਫਰਾਂਸਿਸਕਨ,ফ্রান্সিসকান
ਫਰੈਂਕਲਿਨ,ফ্র্যাঙ্কলিন
ਭਰਾਤਰੀ ਜੰਗ,ভ্রাতৃঘাতী যুদ্ধ
ਮੁਫ਼ਤ ਚਰਚ,বিনামূল্যে চার্চ
ਫਰੀਹੋਲਡਰ,ফ্রিহোল্ডার
ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ,ফ্রিল্যান্স সৈনিক
ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ,ফ্রিল্যান্স সৈনিক
ਫ੍ਰੀਮੈਨ,ফ্রিম্যান
ਫ੍ਰੀਮੈਨ,ফ্রিম্যান
ਫ੍ਰੀਪਾਸ,ফ্রিপাস
ਫਰਾਂਸੀਸੀ ਕ੍ਰਾਂਤੀ,ফরাসি বিপ্লব
ਤਪੱਸਿਆ,ভদ্র
ਫਰਿਆਸੀਅਨ ਕਿਰਾਏਦਾਰ,ফ্রিশিয়ান ভাড়াটে
ਸਰਹੱਦੀ ਆਦਮੀ,সীমান্তের মানুষ
ਗੈਲੀਓਨ,গ্যালিওন
ਗੈਲੀਕਨ (=ਗੈਲੀਕਨਿਸਟ),গ্যালিকান (=গ্যালিকানিস্ট)
ਗੈਲੀਕਨਵਾਦ,গ্যালিকানিজম
ਗੈਰੀਸਨ,গ্যারিসন
ਗੌਲ,গল
ਗੌਂਟਲੇਟ,গান্টলেট
ਗੌਂਟਲੇਟ,গান্টলেট
ਗਾਜ਼ੇਬੋ,গাজেবো
ਗਾਜ਼ੇਬੋ,গাজেবো
ਗਾਜ਼ੇਬੋ,গাজেবো
ਵੰਸ਼ਾਵਲੀ ਇਤਿਹਾਸ,বংশগত ইতিহাস
ਵੰਸ਼ਾਵਲੀ ਰਿਕਾਰਡ,বংশগত রেকর্ড
ਵੰਸ਼ਾਵਲੀ ਸਾਰਣੀ,বংশগত সারণী
ਵੰਸ਼ਾਵਲੀ ਰੁੱਖ,বংশগত গাছ
ਵੰਸ਼ਾਵਲੀ,বংশতালিকা
ਵੰਸ਼ਾਵਲੀ,বংশতালিকা
ਪੀੜ੍ਹੀ,প্রজন্ম
ਨਸਲਕੁਸ਼ੀ,গণহত্যা
ਗ਼ੈਰ-ਯਹੂਦੀ,বিধর্মী
ਗ਼ੈਰ-ਯਹੂਦੀ,বিধর্মী
ਗ਼ੈਰ-ਯਹੂਦੀ,বিধর্মী
ਗ਼ੈਰ-ਯਹੂਦੀ,বিধর্মী
ਘੇਟੋ,ঘেটো
ਘੇਟੋ,ঘেটো
ਗਿੱਬਟ,গিবত
ਗਿਲਡ (=ਗਿਲਡ),গিল্ড (=গিল্ড)
ਗਲੇਡੀਏਟਰ,গ্ল্যাডিয়েটার
ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ,গৌরবময় বিপ্লব
ਗੋਲਡਨ ਹੋਰਡ,গোল্ডেন হোর্ড
ਮਹਾਨ ਗਠਜੋੜ,মহাজোট
ਗ੍ਰੈਂਡੀ,গ্র্যান্ডি
ਗ੍ਰੈਂਡ ਸਾਈਨਰ,গ্র্যান্ড সাইনর
ਗ੍ਰੈਂਡ ਸਾਈਨਰ,গ্র্যান্ড সাইনর
ਮਹਾਨ ਸਿਵਲ ਯੁੱਧ,মহান গৃহযুদ্ধ
ਮਹਾਨ ਵਿਦਾਇਗੀ (ਬੁੱਧ ਦਾ),মহান প্রস্থান (বুদ্ধের)
ਗ੍ਰੇਟਰ ਇੰਡੀਆ,বৃহত্তর ভারত
ਮਹਾਨ Hellas,গ্রেট হেলাস
ਮਹਾਨ ਭੀੜ,গ্রেট হোর্ড
ਮਹਾਨ ਤਿਆਗ (= ਮਹਾਨ ਰਵਾਨਗੀ),মহান ত্যাগ (= মহান প্রস্থান)
ਮਹਾਨ ਸੀਲ,মহান সীল
ਮਹਾਨ ਟ੍ਰੈਕ,মহান Trak
ਮਹਾਨ ਵਾਹਨ,দারুণ যানবাহন
ਚੀਨ ਦੀ ਮਹਾਨ ਕੰਧ,চীনের মহাপ্রাচীর
ਗ੍ਰੀਵ,গ্রীভ
ਗਾਰਡ-ਚੰਬਰ,গার্ড-চেম্বার
ਗਾਰਡ-ਚੰਬਰ,গার্ড-চেম্বার
ਗਾਰਡ-ਚੰਬਰ,গার্ড-চেম্বার
ਗੁਪਤਾ,গুপ্ত
ਹੈਜੀਓਗ੍ਰਾਫੀ,হ্যাজিওগ্রাফি
ਹੈਜੀਓਗ੍ਰਾਫੀ,হ্যাজিওগ্রাফি
ਹੈਜੀਓਲੋਜੀ,হ্যাজিওলজি
ਹੈਜੀਓਲੋਜੀ,হ্যাজিওলজি
ਨਿੱਜੀ ਦਰਸ਼ਕਾਂ ਦਾ ਹਾਲ,ব্যক্তিগত দর্শকদের হল
ਜਨਤਕ ਦਰਸ਼ਕਾਂ ਦਾ ਹਾਲ,পাবলিক দর্শক হল
ਹੈਚਮੈਂਟ,হ্যাচমেন্ট
ਈਥਨ,বিধর্মী
ਈਥਨ,বিধর্মী
ਹੇਥਨਿਜ਼ਮ,হিথেনিজম
ਹੇਗੀਰਾ (ਹੀਜਰਾ),হেগিরা (হেজেরা)
ਹੇਲੇਨਿਜ਼ਮ,হেলেনবাদ
ਹੇਲੋਟ,হেলট
ਹੇਰਾਲਡਰੀ,হেরাল্ড্রি
ਵਿਰਾਸਤ,ঐতিহ্য
ਹਾਇਰੋਗਲਿਫਿਕ ਰੇਖਿਕ ਅੱਖਰ,হায়ারোগ্লিফিক রৈখিক অক্ষর
ਹਾਇਰੋਗਲਿਫਿਕ ਲਿਪੀ,হায়ারোগ্লিফিক লিপি
ਉੱਚ ਚਰਚ,উচ্চ গির্জা
ਉੱਚ ਲੈਂਡਰ,উচ্চ ল্যান্ডার
ਹਿੰਦੂ ਧਰਮ,হিন্দুধর্ম
ਇਤਿਹਾਸਕਾਰ,ঐতিহাসিক
ਇਤਿਹਾਸਕਾਰ,ঐতিহাসিক
ਇਤਿਹਾਸਕ ਪਦਾਰਥਵਾਦ,ঐতিহাসিক বস্তুবাদ
ਇਤਿਹਾਸਕ ਯੁੱਗ,ঐতিহাসিক যুগ
ਇਤਿਹਾਸਕ ਸਰਹੱਦ,ঐতিহাসিক সীমান্ত
ਇਤਿਹਾਸਕਾਰ,ইতিহাসবিদ
ਇਤਿਹਾਸਕਾਰ,ইতিহাসবিদ
ਇਤਿਹਾਸਕਾਰੀ,ইতিহাস রচনা
ਇਤਿਹਾਸਕਾਰੀ,ইতিহাস রচনা
ਇਤਿਹਾਸ,ইতিহাস
ਹਿੱਟੀ ਸਾਮਰਾਜ,হিট্টাইট সাম্রাজ্য
ਪਵਿੱਤਰ ਗਠਜੋੜ,পবিত্র জোট
ਪਵਿੱਤਰ ਸ਼ਹਿਰ,পবিত্র শহর
ਪਵਿੱਤਰ ਸ਼ਹਿਰ,পবিত্র শহর
ਪਵਿੱਤਰ ਧਰਤੀ,পবিত্র ভূমি
ਪਵਿੱਤਰ ਧਰਤੀ,পবিত্র ভূমি
ਹੋਲੀ ਲੀਗ,পবিত্র লীগ
ਹੋਲੀ ਲੀਗ,পবিত্র লীগ
ਪਵਿੱਤਰ ਰੋਮਨ ਸਾਮਰਾਜ (= ਸਾਮਰਾਜ),পবিত্র রোমান সাম্রাজ্য (= সাম্রাজ্য)
ਪਵਿੱਤਰ ਸਾਗਰ,পবিত্র সাগর
ਪਵਿੱਤਰ ਸਾਗਰ,পবিত্র সাগর
ਪਵਿੱਤਰ ਜੰਗ,জেহাদ
ਪਵਿੱਤਰ ਜੰਗ,জেহাদ
ਗ੍ਰਹਿ ਸਰਕਾਰ,হোম সরকার
ਹੋਮ ਗਾਰਡ,ঘরের রক্ষক
ਹੋਮਲੈਂਡ,স্বদেশ
ਘਰੇਲੂ ਨਿਯਮ,স্বায়ত্তশাসন
ਹੋਮ ਰੂਲ,স্বায়ত্তশাসন
ਹੋਰਡ,Horde
Horde,Horde
ਦੁਸ਼ਮਣ ਦੇਸ਼,শত্রু দেশ
ਵਿਰੋਧੀ ਜ਼ਮੀਨ,প্রতিকূল ভূমি
ਗਰਮ ਪਿੱਛਾ,গরম সাধনা
ਘਰ,গৃহ
ਘਰ,গৃহ
ਹਾਊਸ ਆਫ ਕਾਮਨਜ਼,হাউস অফ কমন্স
ਲਾਰਡਸ ਦਾ ਘਰ,হাউস অফ লর্ডস
ਪ੍ਰਤੀਨਿਧ ਸਦਨ,হাউস অফ রিপ্রেজেন্টেটিভস
ਹਿਊਗਨੋਟਸ,Huguenots
ਮਾਨਵਵਾਦ,মানবতাবাদ
ਮਾਨਵਵਾਦੀ,মানবতাবাদী
ਸੌ ਯਸਰਸ ਦੀ ਜੰਗ,শত ইয়েসের যুদ্ধ
ਹੰਕਾਰ,হুংকার
ਇਬਾਦਤ ਖਾਨਾ (ਪੂਜਾ ਘਰ),ইবাদত খানা (উপাসনা ঘর)
ਆਈਕੋਨੋਕਲਾਸਟ,আইকনোক্লাস্ট
ਮੂਰਤੀਕਾਰ,মূর্তিপূজক
ਇਲਾਹੀ ਯੁੱਗ,ইলাহী যুগ
ਗੈਰ-ਕਾਨੂੰਨੀ ਜੰਗ,অবৈধ যুদ্ধ
ਪ੍ਰਕਾਸ਼ਿਤ ਖਰੜੇ,আলোকিত পাণ্ডুলিপি
ਚਿੱਤਰਿਤ ਹੱਥ-ਲਿਖਤ,সচিত্র পাণ্ডুলিপি
ਚਿੱਤਰਿਤ ਹੱਥ-ਲਿਖਤ,সচিত্র পাণ্ডুলিপি
ਇਮਾਮ (ਇਮਾਮ),ইমাম (ইমাম)
ਇਮਾਮਤ,ইমামতি
ਇਮਾਮਤ,ইমামতি
ਇਮਾਮਬਾਰਾ,ইমামবাড়া
ਸ਼ਾਹੀ,ইম্পেরিয়াল
ਸ਼ਾਹੀ ਸ਼ਹਿਰ,ইম্পেরিয়াল সিটি
ਸਾਮਰਾਜਵਾਦ,সাম্রাজ্যবাদ
ਸ਼ਾਹੀ ਤਰਜੀਹ,ইম্পেরিয়াল পছন্দ
ਅਵਿਵਸਥਾ,ইমপলিসি
ਪਾਖੰਡੀ,প্রতারক
ਕੈਦ,কারাবাস
ਕੈਦ,কারাবাস
ਘੁਸਪੈਠ,অনুপ্রবেশ
ਘੁਸਪੈਠ ਕਰਨ ਵਾਲਾ,অনুপ্রবেশকারী
ਸੁਤੰਤਰਤਾ,স্বাধীনতা
ਅਜਾਦੀ ਦਿਵਸ,স্বাধীনতা দিবস
ਸੁਤੰਤਰਤਾ ਹਾਲ,স্বাধীনতা হল
ਭਾਰਤੀ ਅਮਰੀਕਨ (= ਲਾਲ ਭਾਰਤੀ = ਅਮਰੀਕੀ ਭਾਰਤੀ),ভারতীয় আমেরিকান (=লাল ভারতীয়=আমেরিকান ভারতীয়)
ਇੰਡੀਅਨ ਹੋਮ ਰੂਲ ਲੀਗ,ইন্ডিয়ান হোম রুল লিগ
ਉਦਯੋਗਿਕ ਕ੍ਰਾਂਤੀ,শিল্প বিপ্লব
ਬੇਵਫ਼ਾਈ,কাফের
ਬੇਵਫ਼ਾਈ,কাফের
ਘੁਸਪੈਠ,অনুপ্রবেশ
ਘੁਸਪੈਠ ਕਰਨ ਵਾਲਾ,অনুপ্রবেশকারী
ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ,তথ্যদাতা
ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ,তথ্যদাতা
ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ,তথ্যদাতা
ਸੂਚਨਾ ਦੇਣ ਵਾਲਾ,তথ্যদাতা
ਪ੍ਰਵੇਸ਼,প্রবেশ
ਪ੍ਰਵੇਸ਼,প্রবেশ
ਪ੍ਰਵੇਸ਼,প্রবেশ
ਨਿਵਾਸ,বাসস্থান
ਵਾਸੀ,বাসিন্দা
ਵਿਰਾਸਤ,উত্তরাধিকার
ਵਿਰਾਸਤ,উত্তরাধিকার
ਵਿਰਾਸਤ,উত্তরাধিকার
ਸ਼ਿਲਾਲੇਖ,শিলালিপি
ਨਿਸ਼ਾਨ,চিহ্ন
ਪਹੁੰਚ ਦਾ ਸਾਧਨ,যোগদানের যন্ত্র
ਸਰਕਾਰ ਦਾ ਸਾਧਨ,সরকারের যন্ত্র
ਬਗਾਵਤ (ਵਿਦਰੋਹ),বিদ্রোহ (বিদ্রোহ)
ਵਿਦਰੋਹੀ,বিদ্রোহী
ਬਗਾਵਤ,বিদ্রোহ
ਬਗਾਵਤ,বিদ্রোহ
ਏਕੀਕਰਣ,মিশ্রণ
ਰਿਕਾਰਡ ਦੀ ਇਕਸਾਰਤਾ,রেকর্ডের অখণ্ডতা
ਰਾਜਾਂ ਦੀ ਅਖੰਡਤਾ,রাজ্যের অখণ্ডতা
ਬੁੱਧੀਜੀਵੀ (ਇੰਟੈਲੀਜੈਂਟਜ਼ੀਆ),ইন্টেলিজেন্টসিয়া (বুদ্ধিমত্তা)
ਵਿਚੋਲਗੀ,মধ্যস্থতা
ਅੰਤਰਜਾਮੀ,মধ্যস্থতাকারী
ਵਿਚੋਲਾ,মধ্যস্থতাকারী
ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦ,আন্তর্জাতিকতাবাদ
ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦ,আন্তর্জাতিকতাবাদ
ਅੰਤਰਰਾਸ਼ਟਰੀਵਾਦੀ,আন্তর্জাতিকতাবাদী
ਇੰਟਰਸੀਨ ਯੁੱਧ,আন্তঃযুদ্ধ
ਇੰਟਰਨੀ,ইন্টার্নী
ਇੰਟਰਨੀ,ইন্টারনি
ਇੰਟਰਨੀ ਕੈਂਪ,ইন্টারনি ক্যাম্প
ਨਜ਼ਰਬੰਦੀ,অন্তরীণ
ਨਜ਼ਰਬੰਦੀ,অন্তরীণ
ਨਜ਼ਰਬੰਦੀ,অন্তরীণ
ਇੰਟਰਨਨਸੀਓ,ইন্টারনুনসিও
ਦੁਭਾਸ਼ੀਏ,দোভাষী
ਦੁਭਾਸ਼ੀਏ,দোভাষী
ਦੁਭਾਸ਼ੀਏ,দোভাষী
ਦਖਲ,হস্তক্ষেপ
ਅੰਤਰਜਾਮੀ,ইন্টেস্ট্যাসি
ਇੰਟੇਸਟੇਟ,ইনটেস্টেট
ਸਾਜ਼ਸ਼,চক্রান্ত
ਘੁਸਪੈਠੀਏ,অনুপ্রবেশকারী
ਘੁਸਪੈਠੀਏ,অনুপ্রবেশকারী
ਘੁਸਪੈਠ,অনধিকারপ্রবেশ
ਹਮਲਾ,আক্রমণ
ਹਮਲਾ,আক্রমণ
ਨਿਵੇਸ਼ ਕਰੋ,বিনিয়োগ করুন
ਨਿਵੇਸ਼ ਕਰੋ,বিনিয়োগ করুন
ਨਿਵੇਸ਼ ਕਰੋ,বিনিয়োগ করুন
ਨਿਵੇਸ਼ ਕਰੋ,বিনিয়োগ করুন
ਨਿਵੇਸ਼,ইনভেস্টিচার
ਨਿਵੇਸ਼,ইনভেস্টিচার
ਨਿਵੇਸ਼,ইনভেস্টিচার
ਨਿਵੇਸ਼ ਸਮਾਰੋਹ,বিনিয়োগ অনুষ্ঠান
ਕੌਮੀਅਤ ਦੇ ਨਾਲ ਨਿਵੇਸ਼ ਕਰੋ,জাতীয়তার সাথে বিনিয়োগ করুন
ਅਜਿੱਤ ਆਰਮਾਡਾ,অজেয় আরমাদা
ਅਸਹਿਣਸ਼ੀਲਤਾ (ਰਾਜ ਦੀ),অমান্যতা (রাষ্ট্রের)
ਉਲੰਘਣਾ ਰਾਜ,লঙ্ঘন রাষ্ট্র
ਅਭੁੱਲ ਕਿਲ੍ਹਾ,অভেদ্য দুর্গ
