Odiya,Telugu
ସହ-ଚ୍ୟାନେଲ |,కో-ఛానెల్
ସହ-ଚ୍ୟାନେଲ ହସ୍ତକ୍ଷେପ |,కో-ఛానెల్ జోక్యం
କୋଚେଲା,కోక్లియా
କୋଡ୍,కోడ్
କୋଡ୍ ସଂଖ୍ୟା,కోడ్ సంఖ్య
କୋଡ୍ ହାର,కోడ్ రేటు
କୋଡ୍ ଶବ୍ଦ,కోడ్ పదం
କୋଡେକ୍ (କୋଡିଂ ଡିକୋଡିଂ),కోడెక్ (కోడింగ్ డీకోడింగ్)
କୋଡ୍ ଅଡିଓ |,కోడెడ్ ఆడియో
Couder,కోడర్
ସହଯୋଗ,కోడింగ్
କୋଡିଂ ଡିକୋଡିଂ କ techni ଶଳ |,కోడింగ్ డీకోడింగ్ టెక్నిక్
କୋଡିଂ ତ୍ରୁଟି |,కోడింగ్ లోపం
କୋଡିଙ୍ଗ୍ ହାର,కోడింగ్ రేటు
କୋଡିଂ କ techni ଶଳ |,కోడింగ్ టెక్నిక్
ସହଯୋଗୀ,గుణకం
ବାଧ୍ୟତାମୂଳକ,బలవంతపు
ସମନ୍ୱିତ ମୋଡୁଲେସନ୍ |,పొందికైన మాడ్యులేషన్
କୋଇଲା |,కాయిల్
ସହଯୋଗ,సహకారం
ଭୁଶୁଡ଼ିବା,కూలిపోతుంది
କଲେକ୍ଟର |,కలెక్టర్
ସଂଗୃହକ କରେଣ୍ଟ୍ |,కలెక్టర్ కరెంట్
କେନିୟରମାନେ ବେସ୍ ଆଚରଣକୁ |,బేస్ కండక్టెన్స్ నుండి కలెక్టర్
କଲେକ୍ଟର-ବେସ୍ ଜଙ୍କସନ |,కలెక్టర్-బేస్ జంక్షన్
ରଙ୍ଗ,రంగు
ରଙ୍ଗ ଆନାଲିଜର |,కలర్ ఎనలైజర్
ରଙ୍ଗ ବାଲାନ୍ସ |,రంగు సమతుల్యత
ରଙ୍ଗ ଫାଟିଗଲା,రంగు పేలుడు
ରଙ୍ଗ ଚାର୍ଟ |,రంగు చార్ట్
ରଙ୍ଗ ମିଶ୍ରଣ |,రంగు కలయిక
ରଙ୍ଗ ସ୍ଥିର |,రంగు స్థిరాంకం
ରଙ୍ଗ ନିୟନ୍ତ୍ରଣ (କ୍ରୋମ୍ କଣ୍ଟ୍ରୋଲ୍),రంగు నియంత్రణ (క్రోమ్ నియంత్రణ)
ରଙ୍ଗ ଗଭୀରତା,రంగు లోతు
ରଙ୍ଗ ଥକ୍କୁମାନେ |,రంగు అలసట
ରଙ୍ଗ ଫିଲ୍ଟର୍ |,కలర్ ఫిల్టర్
ରଙ୍ଗ ଘନକାରୀ ସର୍କିଟ୍ |,కలర్ కిల్లర్ సర్క్యూట్
ରଙ୍ଗ କିନ୍ସୋପେପ୍ |,కలర్ కైన్‌కోప్
ରଙ୍ଗ ମିକ୍ସର୍ |,కలర్ మిక్సర్
ରଙ୍ଗ pattern ାଞ୍ଚା |,రంగు నమూనా
ରଙ୍ଗ ଧାରଣା,రంగు అవగాహన
ରଙ୍ଗ ଚିତ୍ର ପରଦା |,కలర్ పిక్చర్ స్క్రీన్
ରଙ୍ଗ ସ୍ଥାନ |,రంగు స్థలం
ରଙ୍ଗ ସବ୍କରାରିର୍ |,రంగు సబ్‌కారియర్
ରଙ୍ଗ ତାପମାତ୍ରା |,రంగు ఉష్ణోగ్రత
ରଙ୍ଗ ଟ୍ରାନ୍ସମିସନ୍ |,రంగు ప్రసారం
ରଙ୍ଗ ଟ୍ୟୁବ୍ |,కలర్ ట్యూబ్
ରଙ୍ଗ,రంగు
ରଙ୍ଗହୀନ |,రంగులేని
ମିଶ୍ରଣ,కలయిక
ମିଶ୍ରଣ,కాంబినర్
ମିଶ୍ରଣ ପ୍ରକ୍ରିୟା,కలయిక ప్రక్రియ
ଜଜ୍,దహన
ନିର୍ଦ୍ଦେଶ,కమాండ్
ଆରମ୍ଭ,ప్రారంభం
ବାଣିଜ୍ୟିକ ପ୍ରସାରଣକାରୀ |,వాణిజ్య ప్రసారం
ବାଣିଜ୍ୟିକ ଟେଲିଭିଜନ |,వాణిజ్య టెలివిజన్
ସାଧାରଣ ସଂଗ୍ରହକାରୀ ସର୍କିଟ୍ |,సాధారణ కలెక్టర్ సర్క్యూట్
ଯୋଗାଯୋଗ |,కమ్యూనికేషన్
ଯୋଗାଯୋଗ ସାଟେଲାଇଟ୍ |,కమ్యూనికేషన్ ఉపగ్రహం
ସମ୍ପ୍ରଦାୟ ରେଡିଓ ସେଣ୍ଟର |,కమ్యూనిటీ రేడియో సెంటర్
ସମ୍ପ୍ରଦାୟ ରେଡିଓ ଷ୍ଟେସନ |,కమ్యూనిటీ రేడియో స్టేషన్
କମ୍ପାକ୍ଟ ଡିସ୍କ (CD),కాంపాక్ట్ డిస్క్ (సిడి)
କମ୍ପାକ୍ଟ ଡିସ୍କ ପ୍ଲେୟାର |,కాంపాక్ట్ డిస్క్ ప్లేయర్
ତୁଳନା,కంపాండర్
ତୁଳନା,కంపాండింగ్
ସୁସଙ୍ଗତତା,అనుకూలత
ସୁସଙ୍ଗତ,అనుకూలంగా
ସଙ୍କଳନକାରୀ,కంపైలర్
ସମ୍ପୃକ୍ତ,పరిపూరకరమైనది
ସଂପନ୍ନ ଟ୍ରାନଜିଷ୍ଟର |,కాంప్లిమెంటరీ ట్రాన్సిస్టర్
ଜଟିଳ ତରଙ୍ଗ |,సంక్లిష్ట తరంగం
ଉପାଦାନ,భాగం
ମିଶ୍ରିତ,మిశ్రమ
ରଚନା ସର୍କିଟ୍ |,మిశ్రమ సర్క్యూట్
ମିଶ୍ରିତ ଡିଜିଟାଲ୍ |,మిశ్రమ డిజిటల్
କମ୍ପୋଜିଟ୍ ରେଡିଓ ଫ୍ରିକ୍ୱେନ୍ସି ସିଗ୍ନଙ୍କ ସଙ୍କେତ |,మిశ్రమ రేడియో ఫ్రీక్వెన్సీ సిగ్నల్
ମିଶ୍ରିତ ସଙ୍କେତ |,మిశ్రమ సిగ్నల్
ମିଶ୍ରିତ ଭିଡିଓ,మిశ్రమ వీడియో
ମିଶ୍ରିତ ଭିଡିଓ ସଙ୍କେତ |,మిశ్రమ వీడియో సిగ్నల్
ରଚନା,కూర్పు
ସଙ୍କଳନ ତଥ୍ୟ,కంప్రెస్డ్ డేటా
ସଙ୍କୋଚିତ ଡିଜିଟାଇଜଡ୍ ଭିଡିଓ |,కంప్రెస్డ్ డిజిటలైజ్డ్ వీడియో
ସଙ୍କୋଚିତ ଭିଡିଓ |,కంప్రెస్డ్ వీడియో
ସଙ୍କୋଚନ,కుదింపు
ସଙ୍କୋଚନ କଳାକୃତି |,కంప్రెషన్ ఆర్టిఫ్యాక్ట్
ସଙ୍କୋଚନ ବିପଦ |,కుదింపు ప్రమాదం
ସଙ୍କୋଚନ କ techni ଶଳ |,కంప్రెషన్ టెక్నిక్
ସଙ୍କଣଶକ,కంప్రెసర్
ଗଣଯୋଗୀ,కంప్యూట్
କମ୍ପ୍ୟୁଟର,కంప్యూటర్
କମ୍ପ୍ୟୁଟର ଆଧାରିତ ମଲ୍ଟିମିଡିଆ |,కంప్యూటర్ ఆధారిత మల్టీమీడియా
କମ୍ପ୍ୟୁଟର ପ୍ରୋଗ୍ରାମିଂ |,కంప్యూటర్ ప్రోగ్రామింగ్
କମ୍ପ୍ୟୁଟର ଟେକ୍ନୋଲୋଜି |,"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం"
କନକଭ୍ ଲେନ୍ସ,పుటాకార లెన్స్
କନକଭ୍ ଦର୍ପଣ |,పుటాకార అద్దం
ଲୁଚାନ୍ତୁ,దాచడం
ଏକାଗ୍ର,సాంద్రీకృత
ଏକାଗ୍ରତା,ఏకాగ్రత
ଏକାଗ୍ର ଲେନ୍ସ,కేంద్రీకృత లెన్స్
ଘନିଷ୍ଠ ମାଇକ୍ରୋଫୋନ୍ |,కండెన్సర్ మైక్రోఫోన్
ସନ୍ତୁଳନର ଅବସ୍ଥା |,సమతుల్యత యొక్క పరిస్థితి
ଧାଜାକରଣ,ప్రసరణ
କଣ୍ଡନ୍ସ କରେଣ୍ଟ୍ |,ప్రసరణ ప్రస్తుత
ପରିଚୟ,వాహకత
କଣ୍ଡକ୍ଟର |,కండక్టర్
ବିନ୍ୟାସ,ఆకృతీకరణ
ସଂଯୋଗ,కనెక్షన్
ସଂଯୋଗ,కనెక్టివిటీ
ସଂଯୋଜକ |,కనెక్టర్
ସ୍ଥିରତା,స్థిరత్వం
କ୍ରମାଗତ ଭାବରେ |,స్థిరంగా
କନସୋଲ୍ |,కన్సోల్
ସ୍ଥିର,స్థిరాంకం
ନିରନ୍ତର ପ୍ରଶସ୍ତତା |,స్థిరమైన వ్యాప్తి
ମାଇକ୍ରୋଫୋନ୍ ସହିତ ଯୋଗାଯୋଗ କରନ୍ତୁ |,మైక్రోఫోన్‌ను సంప్రదించండి
ପାତ୍ର ଫର୍ମାଟ୍ |,కంటైనర్ ఫార్మాట్
ପ୍ରଦୂଷଣ,కాలుష్యం
ବିଷୟବସ୍ତୁ,విషయము
ସଂଲଗ୍ନ,పరస్పర
ନିରନ୍ତରତା,కొనసాగింపు
ନିରନ୍ତରତା ବୁଥ୍ |,కొనసాగింపు బూత్
ନିରନ୍ତର ଗଣ୍ଠି |,కొనసాగింపు నాబ్
ନିରନ୍ତର |,నిరంతర
କ୍ରମାଗତ ଆର୍କ,నిరంతర ఆర్క్
କ୍ରମାଗତ ତରଙ୍ଗ |,నిరంతర వేవ్
ବିଷୟବସ୍ତୁ ଧାଡ଼ି,ఆకృతి రేఖ
ବିଷୟବସ୍ତୁ ଯୋଜନା,ఆకృతి ప్రణాళిక
ଚୁକ୍ତିନାମା,ఒప్పందం
ସଂକୋଚନ,సంకోచం
ବିପରୀତ ଅନୁପାତ,కాంట్రాస్ట్ రేషియో
କଣ୍ଟ୍ରୋଲ୍ ସର୍କିଟ୍ |,కంట్రోల్ సర్క్యూట్
ଇଲେକ୍ଟ୍ରୋଡ୍ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |,కంట్రోల్ ఎలక్ట్రోడ్
ନିୟନ୍ତ୍ରଣ ଉପକରଣ |,నియంత్రణ పరికరాలు
କଣ୍ଟ୍ରୋଲ୍ ଗ୍ରୀଡ୍,కంట్రోల్ గ్రిడ్
ନିୟନ୍ତ୍ରଣ ରେଖା,నియంత్రణ రేఖ
କଣ୍ଟ୍ରୋଲ୍ ପ୍ୟାନେଲ୍ |,నియంత్రణ ప్యానెల్
ନିୟନ୍ତ୍ରଣ କକ୍ଷ |,నియంత్రణ గది
ନିୟନ୍ତ୍ରଣ ଟେବୁଲ୍ |,నియంత్రణ పట్టిక
ନିୟନ୍ତ୍ରଣ ଟାୱାର |,కంట్రోల్ టవర్
ନିୟନ୍ତ୍ରକ,నియంత్రిక
ଏକତ୍ରିତତା,కన్వర్జెన్స్
ଏକତ୍ରିତ ଲେନ୍ସ |,కన్వర్జెంట్ లెన్స్
Contenker,కన్వర్టర్
କନଭକ୍ସ ଲେନ୍ସ |,కుంభాకార లెన్స్
ଦୋଷ,కన్విల్యూషన్
Convolution cended,కన్వల్యూషన్ కోడెడ్
ଦୋଷୀ ଜଣା,కన్వల్యూషనల్ ఇంటర్‌లీవ్
ଦୋଷୀ ଅସହଯୋଗୀ |,కన్వల్యూషనల్ ఇంటర్‌లీవింగ్
କୁକି |,కుకీ
କୁକିଅର୍,కుకీయర్
ତମ୍ବାସେସୋର,కోప్రాసెసర్
କର୍ଡ,త్రాడు
କରୋନା |,కరోనా
କରୋନା ଡିସଚାର୍ଜ |,కరోనా ఉత్సర్గ
ସମ୍ପର୍କ |,సహసంబంధం
କସିନ୍ ଉପାଦାନ |,కొసైన్ భాగం
କସିନ୍ ତରଙ୍ଗ |,కొసైన్ వేవ్
କସମିକ୍ ଶବ୍ଦ,విశ్వ శబ్దం
କାଉଣ୍ଟର,కౌంటర్
ଘଣ୍ଟା ବୁଲାଇ କାଉଣ୍ଟର କରନ୍ତୁ |,కౌంటర్ సవ్యదిశలో
କପଟର୍ |,కప్లర్
ଯୋଡିଙ୍ଗ୍,కలపడం
ସହଯୋଗୀ କଣ୍ଡେନ୍ସର୍ |,కప్లింగ్ కండెన్సర్
Coupling ନେଟୱାର୍କ,కలపడం నెట్‌వర్క్
ସହଯୋଗ ପ୍ରତିରୋଧ,కలపడం నిరోధకత
ସହଯୋଗୀ ବଣ୍ଡ |,సమయోజనీయ బంధం
କଭରେଜ୍,కవరేజ్
ଦୁର୍ଘଟଣା,క్రాష్
ଜଟିଳ ବ୍ୟାଣ୍ଡ |,క్రిటికల్ బ్యాండ్
ଗୁରୁତର ଅବସ୍ଥା |,క్లిష్ట పరిస్థితి
ଗୁରୁତର ଚିନ୍ତା |,క్లిష్టమైన కలపడం
ଅହଂକାରୀ ଫ୍ରିକ୍ୱେନ୍ସି |,క్లిష్టమైన ఫ్రీక్వెన్సీ
ଗୁରୁତର ପାରାମିଟର |,క్లిష్టమైన పరామితి
କୁମ୍ଭୀର କ୍ଲିପ୍ |,క్రోకోడైల్ క్లిప్
କ୍ରସ୍ କ୍ଷୀଣ |,క్రాస్ ఫేడింగ్
କ୍ରସ୍ ମୋଡୁଲେସନ୍ |,క్రాస్ మాడ్యులేషన్
କ୍ରସ୍ ଟକ୍ |,క్రాస్ టాక్
କ୍ରସଫେଡ୍,క్రాస్ఫేడ్
କ୍ରିପ୍ଟୋଗ୍ରାଫି,క్రిప్టోగ్రఫీ
ସ୍ଫଟିକ୍,క్రిస్టల్
ସ୍ଫଟିକ୍ ଫିଲ୍ଟର୍ |,క్రిస్టల్ ఫిల్టర్
କ୍ୟୁ,క్యూ
କ୍ୟୁ ମାର୍କ,క్యూ మార్కులు
କ୍ୟୁରିଂ ଉପକରଣ,క్యూయింగ్ పరికరం
ସାମ୍ପ୍ରତିକ ଡ୍ରେନ୍ |,ప్రస్తుత కాలువ
ସାମ୍ପ୍ରତିକ ମିଟର,ప్రస్తుత మీటర్
ସାମ୍ପ୍ରତିକ ଟ୍ରାନ୍ସଫର୍ମର |,ప్రస్తుత ట్రాన్స్ఫార్మర్
କର୍ସର୍,కర్సర్
ବକ୍ର,వక్రరేఖ
ଫ୍ରିକ୍ୱେନ୍ସି କାଟନ୍ତୁ |,ఫ్రీక్వెన్సీని కత్తిరించండి
କଟର,కట్టర్
ସାଇବର କାଫେ |,సైబర్ కేఫ్
ସାଇବର ସୁରକ୍ଷା |,సైబర్ భద్రతా
ସାଇବର ସ୍ଥାନ |,సైబర్ స్థలం
ଚକ୍ର,చక్రం
ସାଇକ୍ଲିକ୍ |,చక్రీయ
D.C. ଉପାଦାନ,డి.సి. భాగం
D.C. ଥାଳି ଶକ୍ତି,డి.సి. ప్లేట్ శక్తి
D.C. ପୁନରୁଦ୍ଧାର,డి.సి. పునరుద్ధరణ
ଡ୍ୟାମ୍ପର୍ ଡିଏଡ୍ |,డంపర్ డయోడ్
ବନ୍ଧପ,డంపింగ్
ଅନ୍ଧାର,చీకటి
ତଥ୍ୟ,సమాచారం
ଡାଟା ପ୍ରସାରଣ |,డేటా ప్రసారం
ତଥ୍ୟ ସଙ୍କୋଚନ |,డేటా కుదింపు
ଡାଟା ଡ୍ରିଲିଂ |,డేటా డ్రిల్లింగ్
ତଥ୍ୟ ଏନକ୍ରିପସନ୍,డేటా గుప్తీకరణ
ଡାଟା ଫାଇଲ୍ |,సమాచార దస్తా
ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ,డేటా నిర్వహణ
ତଥ୍ୟ ଖଣି,డేటా మైనింగ్
ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |,డేటా ప్రాసెసింగ్
ଡାଟା ସଞ୍ଚାଳକ |,డేటా ప్రాసెసర్
ଡାଟା ହ୍ରାସ ବିଟ୍ ସିଷ୍ଟମ୍ |,డేటా తగ్గించిన బిట్ సిస్టమ్
ଡାଟା ସେବା |,డేటా సేవ
ତଥ୍ୟ ଫର୍ଦ୍ଦ,సమాచార పట్టిక
ତଥ୍ୟ ସଂରକ୍ଷଣ,డేటా నిల్వ
ଡାଟା ଷ୍ଟ୍ରିମ୍ |,డేటా స్ట్రీమ్
ତଥ୍ୟ ଟ୍ରାନ୍ସଫର୍ମାେସନ୍,డేటా పరివర్తన
ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |,డేటా ప్రసారం
ଡାଟାବେସ୍ |,డేటాబేస్
ଡେସ୍କାଷ୍ଟିଂ |,డేటాకాస్టింగ్
ଡାଟାଗ୍ରାମ୍,డేటాగ్రామ్
DB ମିଟର,DB మీటర్
ମୃତ ପବନ,చనిపోయిన గాలి
ମୃତ ସର୍ଟ ସର୍କିଟ୍ |,డెడ్ షార్ట్ సర్క్యూట్
ମୃତ ସ୍ପଟ୍,డెడ్ స్పాట్
ଜଳଖିଆ,డెడ్లాక్
କିବଗ୍ ପ୍ରୋଗ୍ରାମ୍,డీబగ్ ప్రోగ్రామ్
ତ୍ରୁଟି ନିବାରଣ କରୁଛି |,డీబగ్గింగ్
ଶବ୍ଦର କ୍ଷୟ |,ధ్వని క్షయం
ଡେକ୍ସିବେଲ୍ (DB),డిసిబెల్
ଦଶମିକ,దశాంశం
ଦଶମିକ କୋଡ୍ |,దశాంశ కోడ్
ଦଶମିକ ଅଙ୍କ |,దశాంశ అంకె
ଡିସପିଅର୍ କରିବା,డెసిఫరింగ్
ଡେକୋଡର୍,డీకోడర్
ଡିକୋଡିଂ,డీకోడింగ్
ଡିଜିଟାଲ୍ ଟ୍ରାନ୍ସମିସନ୍ ରେ ଡିକୋଡିଂ |,డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్
ସଙ୍କଳନ,డికంప్రెషన్
ସଜାଇବା,డికప్లింగ్
ସିକ୍ୟୁପିଙ୍ଗ୍ ସର୍କିଟ୍ |,డికప్లింగ్ సర్క్యూట్
ନେଟୱର୍କ ନେଟୱାର୍କ |,డికప్లింగ్ నెట్‌వర్క్
ଡିକ୍ରିପ୍ସନ୍,డిక్రిప్షన్
ଉତ୍ସର୍ଗୀକୃତ ରେଖା |,అంకితమైన పంక్తి
ଦେ-ଏମ୍ବେଡିଂ |,డి-ఎంబెడింగ్
ଡି-ଫାଟିସ୍ |,డి-ఎంఫాసిస్
ଡିଫଲ୍ଟ |,డిఫాల్ట్
ଗୁଣବତ୍ତାରେ ତ୍ରୁଟି |,నాణ్యతలో లోపం
ତ୍ରୁଟିଯୁକ୍ତ,లోపభూయిష్ట
ତ୍ରୁଟିପୂର୍ଣ୍ଣ ଏକକ,లోపభూయిష్ట యూనిట్
ସଂଜ୍ଞା,నిర్వచనం
ଡିସଲେନେକସନ |,విక్షేపం
ବିକଳାଙ୍ଗ,వైకల్యం
ନବିଣ୍ଡେସନ୍,డీఫ్రాగ్మెంటేషన్
ଡି-ଗସିଂ କୋଇଲ୍ |,డి-గాస్సింగ్ కాయిల్
ଡିଗ୍ରୀ,డిగ్రీ
ଡି-ଇଣ୍ଟରଲିଭେଭର |,డి-ఇంటర్‌లీవర్
ବିଳମ୍ବ ରେଖା,ఆలస్యం లైన్
ବିଳମ୍ବ ସମୟ,సమయం ఆలస్యం
ବିଳମ୍ବିତ ଫ୍ରେମ୍ ମେମୋରୀ |,ఫ్రేమ్ మెమరీ ఆలస్యం
ବିଳମ୍ବିତ ସ୍କାନିଂ |,ఆలస్యం స్కానింగ్
ବିଳମ୍ବିତ ସିଙ୍କ୍ରୋନାଇଜେସନ୍ ସିଗନାଲ୍ |,ఆలస్యం సమకాలీకరణ సిగ్నల్
ବିତରଣ,డెలివరీ
ବିତରଣ ବ୍ୟବସ୍ଥା,బట్వాడా వ్యవస్థ
ଡେମୋଡୁଲେସନ୍,డెమోడ్యులేషన్
ଡେମୋଡୁଲେଟର କାର୍ଡ |,డెమోడ్యులేటర్ కార్డ్
Demultipleter,డెమల్టిప్లెక్సర్
କ୍ଷେତ୍ରର ଗଭୀରତା |,ఫీల్డ్ యొక్క లోతు
ଅବତରଣ,అవరోహణ
ଡିଜାଇନ୍ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ,డిజైన్ స్పెసిఫికేషన్
ଡେସ୍କଟପ,డెస్క్‌టాప్
ଡିଟ୍ଟର୍ ଆଉଟପୁଟ୍,డిటెక్టర్ అవుట్పుట్
ବ୍ୟତିକ୍ରମ,విచలనం
ଉପକରଣ,పరికరం
ଉପକରଣ ଡ୍ରାଇଭର |,పరికర డ్రైవర్
ଡାଇଗ୍ନୋଷ୍ଟିକ୍ |,విశ్లేషణ
ଚିତ୍ର,రేఖాచిత్రం
ସଂଳାପ ଟ୍ରାକ୍ |,డైలాగ్ ట్రాక్
ଡାଇମେଟ୍ରାଲ୍ ମୋଡ୍ |,వ్యాసమైన మోడ్
ହୀରା ଷ୍ଟାଇଲସ୍ |,డైమండ్ స్టైలస్
ଡାଇଫ୍ରାଗମ୍ |,ఉదరవితానం
ଡାଇଫ୍ରାଗମେଟିକ୍ ଶୋଷକ |,డయాఫ్రాగ్మాటిక్ అబ్జార్బర్
ଡିକଟିକ୍ ଶୁଣିବା |,డైకోటిక్ లిజనింగ్
DiWeLictericorick,విద్యుద్వాహక
Divelostic Brock- ତଳକୁ |,విద్యుద్వాహక విచ్ఛిన్నం- డౌన్
Divelostic କ୍ଷତି |,విద్యుద్వాహక నష్టం
ପାର୍ଥକ୍ୟ ଫ୍ରିକ୍ୱେନ୍ସି |,తేడా ఫ్రీక్వెన్సీ
ପାର୍ଥକ୍ୟ ଫ୍ରିକ୍ୱେନ୍ସି ବିକୃତି (DFD),తేడా ఫ్రీక్వెన్సీ వక్రీకరణ (DFD)
ପାର୍ଥକ୍ୟ ସ୍ୱର୍ଣ୍ଣ |,తేడా టోన్
ଭିନ୍ନ ଭିନ୍ନ ଏମ୍ପ୍ଲିଫାୟର୍ |,అవకలన యాంప్లిఫైయర్
ଭିନ୍ନ,విక్షేపం
ଭିନ୍ନ,డిఫ్యూజర్
ଅଙ୍କ,అంకె
ଡିଜିଟାଲ୍ |,డిజిటల్
ଡିଜିଟାଲ୍ କଳାକୃତି |,డిజిటల్ ఆర్టిఫ్యాక్ట్
ଡିଜିଟାଲ୍ ଅଡିଓ |,డిజిటల్ ఆడియో
ଡିଜିଟାଲ୍ ଅଡିଓ ଫିଲ୍ଟର |,డిజిటల్ ఆడియో ఫిల్టర్
ଡିଜିଟାଲ୍ ଅଡିଓ କାର୍ଯ୍ୟ ଷ୍ଟେସନ୍ |,డిజిటల్ ఆడియో వర్క్ స్టేషన్
ଡିଜିଟାଲ୍ କ୍ୟାମେରା,డిజిటల్ కెమెరా
ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |,డిజిటల్ కంప్యూటర్
ଡିଜିଟାଲ୍ ଡାଟା |,డిజిటల్ డేటా
ଡିଜିଟାଲ୍ ଏଡିଟିଂ |,డిజిటల్ ఎడిటింగ్
ଡିଜିଟାଲ୍ ଉତ୍ତେଜନା |,డిజిటల్ ఎక్సైటర్
ଡିଜିଟାଲ୍ ଫିଲ୍ଟର |,డిజిటల్ ఫిల్టర్
ଡିଜିଟାଲ୍ ଫ୍ରେମ୍ ସିଙ୍କ୍ରୋନାଇଜେରିଜର୍ |,డిజిటల్ ఫ్రేమ్ సింక్రొనైజర్
ଡିଜିଟାଲ୍ ହେରିଟେଜ୍ |,డిజిటల్ వారసత్వం
ଡିଜିଟାଲ୍ ଇମେଜ୍ |,డిజిటల్ చిత్రం
ଡିଜିଟାଲ୍ ଲାଇବ୍ରେରୀ |,డిజిటల్ లైబ్రరీ
ଡିଜିଟାଲ୍ ମିଟର |,డిజిటల్ మీటర్
ଡିଜିଟାଲ୍ ମୋଡୁଲେସନ୍ |,డిజిటల్ మాడ్యులేషన్
ଡିଜିଟାଲ୍ ମଲ୍ଟିପ୍ସକ୍ସ |,డిజిటల్ మల్టీప్లెక్స్
ଡିଜିଟାଲ୍ ନେଟୱାର୍କ |,డిజిటల్ నెట్‌వర్క్
ଡିଜିଟାଲ୍ ଆଉଟପୁଟ୍ |,డిజిటల్ అవుట్పుట్
ଡିଜିଟାଲ୍ ପ୍ଲେକ୍ |,డిజిటల్ ప్లేబ్యాక్
ଡିଜିଟାଲ୍ ରେଡିଓ ମୁଣ୍ଡିଆଲ୍ (DRM),డిజిటల్ రేడియో మొండియాల్ (DRM)
ଡିଜିଟାଲ୍ ରେକର୍ଡିଂ |,డిజిటల్ రికార్డింగ్
ଡିଜିଟାଲ୍ ବିପ୍ଳବ |,డిజిటల్ విప్లవం
ଡିଜିଟାଲ୍ ସିଗନାଲ୍ |,డిజిటల్ సిగ్నల్
ଡିଜିଟାଲ୍ ସିଗନାଲ୍ ପ୍ରକ୍ରିୟାକରଣ (DSP),డిజిటల్ సిగ్నల్ ప్రాసెసింగ్ (DSP)
ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |,డిజిటల్ సంతకం
ଡିଜିଟାଲ୍ ଟେକ୍ନୋଲୋଜି |,డిజిటల్ టెక్నాలజీ
ଆନାଗଲ୍ କନଭର୍ଟର ପାଇଁ ଡିଜିଟାଲ୍ |,డిజిటల్ టు అనలాగ్ కన్వర్టర్
ଡିଜିଟାଲ୍ ଭିଡିଓ |,డిజిటల్ వీడియో
ଡିଜିଟାଲ୍ ଭୋଲ୍ଟୋମିଟର |,డిజిటల్ వోల్టమీటర్
ଡିଜିଟାଲ୍ାଇଜେସନ୍ |,డిజిటలైజేషన్
ଡିଜିଟାଇଜେସନ୍,డిజిటలైజేషన్
ଡିଜିଟାଇଜଡ୍ ଭିଡିଓ |,డిజిటలైజ్డ్ వీడియో
ଅଗ୍ରଗାମୀ,డిజిటైజర్
ଅନ୍ଧ,మసక
ପରିମାପ,పరిమాణం
ଡିମର୍,మసకబారిన
ଡାୟୋଡ୍,డయోడ్
ବୁଡ଼ାନ୍ତୁ |,ముంచు
Dlixer,డిప్లెక్సర్
ଡିପୋଲ୍ ଆଣ୍ଟେନା |,డైపోల్ యాంటెన్నా
ସିଧାସଳଖ ପ୍ରସାରଣ,ప్రత్యక్ష ప్రసారం
ସିଧାସଳଖ ସାମ୍ପ୍ରତିକ (D c),ప్రత్యక్ష కరెంట్
ସିଧାସଳଖ ଉଠାଇବା,ప్రత్యక్ష పికప్
ସିଧାସଳଖ ପଠନ ଉପକରଣ |,ప్రత్యక్ష పఠన పరికరం
ସିଧାସଳଖ ରେକର୍ଡିଂ |,ప్రత్యక్ష రికార్డింగ్
ଦିଗଦର୍ଶନ ଆଣ୍ଟେନା |,డైరెక్షనల్ యాంటెన్నా
ଦିଗଦର୍ଶନ କପଟ,డైరెక్షనల్ కప్లర్
ଦିଗଦର୍ଶନ ମାଇକ୍ରୋଫୋନ୍ |,డైరెక్షనల్ మైక్రోఫోన్
ନିର୍ଦ୍ଦେଶନାପତି,డైరెక్టివిటీ
ଡିରେକ୍ଟୋରୀ,డైరెక్టరీ
ଅକ୍ଷମ କରନ୍ତୁ |,డిసేబుల్
ଡିସ୍କ ଆଣ୍ଟେନା |,డిస్క్ యాంటెన్నా
ଡିସ୍କ ଆଧାରିତ ଷ୍ଟୋରେଜ୍ |,డిస్క్ ఆధారిత నిల్వ
ପ୍ରତିରୋଧ,వివిక్త
ଡିସ୍କ,డిస్క్
ଡିସ୍କ ଡ୍ରାଇଭ,డిస్క్ డ్రైవ్
ଡିସ୍କ କୋଟା,డిస్క్ కోటా
ଡିସ୍କେଟ୍,డిస్కెట్
ସ୍ଥାନାନ୍ତର,తొలగుట
ବିଚ୍ଛେଦ,చెదరగొట్టడం
