Hindi,English
वक्र पृष्ठ,curved surface
वृद्धि-वक्र,curve of growth
वक्ररेखी,Curvilinear
"छेदक अंतक, छाड़न",cut-off
अंतक क्षेत्र,cut off field
अंतक आवृत्ति,cut off frequency
अंतकीय बिंदु,cut off point
अंतकीय बिंदु वेग,cut off velocity
अंतक वोल्टता,cut off voltage
"कर्तित्र, कर्तक",Cutter
साइबरनेटिक्स,Cybernetics
"चक्र, आवर्तन, साइकिल",Cycle
साइकिल प्रति सेकंड,cycle per second
"चक्रीय, चक्रिक",cyclic
चक्रण,Cycling
चक्रजीय लोलक,cycloidal pendulum
साइक्लोट्रॉन,Cyclotron
साइक्लोट्रॉन आवृत्ति,cyclotron frequency
"बेलन, सिलिन्डर",cylinder
"बलेनाकार, सिलिन्डराकार, बेलनी, सिलिन्डरी",Cylindrical
सिलिंडरी हार्मोनिक,cylindrical harmonics
अवमंदित,damped
अवमंदित सरल आवर्त दोलन,damped harmonic oscillation
अवमंदक,Damping
डेन्यल सेल,Daniell cell
अदीप्त,dark
"दत्त संसाधन, उपात्त संसाधन, न्यास संसाधन",data processing
"विघटन उत्पादक, दुहिता उत्पादत, मूलज, संतति",Daughter
डैविसन गर्मर प्रयोग,Davission Germer experiment
डी. सी. (दिष्टधारा),d .c. (=zero frequency component)
निष्क्रिय भाग,dead space
मूक स्थल,dead spot
दे ब्राग्ली तरंग दैर्घ्य,de Broglie wave length
डेबाई अभिलाक्षणिक ताप,Debye charactristic temperature
"डेबाई दैर्घ्य, डेबाई दूरी",Debye length
डेबाई-विश्रांति काल,Debye relaxation time
क्षय,decay
क्षयांक,decay constant
मंदक,decelerating
मंदन,deceleration
अभिविराम काल,deceleration time
डेसिबेल,Decibel
डेसिबेलमापी,decibelmeter
"दशमलव, दशमिक",Decimal
विवर्गीकरण,declassify
"दिक्पात, क्रांति, उपक्रम, डिक्लिनेशन",declination
समक्रांतिक वृत्त,declination circle
"कूटवाचक, विकोडक",Decoder
"अपघटन, वियोजन",decomposition
विसंपीडन,Decompression
विसंदूषण,decontamination
अलंकरण,Decoration
वियुग्मन,Decoupling
ह्रासमान फलन,decreasing function
अपक्षय,Decrement
विप्रबलन,Deemphasis
अधस्थ तल,deep level
गहन अंतरिक्ष,dcep space
व्युत्तेजन,De-excitation
"दोष, त्रुटि, क्षति, कमी",Defect
सदोष,Defective
प्रतिरक्षा,Defensive
सीमक द्वारक,defining aperture
"परिभाषा, स्पष्टता, निश्चय",definition
विक्षेपित करना,Deflect
विक्षेपक,Deflecting
"विक्षेप, विक्षेपण",Deflection
विक्षेपी विफोकसन,deflection defocussing
विक्षेप-द्विगुणन दर्पण,deflection-doubling mirror
विक्षेपक क्षेत्र,deflection field
गुरुत्व-प्रभावित विक्षेप,deflection of gravity
विक्षेप पट्टिकाएँ,deflection plates
विफ़ओकसन,Defocussing
विरूप्यता,deformability
"विरूपण, विकृति",Deformation
विगैसन,degasification
"अपभ्रष्टता, अपह्रास",Degeneracy
"अपभ्रष्ट होना (क्रि.), अपभ्रष्ट (सं.), अपह्रासित (वि.)",Degenerate
अपभ्रष्ट गैस,degenerate gas
"अपभ्रंशन, अपह्रासन, व्यपजनन, विपोषण",degeneration
वितोषी,degenerative
"डिग्री, अंश, परिमाण, घात, कोटि, मात्रा, अंशांक",Degree
सांद्रता-मात्रा,degree of concentration
वियोजन-मात्रा,degree of dissociation
स्वतंत्रता की कोटि. स्वातंत्र्य कोटि,degree of freedom
आयनन की मात्रा,degree of ionisation
ध्रुवण का परिमाण,degree of polarisation
परिशुद्धता की मात्रा,degree of precision
निरार्द्रीकरण,dehumidification
विआयनन,deionisation
विलम्ब,Delay
विलम्बित,Delayed
अस्थानीकरण,Delocalisation
डेल्टा फलन,delta function
विचुम्बकन,Demagnetisation
विचुम्बकित वक्र,Demagnetise
विचुम्बकित्र,Demagnetiser
विमॉडुलन,demodulation
सघन संकुलन,dense packing
सघनतामापी,Densitometer
"घनत्व, सघनता",Density
ह्रासी स्तर,depletion layer
अवक्षय जोन,depletion zone
विध्रुवण,depolarisation
विध्रुवित,depolarised
विध्रुवक,depolariser
"क्षेत्र की गहराई, क्षेत्र की गंभीरता",depth of field
"व्युत्पन्न पोलेरोग्राम, व्युत्पन्न ध्रुवण लेख",derivative polarogram
व्युत्पन्न,derived
"अवरोही, अवरोहण",Descending
"अवरोहांक, अवरोहण",descent
"वर्णन करना, निर्माण करना, खींचना",describe
निरूपक,Descriptor
"अभिकल्प, डिजाइन, अभिकल्पना (सं.), अभिकल्पना करना, डिजाइन करना (क्रि.)",Design
विनाश,Destruction
विनाशी व्यतिकरण,destructive interference
"भंजक, विनाशात्मक",Destructive
"पहचान, संसूचन",Detection
संसंचक,Detector
निर्धार्यता,Determinateness
निर्धारक,determinating
निर्धारण,determination
निर्धारित करना,determine
निर्धारित,determined
डयूटरॉन,Deuteron
"व्यक्त करना, विकसित करना, विकासन",develop (=develope)
"विकासक, डेवेलपर",developer
"परिवर्धन, विकास",development
विचलन,Deviation
ओस,Dew
ओसांक,dew point
दक्षिण ध्रुवण-घूर्णक,dextrorotary
निदानार्थ परीक्षण,diagnostic test
विकर्ण,Diagonal
आरेख,Diagram
आरेख,Diagrammatic
डायल,dial
प्रतिचुंबकीय,Diamagnetic
"प्रतिचुबकत्व विज्ञान, प्रतिचुंबकीय पदार्थ",Diamagnetics
प्रतिचुंबकत्व,Diamagnetism
व्यास,Diameter
व्यासतः सम्मुख,Diametrically opposite
"हीरक, हीरा",Diamond
"तनुपट, डायाफ्राम मध्यपट",Diaphragm
ऊष्मा-पार्य,Diathermanous
ऊष्मा-पार्य,diathermic
"डायाटोनिक स्वरग्राम, द्विटोनी स्वरग्राम",diatonic scale
"द्विभाजन, अर्धक कला",Dichotomy
डाइक्रोमेट सेल,dichromate cell
"द्विवर्णता, दृष्टि द्विवर्णता, स्तरीय द्विवर्णता, द्विरंजकता",Dichromatism
डिक्टाफोन,Dictaphone
परावैद्युत,dielectric
परावैद्युतिकी,dielectrics
डीजल-चक्र,diesel cycle
अंतर,difference
"अंतर आवृत्ति, व्यवकलन आवृत्ति",difference frequency
"विभेदक, भेददर्शी, अन्तरात्मक, अवकल, अन्तराश्रयी, विभेदी",Differential
विभेदी अवशोषण,differential absorption
भेद प्रवर्धक,differential amplifier (=difference amplifier)
"भेददर्शी ऊष्मामापी, भेददर्शी कैलॉरीमीटर",differential calorimeter
विभेदी संधारित्र,differential capacitor
विभेदी परिक्षेत्र,differential cross section
विभेदी विसरण,differential Diffusion
अवकल समीकरण,differential equation
अवकलन विलोपन गुणांक,differential extinction coefficient
अंतरमापी आयनन कोष्ठ,differential ionisation chamber
विभेदी समस्थानिक विधि,differential isotope method
विभेदी वेग,differential velocity
अवकलन करना,differentiate
"अवकलित, विभेदित",differentiated
"विभेदन, अवकलन",Differentiation
विवर्तन,diffraction
विवर्तनमापी,diffractometer
"विसरित, विसारित",Diffused
विसरित,Diffuse
"विसरण, विसार",diffusion
विसरणशीलता,diffusivity
"अंक, व्यास का द्वादशांश, अंगुलि",digit
अंकीय अभिलेखन,digital recording
अंकक वोल्टतामापी,digital voltmeter
द्वि-समस्थानिक तत्व,di-isotopic element
विस्फारण,dilatation
विस्फार विकृति,dilation strain
विस्फारमापी,dilatometer
विस्फरिणी,Dilator
"विस्तार, लंबाई-चौड़आई, विमा, घात",Dimension
विमीय,Dimensional
विमीयता,Dimensionality
विमा-इकाई,dimensional unit
विमाहीन अविम,dimensionless
"ह्रास, न्यूनीकरण",diminution
दीप्तिमंदक,Dimmer
डायोड,diode
डाइऑप्टर,diopter
अपवर्तन क्षेत्र,dioptrical region
अपवर्तनी लेन्स,dioptric lens (=drum lens)
"नमन, नति, निमज्जन, गर्त",dip
नति कोण,dip angle
द्विध्रुव,Dipole
द्विध्रुवी परत,dipole layer (=electric double layer)
डिरैक डेल्टा फलन,Dirac delta function
"सरल, सीधा, ऋजु, प्रत्यक्ष, समक्ष",Direct
अनुलोम सहसंबंध,direct correlation
दिष्ट धारा,direct current
दिष्ट,directed
"सीधा समाघात, सीधी टक्कर",direct impact
"दिशा, दिक्",direction
"दिशात्मक, दिशिक",Directional
दिक् स्थायित्व,directional stability
"दिक्कोज्या, दिक-कोसाइन",direction cosine
"दैशिक, दिशिक, दिशात्मक",directive
दिशिकता,directivity
सामान्य जालक,direct lattice
सीधी लाइन,direct line
अनुक्रमानुपात,directly proportional
प्रत्यक्ष विधि,direct method
दिशक,Director
प्रत्यक्ष पाठी यंत्र,direct reading instrument
समक्ष दूरदर्शक,direct vision telescope
"बिंब, मंडलक, डिस्क, चक्रिका",Disc
"विसर्जन, आस्राव, विरंजन",Discharge
सोपानी विसर्जन,discharge in cascade
"असातत्य, असातत्य, भंग",discontinuity
असंतत,discontinuous
"शोध, खोज",Discovery
विसंगति,Discrepancy
विविक्त,Discrete
"अवतल ऐन्टेना, डिश ऐन्टेना",dish antenna
"विघटन, कणीकरण",disintegration
विघटन-स्थिरांक,disintegration constant
विघटन ऊर्जा,disintegration energy
विघटन अर्धायु,disintegration half-life
विघटन श्रेणी,disintegration series
"स्थान-भ्रंश, विस्थापन, प्रभ्रंश, संधिच्युति",Dislocation
"प्रभ्रंश रेखा, प्रभ्रंश कोर",dislocation line
प्रभ्रंश पाश,dislocation loop
"अव्यवस्था, अक्रम, विकार",disorder
अव्यवस्थापन,disordering
"अपविन्यास, स्थितिभ्रान्ति",disorientation
"परिक्षेपित, परिक्षिप्त",dispersed
"परिक्षेपण, प्रकीर्णन",dispersion
परिक्षेप्यता,Dispersity
परिक्षेपी,Dispersive
परिक्षेपकता,Dispersivity
विस्थापन,Displacement
प्रदर्श,Display
कन्सोल,display unit (=console)
विदारी बल,disruptive force
"असमरूप, असमान",dissimilar
क्षय गुणांक,dissipation coefficient
क्षयकारी,Dissipative
क्षयी तंत्र,dissipative system
"वियोजनी, वियोज्य",Dissociable
वियोजित,Dissociated
वियोजन,Dissociation
असंवादिता,Dissonance
दूरी,Distance
दूरस्थ,Distant
"भिन्न, अलग, सुस्पष्ट, सुव्यक्त",Distinct
विभेद,Distinction
विविक्तकारी गुणधर्म,distinctive property
"विभेदन, भेद करना",Distinguish
विकृत,Distorted
"विकृति, विरूपण",Distortion
विरूपण प्रत्यास्थता,distortional elasticity
वितरित प्रवर्धक,distributed amplifier
"वितरण, बंटन",Distribution
"वितरण-नियम, बंटन-नियम",distributive law
विक्षोभ,Disturbance
"विक्षुब्ध, विक्षुब्ध साम्यावस्था",Disturbed
विक्षोभी बल,disturbing force
"आह्निक, दिवाचर, दिवा, दैनिक",Diurnal
दैनिक गति,diurnal motion
द्विसंयोजक,Divalent
"अपसारित करना, अपसारित होना",Diverge
"अपसरण, अपसारिता, डाइवर्जेन्स",Divergence
अपसारी,Divergent
दिक्परिवर्तन,diversion
"विभाजित, विभक्त",Divided
"भाग, प्रभाग, विभाजन",division
आयन मंडल की D परत,D-layer of ionosphere
"प्रक्षेत्र, प्रान्त, प्रदेश, डोमेन",domain
"डोम, गुम्बद",dome
प्रभावशाली पद,dominant term
दाता स्तर,donor level
मादित संधि,doped junction
"मादन, अपमिश्रण",Doping
डॉप्लर प्रभाव,Doppler effect
"डोज़, मात्रा",Dose
मात्रामापी,Dosimeter
"बिन्दुकित, छिटकी",Dotted
"द्वि, द्विगुण, युग्म, द्विक, उभय, द्विधा",Double
द्वि-आबंध,double bonds
उभयावतल लेन्स,double concave lens
उभयोत्तल लेन्स,double convex lens
द्विश:अवकलन,double differentiation
द्वि आयनन,double ionization
द्वि-अणु,double molecule
द्विक परिशुद्धता,double precision
द्विअपवर्तन,double refraction
द्विक श्रेणी,double series
युग्म तारे,double stars
द्विक,doublet
अवर्णक लेन्स-युग्म,doublet achromat
"द्विभवन, द्विस्तरण",Doubling
द्वितः आवेशित कण,doubly charged particles
द्विधा अपभ्रष्ट,Doubly degenerate
द्वित: आयनित,doubly ionised
अधोमुखी,Downward
"कर्षण, कर्षज अयस्क, अर्ध संच",drag
कर्षण बल,drag force drift
"वाह, अपवाह, अपोढ़, ड्रिफ्ट (खनन), पाँझ (खाद्य), विस्थापन",drift
अपवाह धारा,Drift current
परिचालन,Driving
चालन वोल्टता,driving voltage
पाती बॉल,drop ball
आकस्मिक विराम,drop dead halt (=dead halt)
"बिंदुक, सूक्ष्म बिंदु, सूक्ष्म बूंद",droplet
पातन,dropping
शुष्क,Dry
शुष्कार्द आर्द्रतामापी,dry and wet bulb hygrometer
विफल संपर्क,dry contact
"द्वि प्रचालन, द्वैती संक्रिया",dual operation
वाहिनी,duct
तन्य,Ductile
तन्यता,ductility
मंद,dull
मूक,dummy
सन्निक्षेपण,dumping
वामन तारा,dwar star
द्वय-अक्ष,dyad-axis
गतिक,dynamic
गतिकीय,dynamical
"गतिविज्ञान, गतिकी",dynamics
डायनेमो,dynamo
डाइन,Dyne
"पृथ्वी, भू",earth
भूकंप तीव्रता,earthquake intensity
भू-उपग्रह,earth satellite
भू-संपर्कक तंत्र,earth system (=ground system of an antenna)
भू-तार,earth wire
"उत्केंद्र, उत्केंद्रक",eccentric
उत्केंद्रता,Eccentricity
"सोपानक, ऐशेलान",echelon
प्रतिध्वनि,echo
ग्रहण,Eclipse
क्रांति वृत्तीय निर्देशांक,ecliptic coordinates
भँवर,Eddy
धार प्रभ्रंश,edge dislocation
कोर-प्रभाव,edge effect
एडिसन सेल,Edison cell
संपादन करना,Edit
प्रभावी,effective
दक्षता,Efficiency
प्रयास,effort
निस्सरण,effusion
"अतिलक्षणिक, आइगेन",Eigen
अष्टप्रचक्रणी,eightspin
आइन्स्टाइन-बोस वितरण नियम,Einstein-Bose distribution law
आइन्स्टान-दि-हास प्रभाव,Einstein-de-Hass effect
आइन्स्टाइनियम,Einsteinium
आइन्स्टाइन स्मोलुचोव्स्की समीकरण,Einstein Smoluchowski Equation
आइन्स्टाइन-समष्टि,Einstein space
निष्कासन,Ejection
"उत्क्षेपणी, उत्क्षेपक कैप्सूल",Ejection capsule
उत्क्षेपक,Ejector
निष्कासी पटिका,ejector plate
व्युत्क्रम धारिता,Elastance
प्रत्यास्थ,elastic
"प्रत्यास्थ उत्तर प्रभाव, प्रत्यास्थ पश्चता",elastic after effect (=elastic lag)
प्रत्यास्थतया विषमदैशिक पिंड,elastically anisotropic body
प्रत्यास्थता,elasticity
"इलैस्टिकोमीटर, प्रत्यास्थतामापी",elasticometer
प्रत्यास्थ दुर्नम्यता,elastic stiffness
आयन मंडल की ई-परत,E-layer of ionosphere
इलेक्ट्रेट,electret
"वैद्युत, विद्युत",Electrical
विद्युत,electricity
"विद्युतीकरण, आवेशन",electrification (electrostatics)
विद्युतीकृत,electrified
"चार्जित कण, आविष्ट कण",electrified particles
वैद्युत ध्वानिक,Electroacoustic
विद्युत-ध्वानिकी,Electro-acoustics
विद्युत-ऊष्मीय,Electrocaloric
विद्युत-रासायनिक,electrochemical
तुल्यांक,equivalent
इलैक्ट्रोड,Electrode
विद्युत-गतिकी,Electrodynamics
विद्युत-गतिक प्रभाव,electrokinetic effect
विद्युत-अपघटन,Electrolysis
विद्युत-अपघट्य,Electrolyte
विद्युत-अपघटनी,electrolytic
"विद्युदपघटक, विद्युदपघटित्र",Electrolyzer
विद्यतु-चुम्बक,electromagnet
विद्युत-चुम्बकीय,Electromagnetic
विद्युत-चुम्बकिकी,Electromagnetics
विद्युत-चुम्बकत्व,electromagnetism
"विद्युतमापी नलिका, इलेक्ट्रोमीटर वाल्व",electrometer valve (=electrometer tube)
विद्युत-वाहक बल,electromotive force
इलेक्ट्रॉन,Electron
ऋण-विद्युती,electronegative
इलेक्ट्रॉनिक,Electronic
इलेक्ट्रॉनीय आइगेनफलन,electronic eigenfunction
इलेक्ट्रॉनीय ऊर्जा,electronic energy
इलेक्ट्रॉनिकी,electronics
इलेक्ट्रॉन-प्रकाशिकी,electron optics (=electro-optics)
विद्युत-प्रकाशिकी,Electro-optics
धन-विद्युती,Electropositive
विद्युतदर्शी,Electroscope
स्थिर वैद्युत,Electrostatic
स्थिरविद्युतिकी,Electrostatics
विद्युतविरूपण,electrostriction
वैद्युत संयोजकता,electrovalency
वैद्युत संयोजक,electrovalent
"तत्व, अल्पांश, अवयव",Element
"प्राथमिक, प्रारंभिक, तात्विक",elementary
मूल आवेश,elementary charge
"उत्थान, उत्थापन, उन्नयन, उच्चता, ऊंचाई",Elevation
तुंगतामापी,elevation
"उत्थापक, एलिवेटर",meter elevator
अपेरण-दीर्घवृत्त,ellipse of aberration
"दीर्धीकरण, दैर्घ्यवृद्धि, प्रसर कोण",Elongation
"निर्गमन, प्रसर्जन",Emanating
"प्रसर्जन, प्रसर्ग",Emanation
अंत:स्थापित करना,Embed
अंत:स्थापित,Embedded
निर्गत,Emergent
उत्सर्जन,Emission
"उत्सर्जकता, उत्सर्जिता",Emissivity
उत्सर्जकता,Emittance
"उत्सर्जक, एमिटर",emitter
"पूर्व प्रबलन, बल",Emphasis
आनुभविक,empirical
"रिक्त, अपूरित",Empty
"पायसीकारक, इमल्सीकारक",Emulsifier
"पायस, इमल्शन",Emulsion
"सिरा, छोर, अंत, अंत्य",End
अंत्य संशोधन,end correction
ऊर्जा-शोषी,endoergic
"अक्षीय स्थिति, ए-स्थिति",end on position
"ऊष्माशोषी, आंतरोष्मी",Endothermic
ऊष्माशोषी प्रक्रम,endothermic process
ऊर्जित करना,energise energy
ऊर्जा अन्तर्निहित,energy content
ऊर्जा ऊर्जाक,energy index
"इंजन अभियांत्रिकी, इंजीनियरी",engine engineering
संवृद्धि,enhancement
समृद्ध समस्थानिक,enriched isotope
संवर्धित रिऐक्टर,enriched reactor
समृद्धिकरण,enriching
समृद्धि,enrichment
"समुच्चय, समुदाय",Ensemble
"एन्थैल्पी, पूर्ण ऊष्मा",enthalpy
सत्ता,entity
एन्ट्रॉपी,Entropy
प्रविष्टि,entry
"गणन, गिनना",Enumeration
पृष्ठ-अन्वालोप,envelope of surface
अधिकेन्द्री,epicentral
"अपारचित्रदर्शी, एपीस्कोप",Episcope
एपीटेक्सीय परत,epitaxial layer
"एपीटैक्सी, अधिरोहण",epitaxy
"समान, बराबर, सम, तुल्य",equal
समकारक,Equaliser
"समता, समिका",Equality
समीकरण,Equation
"विषुवत वृत, भूमध्यरेखा, इक्वेटर, मध्यरेखा",Equator
"विषुवतीय, भूमध्यरेखीय, मध्यवर्ती, निरक्षीय",Equatorial
समावतल,equiconcave
समोत्तल,Equiconvex
समविमीय,Equidimensional
"समदूरस्थ, समान्तराली",Equidistant
"साम्यावस्था, साम्य, संतुलन",equilibrium
समविभाजन,Equipartition
उपस्कर,Equipment
"समविभवता, समक्षमता",Equipotential
समविभव,equipotentiality
समदाब,equipressure
तुल्यता,Equivalence
"तुल्य, तुल्यमान (वि.), तुल्यांक (सं.)",equivalent
तुल्य अवशोषण,equivalent absorption
"तुल्यांकी चालकता, तुल्यांकी कंडक्टेन्स",equivalent conductance
तुल्यचित्री लेन्स,equivalent lens
"ऊर्ध्व शीर्षी प्रतिबिंब, सीधा प्रतिबिंब",erect image
ऊर्ध्वकर,excentricity
अर्ग,Erector
"ऊर्जापंथी, अभ्यतिप्राय",erg ergodic
"त्रुटि, भूल, गलती, अशुद्धि",Error
सुरंग डायोड,Esakidiode (=tunnel diode)
पलायन,Escape
"अनिवार्य, आवश्यक",essential
ईथर,ether (aether)
यूक्लिडीय निर्देशांक,Euclidean coordinate
ऑयलर-कोण,Euler angle
"गलनक्रांतिक, यूटेक्टिक",eutectic
"निर्वातित, रिक्तीकृत",evacuated
"निर्वातन, रिक्तीकरण",Evacuation
"मानांकन, मूल्यांकन",Evaluation
वाष्पित,Evaporated
"वाष्पन, वाष्पीकरण, वाष्पीभवन",Evaporation
सम,Even
"घटना, अनुवृत्त",Event
"सदानिरापद, सदासुरक्षित",Eversate
"यथातथ्य, यथार्थ, बिल्कुल ठीक",Exact
बहिष्केन्द्र,Ex-centre
उत्केन्द्र,Excentric
उत्केन्द्रीय,Excentrical
उत्केन्द्रता,Excentricity
अतिरिक्त,Excess
विनिमय,exchange
"उत्तेजन, ऊर्जन",Excitation
"उत्तेजित करना, ऊर्जित करना",Excite
उत्तेजित,Excited
उत्तेजक,Exciter
ऐक्साइटॉन,Exciton
अपवर्जन नियम,exclusion principle
निष्पादन,Execution
"निर्वातन, रेचन, बाहर निकालना, समापन",Exhaustion
निर्गम,Exit
"ऊष्माक्षेपी, ऊष्मा उन्मोची",Exothermal
ऊष्माक्षेपी,exothermic
असामान्य ईधन,exotic fuel
प्रसार करना,Expand
प्रसारित,Expanded
प्रसारित्र,Expander
विस्तार,expanse
"प्रसार, प्रसरण",Expansion
प्रयोग,experiment
"प्रायोगिक, प्रयोगात्मक",experimental
प्रयोगी,experimentalist
"विस्फोटन, विस्फोट",Explosion
घातांक,Exponent
"चरघातांकी, एक्सपोनेन्टी",Exponentiai
एक्स्पोनेन्टी विभवकूप,exponential well
"प्रभावन, उच्छादन, अनावरण, उद्भासन, अपावरण",Exposure
"निष्पीडन, व्यंजक",expression
विस्तरित,extended
"विस्तार, विस्तति, वर्धन, विस्तरण, प्रसार",Extension
"विस्तार, सीमा",Extent
बाय,External
"विलोप, विलोपन",Extinction
अक्षेतर बिन्दु,extra-axial point
बाह्य,Extraneous
बहिर्नाभिक,Extranuclear
"असामान्य, असाधारण",extraordinary
"ग्रहबहिराकाश, ग्रहबहिः आकाश",extraplanetary space
"बहिर्विष्ट, बहिर्वेशित",extrapolated
बहिर्वेशित,Extrapolate
बहिर्वेशन,Extrapolation
"पार्थिवेतर, भौमेतर",Extraterrestrial
पृथ्वीबाह्य द्रव्य,extraterrestrial matter
बाह्य,extrinsic
"अपद्रव्यी चालकता, बहिर्जात चालकता",extrinsic conductivity
अपद्रव्यी अर्धचालक,extrinsic semiconductor
"नेत्र, आँख",eye
अभिनेत्र लेन्स,eye lens
नेत्रिका,eye-piece
"फलक, पार्श्व, आनन, अंताग्र, मुख पट्ट, चेहरा",Face
फलक केन्द्रित,face centered
"घटक, उपादान, कारक, गुणनखंड, गुणक, खंड",Factor
संवेग-उपादान,factor of momentum
सुरक्षा कारक,factor of safety
उत्तीव्रण,fade in
अवतीव्रण,fade out
"क्षीणन, म्लानन",fading
फारेनहाइट तापक्रम,Fahrenheit scale
विफलन,failure
हेत्वाभास,Fallacy
"पतन अवधि, पतन काल",fall time
"आभासी, मिथ्या, कूट",FALSE
फैरड (मात्रक),Farad
फैराडे (मात्रक),faraday
फैराडे का प्रभाव,Faraday effect
सुदूर,far
सुदूर अवरक्त,far infrared
"पक्का, द्रुत, क्षिप्र, तीव्रगामी",Fast
थकान दरार,fatigue crack
क्षिप्र अक्ष,fast axis
तीव्रगामी इलेक्ट्रॉन,fast electron
द्रुत विखंडन,fast fission
द्रुत न्यूट्रॉन,fast neutron
द्रुत न्यूट्रॉन रिऐक्टर,fast reactor
घातक मात्रा,fatal dose
श्रांति,Fatigue
"श्रांतिमूलक दरार, श्रांतिजन्य दरार",fatigue crack
श्रांतिज पात,fatigue failure
"भ्रंश, दोष",Fault
सदोष,Faulty
"ॠ-केन्द्र, वर्ण-केन्द्र",F-centre
क्षीण दोलन,feeble oscillation
"पुनर्भरण, पुनर्निवेश",feed back
"भरक, फीडर, प्रदायक, संभरक",Feeder
फेमटो,Femto
फर्मा का प्रमेय,Fermat's theorem
फर्मी,fermi
फर्मी-डिरैक-सांख्यिकी,Fermi-Dirac statistics
फर्मिऑन,Fermion
फेरीवैद्युत,Ferrielectric
"लघु लोह-चुम्बकत्व, फेरी चुम्बकत्व",Ferrimagnetism
फेरो,Ferro
लोहवैद्युत,ferroelectric
"लोह-विद्युत, फेरोविद्युत",Ferroelecctricity
"लोह विद्युत पदार्थ, फेरोविद्युत पदार्थ",Ferroelectrics
लोह-चुंबकीय,ferro-magnetic
लोह-चुंबकिकी,Ferromagnetics
तंतु प्रकाशिकी,fiber-optics
फिक विसरण नियम,Fick's diffusion law
कल्पित,Ficticious
"क्षेत्र, क्षेत्रक, फील्ड",Field
दक्षतांक,figure of merit
"सूत्र, तंतु, पुंतंतु, शैवाल तंतु",Filament
"रेतन, संचिकायन",Filing
पूरित बैंड,filled band
भराव,Filling
गुणांक,factor
"फिल्म, परत",Film
"फिल्टर, निस्यंदक, छन्ना (सं.), छानना, निस्यंदन करना (क्रि.)",Filter
फिल्टरित विकिरण,filtered radiation
"निस्यंदन, फिल्टरन, छनाई",Filtration
"अंतिम, अंत्य",Final
"परिष्कृत, पतला, सूक्ष्म, महीन, बारीक",Fine
"परिमित, शून्येतर, सांत",finite
सांत श्रेणी,finite series
अग्नि सचेतक,fire alarm
अग्निशामक,fire extinguisher
"दागना, छोड़ना, ज्वालन",Firing
प्रथम कोटि,first order
मूल नियम,first principle
"विखंड्य, विखंडनीय",Fissile
विखंडनीयता,Fissility
विखंडन,Fission
विखंडनीय,Fissionable
विखंडन बम,fission bomb
स्थिरांकों का समंजन,fitting of constants
"स्थिति निर्धारण, यौगिकीकरण, स्थायीकरण",Fix
"यौगिकीकरण, स्थिरीकरण, स्थायीकरण",Fixation
"यौगिकीकृत, संयुक्त, निश्चित, नियत, स्थिर, अवाष्पशील, बद्ध",Fixed
"स्थायीकरण, स्थिति नियतन",Fixing
ज्वाला,Flame
ज्वलनशीलता,Flammability
"आकस्मिक प्रवाह, क्षणदीप्ति, ताल, स्फर, फ्लैश",Flash
तड़इत्,flash of lighting
स्फुरांक,flash point
क्षणदीप्ति स्पेक्ट्रम,flash spectrum
दमक नलिका,flash tube
"सपाट, समतल चपटा (वि.) मैदान, समस्थल (सं.)",Flat
"समतलता, निष्प्रभता",Flatness
कोमल स्वर,flat note
"ॠ-परत, ॠ-संस्तर",F-layer
"नम्य, लचीला",Flexible
नम्यतामापी,Fleximeter
स्फुरण,Flicker
"उड़आन, उड्डयन",Flight
फ्लिंट-कांच,flint glass
प्लवन,Floatation
प्लवमान,Floating
"बाढ़, पूर, ओघ",Flood
अनुमत निम्नतम वोल्टता,floor voltage
"प्रवाह, प्रवाहिता",Flow
"उच्चावचनी, उच्चावचन",Fluctuating
"उच्चावचन, घट-बढ़, उतार-चढ़आव",Fluctuation
तरल,Fluid
तरलता,Fluidity
प्रतिदीप्त होना,Fluoresce
प्रतिदीप्तिशील,fluorescent
प्रतिदीप्ति नलिका,fluorescent tube
"अभिवाह, फ्लक्स, गालक",flux
"उड़ना, उड्डयन",Flying
गतिपालक चक्र,flywheel
"नाभीय, फोकसी, संनाभि",Focal
"फोकस दूरी, फोकस अंतर",focal length
"नाभि, उद्गम केन्द्र, फोकस",Focus
"कुहरा, कूहा (सं.), धूमिल होना (क्रि.), धूमिल करना",Fog
"पन्नी, पर्णिका",Foil
"वलन, बाड़आ",Fold
वलित स्तर,folded layer
"पद, पाद, फुट",Foot
फुट-पाउंड,foot-pound
फुट-पाउंडल,foot poundal
वर्जित,Forbidden
"बल, फोर्स (प्रपात)",Force
प्रणोदित,Forced
"चिमटी, संदंश, फोरसेप्स",Forceps
पूर्वानुमान,forecast
पूर्वानुमान,Forecasting
"रूप, आकृति, समघात",Form
"विधान वैधिकता, औपचारिकता, वैधिकता",Formalism
फार्मेन्ट,formant
रूप गुणक,form factor
"संभवन (उत्पन्न होना), अधिरूपण",Forming
सूत्र,Formula
"संरूपण, सूत्रण, संरूप",formulation
"फॉर्टिन का वायुदाबमापी, फॉटिंन बैरोमीटर",Fortin's barometer
"अग्रदिशिक बायस, प्रमअभिनति",forward bias
अग्रचालकता,forward conductance
चतुर्बिम,four dimensional
चार-स्ट्रोक इंजन,four stroke engine
चतुर्बिम वेक्टर,four vector
"प्रभाजी, क्रिस्टलन",fractional crystallization
आंशिक लोड,fractional load
आंशिक मॉडुलन,fractional modulation
"खंड, टुकड़आ",fragment
