Telugu,Marathi
అనుకూల పరీక్ష,सानुकूल परीक्षा
కత్తిరించండి,कट डाउन
కట్ మోషన్,कट मोशन
తేదీని కత్తిరించండి,कट ऑफ तारीख
చక్రం,चक्र
రోజువారీ,दररोज
రోజువారీ భత్యం,दररोज भत्ता
రోజువారీ డైరీ,दररोज डायरी
రోజువారీ రిజిస్టర్,दररोज नोंदणी
రోజువారీ నివేదిక,दैनिक वृत्तान्त
దినచర్య,दररोजच्या नियमानुसार
రోజువారీ వేతనాలు,दररोज वेतन
డాక్ స్టేజ్,डाक स्टेज
డాక్ ట్రే,डाक ट्रे
నష్టం,नुकसान
నష్టాలు,नुकसान
ప్రమాదకరమైనది,धोकादायक
ధైర్యం,धाडसी
సమాచారం,डेटा
డేటా బ్యాంక్,डेटा बँक
డేటా బేస్,डेटा बेस
వివరాల సేకరణ,माहिती संकलन
డేటా దాణా,डेटा फीडिंग
డేటా ప్రాసెసింగ్,डेटा प्रक्रिया
తేదీ,तारीख
రాక తేదీ,आगमनाची तारीख
పుట్టిన తేది,जन्म तारीख
బయలుదేరే తేదీ,प्रस्थान तारीख
ఉత్సర్గ తేదీ,डिस्चार्जची तारीख
పరిపక్వత తేదీ,परिपक्वताची तारीख
రశీదు తేదీ,पावतीची तारीख
తేదీ స్టాంప్,तारखेचा शिक्का
రోజు పండితుడు,दिवसाचा अभ्यासक
డే షిఫ్ట్,दिवस पाळी
దయ యొక్క రోజులు,कृपेचे दिवस
రోజు నుండి రోజు పని,दररोज काम
డెడ్ ఖాతా,मृत खाते
గడువు,डेड लाइन
డెడ్లాక్,डेडलॉक
డెడ్ స్టాక్ రిజిస్టర్,डेड स्टॉक रजिस्टर
చనిపోయిన బరువు,मृत वजन
ఒప్పందం,करार
వ్యవహార సహాయకుడు,डीलिंग सहाय्यक
వ్యవహారం,व्यवहार
మరణ వార్షికోత్సవం,मृत्यू वर्धापन दिन
ప్రియమైన భత్యం,प्रियजन भत्ता
మరణ ప్రయోజనం,मृत्यू लाभ
డెత్-కమ్-రిటైర్మెంట్ గ్రాట్యుటీ,मृत्यू-सह-सेवानिवृत्ती ग्रॅच्युइटी
సేవలో మరణం,सेवेत मृत्यू
Deauthorizatioin,Deauthorizatioin
డెబార్,डीबार
డెబిట్,डेबिट
డెబిట్ సలహా,डेबिट सल्ला
అప్పు,कर्ज
రుణ నిర్వహణ,कर्ज व्यवस्थापन
రుణగ్రహీత,कर्जदार
మరణించిన,मृत
మర్యాద,सभ्यता
వికేంద్రీకరణ,विकेंद्रीकरण
నిర్ణయాత్మక కారకం,निर्णय घेणारे घटक
నిర్ణయం,निर्णय
నిర్ణయం తీసుకోవడం,निर्णय घेणे
నిర్ణయం తీసుకునే ప్రక్రియ,निर्णयप्रक्रिया
ప్రకటన,घोषणा
ఆదాయ ప్రకటన,उत्पन्नाची घोषणा
ప్రకటించిన విలువ,घोषित मूल्य
ప్రమాణం చేయండి,शपथ जाहीर करा
డీకోడ్,डीकोड
డీకోంట్రోల్,Concontrol
డెకోరం,सजावट
తగ్గుదల,घट
డిక్రీ,डिक्री
అంకితం,समर्पण
మినహాయింపు,वजा करण्यायोग्य
మినహాయింపు,कपात
మూలం వద్ద మినహాయింపు,स्त्रोत वजावट
జీతం నుండి మినహాయింపు,पगारापासून कपात
దస్తావేజు,डीड
తనఖా యొక్క దస్తావేజు,गहाणखत डीड
డీమ్డ్ విశ్వవిద్యాలయం,मानलेले विद्यापीठ
Deface,विकृत
వాస్తవ,वास्तविक
డీప్లేషన్,डिफॅलेकेशन
పరువు నష్టం,मानहानी
డిఫాల్ట్,डीफॉल्ट
డిఫాల్టర్,डिफॉल्टर
లోపభూయిష్ట,सदोष
రక్షణ,संरक्षण
రక్షణ న్యాయవాది,संरक्षण सल्ला
రక్షణ ఉత్పత్తి,संरक्षण उत्पादन
ప్రతివాది,प्रतिवादी
వాయిదా వేయండి,स्थगिती
వాయిదా వేసిన వ్యయం,स्थगित खर्च
ధిక్కరణ,अवघ्या
లోటు,तूट
లోటు బడ్జెట్,तूट बजेट
నిర్వచించండి,परिभाषित
ధిక్కరించండి,नाकार
క్షీణత,अधोगती
డిగ్రీ,पदवी
Dejure,डीजुरे
ఆలస్యం,विलंब
ప్రతినిధి,प्रतिनिधी
అప్పగించిన అధికారం,नियुक्त प्राधिकरण
ప్రతినిధి బృందం,प्रतिनिधी
అధికారాల ప్రతినిధి బృందం,शक्तींचे प्रतिनिधी
తొలగించు,हटवा
తొలగింపు,हटविणे
ఉద్దేశపూర్వకంగా,मुद्दाम
చర్చ,विचारविनिमय
రుచికరమైన,नाजूक
డీలిమిటేషన్,मर्यादा
బట్వాడా,वितरित
డెలివరీ,वितरण
డిమాండ్,मागणी
డిమాండ్ గమనిక,मागणी नोट
సరిహద్దు,सीमांकन
డెమి-అఫీషియల్,डेमी-अधिकृत
ప్రజాస్వామ్యం,लोकशाही
ప్రదర్శన,प्रात्यक्षिक
అవమానం,डेमोरालायझेशन
డెమరేజ్,डिमरेज
తిరస్కరణ,नकार
విలువ కలిగిన,संप्रदाय
డి నోవో,डी नोव्हो
తిరస్కరించండి,नाकार
బయలుదేరండి,निघून जा
విభాగం,विभाग
డిపార్ట్‌మెంటల్,विभागीय
డిపార్ట్‌మెంటల్ చర్య,विभागीय कारवाई
డిపార్ట్‌మెంటల్ ఎంక్వైరీ,विभागीय चौकशी
విభాగ దర్యాప్తు,विभागीय तपासणी
డిపార్ట్‌మెంటల్ అవకతవకలు,विभागीय अनियमितता
డిపార్ట్‌మెంటల్ లైబ్రరీ,विभागीय ग्रंथालय
విభాగ నిర్లక్ష్యం,विभागीय दुर्लक्ष
విభాగ అనుమతి,विभागीय परवानगी
డిపార్ట్‌మెంటల్ క్వాలిఫైయింగ్ ఎగ్జామినేషన్,विभागीय पात्रता परीक्षा
నిష్క్రమణ,प्रस्थान
డిపెండెన్సీ సర్టిఫికేట్,अवलंबित्व प्रमाणपत्र
ఆధారపడి ఉంటుంది,अवलंबून
ఆధారపడిన పిల్లలు,अवलंबून मुले
మోహరించేందుకు,तैनात करणे
డిపోనెంట్,अनुयायी
బహిష్కరణ,हद्दपारी
డిసెజ్,डिपोज
డిపాజిట్,ठेव
డిపో,डेपो
తరుగుదల,घसारा
అణగారిన తరగతి,उदास वर्ग
కోల్పోతారు,वंचित
డిప్యుటేషన్,प्रतिनियुक्ती
డిప్యుటేషన్ భత్యం,प्रतिनियुक्ती भत्ता
డిప్యూటీ,डेप्युटी
పునర్నిర్మించబడింది,नोंदणीकृत
విధి యొక్క విడదీయడం,कर्तव्याचा विकृती
డెజర్వేషన్,Dedereservation
అవమానకరమైన,अपमान
అవమానకరమైన,अपमानास्पद
అవమానకరమైన వ్యాఖ్య,अपमानास्पद टीका
వారసుడు,वंशज
వివరణ,वर्णन
అర్హమైనది,पात्र
రూపకల్పన,डिझाइन
నియమించండి,नियुक्त करा
హోదా,पदनाम
డెస్పాచ్,पाठवा
డెస్పాచ్ నోట్,पाठवा नोट
డెస్పాచ్ రిజిస్టర్,पाठवा नोंदणी
గమ్యం,गंतव्य
నిరాశ్రయుల,निराधार
వివరాలు,तपशील
వివరంగా,तपशीलवार
గుర్తించడం,शोध
నిర్బంధ,ताब्यात
డిటెనూ,डीटेनु
సంకల్పం,निर्धार
నిరోధం,निरोधक
హాని,हानिकारक
హానికరం,हानिकारक
విలువ తగ్గింపు,अवमूल्यन
వినాశనం,विध्वंस
అభివృద్ధి,विकास
విడదీయండి,विचलित करा
పరికరం,साधन
భక్తి,भक्ती
రోగ నిర్ధారణ,निदान
రేఖాచిత్రం,आकृती
డైరీ,डायरी
డిక్టేషన్,डिक्टेशन
చనిపోతుంది,मरणार नाही
ఆహారం,आहार
డైజెస్ట్,पचवणे
గౌరవప్రదమైన,प्रतिष्ठित
గౌరవం,प्रतिष्ठा
డైగ్రెషన్,डिग्रीशन
డైలేటరీ,सौम्य
సందిగ్ధత,कोंडी
శ్రద్ధ,मेहनती
పరిమాణం,परिमाण
డిప్లొమా,डिप्लोमा
దౌత్యం,मुत्सद्दीपणा
దౌత్య రోగనిరోధక శక్తి,मुत्सद्दी प्रतिकारशक्ती
డైరెక్ట్,थेट
ప్రత్యక్ష పోటీ,थेट स्पर्धा
ప్రత్యక్ష ఇంటర్వ్యూ,थेट मुलाखत
దిశ,दिशा
డైరెక్టరీ,निर्देशिका
ప్రత్యక్ష నియామకం,थेट भरती
అనుమతించవద్దు,परवानगी नाही
వైకల్యం,दिव्यांग
వికలాంగుడు,अपंग व्यक्ती
డిసేబుల్మెంట్ ప్రయోజనం,अपंगत्व लाभ
ప్రతికూలత,गैरसोय
అంగీకరించలేదు,सहमत नाही
అనుమతించబడలేదు,परवानगी नाही
నిరాకరణ,नकार
విపత్తు,आपत्ती
విపత్తూ నిర్వహణ,आपत्ती व्यवस्थापन
రద్దు,विघटन
పంపిణీ,वितरण
విస్మరించండి,टाकून द्या
ఉత్సర్గ,डिस्चार्ज
ఉత్సర్గ స్లిప్,डिस्चार्ज स्लिप
క్రమశిక్షణా చర్య,शिस्तबद्ध कारवाई
క్రమశిక్షణా విధానం,शिस्तबद्ध प्रक्रिया
క్రమశిక్షణ,शिस्त
నిరాకరణ,अस्वीकरण
బహిర్గతం,प्रकटीकरण
అసంతృప్తి,असंतोष
నిలిపివేత,विघटन
నిలిపివేయండి,बंद करा
అసమ్మతి,मतभेद
డిస్కౌంట్,सूट
కనుగొనండి,शोधा
అపఖ్యాతి,बदनामी
వ్యత్యాసం,विसंगती
అభీష్టానుసారం,विवेक
విచక్షణ మంజూరు,विवेकी अनुदान
విచక్షణ శక్తి,विवेकी शक्ती
వివక్ష,भेदभाव
చర్చ,चर्चा
నిజాయితీ,अप्रामाणिक
అవమానం,अनादर
విచ్ఛిన్నం,विघटन
డిస్క్,डिस्क
తొలగుట,विस्थापन
నమ్మకద్రోహం,विश्वासघात
రద్దుచేసే,काढून टाकणे
తొలగింపు,बाद
తొలగింపు విధానం,डिसमिसल प्रक्रिया
అవిధేయత,आज्ञा पाळ
రుగ్మత,डिसऑर्डर
అస్తవ్యస్తత,अव्यवस्थित
అసమానత,असमानता
డిస్పాచ్ విభాగం,पाठवण्याचा विभाग
పంపిణీ చేయదగినది,डिस्पेंसेबल
చెదరగొట్టండి,विखुरले
స్థానభ్రంశం,विस्थापित
ప్రదర్శన,प्रदर्शन
అసంతృప్తి,नाराजी
పారవేయడం,विल्हेवाट
పారవేసేందుకు,विल्हेवाट लावणे
స్థానభ్రంశం,स्वभाव
తొలగింపు,विल्हेवाट
వివాదం,वाद
అనర్హత,अपात्रता
విస్మరించండి,दुर्लक्ष
అంతరాయం,व्यत्यय
అసంతృప్తి,असंतोष
అసమ్మతి,मतभेद
అపచారం,डिसव्हिसिस
డిసోసియేట్,पृथक्करण
రద్దు,विघटन
కరిగించండి,विरघळ
దూరవిద్య,अंतर शिक्षण
డిస్టిలరీ,डिस्टिलरी
విభిన్న,भिन्न
వేరు,वेगळे करा
వక్రీకరణ,विकृती
బాధ,त्रास
పంపిణీ,वितरण
పంపిణీ,वितरण
జిల్లా,जिल्हा
జిల్లా కేంద్రం,जिल्हा केंद्र
భంగం,त्रास
డిట్టో,Ditto
మళ్లింపు,विचलन
డివిడెండ్,लाभांश
విభజన,विभागणी
విడాకులు,घटस्फोट
డాకెట్,डॉकेट
వైద్యుడు,डॉक्टर
పత్రం,दस्तऐवज
డాక్యుమెంటరీ సాక్ష్యం,कागदोपत्री पुरावा
డాక్యుమెంటేషన్,दस्तऐवजीकरण
నివాసం,अधिवास
నివాస ధృవీకరణ పత్రం,अधिवास प्रमाणपत्र
ఆధిపత్యం,प्रबळ
విరాళం,देणगी
డోసియర్,डॉसियर
సందేహాస్పదంగా,संशयास्पद
డోవ్ టైలింగ్,कबुतराची टेलिंग
డౌన్ గ్రేడ్,डाउन ग्रेड
ముసాయిదా,मसुदा
ముసాయిదా ప్రత్యుత్తరం,मसुदा प्रत्युत्तर
తీవ్రమైన కొలత,कठोर उपाय
డ్రా,काढा
డ్రాయర్,ड्रॉवर
డ్రాయింగ్,रेखांकन
కరువు,दुष्काळ
పొడి ప్రమోషన్,कोरडे जाहिरात
ద్వంద్వ ఛార్జ్,ड्युअल शुल्क
ద్వంద్వ పౌరసత్వం,दुहेरी नागरिकत्व
గడువు,देय
తగిన శ్రద్ధ,देय परिश्रम
బకాయిలు,थकबाकी
సరిగా,योग्यरित्या
నకిలీ,नक्कल
వ్యవధి,कालावधी
డ్యూరెస్,ड्युरेस
విధి,कर्तव्य
విధి భత్యం,कर्तव्य भत्ता
డ్యూటీ చార్ట్,कर्तव्य चार्ट
డ్యూటీ సెలవు,कर्तव्य रजा
డ్యూటీ రూమ్,ड्यूटी रूम
డైయింగ్ డిక్లరేషన్,मरणार घोषित
డైనమిక్స్,गतिशीलता
కేటాయింపు,Sermone
సంపాదించిన సెలవు,कमाईची रजा
ఆదాయాలు,कमाई
పర్యావరణ అనుకూలమైనది,पर्यावरणास अनुकूल
ఎకాలజీ,पर्यावरणशास्त्र
ఆర్థిక,अर्थिक
ఆర్థిక దోపిడీ,आर्थिक शोषण
ఆర్థిక వ్యవస్థ,अर्थव्यवस्था
ఎకానమీ తరగతి,अर्थव्यवस्था वर्ग
ఎడిటింగ్,संपादन
ఎడిషన్,संस्करण
సంపాదకీయం,संपादकीय
చదువు,शिक्षण
విద్యా వృత్తి,शैक्षणिक कारकीर्द
ఎడ్యుకేషనల్ ఇన్స్టిట్యూట్,शैक्षणिक संस्था
అర్హతలు,शैक्षणिक पात्रता
ప్రభావం,प्रभाव
ప్రభావవంతమైనది,प्रभावी
ప్రభావవంతమైన తేదీ,प्रभावी तारीख
ప్రభావాలు,परिणाम
సమర్థత,कार्यक्षमता
సామర్థ్యం,कार्यक्षमता
సమర్థవంతమైనది,कार्यक्षम
ఎజెక్ట్మెంట్,इजेक्शन
విస్తృతమైన,विस्तृत
సాపేక్ష,बाहेर पडला
ఎన్నుకోబడిన ప్రతినిధి,निवडलेले प्रतिनिधी
ఎన్నికల,निवडणूक
ఎలక్టోరల్ కాలేజీ,निवडणूक महाविद्यालय
ఓటర్లు,मतदार
విద్యుదీకరణ,विद्युतीकरण
ఎలక్ట్రానిక్ మీడియా,इलेक्ट्रॉनिक मीडिया
ప్రాథమిక,प्राथमिक
అర్హత,पात्रता
అర్హత పరీక్ష,पात्रता चाचणी
ఎలిమినేషన్,निर्मूलन
వాగ్ధాటి,वक्तृत्व
ఇబ్బంది,लाजिरवाणे
అపహరణ,भुयारीपणा
చిహ్నం,प्रतीक
ఎంబోసింగ్ సీల్,एम्बॉसिंग सील
అత్యవసర పరిస్థితి,आणीबाणी
అత్యవసర ఉపశమనం,आपत्कालीन आराम
ఎమర్జెంట్,उदय
వలస,इमिग्रेशन
ఎమోల్యూమెంట్స్,Emoluments
ఎంపానెల్మెంట్,एम्पिनेलमेंट
సానుభూతిగల,सहानुभूती
ఉద్యోగం,रोजगार
ఉద్యోగి,कर्मचारी
ఉద్యోగుల భాగస్వామ్యం,कर्मचार्‍यांचा सहभाग
ఉద్యోగి సహకారం,कर्मचार्‍यांचे योगदान
ఉద్యోగి యొక్క ప్రావిడెంట్ ఫండ్,कर्मचार्‍यांचा भविष्य निर्वाह निधी
యజమాని,मालक
ఉపాధి,रोजगार
ఉపాధి మార్పిడి,रोजगार विनिमय
ఉపాధి నోటీసు,रोजगाराची सूचना
ఉపాధి కార్యాలయం,रोजगार कार्यालय
సాధికారత,सक्षम
సాధికారత,सशक्तीकरण
అమలు,कायदे करा
చట్టం,अधिनियम
ఎన్ బ్లాక్,एन ब्लॉक
ENCASH,एन्कॅश
పరివేష్టిత,संलग्न
ప్రోత్సాహం,प्रोत्साहन
ఆక్రమణ,अतिक्रमण
ఎన్‌కంబ్రాన్స్,अडचण
ఎండోర్స్,मान्यता
ఎండోమెంట్,देणगी
ముగింపు ఉత్పత్తి,शेवटचे उत्पादन
శక్తి,ऊर्जा
అమలు,अंमलबजावणी
నిమగ్నమవ్వండి,व्यस्त
మెరుగుదల,वर्धित
ఆంథ్యం,आग्रह
ఎన్ మాస్సే,एन मॅसे
విచారణ,चौकशी
నమోదు,नावनोंदणी
నమోదు (= నమోదు),नावनोंदणी (= नोंदणी)
నమోదు సంఖ్య,नावनोंदणी क्रमांक
దారిలో,Entre
తరువాత,आगामी
నిర్ధారించడానికి,खात्री करा
నమోదు చేయండి,प्रविष्ट करा
ఎంటర్ప్రైజ్,उपक्रम
వినోదం,मनोरंजन
వినోదం,करमणूक
అర్హత,हक्क
అర్హత,पात्र
అర్హత,हक्क
ప్రవేశం,प्रवेश
ప్రవేశం,प्रवेशद्वार
ప్రవేశం,प्रविष्टी
ప్రవేశ స్థాయి ఉద్యోగం,एंट्री लेव्हल जॉब
గణన,गणना
పర్యావరణం,वातावरण
రాయబారి,राजदूत
అంటువ్యాధి,साथरोग
ఎపిటోమ్,एपिटोम
సమానత్వం,समानता
సమతౌల్య,समतोल
పరికరాలు,उपकरणे
ఈక్విటీ,इक्विटी
సమానం,समतुल्य
సమస్యాత్మక,समतुल्य
నిర్మూలించేందుకు,निर्मूलन
లోపటా,ERRATA
లోపం,त्रुटी
ఎస్కలేషన్,एस्केलेशन
ఎస్కార్ట్,एस्कॉर्ट
అవసరం,अत्यावश्यक
స్థాపన,स्थापना
అంచనా,अंदाज
అంచనా ఖర్చు,अंदाजे किंमत
నీతి,नीतिशास्त्र
మర్యాద,शिष्टाचार
తరలింపు,निर्वासन
తప్పించుకుంటుంది,टाळता
మూల్యాంకనం,मूल्यांकन
సరి సంఖ్య,सम संख्या
చివరికి,अखेरीस
తొలగింపు,बेदखल
సాక్ష్యం,पुरावा
పరిణామం,विकसित
ఖచ్చితమైనది,अचूक
పరీక్ష,परीक्षा
ఎగ్జామినే,परीक्षार्थी
ఎగ్జామినర్,परीक्षक
ఉదాహరణ,उदाहरण
తవ్వకం,उत्खनन
అద్భుతమైన,उत्कृष्ट
మినహాయింపు,अपवाद
అసాధారణమైనది,अपवादात्मक
అదనపు,जादा
మార్పిడి,एक्सचेंज
ఖజానా,Execequer
ఎక్సైజ్ (= ఎక్సైజ్ డ్యూటీ),उत्पादन शुल्क (= उत्पादन शुल्क)
మినహాయించండి,वगळा
ప్రత్యేకమైనది,अनन्य
సాకు,माफ करा
అమలు చేయండి,अंमलबजावणी
ఎగ్జిక్యూటివ్,कार्यकारी
కార్య నిర్వాహక కమిటీ,कार्यकारी समिती
ఎగ్జిక్యూటివ్ పవర్,कार्यकारी शक्ती
ఎగ్జిక్యూటివ్స్,कार्यकारी
ఎగ్జిక్యూటివ్ సిబ్బంది,कार्यकारी कर्मचारी
మినహాయింపు,सूट
మినహాయింపు,सूट
వ్యాయామం,व्यायाम
మాజీ గ్రాటియా,माजी ग्रॅटिया
మాజీ గ్రాటియా చెల్లింపు,माजी ग्रॅटिया पेमेंट
ఎగ్జాస్ట్,दमट
సమగ్ర,परिपूर्ण
ప్రదర్శన,प्रदर्शन
బహిర్గతం,एक्झीजेंसी
ఎక్సిమ్ పాలసీ,एक्झिम पॉलिसी
బయటకి దారి,बाहेर पडा
నిష్క్రమణ ఇంటర్వ్యూ,एक्झिट मुलाखत
నిష్క్రమణ విధానం,एक्झिट पॉलिसी
ఎగ్జిట్ పోల్,एक्झिट पोल
మాజీ ఉద్యోగి,एक्स-ऑफिसिओ
ఎక్సోనెరేట్,निर्दोष
విస్తరణ,विस्तार
మాజీ పార్టే,माजी भाग
బహిష్కరణ,प्रवासी
ప్రయోజనకరమైన,फायदेशीर
వేగవంతం చేయండి,वेगवान
బహిర్గతం,बाहेर काढा
వ్యయం,खर्च
అనుభవం,अनुभव
ప్రయోగం,प्रयोग
నిపుణుడు,तज्ञ
గడువు,समाप्ती
గడువు తీరు తేదీ,कालबाह्यता तारीख
వివరణ,स्पष्टीकरण
స్పష్టంగా,स्पष्ट
దోపిడీ,शोषण
అన్వేషించండి,अन्वेषण
పేలుడు,स्फोट
ఎగుమతి,निर्यात
మాజీ పోస్ట్ వాస్తవం,माजी पोस्ट फॅक्टो
ఎక్స్‌ప్రెస్,व्यक्त
వ్యక్తీకరణ,अभिव्यक्ती
బహిష్కరణ,हद्दपार
ఎక్స్‌క్గెన్స్,निर्वासित
విస్తరించండి,वाढवणे
విస్తృతమైన,व्याप्ती
బాహ్య,बाह्य
దోపిడీ,खंडणी
అదనపు,अतिरिक्त
సారం,काढा
అసాధారణ,विलक्षण
విపరీత,विलक्षण
ఉగ్రవాది,अतिरेकी
ఎక్స్‌ట్రావర్ట్,बहिर्मुख
కంటి సాక్షి,डोळा साक्षीदार
కల్పించండి,बनावट
ముఖ విలువ,दर्शनी मूल्य
సులభతరం,सुलभ करा
సౌకర్యం,सुविधा
ఫేస్‌సిమైల్,फॅसिमिले
వాస్తవం,खरं
కక్షవాదం,गटवाद
కారకం,घटक
ఫ్యాక్టరీ,कारखाना
వాస్తవం,वास्तविक
అధ్యాపకులు,प्राध्यापक
విఫలం,अपयशी
ఫెయిర్,योग्य
విశ్వాసం,विश्वास
నకిలీ,बनावट
కుటుంబం,कुटुंब
కరువు,दुष्काळ
ఛార్జీల,भाडे
వీడ్కోలు,निरोप
వ్యవసాయం,शेती
అలసట,थकवा
తప్పు,दोष
అనుకూలంగా,अनुकूलता
సాధ్యత,व्यवहार्यता
సమాఖ్య,फेडरेशन
రుసుము,फी
తిరిగి ఫీడ్ చేయండి,परत खायला द्या
భావన,भावना
ఫెసిట్,सत्यापित करा
తోటి,फेलो
ఫెలోషిప్,फेलोशिप
స్త్రీ,मादी
సారవంతమైన,सुपीक
కల్పిత,काल्पनिक
విశ్వసనీయత,निष्ठा
ఫీల్డ్,फील्ड
మూర్తి,आकृती
ఫైల్,फाईल
దాఖలు,दाखल
చిత్రం,चित्रपट
చివరి,अंतिम
ఫైనాన్స్,वित्त
ఆర్థిక,आर्थिक
ఫైనాన్షియర్,फायनान्सर
కనుగొన్నవి,निष्कर्ष
మంచిది,छान
లలిత కళలు,ललित कला
ఫింగర్ ప్రింట్,बोटाचे मुद्रण
తయారైన వస్తువులు,समाप्त वस्तू
అగ్ని,आग
కాల్పులు,गोळीबार
సంస్థ,टणक
ప్రథమ చికిత్స,प्रथमोपचार
మొదటి తరగతి,प्रथम श्रेणी
మొదటి విభాగం,प्रथम विभाग
మొదటి సమాచార నివేదిక,पहिला माहिती अहवाल
ఆర్థిక,वित्तीय
మత్స్య సంపద,मत्स्यपालन
సరిపోతుంది,फिट
ఫిట్‌నెస్,तंदुरुस्ती
పరిష్కరించండి,निराकरण
స్థిరీకరణ,निर्धारण
స్థిర,निश्चित
జెండా,झेंडा
ఫ్లాప్,फडफड
ఫ్లాట్,फ्लॅट
నౌకాదళం,फ्लीट
వశ్యత,लवचिकता
ఫ్లైట్,उड्डाण
వరద ఉపశమనం,पूर आराम
అంతస్తు,मजला
ప్రవాహం,प्रवाह
హెచ్చుతగ్గులు,चढ - उतार
ఫెసిడ్,भ्रूणक
ఫోల్డర్,फोल्डर
ఫోలియో,फोलिओ
అనుసరించండి,अनुसरण करा
క్రింది,खालील
అనుచరుడు,अनुयायी
ఫోమెంట్,Foment
ఫుట్ నోట్,पाऊल टीप
బలవంతపు శ్రమ,सक्तीने कामगार
సూచన,अंदाज
ముందస్తు తీర్మానం,अग्रगण्य निष्कर्ष
విదేశీ,परदेशी
ఫోర్‌మాన్,फोरमॅन
మధ్యాహ్నం,फोरनून
దూరదృష్టి,दूरदृष्टी
ముందుమాట,अग्रलेख
ఓడిపోండి,जप्त
నకిలీ,बनावट
ఫోర్జరీ,बनावट
రూపం,फॉर्म
ఫార్మల్,औपचारिक
ఫార్మాట్,स्वरूप
మాజీ,माजी
ఫార్ములా,सुत्र
వెంటనే,त्वरित
ముందుకు,पुढे
ఫార్వార్డింగ్ లెటర్,अग्रेषित पत्र
ఫౌండేషన్,पाया
భిన్నం,अपूर्णांक
ఫ్రాంచైజ్,फ्रेंचायझी
మోసం,फसवणूक
ఉచితం,फुकट
ఫ్రీజ్,गोठवा
సరుకు,मालवाहतूक
తరచుదనం,वारंवारता
ఇంధనం,इंधन
పూర్తి స్థాయిలో,पूर्ण-प्रमाणात
ఫంక్షన్,कार्य
ఫండ్,निधी
ఫండమెంటలిజం,कट्टरतावाद
ఫర్నిష్,सुसज्ज
తరువాతి చర్య,पुढील कारवाई
లాభదాయకమైన ఉపాధి,फायदेशीर रोजगार
లాభదాయకమైన వృత్తి,फायदेशीर व्यवसाय
ప్రవేశ అనుమతి,गेट पास
గెజిట్,राजपत्रित
గెజిటెడ్ హాలిడే,राजपत्रित सुट्टी
జనరల్,सामान्य
సాధారణ పరిపాలన,सामान्य प्रशासन
సాధారణ శరీరం,सामान्य शरीर
సాధారణ ఎన్నికలు,सार्वत्रिक निवडणूक
సాధారణ సమావేశం,सर्वसाधारण सभा
సాధారణ అభ్యాసం,सामान्य सराव
సాధారణ విధానం,सामान्य प्रक्रिया
సాధారణ నియమం,सामान्य नियम
జనరల్ వార్డ్,सामान्य वॉर्ड
తరం,पिढी
మేధావి,अलौकिक बुद्धिमत्ता
నిజమైన,खरा
బహుమతి,भेट
సారాంశం,सार
గ్లోబల్ టెండర్,जागतिक निविदा
పదకోశం,शब्दकोष
లక్ష్యం,ध्येय
కిందికి వెళ్ళు,खाली जा
గోల్డెన్ హ్యాండ్‌షేక్ (= గోల్డెన్ పారాచూట్),गोल्डन हँडशेक (= गोल्डन पॅराशूट)
మంచిది,चांगले
మంచి ప్రవర్తన,चांगले आचरण
మంచి విశ్వాసం,चांगला विश्वास
మంచి కార్యాలయాలు,चांगली कार्यालये
గుడ్విల్,सद्भावना
పరిపాలన,शासन
పాలన,कारभार
ప్రభుత్వం,शासन
భారత ప్రభుత్వం,भारत सरकार
భారత ప్రభుత్వం,भारत सरकार चिंता
భారత ప్రభుత్వం,भारत सरकार उपक्रम
ప్రభుత్వ ప్రెస్,सरकारी प्रेस
ప్రభుత్వ ఉద్యోగులు నిబంధనలు నిర్వహిస్తారు,सरकारी नोकर नियम आयोजित करतात
ప్రభుత్వ సేవ,सरकारी सेवा
గ్రేడేషన్,श्रेणीकरण
గ్రేడ్,ग्रेड
గ్రేడింగ్,ग्रेडिंग
ఉన్నత విద్యావంతుడు,पदवीधर
గ్రాడ్యుయేట్ వేతనాలు,पदवीधर वेतन
గ్రాడ్యుయేట్ ట్రైనీ,पदवीधर प्रशिक्षणार्थी
అంటుకట్టుట,कलम
సంపూర్ణ మొత్తము,ग्रँड टोटल
గ్రాంట్,अनुदान
గ్రాంట్-ఇన్-ఎయిడ్,अनुदान-सहाय्य
ద్రాక్ష,द्राक्षे
గ్రాఫ్,आलेख
గ్రాఫాలజీ,ग्राफोलॉजी
కృతజ్ఞత,कृतज्ञ
గ్రాట్యుటీ,कृतज्ञता
గ్రీన్ హ్యాండ్,हिरवा हात
గ్రీటింగ్,शुभेच्छा
ఉపద్రవము,तक्रार
భయంకరమైన,गंभीर
స్థూల,स्थूल
స్థూల మొత్తం,एकूण रक्कम
స్థూల దుష్ప్రవర్తన,एकूण गैरवर्तन
స్థూల నిర్లక్ష్యం,एकूण दुर्लक्ष
స్థూల లాభం,निव्वळ नफा
స్థూల ఆదాయం,एकूण महसूल
స్థూల మొత్తం,एकूण एकूण
నేలలేనిది,निराधार
గ్రౌండ్ అద్దె,ग्राउंड भाडे
మైదానాలు,मैदान
సమూహం,गट
సమూహం మరియు గ్రేడింగ్,गटबद्ध आणि ग्रेडिंग
హామీ,हमी
హామీ,हमी
గార్డు,रक्षक
గార్డు ఫైల్,गार्ड फाईल
సంరక్షకుడు,पालक
గెస్ట్ హౌస్,गेस्ट हाऊस
గైడ్,मार्गदर्शन
