Bengali,Malayalam
উত্পাটন,സ്ഥാനമാറ്റാം
প্রদর্শন,ഡിസ്പ്ലേ
প্রদর্শন ইউনিট (= কনসোল),ഡിസ്പ്ലേ യൂണിറ്റ് (=കൺസോൾ)
ভিন্ন,സമാനതകളില്ലാത്ത
অপব্যয়কারী শক্তি,വിഘടിപ്പിക്കുന്ന ശക്തികൾ
দূরত্ব ফাংশন,ദൂരം പ്രവർത്തനം
দূরত্ব মডুলাস,ദൂരം മോഡുലസ്
বিতরণ-মুক্ত পদ্ধতি,വിതരണ രഹിത രീതി
বন্টনমূলক আইন,വിതരണ നിയമം
বিচ্যুত,വ്യതിചലിക്കുക
বিচ্যুতি,വ്യതിചലനം
ভিন্নতা উপপাদ্য,വ്യതിചലന സിദ്ധാന്തം
divergent,വ്യത്യസ്തമായ
ভিন্ন সিরিজ,വ്യത്യസ്‌ത പരമ്പര
বিভক্ত পার্থক্য,വിഭജിച്ച വ്യത്യാസം
বিভাজ্যতা,വിഭജനം
বিভাজ্য,ഹരിക്കാവുന്ന
বিভাগ,ഡിവിഷൻ
বিভাগ অ্যালগরিদম,ഡിവിഷൻ അൽഗോരിതം
বিভাগ রিং,ഡിവിഷൻ റിംഗ്
ডোডেকাগন,ഡോഡെകഗൺ
dodecahedron,ഡോഡെകാഹെഡ്രോൺ
ডোমেইন,ഡൊമെയ്ൻ
একটি ফাংশনের ডোমেইন,ഒരു ഫംഗ്ഷന്റെ ഡൊമെയ്ൻ
সংজ্ঞার ডোমেইন,നിർവചനത്തിന്റെ ഡൊമെയ്ൻ
অস্তিত্বের ডোমেইন,അസ്തിത്വത്തിന്റെ ഡൊമെയ്ൻ
প্রভাবশালী কৌশল,പ്രബലമായ തന്ത്രം
ডপলার এফেক্ট,ഡോപ്ലർ പ്രഭാവം
বিন্দু পণ্য,ഡോട്ട് ഉൽപ്പന്നം
বিন্দুযুক্ত বক্ররেখা,കുത്തുകളുള്ള വക്രം
ডবল পার্থক্য,ഇരട്ട വ്യത്യാസം
ডবল সূচকীয় বন্টন,ഇരട്ട എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ
ডবল হেলিক্স,ഇരട്ട ഹെലിക്സ്
ডবল অবিচ্ছেদ্য,ഇരട്ട ഇന്റഗ്രൽ
ডবল ইন্টিগ্রেশন,ഇരട്ട സംയോജനം
দ্বিগুণ সীমা,ഇരട്ട പരിധി
ডবল নমুনা পরিকল্পনা,ഇരട്ട സാമ്പിൾ പ്ലാൻ
ডবল ক্রম,ഇരട്ട ക്രമം
ডবল সিরিজ,ഇരട്ട പരമ്പര
ডবল প্রত্যয় স্বরলিপি,ഇരട്ട പ്രത്യയ നൊട്ടേഷൻ
ডবল সমষ্টি,ഇരട്ട സംഗ്രഹം
নিম্নগামী ত্বরণ,താഴേക്കുള്ള ത്വരണം
নিম্নগামী স্থানচ্যুতি,താഴേക്കുള്ള സ്ഥാനചലനം
নিম্নগামী গতি,താഴേക്കുള്ള ചലനം
নিম্নগামী বেগ,താഴേക്കുള്ള വേഗത
টানুন,വലിച്ചിടുക
ড্র্যাগ বল,ഡ്രാഗ് ഫോഴ്സ്
দ্বৈত,ഇരട്ട
দ্বৈত ভিত্তি,ഇരട്ട അടിസ്ഥാനം
দ্বৈত অভ্যন্তরীণ পণ্য,ഇരട്ട ആന്തരിക ഉൽപ്പന്നം
ডুয়েল লিনিয়ার প্রোগ্রামিং সমস্যা,ഡ്യുവൽ ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം
দ্বৈত অপারেশন,ഇരട്ട പ്രവർത്തനം
দ্বৈত সমস্যা,ഇരട്ട പ്രശ്നം
ডুয়াল সিমপ্লেক্স অ্যালগরিদম,ഡ്യുവൽ സിംപ്ലക്സ് അൽഗോരിതം
ডুয়াল সিমপ্লেক্স কৌশল,ഡ്യുവൽ സിംപ്ലക്സ് ടെക്നിക്
দ্বৈত স্থান,ഡ്യുവൽ സ്പേസ്
দ্বৈত পরিবর্তনশীল,ഡ്യുവൽ വേരിയബിൾ
দ্বৈত ভেক্টর স্থান,ഡ്യുവൽ വെക്റ്റർ സ്പേസ്
ডামি সূচক,ഡമ്മി സൂചിക
ডামি সাবস্ক্রিপ্ট,ഡമ്മി സബ്സ്ക്രിപ്റ്റ്
ডামি প্রত্যয়,ഡമ്മി പ്രത്യയം
ডামি পরিবর্তনশীল,ഡമ്മി വേരിയബിൾ
সদৃশ প্রক্রিয়া,ഡ്യൂപ്ലിക്കേറ്റർ പ്രക്രിയ
গতিশীল,ചലനാത്മകം
গতিশীল সিস্টেম,ചലനാത്മക സംവിധാനം
গতিশীল চাহিদা ফাংশন,ഡൈനാമിക് ഡിമാൻഡ് ഫംഗ്ഷൻ
গতিশীল মডেল,ഡൈനാമിക് മോഡൽ
গতিশীল প্রোগ্রামিং,ഡൈനാമിക് പ്രോഗ്രാമിംഗ്
গতিশীল প্রোগ্রামিং পদ্ধতি,ഡൈനാമിക് പ്രോഗ്രാമിംഗ് സമീപനം
গতিশীল প্রোগ্রামিং কৌশল,ഡൈനാമിക് പ്രോഗ്രാമിംഗ് ടെക്നിക്
গতিবিদ্যা,ചലനാത്മകത
একটি কণার গতিবিদ্যা,ഒരു കണത്തിന്റെ ചലനാത്മകത
অনমনীয় শরীরের গতিশীলতা,ദൃഢമായ ശരീരങ്ങളുടെ ചലനാത്മകത
পৃথিবী,ഭൂമി
ভূমিকম্পের তীব্রতা,ഭൂകമ്പ തീവ്രത
উদ্ভটতা,ഉത്കേന്ദ്രത
গ্রহন,ഗ്രഹണം
অর্থনৈতিক পূর্বাভাস,ഇക്കണോമെട്രിക് പ്രവചനം
অর্থনীতিবিদ,സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ
অর্থনীতি,ഇക്കണോമെട്രിക്സ്
অর্থনীতি,സാമ്പത്തികശാസ്ത്രം
প্রান্ত,അറ്റം
একটি উত্তল সেটের প্রান্ত,ഒരു കുത്തനെയുള്ള സെറ്റിന്റെ അറ്റം
দক্ষতা ফ্যাক্টর,കാര്യക്ഷമത ഘടകം
eigen উপাদান,ഈജൻ മൂലകം
eigen ফাংশন,ഈജൻ പ്രവർത്തനം
eigen মান,ഈജൻ മൂല്യം
eigen মান সমীকরণ,ഈജൻ മൂല്യ സമവാക്യം
eigen ভেক্টর,ഈജൻ വെക്റ്റർ
ইলাস্টিক,ഇലാസ്റ്റിക്
ইলাস্টিক ধ্রুবক,ഇലാസ്റ്റിക് സ്ഥിരാങ്കം
ইলাস্টিক ভারসাম্য,ഇലാസ്റ്റിക് സന്തുലിതാവസ്ഥ
স্থিতিস্থাপকতা,ഇലാസ്തികത
স্থিতিস্থাপকতা পৃষ্ঠ,ഇലാസ്തികത ഉപരിതലം
ইলেকট্রনিক কম্পিউটার,ഇലക്ട്രോണിക് കമ്പ്യൂട്ടർ
উপাদান,ഘടകം
প্রাথমিক কলাম অপারেশন,പ്രാഥമിക നിര പ്രവർത്തനം
প্রাথমিক ঘটনা,പ്രാഥമിക സംഭവം
প্রাথমিক ফাংশন,പ്രാഥമിക പ്രവർത്തനം
প্রাথমিক অপারেশন,പ്രാഥമിക പ്രവർത്തനം
প্রাথমিক ফলাফল,പ്രാഥമിക ഫലം
প্রাথমিক সম্ভাব্যতা আইন,പ്രാഥമിക സാധ്യത നിയമം
প্রাথমিক সারি অপারেশন,പ്രാഥമിക വരി പ്രവർത്തനം
নিষ্কাশন করা,ഇല്ലാതെയാക്കുവാൻ
নির্মূল পদ্ধতি,ഒഴിവാക്കൽ നടപടിക്രമം
উপবৃত্ত,ദീർഘവൃത്തം
উপবৃত্তাকার,ദീർഘവൃത്താകൃതിയിലുള്ള
উপবৃত্তাকার,ദീർഘവൃത്താകൃതിയിലുള്ള
উপবৃত্তাকার পৃষ্ঠ,ദീർഘവൃത്താകൃതിയിലുള്ള ഉപരിതലം
উপবৃত্তাকার শরীর,ദീർഘവൃത്താകൃതിയിലുള്ള ശരീരം
এমবেডিং,ഉൾച്ചേർക്കൽ
নিঃসরণ,ഉദ്വമനം
গবেষণামূলক তথ্য,അനുഭവപരമായ ഡാറ്റ
গবেষণামূলক সূত্র,അനുഭവ സൂത്രവാക്യം
অভিজ্ঞতামূলক সম্ভাবনা,അനുഭവപരമായ സംഭാവ്യത
অভিজ্ঞতামূলক সম্পর্ক,അനുഭവപരമായ ബന്ധം
ফাঁকা সেট,ശൂന്യമായ സെറ്റ്
ঘিরা,അടച്ചിരിക്കുന്നു
এনকোডিং,എൻകോഡിംഗ്
এন্ডোমরফিজম,എൻഡോമോർഫിസം
শেষপ্রান্ত,അവസാന പോയിന്റ്
ক্লাস ব্যবধানের শেষ বিন্দু,ക്ലാസ് ഇടവേളയുടെ അവസാന പോയിന്റ്
শক্তি,ഊർജ്ജം
শক্তি ভরবেগ উপাদান,ഊർജ്ജ ആക്കം ഘടകം
পরিবর্তনশীল প্রবেশ করান,വേരിയബിളിലേക്ക് പ്രവേശിക്കുന്നു
গণনাযোগ্য সেট,എണ്ണാവുന്ന കൂട്ടം
গণনা,എണ്ണൽ
সমান,തുല്യമായ
সমতা,സമത്വം
সমান সম্ভাবনা,തുല്യ സാധ്യത
সমান সম্ভাব্যতা নির্বাচন পদ্ধতি (=epsem),തുല്യ സാധ്യത തിരഞ്ഞെടുക്കൽ രീതി (=epsem)
সমান করা,തുല്യമാക്കുക
সমীকরণ,സമവാക്യം
প্রথম ডিগ্রির সমীকরণ,ഒന്നാം ഡിഗ്രിയുടെ സമവാക്യം
দ্বিতীয় ডিগ্রির সমীকরণ,രണ്ടാം ഡിഗ്രിയുടെ സമവാക്യം
তৃতীয় ডিগ্রির সমীকরণ,മൂന്നാം ഡിഗ്രിയുടെ സമവാക്യം
বিষুবরেখা,ഭൂമധ്യരേഖ
সমপরিমাণ,സമതുലിതമായ
সমবাহু,സമഭുജം
ভারসাম্য,സന്തുലിതാവസ്ഥ
বাহিনীর ভারসাম্য,ശക്തികളുടെ സന്തുലിതാവസ്ഥ
ভারসাম্য বিন্দু,സന്തുലിത പോയിന്റ്
সমতা,തുല്യത
সমতা শ্রেণী,തുല്യതാ ക്ലാസ്
সমতা সম্পর্ক,തുല്യതാ ബന്ധം
সমতুল্য,തത്തുല്യമായ
সমতুল্য ম্যাট্রিক্স,തുല്യ മാട്രിക്സ്
সমতুল্য সেট,തുല്യമായ സെറ്റ്
ergodicity,എർഗോഡിസിറ്റി
ত্রুটি,പിശക്
ত্রুটি বিশ্লেষণ,പിശക് വിശകലനം
ভুল সংকেত,പിശക് കോഡ്
ত্রুটি সহগ,പിശക് ഗുണകം
গড় বর্গক্ষেত্রের ত্রুটি,ശരാശരി ചതുരത്തിന്റെ പിശക്
প্রথম ধরনের ত্রুটি,ആദ്യ തരത്തിലുള്ള പിശക്
দ্বিতীয় ধরনের ত্রুটি,രണ്ടാമത്തെ തരത്തിലുള്ള പിശക്
পালানোর সম্ভাবনা,രക്ഷപ്പെടാനുള്ള സാധ്യത
মুক্তিবেগ,രക്ഷപ്പെടൽ വേഗത
ই. শ্মিড্টের অর্থগোনালাইজেশন প্রক্রিয়া,ഇ. ഷ്മിഡിന്റെ ഓർത്തോഗണലൈസേഷൻ പ്രക്രിയ
লিখিত বৃত্ত,എഴുതിയിരിക്കുന്ന വൃത്തം
অপরিহার্য,അത്യാവശ്യമാണ്
মূলত অনন্য,അടിസ്ഥാനപരമായി അതുല്യമായ
অনুমান,കണക്കാക്കുക
অনুমান পদ্ধতি,കണക്കാക്കൽ രീതി
ইউক্লিডীয় স্থানাঙ্ক,യൂക്ലിഡിയൻ കോർഡിനേറ്റ്
ইউক্লিডীয় ডোমেইন,യൂക്ലിഡിയൻ ഡൊമെയ്ൻ
ইউক্লিডীয় জ্যামিতি,യൂക്ലിഡിയൻ ജ്യാമിതി
ইউক্লিডীয় এন-স্পেস,യൂക്ലിഡിയൻ എൻ-സ്പെയ്സ്
ইউক্লিডীয় সমতল,യൂക്ലിഡിയൻ വിമാനം
অয়লারের উপপাদ্য,യൂലറുടെ സിദ്ധാന്തം
মূল্যায়ন,വിലയിരുത്തുക
এমন কি,പോലും
এমনকি বক্ররেখা,വക്രം പോലും
এমনকি ফাংশন,പ്രവർത്തനം പോലും
এমনকি একাধিক,ഒന്നിലധികം പോലും
জোড় সংখ্যা,ഇരട്ട സംഖ്യ
জোড় বিজোড় প্রতিসাম্য,ഇരട്ട സമമിതി
এমনকি স্থানান্তর,ക്രമമാറ്റം പോലും
ঘটনা,സംഭവം
এমনকি মেয়াদ,കാലാവധി പോലും
সঠিক,കൃത്യമായ
সঠিক চি-স্কয়ার পরীক্ষা,കൃത്യമായ ചി-സ്ക്വയർ ടെസ്റ്റ്
সঠিক পার্থক্য,കൃത്യമായ വ്യത്യാസം
সঠিক সমীকরণ,കൃത്യമായ സമവാക്യം
উদাহরণ,ഉദാഹരണം
বিনিময়,കൈമാറ്റം
সম্পূর্ণ ঘটনা,സമഗ്രമായ സംഭവം
অস্তিত্ব স্বতঃসিদ্ধ,അസ്തിത്വ സിദ്ധാന്തം
অস্তিত্ব সম্ভাবনা (= একটি অগ্রাধিকার সম্ভাবনা),അസ്തിത്വ സാധ്യത (= ഒരു മുൻകൂർ സാധ്യത)
অস্তিত্বের উপপাদ্য,അസ്തിത്വ സിദ്ധാന്തം
বহিরাগত পরিবর্তনশীল,എക്സോജനസ് വേരിയബിൾ
সম্প্রসারণ,വികാസം
প্রত্যাশা ফাংশন,പ്രതീക്ഷയുടെ പ്രവർത്തനം
প্রত্যাশিত ফ্রিকোয়েন্সি,പ്രതീക്ഷിക്കുന്ന ആവൃത്തി
প্রত্যাশিত মান,പ്രതീക്ഷിച്ച മൂല്യം
পরীক্ষা,പരീക്ഷണം
পরীক্ষামূলক ত্রুটি,പരീക്ഷണ പിശക്
ব্যাখ্যা,വിശദീകരണം
সুস্পষ্ট সমীকরণ,വ്യക്തമായ സമവാക്യം
স্পষ্ট ফর্ম,വ്യക്തമായ രൂപം
সুস্পষ্ট ফাংশন,വ്യക്തമായ പ്രവർത്തനം
সুস্পষ্ট সমাধান,വ്യക്തമായ പരിഹാരം
সূচক,ഘാതം
সূচকীয় বক্ররেখা,എക്‌സ്‌പോണൻഷ്യൽ കർവ്
সূচকীয় ঘনত্ব ফাংশন,എക്‌സ്‌പോണൻഷ്യൽ ഡെൻസിറ്റി ഫംഗ്‌ഷൻ
সূচকীয় বিতরণ,എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ
সূচকীয় সমীকরণ,എക്‌സ്‌പോണൻഷ്യൽ സമവാക്യം
ব্যাখ্যামূলক কাজ,എക്‌സ്‌പോണൻഷ്യൽ ഫംഗ്‌ഷൻ
সূচক বৃদ্ধির,എക്‌സ്‌പോണൻഷ്യൽ വളർച്ച
সূচকীয় আইন,എക്‌സ്‌പോണൻഷ്യൽ നിയമം
সূচকীয় মানচিত্র,എക്‌സ്‌പോണൻഷ്യൽ മാപ്പ്
সূচকীয় সিরিজ,എക്‌സ്‌പോണൻഷ്യൽ സീരീസ്
অভিব্যক্তি,ആവിഷ്കാരം
বর্ধিত ব্যবধান,നീട്ടിയ ഇടവേള
বর্ধিত বাস্তব লাইন,വിപുലീകരിച്ച യഥാർത്ഥ ലൈൻ
বর্ধিত বাস্তব সংখ্যা সিস্টেম,വിപുലീകരിച്ച റിയൽ നമ്പർ സിസ്റ്റം
একটি ম্যাপিংয়ের এক্সটেনশন,ഒരു മാപ്പിംഗിന്റെ വിപുലീകരണം
বাহ্যিক কোণ,ബാഹ്യ കോൺ
বাহ্যিক এলাকা,ബാഹ്യ പ്രദേശം
বাহ্যিক বিন্দু,ബാഹ്യ പോയിന്റ്
বহিরাগত,ബാഹ്യമായ
প্রবণতা মান এক্সট্রাপোলেশন,ട്രെൻഡ് മൂല്യത്തിന്റെ എക്സ്ട്രാപോളേഷൻ
এক্সট্রাপোলেশন কৌশল,എക്സ്ട്രാപോളേഷൻ ടെക്നിക്
চরম মান,അങ്ങേയറ്റത്തെ മൂല്യം
চরম,അങ്ങേയറ്റം
চরম বিন্দু,അങ്ങേയറ്റത്തെ പോയിന്റ്
উত্তল সেটের চরম বিন্দু,കോൺവെക്സ് സെറ്റിന്റെ അങ്ങേയറ്റത്തെ പോയിന്റ്
একটি ফাংশন এর extremum,ഒരു ഫംഗ്‌ഷന്റെ തീവ്രത
চরম সম্পত্তি,അങ്ങേയറ്റത്തെ സ്വത്ത്
মুখ,മുഖം
পরিচিতি,മുഖവില
ফ্যাক্টর,ഘടകം
ফ্যাক্টর বিশ্লেষণ,ഘടകം വിശകലനം
ফ্যাক্টরড,ഘടകം
ফ্যাক্টরিয়াল,ഘടകാംശം
ফ্যাক্টরিয়াল ডিজাইন,ഫാക്‌ടീരിയൽ ഡിസൈൻ
ফ্যাক্টরাইজেশন,ഘടകവൽക്കരണം
ফ্যাক্টরিজ,ഫാക്ടറിവൽക്കരിക്കുക
নিরপেক্ষ খেলা,ന്യായമായ ഗെയിം
মিথ্যা,തെറ്റായ
পরিবার,കുടുംബം
বৃত্তের পরিবার,സർക്കിളുകളുടെ കുടുംബം
পারিবারিক বক্ররেখা,കുടുംബ വക്രങ്ങൾ
ফাংশন পরিবার,പ്രവർത്തനങ്ങളുടെ കുടുംബം
লাইনের পরিবার,വരികളുടെ കുടുംബം
প্রতিকৃতি,മുഖചിത്രം
F-বন্টন,എഫ്-വിതരണം
সম্ভাব্য মৌলিক সমাধান,സാധ്യമായ അടിസ്ഥാന പരിഹാരം
সম্ভাব্য সমাধান,സാധ്യമായ പരിഹാരം
ফিড ব্যাক,തിരികെ നൽകൂ
ফার্মেট নীতি,ഫെർമാറ്റ് തത്വം
Fermat এর উপপাদ্য,ഫെർമാറ്റിന്റെ സിദ്ധാന്തം
ফার্মি-ডিরাক পরিসংখ্যান,ഫെർമി-ഡിറക് സ്ഥിതിവിവരക്കണക്കുകൾ
ফিবোনাচি সংখ্যা,ഫിബൊനാച്ചി നമ്പർ
ফিবোনাচি সিরিজ,ഫിബൊനാച്ചി പരമ്പര
ক্ষেত্র,വയൽ
চূড়ান্ত বেগ,അന്തിമ വേഗത
সসীম,പരിമിതമായ
সীমিত ভিত্তি,പരിമിതമായ അടിസ്ഥാനം
সসীম দশমিক,പരിമിത ദശാംശം
সীমিত পার্থক্য,പരിമിതമായ വ്യത്യാസം
সীমিত পার্থক্য পদ্ধতি,പരിമിതമായ വ്യത്യാസ രീതി
সসীম মাত্রিক,പരിമിതമായ മാനം
সসীম মাত্রিক ভেক্টর স্থান,പരിമിതമായ ഡൈമൻഷണൽ വെക്റ്റർ സ്പേസ്
সীমিত খেলা,പരിമിതമായ ഗെയിം
সসীম জ্যামিতি,പരിമിതമായ ജ്യാമിതി
সসীম ছেদ,പരിമിതമായ കവല
সীমিত অনেক,പരിമിതമായ പലതും
সীমাবদ্ধ মার্কভ চেইন,പരിമിതമായ മാർക്കോവ് ശൃംഖല
সসীমতা প্রমাণ,പരിമിതി തെളിവ്
সসীম সংখ্যা,പരിമിത സംഖ്യ
সীমিত জনসংখ্যা,പരിമിതമായ ജനസംഖ്യ
সীমিত সম্ভাবনা,പരിമിതമായ സംഭാവ്യത
সসীম সিরিজ,പരിമിത പരമ്പര
সসীম সেট,പരിമിതമായ സെറ്റ്
সীমিত বেগ,പരിമിതമായ വേഗത
সীমিত আয়তন,പരിമിതമായ വോളിയം
মানানসই,ഫിറ്റിംഗ്
বক্ররেখা ফিটিং,വക്രം ഫിറ്റിംഗ്
সরলরেখার ফিটিং,നേർരേഖയുടെ ഫിറ്റിംഗ്
স্থির বিন্দু উপপাদ্য,നിശ്ചിത പോയിന്റ് സിദ്ധാന്തം
স্থির নমুনা,നിശ്ചിത മാതൃക
ফ্লাইটের বেগ,ഫ്ലൈറ്റ് വേഗത
ফ্লোটিং পয়েন্ট পাটিগণিত,ഫ്ലോട്ടിംഗ് പോയിന്റ് കണക്ക്
ভাসমান পয়েন্ট সিস্টেম,ഫ്ലോട്ടിംഗ് പോയിന്റ് സിസ്റ്റം
ফ্লো চার্ট,ഫ്ലോ ചാർട്ട്
গতির প্রবাহ,ഒഴുക്ക് വേഗത
তরল গতিবিদ্যা,ദ്രാവക ചലനാത്മകത
ফোকাল,ഫോക്കൽ
ফোকাল জ্যা,ഫോക്കൽ കോർഡ്
ফোকাল দূরত্ব,ഫോക്കൽ ദൂരം
ফোকাস দৈর্ঘ্য,ഫോക്കൽ ദൂരം
ফোকাস,ശ്രദ്ധ കേന്ദ്രീകരിക്കുക
পা,കാൽ
লম্বের পাদদেশ,ലംബമായ കാൽ
মাধ্যাকর্ষণ বল,ഗുരുത്വാകർഷണബലം
পূর্বাভাস,പ്രവചനം
সূত্র,ഫോർമുല
প্রণয়ন,രൂപപ്പെടുത്തുക
গঠন,രൂപപ്പെടുത്തൽ
এগিয়ে পার্থক্য,മുന്നോട്ടുള്ള വ്യത്യാസം
ফরোয়ার্ড ইন্টারপোলেশন,ഫോർവേഡ് ഇന്റർപോളേഷൻ
গণিতের ভিত্তি,ഗണിതശാസ്ത്രത്തിന്റെ അടിസ്ഥാനം
ফুরিয়ারের বিশ্লেষণ,ഫോറിയറുടെ വിശകലനം
ফুরিয়ার সিরিজ,ഫോറിയറുടെ പരമ്പര
ফুরিয়ারের রূপান্তর,ഫോറിയറുടെ രൂപാന്തരം
ভগ্নাংশ,അംശം
ভগ্নাংশ সমন্বয়,ഫ്രാക്ഷണൽ കോർഡിനേറ്റ്
ভগ্নাংশ সংখ্যা,ഭിന്നസംഖ്യ
ভগ্নাংশ প্রোগ্রামিং,ഫ്രാക്ഷണൽ പ്രോഗ്രാമിംഗ്
মুক্ত পথ,സ്വതന്ത്ര പാത
বিনামূল্যে ভেক্টর,സ്വതന്ത്ര വെക്റ്റർ
ফ্রিকোয়েন্সি,ആവൃത്തി
ফ্রিকোয়েন্সি কলাম,ആവൃത്തി നിര
ফ্রিকোয়েন্সি বক্ররেখা,ഫ്രീക്വൻസി കർവ്
কম্পাংক বন্টন,ആവൃത്തി വിതരണം
ফ্রিকোয়েন্সি হিস্টোগ্রাম,ഫ്രീക്വൻസി ഹിസ്റ്റോഗ്രാം
সংঘটনের ফ্রিকোয়েন্সি,സംഭവങ്ങളുടെ ആവൃത്തി
ফ্রিকোয়েন্সি বহুভুজ,ആവൃത്തി ബഹുഭുജം
ফ্রিকোয়েন্সি টেবিল,ആവൃത്തി പട്ടിക
frustum,നിരാശ
একটি পিরামিড এর frustum,ഒരു പിരമിഡിന്റെ നിരാശ
একটি গোলকের frustum,ഒരു ഗോളത്തിന്റെ നിരാശ
সম্পূর্ণ সম্প্রসারণ,പൂർണ്ണ വികാസം
ফাংশন,പ്രവർത്തനം
কার্যকরী বিশ্লেষণ,പ്രവർത്തനപരമായ വിശകലനം
মৌলিক,അടിസ്ഥാനപരമായ
মৌলিক উপপাদ্য,അടിസ്ഥാന സിദ്ധാന്തം
বীজগণিতের মৌলিক উপপাদ্য,ബീജഗണിതത്തിന്റെ അടിസ്ഥാന സിദ്ധാന്തം
ছায়াপথ,ഗാലക്സി
গ্যালোইস ক্ষেত্র,ഗലോയിസ് ഫീൽഡ്
গ্যালোস গ্রুপ,ഗലോയിസ് ഗ്രൂപ്പ്
জুয়াড়ির ধ্বংস,ചൂതാട്ടക്കാരന്റെ നാശം
খেলা এবং সরানো,കളിയും നീക്കവും
সুযোগের খেলা,അവസരങ്ങളുടെ കളി
পাশা খেলা,പകിടകളി
গেম তত্ত্ব,ഗെയിംസ് സിദ്ധാന്തം
নিখুঁত প্রত্যাহার সঙ্গে গেম,മികച്ച തിരിച്ചുവിളിക്കുന്ന ഗെയിമുകൾ
খেলার মান,ഗെയിം മൂല്യം
গামা ফাংশন,ഗാമാ പ്രവർത്തനം
গাউস-আর্গ্যান্ড প্লেন,ഗാസ്-അർഗൻഡ് വിമാനം
গাউসিয়ান বক্ররেখা,ഗൗസിയൻ വക്രം
গাউসিয়ান নির্মূল,ഗൗസിയൻ ഉന്മൂലനം
গাউসিয়ান প্লেন,ഗാസിയൻ വിമാനം
গাউস-জর্ডান হ্রাস,ഗാസ്-ജോർദാൻ കുറയ്ക്കൽ
সাধারণ ক্ষেত্রে,പൊതുവായ കേസ്
সাধারণ অভিসারী উপপাদ্য,പൊതുവായ ഒത്തുചേരൽ സിദ്ധാന്തം
সাধারণ সমীকরণ,പൊതുവായ സമവാക്യം
সাধারণ ফ্যাক্টর,പൊതു ഘടകം
সাধারণ ফর্ম,പൊതു രൂപം
সাধারণ সূত্র,പൊതു ഫോർമുല
সাধারণ খেলা,പൊതു ഗെയിം
সাধারণ অনুমান,പൊതുവായ അനുമാനം
সাধারণ অবিচ্ছেদ্য,പൊതുവായ ഇന്റഗ്രൽ
সাধারণীকরণ,പൊതുവൽക്കരണം
সাধারণীকৃত সহযোগী আইন,സാമാന്യവൽക്കരിച്ച സഹകാരി നിയമം
সাধারণীকৃত ধারাবাহিক অনুমান,സാമാന്യവൽക്കരിച്ച തുടർച്ചയായ സിദ്ധാന്തം
সাধারণীকৃত উত্তল ফাংশন,സാമാന്യവൽക്കരിച്ച കോൺവെക്സ് ഫംഗ്ഷൻ
সাধারণীকৃত স্থানাঙ্ক,പൊതുവൽക്കരിച്ച കോർഡിനേറ്റുകൾ
সাধারণীকৃত eigen মান সমস্যা,സാമാന്യവൽക്കരിച്ച ഈജൻ മൂല്യ പ്രശ്നം
সাধারণ অভিসারী উপপাদ্য,പൊതുവായ ഒത്തുചേരൽ സിദ്ധാന്തം
সাধারণ সমীকরণ,പൊതുവായ സമവാക്യം
সাধারণ ফ্যাক্টর,പൊതു ഘടകം
সাধারণ ফর্ম,പൊതു രൂപം
সাধারণ সূত্র,പൊതു ഫോർമുല
সাধারণ খেলা,പൊതു ഗെയിം
সাধারণ অনুমান,പൊതുവായ അനുമാനം
সাধারণ অবিচ্ছেদ্য,പൊതുവായ ഇന്റഗ്രൽ
সাধারণীকরণ,പൊതുവൽക്കരണം
সাধারণীকৃত সহযোগী আইন,സാമാന്യവൽക്കരിച്ച സഹകാരി നിയമം
সাধারণীকৃত ধারাবাহিক অনুমান,സാമാന്യവൽക്കരിച്ച തുടർച്ചയായ സിദ്ധാന്തം
সাধারণীকৃত উত্তল ফাংশন,സാമാന്യവൽക്കരിച്ച കോൺവെക്സ് ഫംഗ്ഷൻ
সাধারণীকৃত স্থানাঙ্ক,പൊതുവൽക്കരിച്ച കോർഡിനേറ്റുകൾ
সাধারণীকৃত eigen মান সমস্যা,സാമാന്യവൽക്കരിച്ച ഈജൻ മൂല്യ പ്രശ്നം
জেনেরিক নাম,പൊതുവായ പേര്
পৃষ্ঠের বংশ,ഉപരിതലത്തിന്റെ ജനുസ്സ്
জিওডেসিক,ജിയോഡെസിക്
জ্যামিতিক,ജ്യാമിതീയ
জ্যামিতিক নির্মাণ,ജ്യാമിതീയ നിർമ്മാണം
জ্যামিতিক গড়,ജ്യാമിതീയ അർത്ഥം
জ্যামিতিক বহুগুণ,ജ്യാമിതീയ ഗുണിതം
জ্যামিতিক সম্ভাবনা,ജ്യാമിതീയ സംഭാവ്യത
জ্যামিতিক অগ্রগতি,ജ്യാമിതീയ പുരോഗതി
জ্যামিতিক সিরিজ,ജ്യാമിതീയ പരമ്പര
জ্যামিতিক আকৃতি,ജ്യാമിതീയ രൂപം
জ্যামিতিক পাটিগণিত সিরিজ,ജ്യാമിതീയ ഗണിത പരമ്പര
জ্যামিতি,ജ്യാമിതി
বিশ্বব্যাপী সর্বোচ্চ,ആഗോള പരമാവധി
বৈশ্বিক সম্পত্তি,ആഗോള സ്വത്ത്
বিশ্বব্যাপী সর্বনিম্ন,ആഗോള മിനിമം
