Gujarati,English
વૈોાગ,Cyclops
સાયક્લોસ્પોરિન એ,Cyclosporin A
સાયક્લોસ્ટોમાટા,Cyclostomata
સાંકડો,Cycus
વાટસું,Cymose
કોરીમોઝ પ્રકાર,Cymose type
કોયડો,Cypress
ચેપ,Cypsela
મેલ,Cysteine
સિસ્ટ ફાઇબ્રોસિસ,Cystic fibrosis
ચિત્તભ્રમ,Cytokinesis
કોયડો,Cytochrome
સાયટોકાઇન અવરોધ,Cytokine barrier
કોયડો,Cytokinin
મનોહરવિજ્ cyાન,Cytology
કોયહાન,Cyton
કોયડો,Cytoplasm
સાયટોપ્લાઝમક પુલ,Cytoplasmic bridge
સાયટોપ્લાઝિક ગ્લોબ્યુલ,Cytoplasmic globule
કોયડો,Cytosine
કોયડો,Cytoskeleton
કોયડો,Cytosol
કોટિ,Cytotaxonomy
નિર્જલીકરણ,Dehydration
ડેરી પ્રૌદ્યોગિકી,Dairy technology
કવચ,Daphnales
દાગીનો,Daphnia
ડાર્ક બેક મેદાન,Dark back ground
શ્યામ ક્ષેત્ર માઇક્રોસ્કોપી,Dark field microscopy
અંધારું પ્રતિક્રિયા,Dark reaction
ડાર્વિનવાદ,Darwinism
ડાર્વિનની ફિંચ,Darwin's finch
આંકડા,Data deficient
તાડ ની ખજૂર,Date palm
દાતુરા,Datura stramonium
પુત્રી -કોષ,Daughter cell
દિવસ તટસ્થ સંયંત્ર,Day neutral plant
દિન,Day-length
અસંગત,Degrowth
મૃત -ગોળીબાર,Dead shoot
બહેરાપણું,Deafness
હડસેલો,Decamer
ક્ષીણ કાર્બનિક પદાર્થ,Decaying organic matter
દાદાગીરી,Decibel
ડેસીડુઆ બેસાલિસ,Decidua basalis
ડેસીડુઆ કેપ્સ્યુલરિસ,Decidua capsularis
દાદર,Decidua
નિર્ણાયક,Deciduous
વિઘટન કરવું,Decompose
વિઘટન કરનાર,Decomposer
વિઘટ,Decomposing detritus
વિઘટન દર,Decomposition rate
ક્ષીણ,Decumbent
સમર્પિત કોષ,Dedifferentiated cell
સમુદ્ર ખાઈ,Deep ocean trench
Deepંડ પાણીનું શરીર,Deep water body
દબાવીને,Defibrillation
કોતરણી,Defibrillator
ઉણલી,Deficiency
વિચ્છેદ,Deflation
નિવારણ લહેર,Deflection wave
વન -નાબૂદી,Deforestation
કોડનનું અધોગતિ,Degeneracy of codon
અધોગતિ,Degenerate
અધન -કોડ,Degenerate code
અધ degપન,Degeneration
અધૂરતા સંયુક્ત,Degenerative joint
ઘાસના મેદાનોની અધોગતિ,Degradation of grassland
અસંગત,Degrowth
વિકૃત ફળ,Dehiscent fruit
નિર્જલીકરણ,Dehydration
નિર્જલી,Dehydro-epiandrosterone
નિર્જલીત્વસ,Dehydrogenase
કા delી નાખવું તે,Deletion
છલકાતા,Delimiting membrane
વર્ણસંકર,Delineating
કોતરણી,Delphinus
અધોગતિ માછલી,Demersal fish
વસ્તી સંક્રમણ,Demographic transition
પ્રાણઘાતક,Denaturation
અવતારનું,Denatured
વિવાદ,Denaturisation
નૃત્ય,Dendrite
નૃત્ય,Dendrite
નૃત્ય,Dendrite
ખેલકારેટ,Dendrobates
ડ્રેન્ડ્રોન,Dendron
મોન,Dengue
અપરિપક્વ,Denitrification
નામંજૂર કરવાની પ્રક્રિયા,Denitrification process
દંત ચિકિત્સક,Dentitrifier
બેક્ટેરિયા,Denitrifying bacteria
ઘનિષ્ઠ સમાધાન,Dense solution
ઘનતાનું કેન્દ્રત્યાગી,Density gradient centrifugation
સસ્પેન્શનની ઘનતા,Density of the suspension
દાંતવાળું,Dentate
દળ,Dentine
ભ્રમણ,Deoxygenated blood
ડિઓક્સિરીબ on ન્યુક્લિક એસિડ (ડીએનએ),Deoxyribonucleic acid (DNA)
ઝળહળા,Depigmentation
જમીનની ફળદ્રુપતાનો ઘટાડો,Depletion of soil fertility
અવમૂલ્યન,Depolarisation
ડિપોલિમાઇઝેશન,Depolymerisation
હતાશા,Depression
હતાશા,Depression
જમીનના પાકી જમીન,Derelict land
વ્યુત્પન્ન નોવેકાઇન,Derivative novacaine
ત્વચા,Dermatogen
ત્વચા,Dermis
વંશજ વસ્તી,Descendant population
ઉતરતા આંતરડા,Descending colon
નીચે ઉતરતા અંગ,Descending limb
ઉતરતા થોરાસિક એરોટા,Descending thoracic aorta
વંશ,Descent
રણના વિસ્તારો,Desert areas
રણ -બાયોમ,Desert biome
નિર્જન સમુદાય,Desert community
રણ -સંયંત્ર,Desert plant
રણ છોડ,Desert shrub
ઉષ્ણતામાન,Desertification
દેશી જાત,Desi variety
વ્યગ્ર,Desmid
મૂટ,Desmotubule
ચતુર્ભુજ,Detergent
ડામર,Detoxication
ડિટોક્સકરણ,Detoxification
ખળભસતું,Detritivore
ખળભસતું,Detritivorous
ખડકો,Detritus feeder
ખાદ્યપદ,Detritus feeding invertebrate
ડેટ્રિટસ ફૂડ સાંકળ,Detritus food chain
ડ્યુટેરોસ્ટોમીયા,Deuterostomia
વિકાસ,Development
માછલી,Devil fish
માછલી,Devil fish
ડેવોનિયન ગાળ,Devonian period
દ્વેષ સિદ્ધાંત,De-vries theory
ડી-એક્સકોર્ટિકોસ્ટેરોન,De-xycorticosterone
દિગ્ગજ,Dihybrid
જીવાણુનાશ,Dinucleotide
ડાયાબિટીસ,Diabetes insipidus
ડાયાબિટીસ,Diabetes mellitus
નારાજી,Diacetylmorphin
નિદાન,Diagnosis
નિદાન અને ઉપચારાત્મક,Diagnostic and therapeutics
વ્યાપત્રની છબી,Diagnostic image
વ્યાપાસાત,Diagnostic kit
દળ,Diakinesis
ડાયાલિસિંગ પ્રવાહી,Dialysing fluid
પાઈલસીસ,Dialysis
દરદ,Diandria
દંભી,Diandrous
કોથળી,Diapause
ઝાડો,Diarrhoea
બાળપણ,Diastolic pressure
ડાયટ om મ,Diatom
ડાયટોમેસિયસ પૃથ્વી,Diatomaceous earth
ડાયોક્સિલગ્લાઇસેરોલ (ડીજી),Dioxylglycerol (DG)
દ્વેષી ફોસ્ફેટ,Dibasic phosphate
બે ભડકો,Dichanthium
ડિક્લોરો ડિફેનીલ ટ્રાઇક્લોરોએથેન (ડીડીટી),Dichloro diphenyl trichloroethane (DDT)
બે અલગ અલગ,Dichotomous
અકસ્માત,Dicondylic skull
પર્વત,Dicotyledon
તારણ જેવું,Dictyosome
ન્યાયમૂર્તિ,Dictyota
દંડક,Diencephalon
આહાર,Dietary
અંતરાત્મક ફાળો,Differential contribution
વિભેદક દખલ વિરોધાભાસ માઇક્રોસ્કોપ,Differential interference contrast microscope
વિભિન્ન પ્રજનન,Differential reproduction
વિભાજિત કોષ,Differentiated cell
ભેદ,Differentiation
વિખેરી નાખેલી તરંગ,Diffracted wave
પ્રસરે,Diffuse
વિછરતી ક્ષમતા,Diffusing capacity
પાચન,Digestion
પાચકનો રસ,Digestive juice
પાચન તંત્ર,Digestive system
પાકેલા માર્ગ,Digestive tract
અંક,Digit
ડિજિટલ બાદબાકી,Digital subtraction angiography
ખાવી,Digitally
સિધ્ધાંત,Digitiform gland
ડિકરિયન,Dikaryon
દિકરિયોપેસ,Dikaryophase
નીચો,Dimer
પ્રબળ ઘાતક એલીલ,Dominant lethal allele
વરણાગ,Dimorphism
ડાઇમિટ્રોજન,Dinitrogen
ડાયનાફ્લેજેલેટ,Dinoflagellate
દ્વેષી,Dioecious
ડાયઓસ્પાયરોસ મેલાનોક્સિલોન,Diospyros melanoxylon
દ્વિસરણ,Dipeptide
દીવાયોડોન્ટ,Diphyodont
રાજદ્વારી,Diplobacillus
રાજદ્વારી,Diploblastic
ડિપ્લોક occ ક્સ ન્યુમોનિયા,Diplococcus pneumoniae
રાજદ્વારી તબક્કો,Diploid stage
રાજદ્રોહ,Diplonema
ડિપ્ટર,Diplontic
રાજદ્વારી,Diplosome
રાજનીતિ,Diplostome
ડિપ્લોટેન તબક્કો,Diplotene stage
ડિપ્ટેરા,Diptera
ડિપ્ટરન,Dipteran
ડિપ્ટેરોકાર્પસ હોપિયા,Dipterocarpus hopea
દંભ,Dipthteria
દિશાત્મક પસંદગી,Directional selection
વિચ્છેદ,Disaccharide hyaluronic acid
તકરાર,Disaccharide
શિરોબિંદુ,Disc
ડિસ્ક ફ્લોરેટ,Disc floret
પરાગ -વિસર્જન,Discharge of pollen
અસંગતતા,Discontinuous variation
વિશિષ્ટ પરિવર્તન,Discrete mutation
રોગ,Disease
વિસંગત પ્રક્રિયા,Disharmonising process
જંતુનાશક,Disinfectant
જંતુનાશક,Disinfected
અસ્થિ,Disorders of bone
પ્રસાર,Dissemination
દૂરવુ,Distal
દૂરદુ,Distal convoluted
દૂરદુ,Distal nephron
દૂરસ,Distal phalanx
રંગબેરંગી રંગદ્રવ્ય,Distal pigment
દૈનિક,Diurnal
દૈવી કેશન,Divalent cation
દૈવી,Divalent
અલગ કરવું,Diverge
ભિન્નતા,Divergence
વિવિધતા,Diversity
મજુર વિભાગ,Division of labour
ભાગ,Division
ભાગ,Division
ડીએનએ આશ્રિત આર.એન.એ.,DNA dependent RNA polymerase
ડીએનએ બ્લ ot ટિંગ,DNA blotting
ડી.એન.એ.,DNA cleavage
ડીએનએ બંધ,DNA cloining
ડીએનએ સંચાલિત સંકર,DNA driven hybridization
ડીએનએ ફિંગરપ્રિન્ટિંગ,DNA fingerprinting
ડીએનએ ગ્રંથાલય,DNA library
ડીએનએ ગલન,DNA melting
ડીએનએ મેથિલેશન,DNA methylation
ડીએનએ પોલિમરેઝ,DNA polymerase
ડીએનએ તપાસ,DNA probe
ડીએનએ સમારકામ,DNA repair
ડીએનએ નકલ,DNA replicate
ડીએનએ પ્રતિકૃતિ,DNA replication
ડીએનએ ક્રમ,DNA sequence
ડી.એન.એ.,DNA splicing
ડીએનએ સુપર કોઇલિંગ,DNA super coiling
ડીએનએ લખાણ,DNA transcription
ડીએનએ વેક્ટર,DNA vector
ડોબસન એકમ,Dobson unit
ડોગફિશ,Dogfish
Dલટ,Doliolum
ડોલ્ફિન (સસ્તન પ્રાણી),Dolphin (mammal)
પાળેલું પ્રાણી,Domestic animal
પાળેલું પ્રાણી,Domesticated animal
પાળેલું પ્લાન્ટ,Domesticated plant
પાલન,Domestication
પાલન,Domestication
મુખ્ય જનીણ,Dominant gene
મુખ્ય એકમ પરિબળ,Dominant unit factor
ડોનાન સંતુલન,Donnan equilibrium
દાતક -કોષ,Donor cell
ધૂમ્રપાનની અસર,Doppler effect
આંતરિક આંતરિક સપાટી,Dorsal inner surface
ડોરસલ ચેતા દોરડા,Dorsal nerve cord
નિષ્ક્રિયતા,Dormancy
ડોર્સલ ફિન,Dorsal fin
ડોર્સલ હોલો નર્વસ સિસ્ટમ,Dorsal hollow nervous system
ડોર્સલ નાસકોષ,Dorsal nostril
ડોર્સલ રુટ ગેંગલીયન,Dorsal root ganglion
અનિયંત્રિત સપાટી,Dorsal surface
ડોર્સલ વિસેરલ ગઠ્ઠો,Dorsal visceral hump
ડોર્સવેન્ટ્રલ પાન,Dorsiventral leaf
બેઉ -બોન્ડ,Double bond
બેવડું,Double coconut
બેવડું,Double helix
બેવડી માળખું,Double stranded structure
નીચેની તરફ,Downstream
ડાઉનસ્ટ્રીમ પ્રોસેસિંગ,Downstream processing
ડાઉન સિન્ડ્રોમ,Down syndrome
ડ્રેકૈના,Dracaena
ક drંગું,Draco
ડ્રેગન ફ્લાય,Dragon fly
ટીપું,Droplet
ટીકડી,Dropsy
ડ્રોસોફિલા મેલાનોગાસ્ટર,Drosophila melanogaster
દુકાળ,Drought
દુષ્કાળ પ્રતિરોધક ઘાસ,Drought resistant grass
Drugષધ,Drug
Drugષધ,Drug
ડ્રગનો દુરુપયોગ,Drug abuse
ડ્રમની લાકડી,Drum stick
ક drંગું,Drupe
સૂકી બાયોમાસ,Dry biomass
સૂકી જુબાની,Dry deposition
સૂકોપિથેકસ,Dryopithecus
દાણાદાર,Dryopteris
નલિક,Ductule efferent
ડક્ટસ આર્ટિઅસસ,Ductus arteriosus
ડક્ટસ રોગચાળા,Ductus epididymus
ડ્યુઓડેનમ,Duodenum
નકલ,Duplication
દ્રાધ,Duramater
દુરાગ્રહી,Duramen
એક જાતની એક જાત,Duranta
ધૂળ પ્રદૂષણ,Dust pollution
વામન,Dwarf
વામન,Dwarfness
વામન-દાંડીનો છોડ,Dwarf-stem plant
ડાયનેન,Dynein
અંક,Digit
ગરુડ,Eagle
કાનની ઓસી,Ear ossicle
કણક,Earcockle
પ્રારંભિક જીવન,Earliest life
પ્રારંભિક લાકડું,Early wood
કાટમાળ,Earmuff
પૃથ્વી શિખર,Earth summit
ખાવું અને ખાવું,Eating and being eaten
પૃથ્વી,Earth
પૃથ્વી,Earth
એબનાલ્સ,Ebenales
ઇબ્રેક્ટેટ કરવું,Ebracteate
પડઘો,Echeneis
પડઘાઈ,Echinococcus
પડઘો,Echolocation
ગ્રહણ અલ્બા,Eclipta alba
પર્યાવરણમૂળ અનુકૂલન,Ecological adaptation
પર્યાવરણીય કાર્યક્ષમતા,Ecological efficiency
પર્યાવરણીય પરસ્પર નિર્ભરતા,Ecological interdependence
પર્યાવરણીય પિરામિડ,Ecological pyramid
પર્યાવરણ,Ecological sanitation
પર્યાવરણીય ઉત્તરાધિકાર,Ecological succession
પર્યાવરણીય સ્થિરતા,Ecological sustainability
ઇકોલોજિમ,Ecologist
પરિસ્થિતિવિજ્ologyાન,Ecology
પર્યાવરણ અને પર્યાવરણ,Ecology and environment
પર્યાવરણ શૌચાલય,Ecosan toilet
જીવાણુ,Ecosystem
જીવાણુની વિવિધતા,Ecosystem diversity
જીવાણુ પ્રક્રિયા,Ecosystem process
જીવાણુ સેવા,Ecosystem service
પર્યાવરણ,Ecotone
પર્યાવરણ,Ecotourism
પર્યાવરણ,Ecotype
ઇસીપી ક્રમશ ent,ECP gradient
એક્ટોકાર્પસ,Ectocarpus
ક્ટોડર્મ,Ectoderm
એક્ટોમીકોરિઝા,Ectomycorrhizae
એક મહાન,Ectoparasite
એક્ટોપિક ગર્ભાવસ્થા,Ectopic pregnancy
Ectotherm,Ectotherm
અખૂર,Ectothermic
ધારની અસર,Edge effect
ધાર જાતિ,Edge species
અસરકારક સ્ટ્રોક,Effective stroke
અસર કરનાર,Effector
અસર કરનાર,Effector
વંચિત,Efferent
પ્રભાવિત,Efferent arteriole
કાર્યક્ષમતા અનુક્રમણિકા,Efficiency index
ગુંચવાયું,Effluent
પ્રવાહી સારવાર પ્લાન્ટ (ઇટીપી),Effluent treatment plant (ETP)
પ્રવાહ,Efflux
વિધ્વંસક,Egested
ઇંડું,Egg
ઇંડા ઉપકરણ,Egg apparatus
અહંકારનું કેન્દ્રવાદ,Ego centrism
ઇચકોર્નિયા ક્રેશિસ,Eicchornia crassipes
સ્શૂર્ય નળી,Ejaculatory duct
અલ નીનો અસર,El nino effect
પાટિયું,Elaioplast
નિપુણ,Elasmobranch
સ્થિતિસ્થાપક રેસા,Elastic fibre
સ્થિતિસ્થાપક શક્તિ,Elastic force
સ્થિતિસ્થાપકતા,Elasticity
ઇલાસ્ટિન,Elastin
ખલાસી,Elater
વિદ્યુત ક્ષેત્ર,Electric field
વિદ્યુતપ્રવાહ,Electric illuminator
વિદ્યુત -અંગ,Electric organ
વિદ્યુત -વિચ્છેદ,Electrical discharge
વીજળી સંભવિત તફાવત,Electrical potential difference
વિદ્યુત -અનુમાન,Electrical synapse
ઇલેક્ટ્રોકાર્ડિયોગ્રામ (ઇસીજી),Electrocardiogram (ECG)
વીજળી,Electrocardiograph
વિદ્યુત -ચિકિત્સા,Electrocardiography
ઇલેક્ટ્રોકેમિકલ પ્રોટોન શણગાર,Electrochemical proton gradiant
વૈકલ્પિક,Electroencephalogram
વિદ્રોહવિજ્ographyાન,Electroencephalography
વિદ્યુત -વૈકલ્પિક,Electrogenic
વિદ્યુતપ્રવાહ,Electromagnetic lense
વિદ્યુત -કિરણોત્સર્ગ,Electromagnetic radiation
વિદ્યુત -સિદ્ધાંત,Electromagnetic theory
વિદ્યુત સ્વીકારનાર,Electron acceptor
વીજળી,Electron bombardment
વીજળીની ઉણપ,Electron deficient
વિદ્યુત દાતા,Electron donor
વિદ્યુત -માઇક્રોસ્કોપ,Electron microscope
વિદ્યુત -પારદર્શિતા,Electron transparency
વિદ્યુત પરિવહન સાંકળ,Electron transport chain
વિદ્યુત પરિવહન પદ્ધતિ,Electron transport system
વિદ્યુત -પરિશ્રમ,Electronegative
વિદ્યુત પરમાણુ,Electronegative atom
વિદ્યુત -કચરો,Electronic waste
વિદ્યુતપ્રવાહ,Electrophoresis
વિદ્યુત -કાર્ય,Electroporation
વિદ્યુતવિરામ,Electrostatic precipitator
તત્ત્વ,Element
તત્ત્વ,Element
પાટિયું,Elephas
લંબગોળ પટ્ટી,Ellipsoid strip
તરફેણ -સાંધો,Ellipsoidal joint
વિસ્તૃત હૃદય,Elongated heart
લૂંટફાટ,Elongation factor
અણીદાર,Elphidium
ઝઘડો,Elution
ગંદું,Emarginate
Ascલટી,Emasculation
ગર્ભ સંસ્કૃતિ,Embryo culture
ગર્ભ વિકાસ,Embryo development
ગર્ભ બચાવ,Embryo rescue
ભ્રમણ,Embryo
ગર્ભ,Embryo sac
ગર્ભવિજ્ researchાન સંશોધન,Embryological research
ગર્ભવિજ્ embાન,Embryology
ભ્રૂણપાર,Embryonic blastopore
અસામાન્ય વિકાસ,Embryonic development
ગર્ભપાત,Embryonic mortality
ઉદભવતો હાઇડ્રોફાઇટ,Emergent hydrophyte
વિવાદ,Emigration
એમિલિયા સોંચિફોલીયા,Emilia sonchifolia
ભાવનાત્મક અશાંતિ,Emotional turbulence
નિસ્તેજ,Empetraceae
સંવેદનશીલતા,Emphysema
પ્રયોગમૂલક સૂત્ર,Empirical formula
Emતરવું,Emu
ચૂકડા,Emulsifying
અહંકાર,Enaima
દંતવલ્ક,Enamel
એન્કોડ કરેલું ઉત્સેચક,Encoded enzyme
જ્ encાન,Encystation
છેડો,End wall
ભયભીત,Endangered
શકાય એવું,Endemic
સહનશક્તિ,Endemism
અંતર્જ્onicાન,Endergonic reaction
અંતકાર,Endocarp
અંતરાલ પદ્ધતિ,Endocrine system
એન્ડોસાઇટોસિસ,Endocytosis
એન્ડોડર્મ,Endoderm
અંતolિમ્ફ,Endolymph
અંતર્જ્ endાન,Endometrium
અંત omy કીક્રોરીઝા,Endomycorrhizae
અંતનોની માન્યતા સ્થળ,Endonuclease recognition site
એન્ડોપ્લાઝમિક રેટિક્યુલમ,Endoplasmic reticulum
એન્ડોસ્કોપ,Endoscope
એન્ડોસ્કોપી,Endoscopy
અંતosસ્કેલિટન,Endoskeleton
અંત end,Endosome
એંજીવ,Endosperm
બધિર,Endospermic
અંત -થેલિયલ અસ્તર,Endothelial lining
અંત -થેલિયમ,Endothelium
એન્ડોથર્મ (ઇઓમોઇથર્મ),Endotherm (eomoiotherm)
અંતકીય,Endothermic
અંતકીય,Endothermic
એન્ડોટોક્સિન,Endotoxin
કોથળી,End sac
અંતને લગતું,Endoplasmic
અંતrકોરી પદ્ધતિ,Endrocrine system
આત્મસાતિત energy ર્જા,Energy assimilated
Energyર્જા પ્રવાહનું મોડેલ,Energy flow model
Energyર્જા વાવેતર,Energy plantation
Energyર્જા વાવેતર,Energy plantation
Energyર્જા સ્ત્રોત,Energy source
ઈજનેરી,Engineering
એન્ટામોએબા હિસ્ટોલીટીકા,Entamoeba histolytica
પ્રવેશી,Enterobius
ઉપરોક્ત,Enterocyte
Enterગલો,Enteron
Enthંચું,Enthalpy
એન્ટોમોફિલ્સ,Entomophilous
આત્મસાતથી,Entomophily
પ્રાણ,Entropy
વાતાવરણ,Environment
પર્યાવરણની સ્થિતિ,Environmental condition
પર્યાવરણ નીતિશાસ્ત્ર,Environmental ethics
પર્યાવરણ,Environmental factor
પર્યાવરણજન્ય પ્રભાવ,Environmental influence
પર્યાવરણ વ્યવસ્થાપન,Environmental management
પર્યાવરણ આયોજન અને સંકલન,Environmental planning and coordination
પર્યાવરણ -પ્રતિકાર,Environmental resistance
અતિશય સામગ્રી,Enzymatic content
મનાઈ,Enzyme
પ્રણાલીનો પદ્ધતિ,Enzyme system
તૃષ્ણા સાથે જોડાયેલું,Enzyme-linked
આતુરતા,Eocene
Eાંદ,Eosinophil
એફિડ્રા,Ephedra
અલ્પકાલિક વાર્ષિક her ષધિ,Ephemeral annual herb
અલ્પજીવી,Ephemeral
મહાસાગરી,Epicalyx
મહાકાવ્ય,Epicarp
બાહ્ય ત્વચા,Epidermal cell
બાહ્ય ત્વચા,Epidermis
બાહ્ય -રૂપરેખા,Epidermophyton
રોગચાળા,Epididymis
Epોર,Epigynae
અર્થહીન,Epigynous
વાઈ,Epilepsy
પાપ,Epilimnion
કારણ,Epimorphosis
એપિનેફ્રિન,Epinephrine
એપિન્યુરિયમ,Epineurium
ઉપસર્ગ,Epipetalous
પ્રભુત્વ,Epiphysis
ઉપદ્રવ,Epiphyte
એપિસોડિક ડિપ્રેસન,Episodic depression
પત્ર,Epistasis
પત્ર,Epistasis
ઉપકલાની ઉપકલા,Epithelial tissue
યુગ,Epoch
ઉપસંહાર,Epulopscium fishesoni
વિષુવવૃત્તીય પ્લેટ,Equatorial plate
સંતુલન,Equilibrium
સંતુલન કાંપ,Equilibrium sedimentation
સમરાલ,Equisetum
અહંકાર,Equus
યુગ,Era
એર્ગોસ્ટેરોલ,Ergosterol
વિનોદ,Ericales
ધોવાણ,Erosion
કબાટ,Erucic acid
એક જાતનું,Erythrina
એરિથ્રોસાઇટ (આરબીસી),Erythrocyte (RBC)
વિસ્ફોટક,Erythrocytic
કારીથોપાયેટીક પરિબળ,Erythropoietic factor
એરિથ્રોપાયટિન,Erythropoietin
એરિથ્રોક્સિલિયમ કોકા,Erythroxylum coca
એશેરીચીયા કોલી,Escherichia coli
આવશ્યક તેલ,Essential oil
Est આકારની બોન્ડ,Ester bond
અતિ ઉત્તેજિત,Estrogen
એસ્ટ્રોજન રિપ્લેસમેન્ટ ઉપચાર,Estrogen replacement therapy
માવજત,Estuary
અવસ્થામાં,Etaerio
ઇથેનોલ,Ethanol
મણકાને લગતું,Ether
એથિડિયમ બ્રોમાઇડ,Ethidium bromide
નૈતિકતા,Ethology
નૈતિકતા,Ethology
શાસ્ત્ર,Ethylene
એથિલ્મેથેન સલ્ફોનેટ,Ethylmethane sulphonate
નિષ્ઠા,Etiolation
ૂબેક્ટેર,Eubacteria
ષડયંત્ર -કોષ,Eubacteria cell
યુક્રોમેટિન,Euchromatin
ભૂખ,Euglena
ભૂખવાળું,Euglenoid
યુકેરીયોટ (યુકેરીયોટ),Eukaryote (eucaryote)
યુકેરિઓટિક,Eukaryotic cell
યુકેરિઓટિક જાતિઓ,Eukaryotic species
યુમેટાઝો,Eumetazoa
જાડું,Eumitosis
વ્યંગ્ય,Eunuchoidism
યુવતી,Eupagurus
સુશોભિત,Euphorbia
અહંકાર,Euphorbiaceae
અપરિપક્વ,Euplectella
યુરહાલિન,Euryhaline
યુરીથર્મલ,Eurythermal
સ્વાભાવિક,Euspongia
સુવાચ્ય નળી,Eustachian tube
યુટ્રોફિક જળ સંસ્થા,Eutrophic water body
કૃત્રિમતા,Eutrophication
કૃત્રિમતા,Eutrophication
વિપુલ,Evacuated
મૂલ્યાંકન કરાયેલ,Evaluated
બાષ્પીભવન,Evaporation
સાંજે પ્રિમરોઝ,Evening primrose
સદાબહાર ઉષ્ણકટિબંધીય વરસાદનું વન,Evergreen tropical rain forest
વિકસિત થવું,Evolution
જીવનનો વિકાસ,Evolution of life
ઉત્ક્રાંતિ એજન્ટ,Evolutionary agent
ઉત્ક્રાંતિ -જીવવિજ્ologyાન,Evolutionary biology
ઉત્ક્રાંતિ પ્રક્રિયા,Evolutionary process
ઉત્ક્રાન્તિનો ક્રમ,Evolutionary sequence
ઉત્ક્રાન્તિ પ્રજાતિઓ,Evolutionary species
ઉત્ક્રાન્તિવાદી,Evolutionary taxonomist
ઉત્ક્રાન,Evolutionary trend
ઉન્મત્ત,Exalbuminous
અતિશય વૃદ્ધિ,Excessive growth
વધુ પડતી sleeping ંઘ,Excessive sleeping
નિર્દોષતા,Excitability
મળનું,Excretion
વિકરાળ જનનેન્દ્રિય નળી,Excretory genital duct
વિસર્જનનું નળી,Excretory lactiferous duct
ઉત્સર્જન છિદ્ર,Excretory pore
વિસર્જન નળીઓ,Excretory tubule
અતિ પ્રતિક્રિયા,Exergonic reaction
બંધ સાધનો,Exhaustible resources
પ્રતિષ્ઠિતતા,Exobiology
નિર્દોષ,Exocoetus
નિર્દોષ ગ્રંથિ,Exocrine gland
ઉચ્ચારણ,Exocytosis
બાહ્ય,Exogenous
બાહ્ય,Exogenous budding
ચોપડી,Exonuclease
નિરુત્સાહ,Exoprasite
છુપાઈ જવું,Exoplasm
પડદા,Exoskeleton
વિદેશી જાતિઓ,Exotic species
વિસ્તરણ,Expansin
પ્રયોગ,Experiment
સ્પષ્ટ,Explant
ઝડપથી,Exponentially
વ્યક્ત સિક્વન્સ ટ tag ગ (EST),Expressed sequence tag (EST)
કવચ,Extensibility
બાહ્ય કાન,External ear
બાહ્ય ગર્ભાધાન,External fertilization
બાહ્ય ઉત્તેજના,External stimulus
લુપ્ત,Extinction
જાતિઓનું લુપ્ત થવું,Extinction of species
અતિશય પેટની કસોટીઓ,Extra-abdominal testes
એક્સ્ટ્રાસેલ્યુલર પાચન,Extracellular digestion
બાહ્યક પ્રવાહી,Extracellular fluid
બાહ્ય સામગ્રી,Extracellular material
એક્સ્ટ્રાસેલ્યુલર મેટ્રિક્સ,Extracellular matrix
નિષ્કર્ષણ,Extraction
અતિશય પટલ,Extraembryonic membrane
બહારની દુનિયાના મૂળ,Extraterrestrial origin
આત્યંતિક રણ,Extreme desert
બાહ્ય પ્રોટીન,Extrinsic protein
ઉન્માદ,Extroception
બહાર,Extrorse
ઉશ્કેરણી (ચીકણું) પદાર્થ,Exuding (gummy) substance
આંખે બળતરા,Eye inflammation
આંખનું લેન્સ,Eye lens
નજર,Eye piece
પોપચાંખુ,Eyelid
વિસર્જન નળીઓ,Excretory tubule
Fabંચેસી,Fabaceae
અતિશય,Fabaceous
પાસું,Facet
ચહેરાના અસ્થિ,Facial bone
પ્રસાર સુવિધા,Facilitated diffusion
Facultપચારિક પરોપજીવી,Facultative parasite
મોટા પદાર્થ,Faecal matter
ફેકલ ગોળી,Faecal pellet
Falાળ,Falcon
ગર્ભાસય ની નળી,Fallopian tube
ખોટું ફળ,False fruit
ખોટો ભાગ,False septum
કુટુંબ,Family
ઉન્માદ,Fascia
ફાસી,Fascicle
હાસ્યાસ્પદ,Fascicular
તકરાર,Fascicule
મસ્તક,Fasciola
ચરબીવાળા દ્રાવ્ય વિટામિન,Fat soluble vitamin
ચરબીયુક્ત એસિડ,Fatty acid
ખામીયુક્ત નકલ,Faulty copy
પ્રાણીસૃષ્ટિ,Fauna
અનુકૂળ પર્યાવરણ સ્થિતિ,Favourable environmental condition
પીછા,Feather
પીંછાનો તાર,Feather star
ચપળતાથી કલંક,Feathery stigma
પ્રતિસાદ,Feedback
પ્રતિસાદ અવરોધ,Feedback inhibition
પ્રતિસાદ પદ્ધતિ,Feedback mechanism
ખવડાવવું,Feeding
લાગણી,Feeler
પેલિશ,Felis
શંકુ,Female cone
સ્ત્રી ઉચ્ચારણ,Female pronucleus
ફેમર,Femur
આથો,Fermentation
અણી,Fern
ફેરો,Ferredoxin
ફળદ્રુપ સંકર,Fertile hybrid
ફળદ્રુપ,Fertile
ફળદ્રુપ,Fertile
ફળદ્રુપ,Fertile
ફળદ્રુપ,Fertilin
ફળદ્રુપતા,Fertility
ફળદ્રુપતા,Fertility
ગર્ભાધાન,Fertilization
ગર્ભાધાન,Fertilization
ખાતર,Fertilizer
