Gujarati,Bengali
મોટી સંખ્યાનો કાયદો,বড় সংখ্যার আইন
લેઆઉટ યોજના,বিন্যাস পরিকল্পনা
ખાતાવહી,খাতা
ચૂનો પાન,চুন প্যান
લિંટેલ,লিন্টেল
પ્રવાહી મર્યાદા,তরল সীমা
લાઈવ લોડ,লাইভ লোড
લોમ,দোআঁশ
સ્થાનિક એક્ઝોસ્ટ વેન્ટિલેશન,স্থানীয় নিষ্কাশন বায়ুচলাচল
લોકો યાર્ડ,লোকো ইয়ার্ড
લોસ,লস
ઓછી પ્લાસ્ટિક મર્યાદા,নিম্ন প্লাস্টিকের সীমা
ઓછી ગરમી સિમેન્ટ,কম তাপ সিমেন্ট
મશીન મોલ્ડિંગ,মেশিন ছাঁচনির্মাণ
મેક્રોસ્ટ્રક્ચર,ম্যাক্রোস্ট্রাকচার
મુખ્ય હેડ રેગ્યુલેટર,প্রধান প্রধান নিয়ন্ত্রক
મુખ્ય બંદર,প্রধান বন্দর
મેકઅપ એર,বায়ু আপ করা
મૅનસાર્ડ,মানসার্ড
માર્શલિંગ યાર્ડ,মার্শালিং ইয়ার্ড
ચણતર,রাজমিস্ত্রির কাজ
પરિપક્વતા તાપમાન,পরিপক্ক তাপমাত্রা
મેઝેનાઇન ફ્લોર,মধ্যবর্তী তলা মেঝে
યાંત્રિક વિશ્લેષણ,যান্ত্রিক বিশ্লেষণ
યાંત્રિક વેન્ટિલેશન,যান্ত্রিক বায়ুচলাচল
મેટ્રિક સિસ્ટમ,মেট্রিক সিস্টেম
માઇક્રોસ્ટ્રક્ચર,মাইক্রোস্ট্রাকচার
મિલી સમકક્ષ,মিলি সমতুল্য
મિલી સમકક્ષ પ્રતિ લિટર,মিলি প্রতি লিটার সমতুল্য
ખનિજ,খনিজ
ખનિજ માટી,খনিজ মাটি
નાના બંદર,ছোট বন্দর
Mitred બંધ,Mitred বন্ধ
મોબાઇલ સોઇલ કોલોઇડ,মোবাইল সয়েল কলয়েড
ભેજનું પ્રમાણ,আর্দ্রতা কন্টেন্ট
ભેજ ઢાળ,আর্দ্রতা গ্রেডিয়েন্ট
મોનોલિથ,মনোলিথ
મોનોરેલ,মনোরেল
નેશનલ હાર્બર કાઉન્સિલ,জাতীয় হারবার কাউন্সিল
કુદરતી પથારી,প্রাকৃতিক বিছানা
કુદરતી પૂર્ણાહુતિ,প্রাকৃতিক ফিনিস
કુદરતી બંદર,প্রাকৃতিক পোতাশ্রয়
કુદરતી વેન્ટિલેશન,প্রাকৃতিক বায়ুচলাচল
નેવલ બંદર,নৌ বন্দর
ન્યુટન,নিউটন
બિન-સમાન પ્રવાહ,অ অভিন্ন প্রবাহ
પાણીનો દર રોકે છે,জলের হার দখল করে
ઓઇલ પેઇન્ટ,তেলে আকা
તેલનો કૂવો સિમેન્ટ,তেল কূপ সিমেন্ট
ચેનલ ફ્લો ખોલો,খোলা চ্যানেল প্রবাহ
મહત્તમ ભેજ,সর্বোত্তম আর্দ্রতা
ઓર્ગેનિક માટી,জৈব মাটি
ઓરિએન્ટેશન,ওরিয়েন্টেশন
ઓર્થોગોનલ,অর্থোগোনাল
ઓર્ટસ્ટેઇન,অর্টস্টেইন
બાહ્ય સંકેત,বাইরের সংকেত
ઓક્સિડેશન,জারণ
પેન્ટ્રી,প্যান্ট্রি
પેરાપેટ,প্যারাপেট
પેરાપેટ દિવાલ,প্রাচীর প্রাচীর
પિતૃ સામગ્રી,পিতামাতার উপাদান
પેબલ કાસ્ટ પ્લાસ્ટર,নুড়ি ঢালাই প্লাস্টার
પેડલફર,পেডালফার
પેડોકલ,পেডোকাল
પેડોજેનેસિસ,পেডোজেনেসিস
પેડોલોજી,পেডোলজি
પીડોસ્ફિયર,পেডোস্ফিয়ার
પેનેટ્રોમીટર,পেনেট্রোমিটার
પેન્ટ છત,পেন্ট ছাদ
પેપ્ટાઇઝિંગ એજન્ટ,পেপটাইজিং এজেন্ট
વિશ્લેષણનો સમયગાળો,বিশ্লেষণের সময়কাল
પેપેન્ડ,পারপেন্ড
શોષણ,শোষণ
પિયર,পিয়ার
પિલાસ્ટર,পিলাস্টার
પીચ,পিচ
ખાડાવાળી છત,গল্পটা ছাদ
સાદો કોંક્રિટ,সাধারণ কংক্রিট
પ્લેન કોણ,সমতল কোণ
સાદો યાર્ડ,সমতল গজ
પ્લાન્સોલ,প্ল্যানসোল
પ્લાસ્ટિક સુસંગતતા,প্লাস্টিকের সামঞ্জস্য
પ્લાસ્ટીસીટી,প্লাস্টিসিটি
પ્લાસ્ટિસિટી ઇન્ડેક્સ,প্লাস্টিসিটি সূচক
પ્લાસ્ટિસિટી મર્યાદા,প্লাস্টিসিটি সীমা
પ્લાસ્ટિસિટી શ્રેણી,প্লাস্টিসিটি পরিসীমা
પ્લેટી માળખું,প্লাটি গঠন
પ્લિન્થ,প্লিন্থ
ખેડાણની માટી,লাঙ্গলের মাটি
આલુ પથ્થર,বরই পাথর
પોડઝોલ,পডজোল
નિર્દેશ,ইশারা
બહુકોણીય દિવાલ,বহুভুজ প্রাচীর
છિદ્ર જગ્યા,ছিদ্র স্থান
બંદર,বন্দর
હકારાત્મક વેન્ટિલેશન,ইতিবাচক বায়ুচলাচল
પ્રેરી માટી,প্রাইরি মাটি
ચોકસાઇ,যথার্থতা
પ્રાથમિક કણ,প্রাথমিক কণা
પ્રિઝમેટિક માળખું,প্রিজম্যাটিক কাঠামো
ઉત્પાદક કાર્ય,উৎপাদনশীল কাজ
પ્રોજેક્ટનું સમર્થન,প্রকল্পের ন্যায্যতা
રક્ષણાત્મક કાર્ય,প্রতিরক্ষামূলক কাজ
સ્યુડો-માયસેલિયમ,সিউডো-মাইসেলিয়াম
ખાબોચિયું,পুডল
પગીંગ,পাগিং
પ્યુમિસ,পিউমিস
પંચોન,পাঞ্চিয়ন
કઠપૂતળી,পুতুল
પુટલોગ,পুটলগ
પુટલોગ સ્કેફોલ્ડ,পুটলগ ভারা
જથ્થો સર્વેયર,পরিমাণ পরিমাপক
ખાણનો રસ,খনির রস
ક્વે,কোয়ে
રાણી બંધ,রানী বন্ধ
ક્વોઈન,কুইন
રાફ્ટ ફાઉન્ડેશન,ভেলা ফাউন্ডেশন
રેકર,রাকার
રેકિંગ,রেকিং
રેકિંગ બોન્ડ,রেকিং বন্ড
Raking ફ્લેશિંગ,ঝলকানি raking
ઝડપથી બદલાતો પ્રવાહ,দ্রুত পরিবর্তনশীল প্রবাহ
વસૂલપાત્ર ચુકવણી,পুনরুদ্ধারযোগ্য পেমেন্ট
લાલ પૃથ્વી,লাল পৃথিবী
લાલ લોમ,লাল দোআঁশ
રેગ્યુલેટર,রেগুলেটর
રેગુર અથવા કાળી કપાસની માટી,রেগুর বা কালো তুলা মাটি
ચુકવણી કરાર,পরিশোধের চুক্তি
શેષ સંકોચન,অবশিষ্ট সংকোচন
શેષ માટી,অবশিষ্ট মাটি
ઉઘાડી,প্রকাশ করা
પીન જણાવો,পিন প্রকাশ করুন
ટાઈ જાહેર કરો,টাই প্রকাশ
રિજ,রিজ
રિજ કેપિંગ,রিজ ক্যাপিং
નદી,নদী
રોડ સ્ટેડ,রোড স্টেড
રફ પ્લાસ્ટર,রুক্ষ প্লাস্টার
રોડાં,ধ্বংসস্তুপ
રોડાં ચણતર,ধ্বংসস্তূপ রাজমিস্ত্রি
રોડાંની દિવાલ,ধ্বংসস্তূপ দেয়াল
ચાલી રહેલ માપન,চলমান পরিমাপ
સલામત બેરિંગ ક્ષમતા,নিরাপদ ভারবহন ক্ষমতা
મીઠું ગ્લેઝ,লবণ গ্লেজ
નમૂનાનું કદ,সাধারন মাপ
નમૂના વિતરણ,নমুনা বিতরণ
સેમ્પલિંગ ભૂલ,নমুনা ত্রুটি
રેતી,বালি
રેતી પૂર્ણાહુતિ,বালি ফিনিস
રેતી હાથ મોલ્ડિંગ,বালি হাত ছাঁচনির্মাণ
સેન્ડિંગ,স্যান্ডিং
સંતૃપ્ત માટી,স্যাচুরেটেড মাটি
સંતૃપ્ત માટી પેસ્ટ,স্যাচুরেটেড মাটির পেস্ট
સંતૃપ્તિ અર્ક,স্যাচুরেশন নির্যাস
સંતૃપ્તિ ટકાવારી,স্যাচুরেশন শতাংশ
રકાબી ગુંબજ,সসার গম্বুজ
પાલખ,ভারা
શિસ્ટ,শিস্ট
સમુદ્ર બંદર,সমুদ্র বন্দর
ગુપ્ત ગટર,গোপন নর্দমা
બીજું,দ্বিতীয়
સેડિમેન્ટેશન વિશ્લેષણ,অবক্ষেপণ বিশ্লেষণ
અર્ધ-કૃત્રિમ બંદર,আধা-কৃত্রিম বন্দর
અર્ધ ભરતી ડોક,আধা জোয়ার ডক
સેનાઇલ,বার্ধক্য
શેલ,শেল
શીટનો ખૂંટો,চাদরের স্তূপ
સંકોચન મર્યાદા,সংকোচন সীমা
શટરીંગ,শাটারিং
સિઆલિટિક માટી,সিয়ালিটিক মাটি
સિરોઝેમ,সিয়েরোজেম
સીલ,সিল
કાંપ,পলি
સિંગલ ફ્લેમિશ લોહી,একক ফ্লেমিশ রক্ত
એક દાણાદાર માળખું,একক দানাদার কাঠামো
હાડપિંજરની માટી,কঙ্কালের মাটি
સ્કર્ટિંગ,স্কার্টিং
સ્લીપર દિવાલ,ঘুমের প্রাচীর
બાજુની ગટર,পাশের নর্দমা
સ્લાઇડ નિયમ,পিছলানো পদ্দতি
સ્લિપ ડોક,স্লিপ ডক
સ્મોનીઝા,স্মোনিজা
પલાળીને,ভিজানো
માટીનું જોડાણ,মৃত্তিকা সমিতি
માટી વર્ગ,মাটির শ্রেণী
માટી સંકુલ,মাটি জটিল
જમીનની સુસંગતતા,মাটির সামঞ্জস্য
માટી કુટુંબ,মাটির পরিবার
માટી ફ્રેમ વર્ક,মাটির ফ্রেমের কাজ
જમીનની ભેજ,মাটির আদ্রতা
જમીનમાં ભેજનું સંવર્ધન,মাটির আর্দ্রতা বৃদ্ধি
જમીનમાં ભેજની ઉણપ,মাটির আর্দ্রতার ঘাটতি
માટી મોર્ફોલોજી,মাটির রূপবিদ্যা
માટીનો કણ,মাটির কণা
માટીનો તબક્કો,মাটির পর্যায়
માટી પ્રોફાઇલ,মাটি প্রোফাইল
માટીની પ્રતિક્રિયા,মাটির প্রতিক্রিয়া
માટી અલગ પડે છે,মাটি আলাদা করে
માટી શ્રેણી,মাটি সিরিজ
માટી ઉકેલ,মাটির সমাধান
માટીનું માળખું,মাটির গঠন
માટીની રચના,মাটির গঠন
માટીનો પ્રકાર,মাটির ধরন
સોલમ,সোলুম
સોર્પ્શન,সর্পশন
spalls,স্পালস
ચોક્કસ આયન અસર,নির্দিষ্ট আয়ন প্রভাব
ચોરસ કોર્સ્ડ રોડાં ચણતર,বর্গাকার কোর্সকৃত ধ্বংসস্তূপের গাঁথনি
ચોરસ નિયમિત કોર્સ્ડ રોડાં ચણતર,বর্গাকার নিয়মিত কোর্সকৃত ধ্বংসস্তুপ গাঁথনি
સ્થિર પ્રવાહ,অটল প্রবাহ
સ્ટેપ્ડ ફ્લેશિંગ,ধাপে ধাপে ঝলকানি
સ્ટીકીનેસ,আঠালোতা
સ્ટિકિંગ પોઈન્ટ,স্টিকিং পয়েন্ট
પથ્થર,পাথর
સ્લોપ હેન્ડ મોલ્ડિંગ,স্লপ হাত ছাঁচনির্মাণ
પટ્ટા મિજાગરું,চাবুক কবজা
સ્ટ્રો બોર્ડ,খড় বোর্ড
પ્રવાહ,প্রবাহ
તણાવ,মানসিক চাপ
સ્ટ્રેચર,স্ট্রেচার
સ્ટ્રેચર બોન્ડ,স্ট্রেচার বন্ড
સ્ટ્રેચર કોર્સ,স্ট্রেচার কোর্স
તાર,স্ট্রিং
શબ્દમાળા કોર્સ,স্ট্রিং কোর্স
માળખું પરિબળ,স্ট্রাকচার ফ্যাক্টর
સ્ટ્રક્ચર ઇન્ડેક્સ,গঠন সূচক
સાગોળ,স্টুকো
સંવર્ધન,স্টুড
સ્ટાયલોબેટ,স্টাইলোবেট
સબ માટી,সাব মাটি
પેટા માળખું,উপ-কাঠামো
સમીકરણ વળાંક,সমষ্টি বক্ররেখা
સૂર્ય અભ્રક,সূর্য মাইকা
સુપર સ્ટ્રક્ચર,সুপার স্ট্রাকচার
સર્વેયર,সার্ভেয়ার
એસ-મૂલ્ય,এস-মান
સ્વેગ,চোরাই মাল
હંસની ગરદન,রাজহাঁসের ঘাড়
ટેબરનેકલ,তাবারন্যাকল
ટેબલ હેન્ડ મોલ્ડિંગ,টেবিল হাত ছাঁচনির্মাণ
ટેન્કીંગ,ট্যাঙ্কিং
ટેમ્પીએટ્ટો,টেম্পিয়েত্তো
ટેમ્પરિંગ,টেম্পারিং
ઢાંચો,টেমপ্লেট
ઢાંચો,টেমপ্লেট
ટેપિડેરિયમ,টেপিডারিয়াম
ટેરાકોટા,পোড়ামাটির
ટેરા રોઝા,টেরা রোজা
ટેરાઝો,টেরাজো
ટેટ્રા શૈલી,টেট্রা শৈলী
થ્રેશોલ્ડ મર્યાદા મૂલ્ય,থ্রেশহোল্ড সীমা মান
ગળું,গলা
પથ્થર દ્વારા,পাথরের মাধ্যমে
ભરતી બેસિન,জোয়ার বেসিন
ટાઈ બાર,টাই বার
ટાઈ બીમ,টাই মরীচি
સળિયો બાંધો,টাই রড
તિર્સ,তিরস
સહનશીલતા,সহনশীলতা
ટૂથિંગ,দাঁত তোলা
ટોચની માટી અથવા સપાટીની માટી,উপরের মাটি বা পৃষ্ঠের মাটি
કુલ છિદ્રાળુતા,মোট ছিদ্র
ટ્રેસરી,ট্রেসরি
ટ્રેન પ્રતિકાર,ট্রেন প্রতিরোধ
ટ્રાન્સેપ્ટ,ট্রান্সেপ্ট
ટ્રાન્ઝિશનલ માટી,ক্রান্তিকালীন মাটি
ટ્રાન્સમ,ট্রান্সম
પરિવહન માટી,পরিবহন মাটি
ઉપનદી,উপনদী
ટ્રાઇફોરિયમ,ট্রাইফোরিয়াম
ટ્રાઇગ્લિફ,ট্রাইগ্লিফ
કાપેલી માટી,কাটা মাটি
તોફાની પ્રવાહ,উত্তাল প্রবাহ
સંઘાડો,বুরুজ
ટાઇમ્પર નંબર,টাইম্পার সংখ্যা
અંતિમ બેરિંગ ક્ષમતા,চূড়ান্ত ভারবহন ক্ষমতা
અલ્ટીમેટ પીએચ,চূড়ান্ত পিএইচ
અનકોર્સ્ડ રેન્ડમ રોડાં ચણતર,এলোমেলো ধ্বংসস্তূপের গাঁথনি
અનકોર્સ્ડ ચોરસ રોડાં ચણતર,আনকোর্সড বর্গাকার ধ্বংসস্তূপ রাজমিস্ত্রি
અન્ડરક્રોફ્ટ,আন্ডারক্রফট
અપૂર્ણ છિદ્રાળુતા,অপূর্ণ ছিদ্র
સમાન પ્રવાહ,অভিন্ন প্রবাহ
એકમ ફ્રેમ પ્રકાર પાલખ,ইউনিট ফ্রেম টাইপ ভারা
બિનઉત્પાદક કાર્ય,অনুৎপাদনশীল কাজ
અસંતૃપ્ત માટી,অসম্পৃক্ত মাটি
અસ્થિર પ્રવાહ,অস্থির প্রবাহ
ઉચ્ચ પ્લાસ્ટિક મર્યાદા,প্লাস্টিকের উপরের সীমা
ખીણ ગટર,উপত্যকা গটার
વૉલ્ટ,ভল্ট
વેટેરિયમ,ভেটেরিয়াম
વેન્ટિલેશન,অবাধে বায়ু - চলাচলের ব্যবস্থা
વેન્ટિલેટર,ভেন্টিলেটর
વેરામદાહ,ভেরামদাহ
વેસ્ટિબ્યુલ,ভেস্টিবুল
વિલા,ভিলা
