Tamil,Assamese
சிறைபிடிக்கப்பட்ட கப்பல்துறை,জব্দ কৰা ডক
நில வருவாய் அதிகரிப்பு,ভূমিৰ ৰাজহ বৃদ্ধি
சுதந்திர சாரக்கட்டு,স্বতন্ত্ৰ মৰাপাট
உள்வாங்கப்பட்டது,কঠিন
ஆரம்ப அழுத்த அழுத்தம்,প্ৰাৰম্ভিক প্ৰিষ্ট্ৰেছ
ஆரம்ப பதற்றம்,প্ৰাৰম্ভিক উত্তেজনা
உள்நாட்டு நீர்வழி துறைமுகம்,অভ্যন্তৰীণ জলপথ বন্দৰ
காப்பு பலகை,ইনচুলেটিং বৰ্ড
இடைநிலை துறைமுகம்,মধ্যৱৰ্তী বন্দৰ
உள் உராய்வு,আভ্যন্তৰীণ ঘৰ্ষণ
உள் மண்டல மண்,ইন্ট্ৰাজ’নেল মাটি
அயன்,আয়ন
அயன் பரிமாற்றம்,আয়ন বিনিময়
இரும்பு சட்டி,লোহাৰ কেৰাহী
பாசன நிலம்,জলসিঞ্চিত মাটি
நீர்ப்பாசனம்,জলসিঞ্চন
பாசன செஸ்,জলসিঞ্চনৰ চেছ
ஜம்ப்,জাম্ব
தள்ளாட்டம்,জগল কৰক
ஜாக்கிள் முள்,জগল পিন
ஜூல்,জৌলে
குதிப்பவர்,জাম্পাৰ
கிலோகிராம்,কিলোগ্ৰাম
கிலோகிராம் படை,কিলোগ্ৰাম বল
கிலோகிராம் விசை மீட்டர்,কিলোগ্ৰাম বল মিটাৰ
கிலோவாட் மணி,কিলোৱাট ঘন্টা
கிங் மூடல்,ৰজা বন্ধ
சமையலறை,পাকঘৰ
லேஸ்டு நெடுவரிசை,লেচযুক্ত স্তম্ভ
பின்னடைவு,পিছ পৰি থকা
லமெல்லா வேர்,লেমেলা শিপা
லேமினார் ஓட்டம்,লেমিনাৰ প্ৰবাহ
விளக்கு துளை,লেম্পৰ ফুটা
நிலப் பெருக்கம்,ভূমি বৃদ্ধি
நில சறுக்கல்,ভূমি পিছলি যোৱা
லேட்டரைட்,লেটাৰাইট
லேட்டரைட் மண்,লেটাৰাইট মাটি
பெரிய எண்களின் சட்டம்,বৃহৎ সংখ্যকৰ নিয়ম
தளவமைப்பு திட்டம்,বিন্যাস পৰিকল্পনা
பேரேடு,লেজাৰ
சுண்ணாம்பு பான்,চূণৰ কেৰাহী
லிண்டல்,লিণ্টেল
திரவ வரம்பு,তৰল সীমা
நேரடி சுமை,লাইভ লোড
களிமண்,লোম
உள்ளூர் வெளியேற்ற காற்றோட்டம்,স্থানীয় এক্সজেষ্ট ভেণ্টিলেচন
லோகோ முற்றம்,লোকো চোতাল
லூஸ்,ল&#39;ছ
குறைந்த பிளாஸ்டிக் வரம்பு,প্লাষ্টিকৰ সীমা কম কৰা
குறைந்த வெப்ப சிமெண்ட்,কম তাপত চিমেণ্ট
இயந்திர மோல்டிங்,মেচিন মল্ডিং
மேக்ரோஸ்ட்ரக்சர்,বৃহৎ গঠন
முக்கிய தலைமை சீராக்கி,মূল মূৰ নিয়ন্ত্ৰক
முக்கிய துறைமுகம்,মূল বন্দৰ
ஒப்பனை காற்று,মেকআপ এয়াৰ
மான்சார்ட்,মানচাৰ্ড
மார்ஷலிங் முற்றம்,মাৰ্শ্বেলিং গজ
கொத்து,শিলৰ কাম
முதிர்ச்சியடைந்த வெப்பநிலை,পৰিপক্ক উষ্ণতা
இடைமட்ட மாடி,মেজেনিন মজিয়া
இயந்திர பகுப்பாய்வு,যান্ত্ৰিক বিশ্লেষণ
இயந்திர காற்றோட்டம்,যান্ত্ৰিক বায়ু চলাচল
மெட்ரிக் அமைப்பு,মেট্ৰিক ব্যৱস্থা
நுண் கட்டமைப்பு,অণুগাঁথনি
மில்லிக்கு சமம்,মিলি সমতুল্য
ஒரு லிட்டருக்கு மில்லி சமம்,প্ৰতি লিটাৰত মিলি সমতুল্য
கனிம,খনিজ পদাৰ্থ
கனிம மண்,খনিজ মাটি
சிறிய துறைமுகம்,সৰু বন্দৰ
மிட்ரெட் மூடல்,মাইট্ৰেড বন্ধ
நடமாடும் மண் கொலாய்டு,চলন্ত মাটিৰ কলয়ড
ஈரப்பதம்,আৰ্দ্ৰতা
ஈரப்பதம் சாய்வு,আৰ্দ্ৰতাৰ গ্ৰেডিয়েণ্ট
ஒற்றைக்கல்,মনোলিথ
மோனோரயில்,মনোৰেল
தேசிய துறைமுக சபை,ৰাষ্ট্ৰীয় বন্দৰ পৰিষদ
இயற்கை படுக்கை,প্ৰাকৃতিক বিচনা
இயற்கையான பூச்சு,প্ৰাকৃতিক ফিনিচিং
இயற்கை துறைமுகம்,প্ৰাকৃতিক বন্দৰ
இயற்கை காற்றோட்டம்,প্ৰাকৃতিক বায়ু চলাচল
கடற்படை துறைமுகம்,নৌসেনাৰ বন্দৰ
நியூட்டன்,নিউটন
சீரற்ற ஓட்டம்,নন ইউনিফৰ্ম প্ৰবাহ
நீர் வீதத்தை ஆக்கிரமித்துள்ளது,পানীৰ হাৰ দখল কৰে
எண்ணெய் வண்ணப்பூச்சு,তেলৰ ৰং
எண்ணெய் கிணறு சிமெண்ட்,তেলৰ কুঁৱাৰ চিমেণ্ট
திறந்த சேனல் ஓட்டம்,মুকলি চেনেলৰ প্ৰবাহ
உகந்த ஈரப்பதம்,অনুকূল আৰ্দ্ৰতা
கரிம மண்,জৈৱিক মাটি
நோக்குநிலை,অভিবিন্যাস
ஆர்த்தோகனல்,অৰ্থোগনেল
ஆர்ட்ஸ்டீன்,অৰ্টষ্টেইন
வெளிப்புற சமிக்ஞை,বাহিৰৰ সংকেত
ஆக்சிஜனேற்றம்,অক্সিডেচন
சரக்கறை,পেণ্ট্ৰি
பாரபெட்,পেৰাপেট
பாரபெட் சுவர்,পেৰাপেটৰ দেৱাল
பெற்றோர் பொருள்,অভিভাৱকৰ সামগ্ৰী
கூழாங்கல் வார்ப்பு பிளாஸ்டர்,শিলগুটি ঢালাই প্লাষ্টাৰ
பெடல்பர்,পেডালফাৰ
பெடோகல்,পেড&#39;কেল
பெடோஜெனெசிஸ்,পেড’জেনেছিছ
பெடாலஜி,পেড’লজি
பெடோஸ்பியர்,পেড’স্ফিয়াৰ
பெனெட்ரோமீட்டர்,পেনেট্ৰ’মিটাৰ
பென்ட் கூரை,পেণ্ট ছাদ
பெப்டிசிங் முகவர்,পেপটাইজিং এজেণ্ট
பகுப்பாய்வு காலம்,বিশ্লেষণৰ সময়ছোৱা
பெர்பென்ட்,পাৰ্পেণ্ড
பெர்ஸர்ப்ஷன்,পাৰ্চৰ্পচন
பையர்,ঘাট
பிலாஸ்டர்,পিলাষ্টাৰ
பிட்ச்,চূড়া
பிட்ச் கூரை,পিচড ছাদ
வெற்று கான்கிரீட்,সাধাৰণ কংক্ৰিট
விமான கோணம்,সমতল কোণ
சமவெளி முற்றம்,সাধাৰণ চোতাল
பிளான்சோல்,প্লেনছল
பிளாஸ்டிக் நிலைத்தன்மை,প্লাষ্টিকৰ স্থায়িত্ব
பிளாஸ்டிசிட்டி,প্লাষ্টিচিটি
பிளாஸ்டிசிட்டி இன்டெக்ஸ்,প্লাষ্টিচিটি সূচকাংক
பிளாஸ்டிசிட்டி வரம்பு,প্লাষ্টিচিটিৰ সীমা
பிளாஸ்டிசிட்டி வரம்பு,প্লাষ্টিচিটিৰ পৰিসৰ
பிளாட்டி அமைப்பு,প্লেটি গঠন
பீடம்,প্লিন্থ
உழவு மண்,হাল বোৱা মাটি
பிளம் கல்,প্লামৰ শিল
போட்ஸோல்,পডজোলে
சுட்டி,আঙুলিয়াই দি
பலகோண சுவர்,বহুভুজীয়া বেৰ
துளை இடம்,ছিদ্ৰৰ স্থান
துறைமுகம்,বন্দৰ
நேர்மறை காற்றோட்டம்,পজিটিভ ভেন্টিলেচন
புல்வெளி மண்,প্ৰেয়ৰী মাটি
துல்லியம்,নিখুঁততা
முதன்மை துகள்,প্ৰাথমিক কণা
பிரிஸ்மாடிக் அமைப்பு,প্ৰিজমেটিক গঠন
உற்பத்தி வேலை,উৎপাদনশীল কাম
திட்ட நியாயப்படுத்தல்,প্ৰকল্পৰ ন্যায্যতা
பாதுகாப்பு வேலை,সুৰক্ষামূলক কাম
போலி-மைசீலியம்,ছ্যুড’-মাইচেলিয়াম
குட்டை,পুখুৰী
புக்கிங்,পাগিং
பியூமிஸ்,পিউমিচ
குத்து,পাঞ্চিয়ন
பொம்மை,পুতলা
புட்லாக்,পুটলগ
புட்லாக் சாரக்கட்டு,পুটলগ মৰাপাট
அளவு சர்வேயர்,পৰিমাণ জৰীপকাৰী
குவாரி சாறு,শিলৰ ৰস
குவே,ঘাট
ராணி மூடல்,কুইন বন্ধ
குவோயின்,কুইইন
ராஃப்ட் அடித்தளம்,ৰাফ্ট ফাউণ্ডেচন
ரேக்கர்,ৰেকাৰ
ரேக்கிங்,ৰেকিং
ரேக்கிங் பத்திரம்,ৰেকিং বণ্ড
ரேக்கிங் ஒளிரும்,ৰেকিং ফ্লেছিং
வேகமாக மாறுபடும் ஓட்டம்,দ্ৰুতগতিত পৰিৱৰ্তনশীল প্ৰবাহ
திரும்பப் பெறக்கூடிய கட்டணம்,আদায়যোগ্য পেমেণ্ট
சிவப்பு பூமி,ৰঙা মাটি
சிவப்பு களிமண்,ৰঙা লোম
சீராக்கி,নিয়ন্ত্ৰক
ரெகர் அல்லது கருப்பு பருத்தி மண்,ৰেগুৰ বা ক’লা কপাহী মাটি
திருப்பிச் செலுத்தும் ஒப்பந்தம்,ৰিপেমেণ্ট চুক্তি
எஞ்சிய சுருக்கம்,অৱশিষ্ট সংকোচন
எஞ்சிய மண்,অৱশিষ্ট মাটি
வெளிப்படுத்து,প্ৰকাশ কৰা
பின்னை வெளிப்படுத்து,পিন প্ৰকাশ কৰক
டை வெளிப்படுத்து,টাই প্ৰকাশ কৰক
ரிட்ஜ்,ৰিজ
ரிட்ஜ் கேப்பிங்,ৰিজ কেপিং
நதி,নদী
சாலை நிலை,ৰোড ষ্টেড
கரடுமுரடான பிளாஸ்டர்,ৰুক্ষ প্লাষ্টাৰ
இடிபாடுகள்,ধ্বংসাৱশেষ
இடிந்த கொத்து,ধ্বংসাৱশেষৰ শিলৰ কাম
இடிந்த சுவர்,ধ্বংসাৱশেষৰ দেৱাল
இயங்கும் அளவீடு,চলি থকা জোখ-মাখ
பாதுகாப்பான தாங்கும் திறன்,নিৰাপদ বহন ক্ষমতা
உப்பு படிந்து,নিমখৰ গ্লেজ
மாதிரி அளவு,নমুনাৰ আকাৰ
மாதிரி விநியோகம்,নমুনা বিতৰণ
மாதிரி பிழை,নমুনা সংগ্ৰহৰ ভুল
மணல்,বালি
மணல் பூச்சு,বালিৰ ফিনিচিং
மணல் கை மோல்டிங்,বালিৰ হাতৰ মল্ডিং
மணல் அள்ளுதல்,ছেণ্ডিং
நிறைவுற்ற மண்,সংপৃক্ত মাটি
நிறைவுற்ற மண் பேஸ்ட்,সংপৃক্ত মাটিৰ পেষ্ট
செறிவூட்டல் சாறு,চেচুৰেচন এক্সট্ৰেক্ট
செறிவூட்டல் சதவீதம்,চেচুৰেচন শতাংশ
சாசர் குவிமாடம்,চচৰ গম্বুজ
சாரக்கட்டு,মৰাপাট
ஷிஸ்ட்,শ্বিষ্ট
கடல் துறைமுகம்,সাগৰীয় বন্দৰ
ரகசிய சாக்கடை,গোপন নালা
இரண்டாவது,দ্বিতীয়
வண்டல் பகுப்பாய்வு,পলস বিশ্লেষণ
அரை செயற்கை துறைமுகம்,অৰ্ধকৃত্ৰিম বন্দৰ
அரை அலை கப்பல்,অৰ্ধ জোৱাৰ-ভাটাৰ ডক
முதுமை,চেনিল
ஷேல்,শ্বেল
தாள் குவியல்,শ্বীটৰ স্তূপ
சுருக்க வரம்பு,সংকোচনৰ সীমা
ஷட்டரிங்,শ্বাটাৰিং
சியாலிடிக் மண்,চিয়ালিটিক মাটি
சிரோஜெம்,ছিয়েৰ’জেম
சில்லு,চিল
வண்டல் மண்,পলি
ஒற்றை சதை இரத்தம்,একক ফ্লেমিছ তেজ
ஒற்றை தானிய அமைப்பு,একক দানাযুক্ত গঠন
எலும்பு மண்,কংকালৰ মাটি
பாவாடை,স্কাৰ্টিং
ஸ்லீப்பர் சுவர்,স্লিপাৰ ৱাল
பக்கவாட்டு சாக்கடை,কাষৰ নালা
ஸ்லைடு விதி,স্লাইড নিয়ম
ஸ்லிப் டாக்,স্লিপ ডক
ஸ்மோனிசா,স্মোনিজা
ஊறவைத்தல்,তিয়াই থোৱা
மண் சங்கம்,মাটিৰ সংঘ
மண் வகுப்பு,মাটিৰ শ্ৰেণী
மண் வளாகம்,মাটিৰ জটিলতা
மண் நிலைத்தன்மை,মাটিৰ স্থায়িত্ব
மண் குடும்பம்,মাটি পৰিয়াল
மண் சட்ட வேலை,মাটিৰ ফ্ৰেমৰ কাম
மண்ணின் ஈரப்பதம்,মাটিৰ আৰ্দ্ৰতা
மண்ணின் ஈரப்பதம் பெருக்கம்,মাটিৰ আৰ্দ্ৰতা বৃদ্ধি
மண்ணின் ஈரப்பதம் குறைபாடு,মাটিৰ আৰ্দ্ৰতাৰ ঘাটি
மண் உருவவியல்,মাটিৰ আকৃতিবিজ্ঞান
மண் துகள்,মাটিৰ কণা
மண் கட்டம்,মাটিৰ পৰ্যায়
மண் விவரக்குறிப்பு,মাটিৰ প্ৰফাইল
மண் எதிர்வினை,মাটিৰ বিক্ৰিয়া
மண் பிரிகிறது,মাটি পৃথক হয়
மண் தொடர்,মাটিৰ শৃংখলা
மண் தீர்வு,মাটিৰ দ্ৰৱ
மண் அமைப்பு,মাটিৰ গঠন
மண் அமைப்பு,মাটিৰ টেক্সচাৰ
மண் வகை,মাটিৰ প্ৰকাৰ
சோலம்,ছলুম
சோர்ப்ஷன்,শোষণ
ஸ்பால்கள்,Spalls
குறிப்பிட்ட அயனி விளைவு,নিৰ্দিষ্ট আয়ন প্ৰভাৱ
சதுர வடிவ இடிபாடுகள்,বৰ্গক্ষেত্ৰৰ কোৰ্চযুক্ত ধ্বংসাৱশেষৰ শিলৰ কাম
ஸ்கொயர் ரெகுலர் கோர்ஸ்டு இடிந்த கல் கொத்து,বৰ্গক্ষেত্ৰৰ নিয়মীয়া কোৰ্চযুক্ত ধ্বংসাৱশেষ শিলৰ কাম
நிலையான ஓட்டம்,স্থিৰ প্ৰবাহ
மிளிரும் படி,ফিচফিচাই ষ্টেপ কৰিলে
ஒட்டும் தன்மை,আঠাযুক্ততা
ஒட்டும் புள்ளி,ষ্টিক পইণ্ট
கல்,শিল
ஸ்லோப் கை மோல்டிங்,স্লপ হেণ্ড মল্ডিং
பட்டா கீல்,ষ্ট্ৰেপ হিঞ্জ
வைக்கோல் பலகை,ষ্ট্ৰ’ বৰ্ড
ஸ்ட்ரீம்,নিজৰা
மன அழுத்தம்,চাপ
நீட்டுபவர்,ষ্ট্ৰেচাৰ
ஸ்ட்ரெச்சர் பிணைப்பு,ষ্ট্ৰেচাৰ বণ্ড
ஸ்ட்ரெச்சர் படிப்பு,ষ্ট্ৰেচাৰ কোৰ্চ
லேசான கயிறு,তাঁৰ
சரம் பாடநெறி,ষ্ট্ৰিং কোৰ্চ
கட்டமைப்பு காரணி,গঠন কাৰক
கட்டமைப்பு குறியீடு,গঠন সূচকাংক
ஸ்டக்கோ,ষ্টুকো
வீரியமான,ষ্টড
ஸ்டைலோபேட்,ষ্টাইলবেট
துணை மண்,উপ মাটি
துணை அமைப்பு,উপ গঠন
கூட்டுத்தொகை வளைவு,যোগফল বক্ৰ
சன் மைக்கா,সূৰ্য্যৰ মাইকা
சூப்பர் கட்டமைப்பு,চুপাৰ ষ্ট্ৰাকচাৰ
நிலமளப்போர்,জৰীপকাৰী
எஸ்-மதிப்பு,S-মান
அங்கும் இங்கும் அசை,লুট
ஸ்வான் கழுத்து,হাঁসৰ ডিঙি
கூடாரம்,তম্বু
மேஜை கை மோல்டிங்,টেবুল হেণ্ড মল্ডিং
டேங்கிங்,টেংকিং
டெம்பீட்டோ,টেম্পিয়েট্টো
வெப்பநிலை மாற்றம்,টেম্পাৰিং
டெம்ப்ளேட்,টেমপ্লেট
டெம்ப்ளேட்,টেমপ্লেট
டெபிடேரியம்,টেপিডাৰিয়াম
டெரகோட்டா,টেৰাকোটা
டெர்ரா ரோசா,টেৰা ৰোজা
டெர்ராஸோ,টেৰাজো
டெட்ரா பாணி,টেট্ৰা ষ্টাইল
வரம்பு வரம்பு மதிப்பு,থ্ৰেছহ&#39;ল্ড সীমা মান
தொண்டை,নেলু
கல் மூலம்,শিলৰ মাজেৰে
டைடல் பேசின்,জোৱাৰ-ভাটাৰ অৱবাহিকা
டை பார்,টাই বাৰ
கற்றை கட்டவும்,টাই বিম
டை ராட்,টাই ৰড
Tirs,তিৰছ
சகிப்புத்தன்மை,সহনশীলতা
பல்வலி,দাঁত ওলোৱা
மேல் மண் அல்லது மேற்பரப்பு மண்,ওপৰৰ মাটি বা পৃষ্ঠৰ মাটি
மொத்த போரோசிட்டி,মুঠ ছিদ্ৰতা
டிரேசரி,ট্ৰেচাৰী
ரயில் எதிர்ப்பு,ট্ৰেইন ৰেজিষ্টেন্স
இடமாற்றம்,ট্ৰেন্সেপ্ট
இடைநிலை மண்,সংক্ৰমণকালীন মাটি
டிரான்ஸ்சம்,ট্ৰেন্সম
போக்குவரத்து மண்,পৰিবহণ মাটি
துணை நதி,ট্ৰিবিউটাৰী
டிரிஃபோரியம்,ট্ৰাইফ’ৰিয়াম
ட்ரைகிளிஃப்,ট্ৰিগ্লিফ
துண்டிக்கப்பட்ட மண்,ছেদ কৰা মাটি
கொந்தளிப்பான ஓட்டம்,অশান্ত প্ৰবাহ
சிறு கோபுரம்,টাৰেট
டைம்பார் எண்,টিম্পাৰ num
இறுதி தாங்கும் திறன்,চূড়ান্ত বহন ক্ষমতা
அல்டிமேட் பிஎச்,চূড়ান্ত ph
ஒழுங்கற்ற சீரற்ற இடிந்த கொத்து,আনকোৰ্চড ৰেণ্ডম ধ্বংসাৱশেষ শিলৰ কাম
கட்டமைக்கப்படாத சதுர இடிபாடுகள்,আনকোৰ্চড বৰ্গক্ষেত্ৰৰ ধ্বংসাৱশেষৰ শিলৰ কাম
அண்டர்கிராஃப்ட்,আণ্ডাৰক্ৰফ্ট
நிரப்பப்படாத போரோசிட்டி,ভৰোৱা নোহোৱা ছিদ্ৰতা
சீரான ஓட்டம்,একেধৰণৰ প্ৰবাহ
அலகு சட்ட வகை சாரக்கட்டு,ইউনিট ফ্ৰেম ধৰণৰ মৰাপাট
பயனற்ற வேலை,অনুত্পাদনশীল কাম
நிறைவுறா மண்,অসংপৃক্ত মাটি
நிலையற்ற ஓட்டம்,অস্থিৰ প্ৰবাহ
மேல் பிளாஸ்டிக் வரம்பு,প্লাষ্টিকৰ ওপৰৰ সীমা
பள்ளத்தாக்கு சாக்கடை,উপত্যকাৰ নালা
வால்ட்,ভল্ট
வெட்டாரியம்,ভেটেৰিয়াম
காற்றோட்டம்,বায়ু চলাচল কৰা
மறுபடியும்,ভেন্টিলেটৰ
வெரம்தா,ভেৰামদহ
வேஸ்டிபுல்,ভেষ্টিবুল
வில்லா,ভিলা
