Malayalam,Punjabi
1. വൃത്തിയാക്കൽ 2. സ്‌ക്രബ്ബിംഗ് 3. വൃത്തിയാക്കൽ 4. ശുദ്ധീകരണം,1. ਸਫਾਈ 2. ਰਗੜਨਾ 3. ਸਫਾਈ 4. ਸ਼ੁੱਧੀਕਰਨ
സ്ഥിരമായ പരാഗണം,ਲਗਾਤਾਰ ਪਰਾਗਣ
ക്രൂസിഫറസ് ഫലം,cruciferous ਫਲ
കാലാവസ്ഥ,ਜਲਵਾਯੂ
കാലാവസ്ഥാ ശാസ്ത്രം,ਜਲਵਾਯੂ ਵਿਗਿਆਨ
കത്രിക,ਕੱਟਣਾ
പിണ്ഡം (കളിമണ്ണ്),ਗੰਢ (ਮਿੱਟੀ)
ക്ലോൺ,ਕਲੋਨ
1.മേഘങ്ങൾ 2.മേഘങ്ങൾ,1. ਬੱਦਲ 2. ਬੱਦਲ
കൂട്ടം,ਝੁੰਡ
കുല,ਝੁੰਡ
1. പരുക്കൻ 2. പരുക്കൻ 3. അസംസ്കൃതം 4. പരുക്കൻ,1. ਮੋਟਾ 2. ਮੋਟਾ 3. ਕੱਚਾ 4. ਮੋਟਾ
1. കവർ 2. ലെതറെറ്റ്,1. ਕਵਰ 2. ਚਮੜਾ
കോയ,ਕੋਯਾ
1. കോഎൻസൈം 2. കോ-എൻസൈം,1. ਕੋਐਨਜ਼ਾਈਮ 2. ਕੋ-ਐਨਜ਼ਾਈਮ
കെട്ടുറപ്പ്,ਤਾਲਮੇਲ
1. നാരുകൾ (ചണം ചണം) 2. കോക്കനട്ട് കോഴ്സ്,1. ਫਾਈਬਰ (ਜੂਟ ਜੂਟ) 2. ਨਾਰੀਅਲ ਮੋਟੇ
മുളങ്കൂർ ചോല,ਮੁਲੰਕੁਰ ਚੋਲਾ
,
കൊളോയിഡ് (മണ്ണ്),ਕੋਲਾਇਡ (ਮਿੱਟੀ)
1.നിര 2.കൊലുമെല്ല,1.ਕਾਲਮ 2.ਕੋਲੁਮੇਲਾ
1. പെനാൽറ്റി 2. കോളം 3. കോളം,1. ਜੁਰਮਾਨਾ 2. ਕਾਲਮ 3. ਕਾਲਮ
കൂട്ടായ്മ,ਸਾਂਝ
കൊമേഴ്സ്യൽ ബാങ്ക്,ਵਪਾਰਕ ਬੈਂਕ
1. ചരക്ക് 2. ചരക്ക്,1. ਵਸਤੂ 2. ਵਪਾਰਕ ਮਾਲ
സമൂഹം,ਭਾਈਚਾਰਾ
സങ്കോചം (മണ്ണിന്റെ),ਮਿਸ਼ਰਣ (ਮਿੱਟੀ ਦਾ)
1. അനുയോജ്യത 2. അനുയോജ്യത,1. ਅਨੁਕੂਲਤਾ 2. ਅਨੁਕੂਲਤਾ
അനുയോജ്യത,ਅਨੁਕੂਲਤਾ
1. നഷ്ടപരിഹാരം 2. നഷ്ടപരിഹാരം,1. ਮੁਆਵਜ਼ਾ 2. ਮੁਆਵਜ਼ਾ
മത്സരപരമായ ഇടപെടൽ,ਪ੍ਰਤੀਯੋਗੀ ਪਰਸਪਰ ਪ੍ਰਭਾਵ
സപ്ലിമെന്റ് വിള,ਪੂਰਕ ਫਸਲ
1. സംയുക്തം 2. സങ്കീർണ്ണമായ,1. ਸੰਯੁਕਤ 2. ਗੁੰਝਲਦਾਰ
ഘടകഭാഗം,ਸੰਵਿਧਾਨਕ
രചന,ਰਚਨਾ
കമ്പോസ്റ്റ്,ਖਾਦ
കൂട്ടുപലിശ,ਮਿਸ਼ਰਿਤ ਵਿਆਜ
കണക്കുകൂട്ടൽ,ਗਣਨਾ
1. കമ്പ്യൂട്ടർ 2. കമ്പ്യൂട്ടർ,1. ਕੰਪਿਊਟਰ 2. ਕੰਪਿਊਟਰ
1. ഏകാഗ്രത 2. ഏകാഗ്രത,1. ਇਕਾਗਰਤਾ 2. ਇਕਾਗਰਤਾ
1. ഒപ്റ്റിമൈസർ 2. റിവൈറ്റലൈസർ,1. ਆਪਟੀਮਾਈਜ਼ਰ 2. ਰੀਵਾਈਟਲਾਈਜ਼ਰ
ചാലകത,ਚਾਲਕਤਾ
1. കോൺഫിഗറേഷൻ 2. കോൺഫിഗറേഷൻ,1. ਸੰਰਚਨਾ 2. ਸੰਰਚਨਾ
1. അനുരൂപത 2. കോൺഫിഗറേഷൻ 3. അനുരൂപത,1. ਅਨੁਕੂਲਤਾ 2. ਸੰਰਚਨਾ 3. ਅਨੁਕੂਲਤਾ
1. സംയോജനം 2. ഹൈബ്രിഡൈസേഷൻ,1. ਏਕੀਕਰਣ 2. ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ
സംയോജനം,ਸੰਜੋਗ
1. അഡിറ്റീവ് 2. കണക്റ്റീവ്,1. ਜੋੜਨ ਵਾਲਾ 2. ਜੋੜਨ ਵਾਲਾ
സംരക്ഷണം,ਸੁਰੱਖਿਆ
ഏകീകരണം,ਏਕੀਕਰਨ
1. ചേരുവ 2. ചേരുവകൾ,1. ਸਮੱਗਰੀ 2. ਸਮੱਗਰੀ
ഉപഭോക്താവ്,ਖਪਤਕਾਰ
ഉപഭോഗം,ਖਪਤ
മലിനീകരണം,ਗੰਦਗੀ
കോണ്ടൂർ നടീൽ,ਕੰਟੂਰ ਲਾਉਣਾ
കോണ്ടൂർ ലൈൻ,ਕੰਟੋਰ ਲਾਈਨ
1. കരാർ കൃഷി 2. കരാർ കൃഷി 3. കരാർ കൃഷി,1. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 2. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ 3. ਕੰਟਰੈਕਟ ਫਾਰਮਿੰਗ
നിയന്ത്രിത അന്തരീക്ഷ സംഭരണം,ਨਿਯੰਤਰਿਤ ਵਾਯੂਮੰਡਲ ਸਟੋਰੇਜ਼
സഹകരണ ബാങ്ക്,ਸਹਿਕਾਰੀ ਬੈਂਕ
സഹകരണ സംഘം അംഗം,ਸਹਿਕਾਰੀ ਸਭਾ ਦੇ ਮੈਂਬਰ
ഗുൽമാവാൻ,ਗੁਲਮਾਵਨ
സമചതുര,ਘਣ
1. ദൽപുഞ്ച് 2. കൊറോള,1. ਦਲਪੁੰਜ 2. ਕੋਰੋਲਾ
1. കോർട്ടെക്സ് 2. കോർട്ടക്സ്,1. ਕਾਰਟੈਕਸ 2. ਕਾਰਟੈਕਸ
ചെലവ്,ਲਾਗਤ
കോട്ടിലിഡൺ,cotyledon
ക്രെഡിറ്റ് കമ്മിറ്റി,ਕ੍ਰੈਡਿਟ ਕਮੇਟੀ
1. കടം കൊടുക്കൽ 2. ക്രെഡിറ്റ്,1. ਉਧਾਰ 2. ਕ੍ਰੈਡਿਟ
1. കടം കൊടുക്കുന്നയാൾ 2. കടം കൊടുക്കുന്നയാൾ,1. ਰਿਣਦਾਤਾ 2. ਲੈਣਦਾਰ
1. ശിഖരം 2. ശീർഷകം 3. ശിഖരം,1. ਕਰੈਸਟ 2. ਸਿਰਾ 3. ਸਪਾਇਰ
പിൻവലിക്കൽ,ਵਾਪਸੀ
പ്രശ്നം,ਸਮੱਸਿਆ
പരീക്ഷ,ਟੈਸਟ
വിമർശനാത്മകം,ਨਾਜ਼ੁਕ
വിള ഇൻഷുറൻസ്,ਫਸਲ ਬੀਮਾ
വിള വായ്പ,ਫਸਲ ਕਰਜ਼ਾ
1. വിള 2. വിള,1. ਫਸਲ 2. ਫਸਲ
കൃഷി പ്രദേശം,ਕਾਸ਼ਤ ਖੇਤਰ
ക്രോസ് പൊരുത്തമില്ലാത്ത,ਪਾਰ ਅਸੰਗਤ
1. കിരീടം 2. പിനാക്കിൾ (സസ്യം),1. ਤਾਜ 2. ਸਿਖਰ (ਪੌਦਾ)
മൃദുവായ കണങ്ങൾ,ਨਰਮ ਕਣ
പുറംതോട്,ਛਾਲੇ
1. ക്രിപ്‌റ്റോഗാം 2. നോൺ-ഫ്ലോറിഫോം,1. ਕ੍ਰਿਪਟੋਗਾਮ 2. ਗੈਰ-ਫਲੋਰੀਫਾਰਮ
അരിവാൾ (പഴം),ਛਾਂਟੀ (ਫਲ)
പേന,ਕਲਮ
കൃഷി ഇനം,ਕਿਸਮ ਦੀ ਕਿਸਮ
1. ട്രാക്ഷൻ 2. കൃഷി 3. കൃഷി,1. ਟ੍ਰੈਕਸ਼ਨ 2. ਖੇਤੀਬਾੜੀ 3. ਖੇਤੀ
1. കർഷകൻ 2. കൃഷിക്കാരൻ,1. ਕਿਸਾਨ 2. ਕਾਸ਼ਤਕਾਰ
1. കൃഷി 2. കൃഷി 3. വളർത്തൽ,1. ਕਾਸ਼ਤ 2. ਕਾਸ਼ਤ 3. ਪਾਲਣ
1.വിഭവം 2.തയ്യാറെടുപ്പ്,1.ਸਰੋਤ 2.ਤਿਆਰੀ
1.കുന്തളൻ 2.കുഞ്ചോൻ,1.ਕੁੰਤਲਨ 2.ਕੁੰਚਨ
ഭാവം,ਆਸਣ
1. പുറംതൊലി 2. പുറംതൊലി,1. ਐਪੀਡਰਰਮਿਸ 2. ਛੱਲੀ
1. പേന 2. മുറിക്കൽ 3. മുറിക്കൽ 4. മുറിക്കൽ 5. മുറിക്കൽ,1. ਕਲਮ 2. ਕੱਟਣਾ 3. ਕੱਟਣਾ 4. ਕੱਟਣਾ 5. ਕੱਟਣਾ
1. വിര കോർപ്പസ് 2. സിസ്റ്റ് 3. സിസ്റ്റ് 4. വികലമായ മുഴ 5. നിയോപ്ലാസം,1. ਕੀੜਾ ਸਰੀਰ 2. ਸਿਸਟ 3. ਗੰਢ 4. ਵਿਗੜਿਆ ਗੰਢ 5. ਨਿਓਪਲਾਜ਼ਮ
സൈറ്റോക്രോം,cytochrome
സെൽ കപ്ലിംഗ്,ਸੈੱਲ ਜੋੜਨਾ
കോശ പുനരുൽപാദനം,ਸੈੱਲ ਪ੍ਰਜਨਨ
സെൽ ജനിതകശാസ്ത്രം,ਸੈੱਲ ਜੈਨੇਟਿਕਸ
സൈറ്റോപ്ലാസ്മിക് ഡിവിഷൻ,cytoplasmic ਡਿਵੀਜ਼ਨ
സെൽ ബയോളജി,ਸੈੱਲ ਜੀਵ ਵਿਗਿਆਨ
സെൽ ലിസിസ്,ਸੈੱਲ lysis
1. സൈറ്റോമിയർ 2. സെൽ സെഗ്മെന്റേഷൻ,1. ਸਾਇਟੋਮੇਰ 2. ਸੈੱਲ ਸੈਗਮੈਂਟੇਸ਼ਨ
സൈറ്റോപ്ലാസം,cytoplasm
1. ഡയറി 2. ഡയറി,1. ਡੇਅਰੀ 2. ਡੇਅਰੀ
ക്ഷീര വ്യവസായം,ਡੇਅਰੀ ਉਦਯੋਗ
1. ഡാം 2. ബ്രീഡർ,1. ਡੈਮ 2. ਬਰੀਡਰ
ദിവസം സമ്പൂർണ്ണ പ്ലാന്റ്,ਦਿਨ ਦਾ ਸੰਪੂਰਨ ਪੌਦਾ
പൂവിടുമ്പോൾ ദിവസം,ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ
മുഴുവൻ പൂവിടുമ്പോൾ ഒരു ദിവസം,ਪੂਰੇ ਫੁੱਲ ਦੇ ਬਾਅਦ ਦਿਨ
കാര്യക്ഷമതയില്ലായ്മ,ਅਕੁਸ਼ਲਤਾ
ഡീകാൽസിഫിക്കേഷൻ,decalcification
1. ഡിസ്ലോഡ്ജ് 2. ഡിസ്ലോഡ്ജ്,1. ਡਿਸਲੋਜ 2. ਡਿਸਲੋਜ
ക്ഷയം,ਸੜਨ
ഇലപൊഴിയും,ਪਤਝੜ
1. ദശാംശം 2. ദശാംശം,1. ਦਸ਼ਮਲਵ 2. ਦਸ਼ਮਲਵ
അപകർഷത,ਘਟੀਆਪਨ
അനുരൻ (മണ്ണ്),ਅਨੁਰਾਨ (ਮਿੱਟੀ)
വിപുഷ്പൻ,ਵਿਪੁਸ਼ਪਨ
ബില്ലിംഗ്,ਬਿਲਿੰਗ
വനനശീകരണം,ਕਟਾਈ
അപമാനം,ਬਦਨਾਮੀ
തരംതാഴ്ത്തൽ,ਪਤਨ
ഭാഗം ദിവസം,ਭਾਗ ਦਿਨ
1. അളവ് 2. ഭാഗം,1. ਮਾਤਰਾ 2. ਹਿੱਸਾ
അപചയം,dehiscence
തൊണ്ട നീക്കം,ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ
തൊണ്ട നീക്കം,ਭੂਸੀ ਨੂੰ ਹਟਾਉਣਾ
നിർജ്ജലീകരണം,ਡੀਹਾਈਡਰੇਸ਼ਨ
ജലരഹിതമായ,ਨਿਹਾਈਡ੍ਰਸ
ആവശ്യം,ਮੰਗ
1. ഡീനാറ്ററേഷൻ 2. ഗുണനം,1. ਵਿਨਾਸ਼ਕਾਰੀ 2. ਗੁਣਾ
അപകീർത്തിപ്പെടുത്തൽ,ਖੰਡਨ
1. നിക്ഷേപം (മണ്ണ്) 2. നിക്ഷേപം (സാമ്പത്തികശാസ്ത്രം),1. ਜਮ੍ਹਾ (ਮਿੱਟੀ) 2. ਜਮ੍ਹਾ (ਆਰਥਿਕਤਾ)
നിക്ഷേപം,ਜਮ੍ਹਾ
1. മൂല്യത്തകർച്ച 2. മൂല്യത്തകർച്ച,1. ਘਟਾਓ 2. ਘਟਾਓ
ഉപ്പുനീക്കം,ਡੀਸਲੀਨੇਸ਼ਨ
1. വെള്ളം ഉണക്കൽ 2. നിർജ്ജലീകരണം,1. ਪਾਣੀ ਸੁਕਾਉਣਾ 2. ਡੀਹਾਈਡਰੇਸ਼ਨ
1. ഡിസൈൻ 2. ഡിസൈൻ,1. ਡਿਜ਼ਾਈਨ 2. ਡਿਜ਼ਾਈਨ
വരണ്ട,ਸੁੱਕਣ ਵਾਲਾ
കേർണൽ നീക്കം,ਕਰਨਲ ਹਟਾਉਣ
ഡി-ഇന്റർകലേഷൻ,ਡੀ-ਇੰਟਰਕਲੇਸ਼ਨ
സംയോജനം,ਸੰਜੋਗ
1. ആൺ മഞ്ജരി വേർതിരിച്ചെടുക്കൽ (ചോളം) 2. ബല്ലാർ വേർതിരിച്ചെടുക്കൽ,1. ਨਰ ਮੰਜਰੀ ਐਕਸਟਰੈਕਸ਼ਨ (ਮੱਕੀ) 2. ਬੱਲਰ ਐਕਸਟਰੈਕਸ਼ਨ
ബല്ലാർ അല്ലെങ്കിൽ കുന്ദൻ മുറിക്കൽ,ਬੱਲਰ ਜਾਂ ਕੁੰਦਨ ਕੱਟਣਾ
നിർണ്ണയിക്കുന്നയാൾ,ਨਿਰਧਾਰਕ
മൂല്യച്യുതി,devaluation
സസ്യഭക്ഷണം,de-vegetate
വ്യതിയാനം,ਭਟਕਣਾ
ഇരട്ടി,ਡਬਲ
രോഗനിർണയം,ਨਿਦਾਨ
വ്യത്യസ്ത പക്വത,ਵੱਖਰੀ ਪਰਿਪੱਕਤਾ
വിഭജനം,ਵੰਡ
1. ഡൈക്കോട്ടിലിഡൺ 2. ഡൈക്കോട്ടിലിഡൺ (വിത്ത്),1. ਡਾਇਕੋਟਾਈਲਡਨ 2. ਡਾਇਕੋਟਾਈਲਡਨ (ਬੀਜ)
പുറം രോഗം,ਪਿੱਠ ਦੀ ਬਿਮਾਰੀ
1. ഡിഫ്യൂഷൻ 2. ഡിഫ്യൂഷൻ,1. ਫੈਲਾਅ 2. ਪ੍ਰਸਾਰ
ദഹനക്ഷമത,ਪਾਚਨ ਸਮਰੱਥਾ
ഡൈഹൈബ്രിഡ്,ਡਾਇਹਾਈਬ੍ਰਿਡ
1. ഡാം 2. ഡ്രെയിൻ 3. കുടുംബം,1. ਡੈਮ 2. ਡਰੇਨ 3. ਪਰਿਵਾਰ
തുച്ഛമായ,ਮਾਮੂਲੀ
1. ഏകഭാര്യ 2. ഏകഭാര്യ,1. ਮੋਨੋਗੈਮਸ 2. ਮੋਨੋਗੈਮਸ
ഡിപ്ലോയിഡ്,ਡਿਪਲੋਇਡ
1. ഡിപ്ലോയിഡ് 2. ഡിപ്ലോയിഡ്,1. ਡਿਪਲੋਇਡ 2. ਡਿਪਲੋਇਡ
ദ്വിധ്രുവം,dipole
1. വേർതിരിച്ചെടുക്കൽ 2. ബഡ് നീക്കം,1. ਕੱਢਣਾ 2. ਬਡ ਹਟਾਉਣਾ
1. പ്ലോ പ്ലോവിംഗ് 2. സ്പിന്നിംഗ്,1. ਹਲ ਵਾਹੁਣਾ 2. ਕਤਾਈ
കിഴിവ്,ਛੂਟ
അണുനശീകരണം,ਕੀਟਾਣੂਨਾਸ਼ਕ
1. ഡിസ്പർഷൻ 2. ചിതറിക്കൽ,1. ਫੈਲਾਅ 2. ਖਿੰਡਾਉਣਾ
1.ചിതറിക്കൽ 2.വ്യതിയാനം,1. ਖਿੰਡਾਉਣਾ 2. ਪਰਿਵਰਤਨ
വൈവിധ്യവൽക്കരണം,ਵਿਭਿੰਨਤਾ
വൈവിധ്യമാർന്ന കൃഷി,ਵਿਭਿੰਨ ਖੇਤੀਬਾੜੀ
ഡിഎൻഎ ഘട്ടം,ਡੀਐਨਏ ਕਦਮ
ഡിഎൻഎ റിസീവർ,ਡੀ.ਐਨ.ਏ ਪ੍ਰਾਪਤਕਰਤਾ
ഡോക്ക് വാടകയ്ക്ക്,ਡੌਕ ਕਿਰਾਏ &#39;ਤੇ
ഫലപ്രദമായ,ਅਸਰਦਾਰ
സുഷുപ്തി,ਸੁਸਤਤਾ
1. അളവ് 2. അളവ് 3. അളവ്,1. ਮਾਤਰਾ 2. ਖੁਰਾਕ 3. ਖੁਰਾਕ
ഇരട്ട സിഗ്മോയിഡ് കർവ്,ਡਬਲ ਸਿਗਮੋਇਡ ਕਰਵ
1. കാറ്റ് 2. നീട്ടുക,1. ਝੱਖੜ 2. ਖਿੱਚੋ
1. എക്‌സ്‌ഹോസ്റ്റ് ഡ്രെയിൻ 2. മലിനജലം,1. ਐਗਜ਼ੌਸਟ ਡਰੇਨ 2. ਗੰਦਾ ਪਾਣੀ
ഡ്രെയിനേജ്,ਡਰੇਨੇਜ
ട്രാക്ഷൻ,ਖਿੱਚ
1. മരുന്ന് കൊടുക്കുക 2. നനയ്ക്കുക,1. ਦਵਾਈ ਦਿਓ 2. ਭਿੱਜੋ
സൗന്ദര്യവർദ്ധക വസ്തുക്കൾ (വിത്തുകൾ),ਕਾਸਮੈਟਿਕਸ (ਬੀਜ)
1. ആഗർ 2. ആഴം കുറഞ്ഞ തകരാർ 3. ഡ്രിൽ 4. ആഗർ,1. auger 2. ਘੱਟ ਨੁਕਸ 3. ਡ੍ਰਿਲ 4. auger
1. ദ്വാരം 2. ഡ്രിൽ 3. ഡ്രിൽ,1. ਮੋਰੀ 2. ਡ੍ਰਿਲ 3. ਡ੍ਰਿਲ
1. ഡ്രില്ലിംഗ് 2. ഡ്രിൽ ഉപയോഗിച്ച് വിതയ്ക്കൽ 3. ഡ്രിൽ ഉപയോഗിച്ച് ഒഴിക്കുക,1. ਡ੍ਰਿਲਿੰਗ 2. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਬਿਜਾਈ 3. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਡੋਲ੍ਹਣਾ
ഡ്രിപ്പ് ഇറിഗേഷൻ,ਤੁਪਕਾ ਸਿੰਚਾਈ
ഉണങ്ങിയ കൃഷി,ਸੁੱਕੀ ਖੇਤੀ
1.പൊടി 2.ബുക്നെ,1.ਧੂੜ 2.ਬੁਕਨੀ
1. ഡസ്റ്റർ 2. സ്കാറ്ററർ,1. ਡਸਟਰ 2. ਸਕੈਟਰਰ
തളിക്കാൻ,ਛਿੜਕਣ ਲਈ
1. വാമനൻ 2. വാമനൻ,1. ਬੌਣਾ 2. ਵਾਮਨ
വാമന പിരമിഡ്,ਵਾਮਨ ਪਿਰਾਮਿਡ
വാമിനി ഭവൻ,ਵਾਮਿਨੀ ਭਵਨ
പരിസ്ഥിതി ശാസ്ത്രം,ਵਾਤਾਵਰਣ
ഇക്കണോമെട്രിക്സ്,ਅਰਥ ਗਣਿਤ
സാമ്പത്തിക കാര്യക്ഷമത,ਆਰਥਿਕ ਕੁਸ਼ਲਤਾ
സാഹചര്യ തരം,ਸਥਿਤੀ ਦੀ ਕਿਸਮ
അധിക-സ്ട്രാറ്റിഫൈഡ്,ਵਾਧੂ ਪੱਧਰੀ
മൃദുവായ,ਨਰਮ
മണ്ണ് ശാസ്ത്രം,ਮਿੱਟੀ ਵਿਗਿਆਨ
1. ബ്രിഡ്ജിംഗ് 2. എഡ്ജിംഗ് 3. സ്ട്രാൻഡ് ക്ലോഷർ,1. ਬ੍ਰਿਜਿੰਗ 2. ਕਿਨਾਰਾ 3. ਸਟ੍ਰੈਂਡ ਕਲੋਜ਼ਰ
ഭക്ഷണ ഭാഗം,ਭੋਜਨ ਦਾ ਹਿੱਸਾ
ഡിമാൻഡിന്റെ ഇലാസ്തികത,ਮੰਗ ਦੀ ਲਚਕਤਾ
ഉത്പാദന ഇലാസ്തികത,ਉਤਪਾਦਨ ਦੀ ਲਚਕਤਾ
വൈദ്യുതവിശ്ലേഷണം,ਇਲੈਕਟ੍ਰੋਲਾਈਸਿਸ
ഇലക്ട്രോഫോറെസിസ്,ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ
ആവിയായി,ਵਾਸ਼ਪੀਕਰਨ
1. ശിരഛേദം 2. വന്ധ്യംകരണം 3. ശിരഛേദം 4. വന്ധ്യംകരണം,1. ਡੀਕੈਪੀਟੇਟਰ 2. ਨਸਬੰਦੀ 3. ਡੀਕੈਪੀਟੇਟਰ 4. ਨਸਬੰਦੀ
1. വീർ ബാൻഡി 2. സ്ട്രോബണ്ടി,1. ਵੀਰ ਬੰਦੀ 2. ਤੂੜੀ
ഭ്രൂണം,ਭਰੂਣ
1. ഭ്രൂണശാസ്ത്രം 2. ഭൗതികശാസ്ത്രം,1. ਭਰੂਣ ਵਿਗਿਆਨ 2. ਭੌਤਿਕ ਵਿਗਿਆਨ
1. പുറത്തുകടക്കുക 2. പുറത്തുകടക്കുക,1. ਨਿਕਾਸ 2. ਨਿਕਾਸ
എമൽസിഫയർ,emulsifier
അന്തർജനകമായ,ਅੰਤਰਜਾਤੀ
ഇൻട്രാ പോയിന്റ് ഡിവിഷൻ,ਅੰਤਰ-ਪੁਆਇੰਟ ਡਿਵੀਜ਼ਨ
ഇൻട്രാ-പാരാസിറ്റിക്,ਅੰਤਰ-ਪਰਜੀਵੀ
എൻഡോസ്പേം,ਐਂਡੋਸਪਰਮ
എന്റർപ്രൈസ്,ਉੱਦਮ
കീടശാസ്ത്രം,ਕੀਟ ਵਿਗਿਆਨ
പരിസ്ഥിതി,ਵਾਤਾਵਰਣ
1. എൻസൈം 2. എൻസൈം,1. ਐਨਜ਼ਾਈਮ 2. ਐਨਜ਼ਾਈਮ
ക്ലസ്റ്റർ ഗ്രാഫ്റ്റിംഗ്,ਕਲੱਸਟਰ ਗ੍ਰਾਫਟਿੰਗ
1. എപ്പിഫൈറ്റ് 2. എപ്പിഫൈറ്റ്,1. ਐਪੀਫਾਈਟ 2. ਐਪੀਫਾਈਟ
ഇക്വിറ്റി,ਇਕੁਇਟੀ
ഉന്മൂലനം,ਖਾਤਮਾ
അവശ്യ പോഷകങ്ങൾ,ਜ਼ਰੂਰੀ ਪੌਸ਼ਟਿਕ ਤੱਤ
1. അളവ് 2. ജമ്പ് 3. വിലയിരുത്തൽ,1. ਮਾਪ 2. ਜੰਪ 3. ਮੁਲਾਂਕਣ
സൂക്ഷ്മത,ਚੁਸਤ
സുജനിക്,ਸੁਜਾਨਿਕ
മൂല്യനിർണ്ണയം,ਮੁਲਾਂਕਣ
സ്റ്റീം ഗേജ്,ਭਾਫ਼ ਗੇਜ
ബാഷ്പീകരണ പ്രചോദനം,evaportranspiration
ശാശ്വത വിപ്ലവം,ਸਦੀਵੀ ਇਨਕਲਾਬ
1. നിത്യഹരിതം 2. നിത്യഹരിതം,1. ਸਦਾਬਹਾਰ 2. ਸਦਾਬਹਾਰ
വികസനം,ਵਿਕਾਸ
വിച്ഛേദിക്കുക,ਬੰਦ ਕਰ ਦਿਓ
പരീക്ഷയ് (ഫെർട്ടിലിറ്റി),ਪਰੀਕਸ਼ਯ (ਜਣਨ ਸ਼ਕਤੀ)
ചൂഷണം,ਸ਼ੋਸ਼ਣ
1. പര്യവേക്ഷണം 2. പര്യവേക്ഷണം,1. ਖੋਜ 2. ਖੋਜ
1. എക്സ്ട്രൂഷൻ 2. എമിഷൻ,1. ਐਕਸਟਰਿਊਸ਼ਨ 2. ਨਿਕਾਸ
കണ്ണ്,ਆਈ
1. ഘടകം 2. ഘടകം 3. ഘടകം 4. റിസോഴ്സ്,1. ਫੈਕਟਰ 2. ਕੰਪੋਨੈਂਟ 3. ਫੈਕਟਰ 4. ਸਰੋਤ
ഘടകം ഉത്പാദനക്ഷമത,ਕਾਰਕ ਉਤਪਾਦਕਤਾ
വ്യാപാരിയുടെ കിഴിവ്,ਵਪਾਰੀ ਦੀ ਛੋਟ
ഫാക്‌ടോറിയൽ ബ്ലോക്ക് ഡിസൈൻ,ਫੈਕਟੋਰੀਅਲ ਬਲਾਕ ਡਿਜ਼ਾਈਨ
ബദൽ,ਵਿਕਲਪਕ
1. പട്ടി 2. പലിഹാർ,1. ਪੱਟੀ 2. ਪਾਲੀਹਾਰ
മൊത്തത്തിലുള്ള,ਕੁੱਲ
ഫീൽഡ് മൂല്യനിർണ്ണയം,ਖੇਤਰ ਦਾ ਮੁਲਾਂਕਣ
കാർഷിക ബജറ്റിംഗ്,ਖੇਤੀ ਬਜਟ
കാർഷിക ബിസിനസ്സ്,ਖੇਤੀਬਾੜੀ ਕਾਰੋਬਾਰ
ഫീൽഡ് ആസൂത്രണം,ਖੇਤਰ ਦੀ ਯੋਜਨਾਬੰਦੀ
1. കർഷകൻ 2. കർഷകൻ,1. ਕਿਸਾਨ 2. ਕਿਸਾਨ
1. കൃഷി 2. കൃഷി,1. ਖੇਤੀ 2. ਖੇਤੀ
കൂട്ടിയിടി,ਟੱਕਰ
ഒന്നിലധികം പ്രജനനം,ਮਲਟੀਪਲ ਪ੍ਰਜਨਨ
അഴുകൽ,ਫਰਮੈਂਟੇਸ਼ਨ
ഫെർട്ടിലിറ്റി,ਜਣਨ
വളം,ਖਾਦ
വളം ഉപയോഗം കാര്യക്ഷമത,ਖਾਦ ਵਰਤਣ ਦੀ ਕੁਸ਼ਲਤਾ
നാരുകളുള്ള,ਰੇਸ਼ੇਦਾਰ
1. ഫാം 2. ഏരിയ 3. സ്ഥലം,1. ਫਾਰਮ 2. ਖੇਤਰ 3. ਸਥਾਨ
മണ്ണ് വെള്ളം പിടിക്കൽ,ਮਿੱਟੀ ਦੇ ਪਾਣੀ ਨੂੰ ਰੱਖਣ
ഫീൽഡ് പ്രദർശനം,ਖੇਤਰ ਪ੍ਰਦਰਸ਼ਨ
1. ഇമ്മൊബിലൈസേഷൻ 2. ഫിക്സേഷൻ 3. ഫിക്സേഷൻ,1. ਸਥਿਰਤਾ 2. ਫਿਕਸੇਸ਼ਨ 3. ਫਿਕਸੇਸ਼ਨ
1. വെള്ളപ്പൊക്കം 2. ഇംപ്രെഗ്നേഷൻ,1. ਡੁੱਬਣਾ 2. ਗਰਭਪਾਤ
ഒഴുക്ക് ഡയഗ്രം,ਵਹਾਅ ਚਿੱਤਰ
ഭക്ഷണ മൂല്യം,ਭੋਜਨ ਮੁੱਲ
കാലിത്തീറ്റ,ਚਾਰਾ
പ്രവചനം,ਪੂਰਵ ਅਨੁਮਾਨ
വനം,ਜੰਗਲ
വനവൽക്കരണം,ਜੰਗਲਾਤ
1. ടാഡ്പാർൺ 2. ഫോം,1. ਤਾਦਪਰਨ 2. ਰੂਪ
മഞ്ഞ് പ്രതിരോധം,ਠੰਡ ਰੋਧਕ
