English,Kannada
Availabel line=useful line,ಉಪಯುಕ್ತ ಸಾಲು
Available energy,ಶಕ್ತಿ ಲಭ್ಯವಿದೆ
Available heating surface,ಪ್ರವೇಶ ಪುಟ
Available observation,ಗಮನಿಸಬಹುದಾದ ಅವಲೋಕನಗಳು
Available potential energy,ಸಾಧಿಸಬಹುದಾದ ಸಂಭಾವ್ಯ ಶಕ್ತಿ
Available power,ಶಕ್ತಿ ಲಭ್ಯವಿದೆ
Available power efficiency,ಸಾಧಿಸಬಹುದಾದ ಶಕ್ತಿ ದಕ್ಷತೆ
Available power response,ಸ್ವೀಕರಿಸಬಹುದಾದ ಶಕ್ತಿಯ ಪ್ರತಿಕ್ರಿಯೆ
Available temperature,ಸಾಧಿಸಬಹುದಾದ ಶಾಖ
Available time,ಬಳಕೆಯ ಸಮಯ
Avalancche,"ಅವದಾವ, ಹಿಮಪಾತ, ಹಿಮಪಾತ"
Avalanche break down,ನಿವೃತ್ತಿ ಉಲ್ಲಂಘನೆ
Avalanche break down voltage,ವೇಗ ಬ್ರೇಕ್ ವೋಲ್ಟೇಜ್
Avalanche effect,ಅಡಚಣೆ ಪರಿಣಾಮ
Average,"ಅರ್ಥ, ಅರ್ಥ*"
Average aerial height=antenna height above average terrain,ಸರಾಸರಿ-ನೆಲ ಮಟ್ಟಕ್ಕಿಂತ ಆಂಟೆನಾ ಎತ್ತರ
Average coefficient of friction,"ಸರಾಸರಿ ಘರ್ಷಣೆ ಗುಣಾಂಕ, ಸರಾಸರಿ ಘರ್ಷಣೆ ಗುಣಾಂಕ"
Average count,ಸರಾಸರಿ ಲೆಕ್ಕಾಚಾರ
Average excitation potential,ಸರಾಸರಿ ಪ್ರಚೋದನೆಯ ಸಾಮರ್ಥ್ಯ
Average forward current,ಸರಾಸರಿ ಫಾರ್ವರ್ಡ್ ಕರೆಂಟ್
Average height,ಸಾಮಾನ್ಯ ಎತ್ತರ
Average life,"ಸರಾಸರಿ ವಯಸ್ಸು, ಸರಾಸರಿ ವಯಸ್ಸು"
Average pressure,"ಸರಾಸರಿ ಒತ್ತಡ, ಸರಾಸರಿ ಒತ್ತಡ"
Average rainfall,ಸರಾಸರಿ ಮಳೆ
Average reverse voltage,ಪ್ರತಿ ವೋಲ್ಟೇಜ್ಗೆ ಸರಾಸರಿ
Average room conditions,"ಸರಾಸರಿ ಕೊಠಡಿ ಪರಿಸ್ಥಿತಿಗಳು, ಸರಾಸರಿ ಕೊಠಡಿ ಪರಿಸ್ಥಿತಿಗಳು"
Average speech power,ಸರಾಸರಿ ಭಾಷಣ ಶಕ್ತಿ
Average speed,"ಅಂದರೆ ವೇಗ, ಅರ್ಥ ವೇಗ"
Average stress,ಒತ್ತಡ ಅರ್ಥ
Average temperature,ಸರಾಸರಿ ತಾಪಮಾನ
Average waiting time,ಸರಾಸರಿ ಕಾಯುವ ಸಮಯ
Averaged-out density,ಸರಾಸರಿ ಸಾಂದ್ರತೆ
Averaging,"ಸರಾಸರಿ-ಲೆಕ್ಕಾಚಾರ, ಸರಾಸರಿ"
Averaging method,ಸರಾಸರಿ ಲೆಕ್ಕಾಚಾರದ ವಿಧಾನ
Averaging network,ಮಧ್ಯಸ್ಥಿಕೆ ನಿವ್ವಳ
Avoidance,ಪರಿವಾರನ್
Axes of telescope,ದೂರದರ್ಶಕ ಅಕ್ಷ
Axial,ಅಕ್ಷೀಯ
Axial aberration,ಅಕ್ಷೀಯ ವಿಪಥನ
Axial bond,ಅಕ್ಷೀಯ ಬಂಧ
Axial cleavage,ಅಕ್ಷೀಯ ಸೀಳು
Axial dipole field,ಅಕ್ಷೀಯ ದ್ವಿಧ್ರುವಿ ಕ್ಷೇತ್ರ
Axial filament,"ಅಕ್ಷೀಯ ದಾರ, ಅಕ್ಷೀಯ ನಾರು"
Axial flow,ಅಕ್ಷೀಯ ಹರಿವು
Axial flow pump,ಅಕ್ಷೀಯ ಹರಿವು-ಪಂಪ್
Axial load,ಅಕ್ಷೀಯ ಹೊರೆ
Axial magnification,ಅಕ್ಷೀಯ ವರ್ಧನೆ
Axial modulus,ಶುದ್ಧ ರೇಖಾಂಶದ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
Axial plane,ಅಕ್ಷೀಯ ಸಮತಲ
Axial plane cleavage,ಅಕ್ಷೀಯ ಸಮತಲ ಸೀಳುವಿಕೆ
Axial point,ಅಕ್ಷೀಯ ಬಿಂದು
Axial pressure gradient,ಅಕ್ಷೀಯ ಒತ್ತಡದ ಗ್ರೇಡಿಯಂಟ್
Axial ratio,ಅನುಪಾತ ಅನುಪಾತ
Axial ray,ಅಕ್ಷೀಯ ಕಿರಣ
Axial row,ಅಕ್ಷೀಯ ರೇಖೆ
Axial sensitivity,ಅಕ್ಷೀಯ ಸೂಕ್ಷ್ಮತೆ
Axial stress,ಅಕ್ಷೀಯ ಒತ್ತಡ
Axial surface,ಅಕ್ಷೀಯ ಪುಟ
Axial symmetry,ಅಕ್ಷೀಯ ಸಮ್ಮಿತಿ
Axial thrust,ಅಕ್ಷೀಯ ಒತ್ತಡ
Axial velocity,ಅಕ್ಷೀಯ ವೇಗ
Axial-flow compressor,ಅಕ್ಷೀಯ ಹರಿವಿನ ಸಂಕೋಚಕ
Axially symmetrical flow,ಲಂಬವಾಗಿ ಸಮ್ಮಿತೀಯ ಹರಿವು
Axially symmetrical jet mixing,ವಾಸ್ತವಿಕವಾಗಿ ಸಮ್ಮಿತೀಯ ತಲೆ ಮಿಶ್ರಣ
Axially symmetrical nozzle,ಲಂಬವಾಗಿ ಸಮ್ಮಿತೀಯ ಕಾಂಡ
Axially symmetrical potential,ಲಂಬವಾಗಿ ಸಮ್ಮಿತೀಯ ವಿಭವ
Axially symmetrical problem,ಲಂಬ ಸಮ್ಮಿತೀಯ ಸಮಸ್ಯೆ
Axially symmetrical stress distribution,ಲಂಬವಾಗಿ ಸಮ್ಮಿತೀಯ ಒತ್ತಡ ವಿತರಣೆ
Axially symmetrical supersonic flow,ಲಂಬವಾಗಿ ಸಮ್ಮಿತೀಯ ಸೂಪರ್ಸಾನಿಕ್ ಹರಿವು
Axially symmetrical turbulence,ಲಂಬವಾಗಿ ಸಮ್ಮಿತೀಯ ಪ್ರಕ್ಷುಬ್ಧತೆ
Axicon,ಆಕ್ಸಿಕಾನ್
Axiotron,ಆಕ್ಸಿಯೋಟ್ರಾನ್
Axis,ಅಕ್ಷರೇಖೆ
Axis of asymmetry,ಅಸಮಪಾರ್ಶ್ವದ ಅಕ್ಷ
Axis of earth,ಭೂಮಿಯ ಅಕ್ಷ
Axis of inertia,ಜಡತ್ವ ಅಕ್ಷ
Axis of instrument,ಯಂತ್ರ ಅಕ್ಷ
Axis of orbit,ಕಕ್ಷೆಯ ಅಕ್ಷ
Axis of oscillation,ಆಂದೋಲನದ ಅಕ್ಷ
Axis of precession,ಪ್ರೊಪಲ್ಷನ್ ಅಕ್ಷ
Axis of projection,ಪ್ರೊಜೆಕ್ಷನ್ ಅಕ್ಷ
Axis of revolution,ತಿರುಗುವ ಅಕ್ಷ
Axis of spin,ಸ್ಪಿನ್ ಅಕ್ಷ
Axis of symmetry,ನಮಸ್ಕಾರದ ಅಕ್ಷ
Axis of tilt,ನಮಸ್ಕಾರದ ಅಕ್ಷ
Axis of torque,ಟಾರ್ಕ್ನ ಅಕ್ಷ
Axis of transmission,ಸಾರಿಗೆ ಅಕ್ಷ
Axis of twist,ತಿರುವು ಅಕ್ಷ
Axis switching,ಅಕ್ಷದ ವಿಚಲನ
Azaroff integrating device azel indicator (azimuth-elevation indicator),ಎಜ್ರಾಫ್ ಏಕೀಕರಣ ಸಾಧನ
Azel-scope,ಅಜಿಮುತ್ ವೀಕ್ಷಕ
Azimuth,ಅಜಿಮುತ್
Azimuth circle,ಅಜಿಮುತ್ ವೃತ್ತ
Azimuth diaphragm,"ಅಜಿಮುತ್ ಡಯಾಫ್ರಾಮ್, ಅಜಿಮತ್ ಡಯಾಫ್ರಾಮ್"
Azimuth effect,ಅಜಿಮುತ್ ಪರಿಣಾಮ
Azimuth error,ಅಜಿಮುತ್ ದೋಷ
Azimuth lock,ಅಜಿಮುತ್ ಟಾಲ್ಕ್
Azimuth mirror,ಅಜಿಮುತ್ ಕನ್ನಡಿ
Azimuth table,ಅಜಿಮತ್ ಟೇಬಲ್
Azimuth-stabillized,ಸ್ಥಿರ ಅಜಿಮುತ್
Azimuthal,ಅಜಿಮುತ್
Azimuthal compass,ದಿಕ್ಕಿನ ಪಾಯಿಂಟರ್
Azimuthal quantum number,ಅಜಿಮುತ್ ಕ್ವಾಂಟಮ್ ಸಂಖ್ಯೆ
Azis of rotation,ತಿರುಗುವ ಅಕ್ಷ
Azon,ಐಜೆನ್
Azran,"ಎಜ್ರೆನ್, ಅಜಿಮುತ್ ಪ್ಯಾರಾಸ್"
Azusa,ಐಜುಸಾ
B-amplifier,"ಬಿ-ಕ್ಲಾಸ್ ಆಂಪ್ಲಿಫಯರ್, ಬಿ-ಕ್ಲಾಸ್ ಆಂಪ್ಲಿಫಯರ್"
B-display,ಬಿ-ಪ್ರದರ್ಶನ
B-H curve,BH ಕರ್ವ್
B-N-D-C (Bulk negative differential conductivity),ಮ್ಯಾಕ್ರೋ ನಕಾರಾತ್ಮಕ ವಾಹಕತೆ
B-Scan presentation,ಬಿ-ಸ್ಕ್ರೀನಿಂಗ್ ಪ್ರಸ್ತುತಿ
B-Scope,ಬಿ-ವೀಕ್ಷಕ
B-Scope radar,ಬಿ-ವೀಕ್ಷಣೆ ರಾಡಾರ್
Babble,ಬಾಬೆಲ್
Babinet compensator,ಬೇಬಿನ್ಸ್ ಪ್ರತೀಕಾರಕ
Babs (blind approach beacon system),ಬಾಬ್ಸ್ (ಬ್ಲೈಂಡ್ ಅಪ್ರೋಚ್ ಬೀಕನ್ ಸಿಸ್ಟಮ್)
Bacing member,ಹಿಂದಿನ ಅಂಶ
Back conductance,ಹಿಂಭಾಗದ ವಾಹಕತೆ
Back diffusion,ಹಿಂಭಾಗದ ಪ್ರಸರಣ
Back diode,ಬ್ಯಾಕ್ ಡಯೋಡ್
Back e.m.f.,ಎದುರಾಳಿ vs. ಬಿ. (ವಿರೋಧಿ ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್ ಫೋರ್ಸ್)
Back echo,ಹಿಂದಿನ ಪ್ರತಿಧ್ವನಿ
Back firing,ಮತ್ತೆ ಬೆಂಕಿ
Back flow,ಹಿಂದಿನ ಹರಿವು
Back focal length,ಹಿಂದಿನ ಗಮನ ದೂರ
Back heating,ಪಶ್ಚಾತ್ತಾಪ
Back lobe,ಹಿಂಭಾಗದ ಹಾಲೆ
Back porch,"ಹಿಂದಿನ ಚಿತ್ರ, ಹಿಂದಿನ ಮಧ್ಯಂತರ"
Back porch effect,"ಪರಿಣಾಮದ ನಂತರ ಚಿತ್ರ, ಬ್ಯಾಕ್ ಲ್ಯಾಗ್ ಪರಿಣಾಮ"
Back porch period,ತಡವಾದ ಅವಧಿ
Back pressure,ಹಿಂಭಾಗದ ಚುಚ್ಚಲಾಗಿದೆ
Back reflection,ಹಿಂದಿನ ಪ್ರತಿಬಿಂಬ
Back resistance,ಬೆನ್ನಿನ ಪ್ರತಿರೋಧ
Back shift correction,ಹಿಂಭಾಗದ ಸ್ಥಳಾಂತರದ ಮಾರ್ಪಾಡು
Back shunt keying,ಬ್ಯಾಕ್ ಷಂಟ್ ಕೀಯಿಂಗ್
Back stop,ಹಿಂದಿನ ವೇಗ ಮಿತಿ
Back to back connection,ನಂತರದ ಸಂಬಂಧ
Back to back double chamber,ಮುಚ್ಚಿದ ಬ್ರಾಕೆಟ್ ಜೋಡಿ
Back to back repeater,ಬ್ಯಾಕ್-ರಿಪೀಟರ್
Back up,ಮರುಪಾವತಿ
Back voltage=reverse voltage,ವಿರೋಧಿ ವೋಲ್ಟೇಜ್
Back wave (=spacing wave),ತೆರಪಿನ ಅಲೆ
Back-reflection X-ray camera,ಹಿಂದಿನ ಪ್ರತಿಫಲನ ಕ್ಷ-ಕಿರಣ ಕ್ಯಾಮೆರಾ
Back-scatter factor,ಬ್ಯಾಕ್ ಸ್ಕ್ಯಾಟರ್ ಫ್ಯಾಕ್ಟರ್
Back-scattering,ಮತ್ತೆ ಚದುರುವಿಕೆ
Back-to-chest acceleration,ಹಿಂದುಳಿದ ವೇಗವರ್ಧನೆ
Backed stamper,ಪಾಲಿಸಬೇಕಾದ ಮುದ್ರಕ
Backfire=arc back,ಎದುರು ಕಮಾನು
Backgound film (=back ground plate),ಹಿನ್ನೆಲೆ ಚಿತ್ರ
Backgound pattern,ಹಿನ್ನೆಲೆ ಚಿತ್ರಗಳು
Background,"ಹಿನ್ನೆಲೆ, ಹಿನ್ನೆಲೆ"
Background count,ಹಿನ್ನೆಲೆ ಎಣಿಕೆ
Background current,ಹಿನ್ನೆಲೆ ಸ್ಟ್ರೀಮ್
Background exposure,"ಹಿನ್ನೆಲೆ ಕವರ್, ಹಿನ್ನೆಲೆ ಕವರ್"
Background loudspeaker,ಹಿನ್ನೆಲೆ ಧ್ವನಿವರ್ಧಕ
Background monitor,ಹಿನ್ನೆಲೆ ಮಾನಿಟರ್
Background projection,ಮೇಲ್ಮೈ ಪ್ರೊಜೆಕ್ಷನ್
Background radiation,ಹಿನ್ನೆಲೆ ವಿಕಿರಣ
Backlash,"ಹಿಂದುಳಿದ, ಹಿಂದುಳಿದ"
Backout,ತಿರುವು
Backswing voltage pulser,ಬ್ಯಾಕ್ ವೋಲ್ಟೇಜ್ ಪಲ್ಸರ್
Backward peaking,ಹಿಂಭಾಗದ ಶಿಖರ
Backward reading vernier,ಹಿಂದುಳಿದ ವರ್ನಿಯರ್
Backward scattering,ಹಿಂಭಾಗದ ಚದುರುವಿಕೆ
Backward wave magnetron,ಹಿಂದುಳಿದ ತರಂಗ ಮ್ಯಾಗ್ನೆಟ್ರಾನ್
Backward wave oscillator,ಹಿಂದುಳಿದ ತರಂಗ ಆಂದೋಲಕ
Backward wave tube,ಹಿಂದುಳಿದ ತರಂಗ ಟ್ಯೂಬ್
Backward-forward Gregory Newton formula,ಹಿಂಭಾಗದ ಗ್ರೆಗೊರಿ ನ್ಯೂಟನ್ ಸೂತ್ರ
Bad conductor,ಇನ್ಸುಲೇಟರ್
Bad geometry,ಕಳಪೆ ಜ್ಯಾಮಿತೀಯ ಸಂರಚನೆ
Bad-bearing sector,ತಪ್ಪು ತೀರ್ಪು ಷರತ್ತು
Baffle,ಅಡಚಣೆ
Baffle blanket,ಅಡಚಣೆ ಪ್ಲೇಕ್
Baffle mark,ಅಡಚಣೆಯ ಚಿಹ್ನೆ
Bail out,ಪ್ಯಾರಾಚೂಟ್ ಜಿಗಿತ
Baily's beads,ಹೊಟ್ಟೆ ಮಣಿಗಳು
Baire's theorem,ಬರಿಯ ಪ್ರೀತಿಯ
Bakeout,ಬಿಸಿ
Balance,"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ, ವಿಶ್ರಾಂತಿ, ಸಮತೋಲನ, ಸಮತೋಲನ"
Balance chamber,ಸಮತೋಲನ ಕೋಶ
Balance coil,ಸಮತೋಲನ ಜಾತಕ
Balance indicator,ಸಮತೋಲನ ಸೂಚಕ
Balance wheel,"ಕ್ಯಾಲಿಬ್ರೇಟರ್ ಚಕ್ರ, ಸಮತೋಲನ ಚಕ್ರ, ಸಮತೋಲನ ಚಕ್ರ"
Balanced aerial (=balanced antenna),ಸಮತೋಲಿತ ಆಂಟೆನಾ
Balanced amplifier (=pushpull amplifier),ಸಮತೋಲಿತ ಆಂಪ್ಲಿಫಯರ್
Balanced and convex hull,ಸಮತೋಲಿತ ಎದುರಿಸುತ್ತಿರುವ ಡ್ಯಾಂಪರ್
Balanced antenna,ಸಮತೋಲಿತ ಆಂಟೆನಾ
Balanced bridge,ಸಮತೋಲಿತ ಸೇತುವೆ
Balanced converter=balun,"ಬ್ಯಾಲೆನ್ಸ್ ಪರಿವರ್ತಕ, ಬಲೂನ್"
Balanced error,ಸಮತೋಲನ ದೋಷ
Balanced error range,ಸಮತೋಲಿತ ದೋಷ ಶ್ರೇಣಿ
Balanced filter,ಸಮತೋಲಿತ ಫಿಲ್ಟರ್
Balanced force,ಸಮತೋಲಿತ ಶಕ್ತಿ
Balanced gyroscope,ಸಮತೋಲಿತ ತಿರುಗುವಿಕೆಯ ಸ್ಥಿರಕಾರಿ
Balanced hull,ಸಮತೋಲಿತ ಹೀರಿಕೊಳ್ಳುವ
Balanced line,ಸಮತೋಲಿತ ರೇಖೆ
Balanced line system,ಸಮತೋಲಿತ ಲೈನ್ ವ್ಯವಸ್ಥೆ
Balanced load,ಸಮತೋಲಿತ ಹೊರೆ
Balanced mixer,ಸಮತೋಲಿತ ಮಿಕ್ಸರ್
Balanced modulator,ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್ ಸಮತೋಲಿತ ಮಾಡ್ಯುಲೇಟರ್
Balanced output generator,ಸಮತೋಲಿತ ಔಟ್ಪುಟ್ ಜನರೇಟರ್
Balanced reaction,ಸಮತೋಲಿತ ಪ್ರತಿಕ್ರಿಯೆ
Balanced termination,ಸಮತೋಲಿತ ಅಂತ್ಯ
Balanced voltage=puch pull voltage,ಸಮತೋಲಿತ ವೋಲ್ಟೇಜ್
Balancer,ಬ್ಯಾಲೆನ್ಸರ್
Balancing,ಸಮತೋಲನ
Balancing antenna,ಮರುಕಳಿಸುವ ಆಂಟೆನಾ
Balancing capacitance,ಸಮತೋಲನ ಸಾಮರ್ಥ್ಯ
Balancing earth=capacity earth =counterpoise earth,"ಕೆಪಾಸಿಟನ್ಸ್ ಅರ್ಥ್ ಕನೆಕ್ಟಿವಿಟಿ, ರಿವರ್ಸ್ ಅರ್ಥ್ ಕನೆಕ್ಟಿವಿಟಿ"
Balancing field method,ಕ್ಷೇತ್ರ ಸಮತೋಲನ ವಿಧಾನ
Ball bearing,ಬಾಲ್ ಬೇರಿಂಗ್
Ball ended magnet,ಸುತ್ತಿನ ಮ್ಯಾಗ್ನೆಟ್
Ball lightning,ಸುತ್ತಿನ ಮಿಂಚು
Ball reception =relay television,ರಿಲೇ ದೂರದರ್ಶನ
Ball valve,ಗುಲ್ಲೆಟ್ ಕವಾಟ
Balladromic course,ಗುರಿ ಮಾರ್ಗ
Ballast,"ಸ್ಥಿರ ಹೊರೆ, ನಿಲುಭಾರ"
Ballast lamp,ಪ್ರಸ್ತುತ ಸ್ಟೇಬಿಲೈಸರ್ ದೀಪ
Ballast resistor = barretter,"ಪ್ರಸ್ತುತ ಸ್ಟೆಬಿಲೈಸರ್ ಪ್ರತಿರೋಧ, ಬ್ಯಾರೆಟರ್"
Ballast tube,ಸ್ಟ್ರೀಮ್ ಸ್ಟೇಬಿಲೈಸರ್ ಟ್ಯೂಬ್
Ballistic,"ಬ್ಯಾಲಿಸ್ಟಿಕ್, ಬ್ಯಾಲಿಸ್ಟಿಕ್"
Ballistic ascent,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಆರೋಹಣ
Ballistic body,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ದೇಹ
Ballistic camera,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಕ್ಯಾಮೆರಾ
Ballistic co-efficient,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಗುಣಾಂಕ
Ballistic condition,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ನಿರ್ಬಂಧ
Ballistic density,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಸಾಂದ್ರತೆ
Ballistic effieiency,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ದಕ್ಷತೆ
Ballistic factor,ಪ್ರಕ್ಷೇಪಕ ಗುಣಕ
Ballistic galvanometer,"ಪ್ರೊಜೆಕ್ಷನ್ ಗ್ಯಾಲ್ವನೋಮೀಟರ್, ಇಂಟರ್ಪೋಲೇಷನ್ ಗಾಲ್ವನೋಮೀಟರ್"
Ballistic missile,ಕ್ಷಿಪಣಿ
Ballistic pendulum,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಲೋಲಕ
Ballistic problem,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಸಮಸ್ಯೆ
Ballistic reduction factor,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಬದಲಾವಣೆ ಗುಣಕ
Ballistic sensitivity,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಸೂಕ್ಷ್ಮತೆ
Ballistic test,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಪರೀಕ್ಷೆ
Ballistic throw,ಪ್ರೊಜೆಕ್ಷನ್
Ballistic trajectory,ಉಚಿತ ಪಥ
Ballistic vehicle,ಉಡಾವಣಾ ವಾಹನ
Ballistic wave,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ತರಂಗ
Ballistic wind,ಬ್ಯಾಲಿಸ್ಟಿಕ್ ಗಾಳಿ
Ballistics,"ಬ್ಯಾಲಿಸ್ಟಿಕ್ಸ್, ಶಸ್ತ್ರಾಸ್ತ್ರ"
Balllistic temperature,"ಉತ್ಕ್ಷೇಪಕ ಶಾಖ, ಉತ್ಕ್ಷೇಪಕ ಶಾಖ"
Ballon sonde,ಬಲೂನ್ ಧ್ವನಿ
Ballonet,ಬ್ಯಾಲೊನೆಟ್
Balloon,"ಬಲೂನ್, ಬಲೂನ್"
Balloon photography,ಬಲೂನ್ ಛಾಯಾಗ್ರಹಣ
Balloon picture,ಬಲೂನ್ ಚಿತ್ರಗಳು
Balloon tire,ಬಲೂನ್ ಟೈರ್
Balloon-borne,"ಬಲೂನ್-ಬೋರ್ನ್, ಬಲೂನ್-ಬೋರ್ನ್"
Ballute,ಮತಪತ್ರ
Balmer discontinuity,ಬಾಲ್ಮರ್ ಸ್ಥಗಿತಗೊಳಿಸುವಿಕೆ
Balmer formula,ಬಾಲ್ಮರ್ ಸೂತ್ರ
Balmer limt,ಬಾಲ್ಮರ್ ಮಿತಿ
Balmer series,ಬಾಲ್ಮರ್ ಸರಣಿ
Balmer terms,ಬಾಲ್ಮರ್ ಪೋಸ್ಟ್
Balum (balanced-unbalanced),"SS, ಬಲೂನ್"
Banach algebra,ಬನಾಖ್ ಬೀಜಗಣಿತ
Banana color tube,ಬನಾನಾ ಕ್ಯಾರೆಕ್ಟರ್ ಟ್ಯೂಬ್
Banana jack,ಬನಾನಾ ಜ್ಯಾಕ್
Banana plug,ಬಾಳೆಹಣ್ಣಿನ ಪ್ಲಗ್
Band,"ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡ್, ಬ್ಯಾಂಡ್, ತಂಡ"
Band,ಸ್ಫೋಟ
Band break,ಬ್ಯಾಂಡ್ ಬ್ರೇಕ್
Band compression,ಬ್ಯಾಂಡ್ ಕುಗ್ಗುವಿಕೆ
Band curve,ಬ್ಯಾಂಡ್ ಕರ್ವ್
Band edge energy,ಪಟ್ಟಾಕೋರ್ ಶಕ್ತಿ
Band elimination filter=band stop filter,ಬ್ಯಾಂಡ್ ಹೋಗಲಾಡಿಸುವ ಫಿಲ್ಟರ್
Band gap,ಬ್ಯಾಂಡ್ ಅಂತರ
Band group,ಬ್ಯಾಂಡ್ ಗುಂಪು
Band head,ಬ್ಯಾಂಡ್ ಟಾಪ್
Band limited function,ಬ್ಯಾಂಡ್ ಸೀಮಿತಗೊಳಿಸುವ ಕಾರ್ಯ
Band origin,ಬ್ಯಾಂಡ್ ಮೂಲ
Band pass amplifier,ಬ್ಯಾಂಡ್ ಪಾರ್ಕ್ ಆಂಪ್ಲಿಫೈಯರ್
Band pass characteristics,ಬ್ಯಾಂಡ್ ಪಾರ್ಕ್ ಗುಣಲಕ್ಷಣಗಳು
Band pass response,ಬ್ಯಾಂಡ್ ಸಮಾನ ಪ್ರತಿಕ್ರಿಯೆ
Band progression,ಬ್ಯಾಂಡ್ ಸರಣಿ
Band selector,ಬ್ಯಾಂಡ್ ಕೆಲಸ
Band sequence,ಬ್ಯಾಂಡ್ ಅನುಕ್ರಮ
Band shape,ಬ್ಯಾಂಡ್ ಆಕಾರ
Band spectrum,ಬ್ಯಾಂಡ್ ಸ್ಪೆಕ್ಟ್ರಮ್
Band spread,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ
Band spread tuning control,ಬ್ಯಾಂಡ್ ವಿಸ್ತರಣೆ ಶ್ರುತಿ ನಿಯಂತ್ರಣ
Band stop filter,ಬ್ಯಾಂಡ್ ಹೋಗಲಾಡಿಸುವ ಫಿಲ್ಟರ್
Band strength,ಬ್ಯಾಂಡ್ ಶಕ್ತಿ
Band switch,ಬ್ಯಾಂಡ್ ಸ್ವಿಚ್
Band system,ಬೋರ್ಡ್ ದೇಹ
Band theory of solids,ಘನವಸ್ತುಗಳ ಬೋರ್ಡ್ ಸಿದ್ಧಾಂತ
Band type,ಬೆಲ್ಟ್ ಪ್ರಕಾರ
Band width,ಬ್ಯಾಂಡ್ ಅಗಲ
Band-barg' control,ಬ್ಯಾಂಗ್-ಬ್ಯಾಂಗ್ ನಿಯಂತ್ರಣ
Band-limited signal,ಧ್ವಜ ಸೀಮಿತಗೊಳಿಸುವ ಚಿಹ್ನೆ
Band-limited signal space,ಬೋರ್ಡ್ ಸೀಮಿತ ಸಿಗ್ನಲ್ ಸ್ಪೇಸ್
Band-pass respone (=flat top response),ಬ್ಯಾಂಡ್ ಸಮಾನ ಪ್ರತಿಕ್ರಿಯೆ
Bandgap energy,ಬ್ಯಾಂಡ್ ಅಂತರ ಶಕ್ತಿ
Bandwidth of a wave,ತರಂಗ ಫಲಕದ ಅಗಲ
Bank,"ವ್ಯೂಹ, ಕೊಳ, ತೀರ, ತೀರ, ದಂಡೆ"
Bank of light,ದೀಪ ಕಿರಣ
Bank winding,ಬ್ಯಾಂಕ್ ಸುರುಳಿ
Bar,"ಪಿಲ್ಲರ್, ರಾಡ್, ಕೋಬ್, ಸಿಲ್ಲಿ, ಡ್ಯಾಂಡ್; ರಾಡ್, ಬಾರ್, ಬಾರ್, ಗೋಡೆ, ಬಾರ್, ಲೈನ್, ಲೈನ್, ಟೆಸ್ಟ್ ಲೈನ್, ಎಡ್ಜ್"
Bar and yoke test,ರಾಡ್ ಮತ್ತು ಆಡ್ಡರ್ ಪರೀಕ್ಷೆ
Bar generator,ಸ್ಟ್ರಿಪ್ ಜನರೇಟರ್
Bar magnet,ಬಾರ್ ಮ್ಯಾಗ್ನೆಟ್
Bar pattern,ಪಟ್ಟೆ ಚಿತ್ರ
Bar pendulum,ಲೋಲಕ
Bar relay,ಪೆನಾಲ್ಟಿ ರಿಲೇ
Bardeen Cooper Schrieffer theory (B C S theory),ಬಾರ್ಡೀನ್ ಕೂಪರ್ ಶ್ರಿಫರ್ ಪ್ರಿನ್ಸಿಪಲ್ (BCS ಡಾಕ್ಟ್ರಿನ್)
Bardeen theory,ಬಾರ್ಡೀನ್ ತತ್ವ
Bare charm,ಸ್ಪಷ್ಟ ಮೋಡಿ
Bare reactor,ಪ್ರತಿಫಲಕರಹಿತ ರಿಯಾಕ್ಟರ್
Bariton voice,ಬ್ಯಾರಿಟೋನ್ ಭಾಷಣ
Barkhausen effect,ಬರ್ಖೌಸೆನ್ ಪರಿಣಾಮ
Barkhausen jump,ಬರ್ಖೌಸೆನ್ ಜಂಪ್
Barlow's wheel,ಬಾರ್ಲೋ ಸೈಕಲ್
Barn,ಕೊಟ್ಟಿಗೆ
Barnett method,ಬರ್ನೆಟ್ ವಿಧಾನ
Baro fuze (barometer fuze),ವಾಯು ಒತ್ತಡದ ಫ್ಯೂಸ್
Barogram,ವಾಯು ಒತ್ತಡದ ಗ್ರಾಫ್
Barograph,"ಬರೋಗ್ರಾಫ್, ಬರೋಗ್ರಾಫ್"
