Bengali,Odiya
সমালোচনামূলক মান,ଜଟିଳ ମୂଲ୍ୟ
সমালোচনামূলক বেগ,ଜଟିଳ ବେଗ
ক্রস পারস্পরিক সম্পর্ক ফাংশন,କ୍ରସ୍ ସମ୍ପର୍କ କାର୍ଯ୍ୟ
ক্রস পণ্য,କ୍ରସ୍ ଉତ୍ପାଦ |
ক্রস অনুপাত,କ୍ରସ୍ ଅନୁପାତ
ক্রস সেকশনিং,କ୍ରସ୍ ବିଭାଗ
ক্রিপ্ট,କ୍ରିପ୍ଟ
ঘনক্ষেত্র,କ୍ୟୁବ୍
ঘনক সংখ্যা,କ୍ୟୁବ୍ ନମ୍ବର |
ঘনমূল,କ୍ୟୁବ୍ ମୂଳ |
ঘন,ଘନ
ঘনক্ষেত্র,ଘନ
ঘন সমীকরণ,ଘନ ସମୀକରଣ |
ঘন ইঞ্চি,ଘନ ଇଞ୍ଚ
ঘন মিটার,ଘନ ମିଟର
কিউবিক প্যারাবোলা,ଘନ ପାରାବୋଲା |
ঘনমূল,ଘନ ମୂଳ
ঘন শব্দ,ଘନ ଶବ୍ଦ
ঘনক্ষেত্র,କ୍ୟୁବାଇଡ୍ |
ক্রমবর্ধমান,ସଂକଳନ
ক্রমবর্ধমান বক্ররেখা,ସଂକଳନ ବକ୍ର
ক্রমবর্ধমান বিতরণ ফাংশন,ସଂକଳନ ବଣ୍ଟନ କାର୍ଯ୍ୟ
ক্রমোযোজিত গনসংখ্যা,ସଂଗୃହିତ ଫ୍ରିକ୍ୱେନ୍ସି |
ক্রমবর্ধমান ফ্রিকোয়েন্সি ফাংশন,ସଂକଳନ ଫ୍ରିକ୍ୱେନ୍ସି ଫଙ୍କସନ୍
ক্রমবর্ধমান ফ্রিকোয়েন্সি গ্রাফ,ସଂକଳନ ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରାଫ୍ |
ক্রমবর্ধমান সম্ভাব্যতা ফাংশন,ସଂକଳନ ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ
কার্ল,କର୍ଲ
সঙ্গতি কার্ল,ସମ୍ମିଶ୍ରଣର କର୍ଲ |
ভেক্টরের কার্ল,ଭେକ୍ଟରର କର୍
কোঁকড়া বন্ধনী,କୁଞ୍ଚିତ ବ୍ରାକେଟ୍ |
বর্তমান,ସାମ୍ପ୍ରତିକ
বর্তমান বিন্দু,ସାମ୍ପ୍ରତିକ ବିନ୍ଦୁ |
বক্রতা,ବକ୍ରତା
বক্রতা প্রভাব,ବକ୍ର ପ୍ରଭାବ
বক্ররেখা,ବକ୍ର
বক্র রেখা,ବକ୍ର ରେଖା
বক্ররেখা ট্রেসিং,ବକ୍ର ଅନୁସନ୍ଧାନ
কার্ভিলিনিয়ার অ্যাসিম্পটোট,curvilinear asymptote |
বক্ররেখা স্থানাঙ্ক,curvilinear coordinates
বক্ররেখার রিগ্রেশন,କର୍ଭିଲାଇନ୍ ରିଗ୍ରେସନ୍ |
cusp,cusp
সাইকেল,ଚକ୍ର
চক্রীয় প্রকরণ,ଚକ୍ରବର୍ତ୍ତୀ ପରିବର୍ତ୍ତନ |
চক্রীয় ক্রস পণ্য,ସାଇକ୍ଲିକ୍ କ୍ରସ୍ ଉତ୍ପାଦ |
চক্রাকার চাহিদা,ଚକ୍ରବର୍ତ୍ତୀ ଚାହିଦା |
চক্রীয় অভিব্যক্তি,ଚକ୍ରବର୍ତ୍ତୀ ଅଭିବ୍ୟକ୍ତି |
চক্রাকার গ্রুপ,ଚକ୍ରବର୍ତ୍ତୀ ଗୋଷ୍ଠୀ |
চক্রীয় স্থানচ্যুতি,ଚକ୍ରବ୍ୟୁହ
সাইক্লয়েড,ସାଇକ୍ଲୋଏଡ୍ |
সিলিন্ডার,ସିଲିଣ୍ଡର
নলাকার,ସିଲିଣ୍ଡର
নলাকার পৃষ্ঠ,ସିଲିଣ୍ଡର ପୃଷ୍ଠ
সাইফার,ସାଇଫର୍
ডি&#39;আলেমবার্টের নীতি,D&#39;alembert ର ନୀତି |
স্যাঁতসেঁতে সুরেলা ফাংশন,ଡ୍ୟାମ୍ପଡ୍ ହାରମୋନିକ୍ ଫଙ୍କସନ୍ |
স্যাঁতসেঁতে ধ্রুবক,ଡମ୍ପିଂ ସ୍ଥିର |
তথ্য,ତଥ୍ୟ
তথ্য উৎপত্তি,ତଥ୍ୟ ଉତ୍ପତ୍ତି
ডেটা প্রসেসিং সিস্টেম,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ ପ୍ରଣାଳୀ |
ডাটা প্রসেসর,ଡାଟା ସଞ୍ଚାଳକ
তথ্য তালিকা,ତଥ୍ୟ ଫର୍ଦ୍ଦ
দশভুজ,ଡିକାଗନ୍ |
ডেকাগ্রাম,ଚିତ୍ର
ডেকামিটার,ଡ଼େସିମିଟର |
ক্ষয় ধ্রুবক,କ୍ଷୟ ସ୍ଥିର |
ক্ষয় বক্ররেখা,କ୍ଷୟ ବକ୍ର
শালীন ফাংশন,ଭଲ କାର୍ଯ୍ୟ
ডেসিগ্রাম,ଡେସିଗ୍ରାମ୍ |
decile,decile
দশমিক,ଦଶମିକ
দশমিক কোড,ଦଶମିକ କୋଡ୍
দশমিক কোডেড সংখ্যা,ଦଶମିକ କୋଡେଡ୍ ଅଙ୍କ |
দশমিক সম্প্রসারণ,ଦଶମିକ ବିସ୍ତାର
দশমিক ভগ্নাংশ,ଦଶମିକ ଭଗ୍ନାଂଶ
দশমিক স্বরলিপি,ଦଶମିକ ଟିପ୍ପଣୀ |
দশমিক সংখ্যা পদ্ধতি,ଦଶମିକ ସଂଖ୍ୟାକରଣ ବ୍ୟବସ୍ଥା |
দশমিক বিন্দু,ଦଶମିକ ବିନ୍ଦୁ |
দশমিক স্কেল,ଦଶମିକ ସ୍କେଲ
দশমিক সিস্টেম,ଦଶମିକ ସିଷ୍ଟମ୍ |
ডেসিমিটার,ଡ଼ିସିମିଟର |
পাঠোদ্ধার,ଡିସିଫର୍ କରିବା |
সিদ্ধান্ত মডেল,ନିଷ୍ପତ୍ତି ମଡେଲ୍
সিদ্ধান্ত তত্ত্ব,ନିଷ୍ପତ୍ତି ସିଦ୍ଧାନ୍ତ |
সিদ্ধান্ত পরিবর্তনশীল,ନିଷ୍ପତ୍ତି ଭେରିଏବଲ୍ |
ডিকোডার,ଡିକୋଡର୍ |
ডিকোডিং,ଡିକୋଡିଂ
পচনযোগ্য সেট,ବିଭାଜିତ ସେଟ୍ |
হ্রাস,ହ୍ରାସ
ফাংশন হ্রাস,କାର୍ଯ୍ୟ ହ୍ରାସ
Dedekind এর কাটা,ଡେଡେକିଣ୍ଡଙ୍କ କଟ୍ |
ডেডেকাইন্ডের উপপাদ্য,ଡେଡେକିଣ୍ଡଙ୍କ ତତ୍ତ୍। |
অনুমান করা,ହ୍ରାସ କର |
ডিডাক্টিভ পদ্ধতি,deductive ପଦ୍ଧତି |
ত্রুটিপূর্ণ,ତ୍ରୁଟିଯୁକ୍ତ
সংজ্ঞায়িত সমীকরণ,ସମୀକରଣକୁ ବ୍ୟାଖ୍ୟା କରେ
নির্দিষ্ট অবিচ্ছেদ্য,ନିର୍ଦ୍ଦିଷ୍ଟ ଅବିଚ୍ଛେଦ୍ୟ |
নির্দিষ্ট ম্যাট্রিক্স,ନିର୍ଦ୍ଦିଷ୍ଟ ମ୍ୟାଟ୍ରିକ୍ସ |
সংজ্ঞা,ସଂଜ୍ଞା
বিকৃতি বক্ররেখা,ବିକୃତି ବକ୍ର
বিকৃত পৃষ্ঠ,ବିକୃତ ପୃଷ୍ଠ
অধঃপতন,ଅବନତି
পরিবহন সমস্যায় অধঃপতন,ଟ୍ରାନ୍ସପୋରେସନ୍ ସମସ୍ୟାରେ ଅବନତି |
ডিগ্রী,ଡିଗ୍ରୀ
ডিফারেনশিয়াল সমীকরণ ডিগ্রী,ଭିନ୍ନକ୍ଷମ ସମୀକରଣର ଡିଗ୍ରୀ |
স্বাধীনতা ডিগ্রী,ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ
বহুপদ ডিগ্রী,ବହୁଜନର ଡିଗ୍ରୀ |
মুছে ফেলা পাড়া,ପଡୋଶୀ ବିଲୋପ
ডেল্টা ফাংশন,ଡେଲଟା ଫଙ୍କସନ୍
চাহিদা এবং ইউটিলিটি বক্ররেখা,ଚାହିଦା ଏବଂ ଉପଯୋଗିତା ବକ୍ର
চাহিদা সমীকরণ,ଚାହିଦା ସମୀକରଣ |
চাহিদা ফাংশন,ଚାହିଦା କାର୍ଯ୍ୟ
ডেমোগ্রাফিক অধ্যয়ন,ଜନସଂଖ୍ୟା ଅଧ୍ୟୟନ |
জনসংখ্যা,ଜନସଂଖ୍ୟା
De Moivre এর উপপাদ্য,ଡି ମୋଭ୍ରେଙ୍କ ଥିଓରେମ୍ |
প্রদর্শন,ପ୍ରଦର୍ଶନ
প্রদর্শন,ପ୍ରଦର୍ଶନ
প্রদর্শনমূলক জ্যামিতি,ପ୍ରଦର୍ଶନକାରୀ ଜ୍ୟାମିତି |
হর,ଭେଦ
ঘন সেট,ଘନ ସେଟ୍ |
ঘনত্ব,ଘନତା
গণনাযোগ্য সেট,ଅଗଣିତ ସେଟ୍ |
প্রস্থান ভেরিয়েবল,ଭେରିଏବଲ୍ ଛାଡିବା
নির্ভরশীল ঘটনা,ନିର୍ଭରଶୀଳ ଘଟଣା |
নির্ভরশীল র্যান্ডম পরিবর্তনশীল,ନିର୍ଭରଶୀଳ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
নির্ভরশীল পরিবর্তনশীল,ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |
নির্ভরশীল বৈচিত্র,ନିର୍ଭରଶୀଳ ଭେରିଏଟ୍ |
বিষণ্নতা কোণ,ଉଦାସୀନତା କୋଣ
ডেরিভেশন,derivation
অমৌলিক,derivative
প্রাপ্ত সিরিজ,ଉତ୍ପନ୍ନ କ୍ରମ |
প্রাপ্ত সেট,ନିର୍ମିତ ସେଟ୍ |
অবরোহী,ଅବତରଣ
অবরোহী ক্রম,ଅବତରଣ କ୍ରମ |
অবরোহী সিরিজ,ଅବତରଣ କ୍ରମ |
বর্ণনামূলক জ্যামিতি,ବର୍ଣ୍ଣନାକାରୀ ଜ୍ୟାମିତି |
বর্ণনামূলক মডেল,ବର୍ଣ୍ଣନାକାରୀ ମଡେଲ୍ |
বর্ণনামূলক পরিসংখ্যান,ବର୍ଣ୍ଣନାକାରୀ ପରିସଂଖ୍ୟାନ |
নকশা,ଡିଜାଇନ୍
পরীক্ষার নকশা,ପରୀକ୍ଷଣର ଡିଜାଇନ୍ |
ডেস্ক ক্যালকুলেটর,ଡେସ୍କ କାଲକୁଲେଟର
সনাক্তকরণ,ଚିହ୍ନଟ
নির্ধারক,ନିର୍ଣ୍ଣୟକାରୀ
নির্ধারক পদমর্যাদা,ନିର୍ଣ୍ଣୟକାରୀ ପଦବୀ |
নির্ধারণ,ନିର୍ଣ୍ଣୟ କର |
নির্ধারক মডেল,ସ୍ଥିରିକୃତ ମଡେଲ୍ |
নির্ধারক সমস্যা,ନିର୍ଣ୍ଣୟକାରୀ ସମସ୍ୟା |
বিচ্যুতি,ବ୍ୟତିକ୍ରମ
বিচ্যুতি সহগ,ବିଘ୍ନ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |
ডায়াডিক সিস্টেম,ଡାଏଡିକ୍ ସିଷ୍ଟମ୍ |
তির্যক,ତ୍ରିକୋଣୀୟ
একটি ম্যাট্রিক্সের তির্যককরণ,ଏକ ମାଟ୍ରିକ୍ସର ଡାଇଗୋନାଲାଇଜେସନ୍ |
তির্যক ম্যাট্রিক্স,ତ୍ରିକୋଣୀୟ ମ୍ୟାଟ୍ରିକ୍ସ |
তির্যক সাদৃশ্য,ତ୍ରିକୋଣୀୟ ସମାନତା |
চিত্র,ଚିତ୍ର
ডায়াগ্রামেটিক পদ্ধতি,ଚିତ୍ରନାଟ୍ୟ ପଦ୍ଧତି |
ডায়াগ্রামেটিক উপস্থাপনা,ଚିତ୍ରନାଟ୍ୟ ଉପସ୍ଥାପନା |
ব্যাস,ବ୍ୟାସ
একটি সেটের ব্যাস,ଏକ ସେଟ୍ ର ବ୍ୟାସ |
diametrically বিপরীত,ହୀରା ବିପରୀତ |
পাশা নিক্ষেপ,ଡାଇସ୍ ଥ୍ରୋ |
দ্বিমুখী শ্রেণীবিভাগ,ଦ୍ୱିପାକ୍ଷିକ ବର୍ଗୀକରଣ |
দ্বিধাবিভক্তি,ଡିଚୋଟୋମି
অভিধান আদেশ,ଅଭିଧାନ କ୍ରମ |
পার্থক্য ক্যালকুলাস,ପାର୍ଥକ୍ୟ ଗଣନା
পার্থক্য সমীকরণ,ପାର୍ଥକ୍ୟ ସମୀକରଣ
পার্থক্য সূত্র,ପାର୍ଥକ୍ୟ ସୂତ୍ର
পার্থক্য পদ্ধতি,ପାର୍ଥକ୍ୟ ପଦ୍ଧତି |
সেটের পার্থক্য,ସେଟ୍ ର ପାର୍ଥକ୍ୟ |
পার্থক্যযোগ্য,ଭିନ୍ନକ୍ଷମ |
পার্থক্যযোগ্য বক্ররেখা,ଭିନ୍ନକ୍ଷମ ବକ୍ର
পার্থক্যযোগ্য ফাংশন,ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ
ডিফারেনশিয়াল,ଭିନ୍ନକ୍ଷମ |
অন্তরীকরণ ক্যালকুলাস,ଭିନ୍ନକ୍ଷମ ଗଣନା
ডিফারেনশিয়াল সহগ,ଭିନ୍ନକ୍ଷମ ଗୁଣବତ୍ତା |
আঙ্গক,ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |
ডিফারেনশিয়াল ফর্ম,ଭିନ୍ନକ୍ଷମ ଫର୍ମ |
ডিফারেনশিয়াল সূত্র,ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |
ডিফারেনশিয়াল ফাংশন,ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ
ডিফারেনশিয়াল জ্যামিতি,ଭିନ୍ନକ୍ଷମ ଜ୍ୟାମିତି |
উচ্চ ক্রম ডিফারেনশিয়াল,ଉଚ୍ଚ କ୍ରମର ଭିନ୍ନତା |
ডিফারেনশিয়াল ভাগফল,ଭିନ୍ନ ଭିନ୍ନ ଭାଗ
পার্থক্য করা,ଭିନ୍ନ କର |
পৃথকীকরণ,ଭିନ୍ନତା
পার্থক্য সূত্র,ଭିନ୍ନତା ସୂତ୍ର |
ভেক্টরের পার্থক্য,ଭେକ୍ଟରର ଭିନ୍ନତା |
বিস্তার,ବିସ୍ତାର
অঙ্ক,ସଂଖ୍ୟା
ডিজিটাল কম্পিউটার,ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |
ডিজিটাল তথ্য,ଡିଜିଟାଲ୍ ତଥ୍ୟ |
মাত্রা,ପରିମାପ
মাত্রিকতা,ପରିମାପ
মাত্রাহীন,ପରିମାପହୀନ |
একটি সমীকরণের মাত্রা,ଏକ ସମୀକରଣର ଆକାର
ডায়োফ্যান্টাইন সমীকরণ,ଡାଇଓଫାଣ୍ଟାଇନ୍ ସମୀକରଣ |
ডুব কোণ,ଡିପ୍ ଆଙ୍ଗଲ୍
দ্বিপোলার স্থানাঙ্ক,ଡିପୋଲାର୍ କୋର୍ଡିନେଟ୍ |
ডাইপোল,ଡିପୋଲ୍
ডিপিরামিড (বাইপিরামিড),ଡିପିରାମିଡ୍ (ବିପିରାମିଡ୍)
ডিরাক ডেল্টা ফাংশন,ଡାଇରାକ୍ ଡେଲଟା କାର୍ଯ୍ୟ |
সরাসরি সাধারণ স্পর্শক,ସିଧାସଳଖ ସାଧାରଣ ଟାଙ୍ଗେଣ୍ଟ |
নির্দেশিত কোণ,ନିର୍ଦ୍ଦେଶିତ କୋଣ
নির্দেশিত লাইন,ନିର୍ଦ୍ଦେଶିତ ରେଖା |
নির্দেশমূলক ডেরিভেটিভ,ଦିଗଦର୍ଶନ
দিক কোসাইন,ଦିଗ କୋସାଇନ୍ |
ম্যাক্সিমা এর দিক,maxima ର ଦିଗ
অভিক্ষেপের দিক,ପ୍ରୋଜେକ୍ଟର ଦିଗ
দিক অনুপাত,ଦିଗ ଅନୁପାତ |
পরিচালক চক্র,ନିର୍ଦ୍ଦେଶକ ସର୍କଲ୍ |
পরিচালক ক্ষেত্র,ନିର୍ଦ୍ଦେଶକ କ୍ଷେତ୍ର
সরাসরি পণ্য,ପ୍ରତ୍ୟକ୍ଷ ଉତ୍ପାଦ |
সরাসরি প্রমাণ,ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ |
সরাসরি সমানুপাত,ପ୍ରତ୍ୟକ୍ଷ ଅନୁପାତ |
directrix,ଡାଇରେକ୍ଟ୍ରିକ୍ସ
সরাসরি যোগফল,ପ୍ରତ୍ୟକ୍ଷ ରାଶି |
সংযোগ বিচ্ছিন্ন সেট,ବିଚ୍ଛିନ୍ନ ସେଟ୍ |
বিরতি,ବନ୍ଦ
ডেরিভেটিভের বিচ্ছিন্নতা,ଡେରିଭେଟିଭ୍ ର ବିଚ୍ଛିନ୍ନତା |
প্রথম ধরনের বিচ্ছিন্নতা,ପ୍ରଥମ ପ୍ରକାରର ବିଚ୍ଛିନ୍ନତା |
দ্বিতীয় ধরনের বিচ্ছিন্নতা,ଦ୍ୱିତୀୟ ପ୍ରକାରର ବିଚ୍ଛିନ୍ନତା |
অবিচ্ছিন্ন বিতরণ,ନିରନ୍ତର ବଣ୍ଟନ |
অবিচ্ছিন্ন ফাংশন,ବିଚ୍ଛିନ୍ନ କାର୍ଯ୍ୟ
অবিচ্ছিন্ন বৈচিত্র্য,ବିଚ୍ଛିନ୍ନ ଭେରିଏଟ୍ |
বিযুক্ত,ବିଚ୍ଛିନ୍ନ
বিচ্ছিন্ন বন্টন,ପୃଥକ ବଣ୍ଟନ |
বিচ্ছিন্ন সম্ভাব্যতা বন্টন,ପୃଥକ ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |
বিচ্ছিন্ন এলোমেলো পরিবর্তনশীল,ପୃଥକ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
বিচ্ছিন্ন নমুনা স্থান,ପୃଥକ ନମୁନା ସ୍ଥାନ |
বিযুক্ত সেট,ପୃଥକ ସେଟ୍ |
পৃথক স্থান,ପୃଥକ ସ୍ଥାନ |
বিচ্ছিন্ন টপোলজি,ପୃଥକ ଟପୋଲୋଜି |
বিযুক্ত বৈচিত্র,ଭିନ୍ନ ଭିନ୍ନତା |
বৈষম্যমূলক,ଭେଦଭାବ
বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ),ଭେଦଭାବ ବିଶ୍ଳେଷଣ (= ଭେଦଭାବ ବିଶ୍ଳେଷଣ)
বিচ্ছিন্ন করা,ଅସନ୍ତୁଷ୍ଟ
বিচ্ছিন্ন ঘটনা,ଘଟଣାଗୁଡ଼ିକୁ ଅସନ୍ତୁଷ୍ଟ କରନ୍ତୁ |
বিচ্ছিন্ন সেট,ବିଚ୍ଛିନ୍ନ ସେଟ୍ |
বিচ্ছিন্ন ইউনিয়ন,ଅସନ୍ତୁଷ୍ଟ ସଂଘ
বিচ্ছিন্নতা,ବିଚ୍ଛିନ୍ନତା |
বিচ্ছুরণ,ବିଚ୍ଛେଦ |
বিচ্ছুরণ চার্ট,ବିଚ୍ଛେଦ ଚାର୍ଟ |
বিচ্ছুরণ ধ্রুবক,ବିଚ୍ଛେଦ ସ୍ଥିର |
বিচ্ছুরণ চিত্র,ବିଚ୍ଛେଦ ଚିତ୍ର |
বিচ্ছুরণ ম্যাট্রিক্স (=কোভারিয়েন্স ম্যাট্রিক্স),ବିଚ୍ଛେଦ ମ୍ୟାଟ୍ରିକ୍ସ (= କୋଭାରିଆନ୍ସ ମ୍ୟାଟ୍ରିକ୍ସ)
উত্পাটন,ବିସ୍ଥାପନ
প্রদর্শন,ପ୍ରଦର୍ଶନ
প্রদর্শন ইউনিট (= কনসোল),ପ୍ରଦର୍ଶନ ୟୁନିଟ୍ (= କନସୋଲ୍)
ভিন্ন,ଭିନ୍ନ
অপব্যয়কারী শক্তি,ବିଚ୍ଛିନ୍ନ ଶକ୍ତି |
দূরত্ব ফাংশন,ଦୂରତା କାର୍ଯ୍ୟ
দূরত্ব মডুলাস,ଦୂରତା ମଡ୍ୟୁଲସ୍
বিতরণ-মুক্ত পদ্ধতি,ବଣ୍ଟନ ମୁକ୍ତ ପଦ୍ଧତି |
বন্টনমূলক আইন,ବଣ୍ଟନ ନିୟମ |
বিচ্যুত,ବିଭାଜନ
বিচ্যুতি,ବିଭେଦ
ভিন্নতা উপপাদ্য,ଭିନ୍ନତା ଥିଓରେମ୍ |
divergent,ବିବିଧ
ভিন্ন সিরিজ,ବିବିଧ କ୍ରମ |
বিভক্ত পার্থক্য,ବିଭାଜିତ ପାର୍ଥକ୍ୟ |
বিভাজ্যতা,ବିଭାଜନତା
বিভাজ্য,ବିଭାଜନଯୋଗ୍ୟ
বিভাগ,ବିଭାଜନ
বিভাগ অ্যালগরিদম,ବିଭାଜନ ଆଲଗୋରିଦମ |
বিভাগ রিং,ବିଭାଜନ ରିଙ୍ଗ |
ডোডেকাগন,ଡୋଡେକାଗନ୍ |
dodecahedron,dodecahedron
ডোমেইন,ଡୋମେନ୍
একটি ফাংশনের ডোমেইন,ଏକ ଫଙ୍କସନ୍ ର ଡୋମେନ୍
সংজ্ঞার ডোমেইন,ପରିଭାଷାର ଡୋମେନ୍ |
অস্তিত্বের ডোমেইন,ଅସ୍ତିତ୍ୱର ଡୋମେନ୍ |
প্রভাবশালী কৌশল,ପ୍ରାଧାନ୍ୟ ରଣନୀତି |
ডপলার এফেক্ট,ଡୋପଲର ପ୍ରଭାବ
বিন্দু পণ্য,ବିନ୍ଦୁ ଉତ୍ପାଦ |
বিন্দুযুক্ত বক্ররেখা,ବିନ୍ଦୁ ବକ୍ର
ডবল পার্থক্য,ଦ୍ୱିଗୁଣ ଭିନ୍ନତା |
ডবল সূচকীয় বন্টন,ଦୁଇଗୁଣ ବଣ୍ଟନ
ডবল হেলিক্স,ଡବଲ୍ ହେଲିକ୍ସ |
ডবল অবিচ্ছেদ্য,ଡବଲ୍ ଇଣ୍ଟିଗ୍ରାଲ୍ |
ডবল ইন্টিগ্রেশন,ଡବଲ୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |
দ্বিগুণ সীমা,ଦୁଇଥର ସୀମା |
ডবল নমুনা পরিকল্পনা,ଦୁଇଥର ନମୁନା ସଂଗ୍ରହ ଯୋଜନା |
ডবল ক্রম,ଡବଲ୍ କ୍ରମ |
ডবল সিরিজ,ଡବଲ୍ ସିରିଜ୍ |
ডবল প্রত্যয় স্বরলিপি,ଡବଲ୍ ସଫିକ୍ସ ନୋଟେସନ୍ |
ডবল সমষ্টি,ଦୁଇଥର ସମନ୍ୱୟ |
নিম্নগামী ত্বরণ,ତଳ ତ୍ୱରଣ
নিম্নগামী স্থানচ্যুতি,ନିମ୍ନ ବିସ୍ଥାପନ |
নিম্নগামী গতি,ନିମ୍ନ ଗତି
নিম্নগামী বেগ,ତଳ ବେଗ
টানুন,ଡ୍ରାଗ୍
ড্র্যাগ বল,ଡ୍ରାଗ୍ ଫୋର୍ସ |
দ্বৈত,ଡୁଆଲ୍ |
দ্বৈত ভিত্তি,ଦ୍ୱ ual ତ ଆଧାର |
দ্বৈত অভ্যন্তরীণ পণ্য,ଡୁଆଲ୍ ଆଭ୍ୟନ୍ତରୀଣ ଉତ୍ପାଦ |
ডুয়েল লিনিয়ার প্রোগ্রামিং সমস্যা,ଡୁଆଲ୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ ସମସ୍ୟା |
দ্বৈত অপারেশন,ଡୁଆଲ୍ ଅପରେସନ୍ |
দ্বৈত সমস্যা,ଦ୍ୱ ual ତ ସମସ୍ୟା |
ডুয়াল সিমপ্লেক্স অ্যালগরিদম,ଡୁଆଲ୍ ସିମ୍ପ୍ଲେକ୍ସ ଆଲଗୋରିଦମ |
ডুয়াল সিমপ্লেক্স কৌশল,ଡୁଆଲ୍ ସିମ୍ପ୍ଲେକ୍ସ କ techni ଶଳ |
দ্বৈত স্থান,ଡୁଆଲ୍ ସ୍ପେସ୍ |
দ্বৈত পরিবর্তনশীল,ଡୁଆଲ୍ ଭେରିଏବଲ୍ |
দ্বৈত ভেক্টর স্থান,ଡୁଆଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |
ডামি সূচক,ଡମି ଇଣ୍ଡେକ୍ସ
ডামি সাবস্ক্রিপ্ট,ଡମି ସବସ୍କ୍ରିପ୍ଟ |
ডামি প্রত্যয়,ଡମି ସଫିକ୍ସ |
ডামি পরিবর্তনশীল,ଡମି ଭେରିଏବଲ୍ |
সদৃশ প্রক্রিয়া,ନକଲ ପ୍ରକ୍ରିୟା |
গতিশীল,ଗତିଶୀଳ |
গতিশীল সিস্টেম,ଗତିଶୀଳ ସିଷ୍ଟମ୍ |
গতিশীল চাহিদা ফাংশন,ଗତିଶୀଳ ଚାହିଦା କାର୍ଯ୍ୟ |
গতিশীল মডেল,ଗତିଶୀଳ ମଡେଲ୍ |
গতিশীল প্রোগ্রামিং,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |
গতিশীল প্রোগ্রামিং পদ্ধতি,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପଦ୍ଧତି |
গতিশীল প্রোগ্রামিং কৌশল,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ କ techni ଶଳ |
গতিবিদ্যা,ଗତିଶୀଳତା |
একটি কণার গতিবিদ্যা,ଏକ କଣିକାର ଗତିଶୀଳତା |
অনমনীয় শরীরের গতিশীলতা,କଠିନ ଶରୀରର ଗତିଶୀଳତା |
পৃথিবী,ପୃଥିବୀ
ভূমিকম্পের তীব্রতা,ଭୂକମ୍ପ ତୀବ୍ରତା |
উদ্ভটতা,ବିଚିତ୍ରତା |
গ্রহন,ଚନ୍ଦ୍ରଗ୍ରହଣ
অর্থনৈতিক পূর্বাভাস,ଅର୍ଥନ ric ତିକ ପୂର୍ବାନୁମାନ |
অর্থনীতিবিদ,ଅର୍ଥନୀତିଜ୍ଞ
অর্থনীতি,ଅର୍ଥନୀତି
অর্থনীতি,ଅର୍ଥନୀତି
প্রান্ত,ଧାର
একটি উত্তল সেটের প্রান্ত,ଏକ ଉନ୍ମୁକ୍ତ ସେଟ୍ ର ଧାର |
দক্ষতা ফ্যাক্টর,ଦକ୍ଷତା କାରକ |
eigen উপাদান,eigen ଉପାଦାନ |
eigen ফাংশন,eigen କାର୍ଯ୍ୟ
eigen মান,eigen ମୂଲ୍ୟ
eigen মান সমীকরণ,eigen ମୂଲ୍ୟ ସମୀକରଣ |
eigen ভেক্টর,ଇଜେନ ଭେକ୍ଟର |
ইলাস্টিক,ଇଲାଷ୍ଟିକ୍ |
ইলাস্টিক ধ্রুবক,ଇଲାଷ୍ଟିକ୍ ସ୍ଥିର |
ইলাস্টিক ভারসাম্য,ଇଲଷ୍ଟିକ୍ ସନ୍ତୁଳନ |
স্থিতিস্থাপকতা,ନମନୀୟତା
স্থিতিস্থাপকতা পৃষ্ঠ,ଇଲାସ୍ଟିସିଟି ଭୂପୃଷ୍ଠ |
ইলেকট্রনিক কম্পিউটার,ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର |
উপাদান,ଉପାଦାନ
প্রাথমিক কলাম অপারেশন,ପ୍ରାଥମିକ ସ୍ତମ୍ଭ କାର୍ଯ୍ୟ
প্রাথমিক ঘটনা,ପ୍ରାଥମିକ ଘଟଣା |
