Hindi,Gujarati
राष्ट्रीय पोताश्रय परिषद,નેશનલ હાર્બર કાઉન્સિલ
प्राकृतिक तल,કુદરતી પથારી
प्राकृतिक परिष्कृति,કુદરતી પૂર્ણાહુતિ
प्राकृतिक पोताश्रय,કુદરતી બંદર
प्राकृतिक संवातन,કુદરતી વેન્ટિલેશન
जल सेना पोताश्रय,નેવલ બંદર
न्यूटन,ન્યુટન
असम प्रवाह,બિન-સમાન પ્રવાહ
उपभोक्ता जल दर,પાણીનો દર રોકે છે
तेल रंगलेप,ઓઇલ પેઇન્ટ
तेल कूप सीमेंट,તેલનો કૂવો સિમેન્ટ
मुक्त पृष्ठ वाहिका प्रवाह,ચેનલ ફ્લો ખોલો
अनुकूलतम आर्द्रता,મહત્તમ ભેજ
जैव मृदा,ઓર્ગેનિક માટી
अभिविन्यास,ઓરિએન્ટેશન
लाम्बिक,ઓર્થોગોનલ
ओर्टस्टीन,ઓર્ટસ્ટેઇન
बाह्य सिगनल,બાહ્ય સંકેત
ऑक्सीकरण,ઓક્સિડેશન
रसोई भण्डार,પેન્ટ્રી
मुंडेेर,પેરાપેટ
मुंडेर दीवार,પેરાપેટ દિવાલ
मूल सामग्री,પિતૃ સામગ્રી
बजरी प्लास्टर,પેબલ કાસ્ટ પ્લાસ્ટર
पेडल्फर,પેડલફર
पेडोकल,પેડોકલ
मृदा उत्पत्ति,પેડોજેનેસિસ
मृदा रचना विज्ञान,પેડોલોજી
मृदा मंडल,પીડોસ્ફિયર
वेधनमापी,પેનેટ્રોમીટર
छज्जा छत,પેન્ટ છત
पाचक कर्मक,પેપ્ટાઇઝિંગ એજન્ટ
विश्लेषण अवधि,વિશ્લેષણનો સમયગાળો
खड़ा जोड़,પેપેન્ડ
आशोषण,શોષણ
प्रस्तम्भ,પિયર
भित्ति स्तम्भ,પિલાસ્ટર
ढाल/प्रवणता,પીચ
ढालू छत,ખાડાવાળી છત
अप्रबलित कंक्रीट,સાદો કોંક્રિટ
समतल कोण,પ્લેન કોણ
समतल यार्ड,સાદો યાર્ડ
प्लानसॉल,પ્લાન્સોલ
सुघट्यता संसक्ति,પ્લાસ્ટિક સુસંગતતા
पराप्रत्यास्थता,પ્લાસ્ટીસીટી
सुघट्यता सूचकांक,પ્લાસ્ટિસિટી ઇન્ડેક્સ
सुघट्यता सीमा,પ્લાસ્ટિસિટી મર્યાદા
सुघट्यता पिरसर,પ્લાસ્ટિસિટી શ્રેણી
पटली संरचना,પ્લેટી માળખું
कुरसी,પ્લિન્થ
हल मृदा,ખેડાણની માટી
प्लम पत्थर,આલુ પથ્થર
पाडजोल,પોડઝોલ
टीप,નિર્દેશ
बहुकोणी दीवार,બહુકોણીય દિવાલ
रंध्र अवकाश,છિદ્ર જગ્યા
पत्तन,બંદર
प्रभावी संवातन,હકારાત્મક વેન્ટિલેશન
प्रशाद्वल मृदा,પ્રેરી માટી
परिशुद्धता,ચોકસાઇ
प्राथमिक कण,પ્રાથમિક કણ
प्रिज्मीय संरचना,પ્રિઝમેટિક માળખું
उत्पादक कार्य,ઉત્પાદક કાર્ય
परियोजना औचित्य समर्थन,પ્રોજેક્ટનું સમર્થન
संरक्षक कार्य,રક્ષણાત્મક કાર્ય
आभासी माइसीलियम,સ્યુડો-માયસેલિયમ
पडल,ખાબોચિયું
रौंदना,પગીંગ
झाँवा,પ્યુમિસ
थूनी,પંચોન
पपेट,કઠપૂતળી
कड़ी,પુટલોગ
धारण पल्लियों का पाड़,પુટલોગ સ્કેફોલ્ડ
मात्रा सर्वेक्षक,જથ્થો સર્વેયર
खदान रस,ખાણનો રસ
भित्ति घाट,ક્વે
मादा डेली/क्वीन क्लोजर,રાણી બંધ
कोनिया,ક્વોઈન
रैफ्ट बेड़ा नींव,રાફ્ટ ફાઉન્ડેશન
तिरछी टेक,રેકર
रेकिंग,રેકિંગ
तिरछी चाल,રેકિંગ બોન્ડ
नति जलरोधी झिल्ली,Raking ફ્લેશિંગ
द्रुत परिवर्ती प्रवाह,ઝડપથી બદલાતો પ્રવાહ
वसूलीयोग्य भुगतान,વસૂલપાત્ર ચુકવણી
लाल मिट्टी,લાલ પૃથ્વી
लाल दुमट,લાલ લોમ
नियंत्रक/रेगुलेटर,રેગ્યુલેટર
रेगर या काली कपासी मृदा,રેગુર અથવા કાળી કપાસની માટી
वापस भुगतान ठेका,ચુકવણી કરાર
अवशिष्ट संकुचन,શેષ સંકોચન
अवशिष्ट मृदा,શેષ માટી
बाह्य पक्ष,ઉઘાડી
बाह्य पक्ष पिन,પીન જણાવો
बाह्य पक्ष बंधक,ટાઈ જાહેર કરો
कूट,રિજ
कूट मुंडेरी,રિજ કેપિંગ
नदी,નદી
पोताश्रेय द्रोणों,રોડ સ્ટેડ
दानेदार प्लास्टर,રફ પ્લાસ્ટર
ढोंका,રોડાં
ढोका चिनाई,રોડાં ચણતર
ढोंका भित्ति,રોડાંની દિવાલ
चालू मापन या मध्यवर्ती मापन,ચાલી રહેલ માપન
सुरक्षी धारण क्षमता/अनुमेय धारण क्षमता,સલામત બેરિંગ ક્ષમતા
लवण परिष्कृति,મીઠું ગ્લેઝ
प्रतिदर्श आमाप,નમૂનાનું કદ
प्रतिचयन वितरण,નમૂના વિતરણ
प्रतिचयन त्रुटि,સેમ્પલિંગ ભૂલ
बाल,રેતી
बलुई परिष्कृति,રેતી પૂર્ણાહુતિ
रेत हस्त पथाई,રેતી હાથ મોલ્ડિંગ
बालू घर्षण,સેન્ડિંગ
संतृप्त मृदा,સંતૃપ્ત માટી
संतृप्त मृदा लेई,સંતૃપ્ત માટી પેસ્ટ
संतृप्ति निष्कर्षण,સંતૃપ્તિ અર્ક
संतृप्ति प्रतिशतता,સંતૃપ્તિ ટકાવારી
शराविका गुम्मद,રકાબી ગુંબજ
पाड़,પાલખ
शिस्ट,શિસ્ટ
समुद्री अथवा महासागरीय पत्तन,સમુદ્ર બંદર
गुप्त वाहिका,ગુપ્ત ગટર
सेकन्ड,બીજું
सादन विश्लेषण,સેડિમેન્ટેશન વિશ્લેષણ
सामि कृत्रिम पोताश्रय,અર્ધ-કૃત્રિમ બંદર
अर्द्ध-ज्वारीय गोदी,અર્ધ ભરતી ડોક
जरावस्था,સેનાઇલ
शेल,શેલ
चादरी पाइल,શીટનો ખૂંટો
संकुचन सीमा,સંકોચન મર્યાદા
तख्ताबन्दी,શટરીંગ
सियालिटिक मृदा,સિઆલિટિક માટી
सीरोजेम,સિરોઝેમ
देहली या सिल,સીલ
साद,કાંપ
इकहरी फ्लेमिश चाल,સિંગલ ફ્લેમિશ લોહી
एकल कणीय संरचना,એક દાણાદાર માળખું
अधकचरी मृदा,હાડપિંજરની માટી
अंचल,સ્કર્ટિંગ
आधार भित्तियाँ,સ્લીપર દિવાલ
सर्पी वाहिका,બાજુની ગટર
परिकलन पट्टिका,સ્લાઇડ નિયમ
सर्पण गोदी,સ્લિપ ડોક
स्मोनिटजा,સ્મોનીઝા
समतापकरण,પલાળીને
मृदा समवाय,માટીનું જોડાણ
मृदा वर्ग,માટી વર્ગ
मृदा सम्मिश्र,માટી સંકુલ
मृदा संसक्ति,જમીનની સુસંગતતા
मृदा परिवार,માટી કુટુંબ
मृदा सार,માટી ફ્રેમ વર્ક
मृदा नमी,જમીનની ભેજ
मृदा नमी अभिवृद्धि,જમીનમાં ભેજનું સંવર્ધન
मृदा नयी न्यूनता,જમીનમાં ભેજની ઉણપ
मृदाकारिकी,માટી મોર્ફોલોજી
मृदा कण,માટીનો કણ
मृदा प्रावस्था,માટીનો તબક્કો
मृदा परिच्छेदिका,માટી પ્રોફાઇલ
मृदा अभिक्रिया,માટીની પ્રતિક્રિયા
मृदा कणवर्ग,માટી અલગ પડે છે
मृदा श्रेणी,માટી શ્રેણી
मृदा घोल,માટી ઉકેલ
मृदा संरचना,માટીનું માળખું
मृदा गठन,માટીની રચના
मृदा प्रकार,માટીનો પ્રકાર
सोलम,સોલમ
शोषण,સોર્પ્શન
कत्तर,spalls
विशिष्ट आयन प्रभाव,ચોક્કસ આયન અસર
चौकोर रद्देदार ढोका चिनाई,ચોરસ કોર્સ્ડ રોડાં ચણતર
नियमित चौकोर रद्देदार ढोका चिनाई,ચોરસ નિયમિત કોર્સ્ડ રોડાં ચણતર
अपरिवर्ती प्रवाह,સ્થિર પ્રવાહ
सोपानी जलरोधी झिल्ली,સ્ટેપ્ડ ફ્લેશિંગ
चिपचिपापन,સ્ટીકીનેસ
चिपकन बिंदु,સ્ટિકિંગ પોઈન્ટ
पत्थर,પથ્થર
गीली हस्थ पथाई,સ્લોપ હેન્ડ મોલ્ડિંગ
पट्टक कब्जा,પટ્ટા મિજાગરું
गत्ता,સ્ટ્રો બોર્ડ
सरिता,પ્રવાહ
प्रतिबल,તણાવ
पट्टी/स्ट्रैचर,સ્ટ્રેચર
पट्टी/स्ट्रैचर चाल,સ્ટ્રેચર બોન્ડ
पट्टी रद्दा,સ્ટ્રેચર કોર્સ
स्ट्रिंग,તાર
किंगरी रद्दा,શબ્દમાળા કોર્સ
संरचना गुणांक,માળખું પરિબળ
संरचना सूचक अंक,સ્ટ્રક્ચર ઇન્ડેક્સ
स्टुको,સાગોળ
स्टड,સંવર્ધન
आधार पीठ,સ્ટાયલોબેટ
अवमृदा,સબ માટી
अधः रचना,પેટા માળખું
संकलन वक्र,સમીકરણ વળાંક
सनमाइका,સૂર્ય અભ્રક
अधिरचना/ऊपरी ढाँचा,સુપર સ્ટ્રક્ચર
सर्वेक्षक,સર્વેયર
S-मान,એસ-મૂલ્ય
प्रठप्पा,સ્વેગ
हंस ग्रीवा,હંસની ગરદન
मंडप,ટેબરનેકલ
मेज हस्त पथाई,ટેબલ હેન્ડ મોલ્ડિંગ
टैंकन,ટેન્કીંગ
टैम्पीटो,ટેમ્પીએટ્ટો
मृदुकरण,ટેમ્પરિંગ
टैमप्लेट,ઢાંચો
आकार पट्ट,ઢાંચો
टेपीडेरियम,ટેપિડેરિયમ
टैराकोटा,ટેરાકોટા
टैरारोसा,ટેરા રોઝા
टैराजो,ટેરાઝો
चतुरभिकल्पना,ટેટ્રા શૈલી
प्रभाव सीमा मान,થ્રેશોલ્ડ મર્યાદા મૂલ્ય
कंठ,ગળું
धुर पत्थर,પથ્થર દ્વારા
ज्वारीय बेसिन,ભરતી બેસિન
तान छड़,ટાઈ બાર
बंधन धरन,ટાઈ બીમ
तान दंड,સળિયો બાંધો
टिर्स,તિર્સ
उपेक्ष्य त्रुटि,સહનશીલતા
दाढ़ा,ટૂથિંગ
पृष्ठ मृदा या ऊपरी मृदा,ટોચની માટી અથવા સપાટીની માટી
कुल सरंध्रता,કુલ છિદ્રાળુતા
अलंकरण,ટ્રેસરી
ट्रेन प्रतिरोध,ટ્રેન પ્રતિકાર
ट्रानसैप्ट,ટ્રાન્સેપ્ટ
संक्रमणीय मृदा,ટ્રાન્ઝિશનલ માટી
अनुप्रस्थिका,ટ્રાન્સમ
परिवाहित मृदा,પરિવહન માટી
उप नदी,ઉપનદી
गलियारा,ટ્રાઇફોરિયમ
ट्रिगलिफ,ટ્રાઇગ્લિફ
रुंड मृदा,કાપેલી માટી
विक्षुब्ध प्रवाह,તોફાની પ્રવાહ
टर्रेट,સંઘાડો
डाट की भराई,ટાઇમ્પર નંબર
अंतिम धारण क्षमता,અંતિમ બેરિંગ ક્ષમતા
अंतिम ph,અલ્ટીમેટ પીએચ
बेतरतीब बेरद्दा ढोंका चिनाई,અનકોર્સ્ડ રેન્ડમ રોડાં ચણતર
बेतरतीब चौकोर रद्देदार ढोका चिनाई,અનકોર્સ્ડ ચોરસ રોડાં ચણતર
तहखाना,અન્ડરક્રોફ્ટ
अपूरित संरंध्रता,અપૂર્ણ છિદ્રાળુતા
सम्प्रवाह,સમાન પ્રવાહ
एकल ढाँचे की तरह का पाड़,એકમ ફ્રેમ પ્રકાર પાલખ
अनउत्पादक कार्य,બિનઉત્પાદક કાર્ય
असंतृप्त मृदा,અસંતૃપ્ત માટી
अधीर प्रवाह,અસ્થિર પ્રવાહ
ऊपरी सुघट्यता सीमा,ઉચ્ચ પ્લાસ્ટિક મર્યાદા
द्रोणी वाहिका,ખીણ ગટર
चापछद,વૉલ્ટ
सायबान,વેટેરિયમ
संवाहन,વેન્ટિલેશન
रोशनदान,વેન્ટિલેટર
बरामदा,વેરામદાહ
ड्योढ़ी,વેસ્ટિબ્યુલ
विला,વિલા
