Hindi,Tamil
विभाग,துறை
विभागीय,துறை
विभागीय कार्रवाई,துறை நடவடிக்கை
विभागीय जांच,துறைசார் விசாரணை
विभागीय जांच-पड़ताल,துறைசார் விசாரணை
विभागीय अनियमितता,துறை ஒழுங்கற்ற தன்மை
विभागीय पुस्तकालय,துறை நூலகம்
विभागीय उपेक्षा,துறைசார் அலட்சியம்
विभागीय अनुमति,துறைசார் அனுமதி
विभागीय अर्हक परीक्षा,துறைசார் தகுதி தேர்வு
"प्रस्थान, विचलन",புறப்படுதல்
आश्रितता प्रमाणपत्र,சார்பு சான்றிதழ்
आश्रित,சார்ந்தது
आश्रित संतान,சார்பு குழந்தைகள்
परिनियोजित करना,வரிசைப்படுத்த
अभिसाक्षी,அதிருப்தி
"देश-निकाला, विवासन",நாடுகடத்தல்
अभिसाक्ष्य देना,பதவி நீக்கம்
"निक्षेप, जमा",வைப்பு
"डिपो, आगार",டிப்போ
"मूल्यह्रास, अवक्षय",தேய்மானம்
दलित वर्ग,மனச்சோர்வடைந்த வகுப்பு
वंचित करना,ரிவ்
"प्रतिनियुति, शिष्‍टमंडल",துணை
प्रतिनियुक्‍ति भत्‍ता,பிரதிநிதி கொடுப்பனவு
उप,துணை
विपंजीकृत,ஒழுங்கற்ற
कर्तव्य की अवहेलना,கடமையின் விலகல்
वि-आरक्षण,Dereservation
"अनादर, अल्पीकरण",இழிவு
अनादरसूचक,இழிவுபடுத்தும்
अनादरसूचक अभ्युक्‍ति,இழிவான கருத்து
वंशज,வம்சாவளி
"वर्णन, विवरण",விளக்கம்
सुपात्र,தகுதியானவர்
"अभिकल्प, डिज़ाइन",வடிவமைப்பு
"नामोद्‌दिष्‍ट करना, नामोद्‌दिष्‍ट, मनोनीत, अभिहित करना",நியமிக்கவும்
पदनाम,பதவி
"प्रेषण, रवानगी, प्रेषित करना, रवाना करना, भेजना",அனுப்பும்
"प्रेषण नोट, रवानगी पत्र",அனுப்பும் குறிப்பு
प्रेषण रजिस्टर,அனுப்பும் பதிவு
"गंतव्य, लक्ष्य",இலக்கு
"निराश्रित, बेसहारा",ஆதரவற்ற
"ब्योरा, काम पर भेजना",விவரம்
"विस्तृत, ब्योरेवार",விவரிக்கப்பட்ட
पता लगाना,கண்டறியவும்
"निरोध, रोक देना",தடுப்புக்காவல்
"नजरबंद, निरूद्‌ध व्यक्‍ति",டிடெனு
"निर्धारण, अवधारण, संकल्प",உறுதியை
प्रतिवारण,தடுப்பு
अहित,தீங்கு விளைவிக்கும்
अहितकर,தீங்கு விளைவிக்கும்
अवमूल्यन,மதிப்புக் குறைப்பு
"विध्वंस, विनाश",பேரழிவு
विकास,வளர்ச்சி
विचलित होना,விலகவும்
"युक्‍ति, साधन",சாதனம்
निष्ठा,பக்தி
निदान करना,கண்டறிதல்
आरेख,வரைபடம்
"डायरी, दैनिकी, दैनंदिनी",டைரி
"श्रुतलेख, बोलकर लिखाना",கட்டளை
"अकार्य दिवस, अदिन",இறக்கிறது
आहार,உணவு
"सार-संग्रह, चयनिका",செரிமானம்
गरिमापूर्ण,கண்ணியமான
गरिमा,க ity ரவம்
विषयांतरण,திசைதிருப்பல்
विलंबकारी,தூண்டும்
दुविधा,குழப்பம்
"अध्यवसायी, परिश्रमी",விடாமுயற்சி
"विमा, विस्तार",பரிமாணம்
डिप्लोमा,டிப்ளோமா
"राजनय, कूटनीति",இராஜதந்திரம்
राजनयिक उन्मुक्‍ति,இராஜதந்திர நோய் எதிர்ப்பு சக்தி
"प्रत्यक्ष, सीधा, निदेश देना",நேரடி
सीधी प्रतियोगिता,நேரடி போட்டி
सीधा साक्षात्कार,நேரடி நேர்காணல்
"निदेश, निदेशन",திசையில்
निर्देशिका,அடைவு
सीधे भर्ती(व्यक्‍ति),நேரடி ஆட்சேர்ப்பு
नांमजूर करना,அனுமதிக்காதீர்கள்
"अशक्‍ततता, निर्योग्यता, अपंगता, अपांगता",இயலாமை
अशक्‍त व्यक्‍ति,ஊனமுற்றவர்
"अशक्‍तता हित लाभ, अपंगता हित लाभ, अपांगता हितलाभ",ஊனமுற்றோர் நன்மை
अपहित,தீமை
"असहमत होना, असहमति",கருத்து வேறுபாடு
नामंजूर,அனுமதிக்கப்படவில்லை
निरनुमोदन,மறுப்பு
विपदा,பேரழிவு
विपदा प्रबंधन,பேரிடர் மேலாண்மை
"तोड़ देना, भंग करना",கலைக்கவும்
संवितरण,வழங்கல்
"अलग करना, हटा देना, निकाल देना, व्यक्‍त करना",நிராகரிக்கவும்
"निर्वहन, पालन, ऋण उन्मोचन, सेवा-मुक्‍ति, कार्य-मुक्‍ति, छुट्‌टी",வெளியேற்றம்
छुट्टी की पर्ची,வெளியேற்ற சீட்டு
अनुशासनिक कार्रवाई,ஒழுங்கு நடவடிக்கை
अनुशासनिक प्रकिया,ஒழுங்கு நடைமுறை
अनुशासन,ஒழுக்கம்
"दावा छोड़ना, दावा त्यागना, अस्वीकार करना",மறுக்கவும்
"प्रकटन, प्रकटीकरण",வெளிப்படுத்தல்
असंतोष,அதிருப்தி
"समापन, समाप्ति, रोक",இடைநிறுத்தம்
"बंद करना, रोकना, समाप्त करना",நிறுத்துங்கள்
"अनबन, मतभेद",முரண்பாடு
"बट्टा, छूट",தள்ளுபடி
"खोजना, पता लगाना",கண்டுபிடி
"अविश्‍वसनीय मानना, साख गिराना",இழிவுபடுத்தும்
विसंगति,முரண்பாடு
विवेक,விவேகம்
विवेकानुदान,விருப்பமான மானியம்
विवेकाधिकार,விருப்பமான சக்தி
"भेदभाव, विभेद",பாகுபாடு
"विचार-विमर्श, चर्चा, बहस",விவாதம்
बेईमान,நேர்மையற்ற
"अस्वीकार करना, नकारना, अनादर करना",அவமதிப்பு
विघटन,சிதைவு
डिस्क,வட்டு
"विस्थापन, विस्थानन, अस्तव्यस्त हो जाना",இடப்பெயர்வு
निष्ठाहीन,விசுவாசமற்ற
"पदच्युत करना, बरख़ास्त करना, खारिज करना",தள்ளுபடி
"पदच्युति, बरख़ास्तगी",பணிநீக்கம்
बरख़ास्तगी प्रकिया,தள்ளுபடி நடைமுறை
"आज्ञा न मानना, अवज्ञा करना",கீழ்ப்படியவில்லை
"अव्यवस्था, गड़बड़ी, शांति भंग",கோளாறு
अव्यवस्थित करना/होना,ஒழுங்கின்மை
असमानता,ஏற்றத்தாழ்வு
प्रेषण अनुभाग,அனுப்பும் பிரிவு
परिहार्य,விநியோகிக்கக்கூடியது
"विसर्जित होना, तितर-बितर करना या होना",சிதறல்
विस्थापित,இடம்பெயர்ந்தது
"सज्जा, सजावट, प्रदर्शन, प्रदर्शित करना",காட்சி
"अप्रसाद, नाखुशी",அதிருப்தி
"निपटान, निवर्तन, व्ययन",அகற்றுதல்
"निपटाना, बेचना",அப்புறப்படுத்துங்கள்
"प्रवृत्‍ति, स्वभाव",இடமாற்றம்
"बेकब्ज़ा करना, कब्जा छीनना",அகற்றுதல்
"विवाद, झगड़ा",சர்ச்சை
निरर्हता,தகுதி நீக்கம்
अवहेलना,புறக்கணிக்கவும்
"विच्छिन्नता, बाधा, भंग, भंग करना",இடையூறு
असंतोष,அதிருப்தி
"विमति, विसम्मति",கருத்து வேறுபாடு
"अपकार, कुसेवा",அவதூறு
"वियोजित करना, असंबद्‌ध होना, अलग होना",விலகவும்
"भंग, विघटन",கலைப்பு
"विघटित करना, भंग करना",கரைக்கவும்
दूरस्थ अधिगम,தொலைதூர கல்வி
"मद्‌य निर्माणशाला, आसवनी",டிஸ்டில்லரி
"भिन्न, अलग, सुभिन्न, सुस्पष्‍ट, सुव्यक्‍त",வேறுபட்டது
"भेद करना, विशिष्‍टता पाना",வேறுபடுத்துங்கள்
"विकृति, तोड़-मरोड़",சிதைவு
"विपत्‍ति, कष्‍ट",துன்பம்
"वितरण करना, बाँटना",விநியோகிக்கவும்
"वितरण, बंटन",விநியோகம்
"जिला, जनपद",மாவட்டம்
"डिस्ट्रिक्टसेंटर, व्यावसायिक केंद्र, जिला केंद्र, प्रधान केंद्र",மாவட்ட மையம்
"उपद्रव, गड़बड़ी, अशांति, बाधा",குழப்பம்
"यथोपरि, जैसे ऊपर",டிட்டோ
"विषयांतर, पथांतर, पथांतरण, अपयोजन",திசை திருப்புதல்
लाभांश,ஈவுத்தொகை
"प्रभाग, मंडल, डिवीजन, विभाजन, श्रेणी, डिवीजन",பிரிவு
"तलाक़, विवाह-विच्छेद, तलाक़ देना, विवाह-विच्छेद करना",விவாகரத்து
डॉकेट,டாக்கெட்
"डॉक्टर, चिकित्सक",மருத்துவர்
"दस्तावेज़, प्रलेख",ஆவணம்
दस्तावेजी साक्ष्य,ஆவண சான்றுகள்
"प्रलेखीकरण, प्रलेखन",ஆவணம்
अधिवास,குடியிருப்பு
अधिवास प्रमाणपत्र,குடியேறிய சான்றிதழ்
"प्रभावी, प्रबल, प्रधान",ஆதிக்கம் செலுத்தும்
"दान, संदान, चंदा",நன்கொடை
"डोसियर, खरीता",டோசியர்
संदिग्ध,சந்தேகம்
क्रमवेशन,புறா வால்
अवनयन,டவுன் கிரேடு
"दस्ता, टुकड़ी, ड्राफ्ट, प्रारूप, मसौदा",வரைவு
उत्‍तर का मसौदा,வரைவு பதில்
कठोर उपाय,கடுமையான நடவடிக்கை
"आहरण, निकालना, काटना, चैक लिखना",வரை
"चेक काटने वाला, लेखीवाल, आहरणकर्ता, दराज",அலமாரியை
"ड्राइंग, रेखाचित्र, आहरण",வரைதல்
"अनावृष्‍टि, सूखा",வறட்சி
निर्लाभ पदोन्नति,உலர் பதவி உயர்வு
"दोहरा प्रभार, दोहरा कार्यभार",இரட்டை கட்டணம்
दोहरी नागरिकता,இரட்டை குடியுரிமை
"देय, प्राप्य, नियत",காரணமாக
सम्यक् तत्परता,உரிய விடாமுயற்சி
देय राशि,நிலுவைத் தொகை
"विधिवत, यथाविधि",முறையாக
"दूसरी प्रति, अनुलिपि",நகல்
"अवधि, मियाद",காலம்
दबाव,துணிச்சல்
"ड्यूटी, कर्तव्य, कार्य, काम, शुल्क",கடமை
ड्यूटी भत्‍ता,கடமை கொடுப்பனவு
ड्यूटी चार्ट,கடமை விளக்கப்படம்
इतर कार्यार्थ छुट्टी,கடமை விடுப்பு
ड्यूटी कक्ष,வரி அறை
मृत्युकालिक कथन,இறக்கும் அறிவிப்பு
गतिकी,இயக்கவியல்
उद्‌दिष्‍ट करना,நொறுக்கி
अर्जित छुट्टी,ஈட்டிய விடுப்பு
"अर्जन, कमाई",வருவாய்
पर्यावरण-अनुकूल,சூழல் நட்பு
पारिस्थितिकी,சூழலியல்
"आर्थिक, अर्थशास्त्रीय",பொருளாதாரம்
"आर्थिक शोषण, आर्थिक संदोहन",பொருளாதார சுரண்டல்
अर्थव्यवस्था,பொருளாதாரம்
किफ़ायती श्रेणी,பொருளாதார வகுப்பு
संपादन,எடிட்டிங்
संस्करण,பதிப்பு
सम्पादकीय,தலையங்கம்
शिक्षा,கல்வி
शैक्षिक कैरियर,கல்வி வாழ்க்கை
"शैक्षिक संस्थान, शिक्षा संस्थान",கல்வி நிறுவனம்
शैक्षिक अर्हता,கல்வி தகுதி
"प्रभाव, परिणाम",விளைவு
"प्रभावी, कारगर, वास्तविक",பயனுள்ள
प्रभावी तिथि,நடைமுறைப்படுத்திய தேதி
मालमत्ता,விளைவுகள்
प्रभावोत्पादकता,செயல்திறன்
"दक्षता, कार्यकुशलता",திறன்
दक्ष,திறமையான
बेदखली,வெளியேற்றுதல்
"विस्तार से कहना, विशद",விரிவான
"बीतना, बीत जाना",கழித்தல்
निर्वाचित प्रतिनिधि,தேர்ந்தெடுக்கப்பட்ட பிரதிநிதி
"निर्वाचन, चुनाव",தேர்தல்
"निर्वाचक मंडल, इलैक्टोरल कॉलेज",தேர்தல் கல்லூரி
"निर्वाचक मंडल, निर्वाचन क्षेत्र",வாக்காளர்
विद्‌‌युतीकरण,மின்மயமாக்கல்
इलेक्ट्रॉनिक संचार माध्यम,மின்னணு ஊடகம்
प्रारंभिक,அடிப்படை
पात्रता,தகுதி
पात्रता परीक्षण,தகுதி சோதனை
"निकाल देना, विलोपन",நீக்குதல்
वाक्-पटुता,சொற்பொழிவு
उलझन में डालना,சங்கடம்
ग़बन,மோசடி
संप्रतीक,சின்னம்
उभरी मुहर,புடைப்பு முத்திரை
"आपात, आपात काल",அவசரம்
आपात राहत,அவசர நிவாரணம்
आपातिक,வெளிப்படும்
उत्प्रवासन,குடியேற்றம்
परिलब्धियां,ஊதியம்
नामिका बनाना,அனுபவ
परानुभूति,பச்சாத்தாபம்
"नियोजित करना, सेवायोजित करना, प्रयोग करना, काम में लाना",வேலை
कर्मचारी,பணியாளர்
कर्मचारी सहभागिता,பணியாளர் பங்கேற்பு
कर्मचारी अंशदान,பணியாளரின் பங்களிப்பு
कर्मचारी भविष्य निधि,பணியாளரின் வருங்கால வைப்பு நிதி
नियोक्‍ता,முதலாளி
"रोज़गार, सेवायोजन",வேலை
रोज़गार कार्यालय,வேலைவாய்ப்பு பரிமாற்றம்
रोज़गार सूचना,வேலைவாய்ப்பு அறிவிப்பு
रोज़गार कार्यालय,வேலைவாய்ப்பு அலுவலகம்
सशक्‍त करना,அதிகாரம்
सशक्तीकरण,அதிகாரம்
"अधिनियम बनाना, अधिनियमित करना",இயற்றுதல்
अधिनियमन,சட்டம்
एक साथ,En gloc
"भुनाना, नकदीकरण",Encash
"साथ लगाना, अनुलग्न करना",இணைக்கவும்
"उत्साहन, उत्साहवर्धन",ஊக்கம்
"अधिक्रमण, अतिक्रमण",அத்துமீறல்
"भारग्रस्तता, देयता-भार",இடையூறு
"पृष्‍ठांकन करना, समर्थन करना",ஒப்புதல்
अक्षय निधि,எண்டோவ்மென்ட்
अंतिम उत्पाद,"இறுதி பொருள், இறுதி பெருக்கல் விடை"
ऊर्जा,ஆற்றல்
प्रवर्तन कराना,செயல்படுத்தவும்
"लगाना, नियुक्‍त करना",ஈடுபடுங்கள்
"वृद्‌धि, बढोतरी",விரிவாக்கம்
आदेश देना,கட்டளையிடவும்
सामूहिक रूप से,En பெருமளவில்
"पूछताछ, जांच",விசாரணை
"भर्तीकरना, भर्तीहोना",பதிவு
"भर्ती, नामांकन",பதிவு (= பதிவு)
नामांकन संख्या,பதிவு எண்
मार्ग में,வழியாக
आगामी,அடுத்தடுத்த
"आश्‍वस्त करना, सुनिश्‍चित करना",உறுதி
"दर्ज करना, प्रविष्‍टि करना",உள்ளிடவும்
उद्‌यम,நிறுவனம்
"मनोरंजन करना, ग्रहण करना",பொழுதுபோக்கு
"मनोरंजन, सत्कार",பொழுதுபோக்கு
"हक़दार होना, हक़दार बनाना",உரிமை
हक़दार,உரிமை
हक़दारी,உரிமை
प्रवेश,நுழைவு
प्रवेशी,நுழைவாளர்
"प्रविष्‍टि, इंदराज, प्रवेश",நுழைவு
प्रवेश स्तर का कार्य,நுழைவு நிலை வேலை
"गणना, गिनना",கணக்கீடு
पर्यावरण,சூழல்
दूत,தூதர்
महामारी,பெருவாரியாகப் பரவும் தொற்று நோய்
सार,சுருக்கம்
"समता, समानता",சமத்துவம்
संतुलन,சமநிலை
उपस्कर,உபகரணங்கள்
"साम्या, इक्विटी",பங்கு
"तुल्य, समतुल्य, समानार्थी",இணையான
द्‌‌वि-अर्थक,சமமான
उन्मूलन करना,ஒழிக்கவும்
शुद्‌धि-पत्र,பிழைத்திருத்தம்
"त्रुटि, भूल, ग़लती",பிழை
स्वतः वृद्‌धि,விரிவாக்கம்
अनुरक्षक,துணை
अनिवार्य,அத்தியாவசியமான
स्थापना,நிறுவுதல்
"प्राक्कलन, आंकना, अनुमान",மதிப்பீடு
अनुमानित लागत,மதிப்பிடப்பட்ட செலவு
"नीतिशास्त्र, आचार नीति",நெறிமுறைகள்
शिष्‍टाचार,ஆசாரம்
निष्क्रमण,வெளியேற்றம்
"अपवंचन करना, टालना",தவிர்க்கவும்
मूल्यांकन,மதிப்பீடு
समसंख्या,இரட்டைப்படை எண்
संभावित,இறுதியில்
बेदख़ली,வெளியேற்ற
"साक्ष्य, सबूत",சான்றுகள்
विकसित करना,உருவாகிறது
"यथार्थ, बिल्कुल ठीक, निश्‍चित",சரியான
परीक्षा,தேர்வு
परीक्षार्थी,பரிசோதகர்
परीक्षक,பரிசோதகர்
उदाहरण,உதாரணமாக
उत्खनन,அகழ்வாராய்ச்சி
"अत्युत्‍तम, उत्कृष्‍ट",சிறந்த
अपवाद,விதிவிலக்கு
"अपवादात्मक, असाधारण",விதிவிலக்கானது
"अति, अधिकता",அதிகப்படியான
विनिमय,பரிமாற்றம்
राजकोष,கருவித்தொகை
उत्पाद शुल्क,கலால் (= கலால் வரி)
"अपर्वजित करना, निकालना",விலக்கு
अनन्य,பிரத்தியேக
"माफ़ करना, क्षमा करना, बहाना",சாக்குப்போக்கு
"निष्पादन करना, कार्यान्वित करना",செயல்படுத்த
"कार्यपालिका, कार्यपालक, कार्यप्रबंधक, कार्यकारिणी",நிர்வாகி
कार्यकारिणी समिति,நிர்வாக குழு
कार्यपालक शक्‍ति,நிர்வாக சக்தி
"अधिकारी वर्ग, कार्यपालक वर्ग",நிர்வாகிகள்
कार्यपालक स्टॉफ,நிர்வாக ஊழியர்கள்
"छूट देना, छूट-प्राप्त",விலக்கு
छूट,விலக்கு
"प्रयोग, प्रयोग करना",உடற்பயிற்சி
"अनुग्रहपूर्वक, अनुग्रही",முன்னாள் கிரேட்டியா
अनुग्रही अदायगी,முன்னாள் கிரேட்டியா கட்டணம்
नि:शेष करना,வெளியேற்ற
सर्वांगीण,முழுமையான
"प्रदर्श, प्रदर्शित करना",கண்காட்சி
तात्कालिक आवश्यकता,அவசியம்
आयात-निर्यात नीति,EXIM கொள்கை
"निर्गम, निकास, निकास द्‌वार, बहिगर्मन द्‌वार",வெளியேறு
बहिगर्मन साक्षात्कार,வெளியேறும் நேர்காணல்
बहिर्गमन नीति,வெளியேறும் கொள்கை
निर्गम मतानुमान,வெளியேறும் வாக்கெடுப்பு
पदेन,முன்னாள் அலுவலர்
माफी देना,விடுவித்தல்
"विस्तार, प्रसार",விரிவாக்கம்
एकपक्षीय,முன்னாள் பகுதி
"देश-निकाला, देश निष्कासन, देशत्याग, देश निष्‍ठा-त्याग",வெளிநாட்டு
"समीचीन, कार्यसाधक",பயனுள்ளது
शीघ्र कार्रवाई करना,விரைவு
"निकाल देना, निष्कासित करना",வெளியேற்றவும்
"व्यय, ख़र्च",செலவு
अनुभव,அனுபவம்
"प्रयोग, परीक्षण",பரிசோதனை
विशेषज्ञ,நிபுணர்
समाप्‍ति,காலாவதியாகும்
समाप्ति तिथि,காலாவதி தேதி
"व्याख्या, स्पष्‍टीकरण",விளக்கம்
स्पष्‍ट,வெளிப்படையான
"शोषण, समुपयोजन",சுரண்டல்
"खोज करना, पता लगाना",ஆராயுங்கள்
विस्फोट,வெடிப்பு
निर्यात,ஏற்றுமதி
कार्योत्‍तर,முன்னாள் போஸ்ட் ஃபேக்டோ
"एक्सप्रेस, तुरंत, अभिव्यक्‍त करना, व्यक्‍त करना",எக்ஸ்பிரஸ்
"अभिव्यक्‍ति, वाक्यांश, पद",வெளிப்பாடு
निष्कासन,வெளியேற்றுதல்
"निकालना, हटा देना",விரிவுபடுத்துதல்
"बढ़ाना, विस्तार करना",நீட்டிக்கவும்
"विस्तार, सीमा",அளவு
"बाह्‌य, विदेशी, विदेश",வெளிப்புறம்
ऐंठना,மிரட்டி பணம் பறித்தல்
अतिरिक्‍त,கூடுதல்
उद्‌धरण,பிரித்தெடுக்கவும்
असाधारण,அசாதாரணமான
"फि़जूलख़र्च, अपव्ययी",களியாட்டம்
"अतिवादी, उग्रवादी",தீவிரவாதி
बहिर्मुखी,சகஜமாகப்பழகு
"प्रत्यक्ष साक्षी, चश्मदीद गवाह",கண் சாட்சி
"गढ़ना, निर्माण करना",புனையல்
अंकित मूल्य,முக மதிப்பு
सुकर बनाना,எளிதாக்கு
सुविधा,வசதி
"अनुलिपि, प्रतिकृति",முகநூல்
तथ्य,உண்மை
"गुटबंदी, गुटवाद",பிரிவு
कारक,காரணி
"कारख़ाना, निर्माणी, फ़ैक्टरी",தொழிற்சாலை
"तथ्यपूर्ण, तथ्यात्मक",உண்மை
"संकाय, शिक्षण स्टाफ, शक्‍ति",ஆசிரிய
"असफल होना, चूकना, अनुत्‍तीर्ण होना, दिवालिया हो जाना",தோல்வி
"स्वच्छ, उचित, निष्पक्ष, पर्याप्त, साधारण, मेला",நியாயமான
"विश्‍वास, आस्था",நம்பிக்கை
"नकली, जाली",போலி
"परिवार, कुटुंब",குடும்பம்
"अकाल, दुर्भिक्ष",பஞ்சம்
किराया,கட்டணம்
विदाई,விடைபெறுதல்
"खेती, कृषि",விவசாயம்
थकान,சோர்வு
"दोष, चूक, त्रुटि",தவறு
"अनुग्रह, कृपा, पक्षपात",ஆதரவாக
साध्यता,சாத்தியக்கூறு
परिसंघ,கூட்டமைப்பு
"शुल्क, फ़ीस",கட்டணம்
"पुनर्भरण, प्रतिपुष्‍टि",பின்னூட்டம்
"भाव, अनुभूति, भावना, संवेदन",உணர்வு
बधाई देना,Felicate
"साथी, अध्येता, अधिसदस्य",சக
"अध्येतावृत्‍ति, अधिसदस्यता",பெல்லோஷிப்
"स्त्री, महिला",பெண்
"उपजाऊ, उर्वर",வளமான
कल्पित,கற்பனையானது
निष्ठा,நம்பகத்தன்மை
क्षेत्र,புலம்
"अंक, आकृति",படம்
"फ़ाइल, मिसिल, संचिका, फ़ाइल करना, दाखि़ल करना",கோப்பு
"मिसिलबंदी, फ़ाइल करना",தாக்கல்
"फि़ल्म, चलचित्र",படம்
अंतिम,இறுதி
"वित्‍त, वित्‍त पोषण करना",நிதி
"वित्‍तीय, वित्‍त संबंधी",நிதி
वित्‍तपोषक,நிதி
निष्कर्ष,கண்டுபிடிப்புகள்
जुर्माना,அபராதம்
ललित कलाएँ,நுண்கலை
अंगुली-छाप,விரல் அச்சு
तैयार माल,இறுதி பொருட்கள்
"आग, नौकरी से निकालना",தீ
"गोलीकांड, गोली चलाना, गोली चलना",துப்பாக்கி சூடு
"फ़र्म, व्यवसाय-प्रतिष्ठान",நிறுவனம்
प्रथम उपचार,முதலுதவி
"प्रथम श्रेणी, उत्‍तम",முதல் வகுப்பு
प्रथम श्रेणी,முதல் பிரிவு
"प्रथम सूचना रिपोर्ट, प्राथमिकी",முதல் தகவல் அறிக்கை
राजकोषीय,நிதி
"मात्स्यकी, मत्स्य पालन, मत्स्य उद्‌योग, मत्स्य क्षेत्र",மீன்வள
"योग्य, उपयुक्‍त, स्वस्थ",பொருத்தம்
"उपयुक्‍तता, योग्यता, स्वस्थता",உடற்பயிற்சி
"निर्धारित करना, नियत करना, स्थिर करना",சரிசெய்யவும்
"निर्धारण, नियतन",சரிசெய்தல்
"स्थिर, बद्‌ध, निश्‍चित, नियत",சரி
"पताका, ध्वज",கொடி
"पट्टी, फ़्लैप",மடல்
"सपाट, एक समान, फ़्लैट",தட்டையானது
बेड़ा,கடற்படை
लचीलापन,நெகிழ்வுத்தன்மை
"फ़्लाइट, उड़ान",விமானம்
बाढ़ राहत,வெள்ள நிவாரணம்
"सदन, मंच, फ़र्श, तलमंजि़ल",தரை
प्रवाह,ஓட்டம்
"घट-बढ़, उतार-चढ़ाव",ஏற்ற இறக்கம்
"गर्भनाश, गर्भनाशी, भ्रूण हत्या",ஃபெடிக் சைட்
फ़ोल़्डर,கோப்புறை
"जुज, फ़ोलियो, पन्ना",ஃபோலியோ
"अनुसरण करना, पीछा करना, पालन करना, समझना",பின்தொடர்
"निम्नलिखित, नीचे लिखा, नीचे दिया, के बाद",பின்வருமாறு
अनुगामी,பின்தொடர்பவர்
उकसाना,ஃபோம்
पाद टिप्पणी,கால் குறிப்பு
"बेगार, बलात् श्रम",கட்டாய உழைப்பு
पूर्वानुमान,முன்னறிவிப்பு
पूर्व विचारित परिणाम,முன்னறிவிப்பு முடிவு
"विदेशी, बाह्‌य",வெளிநாட்டு
फ़ोरमैन,மேற்பார்வையாளர்
"पूर्वाह्‌न, दोपहर से पहले",முன்னறிவிப்பு
दूरदर्शिता,தொலைநோக்கு
प्राक्कथन,முன்னுரை
"खो देना, ज़ब्त करना",பறிமுதல்
जाली,போலி
जालसाजी,மோசடி
"फॉर्म, प्रपत्र, रूप",வடிவம்
औपचारिक,முறையான
"संरूप, फ़ार्मेट",வடிவம்
"पहला, पूर्व, पूर्ववर्ती",முன்னாள்
सूत्र,சூத்திரம்
तत्काल,உடனே
"अग्रेषित करना, अग्रवर्ती",முன்னோக்கி
अग्रेषण पत्र,பகிர்தல் கடிதம்
"नींव, आधार, प्रतिष्ठान",அடித்தளம்
"खंड, अंश",பின்னம்
"मताधिकार, नामाधिकार",உரிமையாளர்
कपट,மோசடி
"नि:शुल्क, मुक्‍त, स्वतंत्र",இலவசம்
कौलित करना,உறைய
"भाड़ा, माल",சரக்கு
बारंबारता,அதிர்வெண்
ईंधन,எரிபொருள்
"पूरा पैमाना, पूर्ण",முழு அளவிலான
"प्रकार्य, कृत्य, समारोह",செயல்பாடு
"निधि, कोष",நிதி
कट्‌टरवाद,அடிப்படைவாதம்
"प्रस्तुत करना, देना, सज्जित करना, सजाना",வழங்கவும்
अगली कार्रवाई,மேலும் நடவடிக்கை
लाभकारी रोजगार,லாபகரமான வேலைவாய்ப்பு
लाभदायक पेशा,லாபகரமான தொழில்
"गेट पास, प्रवेश-पत्र",கடவுச்சீட்டு
राजपत्रित,வர்த்தமானி
राजपत्रित अवकाश,வர்த்தமானி விடுமுறை
"साधारण, सामान्य, सार्वजनिक, आम, जनरल, प्रधान, महा-",பொது
सामान्य प्रशासन,பொது நிர்வாகம்
"साधारण निकाय, साधारण सभा",பொது உடல்
"आम चुनाव, आम निर्वाचन",பொது தேர்தல்
"आमसभा, साधारण बैठक",பொதுக் கூட்டம்
"सामान्य चलन, सामान्य प्रथा",பொது பயிற்சி
सामान्य प्रक्रिया,பொது நடைமுறை
सामान्य नियम,பொது விதி
सामान्य वार्ड,பொது வார்டு
"पीढ़ी, जनन",தலைமுறை
"प्रतिभा, प्रतिभाशाली, प्रकृति",மேதை
"प्रामाणिक, यथार्थ, वास्तविक, सच्चा, सही",நேர்மையான
उपहार,பரிசு
सार,ஜிஸ்ட்
"विश्‍वव्यापी टेंडर, वैश्‍विक निविदा",உலகளாவிய டெண்டர்
"परिभाषा कोश, शब्द-संग्रह, शब्दावली",சொற்களஞ்சியம்
लक्ष्य,இலக்கு
गोदाम,கிடங்கு
स्वर्णिम विदाई,கோல்டன் ஹேண்ட்ஷேக் (= கோல்டன் பாராசூட்)
अच्छा,நல்ல
सदाचरण,நல்ல நடத்தை
सद्‍भाव,நல்ல நம்பிக்கை
मध्यस्थता,நல்ல அலுவலகங்கள்
"सुनाम, सदिच्छा, सद्‍भावना",நல்லெண்ணம்
शासन करना,ஆட்சி
शासन,நிர்வாகம்
"सरकार, शासन",அரசாங்கம்
भारत सरकार,இந்திய அரசு
भारत सरकार समुद्‍यम,இந்திய அரசு கவலை
भारत सरकार का उपक्रम,இந்திய அரசு
राजकीय मुद्रणालय,அரசு பத்திரிகை
सरकारी कर्मचारी आचरण नियमावली,அரசு ஊழியர்கள் விதிகளை நடத்துகிறார்கள்
सरकारी सेवा,அரசாங்க சேவை
"श्रेणीकरण, पदक्रम",தரம்
"पदक्रम, ग्रेड, श्रेणी",தரம்
"श्रेणीकरण, श्रेणी-निर्धारण",தரப்படுத்தல்
स्नातक,பட்டதாரி
क्रमवर्धी मजदूरी,பட்டம் பெற்ற ஊதியங்கள்
स्नातक प्रशिक्षणार्थी,பட்டதாரி பயிற்சி
"घूस, रिश्‍वत",ஒட்டுதல்
कुलयोग,மொத்த மொத்தம்
