English,Telugu
Gall midge,పిత్తాశయ మిడ్జ్
Grass hopper,గడ్డి హాప్పర్
Gundhy bug,గుండీ బగ్
Habit,అలవాటు
Hail,వడగళ్ళు
Hairyvetch,హెయిరీ వెచ్
Halophyte,హలోఫైట్
Harrow,హారో
Harvest index,హార్వెస్ట్ ఇండెక్స్
Harvest,హార్వెస్ట్
Harvesting,హార్వెస్టింగ్
Hatch,హాచ్
Hay,హే
Haylage,హేలేజ్
Haystock,హేస్టాక్
Haze,పొగమంచు
Hazy,మబ్బుగా
Head (Agro),తల (అగ్రో)
Head (of channel),తల (ఛానెల్ యొక్క)
Heading back,వెనుకకు వెళుతుంది
Hedge,హెడ్జ్
Hedging,హెడ్జింగ్
Helix,హెలిక్స్
Hematite,హెమటైట్
Herb,హెర్బ్
Herbarium,హెర్బేరియం
Herbicide,హెర్బిసైడ్
Heredity,వంశపారంపర్యత
Heretability,మతవిశ్వాశాల
Hermaphrodite,హెర్మాఫ్రోడైట్
Heterochromatic,హెటెరోక్రోమటిక్
Heterofertilization,హెటెరోఫెర్టిలైజేషన్
Heterosis,హెటెరోసిస్
Heterosome,హెటెరోసోమ్
Heterotroph,హెటెరోట్రోఫ్
Hexaploid,హెక్సాప్లాయిడ్
Hibernate,హైబర్నేట్
High density planting,అధిక సాంద్రతగల నాటడం
Hill (rice),కొండ (బియ్యం)
Histogram,హిస్టోగ్రాం
Hitech horticulture,హిటెక్ హార్టికల్చర్
Hive,అందులో నివశించే తేనెటీగలు
Hoeing,హూయింగ్
Holding,పట్టుకొని
Home farm,హోమ్ ఫామ్
Homeostasis,హోమియోస్టాసిస్
Homestead,హోమ్‌స్టెడ్
Homogeneity,సజాతీయత
Homogenous,సజాతీయ
Homologus,హోమోలోగస్
Homozygote,హోమోజైగోట్
Hopper,హాప్పర్
Horizon,హోరిజోన్
Horticultural crops,ఉద్యాన పంటలు
Horticulture,హార్టికల్చర్
Horti-silvi pastoral farming,హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్
Host,హోస్ట్
Hot water treatment,వేడి నీటి చికిత్స
Hull,హల్
Humidity,తేమ
Humus,హ్యూమస్
Husk,హస్క్
Husker,హస్కర్
Husking,హస్కింగ్
Hybrid,హైబ్రిడ్
Hybridization,హైబ్రిడైజేషన్
Hydration,ఆర్ద్రీకరణ
Hydrology,హైడ్రాలజీ
Hydrolysis,జలవిశ్లేషణ
Hydrometer,హైడ్రోమీటర్
Hydrophilous,హైడ్రోఫిలస్
Hydroponics,హైడ్రోపోనిక్స్
Hydrosphere,హైడ్రోస్పియర్
Hydroscopicity,జలవిద్యుత్
Hyperparasite,హైపర్‌పారాసైట్
Hyperplasia,హైపర్‌ప్లాసియా
Hypha,హైఫా
Hypocotyl,హైపోకోటైల్
Hypothesis,పరికల్పన
Hysteresis (water),గర్భసంచి
Hazel nut,హాజెల్ గింజ
Hemp,జనపనార
Henbane,హెన్‌బేన్
Henna,హెన్నా
Hibiscus,మందార
Hop,హాప్
Horse gram,ఉలవలు
Horse-eye-bean,గుర్రం-కంటి-బీన్
Honeybee,తేనెటీగ
Hopper,హాప్పర్
Horticulturist,హార్టికల్చర్
Hydrologist,హైడ్రాలజిస్ట్
In situ grafting,సిటు అంటుకట్టుటలో
In vitro,విట్రోలో
In vivo,వివో లో
Indiscriminate,విచక్షణారహితం
Insect,పురుగు
Insect pest,పురుగుల తెగులు
Insectary,పురుగు
Insecticide,పురుగుమందు
Insectivorous,పురుగుమందు
Insolation,ఇన్సోలేషన్
Insoluble,కరగని
Instar (insect),నాడులు
Insulator,ఇన్సులేటర్
Integrated disease management,ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్
Integrated nutrient management,ఇంటిగ్రేటెడ్ పోషక నిర్వహణ
Integrated pest management,ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్
Intensification,తీవ్రత
Intensive,ఇంటెన్సివ్
Intercrop,ఇంటర్‌క్రాప్
Intercultivation (interculture),(పరస్పర కల్చే
Interest,వడ్డీ
Internode,ఇంటర్నోడ్
Interphase (cell division),కణ విభజన
Interpolation,ఇంటర్‌పోలేషన్
Inter-sterile,ఇంటర్-స్టెరైల్
Inventory,జాబితా
Inversion,విలోమం
Involucre,Insucre
Ion,అయాన్
Irradiation,వికిరణం
Irrigation,నీటిపారుదల
Iso alleles,ISO యుగ్మ వికల్పాలు
Iso product curve,ISO ఉత్పత్తి వక్రత
Isobar,ఐసోబార్
Isogamy,ఐసోగామి
Isolation distance,ఐసోలేషన్ దూరం
Isoploid,ఐసోప్లాయిడ్
Isoquant,ఐసోక్వాంట్
Isotope,ఐసోటోప్
Indian birch,ఇండియన్ బిర్చ్
Indian blue pine,ఇండియన్ బ్లూ పైన్
Indian cherry,భారతీయ చెర్రీ
Indian juniper,భారతీయ జునిపెర్
Indian kino tree,భారతీయ కినో చెట్టు
Indian laural tree,భారతీయ లారల్ చెట్టు
Indian madder,భారతీయ పిచ్చి
Indian maddler,ఇండియన్ మాడ్లర్
Indian podo phylum,ఇండియన్ పోడో ఫైలం
Indigo,ఇండిగో
Italian millet,ఇటాలియన్ మిల్లెట్
Ivory tree,ఐవరీ ట్రీ
Ivy gourd/little gourd,ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ
Jaggery,బెల్లం
Japonica rice,జపోనికా రైస్
Jassid,జాసిద్
Javanica rice,జవానికా రైస్
Jelling,జెల్లింగ్
Jhum cultivation,H ుమ్ సాగు
Jumping gene,జంపింగ్ జన్యువు
Junk DNA,జంక్ DNA
Juvenile phase,బాల్య దశ
Jacaranda,జాకరంద
Jackfruit,జాక్‌ఫ్రూట్
Jamun,జామున్
Jasmine,జాస్మిన్
Jatti khatti,జట్టి ఖట్టి
Jattrofa,జాట్రోఫా
Jute,జనపనార
Jassids,జాసిడ్స్
Kaolin,కయోలిన్
Kaolinite,KAOLINITE
Kaolinite,KAOLINITE
Karyenchyma,కారింగైమా
Karyodesma,కారియోడెస్మా
Karyogamy,కార్యోగామి
Karyogram (idiogram),కర్ణభ్యాసనము
Karyokinesis,కారియోకినిసిస్
Karyology,కార్యాలజీ
Karyolysis,కారియోలిసిస్
Karyon,కారియన్
Karyotype,కార్యోటైప్
Kelp (algae),అల్గ
Kelvin cycle,కెల్విన్ సైకిల్
Keratin,కెరాటిన్
Kernel,కెర్నల్
Khaira disease,ఖైరా వ్యాధి
Kharif,ఖరీఫ్
Kidding,తమాషా
Kinetochore,కైనెటోచోర్
Kitchen garden,వంటగది తోట
Kleinfilter syndrome,క్లీన్ఫిల్టర్ సిండ్రోమ్
Klenow fragment,Klenow భాగం
Knotching,ముడి
Koch's postulate,కోచ్ యొక్క పోస్టులేట్
Koppen's classification (Climate),కొరిమి
Krebs cycle,క్రెబ్స్ చక్రం
Kurtosis,కుర్టోసిస్
KVK (krishi vigyan kendra),KVK
Kadam,కడమ్
Kale,కాలే
Kans grass,కాన్స్ గడ్డి
Karonda,కరోండా
"Kidney bean, rajmah","కిడ్నీ బీన్, రాజ్మా"
Kiwifriut,కివిఫ్రియుట్
Knol khol,నోల్ ఖోల్
Kodampuli,కోడాంపులి
Kodo millet,కోడో మిల్లెట్
Kokam butter tree (mangosteen),కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్)
Khapra beetle,ఖాప్రా బీటిల్
L.D.50 (lethal dose 50),L.D.50 (ప్రాణాంతక మోతాదు 50)
Lab to land,ల్యాబ్ టు ల్యాండ్
Labile,లేబుల్
Labour,శ్రమ
Lac operon model,లాక్ ఒపెరాన్ మోడల్
Lactation,చనుబాలివ్వడం
Lactogenic hormone (prolactin),క్షీరసమూరం
Lactose,లాక్టోస్
Lagging strand,లాగింగ్ స్ట్రాండ్
Lambda cloning vector,లాంబ్డా క్లోనింగ్ వెక్టర్
Laminar air flow,లామినార్ గాలి ప్రవాహం
Lamp brush chromosome,దీపం బ్రష్ క్రోమోజోమ్
Land,భూమి
Land capability classification,భూమి సామర్థ్య వర్గీకరణ
Land capability map,భూమి సామర్థ్య పటం
Land degradation,భూమి క్షీణత
Land equivalent ratio,భూమి సమాన నిష్పత్తి
Land levelling,ల్యాండ్ లెవలింగ్
Land reclamation,భూమి పునరుద్ధరణ
Landscaping,ల్యాండ్ స్కేపింగ్
Land suitability,భూమి అనుకూలత
Land use pattern,భూ వినియోగ విధానం
Langerhans cells,లాంగర్‌హాన్స్ కణాలు
Lapse rate,లోపం రేటు
Larva,లార్వా
Latency,జాప్యం
Latent,గుప్త
Latent infection,గుప్త సంక్రమణ
Lateral,పార్శ్వ
Laterite soils,లాటరైట్ నేలలు
Latex,రబ్బరు పాలు
Lathyrism,లాథరిజం
Latin square design (LSD),లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి)
Lattice,లాటిస్
Law of comprative advantage,కంపన ప్రయోజనం యొక్క చట్టం
Law of constant returns,స్థిరమైన రాబడి యొక్క చట్టం
Law of diminishing returns,రాబడిని తగ్గించే చట్టం
Law of increasing retuns,పెరుగుతున్న చట్టం
Law of limiting factors,కారకాలు పరిమితం చేసే చట్టం
Law of minimum,కనీస చట్టం
Law of substitution,ప్రత్యామ్నాయ చట్టం
Law of variable proportions,వేరియబుల్ నిష్పత్తుల చట్టం
Layer,పొర
Layout,లేఅవుట్
Leachate,లీచేట్
Leaching efficiency,లీచింగ్ సామర్థ్యం
Leaching requirement,లీచింగ్ అవసరం
Leading strand,ప్రముఖ స్ట్రాండ్
Leaf area duration,ఆకు ప్రాంతం వ్యవధి
Leaf area index,ఆకు ప్రాంత సూచిక
Leaf area ratio,ఆకు ప్రాంత నిష్పత్తి
Leaf miner,ఆకు మైనర్
Leaf testing,ఆకు పరీక్ష
Leaf,ఆకు
Leaflet,కరపత్రం
Lease,లీజు
Legume,చిక్కుళ్ళు
LEISA - (Low Energy Input Sustainable Agriculture),లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం)
Lenticel,లెంటిసెల్
Lento capillary point,లెంటో క్యాపిల్లరీ పాయింట్
Leptonema,లెప్టోనెమా
Leptospirosis,లెప్టోస్పిరోసిస్
Lero-morphic,లెరో-మార్ఫిక్
Lesion,గాయం
Lethal mutation,ప్రాణాంతక మ్యుటేషన్
Leucoplast,ల్యూకోప్లాస్ట్
Level terrace,స్థాయి టెర్రేస్
Leveler (leveller),లెవెలర్
Levelling (of land),స్థాయి స్థాయికిట
Ley farming,లే వ్యవసాయం
Liebig's law of minimum,లైబిగ్ యొక్క కనీస చట్టం
Ligation,లిగేషన్
Light compensation point,తేలికపాటి పరిహారం పాయింట్
Light saturation intensity,కాంతి సంతృప్త తీవ్రత
Light transmission ratio,కాంతి ప్రసార నిష్పత్తి
Light trap,లైట్ ట్రాప్
Liming,పరిమితి
Limitation,పరిమితి
Limiting factor,పరిమితం చేసే కారకం
Limonite,లిమోనైట్
Line,లైన్
Linear response,సరళ ప్రతిస్పందన
Linkage,అనుసంధానం
Linkage group,అనుసంధాన సమూహం
Linker,లింకర్
Lint index,లింట్ ఇండెక్స్
Linters,Linters
Lipid,లిపిడ్
Lipolysis,లిపోలిసిస్
Liquidation,లిక్విడేషన్
Lister,లిస్టర్
Lister,లిస్టర్
Listing,జాబితా
Lithosphere,లిథోస్పియర్
Litter,లిట్టర్
Live mulches,లైవ్ మల్చెస్
Liverwort,లివర్‌వోర్ట్
Livestock,పశువులు
Local control,స్థానిక నియంత్రణ
Locus,లోకస్
Locust,మిడుత
Lodging (crop lodging),బస (పంట బస)
Lodicule,లోడిక్యూల్
Loess,Wheess
Logarthimic transformation,లోగార్తిమిక్ పరివర్తన
Long - day plant,లాంగ్ - డే మొక్క
Long wave radiation,లాంగ్ వేవ్ రేడియేషన్
Loop,లూప్
Lopping,లాపింగ్
Lumber,కలప
Lux,లక్స్
Luxury consumption (nutrient),లగ్జరీ వినియోగం (పోషకం)
Luxury genes,లగ్జరీ జన్యువులు
Lycopene,లైకోపీన్
Lymph,శోషరస
Lysimeter,లైసిమీటర్
Lysis of cell,సెల్ యొక్క లైసిస్
Lysogeny,లైసోజెని
Lysosome,లైసోజోమ్
Lysozyme,లైసోజైమ్
Lac tree,లాక్ ట్రీ
Lac,లక్ష
"Lady's finger, okra","లేడీ ఫింగర్, ఓక్రా"
Land caltrops,భూమి కాల్‌ట్రోప్‌లు
Lantana,లాంటానా
Lathyrus,లాథైరస్
Leek,లీక్
Lemon grass,నిమ్మ గడ్డి
Lemon,నిమ్మకాయ
Lentil,కాయధాన్యం
Lequorice,లెక్వోరిస్
Lettuce,పాలకూర
Lily,లిల్లీ
Lime,సున్నం
Linseed,లిన్సీడ్
Litchi,లిట్చి
Little millet,సామలు
Long melon,పొడవైన పుచ్చకాయ
Long pepper,పొడవైన మిరియాలు
Loquat,లోక్వాట్
Lotus,లోటస్
Lurcerne,లార్సెర్న్
Lac insect,లాక్ క్రిమి
Lady bird beetle,లేడీ బర్డ్ బీటిల్
Leaf miner,ఆకు మైనర్
Leaf roller,ఆకు రోలర్
Leaf webber,ఆకు వెబ్బర్
Locust,మిడుత
Macro evolution,స్థూల పరిణామం
Macroclimate,మాక్రోక్లైమేట్
Macromolecule,స్థూల కణాలు
Macromutation,స్థూల
Macronutrient,మాక్రోన్యూట్రియంట్
Macropores,మాక్రోపోర్స్
Maggot,మాగ్గోట్
Magma,మాగ్మా
Magnesia,మెగ్నీషియా
Magnesium,మెగ్నీషియం
Magnetic stirrer,మాగ్నెటిక్ స్టిరర్
Magnitude,పరిమాణం
Mahua cake,మహువా కేక్
Maintainer line,మెయింటెనర్ లైన్
Maintenance,నిర్వహణ
Maize sheller,మొక్కజొన్న షెల్లర్
Male sterile,మగ శుభ్రత
Malformation,వైకల్యం
Malignancy,ప్రాణాంతకత
Malnutrition,పోషకాహార లోపం
Malpractice,దుర్వినియోగం
Malting,మాల్టింగ్
Manger,మాంగర్
Mangroves,మడ అడవులు
Manometer,మనోమీటర్
Manometer,మనోమీటర్
Mantissa (of logarithm),మాంటిస్సా (లోగారిథం యొక్క)
Manure,ఎరువు
Manuring,ఎరువు
Marginal,ఉపాంత
Marginal cost,ఉపాంత వ్యయం
Marginal land,ఉపాంత భూమి
Marginal product,ఉపాంత ఉత్పత్తి
Marginal return,ఉపాంత రాబడి
Marine,మెరైన్
Marker (genetic),గుర్తు
Market,సంత
Marketable,విక్రయించదగినది
Marketable surplus,విక్రయించదగిన మిగులు
Marketed surplus,మార్కెట్ మిగులు
Marketing,మార్కెటింగ్
Marsh,మార్ష్
Mass flow,ద్రవ్యరాశి ప్రవాహం
Mass selection,సామూహిక ఎంపిక
Mass-spectrometer,మాస్-స్పెక్ట్రోమీటర్
Mast,మాస్ట్
Maternal inheritance,తల్లి వారసత్వం
Mating,సంభోగం
Matric potential,మెట్రిక్ సంభావ్యత
Maturation,పరిపక్వత
Maturity (crop),పరిపక్వత (పంట)
Maximum available water,గరిష్టంగా అందుబాటులో ఉన్న నీరు
Maximum cropping,గరిష్ట పంట
Maximum residue limit,గరిష్ట అవశేష పరిమితి
Maximum sustainable yield,గరిష్ట స్థిరమైన దిగుబడి
Maximum thermometer,గరిష్ట థర్మామీటర్
Maximum water holding capacity,గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం
Meadow orcharding,మేడో ఆర్చర్డింగ్
Mealy,మీలీ
Mean deviation,సగటు విచలనం
Mean life (nuclear),సగటు జీవితం (అణు)
Mean sea level,సముద్ర మట్టం సగటు
Mean square,చదరపు అర్థం
Measure,కొలత
Measurement,కొలత
Mechanical,యాంత్రిక
Mechanical analysis (soil),యాంత్రిక విశ్లేషణ
Mechanical impedence,యాంత్రిక ఇంపెడెన్స్
Mechanized farming,యాంత్రిక వ్యవసాయం
Median,మధ్యస్థ
Medicinal plant,Plant షధ మొక్క
Mediterranean climate,మధ్యధరా వాతావరణం
Megagametogenesis,మెగాగామెటోజెనిసిస్
Megasporangia,మెగాస్పోరంగియా
Megaspore (macrospore),మహశితుడు
Megasporogenesis,మెగాస్పోరోజెనిసిస్
Meiosis,మియోసిస్
Mellow soil,మెలో నేల
Melting of DNA,DNA యొక్క ద్రవీభవన
Membrane filter,మెంబ్రేన్ ఫిల్టర్
Mendelian inheritance,మెండెలియన్ వారసత్వం
Mendelism,మెండెలిజం
Mendel's law of inheritance,మెండెల్ యొక్క వారసత్వ చట్టం
Merchandise,సరుకుల
Mercury,మెర్క్యురీ
Meristem,మెరిస్టెమ్
Mesoclimate,మెసోక్లిమేట్
Mesoderm,మీసోడెర్మ్
Mesophyll,మెసోఫిల్
Mesophyte,మెసోఫైట్
Meso-pores,మీసో-పోర్స్
Mesosphere,మెసోస్పియర్
Messenger RNA (m-RNA),దూత
Metabolism,జీవక్రియ
Metabolites,జీవక్రియలు
Metal dam,మెటల్ డ్యామ్
Metamorphic rocks,మెటామార్ఫిక్ రాళ్ళు
Metamorphosis,మెటామార్ఫోసిస్
Metaphase,మెటాఫేస్
Metastrus,మెటాస్ట్రస్
Metaxenia,మెటాక్సేనియా
Meteorology,వాతావరణ శాస్త్రం
Methaemoglobinaemia,మెథెమోగ్లోబినేమియా
Method demonstration,పద్ధతి ప్రదర్శన
Mica,మైకా
Micro basin,మైక్రో బేసిన్
Micro fauna,మైక్రో జంతుజాలం
Microbe,సూక్ష్మజీవి
Microbial biomass carbon,సూక్ష్మజీవుల బయోమాస్ కార్బన్
Microbial degradation,సూక్ష్మజీవుల క్షీణత
Microbial insecticide,సూక్ష్మజీవుల పురుగుమందు
Microbiology,మైక్రోబయాలజీ
Microbiotic,సూక్ష్మజీవి
Microclimate,మైక్రోక్లైమేట్
Microenvironment,సూక్ష్మ పర్యావరణం
Microflora,మైక్రోఫ్లోరా
Microgametogenesis,మైక్రోగామెటోజెనిసిస్
Microirrigation,మైక్రోర్రిగేషన్
Micrometeorology,మైక్రోమెటొరాలజీ
Micronutrient,మైక్రోన్యూట్రియంట్
Microplot,మైక్రోప్లాట్
Micropore,మైక్రోపోర్
Micropyle,మైక్రోపైల్
Microscopy,మైక్రోస్కోపీ
Microsporangium,మైక్రోస్పోరింగియం
Microspore culture,మైక్రోస్పోర్ సంస్కృతి
Microspore mother cell,మైక్రోస్పోర్ మదర్ సెల్
Microspore,మైక్రోస్పోర్
Microtome,మైక్రోటోమ్
Microtopography,మైక్రోటోపోగ్రఫీ
Mid-season correction,మిడ్-సీజన్ దిద్దుబాటు
Migration,వలస
Milk grain stage,పాలు ధాన్యం దశ
Millepede,మిల్లెపెడ్
Millets,మిల్లట్లు
Milling recovery,మిల్లింగ్ రికవరీ
Milling,మిల్లింగ్
Mineral nutrition,ఖనిజ పోషణ
Mineral soil,ఖనిజ నేల
Mineralisation,ఖనిజీకరణ
Minerals,ఖనిజాలు
Minimum thermometer,కనిష్ట థర్మామీటర్
Minimum tillage,కనీస పండించడం
Minor crops,చిన్న పంటలు
Miotic index,మియోటిక్ ఇండెక్స్
Missence mutation,మిస్సెన్స్ మ్యుటేషన్
Mist irrigation,పొగమంచు నీటిపారుదల
Mist,పొగమంచు
Mitochondria,మైటోకాండ్రియా
Mitosis,మైటోసిస్
Mitscherlich's law,మిత్చెర్లిచ్ యొక్క చట్టం
Mixed cropping,మిశ్రమ పంట
Mixed farming,మిశ్రమ వ్యవసాయం
Mixed fertilizer,మిశ్రమ ఎరువులు
Mixed grazing,మిశ్రమ మేత
Mixed sward,మిశ్రమ స్వార్డ్
Model,మోడల్
Modelling,మోడలింగ్
Modified atmosphere packaging,సవరించిన వాతావరణ ప్యాకేజింగ్
Moisture availability index,తేమ లభ్యత సూచిక
Moisture deficit index,తేమ లోటు సూచిక
Moisture equivalent,తేమ సమానమైనది
Moisture regime,తేమ పాలన
Moisture release curve,తేమ విడుదల కర్వ్
Moisture retention,తేమ నిలుపుదల
Moisture stress,తేమ ఒత్తిడి
Moisture tension,తేమ ఉద్రిక్తత
Moisture,తేమ
Molar solution,మోలార్ ద్రావణం
Molasses,మొలాసిస్
Mole drainage,మోల్ డ్రైనేజ్
Molecular biology,అణు జీవశాస్త్రం
Molecular breeding,పరమాణు పెంపకం
Molecular hybridization,మాలిక్యులర్ హైబ్రిడైజేషన్
Molluscicide,మొలస్సిసైడ్
Monetary advantage index (MAI),ద్రవ్య అడ్వాంటేజ్ సూచిక (MAI)
Monoclonal antibody,మోనోక్లోనల్ యాంటీబాడీ
Monocotyledons,మోనోకోటిలెడాన్స్
Monocrop (Monoculture),మోటుకలు
Monoecious,మోనోసియస్
Monogenesis,మోనోజెనిసిస్
Monohybrid,మోనోహైబ్రిడ్
Monozygotic,మోనోజైగోటిక్
Monsoon,రుతుపవనాలు
Montmorillonite,మోంట్మోరిల్లోనైట్
Moor,మూర్
Mor,మోర్
Morgan unit,మోర్గాన్ యూనిట్
Morphogenesis,మోర్ఫోజెనిసిస్
Morphological adaptation,పదనిర్మాణ అనుసరణ
Morphology,పదనిర్మాణ శాస్త్రం
Mortgage,తాకట్టు
Mottle,మోటిల్
Mottling,మోట్లింగ్
Mould,అచ్చు
Moulting,మౌల్టింగ్
Mound culture,మట్టిదిబ్బ సంస్కృతి
Mound layering,మట్టిదిబ్బ పొరలు
Mower,మొవర్
Mowing,మొవింగ్
Mucilage,శ్లేష్మం
Muck soil,చెత్త నేల
Muddy,మడ్డీ
Muffle,మఫిల్
Mulch farming,రక్షక కవచం వ్యవసాయం
Mulch tillage,రక్షక కవచం పండించడం
Mulch,రక్షక కవచం
Mulching,మల్చింగ్
Mull,ముల్
Multi storey cropping,బహుళ అంతస్తుల పంట
Multiple correlation,బహుళ సహసంబంధం
Multiple cropping,బహుళ పంట
Multiple cropping index,బహుళ పంట సూచిక
Multiple cross,బహుళ క్రాస్
Multiple resistance,బహుళ ప్రతిఘటన
Multivariate,మల్టీవియారిట్
Multizygotic,మల్టీజోటిక్
Mummification,మమ్మీఫికేషన్
Mummified fruit,మమ్మీ చేసిన పండు
Muscovite,మస్కోవైట్
Mushroom,పుట్టగొడుగు
Mutagen,ముటాజెన్
Mutant,ఉత్పరివర్తన
Mutation,మ్యుటేషన్
Mutual inhibition,పరస్పర నిరోధం
Mutualism,పరస్పరవాదం
Mycelium,మైసిలియం
Mycology,మైకాలజీ
Mycoplasma,మైకోప్లాస్మా
Mycorrhiza,మైకోరిజా
Mace,మేస్
Madar,మదర్
Madhuca,మధుకా
Maize,మొక్కజొన్న
Makhana,మఖనా
Mandarin,మాండరిన్
Mango zinger,మామిడి జింగర్
Mango,మామిడి
"Margosa, neem","మార్గోసా, వేప"
Marigold,బంతి పువ్వు
Mastic tree,మాస్టిక్ చెట్టు
Merrill,మెరిల్
Mesta,మెస్టా
Mint,పుదీనా
Molucca bean,మోలుకా బీన్
Monkey jack,మంకీ జాక్
Moringa,మోరింగ
Morning glory (convolvulus),ఉదయం కీర్తి (కాన్వోల్వులస్)
Mosambi,మోసాంబి
Moth bean,చిమ్మట బీన్
Mulberry,మల్బరీ
Mushroom,పుట్టగొడుగు
Musk melon,కర్బూజ
Musk,మస్క్
Mustard,ఆవాలు
Myrtle,మర్టల్
Mapier grass,మాపియర్ గడ్డి
Mealy bug,మీలీ బగ్
Midge,మిడ్జ్
Mites,పురుగులు
Monkey,కోతి
Mosquito,దోమ
Moth,చిమ్మట
Meteorologist,వాతావరణ శాస్త్రవేత్త
Microbiologist,మైక్రోబయాలజిస్ట్
Mycologist,మైకాలజిస్ట్
Nanotechnology,నానోటెక్నాలజీ
Napiform,నేపిఫార్మ్
Narcotic,మాదకద్రవ్య
Nastic movement,నాస్టిక్ ఉద్యమం
National demonstration,జాతీయ ప్రదర్శన
Nationalization (of land),భూమి యొక్క భూమి యొక్క)
Natural,సహజ
Natural erosion,సహజ కోత
Natural farming,సహజ వ్యవసాయం
Natural resources,సహజ వనరులు
Natural selection,సహజమైన ఎన్నిక
Natural vegetation,సహజ వృక్షసంపద
Neck (hort),మెడ (హార్ట్)
Necrosis,నెక్రోసిస్
Nectar,తేనె
Negative allelopathy,ప్రతికూల అల్లెలోపతి
Nematicide,నెమాటిసైడ్
Nematode resistant rootstock,నెమటోడ్ రెసిస్టెంట్ రూట్‌స్టాక్
Nematology,నెమటాలజీ
Neoteny,నియోటెని
Net assimilation rate (NAR),నికర చికిత్స రేటు
Net gain,నికర లాభం
Net income (farm income),నికర ఆదాయం (వ్యవసాయ ఆదాయం)
Net irrigation requirement,నికర నీటిపారుదల అవసరం
Net productivity,నికర ఉత్పాదకత
Net return,నికర రాబడి
Netting,నెట్టింగ్
Neuron,న్యూరాన్
Neutral,తటస్థ
Neutralism,తటస్థత
Neutralization,తటస్థీకరణ
Neutral soil,తటస్థ నేల
Neutron moisture meter,న్యూట్రాన్ తేమ మీటర్
Niche,సముచితం
Nicotine,నికోటిన్
Night soil,రాత్రి నేల
Nitrate assimilation,నైట్రేట్ సమీకరణ
Nitrate reduction,నైట్రేట్ తగ్గింపు
Nitrate toxicity,నైట్రేట్ విషపూరితం
Nitre,నైట్రే
Nitrification inhibitor,నైట్రిఫికేషన్ ఇన్హిబిటర్
Nitrogen assimilation,నత్రజని సమీకరణ
Nitrogen cycle,నత్రజని చక్రం
Nitrogen deficiency,నత్రజని లోపం
Nitrogen fixation,నత్రజని స్థిరీకరణ
Nitrogenous,నత్రజని
Nobilization,నోబిలైజేషన్
Noble cane,నోబెల్ చెరకు
Nocturnal,రాత్రి
Node,నోడ్
Nodulated plant,నాడ్యులేటెడ్ ప్లాంట్
Nodulation,నాడ్యులేషన్
Nodule,నాడ్యూల్
Nomadion,సంచార
Nomenclature,నామకరణం
Non allelic,నాన్ అల్లెలిక్
Non capillary pore,కేశనాళికలు కాని రంధ్రం
Non competing crop,పోటీ లేని పంట
Nonsense mutation,అర్ధంలేని మ్యుటేషన్
Non significant,ముఖ్యమైనది కాదు
Non-acid forming fertilizer,నాన్-యాసిడ్ ఏర్పడే ఎరువులు
Non-conjugation,నాన్-కంజుగేషన్
Non-descript (animal),నాన్-డిస్క్రిప్ట్ (జంతువు)
Non-essential element,అనవసరమైన మూలకం
Non-homogenous,నాన్-హామోజెనస్
Non-homologus,నాన్-హోమోలాగస్
Non-polar compound,ధ్రువ రహిత సమ్మేళనం
Non-renewable energy,పునరుత్పాదక శక్తి
Non-selective contact herbicide,నాన్-సెలెక్టివ్ కాంటాక్ట్ హెర్బిసైడ్
Non-selective herbicide,ఎంపిక కాని హెర్బిసైడ్
Non-symbiotic nitrogen fixation,నాన్-సింబియోటిక్ నత్రజని స్థిరీకరణ
Normal distribution,సాధారణ పంపిణీ
Normal seedlings,సాధారణ మొలకల
Normal solution,సాధారణ పరిష్కారం
Normalising,సాధారణీకరణ
Northern blotting,ఉత్తర బ్లాటింగ్
Notifiable disease,నోటిఫైబుల్ డిసీజ్
No-till planting,నో-టిల్ నాటడం
Noxious weeds,విషపూరిత కలుపు మొక్కలు
Nuclear magnetic,అణు అయస్కాంత
Nuclei acid,న్యూక్లియై ఆమ్లం
Nucleobacter,న్యూక్లియోబాక్టర్
Nucleolus,న్యూక్లియోలస్
Nucleotide,న్యూక్లియోటైడ్
Nucleus,న్యూక్లియస్
Null hypothesis,శూన్య పరికల్పన
Nullisomic,నల్లిసోమిక్
Null-mutation,శూన్య-మ్యుటేషన్
Nurse cell,నర్సు సెల్
Nurse crop,నర్సు పంట
Nursery,నర్సరీ
Nut,గింజ
Nutrient cycling,పోషక సైక్లింగ్
Nutrient deficiency symptoms,పోషక లోపం లక్షణాలు
Nutrition,పోషణ
Nutritional value,పోషక విలువలు
Nutritive value index,పోషక విలువ సూచిక
Names of important plants related to agriculture,వ్యవసాయానికి సంబంధించిన ముఖ్యమైన మొక్కల పేర్లు
Nagai camphor,నాగై కర్పూరం
Narcissus,నార్సిసస్
Nigella,నిగెల్లా
Niger,నైజర్
