Odiya,Malayalam
ଆଘାତପ୍ରାପ୍ତ ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |,ക്ഷയിച്ച കാന്തിക പദാർത്ഥം
ଇନପୁଟ୍,ഇൻപുട്ട്
ପୁନ vest ନିବେଶ ଅମଳ |,പുനർനിക്ഷേപ വിളവ്
ରୋଜଗାର କ୍ଷତି,ഉപജീവന നഷ്ടം
ପୁନ vest ନିବେଶ,പുനർനിക്ഷേപം
ପୁନ rein ନିବେଶ ଏମ୍ପ୍ଲିଫାୟର୍ |,പുനർനിക്ഷേപ ആംപ്ലിഫയർ
ପୁନ tr ଉତ୍ପାଦନ ବିକୃତି |,പുനരവതരണം വക്രീകരണം
ପୁନ rein ନିବେଶ ବ୍ଲକ ଚିତ୍ର |,റീഇൻവെസ്റ്റ്മെന്റ് ബ്ലോക്ക് ഡയഗ്രം
ପୁନ rein ନିବେଶ ଷ୍ଟ୍ରିମ୍ ଚିତ୍ର |,പുനർനിക്ഷേപ സ്ട്രീം ഡയഗ്രം
ପୁନ st ସ୍ଥାପନ ଲୁପ୍ |,പുനഃസ്ഥാപിക്കൽ ലൂപ്പ്
ପୁନ rein ନିବେଶ ଓସିଲେଟର |,പുനർനിക്ഷേപ ഓസിലേറ്റർ
ପୁନ rein ନିବେଶ ଦ race ଡ଼ |,പുനർനിക്ഷേപ ഓട്ടം
ପୁନ in ନିବେଶ ବିସ୍ଥାପନ ରେଜିଷ୍ଟର |,റീഇൻവെസ്റ്റ്മെന്റ് ഡിസ്പ്ലേസ്മെന്റ് രജിസ്റ്റർ
ପୁନ vest ବିନିଯୋଗ ନୀତି ଚିତ୍ର |,പുനർനിക്ഷേപ തത്വ ഡയഗ്രം
ପୁନ tr ଉତ୍ପାଦନ ଭୋଲଟେଜ୍ ଚିତ୍ର |,വീണ്ടും പരിചയപ്പെടുത്തൽ വോൾട്ടേജ് ഡയഗ്രം
ଫର୍ମୀ ସ୍ତର |,ഫെർമി ലെവൽ
ଫେରିକ୍ ଇନଡକ୍ଟର |,ഫെറിക് ഇൻഡക്റ്റർ
ଫେରାଇଟ୍ |,ഫെറൈറ്റ്
ଫେରାଇଟ୍ ଆଣ୍ଟେନା |,ഫെറൈറ്റ് ആന്റിന
ଫେରିଟ୍ ତୃଣ |,ഫെറൈറ്റ് കള
ଫେରାଇଟ୍ ସ୍ପିନର୍ |,ഫെറൈറ്റ് സ്പിന്നർ
ଫେରାଇଟ୍ ବିଛିନ୍ନକାରୀ |,ഫെറൈറ്റ് സെപ്പറേറ്റർ
ଫେରାଇଟ୍ ଲାଇନ୍ ଏକ୍ସଟେନ୍ସନ୍ |,ഫെറൈറ്റ് ലൈൻ വിപുലീകരണം
ଫେରାଇଟ୍-କୋର୍ ଟ୍ରାନ୍ସଫର୍ମର |,ഫെറൈറ്റ്-കോർ ട്രാൻസ്ഫോർമർ
ଫେରୋ କ୍ରୋମ୍ ଟେପ୍ |,ഫെറോ ക്രോം ടേപ്പ്
ferromagnetism,ഫെറോകാന്തികത
ଭାଗ୍ୟ,വിധി
ଫିଲ୍ଡ ଇଫେକ୍ଟ ଟ୍ରାନଜିଷ୍ଟର (FET),ഫീൽഡ് ഇഫക്റ്റ് ട്രാൻസിസ്റ്റർ (FET)
ଫ୍ୟାଟ୍ ବୁଷ୍ଟର୍ |,കൊഴുപ്പ് ബൂസ്റ്റർ
ଫ୍ରେଟ୍ ସଂପନ୍ନ ସମୃଦ୍ଧତା |,fret complement symmetry
ଫ୍ୟାଟ୍ ହ୍ରାସ ମୋଡ୍ |,കൊഴുപ്പ് കുറയ്ക്കൽ മോഡ്
"ଭାଗ୍ୟ ଦ୍ୱ ual ତ ଦ୍ୱାର, ଦ୍ୱ ual ତ ଦ୍ୱାର |","വിധി ദ്വൈത കവാടം, ദ്വിത്വ ഗേറ്റ്"
ଚର୍ବି ବୃଦ୍ଧି ଧାରା |,കൊഴുപ്പ് വളർച്ച മോഡ്
ଫ୍ରେଟ୍ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |,fret ഫ്രീക്വൻസി പ്രതികരണം
ଫ୍ୟାଟ୍ ଗ୍ରାଫିକ୍ ବିଶ୍ଳେଷଣ |,കൊഴുപ്പ് ഗ്രാഫിക് വിശകലനം
ଭାଗ୍ୟ ନିବେଶ ନିରାପତ୍ତା |,ഫേറ്റ് ഇൻവെസ്റ്റ്‌മെന്റ് സേഫ്റ്റി
ଚର୍ବି ଓଲଟା |,കൊഴുപ്പ് വിപരീതം
ଭାଗ୍ୟ ଚୁକ୍ତି,വിധി ഉടമ്പടി
ଚର୍ବି ମସଫେଟ |,കൊഴുപ്പ് മോസ്ഫെറ്റ്
ଫ୍ୟାଟ୍ କଣ୍ଡକ୍ଟିଭିଟି |,കൊഴുപ്പ് ചാലകത
ଶୋଇବା ସମୟ |,ഉറക്കം സമയം
ଫାଇଲ୍ ଆମଦାନି |,ഫയൽ ഇറക്കുമതി
ଫାଇବର,നാര്
ଫାଇବର ସଂଯୋଜକ |,ഫൈബർ കണക്റ്റർ
ଫାଇବର ବଣ୍ଟିତ ଡାଟା ଇଣ୍ଟରଫେସ୍ |,ഫൈബർ വിതരണം ചെയ്ത ഡാറ്റാ ഇന്റർഫേസ്
ଫାଇବର ଗ୍ଲାସ |,ഫൈബർ ഗ്ലാസ്
ଫାଇବର ଅପ୍ଟିକ୍ ଲିଙ୍କ୍ |,ഫൈബർ ഒപ്റ്റിക് ലിങ്ക്
ଫାଇବର ଅପ୍ଟିକ୍ସ ଟ୍ରାନ୍ସମିସନ୍ ୱିଣ୍ଡୋ |,ഫൈബർ ഒപ്റ്റിക്സ് ട്രാൻസ്മിഷൻ വിൻഡോ
ଫାଇବର ଲାଇଟ୍ ଡିଟେକ୍ଟର୍ |,ഫൈബർ ലൈറ്റ് ഡിറ്റക്ടർ
ଫାଇବର ବନ୍ଧନ |,ഫൈബർ ബോണ്ടിംഗ്
ଫାଇବୋନାକ୍ସି ସଂଖ୍ୟା |,ഫിബൊനാച്ചി നമ്പറുകൾ
ଭର୍ଚୁଆଲ୍ ଶବ୍ଦ ଜେନେରେଟର |,വെർച്വൽ നോയ്സ് ജനറേറ്റർ
ପ୍ରାପ୍ତକର୍ତ୍ତାଙ୍କ ବିଶ୍ୱସ୍ତତା |,സ്വീകർത്താവിന്റെ വിശ്വസ്തത
ଜାଲିଆତି,വ്യാജം
କ୍ଷେତ୍ର ସହାୟତା,ഏരിയ എയ്ഡഡ്
କ୍ଷେତ୍ର ପ୍ରଭାବ ଉପକରଣ,ഫീൽഡ് ഇഫക്റ്റ് ഉപകരണം
ଫିଲ୍ଡ ଇଫେକ୍ଟ ସୁଇଚ୍,ഫീൽഡ് ഇഫക്റ്റ് സ്വിച്ച്
କ୍ଷେତ୍ର ପ୍ରଭାବଶାଳୀ ଟ୍ରାନଜିଷ୍ଟର |,ഫീൽഡ് ഫലപ്രദമായ ട്രാൻസിസ്റ്റർ
କ୍ଷେତ୍ର ନିର୍ଗମନ |,ഫീൽഡ് എമിഷൻ
ସୀସା ଶରୀର |,ഈയം ശരീരം
କ୍ଷେତ୍ର ଆବୃତ୍ତି,ഫീൽഡ് ഫ്രീക്വൻസി
କ୍ଷେତ୍ରର ତୀବ୍ରତା |,ഫീൽഡ് തീവ്രത
ଫିଲ୍ଡ ପ୍ରୋଗ୍ରାମ୍ ଲଜିକ୍ ଆରେ |,ഫീൽഡ് പ്രോഗ്രാം ലോജിക് അറേ
କ୍ଷେତ୍ର ପରୀକ୍ଷା,ഫീൽഡ് ടെസ്റ്റ്
କ୍ଷେତ୍ର ପ୍ରତ୍ୟାହାର,ഫീൽഡ് റദ്ദാക്കൽ
FIFO ସ୍ମୃତି,FIFO മെമ്മറി
ଦକ୍ଷତା ସୂଚକାଙ୍କ,കാര്യക്ഷമത സൂചിക
ଫାଇଲ୍ |,ഫയൽ
ଫାଇଲ୍ ଫିଲର୍ |,ഫയൽ ഫില്ലർ
ଫାଇଲ୍ କମାଣ୍ଡ୍ |,ഫയൽ കമാൻഡ്
ଫାଇଲ୍ ସର୍ଭର |,ഫയൽ സെർവർ
ସ୍ତର କ୍ୟାପେସିଟର୍ |,പാളി കപ്പാസിറ്റർ
ସ୍ତର ପ୍ରତିରୋଧକ |,പാളി റെസിസ്റ്റർ
ଫିଲ୍ଟର୍,ഫിൽട്ടർ
ଫିଲ୍ଟର ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ,ഫിൽട്ടർ സവിശേഷതകൾ
ଫିଲ୍ଟର ସର୍କିଟ |,ഫിൽട്ടർ സർക്യൂട്ട്
ସଂଗ୍ରହ,സമാഹാരം
ଫିଲ୍ଟର ଡିଜାଇନ୍,ഫിൽട്ടർ ഡിസൈൻ
ଯୋଗାଯୋଗ ତଥ୍ୟ,ആശയവിനിമയ ഡാറ്റ
ଫିଲ୍ଟର ପଦ୍ଧତି |,ഫിൽട്ടർ രീതി
ଫିଲ୍ଟର ପୁନ struction ନିର୍ମାଣ |,ഫിൽട്ടർ പുനർനിർമ്മാണം
ଅନ୍ତିମ ସମାବେଶ |,അന്തിമ അസംബ്ലിംഗ്
ଫିଙ୍ଗର ପ୍ରିଣ୍ଟ |,വിരലടയാളം
ସୀମିତ ଇମ୍ପ୍ଲୁସିଭ୍ ରିପୋର୍ଟିଂ ଫିଲ୍ଟର୍ |,പരിമിതമായ ആവേശകരമായ റിപ്പോർട്ടിംഗ് ഫിൽട്ടർ
ସୀମିତ ପାରାମିଟର |,പരിമിത പരാമീറ്റർ
ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |,പരിമിത സംസ്ഥാന യന്ത്രം
ଫାୟାରିଙ୍ଗ୍ କୋଣ |,ഫയറിംഗ് ആംഗിൾ
ଫର୍ମୱେୟାର |,ഫേംവെയർ
ପ୍ରଥମ ଚିତ୍ର ଶବ୍ଦ |,ആദ്യത്തെ കണക്ക് വാക്ക്
ପ୍ରଥମ ଅର୍ଡର ପ୍ରଶ୍ |,ആദ്യ ഓർഡർ പ്രാഷ്
ଫିସର୍ ଲୁପ୍ ପରୀକ୍ଷା |,ഫിഷർ ലൂപ്പ് ടെസ്റ്റ്
ସ୍ଥିର,സ്ഥിരമായ
ସ୍ଥିର ଆଟେନୁଏଟର୍ |,നിശ്ചിത അറ്റൻവേറ്റർ
ସ୍ଥିର ଆଭିମୁଖ୍ୟ,നിശ്ചിത ഓറിയന്റേഷൻ
ସ୍ଥିର କାଲକୁଲେଟର,നിശ്ചിത കാൽക്കുലേറ്റർ
ସ୍ଥିର କ୍ଷେତ୍ର |,നിശ്ചിത പ്രദേശം
ଆସାଇନମେଣ୍ଟ ମେସିନ୍ |,അസൈൻമെന്റ് മെഷീൻ
ସ୍ଥିର ସମୟ ନିୟନ୍ତ୍ରକ |,നിശ്ചിത സമയ കൺട്രോളർ
ପତାକା,പതാക
ଫ୍ଲେଞ୍ଜ୍,ഫ്ലേഞ്ച്
ଫ୍ଲାପ୍ ଆଟେନୁଏଟର୍ |,ഫ്ലാപ്പ് അറ്റൻവേറ്റർ
ଜ୍ୱଳନ୍ତ,തിളക്കം
ଉଜ୍ଜ୍ୱଳତା ରୂପାନ୍ତରକାରୀ |,തെളിച്ചം കൺവെർട്ടർ
ଚମକ,തിളക്കം
ଫ୍ଲାଟ ଫ୍ଲୋର ସ୍କାନିଂ |,ഫ്ലാറ്റ് ഫ്ലോർ സ്കാനിംഗ്
ଫ୍ଲାଟ କୋଇଲ୍ |,ഫ്ലാറ്റ് കോയിൽ
ଫ୍ଲାଟ ଫାଇଲ୍ |,ഫ്ലാറ്റ് ഫയൽ
ଫ୍ଲାଟ ଫିଲ୍ଟର |,ഫ്ലാറ്റ് ഫിൽട്ടർ
ଫ୍ଲାଟ ପ୍ୟାକ୍ |,ഫ്ലാറ്റ് പായ്ക്ക്
ଫ୍ଲାଟ ରିବନ୍ କେବୁଲ୍ |,ഫ്ലാറ്റ് റിബൺ കേബിൾ
ଫ୍ଲାଟ ଟପ୍ ନମୁନା |,ഫ്ലാറ്റ് ടോപ്പ് സാമ്പിൾ
F- ସ୍ତର |,എഫ്-ലെയർ
F- ସ୍ତର ଆୟନୋସାଇଫର୍ |,എഫ്-പാളി അയണോസ്ഫിയർ
ଫ୍ଲେମିଂ,ഫ്ലെമിംഗ്
ଫ୍ଲେମିଂ ଏବଂ କ୍ଲିଣ୍ଟନ୍ ଡାଇଭର୍ଜେନ୍ସ ପଦ୍ଧତି |,ഫ്ലെമിംഗും ക്ലിന്റൺ വ്യതിചലന രീതിയും
ut ୁଲା,ഫ്ലട്ടർ
ଶବ୍ଦ ଶବ୍ଦ,ഫ്ലട്ടർ ശബ്ദം
ଫ୍ଲଟର୍ ଫୋଟୋମିଟର |,ഫ്ലട്ടർ ഫോട്ടോമീറ്റർ
ଫ୍ଲିପ୍ ଫ୍ଲପ୍,ഫ്ലിപ്പ് ഫ്ലോപ്പ്
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଅସନ୍ତୁଳିତ ବିନିଯୋଗ |,ഫ്ലിപ്പ് ഫ്ലോപ്പ് അസിൻക്രണസ് നിക്ഷേപം
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ବ acter ଶିଷ୍ଟ୍ୟଗୁଡିକ |,ഫ്ലിപ്പ് ഫ്ലോപ്പ് സ്വഭാവസവിശേഷതകൾ
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ କଲ୍ ସିଗ୍ନାଲ୍ |,ഫ്ലിപ്പ് ഫ്ലോപ്പ് കോൾ സിഗ്നൽ
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଟାଇମଲାଇନ୍ |,ഫ്ലിപ്പ് ഫ്ലോപ്പ് ടൈംലൈൻ
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ କୋର୍-ଟ୍ରିଗର୍ |,ഫ്ലിപ്പ് ഫ്ലോപ്പ് കോർ-ട്രിഗർ ചെയ്തു
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ jK ଟ୍ରିଗର |,ഫ്ലിപ്പ് ഫ്ലോപ്പ് jK ട്രിഗർ
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଲ୍ୟାଚ୍ |,ഫ്ലിപ്പ് ഫ്ലോപ്പ് ലാച്ച്
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ମାଷ୍ଟର-ଦାସ |,ഫ്ലിപ്പ് ഫ്ലോപ്പ് മാസ്റ്റർ-സ്ലേവ്
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ RS,ഫ്ലിപ്പ് ഫ്ലോപ്പ് RS
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଷ୍ଟାର୍ଟଅପ୍ ପୁନ Rest ସେଟ୍ ସେଟ୍ ପୁନ et ସେଟ୍ (SR),ഫ്ലിപ്പ് ഫ്ലോപ്പ് സ്റ്റാർട്ടപ്പ് റീസ്റ്റാർട്ട് സെറ്റ് റീസെറ്റ് (SR)
ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ସିଙ୍କ୍ରୋନସ୍ ନିବେଶ |,ഫ്ലിപ്പ് ഫ്ലോപ്പ് സിൻക്രണസ് നിക്ഷേപം
ଫ୍ଲୋଟେସନ୍ ଚାର୍ଜ |,ഫ്ലോട്ടേഷൻ ചാർജ്
ଭାସମାନ ଗଠନ |,ഫ്ലോട്ട് രൂപീകരണം
ଭାସମାନ ଗେଟ୍ |,ഫ്ലോട്ടിംഗ് ഗേറ്റ്
ବିଭାଜନ,വിഭജനം
ସଂଯୋଗ ହୋଇନଥିବା ଭାର |,ബന്ധമില്ലാത്ത ലോഡ്
ସମ୍ପର୍କିତ ଉତ୍ସ |,ബന്ധമില്ലാത്ത ഉറവിടം
ପୂର୍ଣ୍ଣ ଆଲୋକ,പൂർണ്ണ പ്രകാശം
ଫ୍ଲପି,ഫ്ലോപ്പി
ଫ୍ଲପି ଡିସ୍କ |,ഫ്ലോപ്പി ഡിസ്ക്
ପ୍ରବାହ,ഒഴുക്ക്
ଫ୍ଲୋ ଚାର୍ଟ,ഫ്ലോ ചാർട്ട്
ଗ୍ରେଡିଏଣ୍ଟ୍ ଚିତ୍ର,ഗ്രേഡിയന്റ് ഡയഗ്രം
ପ୍ରବାହ ଦିଗ,ഒഴുക്ക് ദിശ
ପ୍ରବାହ ରେଖା,ഒഴുക്ക് ലൈൻ
ଫ୍ଲୋମିଟର,ഫ്ലോമീറ്റർ
FLT U2 ଫିଲ୍ଟର୍ |,FLT U2 ഫിൽട്ടർ
ବହୁଳ କ୍ଷୟ ତତ୍ତ୍। |,ബഹുവചന ശോഷണ സിദ്ധാന്തം
ତରଳ ଘର୍ଷଣ ଡମ୍ପିଂ |,ദ്രാവക ഘർഷണം damping
ତରଳ ଚଟାଣ |,ദ്രാവക തറ
ଫ୍ଲୋରୋସେନ୍ସ ଇଫେକ୍ଟ ଟ୍ୟୁବ୍ |,ഫ്ലൂറസെൻസ് ഇഫക്റ്റ് ട്യൂബ്
ଫ୍ଲୋରୋସେଣ୍ଟ୍ |,ഫ്ലൂറസെന്റ്
ut ୁଲା,ഫ്ലട്ടർ
ଫ୍ଲକ୍ସ ସାନ୍ଦ୍ରତା |,ഫ്ലക്സ് സാന്ദ്രത
ଫ୍ଲକ୍ସ କବାଟ ମ୍ୟାଗ୍ନେଟୋମିଟର |,ഫ്ലക്സ് വാതിൽ മാഗ്നെറ്റോമീറ്റർ
ଫ୍ଲକ୍ସ ବାଇଣ୍ଡିଂ |,ഫ്ലക്സ് ബൈൻഡിംഗ്
"ଫ୍ଲକ୍ସ ମିଟର, ଫ୍ଲକ୍ସ ମିଟର |","ഫ്ലക്സ് മീറ്റർ, ഫ്ലക്സ് മീറ്റർ"
ଫ୍ଲକ୍ସ ସୋଲଡର |,ഫ്ലക്സ് സോൾഡർ
କାଉଣ୍ଟର ଆଘାତ,കൌണ്ടർ പരിക്ക്
ପ୍ରତିକ୍ରିୟା ଉଚ୍ଚ ଭୋଲଟେଜ୍ |,പ്രതിപ്രവർത്തനം ഉയർന്ന വോൾട്ടേജ്
ବିପରୀତ ଟ୍ରାନ୍ସଫର୍ମର |,എതിർ കറന്റ് ട്രാൻസ്ഫോർമർ
ଜମା ପ୍ରଭାବ,സഞ്ചിത പ്രഭാവം
ଫ୍ରିକ୍ୱେନ୍ସି ମୋଡ୍ୟୁଲେସନ ଡିଜିଟାଲ ଡିଟେକ୍ଟର |,ഫ്രീക്വൻസി മോഡുലേഷൻ ഡിജിറ്റൽ ഡിറ്റക്ടർ
ଫ୍ରିକ୍ୱେନ୍ସି ମୋଡ୍ୟୁଲେସନ ଶିଖର ଡିଟେକ୍ଟର |,ഫ്രീക്വൻസി മോഡുലേഷൻ പീക്ക് ഡിറ്റക്ടർ
ଏନଭଲଡ୍ ମଡ୍ୟୁଲେସନ୍ ଆର୍ଟ ଲୁପ୍ ଡିଟେକ୍ଟର୍ ଯୋଡିଛି |,പൊതിഞ്ഞ മോഡുലേഷൻ ആർട്ട് ചേർത്ത ലൂപ്പ് ഡിറ്റക്ടർ
FM ଭଏସ୍ ଫ୍ରିକ୍ୱେନ୍ସି ଟେଲିଗ୍ରାଫ୍ |,എഫ്.എം വോയ്സ് ഫ്രീക്വൻസി ടെലിഗ്രാഫ്
ଫୋକାଲ୍ |,ഫോക്കൽ
ଧ୍ୟାନ ଦିଅନ୍ତୁ |,ശ്രദ്ധ കേന്ദ്രീകരിക്കുക
ଫୋକସ୍ କ୍ୟାମେରା |,ഫോക്കസ് ക്യാമറ
ଫୋକସ୍ ଏରର୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,ഫോക്കസ് പിശക് ആംപ്ലിഫയർ
ଫୋକସ୍ ଚିତ୍ର ଟ୍ୟୁବ୍ |,ഫോക്കസ് പിക്ചർ ട്യൂബ്
ସର୍ଭୋକୁ ଧ୍ୟାନ ଦିଅନ୍ତୁ |,ഫോക്കസ് സെർവോ
ଧ୍ୟାନ ଏବଂ ଅନୁସରଣ,ഫോക്കസും ഫോളോ-അപ്പും
ଶରୀରକୁ ଧ୍ୟାନ ଦିଅ ଏବଂ ଅନୁସରଣ କର |,ഫോക്കസ് ചെയ്ത് ഫോളോ അപ്പ് ബോഡി
ଫଏଲ୍ ପ୍ରକାର ଗେଜ୍ |,ഫോയിൽ-ടൈപ്പ് ഗേജ്
ପ୍ରଥମ ଫାଟ,ആദ്യത്തെ വിള്ളൽ
ଫୋଲ୍ ବ୍ୟାକ୍ ଭୋଲଟେଜ୍ ସୀମା,ഫോൾഡ് ബാക്ക് വോൾട്ടേജ് ലിമിറ്റർ
ଧଳା ରେଖା ମୂଲ୍ୟ |,വെളുത്ത വര മൂല്യം
ସାମ୍ପ୍ରତିକ ସୀମାକୁ ଫୋଲ୍ କରନ୍ତୁ |,കറന്റ് ലിമിറ്റർ മടക്കിക്കളയുക
ଫୋଲଡ୍ ସ୍ଥାପତ୍ୟ |,മടക്കിയ വാസ്തുവിദ്യ
ଫୋଲଡ୍ ଡିପୋଲ୍ |,മടക്കിയ ദ്വിധ്രുവം
ଫୋଲଡ୍ ଡିପୋଲ୍ |,ദ്വിധ്രുവം മടക്കുക
ଫୋଲଡ୍ ଉପାଦାନ |,മടക്കിയ ഘടകം
ଟ୍ରେଲିଂ,പിന്നിലായി
ଫଣ୍ଟ ପ୍ରଦର୍ଶନ,ഫോണ്ട് ഡിസ്പ്ലേ
ଖାଦ୍ୟ ମୁଦ୍ରଣ |,ഭക്ഷണം പ്രിന്റ്
ଟାବୁ ବ୍ୟାଣ୍ଡ |,ടാബൂ ബാൻഡ്
ନିଷେଧ ଶକ୍ତି ବ୍ୟବଧାନ |,വിലക്കപ്പെട്ട ഊർജ്ജ വിടവ്
ବାର୍ଡ ଜୋନ୍ |,തടയപ്പെട്ട മേഖല
ବଳ,ശക്തിയാണ്
ଗତିଶୀଳ ରୂପାନ୍ତରକାରୀ |,പ്രൊപ്പൽസീവ് കൺവെർട്ടർ
ବିଦେଶୀ ବସ୍ତୁ,വിദേശ വസ്തു
ଫର୍ମ ଫ୍ୟାକ୍ଟର୍ |,ഫോം ഘടകം
ପୃଷ୍ଠା ପୁରଣ,പേജ് പൂരിപ്പിക്കുക
ଆନୁଷ୍ଠାନିକ ତର୍କ,ഔപചാരിക യുക്തി
ଫର୍ମାଟ୍ ନମ୍ବର |,ഫോർമാറ്റ് നമ്പർ
fortran,ഫോർട്രാൻ
ଆକସ୍ମିକ ବିକୃତି |,ആകസ്മികമായ രൂപഭേദം
ଅଗ୍ରଗାମୀ ପକ୍ଷପାତ |,മുന്നോട്ടുള്ള പക്ഷപാതം
ଅଗ୍ରଗାମୀ ପକ୍ଷପାତ |,മുന്നോട്ടുള്ള പക്ഷപാതം
ଅଗ୍ରଗାମୀ ପକ୍ଷପାତ,ഫോർവേഡ് ബയസ് ജോയിന്റ്
ଅଗ୍ରଗାମୀ ଅବରୋଧ ଅବସ୍ଥା |,മുന്നോട്ട് തടയുന്ന അവസ്ഥ
ଅଗ୍ରଗାମୀ ବ୍ରେକ୍ ଭୋଲଟେଜ୍ |,ഫോർവേഡ് ബ്രേക്ക് വോൾട്ടേജ്
ଅଗ୍ରଗାମୀ ତ୍ରୁଟି ସଂଶୋଧନ |,മുന്നോട്ട് പിശക് തിരുത്തൽ
ସାମ୍ନା ଲୁପ୍ ଲାଭ |,ഫ്രണ്ട് ലൂപ്പ് നേട്ടം
ଆଗ ରାସ୍ତା ଲାଭ,ഫ്രണ്ട് റോഡ് നേട്ടം
ଅଗ୍ରଗାମୀ ପୋଲାରିଟି |,ഫോർവേഡ് പോളാരിറ്റി
ଅଗ୍ରଗାମୀ କଣ୍ଡକ୍ଟିଭିଟି |,മുന്നോട്ട് ചാലകത
ଗମନାଗମନ ସମୟ,ഫോർവേഡ് ട്രാൻസിറ്റ് സമയം
ପାଳକ ସିଲି ବିବେକକର |,ഫോസ്റ്റർ സില്ലി വിവേകർ
ଚତୁର୍ଭୁଜ ଏନକୋଡିଂ |,ക്വാഡ്രപ്പിൾ എൻകോഡിംഗ്
ଚତୁର୍ଭୁଜ,ചതുർഭുജം
ଚତୁର୍ଭୁଜ ଡିଜିଟାଲ୍ ଟ୍ରାନ୍ସମିସନ୍ |,ക്വാഡ്രേച്ചർ ഡിജിറ്റൽ ട്രാൻസ്മിഷൻ
ଚତୁର୍ଭୁଜ ନେଟୱାର୍କ |,ചതുർഭുജ ശൃംഖല
ଚତୁର୍ଥାଂଶ ନେଟୱାର୍କ |,ക്വാട്ടർനറി നെറ്റ്വർക്ക്
କ୍ୱାଡ୍ ଟ୍ୟୁବ୍ କ୍ୟାମେରା |,ക്വാഡ് ട്യൂബ് ക്യാമറ
ଫୁରିଅର୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ഫ്യൂറിയർ ഗുണകം
ଫୁରିଅର୍ ଇଣ୍ଟିଗ୍ରେସନ୍ |,ഫ്യൂറിയർ ഇന്റഗ്രേഷൻ
ଫୁରିଅର୍ ଓଲଟା |,ഫ്യൂറിയർ വിപരീതം
ଚାରି ସିରିଜ୍ |,നാല് സീരീസ്
ସଂକ୍ରମଣ,പകർച്ച
ଫୋରିଅର୍ ଟ୍ରାଇଗୋନେଟ୍ରିକ୍ ସିରିଜ୍ |,ഫ്യൂറിയർ ത്രികോണമിതി പരമ്പര
ଫୁରିଅର୍ ଥିଓରେମ୍ |,ഫോറിയർ സിദ്ധാന്തം
ଚତୁର୍ଭୁଜ ଉପକରଣ,നാലിരട്ടി ഉപകരണം
ଚତୁର୍ଥାଂଶ ଡାୟୋଡ୍ |,ക്വാട്ടർനറി ഡയോഡ്
ମୋବାଇଲ୍ ପଏଣ୍ଟ ସଞ୍ଚାଳକ |,മൊബൈൽ പോയിന്റ് പ്രോസസർ
ଭାସମାନ ବିନ୍ଦୁ ଏକକ |,ഫ്ലോട്ടിംഗ് പോയിന്റ് യൂണിറ്റ്
ଫାଇଲ୍ ପ୍ରତିସ୍ଥାପନ,ഫയൽ മാറ്റിസ്ഥാപിക്കൽ
ଭଗ୍ନାଂଶ ତ୍ରୁଟି |,ഫ്രാക്ഷണൽ പിശക്
ଭିନ୍ନକ୍ଷମ ପ୍ରସାରଣ |,ഡിഫറൻഷ്യൽ ട്രാൻസ്മിഷൻ
ଫ୍ରେମ୍,ഫ്രെയിം
ଫ୍ରେମ୍ ବଫର୍ ଚିପ୍ |,ഫ്രെയിം ബഫർ ചിപ്പ്
ଫ୍ରେମ୍ କ୍ୟାପଚର୍ |,ഫ്രെയിം ക്യാപ്ചർ
ଫ୍ରେମ୍ ପାସୱାର୍ଡ |,ഫ്രെയിം പാസ്വേഡ്
ଫ୍ରେମ୍ ଫର୍ମାଟ୍,ഫ്രെയിം ഫോർമാറ്റ്
ଫ୍ରେମ୍ ଫ୍ରିକ୍ୱେନ୍ସି |,ഫ്രെയിം ഫ്രീക്വൻസി
ଫ୍ରେମ୍ ଜମି |,ഫ്രെയിം ഭൂമി
ଫ୍ରେମ୍ ସିଙ୍କ୍ରୋନସ୍ ପଏଣ୍ଟ୍ |,ഫ്രെയിം സിൻക്രണസ് പോയിന്റുകൾ
ଫ୍ରେମ୍ ସିଙ୍କ୍ରୋନାଇଜେସନ୍ |,ഫ്രെയിം സിൻക്രൊണൈസേഷൻ
ଫ୍ରେମ୍ ସିଙ୍କ୍ରୋନସ୍ ସିଗ୍ନାଲ୍ |,ഫ്രെയിം സിൻക്രണസ് സിഗ്നൽ
ଖୋଲା କୋଡ୍,ഫ്രാങ്ക് കോഡ്
ମାଗଣା ଇଲେକ୍ଟ୍ରନ୍ |,സ്വതന്ത്ര ഇലക്ട്രോണുകൾ
