Punjabi,Assamese
depolarization,বিমেৰুকৰণ
depolarized,ডিমেৰুকৃত
ਡੀਪੋਲਰਾਈਜ਼ਰ,ডিপোলাৰাইজাৰ
"ਖੇਤਰ ਦੀ ਡੂੰਘਾਈ, ਖੇਤਰ ਦੀ ਤੀਬਰਤਾ","ক্ষেত্ৰৰ গভীৰতা, ক্ষেত্ৰৰ তীব্ৰতা"
"derived polarogram, derived polarogram","ব্যুৎপন্ন মেৰুগ্ৰাম, ব্যুৎপন্ন মেৰুগ্ৰাম"
ਲਿਆ ਗਿਆ,ব্যুৎপত্তি কৰা হৈছে
"ਉਤਰਦਾ, ਉਤਰਦਾ","অৱতৰণ কৰা, অৱতৰণ কৰা"
"ਵੰਸ਼, ਉਤਰਾਧਿਕਾਰੀ","বংশ, বংশ"
"ਵਰਣਨ ਕਰੋ, ਬਣਾਓ, ਖਿੱਚੋ","বৰ্ণনা, নিৰ্মাণ, আঁকিব"
ਭਾਅ,হৰ
"ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (n.) ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (n.)","ডিজাইন কৰা, ডিজাইন কৰা (n.) ডিজাইন কৰা, ডিজাইন কৰা (n.)"
ਤਬਾਹੀ,ধ্বংস
ਵਿਨਾਸ਼ਕਾਰੀ ਦਖਲਅੰਦਾਜ਼ੀ,ধ্বংসাত্মক হস্তক্ষেপ
"ਵਿਨਾਸ਼ਕਾਰੀ, ਵਿਨਾਸ਼ਕਾਰੀ","ধ্বংসাত্মক, ধ্বংসাত্মক"
"ਪਛਾਣ, ਖੋਜ","চিনাক্তকৰণ, ধৰা পেলোৱা"
ਕੁਲੈਕਟਰ,সংগ্ৰাহক
ਨਿਰਧਾਰਨਵਾਦ,ডিটাৰ্মিনিজম
ਨਿਰਧਾਰਕ,নিৰ্ণায়ক
ਨਿਰਧਾਰਨ,সংকল্প
ਨਿਰਧਾਰਤ ਕਰਨ ਲਈ,নিৰ্ধাৰণ কৰিবলৈ
ਨਿਰਧਾਰਿਤ,নিৰূপিত
ਡਿਊਟਰੋਨ,ডিউটেৰন
"ਪ੍ਰਗਟ, ਵਿਕਾਸ, ਵਿਕਾਸ","প্ৰকাশ, বিকাশ, বিকাশ"
"ਵਿਕਾਸਕਾਰ, ਵਿਕਾਸਕਾਰ","ডেভেলপাৰ, ডেভেলপাৰ"
"ਵਿਕਾਸ, ਵਿਕਾਸ","উন্নয়ন, উন্নয়ন"
ਭਟਕਣਾ,বিচ্যুতি
ਤ੍ਰੇਲ,শিশিৰ
ਤ੍ਰੇਲ ਬਿੰਦੂ,শিশিৰ বিন্দু
ਦੱਖਣੀ ਪੋਲਰਾਈਜ਼ਰ,দক্ষিণ মেৰুকৰণকাৰী
ਡਾਇਗਨੌਸਟਿਕ ਟੈਸਟ,ডায়েগনষ্টিক পৰীক্ষা
ਵਿਕਰਣ,তিৰ্যক
ਚਿੱਤਰ,ডায়েগ্ৰাম
ਚਿੱਤਰ,ডায়েগ্ৰাম
ਡਾਇਲ,ডায়েল কৰক
ਡਾਇਮੈਗਨੈਟਿਕ,ডাইমেগনেটিক
"ਡਾਇਮੈਗਨੇਟੋਲੋਜੀ, ਡਾਇਮੈਗਨੈਟਿਕ ਸਮੱਗਰੀ","ডাইমেগনেট&#39;লজী, ডাইমেগনেটিক পদাৰ্থ"
diamagnetism,ডাইমেগনেটিজম
ਵਿਆਸ,ব্যাস
ਵਿਆਸ ਦੇ ਉਲਟ,ডায়েমেট্ৰিকভাৱে বিপৰীত
"ਹੀਰਾ, ਹੀਰਾ","হীৰা, হীৰা"
ਡਾਇਆਫ੍ਰਾਮ ਡਾਇਆਫ੍ਰਾਮ,ডায়েফ্ৰাম ডায়েফ্ৰাম
ਗਰਮੀ ਐਕਸਚੇਂਜ,তাপ বিনিময়
ਗਰਮੀ ਐਕਸਚੇਂਜ,তাপ বিনিময়
"diatonic swaragram, diatonic swaragram","ডাইটনিক স্বৰাগ্ৰাম, ডাইটনিক স্বৰাগ্ৰাম"
"ਵਿਭਾਜਨ, ਅਰਧ-ਕਲਾ","bifurcation, অৰ্ধ-কলা"
dichromate ਸੈੱਲ,ডাইক্ৰ&#39;মেট কোষ
"ਦੁਚਿੱਤੀ, ਵਿਜ਼ੂਅਲ ਡਿਕੋਟੋਮੀ, ਲੈਵਲ ਡਿਕੋਟੋਮੀ","দ্বৈততা, দৃশ্যমান দ্বৈততা, স্তৰৰ দ্বৈততা"
ਡਿਕਟਾਫੋਨ,ডিক্টাফোন
ਡਾਇਲੈਕਟ੍ਰਿਕ,ডাইলেক্ট্ৰিক
ਡਾਇਲੈਕਟ੍ਰਿਕਸ,ডাইলেক্ট্ৰিকছ
ਡੀਜ਼ਲ ਚੱਕਰ,ডিজেল চক্ৰ
ਪਾੜਾ,গেপ
"ਡਿਫਰੈਂਸ਼ੀਅਲ ਫ੍ਰੀਕੁਐਂਸੀ, ਡਿਵੀਏਸ਼ਨ ਬਾਰੰਬਾਰਤਾ","ডিফাৰেন্সিয়েল ফ্ৰিকুৱেন্সি, বিয়োগ কম্পাঙ্ক"
"ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ","ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ইন্টাৰষ্টিচিয়েল, ডিফাৰেন্সিয়েল"
ਵਿਭਿੰਨ ਸਮਾਈ,ভিন্নতামূলক শোষণ
ਡਿਸਟਿੰਕਸ਼ਨ ਐਂਪਲੀਫਾਇਰ,ডিষ্টিংচন এম্প্লিফায়াৰ
"ਪ੍ਰਵੇਸ਼ਯੋਗ ਕੈਲੋਰੀਮੀਟਰ, ਪ੍ਰਵੇਸ਼ਯੋਗ ਕੈਲੋਰੀਮੀਟਰ","পেনেট্ৰেটিভ কেলৰিমিটাৰ, পেনেট্ৰেটিভ কেলৰিমিটাৰ"
ਵਿਭਿੰਨ ਕੈਪਸੀਟਰ,ডিফাৰেন্সিয়েল কেপাচিটৰ
ਅੰਤਰ ਜ਼ੋਨ,ডিফাৰেন্সিয়েল জ&#39;ন
ਵਿਭਿੰਨ ਪ੍ਰਸਾਰ,ডিফাৰেন্সিয়েল প্ৰসাৰণ
ਅੰਤਰ ਸਮੀਕਰਨ,অৱভেদ্য সমীকৰণ
ਵਿਭਿੰਨ ਵਿਸਥਾਪਨ ਗੁਣਾਂਕ,ভিন্নতামূলক বিলুপ্তি সহগ
ਇੰਟਰਮੀਟਰ ionization ਚੈਂਬਰ,ইন্টাৰমিটাৰ আয়নীয়কৰণ কক্ষ
ਵਿਭਿੰਨ ਆਈਸੋਟੋਪ ਵਿਧੀ,ডিফাৰেন্সিয়েল আইছ’ট’প পদ্ধতি
ਅੰਤਰ ਵੇਗ,ডিফাৰেন্সিয়েল বেগ
ਵੱਖਰਾ,পাৰ্থক্য কৰা
"ਵਿਭਿੰਨ, ਵਿਭਿੰਨਤਾ","পৃথক, পৃথক"
"ਭਿੰਨਤਾ, ਵਿਭਿੰਨਤਾ","পাৰ্থক্য, পাৰ্থক্য"
ਭਿੰਨਤਾ,বিবৰ্তন
ਡਿਫ੍ਰੈਕਟੋਮੀਟਰ,বিবৰ্তনমাপক
"ਫੈਲਿਆ ਹੋਇਆ, ਫੈਲਿਆ ਹੋਇਆ","বিক্ষিপ্ত, বিক্ষিপ্ত"
ਫੈਲਿਆ,বিক্ষিপ্ত
ਫੈਲਾ,প্ৰসাৰণ
ਵਿਭਿੰਨਤਾ,বিস্তাৰ ক্ষমতা
"ਅੰਕ, ਵਿਆਸ, ਉਂਗਲੀ","অংক, ব্যাস, আঙুলি"
ਡਿਜ਼ੀਟਲ ਰਿਕਾਰਡਿੰਗ,ডিজিটেল ৰেকৰ্ডিং
ਡਿਜ਼ੀਟਲ ਵੋਲਟਮੀਟਰ,ডিজিটেল ভল্টমিটাৰ
ਦੋ-ਆਈਸੋਟੋਪਿਕ ਤੱਤ,দ্বি-আইছ’ট’পিক মৌল
ਫੈਲਾ,প্ৰসাৰণ
ਵਿਸਤਾਰ ਵਿਕਾਰ,প্ৰসাৰণ বিকৃতি
ਐਕਸੋਮੀਟਰ,বহিঃতাপমাপক
ਵਿਸਫਾਰਿਨੀ,ভিছফাৰিনি
"ਐਕਸਟੈਂਸ਼ਨ, ਲੰਬਾਈ-ਚੌੜਾਈ, ਮਾਪ, ਸ਼ਕਤੀ","সম্প্ৰসাৰণ, দৈৰ্ঘ্য-প্ৰস্থ, মাত্ৰা, শক্তি"
ਆਯਾਮੀ,মাত্ৰিক
ਆਯਾਮ,মাত্ৰাগততা
ਬੀਮਾ ਯੂਨਿਟ,বীমা ইউনিট
ਅਯਾਮ ਰਹਿਤ ਅਯਾਮ,মাত্ৰাহীন মাত্ৰা
"ਘਟਾਓ, ਕਮੀ","মূল্য হ্ৰাস, হ্ৰাস"
ਚਮਕਦਾਰ,উজ্জ্বল
ਡਾਇਓਡ,ডাইঅ&#39;ড
diopter,ডাইঅপ্টাৰ
ਅਪਵਰਤਨ ਜ਼ੋਨ,বিবৰ্তন অঞ্চল
ਰਿਫ੍ਰੈਕਟਿੰਗ ਲੈਂਸ,ৰিফ্ৰেক্টিং লেন্স
"ਝੁਕਣਾ, ਮੱਥਾ ਟੇਕਣਾ, ਕੁੰਡ","bow down, প্ৰণাম কৰা, ট্ৰাফ"
ਡਿੱਗਣ ਦਾ ਕੋਣ,পতনৰ কোণ
dipole,ডাইপোল
ਬਾਇਪੋਲਰ ਪਰਤ,বাইপোলাৰ স্তৰ
dirac ਡੈਲਟਾ ਫੰਕਸ਼ਨ,dirac ডেল্টা ফাংচন
"ਸਿੱਧਾ, ਸਿੱਧਾ, ਸਿੱਧਾ, ਸਿੱਧਾ, ਉਲਟ","পোন, পোন, পোন, প্ৰত্যক্ষ, বিপৰীত"
ਅਨੁਲੋਮ ਸਬੰਧ,anulom সম্পৰ্ক
ਸਿੱਧਾ ਮੌਜੂਦਾ,প্ৰত্যক্ষ বিদ্যুৎ প্ৰবাহ
ਸਿੱਧਾ,পোনপটীয়া
"ਸਿੱਧੀ ਹਿੱਟ, ਸਿੱਧੀ ਹਿੱਟ","প্ৰত্যক্ষ প্ৰভাৱ, প্ৰত্যক্ষ প্ৰভাৱ"
"ਦਿਸ਼ਾ, ਦਿਸ਼ਾ","দিশ, দিশ"
ਦਿਸ਼ਾਤਮਕ,দিশগত
ਸਪੇਸ ਸਥਿਰਤਾ,স্থানৰ স্থিৰতা
"dicosine, dico-cosine","ডাইকোচিন, ডাইকো-কোচাইন"
"ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼, ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼, ਦਿਸ਼ਾ-ਨਿਰਦੇਸ਼","দিশগত, দিশগত, দিশগত"
ਦਿਸ਼ਾ,দিশগততা
ਆਮ ਜਾਲੀ,সাধাৰণ জালি
ਸਿੱਧੀ ਲਾਈਨ,সৰলৰেখা
ਕ੍ਰਮਵਾਰ ਅਨੁਪਾਤ,ক্ৰমিক অনুপাত
ਸਿੱਧੀ ਵਿਧੀ,প্ৰত্যক্ষ পদ্ধতি
ਦਿਸ਼ਾ,দিশ
ਡਾਇਰੈਕਟ ਰੀਡਿੰਗ ਡਿਵਾਈਸ,প্ৰত্যক্ষ পঢ়া যন্ত্ৰ
ਸਾਹਮਣੇ ਦੂਰਬੀਨ,সন্মুখত টেলিস্কোপ
"ਵਸਤੂ, ਚੱਕਰ, ਡਿਸਕ, ਡਿਸਕ","বস্তু, বৃত্ত, ডিস্ক, ডিস্ক"
"ਇਮਰਸ਼ਨ, ਇਫਿਊਜ਼ਨ, ਬਲੀਚਿੰਗ","বিসৰ্জন, ইফিউচন, ব্লিচিং"
ਪਾਣੀ ਵਿੱਚ ਡੁੱਬਣਾ,পানীত ডুবাই ৰখা
"ਵਿਗਾੜ, ਵਿਗਾੜ, ਫ੍ਰੈਕਚਰ","বিচ্ছিন্নতা, বিচ্ছিন্নতা, ভাঙন"
ਲਗਾਤਾਰ,বিচ্ছিন্ন
"ਖੋਜ, ਖੋਜ","গৱেষণা, অনুসন্ধান"
ਅੰਤਰ,অমিল
ਕਣ,কণা
"ਕਨਕੇਵ ਐਂਟੀਨਾ, ਡਿਸ਼ ਐਂਟੀਨਾ","অৱতল এন্টেনা, ডিচ এন্টেনা"
"ਭੰਗ, granulation","দ্ৰৱণ, দানা"
ਭੰਗ ਸਥਿਰ,দ্ৰৱণ ধ্ৰুৱক
ਖਰਾਬੀ ਊਰਜਾ,অপচয় শক্তি
ਭੰਗ ਅੱਧਾ ਜੀਵਨ,দ্ৰৱীভূত আধাজীৱন
ਭੰਗ ਸੀਮਾ ਹੈ,দ্ৰৱণীয় পৰিসৰ
"dislocation, dislocation, dislocation, dislocation","ডিচলকেচন, ডিচলকেচন, ডিচলকেচন, ডিচলকেচন"
"ਫਾਲਟ ਲਾਈਨ, ਫਾਲਟ ਕੋਰ","ফল্ট লাইন, ফল্ট কোৰ"
ਨੁਕਸ ਲੂਪ,দোষ লুপ
"ਵਿਕਾਰ, ਵਿਕਾਰ, ਵਿਕਾਰ","বিকাৰ, বিকাৰ, বিকাৰ"
ਹਫੜਾ-ਦਫੜੀ,বিশৃংখলতা
"ਉਲਝਣ, ਉਲਝਣ","বিভ্ৰান্তি, বিভ্ৰান্তি"
"ਖਿੰਡੇ ਹੋਏ, ਖਿੰਡੇ ਹੋਏ","বিক্ষিপ্ত, বিক্ষিপ্ত"
"ਖਿੰਡਾਉਣਾ, ਖਿੰਡਾਉਣਾ","বিক্ষিপ্ততা, বিক্ষিপ্ততা"
ਪ੍ਰੋਜੈਕਟਾਈਲ,প্ৰজেক্টাইল
dispersant,বিক্ষিপ্তকাৰী
ਪ੍ਰਤੀਬਿੰਬਤਾ,প্ৰতিফলনশীলতা
ਵਿਸਥਾਪਨ,স্থানচ্যুতি
ਪ੍ਰਦਰਸ਼ਨੀ,প্ৰদৰ্শন
ਕੰਸੋਲ,কনছ&#39;ল
ਬੰਦ ਕਰਨ ਦੀ ਤਾਕਤ,বিচ্ছিন্নতা বল
ਅਸਮਾਨ,অসমান
ਸੜਨ ਗੁਣਾਂਕ,ক্ষয় সহগ
ਖਰਾਬ ਕਰਨ ਵਾਲਾ,জাৰণকাৰী
ਸੜਨ ਸਿਸਟਮ,ক্ষয় ব্যৱস্থা
ਵੱਖ ਕਰਨ ਯੋਗ,পৃথক কৰিব পৰা
ਵੱਖ ਕੀਤਾ,পৃথক কৰা হৈছে
ਸੁਭਾਅ,disposition
ਗੈਰ-ਅਨੁਕੂਲਤਾ,অসংগততা
ਦੂਰੀ,দূৰত্ব
ਦੂਰ,দূৰৈৰ
"ਵੱਖਰਾ, ਵੱਖਰਾ, ਵੱਖਰਾ, ਭਾਵਪੂਰਤ","সুকীয়া, সুকীয়া, সুকীয়া, প্ৰকাশভংগী"
ਵਿਤਕਰਾ,বৈষম্য
ਵੱਖਰੀ ਜਾਇਦਾਦ,বিচ্ছিন্ন সম্পত্তি
"ਵੱਖਰਾ ਕਰਨਾ, ਵੱਖਰਾ ਕਰਨਾ","পাৰ্থক্য কৰা, পাৰ্থক্য কৰা"
ਵਿਗਾੜਨਾ,বিকৃত
ਵਿਕਾਰ,বিকৃতি
deformation ਲਚਕਤਾ,বিকৃতিৰ স্থিতিস্থাপকতা
ਵੰਡਿਆ ਐਂਪਲੀਫਾਇਰ,বিতৰণ কৰা এম্প্লিফায়াৰ
"ਵੰਡ, ਵੰਡ","বিতৰণ, বিতৰণ"
"ਵੰਡ ਨਿਯਮ, ਵੰਡ ਨਿਯਮ","বিতৰণ নিয়ম, বিতৰণ নিয়ম"
ਗੜਬੜ,বিঘিনি
"ਦੁਖੀ, ਵਿਗੜਿਆ ਸੰਤੁਲਨ","distressed, বিঘ্নিত ভাৰসাম্য"
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲੀ ਤਾਕਤ,বিৰক্তিকৰ শক্তি
"ਅਹਨਿਕ, ਦਿਵਾਚਰ, ਦਿਵਾ, ਨਿੱਤ","আহনিক, দিবাচাৰ, দিবা, দৈনিক"
ਰੋਜ਼ਾਨਾ ਦੀ ਗਤੀ,দৈনিক গতি
ਦੋ-ਪੱਖੀ,দ্বিসম্বন্ধীয়
"ਖਿਲਾਰਨਾ, ਵਿਗਾੜਨਾ","dissipate, বিসৰ্জন"
"ਵਿਭਿੰਨਤਾ, ਵਿਭਿੰਨਤਾ, ਵਿਭਿੰਨਤਾ","বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা"
ਵੱਖਰੇ,ডাইভাৰ্জেন্ট
ਡਾਇਵਰਸ਼ਨ,ডাইভাৰচন
"ਵੰਡਿਆ, ਵੰਡਿਆ","বিভক্ত, বিভক্ত"
"ਵੰਡ, ਵੰਡ, ਵੰਡ","বিভাজন, বিভাজন, বিভাজন"
ਆਇਨੋਸਫੀਅਰ ਦੀ ਡੀ ਪਰਤ,আয়নমণ্ডলৰ D স্তৰ
"ਖੇਤਰ, ਸੂਬਾ, ਖੇਤਰ, ਡੋਮੇਨ","অঞ্চল, প্ৰদেশ, অঞ্চল, ডমেইন"
"ਗੁੰਬਦ, ਗੁੰਬਦ","গম্বুজ, গম্বুজ"
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਸਥਿਤੀ,প্ৰভাৱশালী স্থান
ਦਾਨੀ ਪੱਧਰ,দাতাৰ স্তৰত
ਮਦਿਤ ਸੰਧੀ,মদিত সন্ধি
"ਮਿਲਾਵਟ, ਮਿਲਾਵਟ","ব্যভিচাৰ, ব্যভিচাৰ"
ਡੋਪਲਰ ਪ੍ਰਭਾਵ,ডপলাৰ ইফেক্ট
"ਖੁਰਾਕ, ਖੁਰਾਕ","ডোজ, ডোজ"
ਕੁਆਂਟੋਮੀਟਰ,কোৱাণ্টোমিটাৰ
"ਬਿੰਦੀ ਵਾਲਾ, ਬਿੰਦੀ ਵਾਲਾ","বিন্দুযুক্ত, বিন্দুযুক্ত"
"ਡਬਲ, ਡਿਪਲੋਇਡ, ਜੋੜਾ, ਦੋਹਰਾ, ਆਮ, ਦੋਹਰਾ","দ্বৈত, দ্বৈত, যোৰ, দ্বৈত, সাধাৰণ, দ্বৈত"
ਡਬਲ ਬਾਂਡ,ডাবল বণ্ড
biconvex ਲੈਨਜ,দ্বি-উত্তল লেন্স
biconvex ਲੈਨਜ,দ্বি-উত্তল লেন্স
ਬਾਈਨਰੀ ਅੰਤਰ,বাইনাৰী ডিফাৰেন্সিয়েল
ਡਬਲ ionization,ডাবল আয়নীয়কৰণ
ਡਬਲ ਅਣੂ,ডাবল অণু
ਡਬਲ ਸ਼ੁੱਧਤਾ,ডাবল প্ৰিচিচন
ਦੋਹਰਾ ਅਪਵਰਤਨ,ডাবল ৰিফ্ৰেকচন
ਡਬਲ ਸੀਰੀਜ਼,ডাবল ছিৰিজ
ਤਾਰਿਆਂ ਦੀ ਜੋੜੀ,যোৰ তৰা
ਡਬਲ,দুণ্ডণ
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ ਜੋੜਾ,achromatic লেন্স যোৰ
"ਫੈਲਾਉਣਾ, ਫੈਲਾਉਣਾ","প্ৰসাৰণ, প্ৰসাৰণ"
ਦੁੱਗਣਾ ਚਾਰਜ ਵਾਲਾ ਕਣ,দুগুণ আধানযুক্ত কণা
ਭ੍ਰਿਸ਼ਟ,উভচৰ দুৰ্নীতিগ্ৰস্ত
ਡਬਲ ionized,ডাবল আয়নীয়কৃত
ਹੇਠਾਂ ਵੱਲ,তললৈ
ਟ੍ਰੈਕਸ਼ਨ ਧਾਤੂ ਧਾਤੂ ਅਰਧ ਸੰਖੇਪ,ট্ৰেকচন অক্সিজেন অক্সিজেন অৰ্ধ কম্পেক্ট
ਟ੍ਰੈਕਸ਼ਨ ਫੋਰਸ,ট্ৰেকচন বল
"ਵਾਹ, ਵਹਾਅ, ਅਪੋਧ, ਵਹਿਣਾ (ਖਨਨ), ਪੰਝ (ਭੋਜਨ), ਵਿਸਥਾਪਨ","wah, runoff, apodh, drift (খনন), পাঞ্জ (খাদ্য), বিচ্যুতি"
ਰਨਆਫ ਸਟ੍ਰੀਮ,ৰানঅফ ষ্ট্ৰিম
ਕਾਰਜਸ਼ੀਲ,কাৰ্য্যকৰী
ਸੰਚਾਲਨ ਵੋਲਟੇਜ,পৰিবাহী ভল্টেজ
ਛੋਟੀ ਗੇਂਦ,pety ball
ਅਚਾਨਕ ਬਰੇਕ,হঠাৎ বিৰতি
"ਬਿੰਦੀ, ਮਾਈਕ੍ਰੋ ਪੁਆਇੰਟ, ਬੂੰਦ","বিন্দু, মাইক্ৰ’ পইণ্ট, ড্ৰপলেট"
ਗਿਰਾਵਟ,পৰি যোৱা
ਸੁੱਕਾ,শুকান
ਸੁੱਕਾ ਸੁੱਕਾ ਹਾਈਗਰੋਮੀਟਰ,শুকান শুকান হাইগ্ৰ’মিটাৰ
ਅਸਫਲ ਸੰਪਰਕ,বিফল যোগাযোগ
"ਡਬਲ ਓਪਰੇਸ਼ਨ, ਦੋਹਰੀ ਕਾਰਵਾਈ","ডাবল অপাৰেচন, ডুৱেল অপাৰেচন"
"ਨਲੀ, ਨਲਕੀ",ডাক্ট
ਤਣਾਅ ਵਾਲਾ,টান
ਤਣਾਅ ਵਾਲਾ,টান
ਮੱਧਮ,ডিম
ਚੁੱਪ,নিঃশব্দ
ਪੇਸ਼ਗੀ,নিক্ষেপ
ਵਾਮਨ ਤਾਰਾ,বমন তাৰা
ਦੋਹਰਾ ਧੁਰਾ,ডাবল অক্ষ
ਗਤੀਸ਼ੀਲ,গতিশীল
ਗਤੀਸ਼ੀਲ,গতিশীল
"ਗਤੀਸ਼ੀਲਤਾ, ਗਤੀਸ਼ੀਲਤਾ","গতিশীলতা, গতিশীলতা"
ਡਾਇਨਾਮੋ,ডাইনামো
ਖਾਣਾ,ডাইন কৰক
"ਧਰਤੀ, ਧਰਤੀ","পৃথিৱী, পৃথিৱী"
ਭੂਚਾਲ ਦੀ ਤੀਬਰਤਾ,ভূমিকম্পৰ তীব্ৰতা
ਧਰਤੀ ਸੈਟੇਲਾਈਟ,পৃথিৱী উপগ্ৰহ
ਧਰਤੀ ਕੁਨੈਕਸ਼ਨ ਸਿਸਟਮ,আৰ্থ সংযোগ ব্যৱস্থা
ਜ਼ਮੀਨੀ ਤਾਰ,মাটিৰ তাঁৰ
"ਕੇਂਦਰ, centripetal","কেন্দ্ৰ, কেন্দ্ৰবিন্দু"
ਸਨਕੀਤਾ,কেন্দ্ৰীয়তা
Echelon,echelon
echo,প্ৰতিধ্বনি
ਧਾਰਨਾ,ধাৰণা
ਸਰਕੂਲਰ ਕੋਆਰਡੀਨੇਟਸ,বিপ্লৱৰ বৃত্তাকাৰ স্থানাংক
ਵਰਲਪੂਲ,ঘূৰ্ণীবতাহ
ਕਿਨਾਰੇ ਨੁਕਸ,প্ৰান্তৰ দোষ
ਕੋਰ-ਪ੍ਰਭਾਵ,মূল-প্ৰভাৱ
ਐਡੀਸਨ ਸੈੱਲ,এডিছন কোষ
ਸੰਪਾਦਿਤ ਕਰੋ,সম্পাদনা কৰক
ਅਸਰਦਾਰ,কাৰ্যকৰী
ਕੁਸ਼ਲਤਾ,দক্ষতা
ਕੋਸ਼ਿਸ਼,চেষ্টা কৰা
ਡਿਸਚਾਰਜ,এৰি দিয়া
"ਅਲੰਕਾਰਿਕ, eigen","ৰূপক, eigen"
ਅੱਠਭੁਜ,অষ্টভুজ
ਆਈਨਸਟਾਈਨ-ਬੋਸ ਵੰਡ ਕਾਨੂੰਨ,আইনষ্টাইন-বোজ বিতৰণ নিয়ম
ਤੁਰੰਤ ਪ੍ਰਭਾਵ,তৎক্ষণাত প্ৰভাৱ
ਆਈਨਸਟਾਈਨੀਅਮ,আইনষ্টাইনিয়াম
ਆਈਨਸਟਾਈਨ ਸਮੋਲੁਚੌਸਕੀ ਸਮੀਕਰਨ,আইনষ্টাইন স্মোলুচ’ভস্কি সমীকৰণ
ਆਈਨਸਟਾਈਨ-ਜਨਸੰਖਿਆ,আইনষ্টাইন-জনসংখ্যা
ਬਰਖਾਸਤਗੀ,বহিষ্কাৰ কৰা
ਬਾਹਰ ਕੱਢਣ ਵਾਲਾ ਕੈਪਸੂਲ,ইজেক্টৰ কেপচুল
ਬਾਹਰ ਕੱਢਣ ਵਾਲਾ,ইজেক্টৰ
ਕਲੀਅਰੈਂਸ ਬੋਰਡ,ক্লিয়াৰেন্স বৰ্ড
ਉਲਟ ਸਮਰੱਥਾ,বিপৰীত ধাৰণক্ষমতা
ਲਚਕੀਲੇ,ইলাষ্টিক
"ਲਚਕੀਲੇ ਜਵਾਬ ਪ੍ਰਭਾਵ, ਲਚਕੀਲੇ ਪਿਛਲਾ","ইলাষ্টিক ভংগীমাৰ প্ৰভাৱ, ইলাষ্টিক ভংগীমা"
oscillatory ਸਰੀਰ,দোলনীয় শৰীৰ
ਲਚਕਤਾ,ইলাষ্টিকতা
"ਇਲਾਸਟਿਕੋਮੀਟਰ, ਇਲਾਸਟਿਕੋਮੀਟਰ","ইলাষ্টিকমিটাৰ, ইলাষ্টিকমিটাৰ"
ਲਚਕੀਲੇ ਖਰਾਬੀ,ইলাষ্টিক নমনীয়তা
ਆਇਨੋਸਫੀਅਰ ਦੀ ਈ-ਪਰਤ,আয়নমণ্ডল ই-স্তৰ
ਇਲੈਕਟ੍ਰੇਟ,ইলেক্ট্ৰেট
"ਇਲੈਕਟ੍ਰੀਕਲ, ਇਲੈਕਟ੍ਰੀਕਲ","বৈদ্যুতিক, বৈদ্যুতিক"
ਬਿਜਲੀ,বিদ্যুৎ
"ਬਿਜਲੀਕਰਨ, ਚਾਰਜਿੰਗ","বিদ্যুৎকৰণ, চাৰ্জিং"
ਬਿਜਲੀ,বিদ্যুৎস্পৃষ্ট
"ਚਾਰਜ ਕੀਤਾ ਕਣ, ਚਾਰਜ ਕੀਤਾ ਕਣ","আধানযুক্ত কণা, আধানযুক্ত কণা"
ਇਲੈਕਟ੍ਰੋਕੋਸਟਿਕ,ইলেক্ট্ৰ&#39;একাউষ্টিক
ਇਲੈਕਟ੍ਰੋ-ਧੁਨੀ ਵਿਗਿਆਨ,ইলেক্ট্ৰ&#39;-একাউষ্টিকছ
ਇਲੈਕਟ੍ਰੋ-ਥਰਮਲ,ইলেক্ট্ৰ&#39;-থাৰ্মেল
ਇਲੈਕਟ੍ਰੋਕੈਮੀਕਲ,ইলেক্ট্ৰ&#39;কেমিকেল
ਬਰਾਬਰ,সমান্তৰাল
ਇਲੈਕਟ੍ਰੋਡ,ইলেক্ট্ৰ&#39;ড
ਇਲੈਕਟ੍ਰੋਡਾਇਨਾਮਿਕਸ,ইলেক্ট্ৰ&#39;ডাইনেমিক্স
ਇਲੈਕਟ੍ਰੋਡਾਇਨਾਮਿਕ ਪ੍ਰਭਾਵ,ইলেক্ট্ৰ&#39;ডাইনেমিক ইফেক্ট
galvanic ਅਲੱਗ-ਥਲੱਗ,গেলভানিক পৃথকীকৰণ
ਇਲੈਕਟ੍ਰੋਲਾਈਟ,ইলেক্ট্ৰলাইট
ਇਲੈਕਟ੍ਰੋਲਾਈਟਿਕ,ইলেক্ট্ৰ&#39;লাইটিক
"electrophoresis, electrophoresis","ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ, ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ"
ਇਲੈਕਟ੍ਰੋਮੈਗਨੇਟ,বিদ্যুৎচুম্বক
