English,Marathi
emulation,अनुकरण
encapsulation,encapsulation
encipher,कूटलेखन
encode,एन्कोड
encoder,एन्कोडर
encrepted data,एन्क्रिप्ट केलेला डेटा
encripting file system,एन्क्रिप्टिंग फाइल सिस्टम
encryption,एनक्रिप्शन
end of block,ब्लॉकचा शेवट
end of file (EOF),फाइलचा शेवट (EOF)
end-user,अंतिम वापरकर्ता
enter,प्रविष्ट करा
enter-key,एंटर-की
enterprise server,एंटरप्राइझ सर्व्हर
enterprise system,एंटरप्राइझ प्रणाली
entity,अस्तित्व
entity-relationship,अस्तित्व-संबंध
entry time,प्रवेश वेळ
entry variable,एंट्री व्हेरिएबल
enumerable,असंख्य
environment,वातावरण
epoch,युग
EPROM,EPROM
epsilon closure,एप्सिलॉन बंद करणे
equalizer,तुल्यकारक
equipment,उपकरणे
equivalence class,समतुल्य वर्ग
equivalence relation,समतुल्य संबंध
erase,पुसून टाका
error correcting code,कोड दुरुस्त करताना त्रुटी
error correction,त्रुटी सुधारणे
error detection,त्रुटी शोधणे
error handling,त्रुटी हाताळणी
error message,त्रुटी संदेश
error rate,त्रुटी दर
error recovery,त्रुटी पुनर्प्राप्ती
error routine,त्रुटी नित्यक्रम
escape character,सुटलेले पात्र
ethernet,इथरनेट
event,कार्यक्रम
event chain,कार्यक्रम साखळी
event control,घटना नियंत्रण
event counter,कार्यक्रम काउंटर
exception handling,अपवाद हाताळणी
exchangeable disk storage,एक्सचेंज करण्यायोग्य डिस्क स्टोरेज
exclusion,बहिष्कार
exclusive Or (XOR),अनन्य किंवा (XOR)
executable program,एक्झिक्युटेबल प्रोग्राम
executive statement,कार्यकारी विधान
exhaustive search,संपूर्ण शोध
exist,अस्तित्वात आहे
exit,बाहेर पडा
expert system,तज्ञ प्रणाली
expression,अभिव्यक्ती
extended graphic array (XGA),विस्तारित ग्राफिक अॅरे (XGA)
extended industry standard (EIS),विस्तारित उद्योग मानक (EIS)
extended machine,विस्तारित मशीन
extended memory,विस्तारित मेमरी
extended precision,विस्तारित अचूकता
extended sorting,विस्तारित वर्गीकरण
external call,बाह्य कॉल
external error,बाह्य त्रुटी
external function,बाह्य कार्य
external interrupt,बाह्य व्यत्यय
external memory,बाह्य मेमरी
external memory,बाह्य मेमरी
external modem,बाह्य मोडेम
external reference,बाह्य संदर्भ
external searching,बाह्य शोध
external storage device,बाह्य स्टोरेज डिव्हाइस
extraction,काढणे
extrapolation,एक्सट्रापोलेशन
face-character printer,चेहरा-वर्ण प्रिंटर
fail-safe operation,अयशस्वी-सुरक्षित ऑपरेशन
failure rate,अपयशाचा दर
failure recovery,अपयश पुनर्प्राप्ती
false code,खोटा कोड
false error,खोटी चूक
fan-in,फॅन-इन
fan-out,बाहेर
fascimile I/O device,फॅसिमाईल I/O डिव्हाइस
fast fourier transform (FFT),फास्ट फोरियर ट्रान्सफॉर्म (FFT)
fatal error,गंभीर त्रुटी
fault detection,दोष शोधणे
fault diagnosis,दोष निदान
fault tolerance,चुकीची सहनशीलता
fax,फॅक्स
fax message,फॅक्स संदेश
FDC,FDC
feature detection,वैशिष्ट्य शोध
feed cycle,फीड सायकल
feedback,अभिप्राय
feeder,फीडर
fetch,आणणे
fibonacci search,फिबोनाची शोध
fibonacci sequence,फिबोनाची क्रम
fibonacci series,फिबोनाची मालिका
fibre optics,फायबर ऑप्टिक्स
fido net,फिडो नेट
field,फील्ड
fifth generation computers,पाचव्या पिढीचे संगणक
file,फाइल
file access method,फाइल प्रवेश पद्धत
file allocation table,फाइल वाटप सारणी
file compression,फाइल कॉम्प्रेशन
file copying,फाइल कॉपी करणे
file layout,फाइल लेआउट
file merge,फाइल विलीनीकरण
file recovery,फाइल पुनर्प्राप्ती
file storage,फाइल स्टोरेज
file structure,फाइल संरचना
file system,फाइल सिस्टम
file transfer,फाइल हस्तांतरण
file transfer protocol (FTP),फाइल ट्रान्सफर प्रोटोकॉल (FTP)
filter,फिल्टर
final state,अंतिम स्थिती
find,शोधणे
finite state machine,मर्यादित राज्य मशीन
fire wall,आग भिंत
firmware,फर्मवेअर
first come first serve,प्रथम येणाऱ्यास प्रथम सेवा
first generation computer,पहिल्या पिढीचा संगणक
first in first out (FIFO),फर्स्ट इन फर्स्ट आउट (FIFO)
first order logic,प्रथम ऑर्डर तर्क
first order theory,प्रथम ऑर्डर सिद्धांत
fixed partition,निश्चित विभाजन
flag,झेंडा
flexible disk,लवचिक डिस्क
floppy disk,फ्लॉपी डिस्क
flopy disk drive (Fdd),फ्लॉपी डिस्क ड्राइव्ह (Fdd)
flow chart,प्रवाह चार्ट
flow of control,नियंत्रण प्रवाह
flush,फ्लश
folder,फोल्डर
font,फॉन्ट
font family,फॉन्ट कुटुंब
foreign key,परदेशी की
form,फॉर्म
formal language,औपचारिक भाषा
formal system,औपचारिक प्रणाली
format,स्वरूप
formatting,स्वरूपन
fortran,फोरट्रान
fortran programming,फोरट्रान प्रोग्रामिंग
forward slash,पुढे झुकणारी तिरकी रेष
fourth generation computer,चौथ्या पिढीचा संगणक
fragment,तुकडा
frame,फ्रेम
free net,मोफत नेट
free software foundation,मोफत सॉफ्टवेअर फाउंडेशन
free storage,विनामूल्य संचयन
freeware,फ्रीवेअर
front end,समोरचे टोक
front panel,समोरची बाजू
function,कार्य
function key,फंक्शन की
function reference,कार्य संदर्भ
functional dependency,कार्यात्मक अवलंबित्व
functional testing,कार्यात्मक चाचणी
fuzzy logic,अस्पष्ट तर्क
fuzzy set,अस्पष्ट संच
gain,मिळवणे
game tree,खेळाचे झाड
gap character,अंतर वर्ण
garbage,कचरा
garbage collection,कचरा गोळा करणे
garbage collection,कचरा गोळा करणे
garbage in garbage out (GIGO),कचरा बाहेर कचरा (GIGO)
gate,गेट
gateway,प्रवेशद्वार
general program,सामान्य कार्यक्रम
general program,सामान्य कार्यक्रम
general purpose computer,सामान्य उद्देश संगणक
general purpose computer,सामान्य उद्देश संगणक
general register,सामान्य नोंदणी
generalization,सामान्यीकरण
generalization,सामान्यीकरण
general-purpose language,सामान्य हेतूची भाषा
general-purpose operating sysem,सामान्य उद्देश ऑपरेटिंग सिस्टम
general-purpose regisgter,सामान्य-उद्देश रजिस्टर
generated error,व्युत्पन्न त्रुटी
generating function,निर्मिती कार्य
generic class,सामान्य वर्ग
generic function,सामान्य कार्य
generic name,सामान्य नाव
gigo,gigo
global,जागतिक
global code,जागतिक कोड
global lock,जागतिक लॉक
global network,जागतिक नेटवर्क
global network,जागतिक नेटवर्क
global user,जागतिक वापरकर्ता
global variable,जागतिक चल
globalisation,जागतिकीकरण
gopher,गोफर
gopher client,गोफर क्लायंट
gopher server,गोफर सर्व्हर
gopher site,गोफर साइट
gopher space,गोफर जागा
graceful degradation,मोहक अध:पतन
grammar checker,व्याकरण तपासक
grammar graceful exit,व्याकरण डौलदार निर्गमन
grand total,एकूण
graph,आलेख
graph plotting,आलेख प्लॉटिंग
graphic character,ग्राफिक वर्ण
graphic controller,ग्राफिक नियंत्रक
graphic data structure,ग्राफिक डेटा संरचना
graphic display program,ग्राफिक प्रदर्शन कार्यक्रम
graphic display resolution,ग्राफिक प्रदर्शन रिझोल्यूशन
graphic language,ग्राफिक भाषा
graphic language,ग्राफिक भाषा
graphic panel,ग्राफिक पॅनेल
graphical animation,ग्राफिकल अॅनिमेशन
graphical interface format (GIF),ग्राफिकल इंटरफेस स्वरूप (GIF)
graphical user interface (GUI),ग्राफिकल यूजर इंटरफेस (GUI)
graphics,ग्राफिक्स
graphics application,ग्राफिक्स अनुप्रयोग
graphics cursor,ग्राफिक्स कर्सर
graphics mode,ग्राफिक्स मोड
graphics package,ग्राफिक्स पॅकेज
graphics software,ग्राफिक्स सॉफ्टवेअर
graphics software,ग्राफिक्स सॉफ्टवेअर
graphics software package,ग्राफिक्स सॉफ्टवेअर पॅकेज
gray scale,राखाडी स्केल
greedy method,लोभी पद्धत
grep,grep
grid,ग्रिड
grid chart,ग्रिड चार्ट
grid computing,ग्रिड संगणन
grid modulation,ग्रिड मॉड्यूलेशन
ground wave,जमिनीची लाट
group,गट
group address,गट पत्ता
group code,गट कोड
group communication,गट संवाद
group communication,गट संवाद
group identification,गट ओळख
group name,गटाचे नाव
groupware,ग्रुपवेअर
growth,वाढ
guard,रक्षक
guided media,मार्गदर्शित माध्यम
gunzip,गनझिप
hack,खाच
hacker,हॅकर
hacker's dictionary,हॅकरचा शब्दकोश
half adder,अर्धा जोडणारा
half bridge,अर्धा पूल
half duplex,अर्धा डुप्लेक्स
half duplex line,अर्धा डुप्लेक्स लाइन
half duplex mode,अर्धा डुप्लेक्स मोड
half intensity,अर्धी तीव्रता
half router,अर्धा राउटर
half subtracter,अर्धा वजा करणारा
half toning,अर्धा टोनिंग
half word,अर्धा शब्द
hamiltonious cycle,मिल्टोनियस सायकल
hamming code,हॅमिंग कोड
hand,हात
hand copy,हात प्रत
handle,हाताळणे
handling,हाताळणी
hang,फाशी देणे
happy net,आनंदी नेट
hard copy device,हार्ड कॉपी डिव्हाइस
hard disk,हार्ड डिस्क
hard disk crash,हार्ड डिस्क क्रॅश
hard error,कठीण त्रुटी
hardware flow control,हार्डवेअर प्रवाह नियंत्रण
harmonic,हार्मोनिक
harmonic mean,हार्मोनिक मध्यम
hash,हॅश
hash diagram,हॅश आकृती
hash table,हॅश टेबल
hashing technique,हॅशिंग तंत्र
header,शीर्षलेख
heap,ढीग
heap sort,ढीग क्रमवारी
help,मदत
help screen,मदत स्क्रीन
helpnet,हेल्पनेट
hertz,हर्ट्झ
heuristic,ह्युरिस्टिक
heuristic method,ह्युरिस्टिक पद्धत
hexadecimal numbers,हेक्साडेसिमल संख्या
hidden line,लपलेली ओळ
hierarchical data base,श्रेणीबद्ध डेटा बेस
hierarchical file system,श्रेणीबद्ध फाइल सिस्टम
hierarchical topography,श्रेणीबद्ध स्थलाकृति
high level language,उच्च स्तरीय भाषा
high memory area,उच्च मेमरी क्षेत्र
high performance,उच्च कार्यक्षमता
hit,दाबा
hit rate,हिट दर
hit ratio,हिट प्रमाण
hole,छिद्र
home directory,होम डिरेक्टरी
home page,मुख्यपृष्ठ
homogeneous coordinate,एकसंध समन्वय
hop,हॉप
hop count,हॉप संख्या
horn,हॉर्न
host computer,होस्ट संगणक
host computer,होस्ट संगणक
host language,होस्ट भाषा
hot key,गरम की
hyper text markup language (HTML),हायपर टेक्स्ट मार्कअप भाषा (HTML)
hypothesis,गृहीतक
I pod,मी पॉड
I/O buffer,I/O बफर
I/O port,I/O पोर्ट
I/O unit,I/O युनिट
identifier,ओळखकर्ता
identity,ओळख
image,प्रतिमा
image sensor,प्रतिमा सेन्सर
impact printer,प्रभाव प्रिंटर
impedence,अडथळा
imperative programme language,अत्यावश्यक कार्यक्रम भाषा
imperative statement,अनिवार्य विधान
implicit address,अंतर्निहित पत्ता
impossible event,अशक्य घटना
inactive node,निष्क्रिय नोड
inconsistency,विसंगती
increment,वाढ
index,निर्देशांक
index data item,निर्देशांक डेटा आयटम
index file,अनुक्रमणिका फाइल
index register,इंडेक्स रजिस्टर
index sequential,अनुक्रमणिका
indexed addressing,अनुक्रमित पत्ता
indexed language,अनुक्रमित भाषा
indexed sequence file,अनुक्रमित अनुक्रम फाइल
indexed sequential sccess method (ISAM),अनुक्रमित अनुक्रमिक sccess पद्धत (ISAM)
indirect addressing,अप्रत्यक्ष संबोधन
Informatics,माहितीशास्त्र
Information,माहिती
information bit,माहिती बिट
information management,माहिती व्यवस्थापन
information management system (IMS),माहिती व्यवस्थापन प्रणाली (IMS)
information retrieval,माहिती उत्खनन
information system,माहिती प्रणाली
information technology (IT),माहिती तंत्रज्ञान (IT)
infrastructure management,पायाभूत सुविधा व्यवस्थापन
Inheritance,वारसा
inherited error,अनुवांशिक त्रुटी
Initial,आरंभिक
initial address,प्रारंभिक पत्ता
initial state,प्रारंभिक अवस्था
Initialization,आरंभ करणे
ink jet printer,इंक जेट प्रिंटर
Innumerable,असंख्य
i-node table,i-node टेबल
inoperable time,अकार्यक्षम वेळ
input buffer register,इनपुट बफर रजिस्टर
input output processor (I/O processor),इनपुट आउटपुट प्रोसेसर (I/O प्रोसेसर)
input output register (I/O register),इनपुट आउटपुट रजिस्टर (I/O रजिस्टर)
input output statement (I/O statement),इनपुट आउटपुट स्टेटमेंट (I/O स्टेटमेंट)
input/output (I/O),इनपुट/आउटपुट (I/O)
input/output buffer (I/O buffer),इनपुट/आउटपुट बफर (I/O बफर)
input/output device (I/O device),इनपुट/आउटपुट डिव्हाइस (I/O डिव्हाइस)
Insert,घाला
insertion sort,प्रवेश क्रमवारी
installation time,स्थापना वेळ
Instance,उदाहरण
Instruction,सूचना
instruction counter,सूचना काउंटर
instruction cycle,सूचना चक्र
instruction set,सूचना संच
integer programming,पूर्णांक प्रोग्रामिंग
integer variable,पूर्णांक व्हेरिएबल
integrated modem,एकात्मिक मोडेम
integrated services digital network (ISDN),एकात्मिक सेवा डिजिटल नेटवर्क (ISDN)
Integrity,सचोटी
intelligent controller,बुद्धिमान नियंत्रक
intelligent terminal,बुद्धिमान टर्मिनल
inter block,इंटर ब्लॉक
inter block gap,आंतर ब्लॉक अंतर
inter communication system,इंटर कम्युनिकेशन सिस्टम
Interaction,परस्परसंवाद
interactive graphics,परस्पर ग्राफिक्स
interactive keyboard printer,परस्परसंवादी कीबोर्ड प्रिंटर
intercom service,इंटरकॉम सेवा
Interface,इंटरफेस
Interleaving,इंटरलीव्हिंग
intermediate buffer,इंटरमीडिएट बफर
internal block,अंतर्गत ब्लॉक
internal communication,अंतर्गत संवाद
internal fragmentation,अंतर्गत विखंडन
internal memory,अंतर्गत मेमरी
internal sort,अंतर्गत क्रमवारी
internal timer,अंतर्गत टाइमर
international organization for standardization (ISO),आंतरराष्ट्रीय मानकीकरण संस्था (ISO)
international technical support organization,आंतरराष्ट्रीय तांत्रिक समर्थन संस्था
Internet,इंटरनेट
internet engineering task force (IETF),इंटरनेट अभियांत्रिकी टास्क फोर्स (IETF)
internet explorer,इंटरनेट एक्सप्लोरर
internet hunt,इंटरनेट शोधाशोध
internet monthly report,इंटरनेट मासिक अहवाल
internet packet exchange,इंटरनेट पॅकेट एक्सचेंज
internet protocol (IP),इंटरनेट प्रोटोकॉल (IP)
internet protocol remove (IP),इंटरनेट प्रोटोकॉल रिमूव्ह (आयपी)
internet relay chat (IRC),इंटरनेट रिले चॅट (IRC)
internet service provider,इंटरनेट सेवा प्रदाता
internet services list,इंटरनेट सेवा यादी
internet society,इंटरनेट सोसायटी
internet tools,इंटरनेट साधने
internet working,इंटरनेट काम करत आहे
internet working,इंटरनेट काम करत आहे
Interpolation,इंटरपोलेशन
Interpret,अर्थ लावणे
Interpreter,दुभाषी
interprocess communication,आंतरप्रक्रिया संप्रेषण
Interrupt,व्यत्यय आणणे
interrupt handler,व्यत्यय हँडलर
interrupt mask,व्यत्यय मास्क
interrupt signal,व्यत्यय सिग्नल
interrupt vector,व्यत्यय वेक्टर
Interruption,व्यत्यय
Intersect,छेदतात
Intranet,इंट्रानेट
Invariant,अपरिवर्तनीय
inventory master file,इन्व्हेंटरी मास्टर फाइल
inverse multiplexer,व्यस्त मल्टीप्लेक्सर
inverse scanning,व्यस्त स्कॅनिंग
inverted file,उलटी फाइल
inverted list file,उलटी यादी फाइल
inverted page table,उलटे पृष्ठ सारणी
Inverter,इन्व्हर्टर
internet working,इंटरनेट काम करत आहे
Interpolation,इंटरपोलेशन
Interpret,अर्थ लावणे
Interpreter,दुभाषी
interprocess communication,आंतरप्रक्रिया संप्रेषण
Interrupt,व्यत्यय आणणे
interrupt handler,व्यत्यय हँडलर
interrupt mask,व्यत्यय मास्क
interrupt signal,व्यत्यय सिग्नल
interrupt vector,व्यत्यय वेक्टर
Interruption,व्यत्यय
Intersect,छेदतात
Intranet,इंट्रानेट
Invariant,अपरिवर्तनीय
inventory master file,इन्व्हेंटरी मास्टर फाइल
inverse multiplexer,व्यस्त मल्टीप्लेक्सर
inverse scanning,व्यस्त स्कॅनिंग
inverted file,उलटी फाइल
inverted list file,उलटी यादी फाइल
inverted page table,उलटे पृष्ठ सारणी
Inverter,इन्व्हर्टर
job management,नोकरी व्यवस्थापन
job oriented language,नोकरी देणारी भाषा
job priority,नोकरीला प्राधान्य
job scheduling,नोकरीचे वेळापत्रक
job sequencing,काम क्रम
job table,नोकरी टेबल
join (JOIN),सामील व्हा (सामील व्हा)
joint photographic group (jpg),संयुक्त छायाचित्रण गट (jpg)
Journal,जर्नल
joy stick,आनंदाची काठी
Judgement,निवाडा
Jump,उडी
jump instruction,उडी सूचना
Jumper,जम्पर
Junction,जंक्शन
Junk,जंक
Justification,औचित्य
k bytes,k बाइट्स
karnaugh map,karnaugh नकाशा
karnaugh map,karnaugh नकाशा
KB (Kilo Byte),KB (किलो बाइट)
Kernel,कर्नल
kernel mode,कर्नल मोड
Kerning,केर्निंग
Key,की
key board,की बोर्ड
key bounce,की बाउन्स
key click,की क्लिक
key compression,की कॉम्प्रेशन
key disk,की डिस्क
key encryption,की एनक्रिप्शन
key field,की फील्ड
key file,की फाइल
key frame,की फ्रेम
key management,मुख्य व्यवस्थापन
key pad,की पॅड
key pad,की पॅड
key phrase,मुख्य वाक्यांश
key pulse,की नाडी
key punch,की पंच
key sorting,की वर्गीकरण
key stroke,की स्ट्रोक
key to address transformation,पत्ता परिवर्तनाची गुरुकिल्ली
key to disk,डिस्कची किल्ली
key to floppy,फ्लॉपी की
key to tape,टेपची किल्ली
key word,मुख्य शब्द
Kick,लाथ मारणे
Kill,मारणे
Kilobit,किलोबिट
Knots,गाठी
knowledge based information services,ज्ञान आधारित माहिती सेवा
knowledge discovery,ज्ञानाचा शोध
knowledge discovery database (KDD),ज्ञान शोध डेटाबेस (KDD)
knowledge engineering,ज्ञान अभियांत्रिकी
knowledge management,ज्ञान व्यवस्थापन
knowledge worker,ज्ञान कार्यकर्ता
Lan adapter,लॅन अडॅप्टर
Lan server,लॅन सर्व्हर
LAN workplace,LAN कामाची जागा
Landscape,लँडस्केप
Landscape,लँडस्केप
Language,इंग्रजी
language interpreter,भाषा दुभाषी
language processor,भाषा प्रोसेसर
language translator,भाषा अनुवादक
Laptop,लॅपटॉप
large scale integration (lsi),मोठ्या प्रमाणात एकत्रीकरण (lsi)
large scale integration (LSI),मोठ्या प्रमाणात एकत्रीकरण (LSI)
Laser,लेसर
laser printer,लेसर प्रिंटर
last in first out (LIFO),लास्ट इन फर्स्ट आउट (LIFO)
Layer,थर
Layout,मांडणी
Leaf,लीफ
leaf node,लीफ नोड
leaf site,लीफ साइट
Lease,लीज
leased channel,लीज्ड चॅनेल
leased line,लीज्ड लाइन
least significant bit (lsb),किमान लक्षणीय बिट (lsb)
least significant digit,किमान लक्षणीय अंक
legacy system,वारसा प्रणाली
Lemma ,लेमा
letter quality (LQ),अक्षर गुणवत्ता (LQ)
Lexeme,लेक्सेमे
Lexicography,कोशलेखन
Library,लायब्ररी
library program,लायब्ररी कार्यक्रम
library sub-routine,लायब्ररी उप-दिनचर्या
licence agrement,परवाना करार
light emitter diode (LED),लाइट एमिटर डायोड (LED)
light gun,हलकी बंदूक
light pen,हलका पेन
line adapter,लाइन अडॅप्टर
line editing,ओळ संपादन
line printer,लाइन प्रिंटर
Linear,रेखीय
lines per minute (LPM),ओळी प्रति मिनिट (LPM)
Link,दुवा
linked list,लिंक केलेली यादी
LINUX,लिनक्स
liquid crystal display (LCD),लिक्विड क्रिस्टल डिस्प्ले (एलसीडी)
list processing,यादी प्रक्रिया
Literal,शाब्दिक
Live,राहतात
live node,थेट नोड
Load,लोड
load module,लोड मॉड्यूल
Local,स्थानिक
local access,स्थानिक प्रवेश
local area network (Lan),स्थानिक क्षेत्र नेटवर्क (लॅन)
local definition,स्थानिक व्याख्या
local exchange,स्थानिक विनिमय
local memory,स्थानिक स्मृती
local mode,स्थानिक मोड
local variable,स्थानिक व्हेरिएबल
Lock,कुलूप
locked file,लॉक केलेली फाइल
log in=log on,लॉग इन = लॉग ऑन करा
log off-log out,लॉग ऑफ-लॉग आउट
Logging,लॉगिंग
logic analyser,तर्क विश्लेषक
logic bomb,लॉजिक बॉम्ब
logic card,लॉजिक कार्ड
logic chart (flow chart),लॉजिक चार्ट (फ्लो चार्ट)
logic circuit,लॉजिक सर्किट
logic design,तर्कशास्त्र रचना
logic diagram,तर्कशास्त्र आकृती
logic flow chart,तर्क प्रवाह चार्ट
logic function,तर्कशास्त्र कार्य
logic gate,लॉजिक गेट
logic programming,लॉजिक प्रोग्रामिंग
logic shift,तर्कशास्त्र शिफ्ट
logic state,तर्क स्थिती
logic switch,लॉजिक स्विच
logic unit,तर्कशास्त्र युनिट
Logical,तार्किक
logical connection,तार्किक कनेक्शन
logical data structure,तार्किक डेटा संरचना
logical diagram,तार्किक आकृती
logical expression,तार्किक अभिव्यक्ती
logical flow chart (flow chart),लॉजिकल फ्लो चार्ट (फ्लो चार्ट)
logical IF,तार्किक IF
logical operation,तार्किक ऑपरेशन
logical operator,लॉजिकल ऑपरेटर
logical relation,तार्किक संबंध
logical scheme,तार्किक योजना
logical symbol,तार्किक चिन्ह
logical type,तार्किक प्रकार
logical value,तार्किक मूल्य
logical variable,लॉजिकल व्हेरिएबल
look ahead carry,पुढे पहा वाहून
look ahead set,सेट पुढे पहा
Look-up,वर बघ
Loop,पळवाट
loop control,पळवाट नियंत्रण
loop initialization,लूप आरंभ करणे
loop modification,लूप सुधारणा
loop network,लूप नेटवर्क
loop start,पळवाट सुरू
loop termination,लूप समाप्ती
loop-back test,लूप-बॅक चाचणी
loosely coupled,सैलपणे जोडलेले
lossless compression,दोषरहित कॉम्प्रेशन
lossy compression,हानीकारक कॉम्प्रेशन
low byte,कमी बाइट
low level language,निम्न पातळीची भाषा
low pass filter,कमी पास फिल्टर
lower bound,कमी बंधन
mac protocol (medium access control),मॅक प्रोटोकॉल (मध्यम प्रवेश नियंत्रण)
Machine,मशीन
machine address,मशीन पत्ता
machine code,मशीन कोड
machine cycle,मशीन सायकल
machine dependent language,मशीनवर अवलंबून असलेली भाषा
machine dependent software,मशीनवर अवलंबून असलेले सॉफ्टवेअर
machine error,मशीन त्रुटी
machine idle time,मशीन निष्क्रिय वेळ
machine independent language,मशीन स्वतंत्र भाषा
machine instruction,मशीन सूचना
machine intelligence,मशीन बुद्धिमत्ता
machine language,मशीन भाषा
machine learning,मशीन लर्निंग
machine operation,मशीन ऑपरेशन
machine oriented language,मशीन ओरिएंटेड भाषा
machine run,मशीन चालवणे
machine simulation,मशीन सिम्युलेशन
machine spoiled time,मशीनचा वेळ खराब झाला
machine translation,मशीन भाषांतर
machine word,मशीन शब्द
macro (=macro instruction),मॅक्रो (= मॅक्रो सूचना)
macro argument,मॅक्रो युक्तिवाद
macro assembly program,मॅक्रो असेंब्ली प्रोग्राम
macro call,मॅक्रो कॉल
macro code,मॅक्रो कोड
macro command,मॅक्रो कमांड
macro declaration,मॅक्रो घोषणा
macro definition,मॅक्रो व्याख्या
macro flow chart,मॅक्रो फ्लो चार्ट
macro generator,मॅक्रो जनरेटर
macro instruction,मॅक्रो सूचना
macro language,मॅक्रो भाषा
macro library,मॅक्रो लायब्ररी
macro parameter,मॅक्रो पॅरामीटर
macro processing,मॅक्रो प्रक्रिया
macro processor,मॅक्रो प्रोसेसर
macro programming,मॅक्रो प्रोग्रामिंग
macro prototype,मॅक्रो प्रोटोटाइप
Macro-coding,मॅक्रो-कोडिंग
magabyte (MB),मॅगाबाइट (MB)
magic character,जादूचे पात्र
magic number,जादूची संख्या
magnetic bubble memory,चुंबकीय बबल मेमरी
magnetic card,चुंबकीय कार्ड
magnetic cell,चुंबकीय सेल
magnetic character,चुंबकीय वर्ण
magnetic core storage,चुंबकीय कोर स्टोरेज
magnetic disk,चुंबकीय डिस्क
magnetic disk address,चुंबकीय डिस्क पत्ता
magnetic disk memory,चुंबकीय डिस्क मेमरी
magnetic drum,चुंबकीय ड्रम
magnetic encoding,चुंबकीय एन्कोडिंग
magnetic head,चुंबकीय डोके
magnetic ink,चुंबकीय शाई
magnetic ink character recognition (MICR),चुंबकीय शाई वर्ण ओळख (MICR)
magnetic media,चुंबकीय माध्यम
magnetic reading,चुंबकीय वाचन
magnetic recording,चुंबकीय रेकॉर्डिंग
magnetic storage,चुंबकीय संचयन
magnetic strip,चुंबकीय पट्टी
magnetic tape,चुंबकीय टेप
magnetic tape cartridge,चुंबकीय टेप काडतूस
magnetic tape drive,चुंबकीय टेप ड्राइव्ह
magnetic tape header,चुंबकीय टेप शीर्षलेख
magnetic tape librarian,चुंबकीय टेप ग्रंथपाल
magnetic tape transport,चुंबकीय टेप वाहतूक
magnetic tape unit,चुंबकीय टेप युनिट
magnetic thin film,चुंबकीय पातळ फिल्म
magnetic track,चुंबकीय ट्रॅक
magneto optic storage,मॅग्नेटो ऑप्टिक स्टोरेज
magnetographic printer,मॅग्नेटोग्राफिक प्रिंटर
Magnetostriction,मॅग्नेटोस्ट्रक्शन
magnetostrictive tablet,चुंबकीय प्रतिबंधात्मक टॅब्लेट
mail box,मेल बॉक्स
mail merge,मेल विलीनीकरण
main control unit,मुख्य नियंत्रण युनिट
main frame,मुख्य चौकट
main frame system,मुख्य फ्रेम सिस्टम
main memory,मुख्य स्मृती
main program,मुख्य कार्यक्रम
main storage,मुख्य स्टोरेज
main switch,मुख्य स्विच
Maintenance,देखभाल
maintenance panel,देखभाल पॅनेल
maintenance time,देखभाल वेळ
major cycle,प्रमुख चक्र
major device,प्रमुख साधन
major key,प्रमुख की
major state,प्रमुख राज्य
major structure,प्रमुख रचना
major task,प्रमुख कार्य
majority element,बहुसंख्य घटक
majority gate,बहुसंख्य गेट
majority operation,बहुसंख्य ऑपरेशन
makeup time,मेकअप वेळ
malfunction routine,खराब कार्य दिनचर्या
management development,व्यवस्थापन विकास
management information system (MIS),व्यवस्थापन माहिती प्रणाली (MIS)
management science,व्यवस्थापन विज्ञान
Manchester coding,मँचेस्टर कोडिंग
Manifolding,मॅनिफोल्डिंग
manipulated variable,फेरफार केलेले चल
manipulating indexing,अनुक्रमणिका हाताळणे
man-machine simulation,मनुष्य-मशीन सिम्युलेशन
manual address switch,मॅन्युअल पत्ता स्विच
manual analysis,मॅन्युअल विश्लेषण
manual answering,मॅन्युअल उत्तर देणे
manual entry,मॅन्युअल एंट्री
manual exchange,मॅन्युअल एक्सचेंज
manual input,मॅन्युअल इनपुट
manual operation,मॅन्युअल ऑपरेशन
many to many relationship,अनेक ते अनेक संबंध
many to one decoder,अनेक ते एक डीकोडर
map method,नकाशा पद्धत
Mapping,मॅपिंग
Margin,समास
margin error,मार्जिन त्रुटी
marginal check,किरकोळ तपासणी
marginal test,किरकोळ चाचणी
mark detection,चिन्ह ओळख
mark reading,वाचन चिन्हांकित करा
mark scanning,मार्क स्कॅनिंग
mark sense,चिन्हांकित अर्थ
Marker,मार्कर
Marking,चिन्हांकित करणे
marking wave,चिन्हांकित लहर
markov chain,मार्कोव्ह साखळी
markov source,मार्कोव्ह स्त्रोत
mark-up language,मार्क-अप भाषा
Maser,मासेर
Maser,मासेर
Mask,मुखवटा
mask bit,मास्क बिट
mask programmable device,मास्क प्रोग्राम करण्यायोग्य डिव्हाइस
mask register,मास्क रजिस्टर
masked ROM,मुखवटा घातलेला रॉम
Masking,मुखवटा
mass data,वस्तुमान डेटा
mass memory,वस्तुमान मेमरी
massively parallel,मोठ्या प्रमाणात समांतर
Master,मास्टर
master card,मास्टर कार्ड
master clock,मास्टर घड्याळ
master consol,मास्टर कन्सोल
master data,मास्टर डेटा
master diagram,मुख्य आकृती
master file,मास्टर फाइल
master group,मुख्य गट
master key,गुरुकिल्ली
master library tape,मास्टर लायब्ररी टेप
master processor,मास्टर प्रोसेसर
master program,मास्टर प्रोग्राम
