Telugu,Kannada
నిర్జలీకరణం,ನಿರ್ಜಲೀಕರಣ
పాడి సాంకేతికత,ಡೈರಿ ತಂತ್ರಜ್ಞಾನ
డాఫ్నాల్స్,ದ್ಫ್ನಲ್ಸ್
డాఫ్నియా,ದರ್ಫ್ನಿಯ
డార్క్ బ్యాక్ గ్రౌండ్,ಡಾರ್ಕ್ ಬ್ಯಾಕ್ ಗ್ರೌಂಡ್
డార్క్ ఫీల్డ్ మైక్రోస్కోపీ,ಕರಾಳ ಕ್ಷೇತ್ರ
చీకటి ప్రతిచర్య,ಕರಾಳ ಪ್ರತಿಕ್ರಿಯೆ
డార్వినిజం,ಡಾರ್ವಿನ್ ವಾದ
డార్విన్ ఫించ్,ಡಾರ್ವಿನ್ಸ್ ಫಿಂಚ್
డేటా లోపం,ದತ್ತಾಂಶ ಕೊರತೆ
తేదీ అరచేతి,ದಿನಾಂಕ ಅಂಗೈ
డాటురా స్ట్రామోనియం,ದ್ಟುರಾ ಸ್ಟ್ರಾಮೋನಿಯಂ
కుమార్తె సెల్,ಮಗಳ ಕೋಶ
రోజు తటస్థ మొక్క,ದಿನದ ತಟಸ್ಥ ಸಸ್ಯ
రోజు పొడవు,ಹಗಲಿನ ಉದ್ದದ
డెగ్రోత్,ಡಿಗ್ರೋವ
డెడ్ షూట్,ಶೃಂಗಾರ
చెవుడు,ಕಿವುಡುತನ
దశాబ్దం,ತಾಣ
క్షీణిస్తున్న సేంద్రీయ పదార్థం,ಕೊಳೆಯುತ್ತಿರುವ ಸಾವಯವ ವಸ್ತು
డెసిబెల్,ದಟ್ಟವಾದ
డెసిడువా బసాలిస్,ಒಂದು ಬಗೆಯ ಬಾಸಲಿಸ್
డెసిడువా క్యాప్సులారిస్,ಒಂದು ಬಗೆಯ ಶವ
డెసిడువా,ಒಂದು ಬಗೆಯ ಉಕ್ಕಿನ
ఆకురాల్చే,ಪತನಶೀಲ
కుళ్ళిపోండి,ವಿಭಜಿಸು
డికంపోజర్,ವಿಭಾಜಕ
డెట్రిటస్ కుళ్ళిపోవడం,ಕೊಳೆತ ಡೆಟ್ರಿಟಸ್
కుళ్ళిపోయే రేటు,ವಿಭಜನೆಯ ಪ್ರಮಾಣ
డెకుంబెంట్,ನಿಧನವಾದ
డిడిఫెంటియేటెడ్ సెల్,ಸಜ್ಜು ಕೋಶ
లోతైన సముద్ర కందకం,ಆಳವಾದ ಸಾಗರ ಕಂದಕ
లోతైన నీటి శరీరం,ಡೀಪ್ ವಾಟರ್ ಬಾಡಿ
డీఫిబ్రిలేషన్,ವಿಪುಲೀಕರಣ
డీఫిబ్రిలేటర్,ಯಥೇಚ್ator
లోపం,ಕೊರತೆ
ప్రతిరూపం,ಹಣದುಬ್ಬರವಿಳಿತ
విక్షేపం వేవ్,ವಿಚಲನ ತರಂಗ
అటవీ నిర్మూలన,ಅರಣ್ಯ ಪರೀಕ್ಷೆ
కోడాన్ యొక్క క్షీణత,ಕೋಡಾನ್ ಕ್ಷೀಣತೆ
క్షీణించిన,ಕ್ಷಯಿಸು
క్షీణించిన కోడ్,ಕ್ಷೀಣಿಸಿದ ಕೋಡ್
క్షీణత,ಅವನತಿ
క్షీణించిన ఉమ్మడి,ಕ್ಷೀಣಿಸುವ ಜಂಟಿ
గడ్డి భూముల క్షీణత,ಹುಲ್ಲುಗಾವಲಿನ ಅವನತಿ
డెగ్రోత్,ಡಿಗ್ರೋವ
డీహెసిస్ట్ ఫ్రూట్,ಚಮತ್ಕಾರದ ಹಣ್ಣು
నిర్జలీకరణం,ನಿರ್ಜಲೀಕರಣ
డీహైడ్రో-ఎపియాండ్రోస్టెరాన్,ಯೆಹಾರಿ
డీహైడ్రోజినేస్,ಗಾತ್ಯರು ಜನಕ
తొలగింపు,ಅಳಿಸುವುದು
డీలిమిటింగ్ పొర,ಮೆಂಬರೇನ್ ಅನ್ನು ಬೇರ್ಪಡಿಸುವ
వర్ణించడం,ಚಿತ್ರಿಸುವುದು
డెల్ఫినస్,ಒಂದು ಬಗೆಯ ಉಣ್ಣೆಯಂಥ
డీమెర్సల్ ఫిష్,ಭರ್ಜರಿ ಮೀನು
జనాభా పరివర్తన,ಜನಸಂಖ್ಯಾ ಪರಿವರ್ತನೆ
డీనాటరేషన్,ಅನುಗ್ರಹಿಸುವ
డీనాటర్డ్,ಭಗ್ನಾದ
DENATURISATION,ಅವನತಿ ಮಾಡುವುದು
డెండ్రైట్,ವೃಕ್ಷ
డెండ్రైట్,ವೃಕ್ಷ
డెండ్రైట్,ವೃಕ್ಷ
డెండ్రోబేట్స్,ವೃಕ್ಷ
డెండ్రాన్,ವೇಶ್ಯಾಗೃಹ
డెంగ్యూ,ಹಳ್ಳ
డెనిట్రిఫికేషన్,ನಿರಾಕರಣೆ
డెనిట్రిఫికేషన్ ప్రక్రియ,ಡಾನಿಟ್ರೈಫಿಕೇಷನ್ ಪ್ರಕ್ರಿಯೆ
డెంటిట్రిఫైయర్,ದಂತಕರಣಕ
బ్యాక్టీరియాను తిరస్కరించడం,ಬ್ಯಾಕ್ಟೀರಿಯಾವನ್ನು ನಿರಾಕರಿಸುವುದು
దట్టమైన పరిష్కారం,ದಟ್ಟ ಪರಿಹಾರ
సాంద్రత ప్రవణత సెంట్రిఫ్యూగేషన్,ಸಾಂದ್ರತೆಯ ಗ್ರೇಡಿಯಂಟ್ ಕೇಂದ್ರೀಕರಣ
సస్పెన్షన్ యొక్క సాంద్రత,ಅಮಾನತುಗೊಳಿಸುವಿಕೆಯ ಸಾಂದ್ರತೆ
డెంటేట్,ದಂತದ್ರವ್ಯ
డెంటిన్,ದಂತ ತಾರೀಖು
డియోక్సిజనేటెడ్ రక్తం,ಡಿಯೋಕ್ಸಿಯೋಕ್ಸಿಜೆನೇಟೆಡ್ ರಕ್ತ
డీజాతి ఆమ్లము,ಡಿಯೋಕ್ಸಿರೈಬೊನ್ಯೂಕ್ಲಿಯಿಕ್ ಆಮ್ಲ (ಡಿಎನ್‌ಎ)
డిపిగ్మెంటేషన్,ಕಸಾಟ
నేల సంతానోత్పత్తి క్షీణత,ಮಣ್ಣಿನ ಫಲವತ್ತತೆಯ ಸವಕಳಿ
డిపోలరైజేషన్,ನವಿಲುೀಕರಣ
డిపోలిమరైజేషన్,ದಿಗಿಲುಗಾಲೆ
డిప్రెషన్,ಖಿನ್ನತೆ
డిప్రెషన్,ಖಿನ್ನತೆ
విడదీయబడిన భూమి,ಅಪರಿಣಾಮ
డెరివేటివ్ నోవాకైన్,ವ್ಯುತ್ಪನ್ನ
చర్మశోథ,ಒಳಸಂಚಿನ
డెర్మిస్,ಒಳಸೇರಿಕೆ
వారసుల జనాభా,ವಂಶಸ್ಥ ಜನಸಂಖ್ಯೆ
కోలన్ అవరోహణ,ಅವರೋಹಣ ಕೊಲೊನ್
అవరోహణ లింబ్,ಅವರೋಹಣ ಅಂಗ
అవరోహణ థొరాసిక్ బృహద్ధమని,ಅವರೋಹಣ ಎದೆಗೂಡಿನ ಮಹಾಪಧಮನಿಯ
డీసెంట్,ಇಳಿಯುವುದು
ఎడారి ప్రాంతాలు,ಮರುಭೂಮಿ ಪ್ರದೇಶಗಳು
ఎడారి బయోమ్,ವೇಷಭೂಷಣ
ఎడారి సంఘం,ಮರುಭೂಮಿ ಸಮುದಾಯ
ఎడారి మొక్క,ಮರುಭೂಮಿ ಸಸ್ಯ
ఎడారి పొద,ಸ ೦ ಶಾಡು
ఎడారీకరణ,ಪುನಃಸ್ಥಾಪನೆ ಮಾಡುವುದು
దేశీ రకం,ದೇಸಿ -ವೈವಿಧ್ಯ
డెస్మిడ్,ಸಣ್ಣ
డెస్మోటూబ్యూల్,Desಮೋಟ್ಯೂಬ್ಯೂಲ್
డిటర్జెంట్,ಚೊಕ್ಕೆಯ
నిర్విషీకరణ,ನಿರ್ವಿಶೀಕರಣ
నిర్విషీకరణ,ನಿರ್ವಿಶೀಕರಣ
డెట్రిటివోర్,ತೊಂದರೆ
తీవ్రమైన,ತೊಂದರೆಗೊಳಗಾದ
డెట్రిటస్ ఫీడర్,ಭಂಡರ
డెట్రిటస్ ఫీడింగ్ అకశేరుకం,ಡೆಟ್ರಿಟಸ್ ಫೀಡಿಂಗ್ ಅಕಶೇರುಕ
డెట్రిటస్ ఫుడ్ చైన్,ಅಪಾಯ
డ్యూటెరోస్టోమియా,ಡ್ಯುಟೊಮಿಯ
అభివృద్ధి,ಅಭಿವೃದ್ಧಿ
డెవిల్ ఫిష్,ದೆವ್ವದ ಮೀನು
డెవిల్ ఫిష్,ದೆವ್ವದ ಮೀನು
డెవోనియన్ కాలం,ವಿನಾಶದ ಅವಧಿ
డి-వ్రీస్ సిద్ధాంతం,ಡಿವ್ರೀಸ್ ಸಿದ್ಧಾಂತ
డి-xeacerarticosterone,ದೀನ್‌ಕಾರ್ಟಿಕೊಸ್ಟೆರಾನ್
డైహైబ్రిడ్,ಹಿಂಸಾತ್ಮಕ
డైన్యూక్లియోటైడ్,ಜಗಳ
డయాబెటిస్ ఇన్సిపిడస్,ಡಯಾಬಿಟಿಸ್ ಇನ್ಸಿಪಿಡಸ್
మధుమేహం,ಮಧುಮೇಹ
డయాసిటైల్మోర్ఫిన్,ಡಯಾಸೆಲ್‌ಮಾರ್ಫರ್
రోగ నిర్ధారణ,ರೋಗನರಣೆ
డయాగ్నొస్టిక్ మరియు థెరప్యూటిక్స్,ರೋಗನಿರ್ಣಯ ಮತ್ತು ಚಿಕಿತ್ಸಕ
విశ్లేషణ చిత్రం,ರೋಗನಿರ್ಣಯದ ಚಿತ್ರಣ
డయాగ్నొస్టిక్ కిట్,ರೋಗನಿರ್ಣಯದ ಕಿಟ್
డయాకినాసిస్,ವೇಷಭೂಷಣ
డయాలిసింగ్ ద్రవం,ದ್ರವ
డయాలసిస్,ವೇಷ
డయాంట్రియా,ಡಿಯಾಂಡ್ರಿಯಾ
డయాండ్రోస్,ಎಂಡ್ರೇ
డయాపాజ్,ಕಂದಕ
విరేచనాలు,ಅತಿಸಾರ
డయాస్టొలిక్ పీడనం,ಡಯಾಸ್ಟೊಲಿಕ್ ಒತ್ತಡ
డయాటమ్,ಡಯಾಟಮ್
డయాటోమాసియస్ ఎర్త్,ಡಯಾಟೆಯೇಸಿಯಸ್ ಭೂಮಿ
డయామ్సిల్గ్లిసరాల్ (డిజి),ಡೈಆಕ್ಸಿಲ್ಗ್ಲಿಸೆರಾಲ್ (ಡಿಜಿ)
డైబాసిక్ ఫాస్ఫేట్,ಡಿಬಾಸಿಕ್ ಫಾಸ್ಫೇಟ್
డిచంతియం,ಪಾಕಶಯಾದ
డైక్లోరో డిఫెనిల్ ట్రైక్లోరోఎథేన్ (డిడిటి),ಡಿಕ್ಲೋರೊ ಡಿಫೆನಿಲ್ ಟ್ರೈಕ್ಲೋರೊಥೇನ್ (ಡಿಡಿಟಿ)
డైకోటోమస్,ದ್ವಂದ್ವ
డికాండిలిక్ పుర్రె,ಡಿಕಾಂಡಿಲಿಕ್ ತಲೆಬುರುಡೆ
డికోటిలెడాన్,ಡಿಕೋಟೈಲೆಡಾನ್
డిక్టియోసోమ్,ಡಿಕ್ಟಿಯೋಸೋಮ್
డిక్టియోటా,ಡಿಕ್ಟಿಯೊಟ
డైన్స్ఫలాన్,ಡೈನ್ಸ್ಫಾಲ
ఆహారం,ಆಹಾರ
అవకలన సహకారం,ಭೇದಾತ್ಮಕ ಕೊಡುಗೆ
భేదాత్మక జోక్యం,ಡಿಫರೆನ್ಷಿಯಲ್ ಹಸ್ತಕ್ಷೇಪ ಕಾಂಟ್ರಾಸ್ಟ್ ಮೈಕ್ರೋಸ್ಕೋಪ್
అవకలన పునరుత్పత్తి,ಭೇದ -ಸಂತಾನೋತ್ಪತ್ತಿ
విభిన్న సెల్,ವಿಭಿನ್ನ ಜೀವಕೋಶ
భేదం,ಭಿನ್ನತೆ
డిఫ్రాక్టెడ్ వేవ్,ವಿವರ್ಟ್ಡ್ ತರಂಗ
వ్యాప్తి,ಪ್ರಸಾರ
విస్తరించే సామర్థ్యం,ಹರಡುವ ಸಾಮರ್ಥ್ಯ
జీర్ణక్రియ,ಜೀರ್ಣುವುದು
జీర్ణ రసం,ಜೀರ್ಣಕಾರಿ ರಸ
జీర్ణ వ్యవస్థ,ಜೀರ್ಣಾಂಗ ವ್ಯವಸ್ಥೆ
జీర్ణ కోశ ప్రాంతము,ಜೀರ್ಣಾಂಗವ್ಯೂಹ
అంకె,ಅಂಕ
డిజిటల్ వ్యవకలనం యాంజియోగ్రఫీ,ಡಿಜಿಟಲ್ ವ್ಯವಕಲನ ಆಂಜಿಯೋಗ್ರಫಿ
డిజిటల్‌గా,ಪ್ರತಿಷ್ಠೆಯಂತೆ
డిజిటిఫార్మ్ గ్రంథి,ಡಿಜಿಟಿಫಾರ್ಮ್ ಗ್ರಂಥಿ
డికారియన్,ಡಿಕೆರಿಯಾನ್
డైకారియోఫేస్,ಡಿಕೆರಿಯೋಫೇಸ್
డైమర్,ಮಧುರ
ఆధిపత్య ప్రాణాంతక యుగ్మ వికల్పం,ಪ್ರಾಬಲ್ಯದ ಮಾರಕ ಆಲೀಲ್
డైమోర్ఫిజం,ದ್ವಿವರ್ಗಣ
డైనిట్రోజెన్,ಇಳಿಜಾರು
డైనోఫ్లాగెల్లేట్,ರಾತ್ರಿಯ ದಿನ
డైయోసియస్,ದೈವಭಕ್ತ
డయోస్పైరోస్ మెలానాక్సిలాన్,ಡಯೋಸ್ಪೈರೋಸ್ ಮೆಲನಾಕ್ಸಿಲಾನ್
డిపెప్టైడ్,ಪಾಯಿಜಾಲ
డిఫైయోడాంట్,ದೀಪದೋಂಟ್
డిప్లోబాసిల్లస్,ದಾಯವಾಷ್ಠಿಕ
డిప్లోబ్లాస్టిక్,ರಾಯಭಾರಿಗಳ
డిప్లోకాకస్ న్యుమోనియా,ಡಿಪ್ಲೊಕೊಕಸ್ ನ್ಯುಮೋನಿಯಾ
డిప్లాయిడ్ దశ,ಡಿಪ್ಜೋಟಿ
డిప్లొనెమా,ರಾಜಗೀತೆ
డిప్లొంట్,ರಾಸಾಯನಿಕ
డిప్లొజోమ్,ರಾಯಭಾರ
డిప్లొస్టోమ్,ದಾಯ್ಯಿತ
డిప్లోటిన్ స్టేజ్,ರಾಜತಕಾಯ
డిప్టెరా,ದೀಕ್ಷಿ
డిప్టెరాన్,ದೀಕ್ಷಿ
డిప్టెరోకార్పస్ హోపియా,ಡಿಪ್ಟೆರೊಕಾರ್ಪಸ್ ಹೋಪಿಯ
డిప్టెరియా,ಹೊರನೋಟ
డైరెక్షనల్ ఎంపిక,ದಿಕ್ಕಿನ ಆಯ್ಕೆ
డిసాకరైడ్ హైలురోనిక్ ఆమ్లం,ಡೈಸ್ಯಾಮರೈಡ್ ಹೈಲುರಾನಿಕ್ ಆಮ್ಲ
డిసాకరైడ్,ನಿಷ್ಕ್ರಿಯಗೊಳಿಸು
డిస్క్,ಗತಿ
డిస్క్ ఫ్లోరెట్,ಡಿಸ್ಕ್
పుప్పొడి ఉత్సర్గ,ಪರಾಗವನ್ನು ಹೊರಹಾಕುವುದು
నిరంతర వైవిధ్యం,ನಿರಂತರ ವ್ಯತ್ಯಾಸ
వివిక్త మ్యుటేషన్,ಪ್ರತ್ಯೇಕ ರೂಪಾಂತರ
వ్యాధి,ರೋಗ
అసమాన ప్రక్రియ,ಅಸಂಗತ ಪ್ರಕ್ರಿಯೆ
క్రిమిసంహారక,ಸೋಂಕುಗಳೆತ
క్రిమిసంహారక,ಸೋಂಕುರಹಿತ
ఎముక యొక్క రుగ్మతలు,ಮೂಳೆಯ ಅಸ್ವಸ್ಥತೆಗಳು
వ్యాప్తి,ಪ್ರಸಾರ
దూర,ದೂರದ
దూర మెలికలు తిరిగింది,ದೂರ ಸುರುಳಿಯಾಗಿ
దూర నెఫ్రాన్,ಡಿಸ್ಟಲ್ ನೆಫ್ರಾನ್
దూర ఫలాంక్స్,ದೂರದೃಷ್ಟಿ
దూర వర్ణద్రవ్యం,ದೂರದ ವರ್ಣದ್ರವ್ಯ
రోజువారీ,ದೈವಿಕ
డైవాలెంట్ కేషన్,ದಿವಲನ ಕ್ಯಾಷನ್
డైవాలెంట్,ಕೆಳಮಟ್ಟದ
డైవర్జ్,ಬೇರೆಡು
డైవర్జెన్స్,ಅಡ್ಡಲಾಗಿರುವುದು
వైవిధ్యం,ವೈವಿಧ್ಯ
శ్రమ విభజన,ಕಾರ್ಮಿಕರ ವಿಭಾಗ
విభజన,ವಿಭಾಗ
విభజన,ವಿಭಾಗ
Dషధ ఆధారిత RNA పాలిమరేస్,ಡಿಎನ್‌ಎ ಅವಲಂಬಿತ ಆರ್‌ಎನ್‌ಎ ಪಾಲಿಮರೇಸ್
DNA బ్లాటింగ్,ಡಿಎನ್‌ಎ ಬ್ಲಾಟಿಂಗ್
DNA చీలిక,ಡಿಎನ್‌ಎ ಸೀಳು
DNA క్లోనింగ్,ಡಿಎನ್‌ಎ ಕ್ಲೋಯಿನಿಂಗ್
DNA నడిచే హైబ్రిడైజేషన్,ಡಿಎನ್‌ಎ ಚಾಲಿತ ಹೈಬ್ರಿಡೈಸೇಶನ್
DNA వేలిముద్ర,ಡಿಎನ್‌ಎ ಬೆರಳಚ್ಚು
DNA లైబ్రరీ,ಡಿಎನ್‌ಎ ಗ್ರಂಥಾಲಯ
DNA ద్రవీభవన,ಡಿಎನ್‌ಎ ಕರಗುವಿಕೆ
DNA మిథైలేషన్,ಡಿಎನ್‌ಎ ಮೆತಿಲೀಕರಣ
DNA పాలిమరేస్,ಡಿಎನ್‌ಎ ಪಾಲಿಮರ
DNA ప్రోబ్,ಡಿಎನ್‌ಎ ತನಿಖೆ
DNA మరమ్మత్తు,ಡಿಎನ್‌ಎ ದುರಸ್ತಿ
DNA ప్రతిరూపం,ಡಿಎನ್‌ಎ ಪುನರಾವರ್ತನೆ
DNA ప్రతిరూపణ,ಡಿಎನ್‌ಎ ಪುನರಾವರ್ತನೆ
DNA క్రమం,ಡಿಎನ್‌ಎ ಅನುಕ್ರಮ
DNA స్ప్లికింగ్,ಡಿಎನ್‌ಎ ಸ್ಪ್ಲೈಸಿಂಗ್
DNA సూపర్ కాయిలింగ్,ಡಿಎನ್‌ಎ ಸೂಪರ್ ಕಾಯಿಲಿಂಗ್
DNA ట్రాన్స్క్రిప్షన్,ಡಿಎನ್‌ಎ ಪ್ರತಿಲೇಖನ
DNA వెక్టర్,ಡಿಎನ್‌ಎ ವೆಕ್ಟರ್
డాబ్సన్ యూనిట్,ಡಾಬ್ಸನ್ ಘಟಕ
డాగ్‌ఫిష్,ಶ್ವಾನ ಮೀನು
డోలియోలం,ಗಲಾಟೆ
డాల్ఫిన్,ಡಾಲ್ಫಿನ್ (ಸಸ್ತನಿ)
దేశీయ జంతువు,ಸಾಕು ಪ್ರಾಣಿ
పెంపుడు జంతువు,ಸಾಕು ಪ್ರಾಣಿಗಳ
పెంపుడు మొక్క,ಸಾಕುಪ್ರಾಣಿ
పెంపకం,ಸಾಕಾಣಿಕೆ
పెంపకం,ಸಾಕಾಣಿಕೆ
ఆధిపత్య జన్యువు,ಪ್ರಬಲ ಜೀನ್
ఆధిపత్య యూనిట్ కారకం,ಪ್ರಬಲ ಘಟಕ ಅಂಶ
డోన్నన్ సమతౌల్యం,ದಾನನ್ ಸಮತೋಲನ
దాత సెల్,ದಾನಿ ಕೋಶ
డాప్లర్ ప్రభావం,ಡಾಪ್ಲರ್ ಪರಿಣಾಮ
డోర్సల్ లోపలి ఉపరితలం,ಡಾರ್ಸಲ್ ಆಂತರಿಕ ಮೇಲ್ಮೈ
డోర్సల్ నరాల త్రాడు,ಡಾರ್ಸಲ್ ನರ ಬಂಡಿ
నిద్రాణస్థితి,ಸುಸ್ತಾಗುವಿಕೆ
డోర్సల్ ఫిన్,ಡಾರ್ಸಲ್ ರೆಕ್ಕೆ
ప్రశంసక వ్యవస్థ,ಡಾರ್ಸಲ್ ಟೊಳ್ಳಾದ ನರಮಂಡಲ
డోర్సల్ నాసికా రంధ్రం,ಡಾರ್ಸಲ್ ಮೂಗಿನ ಹೊಳ್ಳೆ
డోర్సల్ రూట్ గ్యాంగ్లియన్,ಡಾರ್ಸಲ್ ರೂಟ್ ಗ್ಯಾಂಗ್ಲಿಯಾನ್
డోర్సల్ ఉపరితలం,ಡಾರ್ಸಲ್ ಮೇಲ್ಮೈ
డోర్సల్ విసెరల్ హంప్,ಡಾರ್ಸಲ್ ಒಳಾಂಗಗಳ ಗೂಡು
డోర్సివెంట్రల్ ఆకు,ಡಾರ್ಸಿವೆಂಟ್ರಲ್ ಎಲೆ
డబుల్ బాండ్,ಎರಡು ಬಂಡಿ
డబుల్ కొబ్బరి,ಎರಡು ತೆಂಗಿನಕಾಯಿ
డబుల్ హెలిక్స్,ಡಬಲ್ ಹೆಲಿಕ್ಸ್
డబుల్ స్ట్రాండెడ్ స్ట్రక్చర్,ಡಬಲ್ ಸ್ಟ್ರಾಂಡೆಡ್ ರಚನೆ
దిగువ,ಕೆಳಗಡೆ
దిగువ ప్రాసెసింగ్,ಕೆಳಮಟ್ಟದ ಸಂಸ್ಕರಣೆ
డౌన్ సిండ్రోమ్,ಕೆಳಕಡಿ ಸಿಂಡ್ರೋಮ್
డ్రాకేనా,ದಾಸ
డ్రాకో,ದಾಸ
డ్రాగన్ ఫ్లై,ಡ್ರ್ಯಾಗನ್ ನೊಣ
బిందువు,ಹಳಿ
డ్రాప్సీ,ಡ್ರಾಪ್ಸಿ
డ్రోసోఫిలా మెలనోగాస్టర్,ಡ್ರೊಸೊಫಿಲಾ ಮೆಲನೊಗಾಸ್ಟರ್
కరువు,ಬರಗಾಲ
కరువు నిరోధక గడ్డి,ಬರ ನಿರೋಧಕ ಹುಲ್ಲು
డ్రగ్,Drugಷಧ
డ్రగ్,Drugಷಧ
మందుల దుర్వినియోగం,ಮಾದಕ ವ್ಯಸನ
డ్రమ్ స్టిక్,ಡ್ರಮ್ ಕೋಲು
Drupe,ಬಿದ್ದ
పొడి బయోమాస్,ಶುಷ್ಕ ಜೀವರಾಶಿ
పొడి నిక్షేపణ,ಒಣ ಶೇಖರಣೆ
డ్రైయోపిథెకస్,ಒಣ ಆಪಿಥೆಕಸ್
డ్రైయోప్టెరిస్,ಹಳ್ಳ
డక్టిల్ ఎఫెరెంట్,ನಾಳದ ಎಫೆರೆಂಟ್
డక్టస్ ఆర్టెరియోసస్,ದಾಳದ ಅಪಧಮನಿ
డక్టస్ ఎపిడిడిమస్,ಕಸಚಾಲೆ
డుయోడెనమ్,ಕುಡಿನಮ್
నకిలీ,ನಕಲು ಮಾಡುವುದು
దురామాటర్,ಡುರಾಮಾಟರ್
దురామెన్,ಡ್ರಾಮೆನ್
డురాంటా,ಡರ್ಟಾ
దుమ్ము కాలుష్యం,ಧೂಳು ಮಾಲಿನ್ಯ
మరగుజ్జు,ಕುಬ್ಜ
మరుగుజ్జు,ಕುಬ್ಜತನ
మరగుజ్జు-కాండం ప్లాంట్,ಕುಬ್ಜ-ಕಾಂಡದ ಸಸ್ಯ
డైనిన్,ದೈನೈನ್
అంకె,ಅಂಕ
ఈగిల్,ಹದ್ದು
చెవి ఒస్సికల్,ಕಬ್ಬಿಣದ
ఇయర్‌కాకిల్,ಕಿವಿಗುದಾಯಿ
ప్రారంభ జీవితం,ಮುಂಚಿನ ಜೀವನ
ప్రారంభ కలప,ಆರಂಭಿಕ ಮರ
EARMUFF,ಕಿವಿಗೆ
ఎర్త్ సమ్మిట్,ಭೂಪ್ರದೇಶ
తినడం మరియు తినడం,ತಿನ್ನುವುದು ಮತ್ತು ತಿನ್ನುವುದು
భూమి,ಭೂಮಿ
భూమి,ಭೂಮಿ
ఎబెనల్స్,ಸ್ರಾವ
Ebracteate,ಇಬ್ರಾಕ್ಟೇಟ್ ಗೀತೆ
ఎచెనిస్,ಒಂದು ಬಗೆಯ ಶವ
ఎచినోకాకస్,ದಿಟುಕೋಯು
ప్రతిధ్వని,ಪ್ರತಿಧ್ವನಿ
ఎక్లిప్టా ఆల్బా,ಗ್ರಹಣ
పర్యావరణ అనుసరణ,ಪರಿಸರ ವಿಜ್ಞಾನದ ರೂಪ
పర్యావరణ సామర్థ్యం,ಪರಿಸರ ವಿಜ್ಞಾನ
పర్యావరణ పరస్పర ఆధారపడటం,ಪರಿಸರಶಾಸ್ತ್ರೀಯ ಪರಸ್ಪರ ಅವಲಂಬನೆ
ఎకోలాజికల్ పిరమిడ్,ಪರಿಸರ ವಿಜ್ಞಾನದ ಪಿರಮಿ
పర్యావరణ పారిశుధ్యం,ಪರಿಸರ ವಿಜ್ಞಾನದ
పర్యావరణ వారసత్వం,ಪರಿಸರ ಅನುಕ್ರಮ
పర్యావరణ సుస్థిరత,ಪರಿಸರ ವಿಜ್ಞಾನದ
పర్యావరణ శాస్త్రవేత్త,ಪರಿಸರ ವಿಜ್ಞಾನಿ
ఎకాలజీ,ಪರಿಸರ ವಿಜ್ಞಾನ
ఎకాలజీ అండ్ ఎన్విరాన్మెంట్,ಪರಿಸರ ವಿಜ್ಞಾನ ಮತ್ತು ಪರಿಸರ
ఎకోసాన్ టాయిలెట్,ಪರಿಸರ ಶೌಚಾಲಯ
పర్యావరణ వ్యవస్థ,ಪರಿಸರ ವ್ಯವಸ್ಥೆ
పర్యావరణ వ్యవస్థ వైవిధ్యం,ಪರಿಸರ ವ್ಯವಸ್ಥೆಯ ವೈವಿಧ್ಯತೆ
పర్యావరణ వ్యవస్థ ప్రక్రియ,ಪರಿಸರ ವ್ಯವಸ್ಥೆಯ ಪ್ರಕ್ರಿಯೆ
పర్యావరణ వ్యవస్థ సేవ,ಪರಿಸರ ವ್ಯವಸ್ಥೆಯ ಸೇವೆ
ఎకోటోన్,ಜೀವಕಣ
పర్యావరణ పర్యాటకం,ವಲಸೆಗಾರ
ఎకోటైప్,ಜೀವರ ರೂಪ
ECP ప్రవణత,ಇಸಿಪಿ ಗ್ರೇಡಿಯಂಟ್
ఎక్టోకార్పస్,ಉಚ್ಚೆಕಾಯಿ
ఎక్టోడెర్మ్,ಬಾಹ್ಯರೇಖೆ
ఎక్టోమైకోరైజా,ಎಕ್ಟೊಮೈಕೊರಿ iz ೆ
ఎక్టోపరాసైట్,ಮೇಲ್ನೋಟದ
ఎక్టోపిక్ గర్భం,ಅಪಸ್ಥಾನೀಯ ಗರ್ಭಧಾರಣೆಯ
ఎక్టోథెర్మ్,ಪ್ರಾಚೀನ ರೂಪ
ఎక్టోథెర్మిక్,ಬಹಿರ್ಮಾಣದ
అంచు ప్రభావం,ಅಂಚಿನ ಪರಿಣಾಮ
అంచు జాతులు,ಅಂಚಿನ ಪ್ರಭೇದ
ప్రభావవంతమైన స్ట్రోక్,ಪರಿಣಾಮಕಾರಿ ಹೊಡೆತ
ఎఫెక్టర్,ಪರಿಣಾಮಕಾರಿ
ఎఫెక్టర్,ಪರಿಣಾಮಕಾರಿ
ఎఫెరెంట్,ಬೇಸರಪಡಿಸುವ
ఎఫెరెంట్ ఆర్టెరియోల్,ಎಫೆರೆಂಟ್ ಅಪಧಮನಿಯ
సమర్థత సూచిక,ದಕ್ಷತೆಯ ಸೂಚ್ಯಂಕ
ప్రసరించే,ಹೊರಸೂಸುವ
ప్రసరించే చికిత్సా ప్లాంట్ (ఇటిపి),ಹೊರಸೂಸುವ ಚಿಕಿತ್ಸಾ ಘಟಕ (ಇಟಿಪಿ)
ప్రవాహం,ಇತ್ತ
Egsted,ಉದ್ಧಟ
గుడ్డు,ಮೊಟ್ಟೆ
గుడ్డు ఉపకరణం,ಮೊಟ್ಟೆಪಟ್ಟೆ
అహం సెంట్రిజం,ಅಹಂ ಕೇಂದ್ರೀಕರಣ
