Hindi,English
विद्युत-आघात,Electric shock
विद्युत-सोल्डर,Electric solder
विद्युत तरंग,Electric wave
वैद्युत लंबाई,Electrical length
विद्युत शक्ति,Electrical power
विद्युत,Electricity
इ.सी.जी.,Electro cardiograph (ECG)
विद्युत डायनेमो मीटर,Electro dynamometer
इलेक्ट्रोड,Electrode
इलेक्ट्रोड धारा,Electrode current
विद्युत संदीप्ति,Electroluminescence
वैद्युत संदीप्तिशील प्रदर्श,Electroluminescent display
विद्युत-अपघटन,Electrolysis
विद्युत अपघट्य,Electrolyte
विद्युत् अपघटनी संधारित्र,Electrolytic capacitor
विद्युत-अपघटनी संधारित्र,Electrolytic capacitor
विद्युत चुंबक,Electromagnet
विद्युत चुंबकीय ऊर्जा,Electromagnetic energy
विद्युत चुंबकीय प्रेरण,Electromagnetic induction
"विद्युत चुंबकीय व्यतिकरण, ई.एम.आई.",Electromagnetic interference (EMI)
विद्युत चुंबकीय स्पेक्ट्रम,Electromagnetic spectrum
विद्युत चुंबकीय तरंग,Electromagnetic waves
विद्युत-चुंबकत्व,Electromagnetism
विद्युत यांत्रिक फिल्टर,Electromechanical filter
विद्युतमापी,Electrometer
विद्युत वाहक बल,Electromotive force
इलेक्ट्रॉन,Electron
इलेक्ट्रॉन किरणपुंज,Electron beam
इलेक्ट्रॉन आवेश,Electron charge
इलेक्ट्रॉन उत्सर्जन,Electron emission
इलेक्ट्रॉन प्रवाह,Electron flow
इलेक्ट्रॉन गैस,Electron gas
इलेकट्रॉन युक्ति,Electron gun
इलेक्ट्रॉन होल युगम,Electron hole pair
इलेक्ट्रॉन सूक्षमदर्शी,Electron microscope
इलेक्ट्रॉन कक्ष,Electron orbit
इलेक्ट्रॉन कोश,Electron shell
इलेक्ट्रॉन वोल्ट,Electron volt
इलेक्ट्रॉन तरंग नलिका,Electron wave tube
इलेक्ट्रॉनिक आवेश,Electronic charge
इलेक्ट्रॉनिक डाटा प्रतिबल,Electronic data interchange (EDI)
इलेक्ट्रॉनिक डाटा संसाधन,Electronic data processing (EDP)
इलेक्ट्रॉनिक कुंजी,Electronic key
इलेक्ट्रॉनिक मेल (ई-मेल),Electronic mail (E-mail)
इलेक्ट्रॉनिक द्रव्यमान,Electronic mass
इलेक्ट्रॉनिक संख्यात्मक,Electronic numerical
इलेक्ट्रॉनिक स्विचन,Electronic switching
इलेक्ट्रॉनिक वोल्टमापी,Electronic voltmeter
इलेक्ट्रॉनिकीय समस्वरित अभिग्राही,Electronically tuned receiver (ETR)
इलेक्ट्रॉनिकी उद्योग संघ,Electronics industry association (EIA)
विद्युत लेपन,Electroplating
विद्युतदर्शी,Electroscope
वैद्युतिकी विक्षेप,Electrostatic deflection
स्थिर वैद्युत फ्लक्स,Electrostatic flux
स्थिर वैद्युत परिरक्षक,Electrostatic shield
तत्व,Element
उन्नयन,Elevation
उन्नति कोण,Elevation angle
दीर्घवृत्तीय परावर्तक,Ellipsodial reflector
दीर्घवृत्ताकार फिल्टर,Elliptical filter
दीर्घवृत्ताकार धुवण,Elliptical polarisation
अंत: स्थापित तंत्र,Embedded system
एबसिडिक कूट,EMCDIC code
उत्सर्जक,Emitter
उत्सर्जक अभिनति विन्यास,Emitter bias configuration
उत्सर्जक उपमार्ग संधारित्र,Emitter bypass capacitor
उत्सर्जक अभिलक्षण,Emitter characteristics
उत्सर्जक युग्मित प्रवर्धक,Emitter coupled amplifier
उत्सर्जक विसरण,Emitter diffusion
उत्सर्जक अनुगामी,Emitter follower
उत्सर्जक प्रतिरोधक,Emitter resister
उत्सर्जक स्थायीकृत अभिनति विन्यास,Emitter stabilized bias configuration
उत्सर्जक आधार संधि,Emitter-base junction
"उत्सर्जक युग्मित तर्क, ई.सी.एल.",Emitter-coupled logic (ECL)
यंत्रानुकरणकारी,Emulator
इनेब्ल,Enable
संपुटीकरण,Encapsulation
कोडीत्र,Encoder
एनक्रिप्शन,Encryption
परिचक्रीय हासिल,End around carry
रूपांतरणांत,End of conversion (EOC)
संचिकांत,End of file (EOF)
परिचक्रीयय विस्थापन,End-around shift
अनुदैर्ध्य ऐन्टेना,End-fire antenna
अनुदैर्ध्य व्यूह,End-fire arrays
ऊर्जा,Energy
ऊर्जा पट्टी,Energy band
ऊर्जा अंतराल,Energy gap
ऊर्जा स्तर,Energy level
ऊर्जा स्तर आरेख,Energy level diagram
संवृद्धिधत प्रसरित संहति विनिर्देश,"Enhanced expanded memory specification
(EEMS)"
संवृद्धिधत आलेख उपायोजक,Enhanced graphics adapter (EGA)
संवृद्धि,Enhancement
संवृद्धि प्ररूप,Enhancement type
संवृद्धीय मॉसफेट,Enhancement typeMOSFET
एन्ट्रॉपी,Entropy
अन्वालोप विमाडुलक,Envelope demodulator
पर्यावरण,Environment
"एपीटैक्सीय वृद्धि, अधिरोही वृद्धि",Epitaxial growth
"एपीट्रैक्सीय परत, अधिरोही परत",Epitaxial layer
"एपीटैक्सी, अधिरोही",Epitaxy
एपाक्सी-फाइबर ग्लास स्तर,Epoxy-fiber glass laminate
ईपी-रोम,EPROM
इप्साइलन,Epsilon
समकारीकरण,Equalisation
समकारी परिपथ,Equalising circuit
समानता,Equality
समकरण,Equalization
समकारक फिल्टर,Equalizer filter
समीकरण,Equation
विषुवतीय समतल,Equatorial plane
समविभव रेखा,Equipotential line
समविभवी पृष्ठ,Equipotential surface
समतुल्य परिपथ,Equivalent circuit
समतुल्य निवेश रव जनित्र,Equivalent input noise generator
समतुल्य निवेश रव प्रतिरोध,Equivalent input noise resistance
तुल्य समदैशिक विकीर्ण शक्ति,Equivalent isotropic radiated power (ETRP)
मिटाना,Erase
ऊर्जापथी प्रक्रम,Ergodic process
त्रुटि नियंत्रण कोडन,Error control coding
त्रुटि संशोधन कूट,Error correcting code
त्रुटि संसूचन कूट,Error detecting code
त्रुटि हस्तन,Error handling
त्रुटि दर,Error rate
त्रुटिवोल्टता,Error voltage
त्रुटि प्रवर्धक,Error amplifier
एसाकी डायोड,ESAKI diode
निक्षारण,Etching
इथरनेट,Ethernet
ऑयलर-प्रमेय,Euler's Theorem
आयाम ह्रासी विधा,Evanescent mode
वाष्पीकरण प्रक्रम,Evaporation process
ई-सदिश,E-vector
सम-समता,Even parity
अपवाद हस्तन,Exception handling
अतिरिक्त रव अनुपात,Excess noise ratio (ENR)
त्रैधिक कूट,Excess-3-code
उत्तेजन टेबल,Excitation table
प्रतिध्वनि XOR गेट,Exclusive-OR-gate
निष्पादन सॉफ्टवेयर,Executions software
निष्पादन चाल,Executions speed
निष्पादन काल,Executions time
एक्सक्लुसिव नॉर गेट,EX-NOR gate (exclusive NOR)
प्रसारित्र,Expander
चरघातांकी क्षय,Exponential decay
चरघातांकी डायोड,Exponential diode
चरघातांकी फूरीय श्रेणी,Exponential fourier series
चरघातांकी फलन,Exponential function
बाह्य आवृत्ति प्रतिकार,External frequency compensation
अति उच्च आवृत्ति,Extremely high frequency (EHF)
अत्यधिक विभव,Extremely high tension (EHT)
अतिलघु आवृत्ति,Extremely low frequency (ELF)
अपद्रव्यी अर्द्धचालक,Extrinsic semiconductor
संचिका खोलना,F.O. (opening a file)
अर्द्धचालक संविरचन,Fabrication of semiconductor
फैब्री पेरो अनुनादक,Fabry-pirot resonator
फलक,Face
गुणक,Factor
क्रमगुणित,Factorial
अवतीव्रण,Fade out
क्षीणन,Fading
क्षीणन,Fading
फाही एकमुखी पारगम्यता मापी,FAHY simplex permeability meter
विफलता,Failure
विफल विधा,Failure mode
विफलता दर,Failure rate
फेयर चाइल्ड अर्द्धचालक,Fair child semiconductors
पतन काल,Fall time
पाती कालद कोर,Falling clock edge
पाती कोर,Falling edge
अवपात,Fallout
असत्य,FALSE
वलित कागज,Fan fold paper
निवेशांक,Fan-in
निर्गमांक,Fan-out
फैराड,Farad
फैराडे प्रभाव,Faraday effect
फैराडे घूर्णन,Faraday rotation
फैराडे स्क्रीन,Faraday screen
फैराडे स्थिरांक,Faraday's constant
फैराडे का नियम,Faraday's law
प्रतिकृति,Facsimile
प्रतिकृति अभिग्राही,Facsimile receiver
प्रतिकृति संचारी/प्रेषित्र,Facsimile transmitter
प्रतिकृति,Facsinite
प्रतिकृति सिग्नल,Facsinite signal
तीव्र कोर,Fast edge
द्रूत फूरिये रूपांतर,Fast fourier transform
क्षिप्र प्राप्ति दिण्कारी,Fast recovery rectifier
संचिका नियतन सारिणी,FAT (file allocation table)
घातक त्रुटि,Fatal error
जनक संचिका,Father file
निवेशांक,Fau-in
"दोष, भ्रंश",Fault
दोष विश्लेषण,Fault analysis
दोष कोटि-निर्धारण,Fault grading
भ्रंश स्थानीकरण,Fault localization
दोष स्थानगत सेतु,Fault localizing bridge
दोष निस्पंद टॉगल,Fault node toggle
भ्रंस सह्यता,Fault tolerance
फैनो कलन-विधि,Fauo's alogrithm
निर्गमांक,Fau-out
निर्गमांक तरू,Fau-out tree
फैक्स,Fax
संचिका संयोजन,Fc (combining file)
एफ संबंधक,F-connector
आवृत्ति प्रभाग बहुसंकेतक,FDM (frequency division multiplexer)
एफ.ई.सी. कोड,FEC code
संघीय संचार आयोग,Federal communications commission (FCC)
पुनर्निवेश पाश लब्धि,Feedback loop gain
क्षीणित चुंबकीय द्रव्य,Feebly magnetic material
निवेशांक,Feed
पुनर्निवेश लब्धि,Feed back gain
पारभरण ह्रास,Feed through loss
पुनिर्निवेश,Feedback
पुनर्निवेश प्रवर्धक,Feedback amplifier
पुनर्निविष्ट विरूपण,Feedback amplifier distortion
पुनर्निवेश खंडक आरेख,Feedback block diagram
पुनर्निवेश धारा आरेख,Feedback current diagram
पुनर्निवेश पाश,Feedback loop
पुनर्निवेश दोलित्र,Feedback oscillator
पुनर्निवेश दौड़,Feedback racing
पुनर्निवेश विस्थापन रजिस्टर,Feedback shift-register
पुनर्निवेश सिद्धांत आरेख,Feedback theory diagram
पुनर्निवेश वोल्टता आरेख,Feedback voltage diagram
फर्मीस्तर,Fermi level
फेरिक प्रेरक,Ferric induction
फेराइट,Ferrite
फेराइट ऐन्टेना,Ferrite antenna
फेराइट वीड,Ferrite bealt
फेराइट परिचक्रक,Ferrite circulator
फेराइट पृथक्कारी,Ferrite isolator
फेराइट रेखा विस्तार,Ferrite line width
फैराइट-कोर ट्रांसफॉर्मर,Ferrite-core transformer
फेरो क्रोम टेप,Ferro-chrome tape
लौह-चुंबकत्व,Ferromagnetism
फेट,FET
क्षेत्र प्रभाव ट्रांजिस्टर (फेट),FET (field-effect transistor)
फेट प्रर्वधक,FET amplifier
फेट पूरक सममिति,FET complementary symmetry
फेट अवक्षय विधा,FET depletion mode
"फेट द्वैत द्वार, द्वैत गेट",FET dual gate
फेट संवृद्धि विधा,FET enhancement mode
फेट आवृत्ति अनुक्रिया,FET frequency response
फेट आलेखी विश्लेषण,FET graphical analysis
फेट निवेश सुरक्षा,FET input protection
फेट प्रतिलोमी,FET inverter
फेट संधि,FET junction
फेट मॉसफेट,FET MOSFET
फेट अंतराचालकता,FET trans conductance
अनयन समय,Fetch time
संचिका आयात,FI (importing a file)
तंतु,Fiber
तंतु अनुयोजक,Fiber connector
फाइबर वितरित आँकड़ा अंतरापृष्ठ,Fiber distributed data interface (FDDI)
फाइबर ग्लास,Fiber glass
तंतु प्रकाशीय लिंक,Fiber optic link
तंतु प्रकाशिकी संचरण विंडो,Fiber optics propagation window
तंतु प्रकाश संसूचक,Fiber photo detector
तंतु समबंधन,Fiber splicing
फिबोनाशी संख्या,Fibonocci numbers
कल्पित रव जनित्र,Fictitious noise generator
अभिग्राही की तदरूपता,Fidelity of receiver
तद्रूपण,Fidelity
क्षेत्र ससहाय,Field aiding
क्षेत्र प्रभाव युक्ति,Field effect device
क्षेत्र प्रभाव स्विच,Field effect switch
क्षेत्र प्रभावी ट्रांजिस्टर,Field effect transistor
क्षेत्र-उत्सर्जन,Field emission
अग्रभरण निकाय,Field forward system
क्षेत्र आवृत्ति,Field frequency
क्षेत्र तीव्रता,Field intensity
क्षेत्र क्रमादेश तर्क व्यूह,Field programmable logic array (FPLA)
क्षेत्र परिक्षण,Field test
क्षेत्र निरसन,Fields cancelling
एफ आई एफ ओ स्मृति,FIFO memory
दक्षतांक,Figure of merit
संचिका,File
संचिका पूर्तीकर,File backup
संचिका समादेश,File command
संचिका सरवर,File server
परत संधारित्र,Film capacitor
परतरूपी प्रतिरोधक,Film type register
फिल्टर,Filter
फिल्टर अभिलक्षणिक,Filter characteristic
फिल्टर परिपथ,Filter circuit
संच,Filter communication data
फिल्टर अभिकल्पना,Filter design
संचार आँकड़ा,Filter link
फिल्टर विधि,Filter method
फिल्टर पुनर्निर्माण,Filter reconstruction
अंतिम कोडंतरण,Final assembly
फिंगर प्रिंट (अंगुली छाप),Finger print
परिमित आवेगी प्रतिवेदन फिल्टर,Finite impulse response filter
परिमित प्राचल,Finite parameters
परिमित अवस्था मशीन,Finite state machine
फायरन कोण,Firing angle
फमवेयर,Firmware
प्रथम आँकड़ा शब्द,First data word
प्रथम क्रम प्राश,First order loop
फिशर पाश परीक्षण,Fisher loop test
नियत,Fixed
नियत क्षीणकारी,Fixed attenuator
नियत अभिनति,Fixed bias
नियत गणित्र,Fixed counter
नियत क्षेत्र,Fixed field
नियत निदेंश मशीन,Fixed instruction machine
नियत समय नियंत्रक,Fixed timer
फ्लैग,Flag
फ्लैंज,Flange
फ्लैप क्षीणकारी,Flap attenuator
दमक,Flash
दमक परिवर्तक,Flash converter
दमक,Flashing
सपाट तल क्रमवीक्षण,Flat bed scanning
समतल कुंडली,Flat coil
सपाट फाइल,Flat file
सपाट फिल्टर,Flat filter
फ्लैट पैक,Flat pack
समतल रिबन केबल,Flat ribbon cable
सपाट शीर्ष प्रतिचयन,Flat-topped sampling
F-परत,F-layer
F-परत आयनमंडल,F-layer ionosphere
फ्लेमिंग,Fleming
फ्लेमिंग एव क्लिंटन दिक्परिवर्तन विधि,Fleming and Clinton commutator method
स्फुरण,Flicker
स्फुरण रव,Flicker noise
स्फुरण प्रकाशमापी,Flicker photometer
फ्लिप फ्लॉप,Flip flop
फ्लिप फ्लॉप अतुल्यकाली निवेश,Flip flop asynchronous input
फ्लिप फ्लॉप लक्षण,Flip flop characteristic
फ्लिप फ्लॉप कालद सिगनल,Flip flop clock signal
फ्लिप फ्लॉप कालबद्ध,Flip flop clocked
फ्लिप फ्लॉप कोर-ट्रिगर,Flip flop edge-triggered
फ्लिप फ्लॉप j-K ट्रिगर,Flip flop J-K triggered
फ्लिप फ्लॉप लैच,Flip flop latch
फ्लिप फ्लॉप मास्टर-स्लेव,Flip flop master-slave
फ्लिप फ्लॉप R-S,Flip flop R-S
फ्लिप फ्लॉप आरंभन पुन: आरंभन सेट रिसेट (SR),Flip flop set reset (SR)
फ्लिप फ्लाप तुल्यकाली निवेश,Flip flop synchronous input
प्लवन आवेशन,Float charging
प्लवी रचना,Floating construction
प्लावी गेट,Floating gate
प्लविनिवेश,Floating input
असंबद्ध भार,Floating load
असंबद्ध स्रोत,Floating supply
पूर प्रदीपन,Flood lightening
फ्लॉपी,Floppy
फ्लॉपी डिस्क,Floppy disk
प्रवाह,Flow
प्रवाह संचित्र,Flow chart
क्रमदर्शी आरेख,Flow diagram
प्रवाह दिशा,Flow direction
प्रवाह रेखा,Flow line
प्रवाहमापी,Flow meter
एफ एल टी U2 फिल्टर,FLT-U2 filter
उच्चावचन क्षय प्रमेय,Fluctuation dissipation theorem
तरल घर्षण अवमंदन,Fluid friction damping
तरल तल,Fluid level
प्रतिदीप्ति प्रभाव नलिका,Fluorescence effect tube
प्रतिदीप्तिशील/प्रतिदीप्ति,Fluorescent
फ्लटर,Flutter
फ्लक्स घनत्व,Flux density
फ्लक्स द्वार चुंबकत्वमापी,Flux gate magnetometer
फ्लक्स बंधता,Flux linkage
"अभिवाह मीटर, फ्लक्स मीटर",Flux meter
फ्लक्स सोल्डरन,Flux soldering
प्रतिघाव,Flyback
प्रतिघाव उच्च वोल्टता,Flyback high voltage
प्रतिघाव ट्रांसफॉर्मर,Flyback transformer
संचयन प्रभाव,Flywheel effect
आवृत्ति मॉडुलन अंकीय संसूचक,FM digital detector
आवृत्ति मॉडुलन शिखर संसूचक,FM peak detector
आवृतित मॉडुलन कला अभिवद्ध पाश संसूचक,FM phase locked loop detector
एफ.एम. वाणी आवृत्ति टेलिग्राफ,FMVFT (FM voice frequency telegraph)
नाभीय,Focal
फोकस,Focus
फोकस कैमरा,Focus camera
फोकस त्रुटि प्रवर्धक,Focus error amplifier
फोकस चित्र नलिका,Focus picture tube
फोकस सर्वो,Focus servo
फोकसन एवं अनुवर्तन कुंडली,Focussing and tracking coil
फोकसन एवं अनुवर्तन निकाय,Focussing and tracking system
पन्नी-प्रकार गेज,Foil type guage
प्रथम भंजन,Foistbreakdown
वलन पश्च वोल्टता सीमक,Fold back voltage limiting
श्वेत-रेखन मान,Fold over value
वलन पश्च धारा सीमक,Fold back current limiting
वलित वास्तुकला,Folded architecture
वलित द्विध्रुव,Folded dipole
वलित द्विधुव,Folded dipole
वलित अवयव,Folded element
अनुगामी,Follower
फॉन्ट प्रदर्श,Font for display
पद-चिन्ह,Foot print
वर्जित बैंड,Forbidden band
वर्जित ऊर्जा अंतराल,Forbidden gap energy
वर्जित क्षेत्र,Forbidden region
बल,Force
प्रणोदित दिक्परिवर्तक,Forced commutator
बाह्य वस्तु,Foreign object
रूप गुणक,Form factor
पृष्ठ भरण,Form feed
औपचारिक तर्क,Formal logic
फार्मेट संख्या,Format number
फोर्ट्रान,Fortran
आकस्मिक विरूपण,Fortuitous distortion
अग्रबायस,Forward bias
अग्र अभिनत,Forward bias
अग्र बायस संधि,Forward biased junction
अग्र अवरोधी अवस्था,Forward blocking state
अग्र भंजन वोल्टता,Forward breakdown voltage
अग्रदिशिक त्रुटि संशोधन,Forward error correction
अग्र पाश लब्धि,Forward loop gain
अग्र पथ लब्धि,Forward path gain
अग्र ध्रुवणता,Forward polarity
अग्र अंतराचालकता,Forward trans conductance
अग्रदिशिक गमन काल,Forward transist time
फोस्टर सिली विविक्तकर,Foster-Seely discriminator
चतुःद्वयंक कूटन,Four bit coding
चतुःनिवेश,Four inputs
चतुः अवस्था अंकीय संचरण,Four state digital transmission
चतुन्तर्य जालक्रम,Four terminal network
चर्तुटर्मिनल नेटवर्क,Four terminal network
चतुःट्यूब कैमरा,Four tube camera
फोरियर गुणांक,Fourier coefficient
फोरियर समाकलन,Fourier integral
फोरियर प्रतिलोम,Fourier inverse
फोरियर श्रेणी,Fourier series
संचरण,Fourier transmission
फोरियर त्रिकोणमितीय श्रेणी,Fouriertrigonometric series
फोरियर प्रमेय,Fourier's theorem
चतुःपरत युक्ति,Four-layer device
चतुर्स्तरीय डायोड,Four-layer diode
चलबिंदु संसाधित्र,FPP (floating point processor)
चलबिंदु इकाई,FPU/floating point unit
संचिका उपस्थापन,FR (retriever a file)
भिन्नात्मक त्रुटि,Fractional error
भिन्नात्मकता संचरणता,Fractional transmissibility
फ्रेम,Frame
फ्रेम बफर चिप,Frame buffer chip
फ्रेम प्रग्रहण,Frame capture
फ्रेम कूट शब्द,Frame code word
"फ्रेम फॉर्मेट, संरूप",Frame format
फ्रेम आवृत्ति,Frame frequency
फ्रेम भौम,Frame ground
फ्रेम तुल्यकालिक अंक,Frame synchronising bit
फ्रेम तुल्यकालन,Frame synchronization
फ्रेम तुल्यकालिक संकेत,Frame synchronizing signal
फ्रैंक कोड,Frank code
मुक्त इलेक्ट्रॉन,Free electron
मुक्त क्षेत्र,Free field
मुक्त गतिमान दोलित्र,Free running oscillator
मुक्त रिक्ति प्रतिबाधा,Free space impedance
मुक्त रिक्ति पथ ह्रास,Free space path loss
मुक्त गतिमान बहुकंपित्र,Free-running multivibrator
आवृत्ति,Frequency
आवृत्ति,Frequency
आवृत्ति,Frequency
आवृत्ति,Frequency
आवृत्ति संलग्न चैनल,Frequency adjacent channel
आवृत्ति नियतन,Frequency allocation
आवृत्ति बैंड,Frequency bands
आवृत्ति परिवर्तक,Frequency changer
आवृत्ति प्रतिपूरण,Frequency compensation
आवृत्ति क्षतिपूरण,Frequency compensation
आवृत्ति नियंत्रित दोलित्र,Frequency controlled oscillator
आवृत्ति रूपांतरण,Frequency conversion
आवृत्ति विमाडुलन,Frequency demodulation
आवृत्ति संसूचक,Frequency detector
आवृत्ति विचलन,Frequency deviation
आवृत्ति विचलन,Frequency deviation
आवृत्ति विविक्तीकरण,Frequency discrimination
आवृत्ति विविक्तकर,Frequency discriminator
आवृत्ति विरूपण,Frequency distortion
आवृत्ति विभिन्नता,Frequency diversity
आवृत्ति विभाजक,Frequency divider
बहुसंकेतक आवृत्ति विभाजन,Frequency division multiplexing
आवृत्ति द्विगुणक,Frequency doubler
आवृत्ति अंतर्बदल,Frequency frogging
आवृत्ति जनन,Frequency generation
आवृत्ति अनाश्रित ऐन्टेना,Frequency independent antenna
आवृत्ति अंतरापृष्ठ,Frequency interface
आवृत्ति व्यतिकरण,Frequencyinterference
आवृत्ति प्रतिलोम,Frequency inversion
आवृत्ति मॉडुलन,Frequency modulation
आवृत्ति मॉडुलन सूचकांक,Frequency modulation index
आवृत्ति मॉडुलक,Frequency modulator
आवृत्ति संकीर्ण बैंड,Frequency narrow band
आवृत्ति रव,Frequency noise
आवृत्ति परास,Frequency range
आवृत्ति प्रतिघात मॉडुलक,Frequency reactance modulator
आवृत्ति संदर्भ,Frequency reference
आवृत्ति अनुक्रिया,Frequency response
आवृत्ति सोपानन,Frequency scaling
आवृत्ति ध्वनि परिपथ,Frequency sound circuit
आवृत्ति स्पेक्ट्रम,Frequency spectrum
आवृत्ति स्थायित्व,Frequency stability
आवृत्ति मानक,Frequency standards
आवृत्ति प्रदोष,Frequency swing
आवृत्ति संश्लेषण,Frequency synthesis
आवृत्ति संश्लेषण,Frequency synthesis
आवृत्ति संश्लेषित समस्वरण,Frequency synthesized tuning
आवृत्ति वोल्टता परिवर्तन,Frequency to voltage conversion
आवृत्ति से वोल्टता परिवर्तक,Frequency to voltage converter
आवृत्ति-वोल्टता परिवर्तक,Frequency to voltage converter
आवृत्ति-वोल्टता परिवर्तक,Frequency to voltage converter
आवृत्ति सहन,Frequency tolerance
आवृत्ति स्थानांतरण,Frequency translation
आवृत्ति संचरण,Frequency transmission
आवृत्ति समस्वरित्र,Frequency tuner
वैरेक्टर मॉडुलक,Frequency varactor modulator
आवृत्ति विस्तृत बैंड,Frequency wide band
फ्रेसनेल ह्रास आवृत्ति,Fresnel loss frequency
घर्षण त्रुटि,Friction error
अंचल वर्ण,Fringing colour
अग्र पट्ट नियंत्रण,Front panel control
अग्र ओसारा,Front porch
तुषार बिंदु आर्द्रतामापी,Frost-point hygrometer
संचिका संचय,FS (saving a file)
फू मंचू विषाणु,Fu Manchu virus
इंधन पंप व्यतिकरण,Fuel pump interference
फूजी अनम्यिका परिचालन,Fugi hard disk drive
पूर्ण योजक,Full adder
पूर्ण द्वैध,Full duplex
पूर्ण द्वैध व्यवस्थापन,Full duplex setting
पूर्ण द्वैध संचरण,Full duplex transmission
पूर्ण भार वोल्टता,Full load voltage
पूर्ण शक्ति,Full power
पूर्ण शक्ति बैंड विस्तार,Full power band width
पूर्ण मापनी विक्षेपण,Full scale deflection
पूर्ण स्कीन/पूर्ण पटल,Full screen
पूर्ण व्यवकलक,Full substractor
पूर्ण लीक बफरन,Full track buffering
पूर्ण तरंग,Full wave
पूर्ण तरंग सेतु दिष्टकारी,Full wave bridge rectifier
पूर्ण तरंग दिष्टकारी,Function wave rectifier
फलन कोड,Function code
फलन जनित्र,Function generator
फलन लाइब्रेरी,Function library
फलन स्विच,Function switch
फलनीय अनुकारी,Functional simulator
मूल,Fundamental
मूल आवृत्ति,Fundamental frequency
मूल विधा,Fundamental mode
मूल अनुनाद,Fundamental resonance
फ्यूज,Fuse
फ्यूज प्रभाव,Fuse effect
फ्यूज प्रतिचित्र,Fuse map
संगलनीय कड़ी,Fusible link
भावी प्रवृत्ति,Future trend
"फाजी तर्क, अस्पष्ट तर्क",Fuzzy logic
"अस्पष्ट तर्क, फर्जी तर्क",Fuzzy logic
संचिका निष्कर्षण,Fx (extracting a file)
पुनर्निवेश सुग्राहिता,Feedback sensitivity
लब्धि,Gain
लब्धि निर्देशित लेसर,Gain guided laser
लब्धि सीमा,Gain margin
लब्धि बैंड विस्तार गुणन,Gain-bandwidth product
लब्धि संक्रमण आवृत्ति,Gain-cross over frequency
गैलेगर कोड,Gallagar code
गैलियम आर्सेनाइड,Galleium arsenide
गैल्वेनिक सेल,Galvanic cell
गैल्वेनोमीटर,Galvanometer
गैल्वेनोमित अभिलेखी,Galvanometric recorder
गामा,Gamma
गामा-किरण,Gamma ray
गुंफित समस्वरण,Ganged tuning
अंतराल,Gap
गैस विसर्जन लैंप,Gas discharge lamp
गैस लेसर,Gas laser
"गेट, द्वार",Gate
गेट व्यूह,Gate array
गेट व्यूह,Gate array
गेट धारिता/गेट संघारित्र,Gate capacitance
गेट विद्युतरोध,Gate insulation
गेट दोलित्र,Gate oscillator
गेट सुरक्षा,Gate protection
गेट सुरक्षा डायोड,Gate protection diode
गेट बंद करने का स्विच,Gate turn-off switch
गेट नियंत्रित स्वीच,Gate-controlled switch
गेट पश्चन नेटवर्क,Gate-lag network
गेट ऑक्साइड संधारित्र,Gate-oxide capacitance
द्वारन त्रुटि,Gating error
गेज,Gauge
गेज गुणक,Gauge factor
गाउस मीटर,Gauss meter
गाउसीय घनत्व फलन,Gaussian density function
गाउसीय विसरण,Gaussian diffusion
गाउसीय वितरण,Gaussian distribution
गाउसीय वितरण,Gaussian distribution
गाउसीय रव,Gaussian noise
गॉसीय रव,Gaussian noise
गाउसीय प्रक्रम,Gaussian process
गाउसीय स्पंद,Gaussian pulse
गाउसीय नियम,Gauss's law
गीगा हर्ट्ज,Gega Hertz
सामान्य उद्देशीय प्रतिरोध,General purpose resister
जनित रव,Generated noise
जनित्र,Generator
"जनक, सामान्य",Generic
ज्यामितीय माध्य,Geometric mean
ज्यामितीय किरण अनुरेश,Geometric ray tracing
भूस्थिरीय कक्ष,Geostationary orbit
गेर्बर फॉमेंट,Gerber format
जर्मेनियम,Germanium
जर्मेनियम डायोड,Germanium diode
गेटरन उपचार,Gettering treatment
गाइजर गणक,Ggiger counter
छद्म स्मृति प्रतिबिंब,Ghost memory images
गिब्ज परिघटना,Gibbs phenomenon
गिगा,Giga
जिमिक,Gimmick
ग्लेयर फिल्टर,Glare filter
ग्लास संधारित्र,Glass capacitor
ग्लिच,Glitch
भूमंडल स्थितीय उपग्रह,Global positioning satellite
दीप्ति विसर्जन,Glow discharge
गोले कोड,Golay code
स्वर्ण कोड,Gold code
गोनियोमीटर,Goniometer
जी-प्रचाल,G-parameters
श्रेणी,Grade
क्रमिक सूचकांक तंतु,Graded index fiber
प्रवणता,Gradient
भू-रव निराकरण,Ground noise rejection
कणिकीय रव,Granular noise
ग्रैनुलर रव,Granular noise
कणिका रव,Granulation noise
आलेख,Graph
आलेखी प्रदर्श इकाई,Graphic display unit
आलेखी समकारक,Graphic equalizer
आलेखी विश्लेषण,Graphical analysis
ग्रैटीक्यूल,Graticule
ग्रेटिंग परावर्तक,Grating reflector
कुल त्रुटि,Gross error
भू-संदर्भित निवेश,Ground-referenced input
"भौम, भू",Ground
भूपरावर्तन,Ground reflection
भू-वापसी,Ground return
भू तरंग,Ground wave
भू-तरंग,Ground wave
भूतरंग संचरण,Ground wave propagation
भूसंबंध प्रेरक,Groundedinductor
भू-संपर्कित लोड (भार),Grounded load
भूदग्र एन्टेना,Grounded vertical antenna
भू-संपर्कित उत्सर्जक प्रवर्धक,Grounded-emitter amplifier
भू-संपर्कित स्रोत प्रवर्धक,Grounded-source amplifier
भू-पाश,Ground-loop
भू-समतल,Ground-plane
समूह कोड,Group code
