Assamese,Kannada
শুকান ৰবৰৰ শিলৰ কাম,ಒಣ ರಬ್ಬರ್ ಕಲ್ಲು
ডাচ বণ্ড,ಡಚ್ ಬಾಂಡ್
বামন দেৱাল,ಕುಬ್ಜ ಗೋಡೆ
বাসস্থানৰ ইউনিট,ವಸತಿ ಘಟಕ
ইভ,ಈವ್
ইভছ নালা,ಈವ್ಸ್ ಗಟರ್
অৰ্থনৈতিক সম্ভাৱনীয়তা,ಆರ್ಥಿಕ ಕಾರ್ಯಸಾಧ್ಯತೆ
বহিঃগতিশীল মাটি,ಎಕ್ಟೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು
এডি,ಸುಳಿ
ফলপ্ৰসূ আকাৰ,ಪರಿಣಾಮಕಾರಿ ಗಾತ್ರ
ফুলৰ ফুলনি,ಪುಷ್ಪಮಯ
এফ্লুৱেণ্ট,ಹೊರಹರಿವು
উচ্চতা,ಎತ್ತರ
এলুভিয়েচন,ಎಲುವಿಯೇಶನ್
এলুভিয়াম,ಎಲುವಿಯಮ್
এণ্ডোডাইনামৰ্ফিক মাটি,ಎಂಡೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು
অভিযান্ত্ৰিক সম্ভাৱনীয়তা,ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಸಾಧ್ಯತೆ
ইংৰাজী বণ্ড,ಇಂಗ್ಲಿಷ್ ಬಾಂಡ್
ইংৰাজী বাগিচাৰ দেৱালৰ বণ্ড,ಇಂಗ್ಲಿಷ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
"ইপিএম (প্ৰতি মিলিয়নৰ সমতুল্য),&quot;","EPM (ಪ್ರತಿ ಮಿಲಿಯನ್‌ಗೆ ಸಮಾನ),&quot;"
সমতুল্য ওজন,ಸಮಾನ ತೂಕ
Erg,ಉದಾ
বিনিময়যোগ্য,ವಿನಿಮಯ ಮಾಡಬಹುದಾದ
বিনিময়যোগ্য এচিডিটি,ಬದಲಾಯಿಸಬಹುದಾದ ಆಮ್ಲೀಯತೆ
বিনিময়যোগ্য ছডিয়াম শতাংশ (ESP),ಬದಲಾಯಿಸಬಹುದಾದ ಸೋಡಿಯಂ ಶೇಕಡಾವಾರು (ESP)
ই এছ পি.,ಇ.ಎಸ್.ಪಿ.
বিনিময় এচিডিটি,ವಿನಿಮಯ ಆಮ್ಲೀಯತೆ
এক্সচেঞ্জ কমপ্লেক্স,ವಿನಿಮಯ ಸಂಕೀರ್ಣ
নিষ্কাশন,ನಿಷ್ಕಾಸ
উন্মুক্ত ফিনিচিং,ಬಹಿರಂಗ ಮುಕ್ತಾಯ
নয়ন,ಕಣ್ಣು
চকুৰ ভ্ৰূ,ಕಣ್ಣು ಹುಬ್ಬು
মুখামুখি,ಎದುರಿಸುತ್ತಿದೆ
বন্ধনৰ সন্মুখীন হোৱা,ಎದುರಿಸುತ್ತಿರುವ ಬಂಧ
সুৰক্ষাৰ কাৰক,ಸುರಕ್ಷತೆಯ ಅಂಶ
পৰি যোৱা,ಪತನ
ফেচিয়া,ಫೇಶಿಯಾ
ফেচিয়া বৰ্ড,ಫೇಶಿಯಾ ಬೋರ್ಡ್
দোষ,ದೋಷ
পথাৰ আৰ্দ্ৰতা,ಕ್ಷೇತ್ರ ತೇವಾಂಶ
চূড়ান্ত আৰ্দ্ৰতাৰ সমতুল্য,ಅಂತಿಮ ತೇವಾಂಶ ಸಮಾನ
ফিলেট (মৰ্টাৰৰ),ಫಿಲೆಟ್ (ಗಾರೆ)
চূড়ান্ত,ಅಂತಿಮ
চূড়ান্ত জোখ-মাখ,ಅಂತಿಮ ಮಾಪನ
চূড়ান্ত পেমেণ্টq,ಅಂತಿಮ ಪಾವತಿq
চূড়ান্ত প্ৰি ষ্ট্ৰেছ,ಅಂತಿಮ ಪೂರ್ವ ಒತ್ತಡ
চূড়ান্ত উত্তেজনা,ಅಂತಿಮ ಒತ್ತಡ
আৰ্থিক সম্ভাৱনীয়তা,ಹಣಕಾಸಿನ ಕಾರ್ಯಸಾಧ್ಯತೆ
মিহি গোটা পদাৰ্থ,ಉತ್ತಮವಾದ ಒಟ್ಟು
ছিন্নভিন্ন শিল,ಬಿರುಕುಗೊಂಡ ಬಂಡೆ
পতাকা শিল,ಧ್ವಜದ ಕಲ್ಲು
ফ্লেমিছ বন্ধন,ಫ್ಲೆಮಿಶ್ ಬಂಧ
ফিচফিচাই থকা,ಮಿನುಗುತ್ತಿದೆ
ঝলমলীয়া ধাৰা,ಹೊಳೆಯುವ ಸ್ಟ್ರೀಮ್
সমতল চাল,ಫ್ಲಾಟ್ ಛಾವಣಿ
ফ্লেচে,ಫ್ಲೆಚೆ
ফ্লেমিছ বাগিচাৰ দেৱালৰ বন্ধন,ಫ್ಲೆಮಿಶ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್
ফ্লিন্ট,ಫ್ಲಿಂಟ್
ফ্লিণ্টৰ দেৱাল,ಫ್ಲಿಂಟ್ ಗೋಡೆ
ভাসমান মজিয়া,ತೇಲುವ ಮಹಡಿ
ফ্লকুলেচন,ಫ್ಲೋಕ್ಯುಲೇಷನ್
ফ্লকুলেচন সীমা,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಮಿತಿ
ফ্লকুলেচন অনুপাত,ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಅನುಪಾತ
ফ্লকুলেছ,ಫ್ಲೋಕಲ್ಸ್
মজিয়া,ಮಹಡಿ
মজিয়াৰ ছীল,ಮಹಡಿ ಮುದ್ರೆ
বৈ অহা,ಹರಿವು
উঠা-নমা,ಏರಿಳಿತ
ফুটিং,ಕಾಲಿಡುವುದು
ভেঁটি,ಅಡಿಪಾಯ
ফ্ৰী ফ&#39;ল বেৰ&#39; টপিং মিক্সাৰ,ಉಚಿತ ಪತನದ ಬ್ಯಾರೋ ಟಾಪಿಂಗ್ ಮಿಕ್ಸರ್
ফ্ৰী ফ&#39;ল মিক্সাৰ (ড্ৰাম টাইপ),ಉಚಿತ ಪತನ ಮಿಕ್ಸರ್ (ಡ್ರಮ್ ಪ್ರಕಾರ)
মুক্ত শিল,ಉಚಿತ ಕಲ್ಲು
ফ্ৰেছেট,ಫ್ರೆಶ್ಸೆಟ್
ঘৰ্ষণৰ স্তূপ,ಘರ್ಷಣೆ ರಾಶಿ
ভেকুলী,ಕಪ್ಪೆ
গেবল,ಗೇಬಲ್
গেবলেট,ಗ್ಯಾಬ್ಲೆಟ್
গাম্ব্ৰেলৰ চাল,ಗ್ಯಾಂಬ್ರೆಲ್ ಛಾವಣಿ
জোখ লোৱা,ಗೇಜ್
গেজিং অংশ,ಅಳತೆ ವಿಭಾಗ
গেজিং ষ্টেচন,ಮಾಪಕ ನಿಲ್ದಾಣ
সাধাৰণ স্থান পৰিকল্পনা,ಸಾಮಾನ್ಯ ಸ್ಥಳ ಯೋಜನೆ
সাধাৰণ বায়ু চলাচল,ಸಾಮಾನ್ಯ ವಾತಾಯನ
G দিগন্ত বা গ্লে দিগন্ত,ಜಿ ಹಾರಿಜಾನ್ ಅಥವಾ ಗ್ಲೇ ಹಾರಿಜಾನ್
হিমবাহৰ টিল,ತನಕ ಗ್ಲೇಶಿಯಲ್
গ্নেইছ,ಗ್ನೀಸ್
সামগ্ৰীৰ চোতাল,ಸರಕುಗಳ ಅಂಗಳ
গ্ৰেডিয়েণ্ট ৰেজিষ্টেন্স,ಗ್ರೇಡಿಯಂಟ್ ಪ್ರತಿರೋಧ
গ্ৰেনাইট,ಗ್ರಾನೈಟ್
দানাদাৰ গঠন,ಹರಳಿನ ರಚನೆ
গ্ৰেনুলেচন,ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್
গ্ৰেনুল,ಗ್ರ್ಯಾನ್ಯೂಲ್
মহাকৰ্ষণীয় পানীমুক্ত পানী,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ನೀರು ಮುಕ್ತ ನೀರು
মহাকৰ্ষণীয় চোতাল,ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಅಂಗಳ
মহান মাটিৰ গোট,ದೊಡ್ಡ ಮಣ್ಣಿನ ಗುಂಪು
গ্ৰীলেজ ফাউণ্ডেচন,ಗ್ರಿಲ್ಲೇಜ್ ಅಡಿಪಾಯ
গ্ৰাউণ্ড হেণ্ড মল্ডিং,ನೆಲದ ಕೈ ಮೋಲ್ಡಿಂಗ್
গ্ৰুপ কৰা ডক,ಗುಂಪು ಮಾಡಲಾದ ಡಾಕ್
গ্ৰুপ হাউছিং,ಗುಂಪು ವಸತಿ
অতিথিশালা,ಅತಿಥಿ ಕೊಠಡಿ
নালা,ಗಟಾರ
নালা বাহক,ಗಟಾರ ಹೊರುವವನು
নালা পৰীক্ষা,ಗಟರ್ ಚೆಕ್
হাতুৰীৰে ড্ৰেছিং,ಸುತ್ತಿಗೆ ಡ್ರೆಸ್ಸಿಂಗ್
বন্দৰ,ಬಂದರು
আশ্ৰয়ৰ বন্দৰ,ಆಶ್ರಯ ಬಂದರು
কঠিন কেৰাহী,ಹಾರ್ಡ್ ಪ್ಯಾನ್
হেডাৰ,ಶಿರೋಲೇಖ
হেডাৰ বণ্ড,ಹೆಡರ್ ಬಾಂಡ್
হেডাৰ পাঠ্যক্ৰম,ಹೆಡರ್ ಕೋರ್ಸ್
হেড গেটৰ গঠন,ಹೆಡ್ ಗೇಟ್ ರಚನೆ
খালৰ মূৰ,ಕಾಲುವೆಯ ಮುಖ್ಯಸ್ಥ
হেড ৰেগুলেটৰ,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
হেৰিং হাড়ৰ বন্ধন,ಹೆರಿಂಗ್ ಮೂಳೆ ಬಂಧ
হৃদয়স্পৰ্শী,ಹಾರ್ಟಿಂಗ್
তিয়াই থোৱাৰ তাপ,ತೇವಗೊಳಿಸುವ ಶಾಖ
উচ্চ এলুমিনা চিমেণ্ট,ಹೆಚ್ಚಿನ ಅಲ್ಯೂಮಿನಾ ಸಿಮೆಂಟ್
কঁকাল,ಹಿಪ್
হিপ কেপিং,ಹಿಪ್ ಕ್ಯಾಪಿಂಗ್
হিপড এণ্ড,ಹಿಪ್ಡ್ ಎಂಡ್
ডকাইত,ಹುಡ್
হুড মল্ডিং,ಹುಡ್ ಮೋಲ್ಡಿಂಗ್
হুক’ৰ আইন,ಹುಕ್ ಕಾನೂನು
হুপ লোহা,ಹೂಪ್ ಕಬ್ಬಿಣ
দিগন্ত,ಹಾರಿಜಾನ್
আৰ্দ্ৰকৰণ,ಆರ್ದ್ರತೆ
"আৰ্দ্ৰতা, নিৰপেক্ষ","ಆರ್ದ್ರತೆ, ಸಂಪೂರ್ಣ"
"আৰ্দ্ৰতা, আপেক্ষিক","ಆರ್ದ್ರತೆ, ಸಾಪೇಕ್ಷ"
হাম্প চোতাল,ಹಂಪ್ ಯಾರ್ಡ್
হাইড্ৰলিক চাপ,ಹೈಡ್ರಾಲಿಕ್ ಒತ್ತಡ
জলসিঞ্চন,ಜಲಸಂಚಯನ
হাইড্ৰ’লাইছিছ,ಜಲವಿಚ್ಛೇದನ
হাইড্ৰ’লাইটিক এচিডিটি,ಹೈಡ್ರೊಲೈಟಿಕ್ ಆಮ್ಲೀಯತೆ
জলৰূপী মাটি,ಹೈಡ್ರೋಮಾರ್ಫಿಕ್ ಮಣ್ಣು
হাইড্ৰফিলিক কলয়ড,ಹೈಡ್ರೋಫಿಲಿಕ್ ಕೊಲೊಯ್ಡ್
হাইড্ৰ’ফ’বিক কলয়ড,ಹೈಡ್ರೋಫೋಬಿಕ್ ಕೊಲೊಯ್ಡ್
হাইড্ৰ’ষ্টেটিক চাপৰ অনুপাত,ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ ಒತ್ತಡದ ಅನುಪಾತ
হাইগ্ৰ’স্কেপ্টিক সহগ,ಹೈಗ್ರೊಸ್ಕಾಪ್ಟಿಕ್ ಗುಣಾಂಕ
হাইগ্ৰস্কোপিক আৰ্দ্ৰতা,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
হাইড্ৰস্কোপিচিটি,ಹೈಡ್ರೋಸ್ಕೋಪಿಸಿಟಿ
হাইগ্ৰস্কোপিক আৰ্দ্ৰতা,ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ
হাইপাৰবেৰিক চেম্বাৰ,ಹೈಪರ್ಬೇರಿಕ್ ಚೇಂಬರ್
হাইপাৰষ্টেটিক ফ্ৰেম,ಹೈಪರ್ಸ್ಟಾಟಿಕ್ ಫ್ರೇಮ್
হাইপছ’মিটাৰ,ಹೈಪ್ಸೋಮೀಟರ್
আলোকসজ্জা,ಇಲ್ಯುಮಿನೇಷನ್
ইম্বিবেচন আৰ্দ্ৰতা,ಇಂಬಿಬೇಷನ್ ತೇವಾಂಶ
অপৰিপক্ক মাটি,ಬಲಿಯದ ಮಣ್ಣು
জব্দ কৰা ডক,ವಶಪಡಿಸಿಕೊಂಡ ಡಾಕ್
ভূমিৰ ৰাজহ বৃদ্ধি,ಭೂ ಆದಾಯ ಹೆಚ್ಚಳ
স্বতন্ত্ৰ মৰাপাট,ಸ್ವತಂತ್ರ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
কঠিন,ಇಂಡರೇಟೆಡ್
প্ৰাৰম্ভিক প্ৰিষ্ট্ৰেছ,ಆರಂಭಿಕ ಪ್ರಿಸ್ಟ್ರೆಸ್
প্ৰাৰম্ভিক উত্তেজনা,ಆರಂಭಿಕ ಒತ್ತಡ
অভ্যন্তৰীণ জলপথ বন্দৰ,ಒಳನಾಡಿನ ಜಲಮಾರ್ಗ ಬಂದರು
ইনচুলেটিং বৰ্ড,ಇನ್ಸುಲೇಟಿಂಗ್ ಬೋರ್ಡ್
মধ্যৱৰ্তী বন্দৰ,ಮಧ್ಯಂತರ ಬಂದರು
আভ্যন্তৰীণ ঘৰ্ষণ,ಆಂತರಿಕ ಘರ್ಷಣೆ
ইন্ট্ৰাজ’নেল মাটি,ಇಂಟ್ರಾಜೋನಲ್ ಮಣ್ಣು
আয়ন,ಅಯಾನು
আয়ন বিনিময়,ಅಯಾನು ವಿನಿಮಯ
লোহাৰ কেৰাহী,ಕಬ್ಬಿಣದ ಪ್ಯಾನ್
জলসিঞ্চিত মাটি,ನೀರಾವರಿ ಭೂಮಿ
জলসিঞ্চন,ನೀರಾವರಿ
জলসিঞ্চনৰ চেছ,ನೀರಾವರಿ ಸೆಸ್
জাম্ব,ಜಾಂಬ್
জগল কৰক,ಜೋಗಲ್
জগল পিন,ಜೋಗಲ್ ಪಿನ್
জৌলে,ಜೂಲ್
জাম্পাৰ,ಜಂಪರ್
কিলোগ্ৰাম,ಕಿಲೋಗ್ರಾಂ
কিলোগ্ৰাম বল,ಕಿಲೋಗ್ರಾಂ ಬಲ
কিলোগ্ৰাম বল মিটাৰ,ಕಿಲೋಗ್ರಾಂ ಫೋರ್ಸ್ ಮೀಟರ್
কিলোৱাট ঘন্টা,ಕಿಲೋವ್ಯಾಟ್ ಗಂಟೆ
ৰজা বন্ধ,ಕಿಂಗ್ ಮುಚ್ಚುವಿಕೆ
পাকঘৰ,ಅಡಿಗೆ
লেচযুক্ত স্তম্ভ,ಲೇಸ್ಡ್ ಕಾಲಮ್
পিছ পৰি থকা,ಹಿಂದುಳಿದಿದೆ
লেমেলা শিপা,ಲ್ಯಾಮೆಲ್ಲಾ ರೂಟ್
লেমিনাৰ প্ৰবাহ,ಲ್ಯಾಮಿನಾರ್ ಹರಿವು
লেম্পৰ ফুটা,ದೀಪದ ರಂಧ್ರ
ভূমি বৃদ্ধি,ಭೂಮಿ ಸಂಚಯ
ভূমি পিছলি যোৱা,ಲ್ಯಾಂಡ್ ಸ್ಲೈಡಿಂಗ್
লেটাৰাইট,ಲ್ಯಾಟರೈಟ್
লেটাৰাইট মাটি,ಲ್ಯಾಟರೈಟ್ ಮಣ್ಣು
বৃহৎ সংখ্যকৰ নিয়ম,ದೊಡ್ಡ ಸಂಖ್ಯೆಗಳ ಕಾನೂನು
বিন্যাস পৰিকল্পনা,ಲೇಔಟ್ ಯೋಜನೆ
লেজাৰ,ಖಾತಾ ಪುಸ್ತಕ
চূণৰ কেৰাহী,ಸುಣ್ಣದ ಪ್ಯಾನ್
লিণ্টেল,ಲಿಂಟೆಲ್
তৰল সীমা,ದ್ರವ ಮಿತಿ
লাইভ লোড,ಲೈವ್ ಲೋಡ್
লোম,ಲೋಮ್
স্থানীয় এক্সজেষ্ট ভেণ্টিলেচন,ಸ್ಥಳೀಯ ನಿಷ್ಕಾಸ ವಾತಾಯನ
লোকো চোতাল,ಲೋಕೋ ಅಂಗಳ
ল&#39;ছ,ಲೋಸ್
প্লাষ্টিকৰ সীমা কম কৰা,ಕಡಿಮೆ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ
কম তাপত চিমেণ্ট,ಕಡಿಮೆ ಶಾಖ ಸಿಮೆಂಟ್
মেচিন মল্ডিং,ಯಂತ್ರ ಮೋಲ್ಡಿಂಗ್
বৃহৎ গঠন,ಮ್ಯಾಕ್ರೋಸ್ಟ್ರಕ್ಚರ್
মূল মূৰ নিয়ন্ত্ৰক,ಮುಖ್ಯ ನಿಯಂತ್ರಕ
মূল বন্দৰ,ಮುಖ್ಯ ಬಂದರು
মেকআপ এয়াৰ,ಮೇಕಪ್ ಗಾಳಿ
মানচাৰ্ড,ಮನ್ಸಾರ್ಡ್
মাৰ্শ্বেলিং গজ,ಮಾರ್ಷಲಿಂಗ್ ಯಾರ್ಡ್
শিলৰ কাম,ಕಲ್ಲುಗಾರಿಕೆ
পৰিপক্ক উষ্ণতা,ಪಕ್ವವಾಗುತ್ತಿರುವ ತಾಪಮಾನ
মেজেনিন মজিয়া,ಮೆಜ್ಜನೈನ್ ಮಹಡಿ
যান্ত্ৰিক বিশ্লেষণ,ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ
যান্ত্ৰিক বায়ু চলাচল,ಯಾಂತ್ರಿಕ ವಾತಾಯನ
মেট্ৰিক ব্যৱস্থা,ಮೆಟ್ರಿಕ್ ಪದ್ಧತಿ
অণুগাঁথনি,ಸೂಕ್ಷ್ಮ ರಚನೆ
মিলি সমতুল্য,ಮಿಲಿ ಸಮಾನ
প্ৰতি লিটাৰত মিলি সমতুল্য,ಪ್ರತಿ ಲೀಟರ್‌ಗೆ ಮಿಲಿ ಸಮಾನ
খনিজ পদাৰ্থ,ಖನಿಜ
খনিজ মাটি,ಖನಿಜ ಮಣ್ಣು
সৰু বন্দৰ,ಚಿಕ್ಕ ಬಂದರು
মাইট্ৰেড বন্ধ,ಮಿಟ್ರೆಡ್ ಮುಚ್ಚುವಿಕೆ
চলন্ত মাটিৰ কলয়ড,ಮೊಬೈಲ್ ಮಣ್ಣಿನ ಕೊಲೊಯ್ಡ್
আৰ্দ্ৰতা,ತೇವಾಂಶ
আৰ্দ্ৰতাৰ গ্ৰেডিয়েণ্ট,ತೇವಾಂಶ ಗ್ರೇಡಿಯಂಟ್
মনোলিথ,ಏಕಶಿಲೆ
মনোৰেল,ಮೊನೊರೈಲ್
ৰাষ্ট্ৰীয় বন্দৰ পৰিষদ,ರಾಷ್ಟ್ರೀಯ ಬಂದರು ಮಂಡಳಿ
প্ৰাকৃতিক বিচনা,ನೈಸರ್ಗಿಕ ಹಾಸಿಗೆ
প্ৰাকৃতিক ফিনিচিং,ನೈಸರ್ಗಿಕ ಮುಕ್ತಾಯ
প্ৰাকৃতিক বন্দৰ,ನೈಸರ್ಗಿಕ ಬಂದರು
প্ৰাকৃতিক বায়ু চলাচল,ನೈಸರ್ಗಿಕ ವಾತಾಯನ
নৌসেনাৰ বন্দৰ,ನೌಕಾ ಬಂದರು
নিউটন,ನ್ಯೂಟನ್
নন ইউনিফৰ্ম প্ৰবাহ,ಏಕರೂಪವಲ್ಲದ ಹರಿವು
পানীৰ হাৰ দখল কৰে,ನೀರಿನ ದರವನ್ನು ಆಕ್ರಮಿಸುತ್ತದೆ
তেলৰ ৰং,ಎಣ್ಣೆ ಬಣ್ಣ
তেলৰ কুঁৱাৰ চিমেণ্ট,ತೈಲ ಬಾವಿ ಸಿಮೆಂಟ್
মুকলি চেনেলৰ প্ৰবাহ,ಚಾನಲ್ ಹರಿವನ್ನು ತೆರೆಯಿರಿ
অনুকূল আৰ্দ্ৰতা,ಆಪ್ಟಿಮಮ್ ಆರ್ದ್ರತೆ
জৈৱিক মাটি,ಸಾವಯವ ಮಣ್ಣು
অভিবিন্যাস,ದೃಷ್ಟಿಕೋನ
অৰ্থোগনেল,ಆರ್ಥೋಗೋನಲ್
অৰ্টষ্টেইন,ಒರ್ಟ್ಸ್ಟೈನ್
বাহিৰৰ সংকেত,ಬಾಹ್ಯ ಸಂಕೇತ
অক্সিডেচন,ಆಕ್ಸಿಡೀಕರಣ
পেণ্ট্ৰি,ಪ್ಯಾಂಟ್ರಿ
পেৰাপেট,ಪ್ಯಾರಪೆಟ್
পেৰাপেটৰ দেৱাল,ಪ್ಯಾರಪೆಟ್ ಗೋಡೆ
অভিভাৱকৰ সামগ্ৰী,ಮೂಲ ವಸ್ತು
শিলগুটি ঢালাই প্লাষ্টাৰ,ಬೆಣಚುಕಲ್ಲು ಎರಕಹೊಯ್ದ ಪ್ಲಾಸ್ಟರ್
পেডালফাৰ,ಪೆಡಲ್ಫರ್
পেড&#39;কেল,ಪೆಡೋಕಲ್
পেড’জেনেছিছ,ಪೆಡೋಜೆನೆಸಿಸ್
পেড’লজি,ಪೆಡೋಲಜಿ
পেড’স্ফিয়াৰ,ಪೀಡೋಸ್ಪಿಯರ್
পেনেট্ৰ’মিটাৰ,ಪೆನೆಟ್ರೋಮೀಟರ್
পেণ্ট ছাদ,ಪೆಂಟ್ ಛಾವಣಿ
পেপটাইজিং এজেণ্ট,ಪೆಪ್ಟೈಸಿಂಗ್ ಏಜೆಂಟ್
বিশ্লেষণৰ সময়ছোৱা,ವಿಶ್ಲೇಷಣೆಯ ಅವಧಿ
পাৰ্পেণ্ড,ಪರ್ಪೆಂಡ್
পাৰ্চৰ্পচন,ಪರ್ಸರ್ಪ್ಶನ್
ঘাট,ಪಿಯರ್
পিলাষ্টাৰ,ಪಿಲಾಸ್ಟರ್
চূড়া,ಪಿಚ್
পিচড ছাদ,ಪಿಚ್ ಛಾವಣಿ
সাধাৰণ কংক্ৰিট,ಸರಳ ಕಾಂಕ್ರೀಟ್
সমতল কোণ,ಪ್ಲೇನ್ ಕೋನ
সাধাৰণ চোতাল,ಬಯಲು ಅಂಗಳ
প্লেনছল,ಪ್ಲಾನ್ಸೋಲ್
প্লাষ্টিকৰ স্থায়িত্ব,ಪ್ಲಾಸ್ಟಿಕ್ ಸ್ಥಿರತೆ
প্লাষ্টিচিটি,ಪ್ಲಾಸ್ಟಿಟಿ
প্লাষ্টিচিটি সূচকাংক,ಪ್ಲಾಸ್ಟಿಟಿ ಸೂಚ್ಯಂಕ
প্লাষ্টিচিটিৰ সীমা,ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಮಿತಿ
প্লাষ্টিচিটিৰ পৰিসৰ,ಪ್ಲಾಸ್ಟಿಸಿಟಿ ಶ್ರೇಣಿ
প্লেটি গঠন,ಪ್ಲಾಟಿ ರಚನೆ
প্লিন্থ,ಸ್ತಂಭ
হাল বোৱা মাটি,ನೇಗಿಲು ಮಣ್ಣು
প্লামৰ শিল,ಪ್ಲಮ್ ಕಲ್ಲು
পডজোলে,ಪೊಡ್ಜೋಲ್
আঙুলিয়াই দি,ಸೂಚಿಸುತ್ತಿದೆ
বহুভুজীয়া বেৰ,ಬಹುಭುಜಾಕೃತಿಯ ಗೋಡೆ
ছিদ্ৰৰ স্থান,ರಂಧ್ರದ ಜಾಗ
বন্দৰ,ಬಂದರು
পজিটিভ ভেন্টিলেচন,ಧನಾತ್ಮಕ ವಾತಾಯನ
প্ৰেয়ৰী মাটি,ಹುಲ್ಲುಗಾವಲು ಮಣ್ಣು
নিখুঁততা,ನಿಖರತೆ
প্ৰাথমিক কণা,ಪ್ರಾಥಮಿಕ ಕಣ
প্ৰিজমেটিক গঠন,ಪ್ರಿಸ್ಮಾಟಿಕ್ ರಚನೆ
উৎপাদনশীল কাম,ಉತ್ಪಾದಕ ಕೆಲಸ
প্ৰকল্পৰ ন্যায্যতা,ಯೋಜನೆಯ ಸಮರ್ಥನೆ
সুৰক্ষামূলক কাম,ರಕ್ಷಣಾತ್ಮಕ ಕೆಲಸ
ছ্যুড’-মাইচেলিয়াম,ಸ್ಯೂಡೋ-ಮೈಸಿಲಿಯಮ್
পুখুৰী,ಕೊಚ್ಚೆಗುಂಡಿ
পাগিং,ಪಗ್ಗಿಂಗ್
পিউমিচ,ಪ್ಯೂಮಿಸ್
পাঞ্চিয়ন,ಪಂಚೆಯಾನ್
পুতলা,ಬೊಂಬೆ
পুটলগ,ಪುಟ್ಲಾಗ್
পুটলগ মৰাপাট,ಪುಟ್ಲಾಗ್ ಸ್ಕ್ಯಾಫೋಲ್ಡ್
পৰিমাণ জৰীপকাৰী,ಪ್ರಮಾಣ ಸರ್ವೇಯರ್
শিলৰ ৰস,ಕ್ವಾರಿ ಸಾಪ್
ঘাট,ಕ್ವೇ
কুইন বন্ধ,ರಾಣಿ ಮುಚ್ಚುವಿಕೆ
কুইইন,ಕ್ವೊಯಿನ್
ৰাফ্ট ফাউণ্ডেচন,ರಾಫ್ಟ್ ಅಡಿಪಾಯ
ৰেকাৰ,ರೇಕರ್
ৰেকিং,ರೇಕಿಂಗ್
ৰেকিং বণ্ড,ರಾಕಿಂಗ್ ಬಾಂಡ್
ৰেকিং ফ্লেছিং,ಮಿನುಗುವ ರೇಕಿಂಗ್
দ্ৰুতগতিত পৰিৱৰ্তনশীল প্ৰবাহ,ವೇಗವಾಗಿ ಬದಲಾಗುತ್ತಿರುವ ಹರಿವು
আদায়যোগ্য পেমেণ্ট,ಮರುಪಾವತಿಸಬಹುದಾದ ಪಾವತಿ
ৰঙা মাটি,ಕೆಂಪು ಭೂಮಿ
ৰঙা লোম,ಕೆಂಪು ಲೋಮ್
নিয়ন্ত্ৰক,ನಿಯಂತ್ರಕ
ৰেগুৰ বা ক’লা কপাহী মাটি,ರೆಗರ್ ಅಥವಾ ಕಪ್ಪು ಹತ್ತಿ ಮಣ್ಣು
ৰিপেমেণ্ট চুক্তি,ಮರುಪಾವತಿ ಒಪ್ಪಂದ
অৱশিষ্ট সংকোচন,ಉಳಿದ ಕುಗ್ಗುವಿಕೆ
অৱশিষ্ট মাটি,ಉಳಿಕೆ ಮಣ್ಣು
প্ৰকাশ কৰা,ಬಹಿರಂಗಪಡಿಸಿ
পিন প্ৰকাশ কৰক,ಪಿನ್ ಅನ್ನು ಬಹಿರಂಗಪಡಿಸಿ
টাই প্ৰকাশ কৰক,ರಿವೀಲ್ ಟೈ
ৰিজ,ರಿಡ್ಜ್
ৰিজ কেপিং,ರಿಡ್ಜ್ ಕ್ಯಾಪಿಂಗ್
নদী,ನದಿ
ৰোড ষ্টেড,ರೋಡ್ ಸ್ಟೇಡ್
ৰুক্ষ প্লাষ্টাৰ,ಒರಟು ಪ್ಲಾಸ್ಟರ್
ধ্বংসাৱশেষ,ಅವಶೇಷಗಳು
ধ্বংসাৱশেষৰ শিলৰ কাম,ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲು
ধ্বংসাৱশেষৰ দেৱাল,ಅವಶೇಷಗಳ ಗೋಡೆ
চলি থকা জোখ-মাখ,ಚಾಲನೆಯಲ್ಲಿರುವ ಮಾಪನ
