Bengali,Gujarati
অমৌলিক,વ્યુત્પન્ન
প্রাপ্ত সিরিজ,વ્યુત્પન્ન શ્રેણી
প্রাপ্ত সেট,મેળવેલ સમૂહ
অবরোহী,ઉતરતા
অবরোহী ক্রম,ઉતરતા ક્રમમાં
অবরোহী সিরিজ,ઉતરતી શ્રેણી
বর্ণনামূলক জ্যামিতি,વર્ણનાત્મક ભૂમિતિ
বর্ণনামূলক মডেল,વર્ણનાત્મક મોડેલ
বর্ণনামূলক পরিসংখ্যান,વર્ણનાત્મક આંકડા
নকশা,ડિઝાઇન
পরীক্ষার নকশা,પ્રયોગની ડિઝાઇન
ডেস্ক ক্যালকুলেটর,ડેસ્ક કેલ્ક્યુલેટર
সনাক্তকরণ,શોધ
নির্ধারক,નિર્ણાયક
নির্ধারক পদমর্যাদা,નિર્ણાયક ક્રમ
নির্ধারণ,નક્કી કરો
নির্ধারক মডেল,નિર્ધારિત મોડેલ
নির্ধারক সমস্যা,નિર્ધારિત સમસ્યા
বিচ্যুতি,વિચલન
বিচ্যুতি সহগ,વિચલન ગુણાંક
ডায়াডিক সিস্টেম,ડાયડિક સિસ્ટમ
তির্যক,કર્ણ
একটি ম্যাট্রিক্সের তির্যককরণ,મેટ્રિક્સનું વિકર્ણીકરણ
তির্যক ম্যাট্রিক্স,કર્ણ મેટ્રિક્સ
তির্যক সাদৃশ্য,કર્ણ સમાનતા
চিত্র,રેખાકૃતિ
ডায়াগ্রামেটিক পদ্ধতি,રેખાકૃતિ પદ્ધતિ
ডায়াগ্রামেটিক উপস্থাপনা,રેખાકૃતિ પ્રસ્તુતિ
ব্যাস,વ્યાસ
একটি সেটের ব্যাস,સમૂહનો વ્યાસ
diametrically বিপরীত,ડાયમેટ્રિકલી વિરુદ્ધ
পাশা নিক্ষেপ,ડાઇસ ફેંકવું
দ্বিমুখী শ্রেণীবিভাগ,દ્વિભાષી વર્ગીકરણ
দ্বিধাবিভক্তি,દ્વિભાષા
অভিধান আদেশ,શબ્દકોશ ક્રમ
পার্থক্য ক্যালকুলাস,તફાવત કેલ્ક્યુલસ
পার্থক্য সমীকরণ,તફાવત સમીકરણ
পার্থক্য সূত্র,તફાવત સૂત્ર
পার্থক্য পদ্ধতি,તફાવત પદ્ધતિ
সেটের পার্থক্য,સેટનો તફાવત
পার্থক্যযোগ্য,વિભેદક
পার্থক্যযোগ্য বক্ররেখা,વિભેદક વળાંક
পার্থক্যযোগ্য ফাংশন,વિભેદક કાર્ય
ডিফারেনশিয়াল,વિભેદક
অন্তরীকরণ ক্যালকুলাস,વિભેદક કલન
ডিফারেনশিয়াল সহগ,વિભેદક ગુણાંક
আঙ্গক,વિભેદક સમીકરણ
ডিফারেনশিয়াল ফর্ম,વિભેદક સ્વરૂપ
ডিফারেনশিয়াল সূত্র,વિભેદક સૂત્ર
ডিফারেনশিয়াল ফাংশন,વિભેદક કાર્ય
ডিফারেনশিয়াল জ্যামিতি,વિભેદક ભૂમિતિ
উচ্চ ক্রম ডিফারেনশিয়াল,ઉચ્ચ ક્રમનો તફાવત
ডিফারেনশিয়াল ভাগফল,વિભેદક ભાગ
পার্থক্য করা,તફાવત કરવો
পৃথকীকরণ,તફાવત
পার্থক্য সূত্র,ભિન્નતા સૂત્ર
ভেক্টরের পার্থক্য,વેક્ટરનો તફાવત
বিস্তার,પ્રસરણ
অঙ্ক,અંક
ডিজিটাল কম্পিউটার,ડિજિટલ કમ્પ્યુટર
ডিজিটাল তথ্য,ડિજિટલ ડેટા
মাত্রা,પરિમાણ
মাত্রিকতা,પરિમાણ
মাত্রাহীন,પરિમાણહીન
একটি সমীকরণের মাত্রা,સમીકરણનું પરિમાણ
ডায়োফ্যান্টাইন সমীকরণ,ડાયોફેન્ટાઇન સમીકરણ
ডুব কোণ,ડૂબકી કોણ
দ্বিপোলার স্থানাঙ্ক,દ્વિધ્રુવી કોઓર્ડિનેટ્સ
ডাইপোল,દ્વિધ્રુવ
ডিপিরামিড (বাইপিরামিড),ડીપીરામીડ (બાયપીરામિડ)
ডিরাক ডেল্টা ফাংশন,ડીરાક ડેલ્ટા ફંક્શન
সরাসরি সাধারণ স্পর্শক,સીધી સામાન્ય સ્પર્શક
নির্দেশিত কোণ,નિર્દેશિત કોણ
নির্দেশিত লাইন,નિર્દેશિત રેખા
নির্দেশমূলক ডেরিভেটিভ,દિશાત્મક વ્યુત્પન્ન
দিক কোসাইন,દિશા કોસાઇન
ম্যাক্সিমা এর দিক,મેક્સિમાની દિશા
অভিক্ষেপের দিক,પ્રક્ષેપણની દિશા
দিক অনুপাত,દિશા ગુણોત્તર
পরিচালক চক্র,ડિરેક્ટર વર્તુળ
পরিচালক ক্ষেত্র,દિગ્દર્શક ક્ષેત્ર
সরাসরি পণ্য,સીધું ઉત્પાદન
সরাসরি প্রমাণ,સીધો પુરાવો
সরাসরি সমানুপাত,સીધું પ્રમાણ
directrix,ડાયરેક્ટ્રીક્સ
সরাসরি যোগফল,સીધી રકમ
সংযোগ বিচ্ছিন্ন সেট,ડિસ્કનેક્ટ થયેલ સેટ
বিরতি,નિરંતરતા
ডেরিভেটিভের বিচ্ছিন্নতা,વ્યુત્પન્નતાની વિરામ
প্রথম ধরনের বিচ্ছিন্নতা,પ્રથમ પ્રકારની અવ્યવસ્થા
দ্বিতীয় ধরনের বিচ্ছিন্নতা,બીજા પ્રકારની અવ્યવસ્થા
অবিচ্ছিন্ন বিতরণ,અવ્યવસ્થિત વિતરણ
অবিচ্ছিন্ন ফাংশন,અવ્યવસ્થિત કાર્ય
অবিচ্ছিন্ন বৈচিত্র্য,અવ્યવસ્થિત વિવિધતા
বিযুক্ত,અલગ
বিচ্ছিন্ন বন্টন,સ્વતંત્ર વિતરણ
বিচ্ছিন্ন সম্ভাব্যতা বন্টন,સ્વતંત્ર સંભાવના વિતરણ
বিচ্ছিন্ন এলোমেলো পরিবর্তনশীল,અલગ રેન્ડમ ચલ
বিচ্ছিন্ন নমুনা স্থান,અલગ નમૂના જગ્યા
বিযুক্ত সেট,સ્વતંત્ર સમૂહ
পৃথক স্থান,અલગ જગ્યા
বিচ্ছিন্ন টপোলজি,સ્વતંત્ર ટોપોલોજી
বিযুক্ত বৈচিত্র,અલગ અલગ
বৈষম্যমূলক,ભેદભાવપૂર્ણ
বৈষম্যমূলক বিশ্লেষণ (=বৈষম্যমূলক বিশ্লেষণ),ભેદભાવપૂર્ણ વિશ્લેષણ (=ભેદભાવપૂર્ણ વિશ્લેષણ)
বিচ্ছিন্ন করা,વિચ્છેદ
বিচ্ছিন্ন ঘটনা,અસંબંધિત ઘટનાઓ
বিচ্ছিন্ন সেট,ડિસજોઇન્ટ સેટ
বিচ্ছিন্ন ইউনিয়ন,જોડાણ તોડી નાખવું
বিচ্ছিন্নতা,વિભાજન
বিচ্ছুরণ,વિક્ષેપ
বিচ্ছুরণ চার্ট,વિક્ષેપ ચાર્ટ
বিচ্ছুরণ ধ্রুবক,વિક્ષેપ સતત
বিচ্ছুরণ চিত্র,વિક્ષેપ રેખાકૃતિ
বিচ্ছুরণ ম্যাট্রিক্স (=কোভারিয়েন্স ম্যাট্রিক্স),વિક્ષેપ મેટ્રિક્સ (=કોવરિઅન્સ મેટ્રિક્સ)
উত্পাটন,વિસ્થાપન
প্রদর্শন,પ્રદર્શન
প্রদর্শন ইউনিট (= কনসোল),ડિસ્પ્લે યુનિટ (=કન્સોલ)
ভিন্ন,ભિન્ન
অপব্যয়কারী শক্তি,વિઘટનકારી દળો
দূরত্ব ফাংশন,અંતર કાર્ય
দূরত্ব মডুলাস,અંતર મોડ્યુલસ
বিতরণ-মুক্ত পদ্ধতি,વિતરણ-મુક્ત પદ્ધતિ
বন্টনমূলক আইন,વિતરણ કાયદો
বিচ্যুত,અલગ થવું
বিচ্যুতি,વિચલન
ভিন্নতা উপপাদ্য,વિચલન પ્રમેય
divergent,જુદીજુદી
ভিন্ন সিরিজ,અલગ શ્રેણી
বিভক্ত পার্থক্য,વિભાજિત તફાવત
বিভাজ্যতা,વિભાજ્યતા
বিভাজ্য,વિભાજ્ય
বিভাগ,વિભાગ
বিভাগ অ্যালগরিদম,વિભાજન અલ્ગોરિધમ
বিভাগ রিং,ડિવિઝન રિંગ
ডোডেকাগন,ડોડેકાગોન
dodecahedron,ડોડેકાહેડ્રોન
ডোমেইন,ડોમેન
একটি ফাংশনের ডোমেইন,ફંક્શનનું ડોમેન
সংজ্ঞার ডোমেইন,વ્યાખ્યાનું ક્ષેત્ર
অস্তিত্বের ডোমেইন,અસ્તિત્વનું ક્ષેત્ર
প্রভাবশালী কৌশল,પ્રભાવશાળી વ્યૂહરચના
ডপলার এফেক্ট,ડોપ્લર અસર
বিন্দু পণ্য,ડોટ ઉત્પાદન
বিন্দুযুক্ত বক্ররেখা,ડોટેડ વળાંક
ডবল পার্থক্য,ડબલ તફાવત
ডবল সূচকীয় বন্টন,ડબલ ઘાતાંકીય વિતરણ
ডবল হেলিক্স,ડબલ હેલિક્સ
ডবল অবিচ্ছেদ্য,ડબલ અભિન્ન
ডবল ইন্টিগ্রেশন,ડબલ એકીકરણ
দ্বিগুণ সীমা,ડબલ મર્યાદા
ডবল নমুনা পরিকল্পনা,ડબલ સેમ્પલિંગ પ્લાન
ডবল ক্রম,ડબલ ક્રમ
ডবল সিরিজ,ડબલ શ્રેણી
ডবল প্রত্যয় স্বরলিপি,ડબલ પ્રત્યય સંકેત
ডবল সমষ্টি,ડબલ સમીકરણ
নিম্নগামী ত্বরণ,નીચે તરફ પ્રવેગક
নিম্নগামী স্থানচ্যুতি,નીચે તરફનું વિસ્થાપન
নিম্নগামী গতি,નીચેની ગતિ
নিম্নগামী বেগ,નીચે તરફનો વેગ
টানুন,ખેંચો
ড্র্যাগ বল,ખેંચો બળ
দ্বৈত,દ્વિ
দ্বৈত ভিত্তি,બેવડા આધાર
দ্বৈত অভ্যন্তরীণ পণ্য,દ્વિ આંતરિક ઉત્પાદન
ডুয়েল লিনিয়ার প্রোগ্রামিং সমস্যা,ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા
দ্বৈত অপারেশন,ડ્યુઅલ ઓપરેશન
দ্বৈত সমস্যা,બેવડી સમસ્યા
ডুয়াল সিমপ্লেক্স অ্যালগরিদম,ડ્યુઅલ સિમ્પ્લેક્સ અલ્ગોરિધમ
ডুয়াল সিমপ্লেক্স কৌশল,ડ્યુઅલ સિમ્પ્લેક્સ તકનીક
দ্বৈত স্থান,બેવડી જગ્યા
দ্বৈত পরিবর্তনশীল,દ્વિ ચલ
দ্বৈত ভেক্টর স্থান,ડ્યુઅલ વેક્ટર જગ્યા
ডামি সূচক,બનાવટી અનુક્રમણિકા
ডামি সাবস্ক্রিপ্ট,ડમી સબસ્ક્રીપ્ટ
ডামি প্রত্যয়,બનાવટી પ્રત્યય
ডামি পরিবর্তনশীল,ડમી ચલ
সদৃশ প্রক্রিয়া,ડુપ્લિકેટર પ્રક્રિયા
গতিশীল,ગતિશીલ
গতিশীল সিস্টেম,ગતિશીલ સિસ્ટમ
গতিশীল চাহিদা ফাংশন,ગતિશીલ માંગ કાર્ય
গতিশীল মডেল,ગતિશીલ મોડેલ
গতিশীল প্রোগ্রামিং,ગતિશીલ પ્રોગ્રામિંગ
গতিশীল প্রোগ্রামিং পদ্ধতি,ગતિશીલ પ્રોગ્રામિંગ અભિગમ
গতিশীল প্রোগ্রামিং কৌশল,ગતિશીલ પ્રોગ્રામિંગ તકનીક
গতিবিদ্যা,ગતિશીલતા
একটি কণার গতিবিদ্যা,કણની ગતિશીલતા
অনমনীয় শরীরের গতিশীলতা,કઠોર શરીરની ગતિશીલતા
পৃথিবী,પૃથ્વી
ভূমিকম্পের তীব্রতা,ભૂકંપની તીવ્રતા
উদ্ভটতা,તરંગીતા
গ্রহন,ગ્રહણ
অর্থনৈতিক পূর্বাভাস,ઇકોનોમેટ્રિક આગાહી
অর্থনীতিবিদ,અર્થશાસ્ત્રી
অর্থনীতি,અર્થશાસ્ત્ર
অর্থনীতি,અર્થશાસ્ત્ર
প্রান্ত,ધાર
একটি উত্তল সেটের প্রান্ত,બહિર્મુખ સમૂહની ધાર
দক্ষতা ফ্যাক্টর,કાર્યક્ષમતા પરિબળ
eigen উপাদান,eigen તત્વ
eigen ফাংশন,eigen કાર્ય
eigen মান,eigen મૂલ્ય
eigen মান সমীকরণ,eigen મૂલ્ય સમીકરણ
eigen ভেক্টর,ઇજન વેક્ટર
ইলাস্টিক,સ્થિતિસ્થાપક
ইলাস্টিক ধ্রুবক,સ્થિતિસ્થાપક સ્થિર
ইলাস্টিক ভারসাম্য,સ્થિતિસ્થાપક સંતુલન
স্থিতিস্থাপকতা,સ્થિતિસ્થાપકતા
স্থিতিস্থাপকতা পৃষ্ঠ,સ્થિતિસ્થાપકતા સપાટી
ইলেকট্রনিক কম্পিউটার,ઇલેક્ટ્રોનિક કમ્પ્યુટર
উপাদান,તત્વ
প্রাথমিক কলাম অপারেশন,પ્રાથમિક કૉલમ કામગીરી
প্রাথমিক ঘটনা,પ્રાથમિક ઘટના
প্রাথমিক ফাংশন,પ્રાથમિક કાર્ય
প্রাথমিক অপারেশন,પ્રાથમિક કામગીરી
প্রাথমিক ফলাফল,પ્રાથમિક પરિણામ
প্রাথমিক সম্ভাব্যতা আইন,પ્રાથમિક સંભાવના કાયદો
প্রাথমিক সারি অপারেশন,પ્રાથમિક પંક્તિ કામગીરી
নিষ্কাশন করা,નાબૂદ
নির্মূল পদ্ধতি,નાબૂદી પ્રક્રિયા
উপবৃত্ত,લંબગોળ
উপবৃত্তাকার,લંબગોળ
উপবৃত্তাকার,લંબગોળ
উপবৃত্তাকার পৃষ্ঠ,લંબગોળ સપાટી
উপবৃত্তাকার শরীর,લંબગોળ શરીર
এমবেডিং,એમ્બેડિંગ
নিঃসরণ,ઉત્સર્જન
গবেষণামূলক তথ্য,પ્રયોગમૂલક ડેટા
গবেষণামূলক সূত্র,પ્રયોગમૂલક સૂત્ર
অভিজ্ঞতামূলক সম্ভাবনা,પ્રયોગમૂલક સંભાવના
অভিজ্ঞতামূলক সম্পর্ক,પ્રયોગમૂલક સંબંધ
ফাঁকা সেট,ખાલી સેટ
ঘিরা,બંધ
এনকোডিং,એન્કોડિંગ
এন্ডোমরফিজম,એન્ડોમોર્ફિઝમ
শেষপ্রান্ত,અંતિમ બિંદુ
ক্লাস ব্যবধানের শেষ বিন্দু,વર્ગ અંતરાલનો અંતિમ બિંદુ
শক্তি,ઊર્જા
শক্তি ভরবেগ উপাদান,ઊર્જા ગતિ ઘટક
পরিবর্তনশীল প্রবেশ করান,ચલ દાખલ કરી રહ્યા છીએ
গণনাযোগ্য সেট,અસંખ્ય સમૂહ
গণনা,ગણતરી
সমান,સમાન
সমতা,સમાનતા
সমান সম্ভাবনা,સમાન શક્યતા
সমান সম্ভাব্যতা নির্বাচন পদ্ধতি (=epsem),સમાન સંભાવના પસંદગી પદ્ધતિ (=epsem)
সমান করা,સમાન
সমীকরণ,સમીકરણ
প্রথম ডিগ্রির সমীকরণ,પ્રથમ ડિગ્રીનું સમીકરણ
দ্বিতীয় ডিগ্রির সমীকরণ,બીજી ડિગ્રીનું સમીકરણ
তৃতীয় ডিগ্রির সমীকরণ,ત્રીજી ડિગ્રીનું સમીકરણ
বিষুবরেখা,વિષુવવૃત્ત
সমপরিমাণ,સમાન
সমবাহু,સમભુજ
ভারসাম্য,સંતુલન
বাহিনীর ভারসাম্য,દળોનું સંતુલન
ভারসাম্য বিন্দু,સંતુલન બિંદુ
সমতা,સમાનતા
সমতা শ্রেণী,સમાનતા વર્ગ
সমতা সম্পর্ক,સમાનતા સંબંધ
সমতুল্য,સમકક્ષ
সমতুল্য ম্যাট্রিক্স,સમકક્ષ મેટ્રિક્સ
সমতুল্য সেট,સમકક્ષ સમૂહ
ergodicity,એર્ગોડિસિટી
ত্রুটি,ભૂલ
ত্রুটি বিশ্লেষণ,ભૂલ વિશ્લેષણ
ভুল সংকেত,ભૂલ કોડ
ত্রুটি সহগ,ભૂલ ગુણાંક
গড় বর্গক্ষেত্রের ত্রুটি,સરેરાશ ચોરસની ભૂલ
প্রথম ধরনের ত্রুটি,પ્રથમ પ્રકારની ભૂલ
দ্বিতীয় ধরনের ত্রুটি,બીજા પ્રકારની ભૂલ
পালানোর সম্ভাবনা,બચવાની સંભાવના
মুক্তিবেগ,એસ્કેપ વેગ
ই. শ্মিড্টের অর্থগোনালাইজেশন প্রক্রিয়া,ઇ. શ્મિટની ઓર્થોગોનાલાઈઝેશન પ્રક્રિયા
লিখিত বৃত্ত,લખાયેલ વર્તુળ
অপরিহার্য,આવશ્યક
মূলত অনন্য,અનિવાર્યપણે અનન્ય
অনুমান,અંદાજ
অনুমান পদ্ধতি,અંદાજ પદ્ધતિ
ইউক্লিডীয় স্থানাঙ্ক,યુક્લિડિયન સંકલન
ইউক্লিডীয় ডোমেইন,યુક્લિડિયન ડોમેન
ইউক্লিডীয় জ্যামিতি,યુક્લિડિયન ભૂમિતિ
ইউক্লিডীয় এন-স্পেস,યુક્લિડિયન એન-સ્પેસ
ইউক্লিডীয় সমতল,યુક્લિડિયન પ્લેન
অয়লারের উপপাদ্য,યુલરનું પ્રમેય
মূল্যায়ন,મૂલ્યાંકન
এমন কি,સમ
এমনকি বক্ররেখা,પણ વળાંક
এমনকি ফাংশন,સમ કાર્ય
এমনকি একাধিক,બહુવિધ પણ
জোড় সংখ্যা,બેકી સંખ્યા
জোড় বিজোড় প্রতিসাম্য,સમ વિષમ સમપ્રમાણતા
এমনকি স্থানান্তর,પણ ક્રમચય
ঘটনা,ઘટના
এমনকি মেয়াদ,સમ મુદત
সঠিক,ચોક્કસ
সঠিক চি-স্কয়ার পরীক্ষা,ચોક્કસ ચી-સ્ક્વેર ટેસ્ટ
সঠিক পার্থক্য,ચોક્કસ તફાવત
সঠিক সমীকরণ,ચોક્કસ સમીકરણ
উদাহরণ,ઉદાહરણ
বিনিময়,વિનિમય
সম্পূর্ণ ঘটনা,સંપૂર્ણ ઘટના
অস্তিত্ব স্বতঃসিদ্ধ,અસ્તિત્વ સ્વયંસિદ્ધ
অস্তিত্ব সম্ভাবনা (= একটি অগ্রাধিকার সম্ভাবনা),અસ્તિત્વની સંભાવના (= પ્રાથમિક સંભાવના)
অস্তিত্বের উপপাদ্য,અસ્તિત્વ પ્રમેય
বহিরাগত পরিবর্তনশীল,બાહ્ય ચલ
সম্প্রসারণ,વિસ્તરણ
প্রত্যাশা ফাংশন,અપેક્ષા કાર્ય
প্রত্যাশিত ফ্রিকোয়েন্সি,અપેક્ષિત આવર્તન
প্রত্যাশিত মান,અપેક્ષિત મૂલ્ય
পরীক্ষা,પ્રયોગ
পরীক্ষামূলক ত্রুটি,પ્રાયોગિક ભૂલ
ব্যাখ্যা,સમજૂતી
সুস্পষ্ট সমীকরণ,સ્પષ્ટ સમીકરણ
স্পষ্ট ফর্ম,સ્પષ્ટ સ્વરૂપ
সুস্পষ্ট ফাংশন,સ્પષ્ટ કાર્ય
সুস্পষ্ট সমাধান,સ્પષ્ટ ઉકેલ
সূচক,ઘાત
সূচকীয় বক্ররেখা,ઘાતાંકીય વળાંક
সূচকীয় ঘনত্ব ফাংশন,ઘાતાંકીય ઘનતા કાર્ય
সূচকীয় বিতরণ,ઘાતાંકીય વિતરણ
সূচকীয় সমীকরণ,ઘાતાંકીય સમીકરણ
ব্যাখ্যামূলক কাজ,ઘાતાંકીય કાર્ય
সূচক বৃদ্ধির,ઘાતાંકીય વૃદ્ધિ
সূচকীয় আইন,ઘાતાંકીય કાયદો
সূচকীয় মানচিত্র,ઘાતાંકીય નકશો
সূচকীয় সিরিজ,ઘાતાંકીય શ્રેણી
অভিব্যক্তি,અભિવ્યક્તિ
বর্ধিত ব্যবধান,વિસ્તૃત અંતરાલ
বর্ধিত বাস্তব লাইন,વિસ્તૃત વાસ્તવિક રેખા
বর্ধিত বাস্তব সংখ্যা সিস্টেম,વિસ્તૃત વાસ્તવિક સંખ્યા સિસ્ટમ
একটি ম্যাপিংয়ের এক্সটেনশন,મેપિંગનું વિસ્તરણ
বাহ্যিক কোণ,બાહ્ય કોણ
বাহ্যিক এলাকা,બાહ્ય વિસ્તાર
বাহ্যিক বিন্দু,બાહ્ય બિંદુ
বহিরাগত,બાહ્ય
প্রবণতা মান এক্সট্রাপোলেশন,વલણ મૂલ્યનું એક્સ્ટ્રાપોલેશન
এক্সট্রাপোলেশন কৌশল,એક્સ્ટ્રાપોલેશન તકનીક
চরম মান,આત્યંતિક મૂલ્ય
চরম,આત્યંતિક
চরম বিন্দু,આત્યંતિક બિંદુ
উত্তল সেটের চরম বিন্দু,બહિર્મુખ સમૂહનો આત્યંતિક બિંદુ
একটি ফাংশন এর extremum,કાર્યની સીમા
চরম সম্পত্তি,આત્યંતિક મિલકત
মুখ,ચહેરો
পরিচিতি,ફેસ વેલ્યુ
ফ্যাক্টর,પરિબળ
ফ্যাক্টর বিশ্লেষণ,પરિબળ વિશ્લેષણ
ফ্যাক্টরড,કારણભૂત
ফ্যাক্টরিয়াল,ફેક્ટોરિયલ
ফ্যাক্টরিয়াল ডিজাইন,ફેક્ટોરિયલ ડિઝાઇન
ফ্যাক্টরাইজেশন,ફેક્ટરીકરણ
ফ্যাক্টরিজ,ફેક્ટરાઇઝ
নিরপেক্ষ খেলা,વાજબી રમત
মিথ্যা,ખોટું
পরিবার,કુટુંબ
বৃত্তের পরিবার,વર્તુળોનું કુટુંબ
পারিবারিক বক্ররেখা,કુટુંબ વણાંકો
ফাংশন পরিবার,કાર્યોનું કુટુંબ
লাইনের পরিবার,રેખાઓનું કુટુંબ
প্রতিকৃতি,પ્રતિકૃતિ
F-বন্টন,F-વિતરણ
সম্ভাব্য মৌলিক সমাধান,શક્ય મૂળભૂત ઉકેલ
সম্ভাব্য সমাধান,શક્ય ઉકેલ
ফিড ব্যাক,પાછા ફીડ
ফার্মেট নীতি,ફર્મેટ સિદ્ધાંત
Fermat এর উপপাদ্য,ફર્મેટનું પ્રમેય
ফার্মি-ডিরাক পরিসংখ্যান,ફર્મી-ડીરાક આંકડા
ফিবোনাচি সংখ্যা,ફિબોનાકી નંબર
ফিবোনাচি সিরিজ,ફિબોનાકી શ્રેણી
ক্ষেত্র,ક્ષેત્ર
চূড়ান্ত বেগ,અંતિમ વેગ
সসীম,મર્યાદિત
সীমিত ভিত্তি,મર્યાદિત આધાર
সসীম দশমিক,મર્યાદિત દશાંશ
সীমিত পার্থক্য,મર્યાદિત તફાવત
সীমিত পার্থক্য পদ্ধতি,મર્યાદિત તફાવત પદ્ધતિ
সসীম মাত্রিক,મર્યાદિત પરિમાણીય
সসীম মাত্রিক ভেক্টর স্থান,મર્યાદિત પરિમાણીય વેક્ટર જગ્યા
সীমিত খেলা,મર્યાદિત રમત
সসীম জ্যামিতি,મર્યાદિત ભૂમિતિ
সসীম ছেদ,મર્યાદિત આંતરછેદ
সীমিত অনেক,મર્યાદિત ઘણા
সীমাবদ্ধ মার্কভ চেইন,મર્યાદિત માર્કોવ સાંકળ
সসীমতা প্রমাণ,મર્યાદિતતા પુરાવો
সসীম সংখ্যা,મર્યાદિત સંખ્યા
সীমিত জনসংখ্যা,મર્યાદિત વસ્તી
সীমিত সম্ভাবনা,મર્યાદિત સંભાવના
সসীম সিরিজ,મર્યાદિત શ્રેણી
সসীম সেট,મર્યાદિત સમૂહ
সীমিত বেগ,મર્યાદિત વેગ
সীমিত আয়তন,મર્યાદિત વોલ્યુમ
মানানসই,ફિટિંગ
বক্ররেখা ফিটিং,વળાંકનું ફિટિંગ
সরলরেখার ফিটিং,સીધી રેખાનું ફિટિંગ
স্থির বিন্দু উপপাদ্য,નિશ્ચિત બિંદુ પ્રમેય
স্থির নমুনা,નિશ્ચિત નમૂના
ফ্লাইটের বেগ,ફ્લાઇટ વેગ
ফ্লোটিং পয়েন্ট পাটিগণিত,ફ્લોટિંગ પોઈન્ટ અંકગણિત
ভাসমান পয়েন্ট সিস্টেম,ફ્લોટિંગ પોઈન્ટ સિસ્ટમ
ফ্লো চার্ট,ફ્લો ચાર્ટ
গতির প্রবাহ,પ્રવાહ વેગ
তরল গতিবিদ্যা,પ્રવાહી ગતિશીલતા
ফোকাল,ફોકલ
ফোকাল জ্যা,કેન્દ્રીય તાર
ফোকাল দূরত্ব,કેન્દ્રીય અંતર
ফোকাস দৈর্ঘ্য,ફોકલ લંબાઈ
ফোকাস,ફોકસ
পা,પગ
লম্বের পাদদেশ,લંબનો પગ
মাধ্যাকর্ষণ বল,ગુરુત્વાકર્ષણ બળ
পূর্বাভাস,આગાહી
সূত্র,સૂત્ર
প্রণয়ন,ઘડવું
গঠন,રચના
এগিয়ে পার্থক্য,આગળ તફાવત
ফরোয়ার্ড ইন্টারপোলেশন,ફોરવર્ડ ઇન્ટરપોલેશન
গণিতের ভিত্তি,ગણિતનો પાયો
ফুরিয়ারের বিশ্লেষণ,ફોરિયરનું વિશ્લેષણ
ফুরিয়ার সিরিজ,ફોરિયરની શ્રેણી
ফুরিয়ারের রূপান্তর,ફોરિયરનું પરિવર્તન
ভগ্নাংশ,અપૂર્ણાંક
ভগ্নাংশ সমন্বয়,અપૂર્ણાંક સંકલન
ভগ্নাংশ সংখ্যা,અપૂર્ણાંક સંખ્યા
ভগ্নাংশ প্রোগ্রামিং,અપૂર્ણાંક પ્રોગ્રામિંગ
মুক্ত পথ,મુક્ત માર્ગ
বিনামূল্যে ভেক্টর,મુક્ત વેક્ટર
ফ্রিকোয়েন্সি,આવર્તન
ফ্রিকোয়েন্সি কলাম,આવર્તન કૉલમ
ফ্রিকোয়েন্সি বক্ররেখা,આવર્તન વળાંક
কম্পাংক বন্টন,આવર્તન વિતરણ
ফ্রিকোয়েন্সি হিস্টোগ্রাম,આવર્તન હિસ્ટોગ્રામ
সংঘটনের ফ্রিকোয়েন্সি,ઘટનાની આવર્તન
ফ্রিকোয়েন্সি বহুভুজ,આવર્તન બહુકોણ
ফ্রিকোয়েন্সি টেবিল,આવર્તન કોષ્ટક
frustum,ફ્રસ્ટમ
একটি পিরামিড এর frustum,પિરામિડનું ફ્રસ્ટમ
একটি গোলকের frustum,વલયની નિરાશા
সম্পূর্ণ সম্প্রসারণ,સંપૂર્ણ વિસ્તરણ
ফাংশন,કાર્ય
কার্যকরী বিশ্লেষণ,કાર્યાત્મક વિશ્લેષણ
মৌলিক,મૂળભૂત
মৌলিক উপপাদ্য,મૂળભૂત પ્રમેય
বীজগণিতের মৌলিক উপপাদ্য,બીજગણિતનું મૂળભૂત પ્રમેય
ছায়াপথ,આકાશગંગા
গ্যালোইস ক্ষেত্র,ગેલોઈસ ક્ષેત્ર
গ্যালোস গ্রুপ,ગેલોઈસ જૂથ
জুয়াড়ির ধ্বংস,જુગારનો વિનાશ
খেলা এবং সরানো,રમત અને ખસેડો
সুযোগের খেলা,તકની રમત
পাশা খেলা,ડાઇસની રમત
গেম তত্ত্ব,રમતો સિદ્ધાંત
নিখুঁত প্রত্যাহার সঙ্গে গেম,સંપૂર્ણ યાદ સાથે રમતો
খেলার মান,રમત મૂલ્ય
গামা ফাংশন,ગામા કાર્ય
গাউস-আর্গ্যান্ড প্লেন,ગૌસ-આર્ગાન્ડ પ્લેન
গাউসিয়ান বক্ররেখা,ગૌસીયન વળાંક
গাউসিয়ান নির্মূল,ગૌસિયન નાબૂદી
গাউসিয়ান প্লেন,ગૌસિયન વિમાન
গাউস-জর্ডান হ্রাস,ગૌસ-જોર્ડન ઘટાડો
সাধারণ ক্ষেত্রে,સામાન્ય કેસ
সাধারণ অভিসারী উপপাদ্য,સામાન્ય કન્વર્જન્સ પ્રમેય
সাধারণ সমীকরণ,સામાન્ય સમીકરણ
