Telugu,Malayalam
రంగు స్థలం,കളർ സ്പേസ്
రంగు సబ్‌కారియర్,കളർ സബ്കറിയർ
రంగు ఉష్ణోగ్రత,വർണ്ണ താപനില
రంగు ప్రసారం,കളർ ട്രാൻസ്മിഷൻ
కలర్ ట్యూబ్,കളർ ട്യൂബ്
రంగు,നിറങ്ങൾ
రంగులేని,നിറമില്ലാത്ത
కలయిక,സമ്മിശണം
కాంబినర్,കോമ്പിനർ
కలయిక ప్రక్రియ,സംയോജനം സംയോജിപ്പിക്കുന്നു
దహన,ജ്വലിക്കുക
కమాండ్,ആജ്ഞാപിക്കുക
ప్రారంభం,തുടങ്ങുന്നതിനു
వాణిజ్య ప్రసారం,വാണിജ്യ പ്രക്ഷേപണം
వాణిజ్య టెలివిజన్,വാണിജ്യ ടെലിവിഷൻ
సాధారణ కలెక్టర్ సర్క్యూట్,സാധാരണ കളക്ടർ സർക്യൂട്ട്
కమ్యూనికేషన్,വാര്ത്താവിനിമയം
కమ్యూనికేషన్ ఉపగ్రహం,ആശയവിനിമയ ഉപഗ്രഹം
కమ్యూనిటీ రేడియో సెంటర్,കമ്മ്യൂണിറ്റി റേഡിയോ സെന്റർ
కమ్యూనిటీ రేడియో స్టేషన్,കമ്മ്യൂണിറ്റി റേഡിയോ സ്റ്റേഷൻ
కాంపాక్ట్ డిస్క్ (సిడి),കോംപാക്റ്റ് ഡിസ്ക് (സിഡി)
కాంపాక్ట్ డిస్క్ ప్లేయర్,കോംപാക്റ്റ് ഡിസ്ക് പ്ലെയർ
కంపాండర్,വേലക്കാരന്
కంపాండింగ్,സൃഷ്ടിച്ച്
అనుకూలత,അനുയോജ്യത
అనుకూలంగా,അനുഗുണമായ
కంపైలర్,കംപൈലർ
పరిపూరకరమైనది,പൂരകൻ
కాంప్లిమెంటరీ ట్రాన్సిస్టర్,പരസ്പര ബന്ധപ്പെടേണ്ട ട്രാൻസിസ്റ്റർ
సంక్లిష్ట తరంగం,സങ്കീർണ്ണമായ വേവ്
భాగం,ഘടകം
మిశ్రమ,സംയോജിത
మిశ్రమ సర్క్యూట్,സംയോജിത സർക്യൂട്ട്
మిశ్రమ డిజిటల్,സംയോജിത ഡിജിറ്റൽ
మిశ్రమ రేడియో ఫ్రీక్వెన్సీ సిగ్నల్,സംയോജിത റേഡിയോ ഫ്രീക്വൻസി സിഗ്നൽ
మిశ్రమ సిగ్నల్,സംയോജിത സിഗ്നൽ
మిశ్రమ వీడియో,സംയോജിത വീഡിയോ
మిశ్రమ వీడియో సిగ్నల్,സംയോജിത വീഡിയോ സിഗ്നൽ
కూర్పు,രചന
కంప్రెస్డ్ డేటా,കംപ്രസ്സുചെയ്ത ഡാറ്റ
కంప్రెస్డ్ డిజిటలైజ్డ్ వీడియో,കംപ്രസ്സുചെയ്ത ഡിജിറ്റൈസ് ചെയ്ത വീഡിയോ
కంప్రెస్డ్ వీడియో,കംപ്രസ്സുചെയ്ത വീഡിയോ
కుదింపు,കംപ്രഷൻ
కంప్రెషన్ ఆర్టిఫ్యాక్ట్,കംപ്രഷൻ ആർട്ടിഫാക്റ്റ്
కుదింపు ప్రమాదం,കംപ്രഷൻ അപകടം
కంప్రెషన్ టెక్నిక్,കംപ്രഷൻ രീതി
కంప్రెసర్,കംപ്രർ
కంప్యూట్,കണക്കുകൂട്ടുക
కంప్యూటర్,കന്വൂട്ടര്
కంప్యూటర్ ఆధారిత మల్టీమీడియా,കമ്പ്യൂട്ടർ ആസ്ഥാനമായുള്ള മൾട്ടിമീഡിയ
కంప్యూటర్ ప్రోగ్రామింగ్,കമ്പ്യൂട്ടർ പ്രോഗ്രാമിംഗ്
"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం",കമ്പ്യൂട്ടർ സാങ്കേതികവിദ്യ
పుటాకార లెన్స్,കോൺകീവ് ലെൻസ്
పుటాకార అద్దం,കോൺകീവ് മിറർ
దాచడం,ഒളിച്ചുഴ ലഭിക്കല്
సాంద్రీకృత,ഏകാഗ്രത
ఏకాగ్రత,ഏകാഗത
కేంద్రీకృత లెన్స్,ഏകാഗത ലെൻസ്
కండెన్సర్ మైక్రోఫోన్,കണ്ടൻസർ മൈക്രോഫോൺ
సమతుల్యత యొక్క పరిస్థితి,സന്തുലിതാവസ്ഥയുടെ അവസ്ഥ
ప్రసరణ,ആവർത്തനം
ప్రసరణ ప్రస్తుత,ചണംകരണം
వాహకత,ചാരന്വിറ്റി
కండక్టర్,മേല്നോട്ടക്കാരി
ఆకృతీకరణ,കോൺഫിഗറേഷൻ
కనెక్షన్,കൂട്ടുകെട്ട്
కనెక్టివిటీ,കണക്റ്റിവിറ്റി
కనెక్టర్,കണക്റ്റർ
స్థిరత్వం,സ്ഥിരത
స్థిరంగా,സ്ഥിരമായി
కన్సోల్,കൺസോൾ
స్థిరాంకం,സ്ഥിരമായ
స్థిరమైన వ్యాప్తి,സ്ഥിരമായ വ്യാപ്തി
మైక్రోఫోన్‌ను సంప్రదించండి,മൈക്രോഫോൺ ബന്ധപ്പെടുക
కంటైనర్ ఫార్మాట్,കണ്ടെയ്നർ ഫോർമാറ്റ്
కాలుష్యం,മലിനമാക്കല്
విషయము,സന്തുഷ്ടമായ
పరస్పర,തുടർച്ചനാൽ
కొనసాగింపు,തുടർച്ച
కొనసాగింపు బూత్,തുടർച്ച ബൂത്ത്
కొనసాగింపు నాబ్,തുടർച്ച നോബ്
నిరంతర,ഇടതടവില്ലാതെ
నిరంతర ఆర్క్,തുടർച്ചയായ ആർക്ക്
నిరంతర వేవ్,തുടർച്ചയായ തരംഗം
ఆకృతి రేఖ,കോണ്ടൂർ ലൈൻ
ఆకృతి ప్రణాళిక,കോണ്ടൂർ പ്ലാൻ
ఒప్పందం,ഉടന്വടി
సంకోచం,സങ്കോചനം
కాంట్రాస్ట్ రేషియో,ദൃശ്യതീവ്രത അനുപാതം
కంట్రోల్ సర్క్యూట్,നിയന്ത്രണ സർക്യൂട്ട്
కంట్రోల్ ఎలక్ట్రోడ్,ഇലക്ട്രോഡ് നിയന്ത്രിക്കുക
నియంత్రణ పరికరాలు,ഉപകരണങ്ങൾ നിയന്ത്രിക്കുക
కంట్రోల్ గ్రిడ్,നിയന്ത്രണ ഗ്രിഡ്
నియంత్రణ రేఖ,നിയന്ത്രണ രേഖ
నియంత్రణ ప్యానెల్,നിയന്ത്രണ പാനൽ
నియంత్రణ గది,നിയന്ത്രണ മുറി
నియంత్రణ పట్టిక,നിയന്ത്രണ പട്ടിക
కంట్రోల్ టవర్,നിയന്ത്രണ ഗോപുരം
నియంత్రిక,കണ്ട്രോളർ
కన్వర్జెన్స్,ഒത്തുപണി
కన్వర్జెంట్ లెన్స్,മൊത്തത്തിലുള്ള ലെൻസ്
కన్వర్టర్,കവർത്തനമാർഗ്ഗം
కుంభాకార లెన్స్,കൺവെക്സ് ലെൻസ്
కన్విల్యూషన్,സാരമക്ഷമമായ
కన్వల్యూషన్ కోడెడ్,പരിമിതി കോഡ് ചെയ്തു
కన్వల్యూషనల్ ఇంటర్‌లీవ్,പരിണാമപരമായ പരസ്പരബന്ധം
కన్వల్యూషనల్ ఇంటర్‌లీవింగ్,പരിണാമപരമായ സംക്രമണ
కుకీ,കുക്കി
కుకీయర్,കുക്കിതാവ്
కోప్రాసెసర్,കോപാസസ്സർ
త్రాడు,ചരട്
కరోనా,കൊറോണ
కరోనా ఉత్సర్గ,കൊറോണ ഡിസ്ചാർജ്
సహసంబంధం,പരസ്പരബന്ധം
కొసైన్ భాగం,കോസിൻ ഘടകം
కొసైన్ వేవ్,കോസിൻ തരംഗം
విశ్వ శబ్దం,കോസ്മിക് ശബ്ദം
కౌంటర్,കൗണ്ടര്
కౌంటర్ సవ్యదిశలో,എതിർ ഘടികാരദിശയിൽ
కప్లర్,കപ്ലർ
కలపడం,കപ്ലിംഗ്
కప్లింగ్ కండెన్సర్,കപ്ലിംഗ് കണ്ടൻസർ
కలపడం నెట్‌వర్క్,കപ്ലിംഗ് നെറ്റ്വർക്ക്
కలపడం నిరోధకత,Conpling പ്രതിരോധം
సమయోజనీయ బంధం,കോവാലന്റ് ബോണ്ട്
కవరేజ్,കവറേജ്
క్రాష్,തകര്ച്ച
క్రిటికల్ బ్యాండ్,ഗുരുതരമായ ബാൻഡ്
క్లిష్ట పరిస్థితి,ഗുരുതരമായ അവസ്ഥ
క్లిష్టమైన కలపడం,ഗുരുതരമായ കപ്ലിംഗ്
క్లిష్టమైన ఫ్రీక్వెన్సీ,ഗുരുതരമായ ആവൃത്തി
క్లిష్టమైన పరామితి,ഗുരുതരമായ പാരാമീറ്റർ
క్రోకోడైల్ క్లిప్,മുതല ക്ലിപ്പ്
క్రాస్ ఫేడింగ్,ക്രോസ് മങ്ങൽ
క్రాస్ మాడ్యులేషన్,ക്രോസ് മോഡുലേഷൻ
క్రాస్ టాక్,ക്രോസ് ടോക്ക്
క్రాస్ఫేడ్,ക്രോസ്ഫേഡ്
క్రిప్టోగ్రఫీ,ക്രിപ്റ്റോഗ്രഫി
క్రిస్టల్,സ്ഫടികം
క్రిస్టల్ ఫిల్టర్,ക്രിസ്റ്റൽ ഫിൽട്ടർ
క్యూ,ശീതം
క్యూ మార్కులు,ക്യൂ മാർക്ക്
క్యూయింగ్ పరికరం,ഉപകരണം ക്യൂപ്പിംഗ് ഉപകരണം
ప్రస్తుత కాలువ,നിലവിലെ ഡ്രെയിൻ
ప్రస్తుత మీటర్,നിലവിലെ മീറ്റർ
ప్రస్తుత ట్రాన్స్ఫార్మర్,നിലവിലെ ട്രാൻസ്ഫോർമർ
కర్సర్,കഴ്സർ
వక్రరేఖ,വളവ്
ఫ్రీక్వెన్సీని కత్తిరించండి,ആവൃത്തി മുറിക്കുക
కట్టర్,മുറിവ്
సైబర్ కేఫ్,സൈബർ കഫേ
సైబర్ భద్రతా,സൈബർ സുരക്ഷ
సైబర్ స్థలం,സൈബർ സ്ഥലം
చక్రం,ആവൃത്തി
చక్రీయ,ചാക്രിക
డి.సి. భాగం,D.C. ഘടകം
డి.సి. ప్లేట్ శక్తి,D.C. പ്ലേറ്റ് വൈദ്യുതി
డి.సి. పునరుద్ధరణ,D.C. പുനസ്ഥാപിക്കൽ
డంపర్ డయోడ్,ഡാംപ്പർ ഡയോഡ്
డంపింగ్,നനഞ്ഞ
చీకటి,ഇരുണ്ട
సమాచారం,ഡാറ്റ
డేటా ప్రసారం,ഡാറ്റ ബ്രോഡ്കാസ്റ്റിംഗ്
డేటా కుదింపు,ഡാറ്റ കംപ്രഷൻ
డేటా డ్రిల్లింగ్,ഡാറ്റ ഡ്രില്ലിംഗ്
డేటా గుప్తీకరణ,ഡാറ്റ എൻക്രിപ്ഷൻ
సమాచార దస్తా,ഡാറ്റ ഫയൽ
డేటా నిర్వహణ,ഡാറ്റ കൈകാര്യം ചെയ്യൽ
డేటా మైనింగ్,ഡാറ്റ ഖനനം
డేటా ప్రాసెసింగ్,ഡാറ്റ പ്രോസസ്സിംഗ്
డేటా ప్రాసెసర్,ഡാറ്റ പ്രോസസ്സ്
డేటా తగ్గించిన బిట్ సిస్టమ్,ഡാറ്റ കുറച്ച ബിറ്റ് സിസ്റ്റം
డేటా సేవ,ഡാറ്റ സേവനം
సమాచార పట్టిక,ഡാറ്റ ഷീറ്റ്
డేటా నిల్వ,ഡാറ്റ സംഭരണം
డేటా స్ట్రీమ్,ഡാറ്റ സ്ട്രീം
డేటా పరివర్తన,ഡാറ്റ പരിവർത്തനം
డేటా ప్రసారం,ഡാറ്റ ട്രാൻസ്മിഷൻ
డేటాబేస్,ഡാറ്റാബേസ്
డేటాకాస్టింగ్,അപകീർത്തികരമായ
డేటాగ్రామ్,ഡാറ്റാഗ്രാം
DB మీటర్,ഡിബി മീറ്റർ
చనిపోయిన గాలి,ചത്ത വായു
డెడ్ షార్ట్ సర్క్యూట్,ഡെഡ് ഷോർട്ട് സർക്യൂട്ട്
డెడ్ స్పాట్,ചത്ത സ്ഥലം
డెడ్లాక్,ഡെഡ്ലോക്ക്
డీబగ్ ప్రోగ్రామ్,ഡീബഗ് പ്രോഗ്രാം
డీబగ్గింగ్,ഡീബഗ്ഗിംഗ്
ధ్వని క్షయం,ശബ്ദത്തിന്റെ ക്ഷയം
డిసిబెల్,ഡെസിബെൽ (ഡിബി)
దశాంశం,ദശാംശ
దశాంశ కోడ్,ദശാംശ കോഡ്
దశాంశ అంకె,ദശാംശ അക്ക
డెసిఫరింగ్,അനുശാസിക്കുന്നു
డీకోడర్,അചഞ്ചര്
డీకోడింగ్,ഡീകോഡിംഗ്
డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్,ഡിജിറ്റൽ ട്രാൻസ്മിഷനിൽ ഡീകോഡ് ചെയ്യുന്നു
డికంప్రెషన్,വികൃതമായ
డికప్లింగ్,തളർത്തുക
డికప్లింగ్ సర్క్యూట్,സർക്യൂട്ട് ഉപേക്ഷിക്കുന്നു
డికప్లింగ్ నెట్‌వర్క్,നെറ്റ്വർക്ക് തീരുമാനിക്കുക
డిక్రిప్షన్,ഡീക്രിപ്ഷൻ
అంకితమైన పంక్తి,സമർപ്പിതരേഖ
డి-ఎంబెడింగ్,ഡി-എംബഡിംഗ്
డి-ఎంఫాసిస్,ഡി-is ന്നൽ
డిఫాల్ట్,കുറ്റം
నాణ్యతలో లోపం,ഗുണനിലവാരത്തിൽ തകരാറ്
లోపభూయిష్ట,കുറവുള്ള
లోపభూయిష్ట యూనిట్,വികലമായ യൂണിറ്റ്
నిర్వచనం,നിര്വചനം
విక్షేపం,വ്യതിചലനം
వైకల్యం,അവശമനം
డీఫ్రాగ్మెంటేషన్,വഞ്ചന
డి-గాస్సింగ్ కాయిల్,ഡി-ഗെയ്സിംഗ് കോയിൽ
డిగ్రీ,ഡിഗ്രി
డి-ఇంటర్‌లీవర్,ഡി-ഇന്റർലീവ്
ఆలస్యం లైన్,കാലതാമസം
సమయం ఆలస్యం,കാലതാമസം
ఫ్రేమ్ మెమరీ ఆలస్యం,ഫ്രെയിം മെമ്മറി വൈകി
ఆలస్యం స్కానింగ్,സ്കാനിംഗ് വൈകി
ఆలస్యం సమకాలీకరణ సిగ్నల్,സമന്വയ സിഗ്നൽ വൈകി
డెలివరీ,പസവം
బట్వాడా వ్యవస్థ,ഡെലിവറി സംവിധാനം
డెమోడ్యులేషన్,പൊളിക്കുക
డెమోడ్యులేటర్ కార్డ్,ഡിമോഡലേറ്റർ കാർഡ്
డెమల్టిప్లెక్సర్,ലംതിപ്റ്റൻ
ఫీల్డ్ యొక్క లోతు,ഫീൽഡിന്റെ ആഴം
అవరోహణ,അവരോഹണം
డిజైన్ స్పెసిఫికేషన్,ഡിസൈൻ സവിശേഷത
డెస్క్‌టాప్,ഡെസ്ക്ടോപ്പ്
డిటెక్టర్ అవుట్పుట్,ഡിറ്റക്ടർ .ട്ട്പുട്ട്
విచలనం,വതിചലനം
పరికరం,ഉപായം
పరికర డ్రైవర్,ഉപകരണ ഡ്രൈവർ
విశ్లేషణ,ഡയഗ്നോസ്റ്റിക്സ്
రేఖాచిత్రం,രേഖാലേഖം
డైలాగ్ ట్రాక్,ഡയലോഗ് ട്രാക്ക്
వ్యాసమైన మోడ్,വ്യാജ മോഡ്
డైమండ్ స్టైలస్,ഡയമണ്ട് സ്റ്റൈലസ്
ఉదరవితానం,ഡയഫ്രം
డయాఫ్రాగ్మాటిక్ అబ్జార్బర్,ഡയഫ്രാഗ്മാറ്റിക് ആഗിര്ബർ
డైకోటిక్ లిజనింగ్,ഡിക്കോട്ടിക് ലിസണിംഗ്
విద్యుద్వాహక,ഡീലക്റ്റിക്
విద్యుద్వాహక విచ్ఛిన్నం- డౌన్,ഡീലക്ട്രിക് ബ്രേക്ക്- താഴേക്ക്
విద్యుద్వాహక నష్టం,ഡീലക്ട്രിക് നഷ്ടം
తేడా ఫ్రీక్వెన్సీ,വ്യത്യാസ ആവൃത്തി
తేడా ఫ్రీక్వెన్సీ వక్రీకరణ (DFD),വ്യത്യാസ ആവൃത്തിയുടെ വികസനം (DFD)
తేడా టోన్,വ്യത്യാസ സ്വരം
అవకలన యాంప్లిఫైయర్,ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ
విక్షేపం,ഡിഫ്രാക്ഷൻ
డిఫ్యూజర్,ഡിഫ്യൂസർ
అంకె,അക്കം
డిజిటల్,ഡിജിറ്റൽ
డిజిటల్ ఆర్టిఫ్యాక్ట్,ഡിജിറ്റൽ ആർട്ടിഫാക്റ്റ്
డిజిటల్ ఆడియో,ഡിജിറ്റൽ ഓഡിയോ
డిజిటల్ ఆడియో ఫిల్టర్,ഡിജിറ്റൽ ഓഡിയോ ഫിൽട്ടർ
డిజిటల్ ఆడియో వర్క్ స్టేషన్,ഡിജിറ്റൽ ഓഡിയോ വർക്ക് സ്റ്റേഷൻ
డిజిటల్ కెమెరా,ഡിജിറ്റൽ ക്യാമറ
డిజిటల్ కంప్యూటర్,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
డిజిటల్ డేటా,ഡിജിറ്റൽ ഡാറ്റ
డిజిటల్ ఎడిటింగ్,ഡിജിറ്റൽ എഡിറ്റിംഗ്
డిజిటల్ ఎక్సైటర్,ഡിജിറ്റൽ എക്സൈറ്റർ
డిజిటల్ ఫిల్టర్,ഡിജിറ്റൽ ഫിൽട്ടർ
డిజిటల్ ఫ్రేమ్ సింక్రొనైజర్,ഡിജിറ്റൽ ഫ്രെയിം സമന്വയം
డిజిటల్ వారసత్వం,ഡിജിറ്റൽ പൈതൃകം
డిజిటల్ చిత్రం,ഡിജിറ്റൽ ഇമേജ്
డిజిటల్ లైబ్రరీ,ഡിജിറ്റൽ ലൈബ്രറി
డిజిటల్ మీటర్,ഡിജിറ്റൽ മീറ്റർ
డిజిటల్ మాడ్యులేషన్,ഡിജിറ്റൽ മോഡുലേഷൻ
డిజిటల్ మల్టీప్లెక్స్,ഡിജിറ്റൽ മൾട്ടിഫ്ക്സ്
డిజిటల్ నెట్‌వర్క్,ഡിജിറ്റൽ നെറ്റ്വർക്ക്
డిజిటల్ అవుట్పుట్,ഡിജിറ്റൽ .ട്ട്പുട്ട്
డిజిటల్ ప్లేబ్యాక్,ഡിജിറ്റൽ പ്ലേബാക്ക്
డిజిటల్ రేడియో మొండియాల్ (DRM),ഡിജിറ്റൽ റേഡിയോ മൊണ്ടാലിലേക്ക് (ഡിആർഎം)
డిజిటల్ రికార్డింగ్,ഡിജിറ്റൽ റെക്കോർഡിംഗ്
డిజిటల్ విప్లవం,ഡിജിറ്റൽ വിപ്ലവം
డిజిటల్ సిగ్నల్,ഡിജിറ്റൽ സിഗ്നൽ
డిజిటల్ సిగ్నల్ ప్రాసెసింగ్ (DSP),ഡിജിറ്റൽ സിഗ്നൽ പ്രോസസ്സിംഗ് (DSP)
డిజిటల్ సంతకం,ഡിജിറ്റൽ ഒപ്പ്
డిజిటల్ టెక్నాలజీ,ഡിജിറ്റൽ സാങ്കേതികവിദ്യ
డిజిటల్ టు అనలాగ్ కన్వర్టర్,അനലോഗ് കൺവെർട്ടറിലേക്കുള്ള ഡിജിറ്റൽ
డిజిటల్ వీడియో,ഡിജിറ്റൽ വീഡിയോ
డిజిటల్ వోల్టమీటర్,ഡിജിറ്റൽ വോൾട്ട്മീറ്റർ
డిజిటలైజేషన్,ഡിജിറ്റലൈസേഷൻ
డిజిటలైజేషన్,ഡിജിറ്റൈസേഷൻ
డిజిటలైజ్డ్ వీడియో,ഡിജിറ്റൈസ് ചെയ്ത വീഡിയോ
డిజిటైజర్,ഡിജിറ്റൈസർ
మసక,മങ്ങിന്
పరిమాణం,പരിമാണം
మసకబారిన,മയക്കുമരുന്ന്
డయోడ్,ഡയോഡ്
ముంచు,മുക്കുക
డిప్లెక్సర్,ഡി മെൽക്സർ
డైపోల్ యాంటెన్నా,ഡിപ്ലോൾ ആന്റിന
ప్రత్యక్ష ప్రసారం,നേരിട്ടുള്ള പ്രക്ഷേപണം
ప్రత్యక్ష కరెంట్,നേരിട്ടുള്ള കറന്റ് (ഡി സി)
ప్రత్యక్ష పికప్,നേരിട്ടുള്ള പിക്ക് അപ്പ്
ప్రత్యక్ష పఠన పరికరం,നേരിട്ടുള്ള വായന ഉപകരണം
ప్రత్యక్ష రికార్డింగ్,നേരിട്ടുള്ള റെക്കോർഡിംഗ്
డైరెక్షనల్ యాంటెన్నా,ദിശാസൂചന ആന്റിന
డైరెక్షనల్ కప్లర్,ദിശാസൂചന കപ്ലർ
డైరెక్షనల్ మైక్రోఫోన్,ദിശാസൂചന മൈക്രോഫോൺ
డైరెక్టివిటీ,നിര്ദേശം
డైరెక్టరీ,മേല്വിലാസപ്പട്ടിക
డిసేబుల్,പ്രവർത്തനരഹിതമാക്കുക
డిస్క్ యాంటెన్నా,ഡിസ്ക് ആന്റിന
డిస్క్ ఆధారిత నిల్వ,ഡിസ്ക് അടിസ്ഥാനമാക്കിയുള്ള സംഭരണം
వివిక్త,അപവാദം
డిస్క్,ചകം
డిస్క్ డ్రైవ్,ഡിസ്ക് ഡ്രൈവ്
డిస్క్ కోటా,ഡിസ്ക് ക്വാട്ട
డిస్కెట్,അകെച്ചെറ്റ്
తొలగుట,സ്ഥാനഭാവം
చెదరగొట్టడం,പതിക്കല്
స్థానభ్రంశం,സ്ഥാനമാറ്റാം
ప్రదర్శన,പദര്ശനം
ప్రదర్శన యూనిట్ (కన్సోల్),ഡിസ്പ്ലേ യൂണിറ്റ് (കൺസോൾ)
వెదజల్లడం,ഭിന്നിപ്പ്
వైరుధ్యం,വൈരാഗ്യം
పరిశుద్ధమైన నీరు,വാറ്റിയെടുത്ത വെള്ളം
వక్రీకరణ,വളച്ചൊടിക്കൽ
పంపిణీ,വിതരണ
పంపిణీ యాంప్లిఫైయర్,വിതരണം ആംപ്ലിഫയർ
విభజన,ഡിവിഷൻ
విభజన,ഭിചതീരം
పత్రం,രേഖ
డాల్బీ డిజిటల్,ഡോൾബി ഡിജിറ്റൽ
డొమైన్,ഡൊമെയ്ൻ
డొమైన్ కంట్రోలర్,ഡൊമെയ്ൻ കണ്ട്രോളർ
డాప్లర్ ప్రభావం,ഡോപ്ലർ ഇഫക്റ്റ്
ద్వారం),ഡബിൾ പോൾ (ഡിയോൾ)
డబుల్ పోల్ సింగిల్ త్రో స్విచ్,ഇരട്ട പോൾ സിംഗിൾ ത്രോ സ്വിച്ച്
డబుల్ సైడెడ్ డిస్క్,ഇരട്ട സൈഡ് ഡിസ്ക്
డబుల్,ഇരട്ട
డౌన్ రాబోయే వేవ్,താഴേക്ക് വരുന്ന തരംഗം
డౌన్ స్ట్రీమ్,താഴേക്ക് അരുവി
డౌన్‌లింక్,ഡൗൺലിങ്ക്
డౌన్‌లోడ్,ഡൗൺലോഡ്
డౌన్‌లోడ్,ഡൗൺലോഡുചെയ്യുന്നു
డ్రాయింగ్,ഡ്രോയിംഗ്
డ్రిల్లింగ్ బిట్,ഡ്രില്ലിംഗ് ബിറ്റ്
డ్రిల్లింగ్ మెషిన్,ഡ്രില്ലിംഗ് മെഷീൻ
డ్రైవ్,ഓടിക്കുക
డ్రమ్,ചെണ്ട
పొడి బల్బ్ ఉష్ణోగ్రత,ഡ്രൈ ബൾബ് താപനില
పొడి సెల్,വരണ്ട സെൽ
డ్రై టంకము,ഡ്രൈ സോൾഡർ
ద్వంద్వ ఛానల్ మోడ్,ഡ്യുവൽ ചാനൽ മോഡ്
డబ్బింగ్,ഡബ്ബിംഗ്
డడ్,ദുരുപയോഗം
డంప్,ഉപേക്ഷിക്കുക
డ్యూప్లెక్స్,ഡ്യുപ്ലെക്സ്
వ్యవధి,കാലയളവ്
దుమ్ము,പൊടി
డస్ట్ బగ్,പൊടി ബഗ്
డస్ట్ ప్రూఫ్,പൊടി തെളിവ്
డస్టర్,ദുണ്രന്മാര്
డైనమిక్,ചലനാത്മക
డైనమిక్ బిట్ కేటాయింపు,ഡൈനാമിക് ബിറ്റ് വിഹിതം
డైనమిక్ ఇంటర్మోడ్యులేషన్ వక్రీకరణ (DIM),ഡൈനാമിക് ഇന്റർമോഡുലേഷൻ വക്രീകരണം (മങ്ങിയത്)
డైనమిక్ పరిమాణీకరణ,ഡൈനാമിക് ക്വാണ്ടൈസേഷൻ
డైనమిక్ పరిధి,ഡൈനാമിക് റേഞ്ച്
డైనమిక్ పరిధి నియంత్రణ,ഡൈനാമിക് റേഞ്ച് നിയന്ത്രണം
డైనమో,ഡൈനാമോ
చెవి ఫోన్,ഇയർ ഫോൺ
భూమి,ഭൂമി
భూమి ఉబ్బెత్తు,എർത്ത് ബൾബ്
భూమి నిరోధకత,ഭൂമി ചെറുത്തുനിൽപ്പ്
ఎర్త్ రాడ్,എർത്ത് വടി
ఎర్త్ ఉపగ్రహం,എർത്ത് ഉപഗ്രഹം
ఎర్త్ స్టేషన్,ഭൂമി സ്റ്റേഷൻ
ఎర్త్ టెర్మినల్,എർത്ത് ടെർമിനൽ
ఎర్తింగ్,പൊയ്ക്കുന്നത്
ఎకో,പതിധനി
ఎకో చాంబర్,എക്കോ ചേംബർ
ఎడ్డీ కరెంట్,എഡ്ഡി കറന്റ്
ఎడ్డీ కరెంట్ నష్టం,എഡ്ഡി നിലവിലെ നഷ്ടം
ఎడ్జ్వైస్ మీటర్,എഗ്രിവൈസ് മീറ്റർ
ఎడిటింగ్,എഡിറ്റിംഗ്
ప్రభావవంతమైన యాంటెన్నా ఎత్తు,ഫലപ്രദമായ ആന്റിന ഉയരം
ప్రభావవంతమైన యాంటెన్నా పొడవు,ഫലപ്രദമായ ആന്റിന നീളം
ప్రభావవంతమైన వోల్టేజ్,ഫലപ്രദമായ വോൾട്ടേജ്
సామర్థ్యం,കാര്യക്ഷമത
స్థితిస్థాపకత,ഇലാസ്തികത
విద్యుత్ ఉత్సర్గ,വൈദ്യുത ഡിസ്ചാർജ്
ఎలక్ట్రిక్ ఫీల్డ్,വൈദ്യുത മണ്ഡലം
ఎలక్ట్రిక్ ఫ్లాష్,ഇലക്ട്രിക് ഫ്ലാഷ്
విద్యుత్ హీటర్,വൈദ്യുത ഹീറ്റർ
ఎలక్ట్రిక్ మీటర్,വൈദ്യുത മീറ്റർ
విద్యుత్ మోటారు,വൈദ്യുത മോട്ടോർ
విద్యుదాఘాతం,വൈദ്യുതാഘാതം
ఎలక్ట్రిక్ స్పార్క్,വൈദ്യുത തീപ്പൊരി
విద్యుత్ ఉపకరణం,വൈദ്യുത ഉപകരണം
విద్యుత్ శబ్దం,വൈദ്യുത ശബ്ദം
విద్యుత్ తుఫాను,വൈദ്യുത കൊടുങ്കാറ്റ്
విద్యుత్తుతో పనిచేసే సంగీత పరికరం,വൈദ്യുത പ്രവർത്തിപ്പിക്കുന്ന സംഗീതോപകരണം
విద్యుత్,വൈദ്യുതി
విద్యుత్ సరఫరా,വൈദ്യുതി വിതരണം
ఎలెక్ట్రోడైనమిక్,ഇലക്ട്രോഡൈനാമിക്
ఎలక్ట్రోలైటిక్ కెపాసిటర్,ഇലക്ട്രോലൈറ്റിക് കപ്പാസിറ്റർ
విద్యుదయస్కాంత,വൈദ്യുതകാഗ്നെറ്റിക്
విద్యుదయస్కాంత భంగం,വൈദ്യുതകാന്തിക അസ്വസ്ഥത
విద్యుదయస్కాంత ఇంటర్‌ఫెరెన్స్,വൈദ്യുതകാന്തിക ഇടപെടൽ
విద్యుదయస్కాంత వర్ణపటం,ഇലക്ട്രോമാഗ്നറ്റിക് സ്പെക്ട്രം
విద్యుదయస్కాంత తరంగం,ഇലക്ട്രോമാഗ്നെറ്റിക് തരംഗം
