Odiya,Punjabi
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଘଣ୍ଟି |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਘੰਟੀ
"ଇଲେକ୍ଟ୍ରୋନିକ୍ ସର୍କିଟ୍, ଇଲେକ୍ଟ୍ରୋନିକ୍ ସର୍କିଟ୍ |","ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਰਕਟ, ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਰਕਟ"
ଇଲେକ୍ଟ୍ରୋନିକ୍ କନଭର୍ଟର |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਪਰਿਵਰਤਕ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଉପାଦାନ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪੋਨੈਂਟ
"ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର, ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର |","ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਰ, ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਰ"
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଗଣନା ପଦ୍ଧତି |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਿੰਗ ਵਿਧੀ
ଇଲେକ୍ଟ୍ରୋନିକ୍ କଣ୍ଡକ୍ଟିଭିଟି |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਚਾਲਕਤਾ
ବ electronic ଦ୍ୟୁତିକ ସଂରଚନା,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸੰਰਚਨਾ
ବ electronic ଦ୍ୟୁତିକ ଗଣନା,ਇਲੈਕਟ੍ਰਾਨਿਕ ਗਿਣਤੀ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଷ୍ଟ୍ରିମ୍ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਟਰੀਮ
"ଇଲେକ୍ଟ୍ରୋନିକ୍ ଠକେଇ, ଇଲେକ୍ଟ୍ରୋନିକ୍ ପଳାୟନ |","ਇਲੈਕਟ੍ਰਾਨਿਕ ਧੋਖਾਧੜੀ, ਇਲੈਕਟ੍ਰਾਨਿਕ ਚੋਰੀ"
"ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡିଟେକ୍ଟର, ଇଲେକ୍ଟ୍ରୋନିକ୍ ପରିଚୟ |","ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਿਟੈਕਟਰ, ਇਲੈਕਟ੍ਰਾਨਿਕ ਪਛਾਣ"
ଇଲେକ୍ଟ୍ରୋନିକ୍ କାକର ବିନ୍ଦୁ ଅଭିଲେଖାଗାର |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਤ੍ਰੇਲ ਬਿੰਦੂ ਆਰਕਾਈਵਰ
ବ electronic ଦ୍ୟୁତିକ ଦକ୍ଷତା,ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੁਸ਼ਲਤਾ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଇଜେନ୍ ଫଙ୍କସନ୍ |,ਇਲੈਕਟ੍ਰਾਨਿਕ eigen ਫੰਕਸ਼ਨ
ବ electronic ଦ୍ୟୁତିକ ଶକ୍ତି,ਇਲੈਕਟ੍ਰਾਨਿਕ ਊਰਜਾ
ବ electronic ଦ୍ୟୁତିକ ଶକ୍ତି ଚଟାଣ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਊਰਜਾ ਮੰਜ਼ਿਲ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ସନ୍ତୁଳନ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸੰਤੁਲਨ
"ଇଲେକ୍ଟ୍ରୋନିକ୍ ରିଫ୍ରାକ୍ସନ୍ ଫୋଟୋମିଟର, ଇଲେକ୍ଟ୍ରୋନିକ୍ ରିଫ୍ରାକ୍ସନ୍ ଫୋଟୋମିଟର |","ਇਲੈਕਟ੍ਰਾਨਿਕ ਰਿਫ੍ਰੈਕਸ਼ਨ ਫੋਟੋਮੀਟਰ, ਇਲੈਕਟ੍ਰਾਨਿਕ ਰਿਫ੍ਰੈਕਸ਼ਨ ਫੋਟੋਮੀਟਰ"
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଇକ୍ୱାଲାଇଜର୍ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਬਰਾਬਰੀ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଇଗ୍ନିସନ୍ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਇਗਨੀਸ਼ਨ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଇଞ୍ଜେକ୍ଟର |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਇੰਜੈਕਟਰ
ବ electronic ଦ୍ୟୁତିକ ଯନ୍ତ୍ର,ਇਲੈਕਟ੍ਰਾਨਿਕ ਯੰਤਰ
ବ electronic ଦ୍ୟୁତିକ ବୁଦ୍ଧି ଜ୍ଞାନ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਖੁਫੀਆ ਗਿਆਨ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଆଇସୋଟୋପିକ୍ ପ୍ରଭାବ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਆਈਸੋਟੋਪਿਕ ਪ੍ਰਭਾਵ
ଇଲେକ୍ଟ୍ରୋନିକ୍ କିଙ୍ଗ୍ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੀਇੰਗ
ବ electronic ଦ୍ୟୁତିକ ବିମାନ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਜਹਾਜ਼
ବ electronic ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ମୁହୂର୍ତ୍ତ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਚੁੰਬਕੀ ਪਲ
ବ electronic ଦ୍ୟୁତିକ ବୃଦ୍ଧି,ਇਲੈਕਟ੍ਰਾਨਿਕ ਵਿਸਤਾਰ
ଇଲେକ୍ଟ୍ରୋନିକ୍ କଭର |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਕਵਰ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଗାଫୋନ୍ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੈਗਾਫੋਨ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ମାଇକ୍ରୋଫୋନ୍ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਮਾਈਕ੍ਰੋਫੋਨ
ଇଲେକ୍ଟ୍ରନ୍ ଗତିଶୀଳତା |,ਇਲੈਕਟ੍ਰੋਨ ਗਤੀਸ਼ੀਲਤਾ
ବ electronic ଦ୍ୟୁତିକ ଗତି,ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੋਸ਼ਨ
ବ electronic ଦ୍ୟୁତିକ ବହୁଳତା |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਬਹੁਲਤਾ
ବ electronic ଦ୍ୟୁତିକ ସଙ୍ଗୀତ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸੰਗੀਤ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ମ୍ୟୁଜିକ୍ ସିନ୍ଥେସିସ୍ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸੰਗੀਤ ਸੰਸਲੇਸ਼ਣ
ଇଲେକ୍ଟ୍ରୋନିକ୍ କକ୍ଷପଥ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਔਰਬਿਟਲ
"ଇଲେକ୍ଟ୍ରୋନିକ୍ ପାରାମାଗ୍ନିଜିମ୍, ଇଲେକ୍ଟ୍ରୋନିକ୍ ପାରାମାଗ୍ନେଟିଜିମ୍ |","ਇਲੈਕਟ੍ਰਾਨਿਕ paramagnetism, ਇਲੈਕਟ੍ਰਾਨਿਕ paramagnetism"
ବ electronic ଦ୍ୟୁତିକ ବିଭାଜନ କାର୍ଯ୍ୟ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਿਵੀਜ਼ਨ ਫੰਕਸ਼ਨ
ବ electronic ଦ୍ୟୁତିକ କାର୍ଯ୍ୟ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਕਾਰਵਾਈ
ଇଲେକ୍ଟ୍ରନ୍ ପୋଲାରିଟି |,ਇਲੈਕਟ੍ਰੋਨ ਪੋਲਰਿਟੀ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ପୋଟେଣ୍ଟିଓମିଟର |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਪੋਟੈਂਸ਼ੀਓਮੀਟਰ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଗରମ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰੀਹੀਟਿੰਗ
ବ electronic ଦ୍ୟୁତିକ ଚାପ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਦਬਾਅ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ପ୍ରୋଫାଇଲର୍ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰੋਫਾਈਲਰ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ରାଡାର ଇକ୍ୱାଲାଇଜର୍ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਰਾਡਾਰ ਬਰਾਬਰੀ
ବ electronic ଦ୍ୟୁତିକ ପରିସର,ਇਲੈਕਟ੍ਰਾਨਿਕ ਘੇਰੇ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ରିଲେ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਰੀਲੇਅ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଅନୁକରଣ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਿਮੂਲੇਸ਼ਨ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ସ୍କାନିଂ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਕੈਨਿੰਗ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ସେଲ୍ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸੈੱਲ
"ଇଲେକ୍ଟ୍ରୋନିକ୍ ବର୍ଷା, ଇଲେକ୍ଟ୍ରୋନିକ୍ ସାୱାର |","ਇਲੈਕਟ੍ਰਾਨਿਕ ਵਰਖਾ, ਇਲੈਕਟ੍ਰਾਨਿਕ ਸ਼ਾਵਰ"
ଇଲେକ୍ଟ୍ରୋନିକ୍ ସ୍ପେକ୍ଟ୍ରମ୍ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਪੈਕਟ੍ਰਮ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ସ୍ପିନ୍ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਪਿਨ
ବ electronic ଦ୍ୟୁତିକ ସ୍ଥିତି,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਥਿਤੀ
ଇଲେକ୍ଟ୍ରୋନେଗେଟିଭିଟି |,ਇਲੈਕਟ੍ਰੋਨੇਗੇਟਿਵਿਟੀ
ବ electronic ଦ୍ୟୁତିକ ପରମାଣୁ ଗଠନ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਪਰਮਾਣੂ ਬਣਤਰ
ବ electronic ଦ୍ୟୁତିକ ପୃଷ୍ଠ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਤਹ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿੱਚ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଉତ୍ତାପ ରେକର୍ଡର୍ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਗਰਮੀ ਰਿਕਾਰਡਰ
ଇଲେକ୍ଟ୍ରନ୍ ସିଦ୍ଧାନ୍ତ |,ਇਲੈਕਟ੍ਰੋਨ ਥਿਊਰੀ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଘଣ୍ଟା |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਘੜੀ
ବ electronic ଦ୍ୟୁତିକ ପରିବର୍ତ୍ତନ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਤਬਦੀਲੀ
ବ electronic ଦ୍ୟୁତିକ ପରିବର୍ତ୍ତନ ମୁହୂର୍ତ୍ତ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਤਬਦੀਲੀ ਪਲ
ବ electronic ଦ୍ୟୁତିକ ପରିବର୍ତ୍ତନ ସମ୍ଭାବନା |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਤਬਦੀਲੀ ਦੀ ਸੰਭਾਵਨਾ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଟ୍ୟୁନିଂ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਟਿਊਨਿੰਗ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଟ୍ୟୁନିଂ ପରିସର |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਟਿਊਨਿੰਗ ਸੀਮਾ ਹੈ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଟ୍ୟୁନିଂ ସମ୍ବେଦନଶୀଳତା |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਟਿਊਨਿੰਗ ਸੰਵੇਦਨਸ਼ੀਲਤਾ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଭ୍ୟୁଫାଇଣ୍ଡର୍ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਵਿਊਫਾਈਂਡਰ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ତରଙ୍ଗ କାର୍ଯ୍ୟ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਵੇਵ ਫੰਕਸ਼ਨ
ଇଲେକ୍ଟ୍ରୋନିକ୍ କାର୍ଯ୍ୟ କାର୍ଯ୍ୟ,ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਮ ਫੰਕਸ਼ਨ
ଇଲେକ୍ଟ୍ରୋନିକ୍ ନିୟନ୍ତ୍ରିତ କରେଣ୍ଟ |,ਇਲੈਕਟ੍ਰਾਨਿਕ ਤੌਰ &#39;ਤੇ ਨਿਯੰਤਰਿਤ ਮੌਜੂਦਾ
ଇଲେକ୍ଟ୍ରୋଲାଇସିସ୍ ପ୍ରକ୍ରିୟା |,ਇਲੈਕਟ੍ਰੋਲਾਈਸਿਸ ਪ੍ਰਕਿਰਿਆ
ଇଲେକ୍ଟ୍ରୋନିକ୍ସ,ਇਲੈਕਟ੍ਰਾਨਿਕਸ
ଇଲେକ୍ଟ୍ରୋଗ୍ରାଫିକ୍ ଟ୍ୟୁବ୍ |,ਇਲੈਕਟ੍ਰੋਗ੍ਰਾਫਿਕ ਟਿਊਬ
ଇଲେକ୍ଟ୍ରନ୍ ଡ୍ରାଫ୍ଟିଙ୍ଗ୍ |,ਇਲੈਕਟ੍ਰੋਨ ਡਰਾਫਟਿੰਗ
ଇଲେକ୍ଟ୍ରୋଫୋନିକ୍ ପ୍ରଭାବ ଇଲେକ୍ଟ୍ରୋ-ଅଡିଟୋରୀ ଇଫେକ୍ଟ |,ਇਲੈਕਟ੍ਰੋਫੋਨਿਕ ਪ੍ਰਭਾਵ ਇਲੈਕਟ੍ਰੋ-ਆਡੀਟਰੀ ਪ੍ਰਭਾਵ
ଇଲେକ୍ଟ୍ରୋଫୋରେସିସ୍ |,ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ
ଇଲେକ୍ଟ୍ରୋଫୋରସ୍,ਇਲੈਕਟ੍ਰੋਫੋਰਸ
ଇଲେକ୍ଟ୍ରୋଫୋଟୋଗ୍ରାଫି |,ਇਲੈਕਟ੍ਰੋਫੋਟੋਗ੍ਰਾਫੀ
ଟଙ୍କା ବ electric ଦ୍ୟୁତିକ,ਪੈਸੇ ਦਾ ਇਲੈਕਟ੍ਰੀਸ਼ੀਅਨ
ଇଲେକ୍ଟ୍ରୋକେମିକାଲ୍ ଚରିତ୍ରକରଣ |,ਇਲੈਕਟ੍ਰੋਕੈਮੀਕਲ ਵਿਸ਼ੇਸ਼ਤਾ
ସକରାତ୍ମକ ଶକ୍ତି ଉପାଦାନ |,ਸਕਾਰਾਤਮਕ ਊਰਜਾ ਤੱਤ
ଅର୍ଥ ଶକ୍ତି ଭିତ୍ତିକ |,ਪੈਸੇ ਦੀ ਸ਼ਕਤੀ ਅਧਾਰਿਤ
ବ electric ଦୁତିକ ସମ୍ଭାବ୍ୟ ପରିସର |,ਇਲੈਕਟ੍ਰਿਕ ਸੰਭਾਵੀ ਸੀਮਾ
ଇଲେକ୍ଟ୍ରୋପ୍ରିଣ୍ଟିଂ,ਇਲੈਕਟ੍ਰੋਪ੍ਰਿੰਟਿੰਗ
ଇଲେକ୍ଟ୍ରୋସ୍କୋପ୍ |,ਇਲੈਕਟ੍ਰੋਸਕੋਪ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଆକର୍ଷଣ |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਖਿੱਚ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ବନ୍ଧ |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਬਾਂਡ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ବଣ୍ଡ୍ ଶକ୍ତି |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਬਾਂਡ ਦੀ ਤਾਕਤ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଚାର୍ଜ |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਚਾਰਜ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଯୋଡି |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਜੋੜੀ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଡିଫ୍ଲେକ୍ସନ୍ |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਡਿਫੈਕਸ਼ਨ
ସ୍ଥିର ବ electric ଦୁତିକ ଶକ୍ତି |,ਸਥਿਰ ਬਿਜਲੀ ਊਰਜਾ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ସମୀକରଣ |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਸਮੀਕਰਨ
ଷ୍ଟାଟିକ୍ ଇଲେକ୍ଟ୍ରିକ୍ ଫିଲ୍ଡ |,ਸਥਿਰ ਬਿਜਲੀ ਖੇਤਰ
ଷ୍ଟାଟିକ୍ ଇଲେକ୍ଟ୍ରିକ୍ ଫିଲ୍ଡ ଇଫେକ୍ଟ |,ਸਥਿਰ ਬਿਜਲੀ ਖੇਤਰ ਪ੍ਰਭਾਵ
ସ୍ଥିର ବ electric ଦ୍ୟୁତିକ କ୍ଷେତ୍ରର ତୀବ୍ରତା |,ਸਥਿਰ ਬਿਜਲੀ ਖੇਤਰ ਤੀਬਰਤਾ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଶକ୍ତି |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਫੋਰਸ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ସୂତ୍ର |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਫਾਰਮੂਲਾ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଜେନେରେଟର,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਜਨਰੇਟਰ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ପ୍ରତିଫଳନ |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਪ੍ਰਤੀਬਿੰਬ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଇଣ୍ଡେକ୍ସନ୍ |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਇੰਡਕਸ਼ਨ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଇନଡକ୍ସନ୍ କୋଏଫିସିଏଣ୍ଟ୍ |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਇੰਡਕਸ਼ਨ ਗੁਣਾਂਕ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ନିୟମ |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਕਾਨੂੰਨ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଲେନ୍ସ |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਲੈਂਸ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ମେମୋରୀ ସିଷ୍ଟମ୍ |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਮੈਮੋਰੀ ਸਿਸਟਮ
କ୍ୟାପେସିଟର ମାଇକ୍ରୋଫୋନ୍ |,capacitor ਮਾਈਕ੍ਰੋਫੋਨ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ମାଇକ୍ରୋସ୍କୋପ୍ |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਮਾਈਕ੍ਰੋਸਕੋਪ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ପ୍ରତ୍ୟାହାର |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਪ੍ਰਤੀਕ੍ਰਿਆ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ପରଦା |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਪਰਦਾ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ସଂରକ୍ଷଣକାରୀ |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਬਚਾਅ ਕਰਨ ਵਾਲਾ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ୟୁନିଟ୍ |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਯੂਨਿਟ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଭୋଲଟେଜ୍ ଗେଜ୍ |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਵੋਲਟੇਜ ਗੇਜ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ୱାଟମିଟର |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਵਾਟਮੀਟਰ
ସ୍ଥିର ବିଦ୍ୟୁତ୍ |,ਸਥਿਰ ਬਿਜਲੀ
ଡ୍ରାଇଭର ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ସ |,ਡਰਾਈਵਰ ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕਸ
ଡାଇଲେକ୍ଟ୍ରିକ୍ସର ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ସ |,ਡਾਇਲੈਕਟ੍ਰਿਕਸ ਦੇ ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕਸ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ରେକର୍ଡିଂ |,ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਰਿਕਾਰਡਿੰਗ
ବ electrical ଦୁତିକ ବିକୃତି,ਬਿਜਲੀ ਵਿਕਾਰ
ଇଲେକ୍ଟ୍ରୋଥର୍ମାଲ୍ ମେସିନ୍ |,ਇਲੈਕਟ੍ਰੋਥਰਮਲ ਮਸ਼ੀਨ
ଇଲେକ୍ଟ୍ରୋ-ଥର୍ମାଲ୍ ପ୍ରକ୍ରିୟା |,ਇਲੈਕਟ੍ਰੋ-ਥਰਮਲ ਪ੍ਰਕਿਰਿਆ
ଇଲେକ୍ଟ୍ରୋଥର୍ମାଲ୍ ପ୍ରବୃତ୍ତି |,ਇਲੈਕਟ੍ਰੋਥਰਮਲ ਪ੍ਰੋਪਲਸ਼ਨ
ଇଲେକ୍ଟ୍ରୋଥର୍ମାଲ୍ ପ୍ରକ୍ରିୟା |,ਇਲੈਕਟ੍ਰੋਥਰਮਲ ਪ੍ਰਕਿਰਿਆ
"ଇଲେକ୍ଟ୍ରୋପ୍ରିଣ୍ଟିଂ, ଇଲେକ୍ଟ୍ରୋପ୍ରିଣ୍ଟିଂ |","ਇਲੈਕਟ੍ਰੋਪ੍ਰਿੰਟਿੰਗ, ਇਲੈਕਟ੍ਰੋਪ੍ਰਿੰਟਿੰਗ"
ବ electrical ଦୁତିକ ସଂଯୋଗ,ਬਿਜਲੀ ਕੁਨੈਕਟੀਵਿਟੀ
ବ electrical ଦୁତିକ ସଂଯୋଜକ |,ਬਿਜਲੀ ਕੁਨੈਕਟਰ
ଇଲେକ୍ଟ୍ରୋଭାଲାଣ୍ଟ ବଣ୍ଡ |,ਇਲੈਕਟ੍ਰੋਵੈਲੈਂਟ ਬਾਂਡ
ଇଲେକ୍ଟ୍ରୋନେଗେଟିଭ୍ ବଣ୍ଡ୍ |,ਇਲੈਕਟ੍ਰੋਨੇਗੇਟਿਵ ਬਾਂਡ
ଇଲେକ୍ଟ୍ରୋଭାଲାଣ୍ଟ ବଣ୍ଡ |,ਇਲੈਕਟ੍ਰੋਵੈਲੈਂਟ ਬਾਂਡ
ବ r ଦୁତିକ ଭାବରେ ସଂଯୁକ୍ତ |,ਬਿਜਲੀ ਨਾਲ ਜੁੜਿਆ
"ଇଲେକ୍ଟ୍ରୋ ଭିସକସ୍ ଇଫେକ୍ଟ, ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଇଫେକ୍ଟ |","ਇਲੈਕਟ੍ਰੋ ਲੇਸਦਾਰ ਪ੍ਰਭਾਵ, ਇਲੈਕਟ੍ਰੋਸਟੈਟਿਕ ਪ੍ਰਭਾਵ"
"ଉପାଦାନ, ଉପାଦାନ, ଉପାଦାନ |","ਤੱਤ, ਤੱਤ, ਤੱਤ"
"ପ୍ରାଥମିକ, ପ୍ରାଥମିକ, ତତ୍ତ୍ୱ","ਪ੍ਰਾਇਮਰੀ, ਐਲੀਮੈਂਟਰੀ, ਐਲੀਮੈਂਟਲ"
ଆରେ ଆଣ୍ଟେନା |,ਐਰੇ ਐਂਟੀਨਾ
ମୂଳ ଚାର୍ଜ |,ਅਸਲੀ ਚਾਰਜ
ମୂଳ ଚୁମ୍ବକ,ਅਸਲੀ ਚੁੰਬਕ
ମ fundamental ଳିକ ପଦାର୍ଥ ବିଜ୍ଞାନ |,ਬੁਨਿਆਦੀ ਭੌਤਿਕ ਵਿਗਿਆਨ
ସୂକ୍ଷ୍ମ ସାପ,ਸੂਖਮ ਸੱਪ
ସମୃଦ୍ଧ ଉପାଦାନ |,ਸਮਰੂਪਤਾ ਤੱਤ
ଉନ୍ନତ ଆଣ୍ଟେନା |,ਤਕਨੀਕੀ antenna
"ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା, ଉଚ୍ଚତା |","ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ, ਉਚਾਈ"
ଉଚ୍ଚତା ବିଚ୍ୟୁତ ସୂଚକ |,ਉਚਾਈ ਭਟਕਣਾ ਸੂਚਕ
ଉଚ୍ଚତା ଗେଜ୍,ਉਚਾਈ ਗੇਜ
