Punjabi,Marathi
ਪ੍ਰਸਾਰਕ,प्रसारक
ਘਾਤਕ ਸੜਨ,घातांकीय क्षय
ਘਾਤਕ ਡਾਇਓਡ,घातांक डायोड
ਐਕਸਪੋਨੈਂਸ਼ੀਅਲ ਫੁਰੀਅਰ ਸੀਰੀਜ਼,एक्सपोनेन्शियल फूरियर मालिका
ਘਾਤਕ ਫੰਕਸ਼ਨ,घातांकीय कार्य
ਬਾਹਰੀ ਬਾਰੰਬਾਰਤਾ ਪ੍ਰਤੀਰੋਧ,बाह्य वारंवारता प्रतिकार
ਬਹੁਤ ਉੱਚ ਆਵਿਰਤੀ,खूप उच्च वारंवारता
ਉੱਚ ਸੰਭਾਵਨਾ,उच्च क्षमता
ਬਹੁਤ ਛੋਟੀ ਬਾਰੰਬਾਰਤਾ,खूप लहान वारंवारता
ਗੈਰ-ਸੰਚਾਲਨ ਸੈਮੀਕੰਡਕਟਰ,अभेद्य सेमीकंडक्टर
ਫਾਇਲ ਖੋਲੋ,फाईल उघडा
ਸੈਮੀਕੰਡਕਟਰ ਨਿਰਮਾਣ,सेमीकंडक्टर फॅब्रिकेशन
fabri pero resonator,फॅब्रि पेरो रेझोनेटर
ਪੈਨਲ,पटल
ਗੁਣਕ,गुणक
ਕਾਰਕ ਸੰਬੰਧੀ,तथ्यात्मक
ਮੰਤਰ,कमतरता
ਧਿਆਨ,क्षीणन
ਧਿਆਨ,क्षीणन
ਫਾਹੀ ਇਕਪਾਸੜ ਪਾਰਦਰਸ਼ੀਤਾ ਮਾਪਣ ਵਾਲਾ,फही एकतर्फी पारगम्यता मापक
ਅਸਫਲਤਾ,अपयश
ਫੇਲ ਮੋਡ,अयशस्वी मोड
ਅਸਫਲਤਾ ਦੀ ਦਰ,अपयशाचा दर
ਫੇਅਰ ਚਾਈਲਡ ਸੈਮੀਕੰਡਕਟਰ,फेअर चाइल्ड सेमीकंडक्टर
ਪਤਝੜ ਦੀ ਮਿਆਦ,गडी बाद होण्याचा क्रम
ਪਤਿ ਕੈਲਾਡ ਕੋਰ,पाटी कलाड कोर
ਪੈਟ ਕੋਰ,पॅट कोर
ਢਹਿ,कोसळणे
ਝੂਠਾ,खोटे
ਫੋਲਡ ਪੇਪਰ,दुमडलेला कागद
ਇੰਪੁੱਟ,इनपुट
ਜਾਰੀ ਨੰਬਰ,अंक क्रमांक
ਫਰਾਦ,फरद
ਫੈਰਾਡੇ ਪ੍ਰਭਾਵ,फॅराडे प्रभाव
ਫੈਰਾਡੇ ਰੋਟੇਸ਼ਨ,फॅराडे रोटेशन
faraday ਸਕਰੀਨ,फॅराडे स्क्रीन
faraday ਸਥਿਰ,फॅराडे स्थिरांक
ਫੈਰਾਡੇ ਦਾ ਕਾਨੂੰਨ,फॅरेडेचा कायदा
ਪ੍ਰਤੀਕ੍ਰਿਤੀ,प्रतिकृती
ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,प्रतिकृती प्राप्तकर्ता
ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਸੰਚਾਰਕ,प्रतिकृती कम्युनिकेटर
ਪ੍ਰਤੀਕ੍ਰਿਤੀ,प्रतिकृती
ਨਕਲ ਸਿਗਨਲ,प्रतिकृती सिग्नल
ਤਿੱਖੀ ਕੋਰ,तीक्ष्ण कोर
ਤੇਜ਼ ਫੋਰੀਅਰ ਪਰਿਵਰਤਨ,द्रुत फोरियर ट्रान्सफॉर्म
ਜਹਾਜ ਰਸੀਦ ਦਿਨਕਾਰੀ,जहाजाची पावती दिनकरी
ਫਾਈਲ ਵੰਡ ਅਨੁਸੂਚੀ,फाइल वाटप वेळापत्रक
ਘਾਤਕ ਗਲਤੀ,गंभीर त्रुटी
ਮੂਲ ਫਾਇਲ,मूळ फाइल
ਇੰਪੁੱਟ,इनपुट
"ਨੁਕਸ, ਨੁਕਸ","दोष, दोष"
ਨੁਕਸ ਵਿਸ਼ਲੇਸ਼ਣ,दोष विश्लेषण
ਨੁਕਸ ਰੇਟਿੰਗ,दोष रेटिंग
ਨੁਕਸ ਸਥਾਨਕਕਰਨ,दोष स्थानिकीकरण
ਨੁਕਸ ਸਥਾਨਕ ਪੁਲ,दोष स्थानिक पूल
ਫਾਲਟ ਫਿਲਟਰ ਟੌਗਲ,फॉल्ट फिल्टर टॉगल
ਗਿਰਾਵਟ ਸਹਿਣਸ਼ੀਲਤਾ,पडणे सहिष्णुता
Fano ਦਾ ਐਲਗੋਰਿਦਮ,फॅनोचे अल्गोरिदम
ਜਾਰੀ ਨੰਬਰ,अंक क्रमांक
ਮੁੱਦਾ ਨੰਬਰ ਰੁੱਖ,अंक क्रमांक वृक्ष
ਫੈਕਸ,फॅक्स
ਫਾਇਲ ਸੁਮੇਲ,फाइल संयोजन
F ਕਨੈਕਟਰ,F कनेक्टर
ਬਾਰੰਬਾਰਤਾ ਡਿਵੀਜ਼ਨ ਮਲਟੀਪਲੈਕਸਰ,वारंवारता विभाग मल्टीप्लेक्सर
FEC ਕੋਡ,FEC कोड
ਫੈਡਰਲ ਸੰਚਾਰ ਕਮਿਸ਼ਨ,फेडरल कम्युनिकेशन्स कमिशन
ਮੁੜ ਨਿਵੇਸ਼ ਲੂਪ ਲਾਭ,पुनर्गुंतवणूक लूप लाभ
ਘਟੀਆ ਚੁੰਬਕੀ ਸਮੱਗਰੀ,कमी झालेले चुंबकीय पदार्थ
ਇੰਪੁੱਟ,इनपुट
ਮੁੜ ਨਿਵੇਸ਼ ਉਪਜ,पुनर्गुंतवणूक उत्पन्न
ਗੁਜ਼ਾਰੇ ਦਾ ਨੁਕਸਾਨ,निर्वाह नुकसान
ਮੁੜ ਨਿਵੇਸ਼,पुनर्गुंतवणूक
ਮੁੜ ਨਿਵੇਸ਼ ਐਂਪਲੀਫਾਇਰ,पुनर्गुंतवणूक अॅम्प्लिफायर
ਮੁੜ ਜਾਣ-ਪਛਾਣ ਵਿਗਾੜ,पुन्हा परिचय विकृती
ਮੁੜ-ਨਿਵੇਸ਼ ਬਲਾਕ ਚਿੱਤਰ,पुनर्गुंतवणूक ब्लॉक आकृती
ਮੁੜ-ਨਿਵੇਸ਼ ਸਟ੍ਰੀਮ ਚਿੱਤਰ,पुनर्गुंतवणूक प्रवाह आकृती
ਬਹਾਲੀ ਲੂਪ,पुनर्स्थापना लूप
ਮੁੜ ਨਿਵੇਸ਼ ਔਸਿਲੇਟਰ,पुनर्गुंतवणूक ऑसिलेटर
ਮੁੜ ਨਿਵੇਸ਼ ਦੀ ਦੌੜ,पुनर्गुंतवणूक शर्यत
ਪੁਨਰਨਿਵੇਸ਼ ਵਿਸਥਾਪਨ ਰਜਿਸਟਰ,पुनर्गुंतवणूक विस्थापन नोंदणी
ਮੁੜ ਨਿਵੇਸ਼ ਸਿਧਾਂਤ ਚਿੱਤਰ,पुनर्गुंतवणूक तत्त्व आकृती
ਮੁੜ ਜਾਣ-ਪਛਾਣ ਵੋਲਟੇਜ ਚਿੱਤਰ,पुन्हा परिचय व्होल्टेज आकृती
ਫਰਮੀ ਪੱਧਰ,फर्मी पातळी
ਫੇਰਿਕ ਇੰਡਕਟਰ,फेरीक प्रेरक
ਫੇਰਾਈਟ,फेराइट
ferrite antenna,फेराइट अँटेना
ferrite ਬੂਟੀ,फेराइट तण
ferrite ਸਪਿਨਰ,फेराइट स्पिनर
ferrite ਵੱਖ ਕਰਨ ਵਾਲਾ,फेराइट विभाजक
ਫੇਰਾਈਟ ਲਾਈਨ ਐਕਸਟੈਂਸ਼ਨ,फेराइट लाइन विस्तार
ਫੇਰਾਈਟ-ਕੋਰ ਟ੍ਰਾਂਸਫਾਰਮਰ,फेराइट-कोर ट्रान्सफॉर्मर
ਫੇਰੋ ਕਰੋਮ ਟੇਪ,फेरो क्रोम टेप
ferromagnetism,फेरोमॅग्नेटिझम
ਕਿਸਮਤ,नशीब
ਫੀਲਡ ਇਫੈਕਟ ਟਰਾਂਜ਼ਿਸਟਰ (FET),फील्ड इफेक्ट ट्रान्झिस्टर (FET)
ਚਰਬੀ ਬੂਸਟਰ,फॅट बूस्टर
fret ਪੂਰਕ ਸਮਰੂਪਤਾ,fret पूरक सममिती
ਚਰਬੀ ਘਟਾਓ ਮੋਡ,चरबी कमी करण्याचा मोड
"ਕਿਸਮਤ ਦਵੈਤ ਦੁਆਰ, ਦਵੈਤ ਦਰਵਾਜ਼ਾ","fate duality gate, duality gate"
ਚਰਬੀ ਵਿਕਾਸ ਮੋਡ,फॅट ग्रोथ मोड
fret ਬਾਰੰਬਾਰਤਾ ਜਵਾਬ,fret वारंवारता प्रतिसाद
ਫੈਟ ਗ੍ਰਾਫਿਕ ਵਿਸ਼ਲੇਸ਼ਣ,फॅट ग्राफिक विश्लेषण
ਕਿਸਮਤ ਨਿਵੇਸ਼ ਸੁਰੱਖਿਆ,भाग्य गुंतवणूक सुरक्षा
ਚਰਬੀ ਉਲਟ,चरबी उलट
ਕਿਸਮਤ ਸਮਝੌਤਾ,भाग्य करार
ਚਰਬੀ mosfet,चरबी mosfet
ਚਰਬੀ ਚਾਲਕਤਾ,चरबी चालकता
ਸੌਣ ਦਾ ਸਮਾਂ,झोपेची वेळ
ਫਾਇਲ ਆਯਾਤ,फाइल आयात
ਫਾਈਬਰ,फायबर
ਫਾਈਬਰ ਕੁਨੈਕਟਰ,फायबर कनेक्टर
ਫਾਈਬਰ ਵੰਡਿਆ ਡਾਟਾ ਇੰਟਰਫੇਸ,फायबर वितरित डेटा इंटरफेस
ਫਾਈਬਰ ਗਲਾਸ,फायबर ग्लास
ਫਾਈਬਰ ਆਪਟਿਕ ਲਿੰਕ,फायबर ऑप्टिक लिंक
ਫਾਈਬਰ ਆਪਟਿਕਸ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਵਿੰਡੋ,फायबर ऑप्टिक्स ट्रान्समिशन विंडो
ਫਾਈਬਰ ਲਾਈਟ ਡਿਟੈਕਟਰ,फायबर लाइट डिटेक्टर
ਫਾਈਬਰ ਬੰਧਨ,फायबर बाँडिंग
ਫਿਬੋਨਾਚੀ ਨੰਬਰ,फिबोनाची संख्या
ਵਰਚੁਅਲ ਸ਼ੋਰ ਜਨਰੇਟਰ,आभासी आवाज जनरेटर
ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲੇ ਦੀ ਵਫ਼ਾਦਾਰੀ,प्राप्तकर्त्याची निष्ठा
ਧੋਖਾਧੜੀ,बनावट
ਖੇਤਰ ਸਹਾਇਤਾ ਪ੍ਰਾਪਤ,क्षेत्र सहाय्यित
ਖੇਤਰ ਪ੍ਰਭਾਵ ਜੰਤਰ,फील्ड इफेक्ट डिव्हाइस
ਖੇਤਰ ਪ੍ਰਭਾਵ ਸਵਿੱਚ,फील्ड इफेक्ट स्विच
ਖੇਤਰ ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਟਰਾਂਜ਼ਿਸਟਰ,फील्ड प्रभावी ट्रान्झिस्टर
ਖੇਤਰ ਨਿਕਾਸ,फील्ड उत्सर्जन
ਲੀਡ ਸਰੀਰ,लीड बॉडी
ਖੇਤਰ ਦੀ ਬਾਰੰਬਾਰਤਾ,फील्ड वारंवारता
ਖੇਤਰ ਦੀ ਤੀਬਰਤਾ,फील्ड तीव्रता
ਖੇਤਰ ਪ੍ਰੋਗਰਾਮ ਤਰਕ ਐਰੇ,फील्ड प्रोग्राम लॉजिक अॅरे
ਖੇਤਰ ਟੈਸਟ,क्षेत्र चाचणी
ਖੇਤਰ ਰੱਦ,फील्ड निरसन
FIFO ਮੈਮੋਰੀ,FIFO मेमरी
ਕੁਸ਼ਲਤਾ ਸੂਚਕਾਂਕ,कार्यक्षमता निर्देशांक
ਫਾਈਲ,फाइल
ਫਾਈਲ ਫਿਲਰ,फाइल फिलर
ਫਾਈਲ ਕਮਾਂਡ,फाइल कमांड
ਫਾਇਲ ਸਰਵਰ,फाइल सर्व्हर
ਪਰਤ ਕੈਪਸੀਟਰ,थर कॅपेसिटर
ਪਰਤ ਰੋਧਕ,थर रेझिस्टर
ਫਿਲਟਰ,फिल्टर
ਫਿਲਟਰ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,फिल्टर वैशिष्ट्ये
ਫਿਲਟਰ ਸਰਕਟ,फिल्टर सर्किट
ਸੰਗ੍ਰਹਿ,संकलन
ਫਿਲਟਰ ਡਿਜ਼ਾਈਨ,फिल्टर डिझाइन
ਸੰਚਾਰ ਡਾਟਾ,संप्रेषण डेटा
ਫਿਲਟਰ ਵਿਧੀ,फिल्टर पद्धत
ਫਿਲਟਰ ਪੁਨਰ ਨਿਰਮਾਣ,फिल्टर पुनर्रचना
ਅੰਤਮ ਅਸੈਂਬਲਿੰਗ,अंतिम एकत्रीकरण
ਫਿੰਗਰ ਪ੍ਰਿੰਟ,फिंगर प्रिंट
ਸੀਮਤ ਆਵੇਗਸ਼ੀਲ ਰਿਪੋਰਟਿੰਗ ਫਿਲਟਰ,मर्यादित आवेगपूर्ण अहवाल फिल्टर
ਸੀਮਿਤ ਪੈਰਾਮੀਟਰ,मर्यादित पॅरामीटर
ਸੀਮਿਤ ਰਾਜ ਮਸ਼ੀਨ,मर्यादित राज्य मशीन
ਗੋਲੀਬਾਰੀ ਕੋਣ,फायरिंग कोन
ਫਰਮਵੇਅਰ,फर्मवेअर
ਪਹਿਲਾ ਚਿੱਤਰ ਸ਼ਬਦ,प्रथम आकृती शब्द
ਪਹਿਲਾ ਆਰਡਰ ਪਰਾਸ਼,प्रथम ऑर्डर प्राश
ਫਿਸ਼ਰ ਲੂਪ ਟੈਸਟ,फिशर लूप चाचणी
ਸਥਿਰ,स्थिर
ਸਥਿਰ attenuator,स्थिर attenuator
ਸਥਿਰ ਸਥਿਤੀ,निश्चित अभिमुखता
ਸਥਿਰ ਕੈਲਕੁਲੇਟਰ,निश्चित कॅल्क्युलेटर
ਸਥਿਰ ਖੇਤਰ,निश्चित क्षेत्र
ਅਸਾਈਨਮੈਂਟ ਮਸ਼ੀਨ,असाइनमेंट मशीन
ਨਿਸ਼ਚਿਤ ਸਮਾਂ ਕੰਟਰੋਲਰ,निश्चित वेळ नियंत्रक
ਝੰਡਾ,झेंडा
flange,बाहेरील कडा
ਫਲੈਪ attenuator,फडफड attenuator
ਚਮਕਦਾਰ,चमक
ਚਮਕ ਕਨਵਰਟਰ,ब्राइटनेस कन्व्हर्टर
ਗਲੋ,चमक
ਫਲੈਟ ਫਲੋਰ ਸਕੈਨਿੰਗ,फ्लॅट फ्लोर स्कॅनिंग
ਫਲੈਟ ਕੋਇਲ,सपाट कॉइल
ਫਲੈਟ ਫਾਇਲ,फ्लॅट फाइल
ਫਲੈਟ ਫਿਲਟਰ,सपाट फिल्टर
ਫਲੈਟ ਪੈਕ,फ्लॅट पॅक
ਫਲੈਟ ਰਿਬਨ ਕੇਬਲ,सपाट रिबन केबल
ਫਲੈਟ ਚੋਟੀ ਦਾ ਨਮੂਨਾ,फ्लॅट टॉप सॅम्पलिंग
F-ਪਰਤ,F-स्तर
F-ਲੇਅਰ ਆਇਨੋਸਫੀਅਰ,एफ-लेयर आयनोस्फीअर
ਫਲੇਮਿੰਗ,फ्लेमिंग
ਫਲੇਮਿੰਗ ਅਤੇ ਕਲਿੰਟਨ ਡਾਇਵਰਜੈਂਸ ਵਿਧੀ,फ्लेमिंग आणि क्लिंटन विचलन पद्धत
ਉੱਡਣਾ,फडफड
ਵਹਿਣ ਦਾ ਸ਼ੋਰ,फडफड आवाज
ਫਲਟਰ ਫੋਟੋਮੀਟਰ,फ्लटर फोटोमीटर
ਫਲਿਪ ਫਲਾਪ,फ्लिप फ्लॉप
ਫਲਿੱਪ ਫਲਾਪ ਅਸਿੰਕਰੋਨਸ ਨਿਵੇਸ਼,फ्लिप फ्लॉप असिंक्रोनस गुंतवणूक
ਫਲਿੱਪ ਫਲਾਪ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ,फ्लिप फ्लॉप वैशिष्ट्ये
ਫਲਿੱਪ ਫਲਾਪ ਕਾਲ ਸਿਗਨਲ,फ्लिप फ्लॉप कॉल सिग्नल
ਫਲਿੱਪ ਫਲਾਪ ਟਾਈਮਲਾਈਨ,फ्लिप फ्लॉप टाइमलाइन
ਫਲਿੱਪ ਫਲਾਪ ਕੋਰ-ਟਰਿੱਗਰ ਕੀਤਾ ਗਿਆ,फ्लिप फ्लॉप कोर-ट्रिगर
ਫਲਿੱਪ ਫਲਾਪ jK ਟ੍ਰਿਗਰ,फ्लिप फ्लॉप jK ट्रिगर
ਫਲਿੱਪ ਫਲਾਪ ਕੁੰਡੀ,फ्लिप फ्लॉप कुंडी
ਫਲਿੱਪ ਫਲਾਪ ਮਾਸਟਰ-ਸੇਵ,फ्लिप फ्लॉप मास्टर-स्लेव्ह
ਫਲਿੱਪ ਫਲਾਪ RS,फ्लिप फ्लॉप RS
ਫਲਿੱਪ ਫਲਾਪ ਸਟਾਰਟਅੱਪ ਰੀਸਟਾਰਟ ਸੈੱਟ ਰੀਸੈਟ (SR),फ्लिप फ्लॉप स्टार्टअप रीस्टार्ट सेट रीसेट (SR)
ਫਲਿੱਪ ਫਲਾਪ ਸਮਕਾਲੀ ਨਿਵੇਸ਼,फ्लिप फ्लॉप सिंक्रोनस गुंतवणूक
ਫਲੋਟੇਸ਼ਨ ਚਾਰਜ,फ्लोटेशन चार्ज
ਫਲੋਟ ਗਠਨ,फ्लोट निर्मिती
ਫਲੋਟਿੰਗ ਗੇਟ,फ्लोटिंग गेट
ਵੰਡਣਾ,डिव्हेस्टिचर
ਅਣ-ਕੁਨੈਕਟਿਡ ਲੋਡ,असंबद्ध भार
ਗੈਰ-ਸੰਬੰਧਿਤ ਸਰੋਤ,असंबंधित स्रोत
ਪੂਰੀ ਰੋਸ਼ਨੀ,पूर्ण रोषणाई
ਫਲਾਪੀ,फ्लॉपी
ਫਲਾਪੀ ਡਿਸਕ,फ्लॉपी डिस्क
ਵਹਾਅ,प्रवाह
ਵਹਾਅ ਚਾਰਟ,प्रवाह चार्ट
ਗਰੇਡੀਐਂਟ ਚਿੱਤਰ,ग्रेडियंट आकृती
ਵਹਾਅ ਦੀ ਦਿਸ਼ਾ,प्रवाह दिशा
ਵਹਾਅ ਲਾਈਨ,प्रवाह ओळ
ਫਲੋਮੀਟਰ,फ्लोमीटर
FLT U2 ਫਿਲਟਰ,FLT U2 फिल्टर
ਬਹੁਵਚਨ ਡਿਕੈ ਥਿਊਰਮ,अनेकवचन क्षय प्रमेय
ਤਰਲ ਰਗੜ damping,द्रव घर्षण ओलसर
ਤਰਲ ਮੰਜ਼ਿਲ,द्रव मजला
ਫਲੋਰੋਸੈਂਸ ਪ੍ਰਭਾਵ ਟਿਊਬ,फ्लोरोसेन्स इफेक्ट ट्यूब
ਫਲੋਰੋਸੈਂਟ,फ्लोरोसेंट
ਉੱਡਣਾ,फडफड
ਵਹਾਅ ਦੀ ਘਣਤਾ,प्रवाह घनता
ਪ੍ਰਵਾਹ ਦਰਵਾਜ਼ਾ ਮੈਗਨੇਟੋਮੀਟਰ,फ्लक्स दरवाजा मॅग्नेटोमीटर
ਵਹਾਅ ਬਾਈਡਿੰਗ,प्रवाह बंधनकारक
"ਫਲਾਕਸ ਮੀਟਰ, ਫਲੈਕਸ ਮੀਟਰ","फ्लक्स मीटर, फ्लक्स मीटर"
ਵਹਾਅ ਸੋਲਡਰ,फ्लक्स सोल्डर
ਵਿਰੋਧੀ ਸੱਟ,काउंटर इजा
ਪ੍ਰਤੀਕਰਮ ਉੱਚ ਵੋਲਟੇਜ,प्रतिक्रिया उच्च व्होल्टेज
ਉਲਟ ਕਰੰਟ ਟ੍ਰਾਂਸਫਾਰਮਰ,काउंटरकरंट ट्रान्सफॉर्मर
ਸੰਚਵ ਪ੍ਰਭਾਵ,संचय प्रभाव
ਬਾਰੰਬਾਰਤਾ ਮੋਡੂਲੇਸ਼ਨ ਡਿਜੀਟਲ ਡਿਟੈਕਟਰ,वारंवारता मॉड्यूलेशन डिजिटल डिटेक्टर
ਫ੍ਰੀਕੁਐਂਸੀ ਮੋਡੂਲੇਸ਼ਨ ਪੀਕ ਡਿਟੈਕਟਰ,फ्रिक्वेंसी मॉड्युलेशन पीक डिटेक्टर
ਲਿਫਾਫੇ ਵਾਲੀ ਮੋਡੂਲੇਸ਼ਨ ਆਰਟ ਐਡਿਡ ਲੂਪ ਡਿਟੈਕਟਰ,लिफाफा मॉड्युलेशन आर्ट अॅडेड लूप डिटेक्टर
ਐੱਫ.ਐੱਮ ਆਵਾਜ਼ ਦੀ ਬਾਰੰਬਾਰਤਾ ਟੈਲੀਗ੍ਰਾਫ,एफएम आवाज वारंवारता तार
ਫੋਕਲ,फोकल
ਫੋਕਸ,लक्ष केंद्रित
ਫੋਕਸ ਕੈਮਰਾ,फोकस कॅमेरा
ਫੋਕਸ ਐਰਰ ਐਂਪਲੀਫਾਇਰ,फोकस एरर अॅम्प्लिफायर
ਫੋਕਸ ਤਸਵੀਰ ਟਿਊਬ,फोकस पिक्चर ट्यूब
ਫੋਕਸ ਸਰਵੋ,फोकस सर्वो
ਫੋਕਸ ਅਤੇ ਫਾਲੋ-ਅੱਪ,फोकस आणि फॉलोअप
ਫੋਕਸ ਕਰੋ ਅਤੇ ਸਰੀਰ ਦੀ ਪਾਲਣਾ ਕਰੋ,लक्ष केंद्रित करा आणि शरीराचा पाठपुरावा करा
ਫੁਆਇਲ-ਕਿਸਮ ਗੇਜ,फॉइल-प्रकार गेज
ਪਹਿਲੀ ਦਰਾੜ,प्रथम क्रॅक
ਫੋਲਡ ਬੈਕ ਵੋਲਟੇਜ ਲਿਮਿਟਰ,फोल्ड बॅक व्होल्टेज लिमिटर
ਸਫੈਦ ਲਾਈਨ ਮੁੱਲ,व्हाईट लाइन मूल्य
ਮੌਜੂਦਾ ਲਿਮਿਟਰ ਨੂੰ ਪਿੱਛੇ ਮੋੜੋ,वर्तमान लिमिटर परत फोल्ड करा
ਫੋਲਡ ਆਰਕੀਟੈਕਚਰ,दुमडलेला आर्किटेक्चर
ਫੋਲਡਡ ਡਾਈਪੋਲ,दुमडलेला द्विध्रुव
ਫੋਲਡ ਡੋਪੋਲ,दुमडलेला द्विध्रुव
ਫੋਲਡ ਐਲੀਮੈਂਟ,दुमडलेला घटक
ਪਿੱਛੇ,पिछाडीवर
ਫੌਂਟ ਡਿਸਪਲੇਅ,फॉन्ट डिस्प्ले
ਭੋਜਨ ਪ੍ਰਿੰਟ,फूड प्रिंट
ਵਰਜਿਤ ਪਹਿਰੇਦਾਰ,निषिद्ध बँड
ਵਰਜਿਤ ਊਰਜਾ ਪਾੜਾ,निषिद्ध ऊर्जा अंतर
ਰੋਕਿਆ ਜ਼ੋਨ,प्रतिबंधित क्षेत्र
ਫੋਰਸ,सक्ती
propulsive ਪਰਿਵਰਤਕ,प्रवर्तक कनवर्टर
ਵਿਦੇਸ਼ੀ ਵਸਤੂ,परदेशी वस्तू
ਫਾਰਮ ਫੈਕਟਰ,फॉर्म फॅक्टर
ਪੰਨਾ ਭਰੋ,पृष्ठ भरा
ਰਸਮੀ ਤਰਕ,औपचारिक तर्क
ਫਾਰਮੈਟ ਨੰਬਰ,स्वरूप क्रमांक
fortran,फोरट्रान
ਅਚਾਨਕ ਵਿਗਾੜ,अपघाती विकृती
ਅੱਗੇ ਪੱਖਪਾਤ,फॉरवर्ड पूर्वाग्रह
ਅੱਗੇ ਪੱਖਪਾਤ,फॉरवर्ड पूर्वाग्रह
ਅੱਗੇ ਪੱਖਪਾਤ ਸੰਯੁਕਤ,फॉरवर्ड बायस संयुक्त
ਅੱਗੇ ਬਲਾਕਿੰਗ ਰਾਜ,फॉरवर्ड ब्लॉकिंग स्टेट
ਅੱਗੇ ਬਰੇਕ ਵੋਲਟੇਜ,फॉरवर्ड ब्रेक व्होल्टेज
ਅੱਗੇ ਗਲਤੀ ਸੁਧਾਰ,अग्रेषित त्रुटी सुधारणे
ਸਾਹਮਣੇ ਲੂਪ ਲਾਭ,फ्रंट लूप लाभ
ਸਾਹਮਣੇ ਸੜਕ ਲਾਭ,समोरचा रस्ता लाभ
ਅੱਗੇ ਧਰੁਵੀਤਾ,फॉरवर्ड ध्रुवीयता
ਅੱਗੇ ਚਾਲਕਤਾ,पुढे चालकता
ਅੱਗੇ ਆਵਾਜਾਈ ਦਾ ਸਮਾਂ,फॉरवर्ड ट्रान्झिट वेळ
ਫੋਸਟਰ ਸਿਲੀ ਵਿਵੇਕਰ,फास्टर सिली विवेककर
ਚੌਗੁਣਾ ਇੰਕੋਡਿੰਗ,चौपट एन्कोडिंग
quadrupole,चतुष्पाद
ਚਤੁਰਭੁਜ ਡਿਜ਼ੀਟਲ ਸੰਚਾਰ,क्वाड्रॅचर डिजिटल ट्रान्समिशन
ਚਤੁਰਭੁਜ ਨੈੱਟਵਰਕ,चतुर्भुज नेटवर्क
ਚਤੁਰਭੁਜ ਨੈੱਟਵਰਕ,चतुर्थांश नेटवर्क
ਕਵਾਡ ਟਿਊਬ ਕੈਮਰਾ,क्वाड ट्यूब कॅमेरा
ਫੁਰੀਅਰ ਗੁਣਾਂਕ,फोरियर गुणांक
ਫੁਰੀਅਰ ਏਕੀਕਰਣ,फूरियर एकत्रीकरण
ਫੁਰੀਅਰ ਉਲਟ,फोरियर उलटा
ਚਾਰੀਅਰ ਲੜੀ,फोरियर मालिका
ਸੰਚਾਰ,संसर्ग
ਫੁਰੀਅਰ ਤ੍ਰਿਕੋਣਮਿਤੀ ਲੜੀ,फूरियर त्रिकोणमितीय मालिका
ਫੁਰੀਅਰ ਥਿਊਰਮ,फोरियर प्रमेय
ਚਾਰ ਗੁਣਾ ਜੰਤਰ,चौपट उपकरण
ਚਤੁਰਭੁਜ ਡਾਇਓਡ,चतुर्थांश डायोड
ਮੋਬਾਈਲ ਪੁਆਇੰਟ ਪ੍ਰੋਸੈਸਰ,मोबाइल पॉइंट प्रोसेसर
ਫਲੋਟਿੰਗ ਪੁਆਇੰਟ ਯੂਨਿਟ,फ्लोटिंग पॉइंट युनिट
ਫਾਇਲ ਤਬਦੀਲੀ,फाइल बदलणे
ਅੰਸ਼ਿਕ ਗਲਤੀ,अंशात्मक त्रुटी
ਅੰਤਰ ਸੰਚਾਰ,विभेदक प्रेषण
ਫਰੇਮ,फ्रेम
ਫਰੇਮ ਬਫਰ ਚਿੱਪ,फ्रेम बफर चिप
ਫਰੇਮ ਕੈਪਚਰ,फ्रेम कॅप्चर
ਫਰੇਮ ਪਾਸਵਰਡ,फ्रेम पासवर्ड
ਫਰੇਮ ਫਾਰਮੈਟ,फ्रेम स्वरूप
ਫਰੇਮ ਬਾਰੰਬਾਰਤਾ,फ्रेम वारंवारता
ਫਰੇਮ ਜ਼ਮੀਨ,फ्रेम जमीन
ਫਰੇਮ ਸਮਕਾਲੀ ਬਿੰਦੂ,फ्रेम सिंक्रोनस पॉइंट्स
ਫਰੇਮ ਸਮਕਾਲੀਕਰਨ,फ्रेम सिंक्रोनाइझेशन
ਫਰੇਮ ਸਮਕਾਲੀ ਸਿਗਨਲ,फ्रेम सिंक्रोनस सिग्नल
ਫਰੈਂਕ ਕੋਡ,फ्रँक कोड
ਮੁਫ਼ਤ ਇਲੈਕਟ੍ਰੋਨ,मुक्त इलेक्ट्रॉन
ਮੁਫ਼ਤ ਜ਼ੋਨ,मुक्त क्षेत्र
ਮੁਫ਼ਤ ਮੂਵਿੰਗ ਔਸਿਲੇਟਰ,फ्री मूव्हिंग ऑसिलेटर
ਖਾਲੀ ਸਪੇਸਿੰਗ ਰੁਕਾਵਟ,मुक्त अंतर प्रतिबाधा
ਖਾਲੀ ਸਪੇਸਿੰਗ,मोकळे अंतर
